ID	Average__37	Average_37_53	Average__53	Median__37	Median_37_53	Median__53	log2FoldChange	pvalue	padj	comparison	treshold	samples_sex
hsa-miR-4681	1.72826770497802	2.15171954529706	2.31598274558092	0.837469564537927	1.10370580583879	1.17641192161033	0.38720300486867	0.198628528942067	0.678864317257605	37_53_vs__37	FALSE	female
hsa-miR-4681-3p:Novel	2.23603383815887	5.8939080426774	2.21456156946729	1.2817940622823	1.67103961155265	0.951556602289536	0.746023539289488	0.0186008443119887	0.279227866903282	37_53_vs__37	FALSE	female
hsa-miR-4682	7.21400954382811	5.73227241561971	6.33232566805927	3.53994653072453	3.90921270037344	3.68145929373019	-0.55321831211463	0.0399438949843806	0.36836885564696	37_53_vs__37	FALSE	female
hsa-miR-4682-3p:Novel	29.8315667972688	30.9163395065836	36.5549453479681	20.5255545336601	16.8074740864221	20.2480261155161	-0.264641184715452	0.234350941331658	0.728987678657819	37_53_vs__37	FALSE	female
hsa-miR-4683	40.7010983851453	36.8236464474661	39.9827384355174	21.9229132226408	20.0421827890744	26.2673195892643	-0.0902912957952679	0.699382411148365	0.918996075904793	37_53_vs__37	FALSE	female
hsa-miR-4683-5p:Novel	15.3041562592689	9.92773761467902	8.12833522528392	5.55771972766711	4.75327725691767	4.54021302502929	-0.585154994896045	0.0318307900067476	0.356284904681647	37_53_vs__37	FALSE	female
hsa-miR-4684-3p	108.216815016035	13.35894684584	23.1737035611226	5.78517404465737	5.46263968600379	5.25526267043778	-0.0230891716161677	0.938385442180292	0.983615248648616	37_53_vs__37	FALSE	female
hsa-miR-4684-5p	0.0985514486988462	0.161277816353038	0.059231434945322	0	0	0	-0.201579822237045	0.882950272418191	NA	37_53_vs__37	NA	female
hsa-miR-4685-3p	0.309815355902999	0.213960548099749	0.394778357864807	0	0	0	-0.418866189783951	0.545403413069743	NA	37_53_vs__37	NA	female
hsa-miR-4685-5p	18.6137152361642	13.3720767657868	10.3275899149979	7.20259070541242	5.10757178349157	5.07056414920017	-0.748698320057636	0.0108446601683179	0.224295330077664	37_53_vs__37	FALSE	female
hsa-miR-4686	1.53800377431728	1.9839736310844	1.8499997987086	1.02687754482108	1.13712179523588	0.954765473012988	0.129498077064117	0.668977846495308	NA	37_53_vs__37	NA	female
hsa-miR-4686-3p:Novel	6.63634330911681	9.24713884038316	5.95457724718247	4.12859078774526	3.600450771478	3.30957656183002	0.284996522850043	0.304440337311498	0.780013375023057	37_53_vs__37	FALSE	female
hsa-miR-4687-3p	21.258279753235	31.8769268114725	29.8778965084411	5.31741404834215	8.30349767255262	6.61915312366005	0.412571948384293	0.243063450882609	0.734508343207679	37_53_vs__37	FALSE	female
hsa-miR-4687-5p	2.56074891207108	3.10931648820098	2.73609465596528	1.3052732000896	1.21120738074729	1.26764103730004	0.293747165233744	0.337357730133837	0.79351909853336	37_53_vs__37	FALSE	female
hsa-miR-4688	4.93105576689017	15.08429911026	6.83035792355141	1.27725504398421	1.48165892974645	1.80519765189094	1.0158638420069	0.0110810299356938	0.224295330077664	37_53_vs__37	FALSE	female
hsa-miR-4688-5p:Novel	4.15328937575737	2.51489343623735	3.93270460035635	2.2641857976102	1.91596190645685	2.56848153640903	-0.523931264577681	0.0304348582499309	0.35029925083744	37_53_vs__37	FALSE	female
hsa-miR-4689	2.73953025058082	3.12695476608628	4.8022758110992	0.965709552724818	1.11794626134465	0.921716639436714	0.433320030841244	0.277779147785471	0.754038324873613	37_53_vs__37	FALSE	female
hsa-miR-4689-3p:Novel	5.83184374264029	4.41203932142447	6.04400011995109	4.98223370373277	3.55969237632621	4.73641748536896	-0.434651146024957	0.0357043114260409	0.358263774480103	37_53_vs__37	FALSE	female
hsa-miR-4690-3p	14.2609893107769	13.2419180851028	7.21332918277859	4.5283715952204	3.44928149450103	4.42988199567152	-0.334545818445213	0.253615159696242	0.737795047213053	37_53_vs__37	FALSE	female
hsa-miR-4690-5p	14.0536944190882	21.3996031628216	21.6689153654251	11.8281858528337	13.8520209976019	12.3355172879214	0.490499072143299	0.0293458235357317	0.346251224431649	37_53_vs__37	FALSE	female
hsa-miR-4691-3p	1.20044909181545	0.992337947917454	1.42918288989951	0.324148607354379	0.473289579992553	0.489373955478071	0.0494195389796996	0.898293574716033	NA	37_53_vs__37	NA	female
hsa-miR-4691-5p	3.5421576520841	0.947626855246063	1.02001808964774	0	0	0	-1.44087778099764	0.00679107330332493	0.196857285385271	37_53_vs__37	FALSE	female
hsa-miR-4692	7.23257499886618	6.51778910484812	6.00095485399108	5.17192012950118	3.92077746882699	3.69376383184305	-0.258873012587738	0.278530377827775	0.754038324873613	37_53_vs__37	FALSE	female
hsa-miR-4692-5p:Novel	9.3298436260693	7.32886232873076	6.09865015485601	3.60375009781178	3.09760907047158	2.61939141299985	-0.33880954976285	0.27623046707495	0.754038324873613	37_53_vs__37	FALSE	female
hsa-miR-4693-3p	290.411831989591	184.328993393056	165.127274783169	73.2494443249981	83.6277703659907	81.1851091125318	-0.113475683749472	0.635292253313197	0.91513264464993	37_53_vs__37	FALSE	female
hsa-miR-4693-5p	2.51498773979509	3.94585908117248	1.8429080763806	0.37254589535204	0.409922190601308	0	0.267999860904701	0.551173478255724	0.88699772891284	37_53_vs__37	FALSE	female
hsa-miR-4694-3p	2.58942161047224	1.34303093541899	2.64932106883919	0.922557963010094	0.500783880567561	1.05461833533442	-0.990031090961914	0.00581958197806072	0.184653763303873	37_53_vs__37	FALSE	female
hsa-miR-4694-5p	0.103748576242919	0.0119938926455633	0.0623559209927768	0	0	0	-0.76769014125945	0.694865911273897	NA	37_53_vs__37	NA	female
hsa-miR-4695-3p	0.314168306866499	0.148224495808589	0.140225220534456	0	0	0	-0.364926666750014	0.563290648821677	NA	37_53_vs__37	NA	female
hsa-miR-4695-5p	32.9738152949577	25.5251583348055	32.5790138217039	23.9604562285809	22.0994140909435	24.0570868414079	-0.386971745155288	0.0343274266072496	0.358263774480103	37_53_vs__37	FALSE	female
hsa-miR-4696	1.09276061652786	1.06020033552856	0.933793416362835	0.249542318877961	0	0.431101710108388	0.0110374538753571	0.976470231197089	NA	37_53_vs__37	NA	female
hsa-miR-4696-3p:Novel	1.70561742333941	1.32463867261918	1.97019952364695	0.891066184650924	0.649565656915687	0.800183872045398	-0.088098416924837	0.784016610547061	NA	37_53_vs__37	NA	female
