ID	Average__37	Average_37_53	Average__53	Median__37	Median_37_53	Median__53	log2FoldChange	pvalue	padj	comparison	treshold	samples_sex
hsa-let-7a-2-3p	1.58042716423302	0.766551664134223	1.36860031384666	0.76292462364434	0	0	-0.52481628081953	0.387187152979137	NA	_53_vs_37_53	NA	male
hsa-let-7a-3p	28.7426484092411	38.9164780971709	416.805287623683	24.8696809697423	21.3699880736632	23.5794385401009	-0.0508848904067176	0.892954578672794	0.962175863841228	_53_vs_37_53	FALSE	male
hsa-let-7a-5p	12.5863643071874	12.6073592160543	14.4734028462416	9.58042867610859	4.47193091872725	10.3481070436429	0.893832009874385	0.00886338320182944	0.20196889591054	_53_vs_37_53	FALSE	male
hsa-let-7b-3p	0.315480027098333	0.576587141466822	0.289070410045072	0	0	0	-0.96562509849206	0.342758304284285	NA	_53_vs_37_53	NA	male
hsa-let-7b-5p	18.8445332387143	24.7570358666178	221.308382226543	11.0886754258738	11.3397706213036	18.033334253436	0.3605071861196	0.383853704027486	0.729329690497131	_53_vs_37_53	FALSE	male
hsa-let-7c-3p	7.08910162804606	4.65500900469469	10.04474673617	0.823943625855593	1.0096444172833	0.824239449759353	-0.636458772402511	0.161279783782871	0.570949839192513	_53_vs_37_53	FALSE	male
hsa-let-7c-5p	4.2092337318221	5.87496393761755	15.5422939208995	3.71382245122242	2.82615554693004	4.92651966300802	0.461679679443377	0.23470154902668	0.633486175668999	_53_vs_37_53	FALSE	male
hsa-let-7d-3p	6.50690788038118	2.88794632415899	4.45556706537681	2.12079701869366	0.53289707024925	1.09388418420424	0.110548164107828	0.850667740973259	NA	_53_vs_37_53	NA	male
hsa-let-7d-5p	5.220143440536	6.84899344583335	41.5150852428509	4.14840030508523	4.56526578667786	6.64385998810799	0.444064603700153	0.280761336619752	0.672519074369725	_53_vs_37_53	FALSE	male
hsa-let-7e-3p	0.132266793131066	0.162259384425399	0.150187273194037	0	0	0	-0.458948400386563	0.836237221385031	NA	_53_vs_37_53	NA	male
hsa-let-7e-5p	4.97210839792491	2.43213944662187	9.44398065621973	2.58452999836007	2.36322476659642	4.20519599893918	1.28739150616698	0.00132335874066874	0.0973879635553334	_53_vs_37_53	FALSE	male
hsa-let-7f-1-3p	0.178123912838523	0.0809557986610432	0.127422544082583	0	0	0	-0.554290639057875	0.805156148354358	NA	_53_vs_37_53	NA	male
hsa-let-7f-2-3p	0.606186282316676	0.88927624731282	0.703953481838183	0	0	0	-0.596332156955292	0.362212459305453	NA	_53_vs_37_53	NA	male
hsa-let-7f-5p	2.4694184411975	1.95271487991553	2.48911489610903	1.80959285931672	0.295403095824552	1.09558123191994	-0.051235270114414	0.91206728219568	NA	_53_vs_37_53	NA	male
hsa-let-7g-3p	8.02702774864495	4.61741777900823	5.25591615805803	3.03713798596319	0	0.468659931408837	-0.223948312667772	0.625027596249141	0.845947769022693	_53_vs_37_53	FALSE	male
hsa-let-7g-5p	15.3117666003284	20.7126432121643	227.888849786859	10.9678164961001	5.42565920532236	9.49122855443998	0.36355326162162	0.444049075684526	0.765490672802019	_53_vs_37_53	FALSE	male
hsa-let-7i-3p	0.423600398871212	0.411810612330346	0.52264944743308	0	0	0	-0.695398511286631	0.403052325351138	NA	_53_vs_37_53	NA	male
hsa-let-7i-5p	16.5987160967874	26.1681797910504	202.496381560515	8.35296512260575	7.37999547585919	11.9648123355549	0.291277650357554	0.510693415182349	0.790494261807868	_53_vs_37_53	FALSE	male
hsa-miR-1-2-5p:Novel	8.42062053824336	9.06767361096264	8.6344191544717	4.24429460802612	4.30023977030257	4.38172677130867	-0.397076944047147	0.298606040089557	0.676759408246143	_53_vs_37_53	FALSE	male
hsa-miR-1-3p	2.38371925635169	1.93556455830166	2.59891998463359	1.80386745297386	0.989246309927337	1.9198677274997	0.468216718109053	0.22877255387707	NA	_53_vs_37_53	NA	male
hsa-miR-1-5p	15.9457149190289	19.1242224488423	14.255891604658	8.86172451534558	7.58703750416892	7.11024719732757	-0.554093080890741	0.143583239673553	0.550141838889791	_53_vs_37_53	FALSE	male
hsa-miR-100-3p	0.327409071163943	0.280992153974266	0.252395574969222	0	0	0	-0.295746923799886	0.795040494116501	NA	_53_vs_37_53	NA	male
hsa-miR-100-5p	1.99226511578762	5.52659155584734	8.70206519515493	0.456737520143151	0.295403095824552	1.81791887130103	0.380426317578357	0.57588389281051	0.824715453498154	_53_vs_37_53	FALSE	male
hsa-miR-101-2-5p	0.904958659960537	1.37136254377707	1.29202396110711	0.708554045345555	0	0.274746483253118	0.297393961685854	0.579128451680629	NA	_53_vs_37_53	NA	male
hsa-miR-101-3p	3.44642609037618	3.0794570527581	3.80119121486811	3.52591228533744	1.59869121074775	2.58702676091073	0.6553113701202	0.0913334076804652	NA	_53_vs_37_53	NA	male
hsa-miR-101-5p	2.55056160742178	3.19787473357309	17.1898263667799	1.73688142837531	1.94272618851484	2.83123595985743	0.161204821889416	0.703079520918328	0.890866485028693	_53_vs_37_53	FALSE	male
hsa-miR-10226	3.51740303982444	4.4974384160024	3.08638934971978	2.37765026988529	0.958270911155839	1.51033133382995	-0.304580770986979	0.494290718393954	NA	_53_vs_37_53	NA	male
hsa-miR-10226-3p:Novel	13.2063126081555	8.3882037050831	13.4232236408863	7.45348257130922	5.7336530270701	8.51714098084665	0.309559411550744	0.36328160320389	0.718311383999911	_53_vs_37_53	FALSE	male
hsa-miR-10392-3p	1.51847506928285	1.17963915234839	2.67935157615766	0.872063769147381	0	1.01899232427623	0.875249508546478	0.111485373619115	NA	_53_vs_37_53	NA	male
