ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averagec.drinker	Averagec.no_drinker	Medianc.drinker	Medianc.no_drinker
hsa-miR-103b-3p:Novel	9.08227367664518	0.354942024660035	0.523163481506765	0.678453365356782	0.497484282789018	0.822559198349758	c.no_drinker_vs_c.drinker	FALSE	3.03220715836175	71.7666339558507	0.790965515184995	1.26514253548658
hsa-miR-103b-5p	0.330369834388775	0.942928424250232	1.26706271014661	0.744184495920588	0.456764866364943	NA	c.no_drinker_vs_c.drinker	NA	0.235849065585027	0.494122099703723	0	0
hsa-miR-10400-3p	6.83106015341265	-0.0305959938527168	0.511746695941859	-0.0597873793721434	0.952324977397529	0.98169422284554	c.no_drinker_vs_c.drinker	FALSE	6.02413471386397	3.51490405299002	1.12615296311614	2.45976480295867
hsa-miR-10400-5p	96.664122999178	-0.826622795794795	0.392484772168012	-2.10612705106669	0.035193317636653	0.309872869922725	c.no_drinker_vs_c.drinker	FALSE	103.469278157052	89.1817618105504	32.9589154304058	39.5759865681206
hsa-miR-10401-3p	1.03538850607359	-1.02353719134352	0.552825330421136	-1.85146579763956	0.0641025708090049	NA	c.no_drinker_vs_c.drinker	NA	1.02953406549923	1.33618996670652	0.277223932012761	0.172909043138499
hsa-miR-10401-5p	76.4023191636614	-0.502000010498882	0.34892271891877	-1.4387140282939	0.150231563069229	0.555899633488155	c.no_drinker_vs_c.drinker	FALSE	73.9638641970288	80.2753394498917	36.3555699719711	37.8883898261104
hsa-miR-105-3p	6.44993319527319	0.203273060487836	0.426745825447749	0.476332862247824	0.633837257001809	0.87385958827741	c.no_drinker_vs_c.drinker	FALSE	5.95441312708659	11.061962817871	2.93128385262629	3.04084222203294
hsa-miR-105-5p	3.82797133572063	0.265931816328295	0.449205807826306	0.592004403538617	0.553847639636969	0.841494098943375	c.no_drinker_vs_c.drinker	FALSE	2.73038505469472	6.76979560644824	1.49741608277352	2.2440245212835
hsa-miR-10522-3p:Novel	8.26990315301928	-0.190236413744974	0.399593443670844	-0.476074912534544	0.634021009223745	0.87385958827741	c.no_drinker_vs_c.drinker	FALSE	6.79417762516212	9.14651803221288	3.14748015251822	5.33334099241294
hsa-miR-10522-5p	0.471333830129734	0.472890602112018	0.666079238175995	0.709961480569476	0.477728023197806	NA	c.no_drinker_vs_c.drinker	NA	0.391419873476846	2.05554768174418	0	0.278646243255686
hsa-miR-10523-3p:Novel	15.5410272832883	0.225448753889509	0.361528663908282	0.623598559108177	0.532891257139698	0.83062929113744	c.no_drinker_vs_c.drinker	FALSE	12.538101432909	19.8318165819055	7.75522650720139	12.2012874797461
