ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averageinactive	AveragemodAct	AveragemodInact	Medianinactive	MedianmodAct	MedianmodInact
has-miR-548o	0.554551669023745	-1.01353287018856	1.30091918801871	-0.779089800137522	0.435926818118173	NA	modInact_vs_inactive	NA	2.55018443918326	0.285083036488172	0.611893561706115	0.595640722457643	0	0
has-miR-548x	1.93982083112857	1.96517734493958	1.08373665790922	1.81333475304864	0.0697802062452455	0.463434365624918	modInact_vs_inactive	FALSE	0.771218718860013	1.43223117060088	2.56675263687126	0.560388572893063	0	0.137942038942478
hsa-let-7a-2-3p	0.503414213967094	0.297264278003502	1.19292860291368	0.249188658296436	0.803214852140332	NA	modInact_vs_inactive	NA	0.995699131855716	0.427295685905849	0.4588841008393	0	0	0
hsa-let-7a-3p	555.158999280154	-1.61845149195195	0.661770938770375	-2.44563699783972	NA	NA	modInact_vs_inactive	NA	3950.32620891258	181.828128824909	1026.46680124094	35.6493978912281	22.0051040415108	14.3061372793381
hsa-let-7a-5p	17.2370052169446	-0.696175953926224	0.617723495077003	-1.12700254964309	0.259741402997054	0.723270845533748	modInact_vs_inactive	FALSE	68.9583225267605	10.5624102488008	17.3101900774953	11.1128244689933	7.34114251916107	6.70992944350729
hsa-let-7b-3p	0.547829478708137	-2.14631542022347	1.60556601978244	-1.33679673945411	0.181288993796613	NA	modInact_vs_inactive	NA	4.07366698931313	0.313493289794215	0.348636076695456	0.148954335108376	0	0
hsa-let-7b-5p	351.707712983451	-1.55041630982179	0.732268004505297	-2.11727987606015	NA	NA	modInact_vs_inactive	NA	2480.67838472417	153.079890725628	557.530535935298	19.3413689082008	15.0687009841776	12.814520386548
hsa-let-7c-3p	4.86939804721584	-0.688694086783709	0.776038800201499	-0.887448007245112	0.374837746700215	0.792938420237492	modInact_vs_inactive	FALSE	13.8531024962954	4.6967200917572	4.71113158324786	5.07014033361135	0.213022918097194	0.124227710317512
hsa-let-7c-5p	25.1465659692899	-1.5518171368605	0.663298538623096	-2.3395455386979	NA	NA	modInact_vs_inactive	NA	152.023306519697	9.36988950690277	47.5475037486837	7.46486191564088	2.92840609782349	2.57462036830016
hsa-let-7d-3p	4.57734484893286	-1.12050532225576	0.746354770992822	-1.50130389166701	0.133276978886412	0.591094001642049	modInact_vs_inactive	FALSE	7.55895149487673	3.24331862193482	7.83292394178758	2.40780398035309	1.75742070535191	0.685457775412213
hsa-let-7d-5p	68.1617650586211	-1.76517345822393	0.668569560623513	-2.64022408764425	NA	NA	modInact_vs_inactive	NA	396.826285375315	32.3965824652166	118.143264837818	10.5118687051511	4.30994779642219	3.21724108830224
hsa-let-7e-3p	0.0909110404776231	0.604542014953089	3.34896917993776	0.180515849048311	0.856747613033067	NA	modInact_vs_inactive	NA	0	0.123345223329047	0.0719875869028386	0	0	0
hsa-let-7e-5p	6.61490289521625	-1.67724165021773	0.653642375954846	-2.56599283020413	0.0102880954737305	0.229947752730837	modInact_vs_inactive	FALSE	22.6724996370416	3.77813800946243	12.1056965363555	3.34067786704563	2.00573438124403	2.41186379162398
hsa-let-7f-1-3p	0.133803769918166	0.256094896252843	3.80675788468465	0.0672737547305449	0.946363770234652	NA	modInact_vs_inactive	NA	0	0.209060966104566	0.111676038349815	0	0	0
hsa-let-7f-2-3p	0.534959146867334	0.274971054040576	1.05466535416714	0.260718770133221	0.794309390074181	NA	modInact_vs_inactive	NA	0.289527882057917	0.45747607082613	0.707345186900034	0	0	0
hsa-let-7f-5p	2.15344732867269	-1.63722058853968	0.715881303212391	-2.28700006718005	0.0221958191732944	0.330381405391583	modInact_vs_inactive	FALSE	5.73270150151172	1.69105859713236	2.10105734003305	2.72146915008109	1.14403158816549	0.522122954309147
hsa-let-7g-3p	2.8143944648242	-0.831372091280122	0.641151769807327	-1.29668532542608	0.194739480523149	0.661521665511555	modInact_vs_inactive	FALSE	13.0083429938549	1.94893885249001	2.14502085716709	2.00982812191465	0.346295134676333	0.566322502660401
hsa-let-7g-5p	394.756015457846	-2.50442934308432	0.794378885678308	-3.15268870841881	NA	NA	modInact_vs_inactive	NA	2680.58898103922	177.338278436142	641.594854622863	17.632220332191	8.98620537719023	5.64380789521916
hsa-let-7i-3p	0.292152785093944	-0.877666697250615	1.51589576421735	-0.578975624820581	0.562605620462203	NA	modInact_vs_inactive	NA	1.45912479671621	0.279819728559575	0.156086344941333	0.148954335108376	0	0
hsa-let-7i-5p	440.555551880483	-0.376524687308226	0.7620173678478	-0.494115624125027	NA	NA	modInact_vs_inactive	NA	3223.98544920455	191.634484460559	678.462332916316	18.39669294834	10.0435345402182	6.54766498412051
hsa-miR-1-2-5p:Novel	9.61925266081658	-1.05081197941132	0.679780216465043	-1.54581135778811	0.122150133219876	0.583499665260486	modInact_vs_inactive	FALSE	14.4131284034124	9.95220692559688	7.27572749983125	12.2929208236141	3.45341515695331	3.598729676333
hsa-miR-1-3p	1.82807523820018	-1.21209134268176	0.601127190324042	-2.01636419412067	0.0437619067802377	0.405582049253826	modInact_vs_inactive	FALSE	5.66471656967178	1.54770335554625	1.56532099767713	2.49342044513834	0.720636683001265	1.02628868727038
hsa-miR-1-5p	12.4383111564371	0.291529423032276	0.598866044548786	0.486802392097431	0.626398375000144	0.906776861468847	modInact_vs_inactive	FALSE	9.05393963689411	12.8087371926521	10.217581889484	8.2267867108332	6.06396788809809	6.0002877714967
