ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averageheavy_drinker	Averagelight_drinker	Averageno_coffee	Medianheavy_drinker	Medianlight_drinker	Medianno_coffee
has-miR-548o	0.33500521171989	-0.135045420804008	1.10206410107737	-0.122538626085351	0.902472457282644	NA	no_coffee_vs_light_drinker	NA	0.264363389203379	0.271998459407308	0.443657275046656	0	0	0
has-miR-548x	1.34253497827163	-1.12951898057049	0.774520872902418	-1.45834543662814	0.14474535214722	0.621990098042099	no_coffee_vs_light_drinker	FALSE	0.757874704157389	2.30832834194701	1.28830648163251	0.146758758346356	0	0
hsa-let-7a-2-3p	0.651958530811686	-0.614400205206546	0.679698785311597	-0.903930120935679	0.366032456205189	NA	no_coffee_vs_light_drinker	NA	1.00391009822231	0.592728959461831	0.472723100622391	0	0	0
hsa-let-7a-3p	107.079579117193	-0.695324035112069	0.418528993312224	-1.66135213144805	0.0966427456745747	0.552296856044022	no_coffee_vs_light_drinker	FALSE	413.869038451367	34.3863988361906	33.7921699882557	12.8231235514742	19.5846081878921	13.2075923453746
hsa-let-7a-5p	8.88540308861354	-0.337637542812103	0.389526060946214	-0.866790637812354	0.386056732704285	0.812377051028034	no_coffee_vs_light_drinker	FALSE	11.0973657587122	10.0817340091498	7.28475352027436	4.30690809738007	4.85698031107973	3.68039716000373
hsa-let-7b-3p	0.306565999064634	-0.388405421505523	1.32450178451033	-0.293246431260278	0.769333796193679	NA	no_coffee_vs_light_drinker	NA	0.269788994592998	0.452700371545229	0.135047198169451	0	0	0
hsa-let-7b-5p	59.8544926669154	-1.09563178227677	0.437126713030576	-2.50643977962548	0.0121953829750839	0.299283466767612	no_coffee_vs_light_drinker	FALSE	202.416785245061	29.9507375947899	25.8569445202397	8.40233765124546	14.6073365908961	9.00851330251101
hsa-let-7c-3p	2.47103870395693	-0.661310052358802	0.543495362977691	-1.21677220709967	0.223690897285782	0.705758008387863	no_coffee_vs_light_drinker	FALSE	3.01486851976902	1.98420292730942	2.19562464933458	0.538363512172509	0	0.199667848910863
hsa-let-7c-5p	5.84057718586428	-0.300932117690637	0.448768799136737	-0.67057272758159	0.50249276114993	0.856364326015228	no_coffee_vs_light_drinker	FALSE	12.634695392701	4.68890971400916	4.44506018868896	2.52159510388576	2.6640359808412	3.88753090126807
hsa-let-7d-3p	3.14167103099851	-2.13268539151331	0.660480608010978	-3.22899017116618	0.00124228164291527	0.0985807028434201	no_coffee_vs_light_drinker	FALSE	3.01187351073313	6.07187893918162	2.1478762496137	0.453385718287157	2.05272324387623	0.542558255711826
hsa-let-7d-5p	11.7133277948065	-0.322087061876211	0.469633195859756	-0.685826863849705	0.492822293908649	0.853632560213729	no_coffee_vs_light_drinker	FALSE	36.8878162283304	5.69862074478294	6.93511537426207	3.37088337134305	3.22394328450515	3.95657840988255
hsa-let-7e-3p	0.0608586128850125	-0.477686743995512	3.89715904823096	-0.122573068762064	0.902445181613162	NA	no_coffee_vs_light_drinker	NA	0.0193013320573743	0.0613017543545611	0.109770098003405	0	0	0
hsa-let-7e-5p	4.1603212682273	-0.457779620486497	0.475587695868773	-0.962555643182178	0.335770566577354	0.78389123535705	no_coffee_vs_light_drinker	FALSE	4.83836938731473	3.63985933725042	5.46975769739403	2.06075060680065	2.43901942216388	1.87014972087734
hsa-let-7f-1-3p	0.0894118093577484	-1.08107514891159	3.89771561319145	-0.277361217748363	0.781502757585166	NA	no_coffee_vs_light_drinker	NA	0.0888468809264644	0.139029371704678	0.0544768396864712	0	0	0
hsa-let-7f-2-3p	0.572280003248808	-0.55596849568783	0.738302215565323	-0.753036472011831	0.451427997612428	NA	no_coffee_vs_light_drinker	NA	0.357790425895654	0.460160294110668	0.736975141289008	0	0	0
hsa-let-7f-5p	1.70744674594843	-0.966547837556843	0.530215549873186	-1.82293378190816	0.0683134206675802	0.50313043872043	no_coffee_vs_light_drinker	FALSE	1.83164179817877	1.75765771424217	1.49835924094582	0.51878839290166	0.388185170349034	0.640644299447531
hsa-let-7g-3p	3.30512279180099	-0.610899502005155	0.55531354904031	-1.10009831933852	0.271289286045369	0.746241145936999	no_coffee_vs_light_drinker	FALSE	3.02928646073305	2.30876170488404	5.08591341112483	0.505632505701458	0	0
hsa-let-7g-5p	58.7401199969797	-1.07934631573063	0.48458528097835	-2.22736091684727	0.0259231622677688	0.381849770582287	no_coffee_vs_light_drinker	FALSE	215.805642337268	24.7529028684873	21.6465896391956	4.33872992806906	6.31838676913375	6.69887873638286
hsa-let-7i-3p	0.319245396108944	-0.105193004260608	0.875254848712821	-0.120185571568451	0.904336147144163	NA	no_coffee_vs_light_drinker	NA	0.46861170169393	0.236994034077585	0.255792893403964	0	0	0
hsa-let-7i-5p	56.5348814994354	-1.3987108687356	0.461909108232124	-3.02810843910162	0.00246089763364226	0.159692303199326	no_coffee_vs_light_drinker	FALSE	172.446807268743	43.049383497427	25.0155812586751	4.94266693993167	8.2212209310353	6.46388409884906
hsa-miR-1-2-5p:Novel	7.00675042297127	-0.0123671908184245	0.410197228815834	-0.0301493768110681	0.975947921609244	0.998587859241352	no_coffee_vs_light_drinker	FALSE	7.49496989760758	8.00576727473589	6.62227941690171	3.77360339308926	4.1131383644347	3.74165486413029
hsa-miR-1-3p	1.57424954783031	-0.953401824291275	0.414929648059308	-2.29774331323512	0.0215764028078443	0.365672176646031	no_coffee_vs_light_drinker	FALSE	1.63789003663517	1.85889692406006	1.37686481596785	1.05110197384487	1.54534193452202	0.963798837883693
