ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average_40	Average40_60	Average60_	Median_40	Median40_60	Median60_
has-miR-548o	0.472531355668545	-0.72782429806557	0.50050564589802	-1.45417799785193	0.145896963350965	NA	40_60_vs__40	NA	0.591191898094483	0.37065667753059	0.47175579432484	0	0	0
has-miR-548x	1.67875585033516	-0.619593103808858	0.457452741630624	-1.35444177599695	0.175595477140337	0.522838661893175	40_60_vs__40	FALSE	1.72780432749669	1.01950032651407	3.09506472290054	0	0	0.162368460766026
hsa-let-7a-2-3p	0.569890448135439	-0.0290085978849749	0.395113627293948	-0.0734183684922459	0.94147320109722	NA	40_60_vs__40	NA	0.652367635839508	0.632295862438601	0.263561762342864	0	0	0
hsa-let-7a-3p	534.428735832435	-0.237525969963501	0.308432765855374	-0.770106150378582	0.441236927967632	0.759790570219483	40_60_vs__40	FALSE	675.058596611091	578.509888982301	155.178864107896	21.5079556639386	14.7690929126034	14.7314524219381
hsa-let-7a-5p	14.2545033059458	0.0582819068957113	0.251360261901821	0.231866033456297	0.816642066999092	0.940742732564402	40_60_vs__40	FALSE	12.5247293899532	17.9142451612663	9.27396701740001	7.34212095118726	5.3617137786463	5.39806563303854
hsa-let-7b-3p	0.470368105074011	-0.0726067029316373	0.6180989644583	-0.117467763427285	0.906489388212043	NA	40_60_vs__40	NA	0.485435007319993	0.593141702742894	0.158755517347698	0	0	0
hsa-let-7b-5p	319.033725136674	-0.597366311521676	0.325937294010847	-1.83276453016695	0.0668375961084171	0.380311445625167	40_60_vs__40	FALSE	371.512312704594	366.494744861727	106.324631713054	13.7759993765427	10.8396919625513	11.2672136058924
hsa-let-7c-3p	4.06344818730709	0.414931868103893	0.335643659240371	1.23622734015881	0.216374070763718	0.569390833338788	40_60_vs__40	FALSE	5.67447378538343	3.83251448956271	1.40810901547846	0.399335697821725	0.453385718287157	0
hsa-let-7c-5p	23.6780984884947	-0.453174917285756	0.323130942428384	-1.4024497743239	0.160780978763648	0.50837062630894	40_60_vs__40	FALSE	33.8149471866853	20.743346254823	10.3713743716373	3.06125358081804	2.28170772310542	4.17200351274195
hsa-let-7d-3p	4.91113572196864	-1.01263968177193	0.356477018785513	-2.84068713664042	0.00450164522899535	0.129409890992233	40_60_vs__40	FALSE	7.51684915701938	3.3876210535589	3.25608828242247	1.68245882357395	0.764370929317535	0.823782556785649
