ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average_modAct	Average_inactive	Average_modInact	Median_modAct	Median_inactive	Median_modInact
hsa-miR-29c-3p	1.58417791969117	-0.542250312893901	0.646494391909068	-0.838754859562913	0.401606886393891	0.99998732852208	modInact_vs_inactive	FALSE	0.941035784626958	2.55797943011111	1.8898691566745	0	0.757412493164119	0.732175089313021
hsa-miR-29c-5p	0.303868981451106	-0.987524182349104	1.09526790912301	-0.901627970767286	0.367254527431526	0.99998732852208	modInact_vs_inactive	FALSE	0.219601448124498	0.556130590288979	0.346730729356894	0	0	0
hsa-miR-300	33.5900405526062	0.000362126970716531	0.388651888744126	0.000931751475302726	0.99925656999092	0.99998732852208	modInact_vs_inactive	FALSE	53.8385635918174	17.8647640221668	21.9226726512942	15.9410685031204	14.1808378255541	14.316227270545
hsa-miR-300-5p:Novel	2.36100609342372	-0.59672658943497	0.50748525303582	-1.17585010769338	0.239654779014406	0.99998732852208	modInact_vs_inactive	FALSE	1.7669647220065	4.3490836777435	2.63349680002419	0.282644249969521	2.86657833007205	1.36272769057999
hsa-miR-301a-3p	0.214978990880333	-0.346998694427251	1.3341953210608	-0.260080880924808	0.794801385397365	0.99998732852208	modInact_vs_inactive	FALSE	0.278680077947022	0.170831877139417	0.224826275788728	0	0	0
hsa-miR-301a-5p	0.284607446641247	0.766040776601361	1.26215233246364	0.606932108667186	0.54389596845454	0.99998732852208	modInact_vs_inactive	FALSE	0.0983149013549457	0.192873757648567	0.593605104282646	0	0	0
hsa-miR-301b-3p	1.35267170324855	-1.13025179048953	0.699290285187651	-1.61628413039691	0.106032896338465	0.99998732852208	modInact_vs_inactive	FALSE	1.43820771495676	2.18701902037027	1.00166408830711	0	0.80517854423845	0
hsa-miR-301b-5p	0.37649208948922	0.00175337867588962	0.818769903292668	0.00214147914919495	0.998291348155537	0.99998732852208	modInact_vs_inactive	FALSE	0.311292598384172	0.46036315331694	0.505255154229439	0	0	0
hsa-miR-302a-3p	0.419957378939134	-0.2912690171012	0.896435483334079	-0.32491910741629	0.745242295214012	0.99998732852208	modInact_vs_inactive	FALSE	0.543907054174982	0.517266797147443	0.436424284606533	0	0	0
hsa-miR-302a-5p	0.434335990757339	0.18251008154685	1.12475463698425	0.162266574011382	0.8710959358727	0.99998732852208	modInact_vs_inactive	FALSE	0.457146616136133	0.179295396355634	0.696199223882639	0	0	0
hsa-miR-302b-3p	0.122231704235522	-0.020887657139826	2.26050349443804	-0.00924026757367111	0.992627438080113	0.99998732852208	modInact_vs_inactive	FALSE	0.10609283514058	0.191814402633286	0.148373950235785	0	0	0
hsa-miR-302b-5p	1.65800222591736	-0.350925785023185	0.667314787691428	-0.525877429207303	0.598973372066946	0.99998732852208	modInact_vs_inactive	FALSE	1.94021540688669	1.53202670370067	1.67294814048238	0	0.435152854107342	0.39870953672623
hsa-miR-302c-3p	0.313232990572846	-0.794888116011108	1.17913596766951	-0.674127613613683	0.500230185150036	0.99998732852208	modInact_vs_inactive	FALSE	0.478630486763248	0.276361708569842	0.203264607392965	0	0	0
hsa-miR-302c-5p	16.9218996391123	-1.0727947847249	0.496821441247217	-2.15931659880009	0.0308256132543104	0.99998732852208	modInact_vs_inactive	FALSE	20.7975322731083	17.5211893826266	17.7474098367485	9.45426206079722	7.31029117865553	5.23245525241193
hsa-miR-302d-3p	0.175487333793333	-0.418943722317999	4.15204130163433	-0.100900663524974	0.91962931638091	0.99998732852208	modInact_vs_inactive	FALSE	0.0562692851143319	0.675187780528732	0.0934451290452994	0	0	0
hsa-miR-302d-5p	0.255576943537311	-1.03996912627837	1.22610903875108	-0.848186493541956	0.396334117966541	0.99998732852208	modInact_vs_inactive	FALSE	0.338728561454318	0.344645802636713	0.188583233474779	0	0	0
hsa-miR-302e	1.49183814988098	-0.244845457441391	0.600360208160147	-0.407830922358662	0.683397809837186	0.99998732852208	modInact_vs_inactive	FALSE	1.37292594159752	1.80242661414648	1.59202478856686	0	0.62855707999161	0.775880460132947
hsa-miR-302e-3p:Novel	3.59706669926667	-0.084441841429297	0.432476089302275	-0.195252046339785	0.845195635958964	0.99998732852208	modInact_vs_inactive	FALSE	2.85423794303014	4.00237380523324	5.45892463493638	2.34332664049519	1.80667951174869	2.37334911011351
hsa-miR-302f	0.237880668061702	-0.658954776600865	1.98517830017501	-0.331937326003802	0.739936584715738	0.99998732852208	modInact_vs_inactive	FALSE	0.395828236473947	0.15228494471506	0.198266863527433	0	0	0
hsa-miR-302f-5p:Novel	0.0722477606583787	-0.65337075746745	3.96498635418562	-0.164785121335341	0.869113115394047	0.99998732852208	modInact_vs_inactive	FALSE	0.110573269131687	0.0599186289903273	0.0405096856260352	0	0	0
hsa-miR-3059-3p	10.0244122213724	-0.0886342032387302	0.74212985743218	-0.119432202263645	0.904932950153633	0.99998732852208	modInact_vs_inactive	FALSE	11.7839085611646	11.5692085335991	7.9449811629769	1.42479150571936	2.88095366238307	2.3140300404855
hsa-miR-3059-5p	0.94341694685785	-0.157041190390752	0.782037555429876	-0.200810292677605	0.840846914474951	0.99998732852208	modInact_vs_inactive	FALSE	1.12261645299554	1.25671915037732	0.655052564546438	0	0	0
hsa-miR-3064-3p	0.097303610298899	-0.757410712860239	4.15311563095862	-0.182371689151697	0.855291041997911	0.99998732852208	modInact_vs_inactive	FALSE	0.0595551762440477	0.301820971457639	0.00540404575939231	0	0	0
hsa-miR-3064-5p	48.7924448559676	0.327645883574597	0.328382669081483	0.997756320365668	0.318397535539721	0.99998732852208	modInact_vs_inactive	FALSE	46.9559234058239	48.4354411387502	62.956995952624	35.7706589987749	30.5364410311946	44.8176877059661
hsa-miR-3065-3p	0.298782229736463	-1.08161654949445	1.12490698599192	-0.96151643021463	0.336292568316578	0.99998732852208	modInact_vs_inactive	FALSE	0.237976898617302	0.31884582963524	0.431967827092137	0	0	0
hsa-miR-3065-5p	1.15879891542278	-0.37394064227024	0.671715401377463	-0.556695054934594	0.577735796140132	0.99998732852208	modInact_vs_inactive	FALSE	1.20749197389023	1.39820112823485	0.916840348472851	0	0.341759781448552	0.0842720842835765
