ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	no_coffee.x	light_drinker.x	heavy_drinker.x	no_coffee.y	light_drinker.y	heavy_drinker.y
hsa-miR-3161	0.774278846408112	-0.106057830506031	0.432044110071274	-0.245479172227425	0.806085433051651	NA	heavy_drinker_vs_light_drinker	NA	1.078	0.699	0.644	0	0	0
hsa-miR-3161-3p:Novel	3.86128925401097	0.159115956408193	0.208425568121856	0.763418604742228	0.445213787891189	0.759670453720162	heavy_drinker_vs_light_drinker	FALSE	4.531	3.446	3.577	3.09	2.288	2.946
hsa-miR-3162-3p	0.353225755615867	-0.00112106097129946	0.576439010632448	-0.00194480413473314	0.998448271785285	NA	heavy_drinker_vs_light_drinker	NA	0.559	0.298	0.283	0	0	0
hsa-miR-3162-5p	4.69999561811358	-0.331776375624097	0.192031148980996	-1.72772166070272	0.0840381382013473	0.413140708916773	heavy_drinker_vs_light_drinker	FALSE	5.845	4.709	3.913	3.285	3.28	2.822
hsa-miR-3163	5.95673787782666	0.0579608084728404	0.296755026826838	0.195315338353684	0.845146090037523	0.95656314120743	heavy_drinker_vs_light_drinker	FALSE	7.716	4.653	5.341	2.962	2.874	2.799
hsa-miR-3163-3p:Novel	1.69394734927392	-0.0126963789748528	0.267403307604706	-0.0474802615142721	0.962130461620749	0.990195138611764	heavy_drinker_vs_light_drinker	FALSE	2.061	1.576	1.493	1.324	0.782	1.013
hsa-miR-3164	9.12432379536157	-0.223704337003051	0.280689944745731	-0.796980231000787	0.42546251270538	0.751870332037103	heavy_drinker_vs_light_drinker	FALSE	10.392	9.106	8.941	4.07	4.28	3.025
hsa-miR-3164-3p:Novel	10.8167006729181	-0.402070124060107	0.229052461231461	-1.75536260077035	0.079197304906191	0.40912791480466	heavy_drinker_vs_light_drinker	FALSE	11.437	12.53	8.738	8.76	5.84	4.51
hsa-miR-3165	0.584636185922204	-0.0869797502163419	0.379782387674599	-0.229025234026563	0.818849303400282	NA	heavy_drinker_vs_light_drinker	NA	0.871	0.482	0.599	0	0	0
hsa-miR-3165-3p:Novel	1.53229716611217	-0.501057408289453	0.251707881915893	-1.99063058524675	0.0465215151841997	0.334992825985829	heavy_drinker_vs_light_drinker	FALSE	2.342	1.647	0.98	0.976	0.689	0.425
hsa-miR-3166	1.19883354315296	-0.126454578966556	0.295765096893808	-0.427550716073705	0.668978253711338	NA	heavy_drinker_vs_light_drinker	NA	1.327	1.096	1.117	0.692	0.52	0.325
hsa-miR-3166-5p:Novel	0.176595505114145	0.00978065779940012	0.615479628286709	0.0158911153999138	0.987321257992658	NA	heavy_drinker_vs_light_drinker	NA	0.241	0.158	0.135	0	0	0
hsa-miR-3167	1.68328642571614	0.0613971332142451	0.319192411999674	0.192351481132038	0.847466895099973	0.95656314120743	heavy_drinker_vs_light_drinker	FALSE	2.611	1.158	1.236	0.914	0.609	0.507
hsa-miR-3167-5p:Novel	10.8246952058143	-0.468461175530404	0.405760666355334	-1.15452584337034	NA	NA	heavy_drinker_vs_light_drinker	NA	12.912	11.966	3.236	1.393	0.842	0.533
hsa-miR-3168	18.8071136047581	0.347131696574959	0.423540737724432	0.819594588326976	0.412447259718997	0.746034045075479	heavy_drinker_vs_light_drinker	FALSE	16.896	8.74	23.05	1.736	1.915	2.062
hsa-miR-3168-3p:Novel	35.7218148459104	-0.219460193420944	0.187138043160961	-1.17271822294402	0.240908821261412	0.612417240801789	heavy_drinker_vs_light_drinker	FALSE	36.387	37.411	34.485	23.051	22.884	18.06
hsa-miR-3169	95.16818468009	-0.128820020777668	0.220176147910822	-0.585077093954083	0.558495880060608	0.819660178707933	heavy_drinker_vs_light_drinker	FALSE	135.848	77.456	72.051	65.697	47.911	46.25
hsa-miR-3169-3p:Novel	21.8214400016379	-0.232532751178661	0.266731274192219	-0.871786602013107	0.383324805030733	0.722723272929997	heavy_drinker_vs_light_drinker	FALSE	37.552	17.333	14.535	14.875	7.94	7.426
hsa-miR-3170	48.9623485397304	0.219676807088591	0.224466668160485	0.978661147727867	0.32774743510593	0.683321914701219	heavy_drinker_vs_light_drinker	FALSE	52.706	50.736	34.349	27.492	17.935	22.971
hsa-miR-3170-3p:Novel	12.0158590328319	-0.0786271672381899	0.190093979863538	-0.413622605485107	0.679150515333168	0.883295498858256	heavy_drinker_vs_light_drinker	FALSE	15.747	10.052	10.26	9.233	9.579	7.748
hsa-miR-3171	7.70405023701205	0.0908535517592921	0.400555322045343	0.226818985440936	0.820564500175286	0.940175188303731	heavy_drinker_vs_light_drinker	FALSE	3.938	9.142	4.111	0.931	0.494	1.048
hsa-miR-3171-3p:Novel	3.44622619788179	-0.290189295649129	0.299652818573857	-0.968418375072299	0.332835466191781	0.6863107294494	heavy_drinker_vs_light_drinker	FALSE	2.274	4.021	3.292	1.25	1.601	1.681
hsa-miR-3173-3p	1.19523461391682	0.167920291562614	0.347256043186504	0.483563338514536	0.628695798528127	NA	heavy_drinker_vs_light_drinker	NA	1.533	1.035	1.194	0.375	0	0.591
hsa-miR-3173-5p	0.291576711585735	-0.112896827883146	0.771576137181519	-0.146319750498695	0.883668975009776	NA	heavy_drinker_vs_light_drinker	NA	0.478	0.183	0.295	0	0	0
hsa-miR-3174	1.24001338662797	-0.387331626138694	0.306606531072794	-1.2632856344692	0.206486547008056	NA	heavy_drinker_vs_light_drinker	NA	0.869	1.595	1.153	0	0.747	0.666
hsa-miR-3174-3p:Novel	11.8532287328352	-0.0285627584290049	0.224152327531712	-0.127425660681413	0.898603507496385	0.971291354412169	heavy_drinker_vs_light_drinker	FALSE	13.226	10.423	11.706	8.982	8.018	5.177
hsa-miR-3175	2.14852299991835	-0.25745720345596	0.258333043792992	-0.996609646508348	0.318954021770803	0.6776021606335	heavy_drinker_vs_light_drinker	FALSE	2.793	2.148	1.694	1.396	1.564	1.163
hsa-miR-3175-3p:Novel	5.26595849412554	0.0413593305160037	0.230139060474337	0.179714518825089	0.857376694651636	0.959974729186439	heavy_drinker_vs_light_drinker	FALSE	7.285	4.986	4.313	3.511	3.143	2.735
hsa-miR-3176	4.55359144622588	0.024725890408638	0.202535017922797	0.122082051105173	0.902834036685584	0.972485898409679	heavy_drinker_vs_light_drinker	FALSE	5.7	4.033	4.29	3.868	3.895	3.098
hsa-miR-3176-5p:Novel	22.583996188069	-0.018063452132172	0.240029408844664	-0.0752551623533011	0.940011695529505	0.980769307330716	heavy_drinker_vs_light_drinker	FALSE	25.2	21.223	24.509	13.685	10.97	12.132
hsa-miR-3177-3p	2.30483902450305	-0.05651969049055	0.321531754562436	-0.175782608369323	0.860464733388596	0.960665245668921	heavy_drinker_vs_light_drinker	FALSE	3.497	1.503	1.976	1.269	0.795	0.733
hsa-miR-3177-5p	1.59307128557062	-0.395636110494173	0.354488169273938	-1.11607705076453	0.264389154579225	0.630349570559144	heavy_drinker_vs_light_drinker	FALSE	3.209	1.222	0.726	0	0	0
hsa-miR-3178	6.0283594344991	-0.243810144369552	0.262254105483225	-0.929671411321899	0.352541240918239	0.699795534442941	heavy_drinker_vs_light_drinker	FALSE	6.204	6.5	5.875	3.096	3.588	4.179
hsa-miR-3178-3p:Novel	14.2905609414321	-0.0310331298483362	0.195621869847407	-0.158638345868707	0.873953815701074	0.967295482577401	heavy_drinker_vs_light_drinker	FALSE	15.983	14.04	14.07	10.413	8.753	8.98
hsa-miR-3179	1.54159573216272	-0.130073425037526	0.341359907736102	-0.381044821286052	0.703169990290122	0.891154380106865	heavy_drinker_vs_light_drinker	FALSE	1.47	1.735	1.38	0.343	0.172	0.591
hsa-miR-3179-5p:Novel	1.52530574303594	-0.562660714740157	0.32757535737096	-1.71765275402868	0.0858599718264756	0.417798862555506	heavy_drinker_vs_light_drinker	FALSE	1.792	1.521	1.106	0.745	0.456	0.503
hsa-miR-3180	51.3630540147203	0.0102806505802587	0.173989591849227	0.0590877331856007	0.952882229070777	0.985136463130232	heavy_drinker_vs_light_drinker	FALSE	49.146	48.198	59.195	33.091	35.689	28.796
hsa-miR-3180-3p	91.4308096807225	0.0519220111062557	0.170824721239919	0.30394904630538	0.761166710771948	0.916710341205787	heavy_drinker_vs_light_drinker	FALSE	119.731	100.475	56.071	42.399	26.202	25.514
hsa-miR-3180-4-3p:Novel, hsa-miR-3180-5-3p:Novel	24.5696619286886	0.0280850311705417	0.201434493066803	0.139425133913027	0.889114212337911	0.96856164294217	heavy_drinker_vs_light_drinker	FALSE	30.33	25.972	18.088	14.676	13.122	11.833
hsa-miR-3180-5p	37.8454515440691	-0.075090212110901	0.16305868229464	-0.460510357708006	0.645149938660559	0.869289617688463	heavy_drinker_vs_light_drinker	FALSE	46.896	38.995	32.5	33.179	28.878	26.68
hsa-miR-3181	6.52105295750176	-0.363445648535222	0.250667130894603	-1.44991346587056	0.147082651738613	0.502336596513026	heavy_drinker_vs_light_drinker	FALSE	8.897	7.235	4.431	4.14	3.516	2.865
hsa-miR-3181-3p:Novel	4.69029805325047	0.13617859802652	0.337755209339062	0.403187261842688	0.686810469831697	0.886429286538811	heavy_drinker_vs_light_drinker	FALSE	8.345	3.887	2.98	2.002	1.14	0.866
hsa-miR-3182	1.30284374578928	-0.114123105335363	0.353340096270835	-0.322983738726012	0.746707557251059	NA	heavy_drinker_vs_light_drinker	NA	2.193	1.082	1.001	0.422	0	0
hsa-miR-3182-3p:Novel	7.6347770811577	-0.399293866906693	0.253464599008979	-1.57534373031931	0.115177125143791	0.462005053578657	heavy_drinker_vs_light_drinker	FALSE	10.128	9.393	4.527	3.869	2.643	2.715
hsa-miR-3183	6.01683257727282	0.109008323492089	0.183176081129999	0.595101297176056	0.551775761616768	0.815851186200884	heavy_drinker_vs_light_drinker	FALSE	5.774	5.767	8.446	4.208	4.554	4.949
hsa-miR-3183-3p:Novel	5.43369043514426	-0.144661281050298	0.31467746516	-0.459712871326022	0.645722329495655	0.869289617688463	heavy_drinker_vs_light_drinker	FALSE	7.882	2.304	2.573	1.553	1.107	1.069
hsa-miR-3184-3p	0.705984451398401	-0.682697058495867	0.465443765542019	-1.46676593186473	0.142439740285435	NA	heavy_drinker_vs_light_drinker	NA	1.031	0.726	0.526	0	0	0
hsa-miR-3184-5p	4.38167475171236	-0.0873346435902698	0.222416419022193	-0.392662753830037	0.694568583656522	0.890592747594361	heavy_drinker_vs_light_drinker	FALSE	5.43	3.647	3.97	2.991	2.501	3.216
hsa-miR-3185	4.18024522860374	0.0245553776696713	0.25856389282861	0.0949683167322514	0.924339992732551	0.980277234356247	heavy_drinker_vs_light_drinker	FALSE	5.425	3.13	3.745	2.375	2.106	2.349
hsa-miR-3185-3p:Novel	22.8661308076918	0.0960844860072054	0.246947198993045	0.389089191531633	0.697210168679558	0.890592747594361	heavy_drinker_vs_light_drinker	FALSE	40.069	17.227	18.67	10.1	8.068	5.868
hsa-miR-3186-3p	5.14479581512108	-0.406861816602488	0.267298482485161	-1.52212542630157	0.127977656138957	0.481255651159215	heavy_drinker_vs_light_drinker	FALSE	4.427	5.142	5.226	2.667	2.584	2.141
hsa-miR-3186-5p	0.81308267362185	-0.0537956324363899	0.380689030603967	-0.141311222839919	0.88762408403817	NA	heavy_drinker_vs_light_drinker	NA	0.846	0.688	1.001	0	0	0
hsa-miR-3187-3p	2.85747992376575	0.517053440766614	0.388039938448734	1.33247480358243	0.182704215719016	0.538788432010009	heavy_drinker_vs_light_drinker	FALSE	3.584	3.338	1.836	0.758	0.279	0.281
hsa-miR-3187-5p	5.46309382423229	-0.49279830597812	0.280544952564499	-1.75657519935178	0.0789902433111093	0.40912791480466	heavy_drinker_vs_light_drinker	FALSE	8.436	4.602	3.399	2.729	2.25	2.229
hsa-miR-3188	8.76389358366003	-0.0440006164024996	0.194707419904124	-0.225983254383248	0.821214444526816	0.940415898445813	heavy_drinker_vs_light_drinker	FALSE	12.317	7.488	7.575	6.314	5.798	5.804
hsa-miR-3188-5p:Novel	2.40170004158738	-0.250690676358011	0.251975641981946	-0.994900437146114	0.319784690252254	0.6776021606335	heavy_drinker_vs_light_drinker	FALSE	3.065	2.389	2.299	1.21	1.259	0.855
hsa-miR-3189-3p	3.07564797470563	-0.52436169688788	0.388557779194551	-1.34950765359746	0.177173963673456	0.534217595986992	heavy_drinker_vs_light_drinker	FALSE	2.671	4.077	2.569	0.616	0.669	0.521
hsa-miR-3189-5p	3.58565178867494	-2.21339963060092	0.573035716082649	-3.86258581878984	0.000112193133090903	0.0342669883640502	heavy_drinker_vs_light_drinker	TRUE	3.004	5.529	1.717	0	0	0
hsa-miR-3190-3p	29.500765022535	-0.045681109053645	0.176448170829732	-0.258892505594326	0.795718180776062	0.926604286764281	heavy_drinker_vs_light_drinker	FALSE	37.767	27.148	27.516	16.767	21.601	17.866
hsa-miR-3190-5p	0.643426985130268	0.0878283565525047	0.445449674922213	0.19716785418654	0.843696185449768	NA	heavy_drinker_vs_light_drinker	NA	0.602	0.559	0.761	0	0	0
hsa-miR-3191-3p	18.0245784849998	-0.671835430071287	0.287588962531092	-2.33609601758848	NA	NA	heavy_drinker_vs_light_drinker	NA	10.986	28.71	9.812	8.021	5.62	5.015
hsa-miR-3191-5p	0.19918606226852	-0.342537273780541	0.77750451434154	-0.440559852016592	0.659531673392285	NA	heavy_drinker_vs_light_drinker	NA	0.202	0.181	0.217	0	0	0
hsa-miR-3192-3p	0.378527572044139	-0.945630190269409	0.629669311803137	-1.50178859370084	0.13315171502058	NA	heavy_drinker_vs_light_drinker	NA	0.444	0.414	0.193	0	0	0
hsa-miR-3192-5p	2.96869874492778	-0.172122411827406	0.264081652589288	-0.651777244423333	0.514544883400916	0.798897360435912	heavy_drinker_vs_light_drinker	FALSE	3.195	3.049	2.476	1.853	1.565	1.48
hsa-miR-3193	0.320716684368239	-0.0483336758944218	0.503109172974527	-0.0960699555698004	0.92346501289181	NA	heavy_drinker_vs_light_drinker	NA	0.27	0.348	0.386	0	0	0
hsa-miR-3193-3p:Novel	8.51275830460407	0.0930661142177074	0.314428238087361	0.295985229519525	0.767241361421168	0.919096582035702	heavy_drinker_vs_light_drinker	FALSE	6.001	8.298	9.281	3.388	2.19	2.604
hsa-miR-3194-3p	1.07946391469724	-0.561589058977488	0.408439343451979	-1.37496318114495	0.169142859739881	NA	heavy_drinker_vs_light_drinker	NA	1.015	1.13	0.93	0	0	0
hsa-miR-3194-5p	1.50375735795962	-0.26832284061765	0.336586611258387	-0.79718809852382	0.425341797024946	NA	heavy_drinker_vs_light_drinker	NA	2.029	1.309	1.101	0.783	0.36	0.483
hsa-miR-3195	23.6034258979649	0.154873953071101	0.204494370178928	0.757350693496304	0.448839787584388	0.761591927760379	heavy_drinker_vs_light_drinker	FALSE	29.989	26.017	20.122	17.107	11.442	13.831
hsa-miR-3195-3p:Novel	12.4297004005815	0.101113176854398	0.20097782849858	0.50310612672936	0.614889659409232	0.850345466893233	heavy_drinker_vs_light_drinker	FALSE	15.668	12.587	11.917	9.719	7.352	7.488
hsa-miR-3196	6.10647153068019	0.00582974883769451	0.324116361760886	0.0179865922412006	0.985649549523773	0.996839516027354	heavy_drinker_vs_light_drinker	FALSE	2.883	9.896	5.523	1.897	1.805	1.422
hsa-miR-3196-3p:Novel	15.698935896324	0.356973113459031	0.213247791177583	1.67398270100608	0.0941339992098736	0.434587273183251	heavy_drinker_vs_light_drinker	FALSE	20.604	13.747	14.928	11.332	7.282	8.677
hsa-miR-3197	21.5396807757675	-0.0974807130741325	0.244734251016025	-0.398312507012963	0.690399842320976	0.888455695312844	heavy_drinker_vs_light_drinker	FALSE	30.883	8.303	32.217	4.932	3.08	2.176
hsa-miR-3197-3p:Novel	2.39344025871416	-0.402669614044471	0.26221701967269	-1.53563492769119	0.124627942823575	0.475934141333755	heavy_drinker_vs_light_drinker	FALSE	3.253	2.403	1.874	2.161	1.458	0.851
hsa-miR-3198	2.61936437996712	-0.61485092438793	0.21645128259477	-2.84059727906082	0.00450291369784283	0.157823434196524	heavy_drinker_vs_light_drinker	FALSE	3.503	2.643	1.836	2.048	1.961	1.363
hsa-miR-3198-5p:Novel	5.83610676985355	-0.116366178945653	0.200052668008776	-0.581677715693091	0.560783784443584	0.821202555575604	heavy_drinker_vs_light_drinker	FALSE	6.409	5.666	5.561	4.191	4.287	4.368
hsa-miR-3199	3.40183752185578	-0.0707817028762539	0.267157893698319	-0.264943333309037	0.791053115610425	0.926211467948647	heavy_drinker_vs_light_drinker	FALSE	5.209	2.555	2.687	2.63	1.683	0.905
hsa-miR-3199-3p:Novel	4.10129435775206	0.147762137326614	0.274386179903263	0.538518876492644	0.590218876737731	0.840138454371019	heavy_drinker_vs_light_drinker	FALSE	6.194	2.825	3.505	2.46	1.505	1.155
hsa-miR-32-3p	0.190141809179804	-0.445756005035469	1.01124817980348	-0.440797831766773	0.659359363369672	NA	heavy_drinker_vs_light_drinker	NA	0.37	0.126	0.1	0	0	0
hsa-miR-32-5p	1.83522423212622	-0.00639499184656547	0.380853892885416	-0.0167911946445286	0.986603194563957	0.996860883732392	heavy_drinker_vs_light_drinker	FALSE	4.636	0.855	0.783	0	0	0.118
hsa-miR-3200-3p	0.855352048895743	-0.801334714887397	0.47959965220755	-1.67084090073654	0.0947531073875626	NA	heavy_drinker_vs_light_drinker	NA	1.609	0.717	0.463	0	0	0
hsa-miR-3200-5p	5.11261258448824	-0.032584802612129	0.25802862905521	-0.126283671433827	0.899507381085431	0.971380502332954	heavy_drinker_vs_light_drinker	FALSE	4.24	6.137	4.305	2.711	2.691	2.417
hsa-miR-3201	0.348884793462904	0.152985203494316	0.629398183622611	0.243065848416948	0.807954386949274	NA	heavy_drinker_vs_light_drinker	NA	0.717	0.088	0.381	0	0	0
hsa-miR-3201-3p:Novel	8.62721565373915	-0.221852468363073	0.500565937548841	-0.443203285963552	0.657618702332881	0.876958268431764	heavy_drinker_vs_light_drinker	FALSE	9.529	8.977	8.482	0.749	0.738	0.516
hsa-miR-3202	6.8562069818618	0.112254743185311	0.269311877798666	0.41682061743014	0.676809620763743	0.883295498858256	heavy_drinker_vs_light_drinker	FALSE	12.256	5.436	4.928	3.55	2.713	3.257
hsa-miR-3202-3p:Novel	7.61256412139308	-0.0281818974070594	0.250554541552123	-0.112478094519778	0.910444337555323	0.973443711171528	heavy_drinker_vs_light_drinker	FALSE	14.489	5.974	5.445	5.23	3.255	3.499
hsa-miR-320a-3p	101.336589914507	-0.149638856943748	0.288728201241664	-0.518268933551459	0.604270645077294	0.846593372861494	heavy_drinker_vs_light_drinker	FALSE	212.626	53.464	69.766	18.949	24.126	15.937
hsa-miR-320a-5p	10.276365085874	-0.241695493622959	0.264626950288428	-0.913344212898669	0.36106153605156	0.702601483740297	heavy_drinker_vs_light_drinker	FALSE	14.284	8.855	10.144	4.328	4.769	4.301
hsa-miR-320b	5.73036610100381	-0.447133590787974	0.201242484986556	-2.22186478574763	0.0262924448423648	0.297120301069092	heavy_drinker_vs_light_drinker	FALSE	6.251	6.641	4.659	5.37	4.202	4.106
hsa-miR-320b-1-5p:Novel	5.22436806030988	-0.476614320491186	0.320331556253008	-1.48787814121797	0.136783033272319	0.490932697506864	heavy_drinker_vs_light_drinker	FALSE	10.649	3.036	3.206	1.322	1.687	1.067
hsa-miR-320b-2-5p:Novel	4.90016853047943	0.0203667546727433	0.30474405929806	0.0668323271654764	0.946715187576468	0.982084944705719	heavy_drinker_vs_light_drinker	FALSE	10.726	2.46	2.925	1.385	1.385	1.299
hsa-miR-320c	30.7231507803895	-0.897503865048832	0.256901563669794	-3.49357104810163	0.00047660614408118	0.0636864960028476	heavy_drinker_vs_light_drinker	FALSE	36.794	34.818	20.563	11.142	13.416	10.536
hsa-miR-320c-1-5p:Novel	4.17369270816651	0.0924801915091112	0.243862531050883	0.37923083595739	0.704516454980292	0.891803540999328	heavy_drinker_vs_light_drinker	FALSE	6.07	3.182	3.816	2.442	2.734	2.101
hsa-miR-320c-2-5p:Novel	3.20520571001957	0.20915479059356	0.244523252727788	0.855357469117258	0.392353281303671	0.729846910125528	heavy_drinker_vs_light_drinker	FALSE	4.776	2.351	2.883	2.375	1.555	1.473
hsa-miR-320d	25.7567427848077	-0.923562640279564	0.270058360609	-3.41986316660172	0.000626526416826998	0.0705007094303222	heavy_drinker_vs_light_drinker	FALSE	32.538	29.953	16.783	10.776	10.888	8.637
hsa-miR-320d-1-5p:Novel	23.9684598788601	-0.571675937400477	0.187246715465735	-3.05306256496174	0.00226518705729109	0.108092596782749	heavy_drinker_vs_light_drinker	FALSE	29.081	26.76	17.768	17.99	16.578	12.318
hsa-miR-320d-2-5p:Novel	2.63638944545408	0.148733100833847	0.21327031256872	0.69739242673976	0.485557239722919	0.785265793137368	heavy_drinker_vs_light_drinker	FALSE	3.397	2.052	3.404	2.182	1.691	1.78
hsa-miR-320e	15.8122231683556	-0.369499793994759	0.221998057703384	-1.66442804868345	0.096026918698484	0.437751710399486	heavy_drinker_vs_light_drinker	FALSE	17.7	20.724	9.229	9.605	8.109	5.766
hsa-miR-320e-5p:Novel	744.014030516056	0.151642041828388	0.147524525875714	1.02791072147653	0.303991825753379	0.66673752257405	heavy_drinker_vs_light_drinker	FALSE	757.368	660.978	739.597	583.29	575.445	571.096
hsa-miR-323a-3p	0.238051144314483	-0.169993784366135	0.854192042654498	-0.19901120108525	0.842253982649958	NA	heavy_drinker_vs_light_drinker	NA	0.566	0.146	0.131	0	0	0
hsa-miR-323a-5p	16.9279249158859	-0.0505344435004598	0.179040656829204	-0.282251218217252	0.777750887636829	0.921211226644308	heavy_drinker_vs_light_drinker	FALSE	20.235	17.03	15.572	11.288	13.465	12.341
hsa-miR-323b-3p	0.0932540228367424	-0.123688374854707	1.1500783482993	-0.10754778145125	0.914354420988983	NA	heavy_drinker_vs_light_drinker	NA	0.085	0.077	0.12	0	0	0
hsa-miR-323b-5p	7.29233202356555	-0.219156928099385	0.256987060119516	-0.852793630922359	0.393773756528839	0.730171978715228	heavy_drinker_vs_light_drinker	FALSE	8.739	7.532	6.637	2.392	4.777	3.204
hsa-miR-324-3p	37.2680360963248	-0.526335081054164	0.362006858416287	-1.45393676616179	0.145963838341022	0.499313098196967	heavy_drinker_vs_light_drinker	FALSE	47.945	22.991	24.416	9.239	4.761	7.193
hsa-miR-324-5p	43.3825654803939	-0.529797564710508	0.361577129122784	-1.46524080766901	0.142855229619643	0.496278850298432	heavy_drinker_vs_light_drinker	FALSE	54.062	27.413	29.496	12.998	6.014	9.476
hsa-miR-325	0.931035762532613	0.484663115123565	0.37426372807347	1.29497752191584	0.195327983813341	NA	heavy_drinker_vs_light_drinker	NA	1.298	0.585	1.107	0.427	0	0.242
hsa-miR-325-3p:Novel	4.561109778121	-0.240354678644353	0.33165458739942	-0.724713867307034	0.46862758597648	0.775456099703212	heavy_drinker_vs_light_drinker	FALSE	6.517	4.89	3.495	1.263	1.715	2.045
hsa-miR-326	9.72585691095463	-0.590505895138846	0.230971853827467	-2.55661408675339	0.0105696405025643	0.211580607242123	heavy_drinker_vs_light_drinker	FALSE	8.473	12.338	8.186	5.639	6.224	4.782
hsa-miR-326-5p:Novel	33.8689617933755	-0.047762675575167	0.232781456282723	-0.205182476035192	0.837429560274251	0.951594292456104	heavy_drinker_vs_light_drinker	FALSE	47.182	21.415	27.148	7.546	4.824	4.264
hsa-miR-328-3p	0.586663144569962	-0.325981304375867	0.593577455022843	-0.549180737269278	0.58288142237066	NA	heavy_drinker_vs_light_drinker	NA	1.353	0.319	0.333	0	0	0
hsa-miR-328-5p	10.5074608954536	-0.248575350687212	0.229951910991316	-1.08098841020982	0.279702269106925	0.645095416775195	heavy_drinker_vs_light_drinker	FALSE	12.87	10.582	8.719	5.286	6.537	5.617
hsa-miR-329-3p	4.97861207734092	-0.209907783424409	0.20778604351215	-1.0102111762484	0.312394125827967	0.672895656548642	heavy_drinker_vs_light_drinker	FALSE	6.649	4.8	3.82	5.104	3.02	2.94
hsa-miR-329-5p	1.0300661291177	-0.239026110766715	0.352237036017084	-0.678594487023567	0.497394836914262	NA	heavy_drinker_vs_light_drinker	NA	1.232	0.97	0.903	0.33	0	0.421
hsa-miR-330-3p	1.32036508199972	-0.333837895986707	0.358398416725741	-0.931471458597909	0.351609741803699	NA	heavy_drinker_vs_light_drinker	NA	2.001	1.058	0.952	0.627	0	0
hsa-miR-330-5p	0.690291905151435	-0.199012493530361	0.404259953616516	-0.492288419246063	0.622515465736155	NA	heavy_drinker_vs_light_drinker	NA	1.164	0.448	0.53	0	0	0
hsa-miR-331-3p	0.314472879546021	-0.349441142877265	0.788095561193068	-0.443399455705928	0.65747682952879	NA	heavy_drinker_vs_light_drinker	NA	0.824	0.135	0.128	0	0	0
hsa-miR-331-5p	0.725749912321531	0.102593529514508	0.400336133676136	0.256268472626814	0.797743539758547	NA	heavy_drinker_vs_light_drinker	NA	0.989	0.58	0.818	0	0	0
hsa-miR-335-3p	0.425248903181251	-0.149731332746928	0.698294151319566	-0.214424440565599	0.83021608405199	NA	heavy_drinker_vs_light_drinker	NA	0.886	0.224	0.289	0	0	0
hsa-miR-335-5p	6.29897812486123	-0.168279333889555	0.304064390666689	-0.553433216959695	0.579966798728433	0.83639205499515	heavy_drinker_vs_light_drinker	FALSE	4.042	7.698	7.105	1.994	2.353	2.818
hsa-miR-337-3p	0.19000991450072	-0.0150775596038445	0.810120073219209	-0.0186115121724242	0.9851510190418	NA	heavy_drinker_vs_light_drinker	NA	0.272	0.147	0.202	0	0	0
hsa-miR-337-5p	2.22774922442937	-0.749965609433393	0.354171434057531	-2.11752145236979	0.0342156166061819	0.308662397907244	heavy_drinker_vs_light_drinker	FALSE	1.489	4.188	1.043	0.826	0.172	0.716
hsa-miR-338-3p	17.5148037403093	0.39918318985509	0.287825794573296	1.3868916455069	0.165474805758805	0.519508274173753	heavy_drinker_vs_light_drinker	FALSE	24.503	9.801	17.546	10.65	5.384	6.715
hsa-miR-338-5p	1.69103955988914	-0.548890353131489	0.338459172708166	-1.62173283335643	0.104860565411883	0.453157085504492	heavy_drinker_vs_light_drinker	FALSE	3.311	1.298	1.029	0.489	0.482	0.249
hsa-miR-339-3p	1.71529677299725	-0.457136075645657	0.307846045358467	-1.48495029427242	0.137556991627139	0.490932697506864	heavy_drinker_vs_light_drinker	FALSE	2.45	1.77	1.153	1.184	0.833	0.696
hsa-miR-339-5p	3.15983941292486	-0.342793321884627	0.256529061197001	-1.33627480756022	0.181459467632073	0.536597983122231	heavy_drinker_vs_light_drinker	FALSE	3.551	3.594	2.707	2.048	2.03	2.195
hsa-miR-33a-3p	0.0489957503746428	-0.0544221936286541	1.42691339949054	-0.0381398013699254	0.969576217477995	NA	heavy_drinker_vs_light_drinker	NA	0.026	0.058	0.061	0	0	0
hsa-miR-33a-5p	5.98705430670175	-0.661582657196968	0.33212589881232	-1.99196346795833	0.0463750663268708	0.334992825985829	heavy_drinker_vs_light_drinker	FALSE	5.407	7.752	3.594	2.4	2.001	1.784
hsa-miR-33b-3p	1.59361128692359	0.0809150333520166	0.285859610942413	0.283058642265896	0.777131884270606	0.921211226644308	heavy_drinker_vs_light_drinker	FALSE	2.423	1.11	1.409	0.964	0.613	0.837
hsa-miR-33b-5p	4.58994008444879	0.273186893351259	0.338752990398751	0.806448654607262	0.419984202369996	0.747651506798646	heavy_drinker_vs_light_drinker	FALSE	5.865	3.229	3.598	1.443	0.874	1.295
hsa-miR-340-3p	0.637291518701113	-0.175469964730985	0.534698378778075	-0.328166255398004	0.742785960560771	NA	heavy_drinker_vs_light_drinker	NA	1.627	0.323	0.295	0	0	0
hsa-miR-340-5p	2.41461717796269	-0.0523606078606548	0.365493383326844	-0.143260070494439	0.886084789620356	0.96856164294217	heavy_drinker_vs_light_drinker	FALSE	4.127	1.788	1.935	0.803	0.737	0.259
