ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	no_coffee.x	light_drinker.x	heavy_drinker.x	no_coffee.y	light_drinker.y	heavy_drinker.y
has-miR-548o	0.456174797804644	0.09739521902823	0.504025352915937	0.193234761832454	0.84677511573619	NA	heavy_drinker_vs_light_drinker	NA	0.85	0.238	0.345	0	0	0
has-miR-548x	1.75776823233766	-0.903691235677883	0.466123925760602	-1.93873600073902	0.0525334925945308	0.356455035541414	heavy_drinker_vs_light_drinker	FALSE	2.408	1.691	0.916	0	0	0
hsa-let-7a-2-3p	0.587834483239343	-0.396316629542009	0.407965721962157	-0.971445903925161	0.331326279073247	NA	heavy_drinker_vs_light_drinker	NA	0.492	0.56	0.661	0	0	0
hsa-let-7a-3p	443.827434357223	-0.494474591900719	0.30255792722657	-1.63431378722539	0.102192980181096	0.452357332561457	heavy_drinker_vs_light_drinker	FALSE	1345.583	92.388	191.181	22.596	20.304	12.627
hsa-let-7a-5p	13.6079112998423	0.111207634881405	0.253495015110391	0.438697521657288	0.660880723100173	0.877073901402596	heavy_drinker_vs_light_drinker	FALSE	18.554	12.215	12.099	7.266	5.852	5.017
hsa-let-7b-3p	0.434462254486377	-0.55700461609741	0.626620724240684	-0.88890232089334	0.374055578023356	NA	heavy_drinker_vs_light_drinker	NA	0.516	0.507	0.383	0	0	0
hsa-let-7b-5p	267.441761365015	-0.567518437890299	0.31544783106693	-1.7990880963448	0.0720047463208267	0.39846454875572	heavy_drinker_vs_light_drinker	FALSE	807.342	63.93	100.211	13.117	14.506	9.549
hsa-let-7c-3p	3.71076339359523	-0.0289776572254569	0.343380332477097	-0.0843893912514329	0.932746841753684	0.980769307330716	heavy_drinker_vs_light_drinker	FALSE	6.49	2.873	2.89	0.625	0.327	0.223
hsa-let-7c-5p	19.928374473075	0.0134898813039341	0.316296718217261	0.0426494507434884	0.965980975333804	0.991575742981979	heavy_drinker_vs_light_drinker	FALSE	55.676	6.772	9.549	3.985	2.753	2.347
hsa-let-7d-3p	4.34898582159741	-0.720853156105909	0.347801130527205	-2.07260153241372	0.0382093783171292	0.32388415048711	heavy_drinker_vs_light_drinker	FALSE	7.53	4.768	2.38	0.829	2.06	0.521
hsa-let-7d-5p	52.1829517559646	-0.0500859228419831	0.327997109839455	-0.152702329805585	0.878633023395938	0.968177732356469	heavy_drinker_vs_light_drinker	FALSE	156.842	12.249	17.964	5.089	3.224	2.746
hsa-let-7e-3p	0.0755607995236198	-0.18074945192496	1.3087972347306	-0.138103479384387	0.890158635977368	NA	heavy_drinker_vs_light_drinker	NA	0.119	0.061	0.053	0	0	0
hsa-let-7e-5p	6.1783070517625	0.0248676131509248	0.301796556785392	0.0823985979687908	0.934329750919154	0.980769307330716	heavy_drinker_vs_light_drinker	FALSE	13.606	3.473	3.97	2.77	2.279	1.792
hsa-let-7f-1-3p	0.123155456027445	-0.226615726473791	1.24810236271151	-0.181568221681326	0.855921589686352	NA	heavy_drinker_vs_light_drinker	NA	0.135	0.131	0.104	0	0	0
hsa-let-7f-2-3p	0.57808125970411	-0.369590139913515	0.386928380537825	-0.955190051967213	0.339481595651421	NA	heavy_drinker_vs_light_drinker	NA	0.882	0.36	0.367	0	0	0
hsa-let-7f-5p	1.9797530512382	-0.0240398496050786	0.303481458374167	-0.0792135695335941	0.936862751581937	0.980769307330716	heavy_drinker_vs_light_drinker	FALSE	2.177	1.425	2.273	1.033	0.36	0.696
hsa-let-7g-3p	2.99149285186497	-0.166481495072063	0.316318293249593	-0.526310044739334	0.598672805049632	0.844909503771413	heavy_drinker_vs_light_drinker	FALSE	4.629	2.163	2.571	0.585	0.36	0
hsa-let-7g-5p	297.425285916557	-0.865191518854954	0.349038339300817	-2.4787864868601	0.0131830194702037	0.239772183939127	heavy_drinker_vs_light_drinker	FALSE	916.395	67.148	100.394	7.397	8.656	4.901
hsa-let-7i-3p	0.303572907198458	-0.159456163469955	0.491165080854747	-0.324648819074153	0.745446874510098	NA	heavy_drinker_vs_light_drinker	NA	0.409	0.254	0.271	0	0	0
hsa-let-7i-5p	321.903004256757	-0.60432752670268	0.335635404367928	-1.80054761457825	0.0717742123171669	0.39846454875572	heavy_drinker_vs_light_drinker	FALSE	1033.075	71.864	79.912	10.048	8.358	4.777
hsa-miR-1-2-5p:Novel	8.28538390434202	0.729540466902889	0.259164494690203	2.81497073036551	0.00487816766403922	0.160605232145452	heavy_drinker_vs_light_drinker	FALSE	7.841	6.354	11.614	3.846	3.538	4.169
hsa-miR-1-3p	1.72289075496781	-0.194282060793378	0.261003780178199	-0.744364930886185	0.456655729074644	0.767428489420326	heavy_drinker_vs_light_drinker	FALSE	2.181	1.593	1.576	1.394	1.204	0.721
hsa-miR-1-5p	11.5468873825794	0.447119496502421	0.234522709109797	1.90650832151649	0.0565842870726747	0.3647319715304	heavy_drinker_vs_light_drinker	FALSE	9.481	12.331	13.901	4.629	6.733	7.117
hsa-miR-100-3p	0.220183097558238	-0.370490082449434	0.582388046938093	-0.636156741879039	0.524674264997167	NA	heavy_drinker_vs_light_drinker	NA	0.34	0.194	0.164	0	0	0
hsa-miR-100-5p	7.89020722981337	-0.680789065768521	0.513256027147176	-1.32641221877616	0.184703193704598	0.541622637844441	heavy_drinker_vs_light_drinker	FALSE	15.856	4.85	3.163	1.264	0	0.216
hsa-miR-101-2-5p	1.12395344785424	0.574601302425889	0.341719278731573	1.68150098103552	0.0926656460530111	NA	heavy_drinker_vs_light_drinker	NA	1.148	0.99	1.339	0.595	0	0.56
hsa-miR-101-3p	3.02271617271758	0.283812148153652	0.228370843367346	1.24276875265169	0.21395306025218	0.580126585673387	heavy_drinker_vs_light_drinker	FALSE	3.447	2.496	2.96	2.453	1.687	2.102
hsa-miR-101-5p	14.3529086078657	0.169657688760735	0.359628755715578	0.471757850462084	0.637099639467387	0.864919303049964	heavy_drinker_vs_light_drinker	FALSE	35.561	3.65	8.11	1.94	1.138	1.202
hsa-miR-10226	2.54608336563343	-0.284176253309715	0.28156644532228	-1.00926888850143	0.31284569649349	0.672901508151993	heavy_drinker_vs_light_drinker	FALSE	2.163	2.943	2.492	1.348	1.491	1.455
hsa-miR-10226-3p:Novel	10.1409712901337	0.152828517368433	0.246687444784538	0.619522884522625	0.535571950915605	0.808082449581908	heavy_drinker_vs_light_drinker	FALSE	10.785	9.076	11.467	7.064	5.375	4.516
hsa-miR-10392-3p	1.19986631529114	-0.560485202929593	0.34800144468692	-1.61058297741791	0.107270646484796	NA	heavy_drinker_vs_light_drinker	NA	1.339	1.269	1.191	0.845	0.396	0
hsa-miR-10392-5p	127.356110112059	0.0580672325900249	0.174370268242603	0.333011087126593	0.739125914049829	0.907944847057467	heavy_drinker_vs_light_drinker	FALSE	183.225	107.083	105.31	93.859	67.231	67.755
hsa-miR-10393-3p	0.28961892812367	-0.387903103357285	0.704281193572519	-0.550778732837686	0.581785364714877	NA	heavy_drinker_vs_light_drinker	NA	0.337	0.336	0.177	0	0	0
hsa-miR-10393-5p	0.14051773501198	-0.41758178849586	1.73008724621715	-0.241364584016735	0.809272559264929	NA	heavy_drinker_vs_light_drinker	NA	0.091	0.244	0.025	0	0	0
hsa-miR-10394-3p	2.40024862482343	0.118769794969565	0.353066720900518	0.336394760363242	0.73657320012882	0.907944847057467	heavy_drinker_vs_light_drinker	FALSE	2.735	2.056	2.312	0.995	0.683	0.595
hsa-miR-10394-5p	0.698400524036964	-0.857915927455086	0.488392347085017	-1.75661214303537	0.0789839417797759	NA	heavy_drinker_vs_light_drinker	NA	0.367	1.251	0.527	0	0	0
hsa-miR-10395-3p	1.08871208953527	-0.165338339872335	0.46562326354721	-0.35509037631143	0.722521886079398	NA	heavy_drinker_vs_light_drinker	NA	1.845	0.853	0.877	0	0	0
hsa-miR-10395-5p	2.44833895221124	-0.284148703712251	0.24895293661019	-1.14137518352383	0.253713827278101	0.619931614537806	heavy_drinker_vs_light_drinker	FALSE	2.795	2.395	2.493	1.727	1.138	1.203
hsa-miR-10396a-3p	1.1286707917294	0.0886804844352046	0.297545103871483	0.29804047615419	0.765672271117334	NA	heavy_drinker_vs_light_drinker	NA	1.396	1.044	0.944	0.71	0.356	0.412
hsa-miR-10396a-5p	4.25688779363776	0.0483157466880243	0.266056063005118	0.181599870877947	0.855896750188802	0.959573808024991	heavy_drinker_vs_light_drinker	FALSE	5.876	4.26	3.505	2.227	2.263	2.329
hsa-miR-10396b-3p	1.19927988788162	-0.290600325176532	0.292758789873025	-0.992627156651969	0.320891685479778	NA	heavy_drinker_vs_light_drinker	NA	1.655	1.113	0.911	0.675	0.793	0.412
hsa-miR-10396b-5p	3.24431223618012	0.0959036043557275	0.319890313894604	0.299801526304812	0.764328551026325	0.918053057356339	heavy_drinker_vs_light_drinker	FALSE	4.802	3.241	2.5	1.322	1.195	1.422
hsa-miR-10397-3p	20.4469668349052	-0.081675602335442	0.203694623624198	-0.400970830168437	0.688441600188486	0.88721406944122	heavy_drinker_vs_light_drinker	FALSE	29.401	17.933	17.224	11.747	13.542	12.66
hsa-miR-10397-5p	2.63906781168098	-0.866548676838693	0.339027983199239	-2.5559798004327	0.0105889265551483	0.211580607242123	heavy_drinker_vs_light_drinker	FALSE	1.724	3.955	2.271	0.684	1.01	0.807
hsa-miR-10398-3p	1.34743516270333	0.444943267880947	0.274015101863908	1.62379104237084	0.104420412472813	NA	heavy_drinker_vs_light_drinker	NA	2.21	0.901	1.255	1.052	0.333	0.622
hsa-miR-10398-5p	0.527335042693009	-0.123539558898074	0.388122994546028	-0.318300025079867	0.750257365289914	NA	heavy_drinker_vs_light_drinker	NA	0.712	0.458	0.523	0	0	0
hsa-miR-10399-3p	0.344565971020666	-0.151248710618078	0.563266012996756	-0.268520924622075	0.788298370569841	NA	heavy_drinker_vs_light_drinker	NA	0.52	0.226	0.297	0	0	0
hsa-miR-10399-5p	0.771491154453515	0.571561250685336	0.530102116400912	1.07820971281139	0.280940178384308	NA	heavy_drinker_vs_light_drinker	NA	0.645	0.396	1.234	0	0	0
hsa-miR-103a-1-5p	0.66402661670632	-0.0911863297180281	0.539192524816228	-0.169116457519709	0.865705040153201	NA	heavy_drinker_vs_light_drinker	NA	0.83	0.514	0.685	0	0	0
hsa-miR-103a-2-5p	0.281624399372261	-0.0501532851424534	0.541887668451553	-0.0925529183673189	0.926258748825114	NA	heavy_drinker_vs_light_drinker	NA	0.357	0.204	0.302	0	0	0
hsa-miR-103a-3p	1.73011595115328	0.252370394143752	0.265640473328322	0.950044964841751	0.342089405654408	0.689334694315176	heavy_drinker_vs_light_drinker	FALSE	2.015	1.27	2.077	1.153	1.018	0.89
hsa-miR-103b-3p:Novel	14.631210832977	-0.653782137763202	0.395628559144636	-1.65251502362899	0.098429605049995	0.443036832835556	heavy_drinker_vs_light_drinker	FALSE	42.265	3.697	4.829	1.004	0.86	0.612
hsa-miR-103b-5p	0.231868247595571	-0.25080009826203	0.782243482323588	-0.320616411551361	0.748501099076287	NA	heavy_drinker_vs_light_drinker	NA	0.329	0.185	0.178	0	0	0
hsa-miR-10400-3p	4.26352110991887	0.269554861679651	0.335510850449311	0.80341622728048	0.421734198877066	0.747651506798646	heavy_drinker_vs_light_drinker	FALSE	3.791	1.71	6.604	1.543	0.985	0.804
hsa-miR-10400-5p	83.4247262004044	0.549316752936679	0.250751418411013	2.19068253498882	0.0284747738132701	0.298839611669442	heavy_drinker_vs_light_drinker	FALSE	95.947	62.768	110.34	39.576	28.234	29.167
hsa-miR-10401-3p	0.940525561394434	0.0484523439760775	0.351550369509608	0.137824756218193	0.890378918441048	NA	heavy_drinker_vs_light_drinker	NA	0.903	1.032	1.05	0	0	0.041
hsa-miR-10401-5p	76.9557116008058	0.0772635981098845	0.248795648298363	0.310550440244147	0.756142408312814	0.916710341205787	heavy_drinker_vs_light_drinker	FALSE	87.799	71.742	77.808	37.573	33.677	37.274
hsa-miR-105-3p	7.30947691366338	-0.572753569715728	0.287653424217424	-1.99112376733889	0.0464672820977688	0.334992825985829	heavy_drinker_vs_light_drinker	FALSE	12.438	6.84	4.167	2.943	2.824	2.413
hsa-miR-105-5p	3.50365760881103	-0.671296473943049	0.285031608643931	-2.35516501884411	0.0185144816571577	0.258718704464073	heavy_drinker_vs_light_drinker	FALSE	5.563	3.226	1.806	2.044	1.887	1.24
hsa-miR-10522-3p:Novel	8.12248187340255	-0.299470251559914	0.256137263608884	-1.16917877289889	0.242331611654964	0.612417240801789	heavy_drinker_vs_light_drinker	FALSE	11.177	7.405	5.606	5.011	3.765	2.932
hsa-miR-10522-5p	0.702962016799389	-0.126999584752931	0.36660793814444	-0.346417989189569	0.729028607679477	NA	heavy_drinker_vs_light_drinker	NA	1.408	0.436	0.432	0.205	0	0
hsa-miR-10523-3p:Novel	14.2616660837073	-0.242022839744602	0.232429645777104	-1.04127353864618	0.297748614056124	0.661732366790013	heavy_drinker_vs_light_drinker	FALSE	15.975	14.082	12.233	10.682	8.643	7.607
hsa-miR-10523-5p	2.06608207645567	-0.466176974572759	0.363801082753441	-1.28140623179151	0.200051016413126	0.562775096172716	heavy_drinker_vs_light_drinker	FALSE	2.257	2.526	1.276	0.825	0.675	0.401
hsa-miR-10524-3p:Novel	3.61812118324853	-0.961435257037757	0.440671351575587	-2.18175121573077	0.0291278987853824	0.298839611669442	heavy_drinker_vs_light_drinker	FALSE	4.489	5.147	1.648	0.147	0.415	0.618
hsa-miR-10524-5p	2.70000819017991	-1.53191663971988	0.577387289611456	-2.65318732726307	NA	NA	heavy_drinker_vs_light_drinker	NA	3.137	4.412	0.793	0	0	0
hsa-miR-10525-3p	0.550307643360373	-0.304489440804895	0.377734220103524	-0.80609440341795	0.420188418315857	NA	heavy_drinker_vs_light_drinker	NA	0.697	0.405	0.505	0	0	0
hsa-miR-10525-5p:Novel	0.390111727454738	-0.559643394878798	0.413542930383806	-1.35328971615933	0.175963093262165	NA	heavy_drinker_vs_light_drinker	NA	0.434	0.334	0.433	0	0	0
hsa-miR-10526-3p	3.78835721104225	-0.20876612343305	0.236581071205543	-0.88242952984042	0.377544572588742	0.719420941350027	heavy_drinker_vs_light_drinker	FALSE	5.17	3.606	2.918	2.985	2.144	2.195
hsa-miR-10526-5p:Novel	3.55938410306008	-0.277780219486422	0.243074747463853	-1.14277695393978	0.253131209651927	0.619931614537806	heavy_drinker_vs_light_drinker	FALSE	4.904	3.356	2.667	2.892	1.977	1.835
hsa-miR-10527-3p:Novel	10.0728742611189	0.360560930767669	0.245067767838083	1.47127031003887	0.141218029257789	0.493340108746982	heavy_drinker_vs_light_drinker	FALSE	12.427	7.053	10.12	7.275	4.253	4.725
hsa-miR-10527-5p	9.28731079757103	0.48902982330122	0.26886527005042	1.81886572114544	0.0689319186843906	0.391958622731987	heavy_drinker_vs_light_drinker	FALSE	11.521	6.21	9.496	6.154	3.106	4.076
hsa-miR-106a-3p	0.408954644102689	-0.368743090917333	0.737451099811017	-0.500023785999952	0.617058329099879	NA	heavy_drinker_vs_light_drinker	NA	0.615	0.256	0.291	0	0	0
hsa-miR-106a-5p	1.16470431413242	0.753301618321847	0.444169052957351	1.69597952245038	0.0898897581697178	NA	heavy_drinker_vs_light_drinker	NA	2.272	0.584	0.935	0	0	0
hsa-miR-106b-3p	5.74713660766505	-0.596587107972388	0.468999352080657	-1.27204249926083	0.203358019547821	0.567059908304546	heavy_drinker_vs_light_drinker	FALSE	15.371	1.748	1.69	0.291	0	0
hsa-miR-106b-5p	24.2773645959925	0.575153016473665	0.317365302513874	1.81227441033356	0.0699438064997338	0.394564269911427	heavy_drinker_vs_light_drinker	FALSE	43.443	19.055	13.826	6.272	2.881	3.327
hsa-miR-107	13.2553026237537	0.732184709937224	0.295902598821397	2.47441121792635	0.0133455986383331	0.239772183939127	heavy_drinker_vs_light_drinker	FALSE	24.59	6.641	11.806	2.867	3.195	5.045
hsa-miR-107-5p:Novel	1.79857368379147	-0.318072584688103	0.443433265576856	-0.717295271644374	0.473191924159346	0.779401126069445	heavy_drinker_vs_light_drinker	FALSE	3.215	1.305	1.498	0.296	0	0
hsa-miR-10a-3p	1.94207483396416	-0.417887053183333	0.3524567579315	-1.18564063187732	0.235764248974665	0.606575167638788	heavy_drinker_vs_light_drinker	FALSE	3.157	1.504	1.265	1.093	0.427	0.554
hsa-miR-10a-5p	52.682970487303	-0.733683905213725	0.317669883463747	-2.30957967187171	0.0209114361069166	0.274286198752072	heavy_drinker_vs_light_drinker	FALSE	132.502	18.594	31.924	5.962	6.139	2.945
hsa-miR-10b-3p	2.28690372061984	0.209463084836948	0.299697651080148	0.698914669774744	0.484605359113744	0.785265793137368	heavy_drinker_vs_light_drinker	FALSE	2.993	2.102	2.02	1.093	0.618	0.82
hsa-miR-10b-5p	32.6172639438891	0.129050320553807	0.347145287937425	0.371747291517519	0.710081010771959	0.895137500607575	heavy_drinker_vs_light_drinker	FALSE	75.001	14.385	26.333	3.108	5.348	3.506
hsa-miR-11181-3p	1.30184387130341	-0.379450842594813	0.293503879364669	-1.29283075718177	0.196069600139364	NA	heavy_drinker_vs_light_drinker	NA	1.506	1.504	1.115	0.615	0.844	0.51
hsa-miR-11181-5p	0.158639975883753	-0.509184137702341	0.963415879705998	-0.528519560895889	0.59713877411109	NA	heavy_drinker_vs_light_drinker	NA	0.121	0.243	0.126	0	0	0
hsa-miR-11399	4.0642681054355	-0.162576146406464	0.263729195505762	-0.616451076243897	0.537596852004651	0.808285562296726	heavy_drinker_vs_light_drinker	FALSE	4.987	4.446	3.722	3.236	1.715	1.872
hsa-miR-11399-3p:Novel	172.629493024002	-0.129370570302754	0.201445084868568	-0.642212593010948	0.52073515756351	0.802112223970305	heavy_drinker_vs_light_drinker	FALSE	157.283	223.767	165.406	130.95	134.648	110.357
hsa-miR-11400	2.08098412987918	-0.371995279148318	0.320703712268333	-1.15993443455082	0.246075501616857	0.615786224057363	heavy_drinker_vs_light_drinker	FALSE	4.146	1.529	1.269	1.111	0.771	0.519
hsa-miR-11400-3p:Novel	5.02825343888247	-0.668978770454301	0.279206474761518	-2.3960002038839	0.0165750810989902	0.252891464374859	heavy_drinker_vs_light_drinker	FALSE	6.866	5.352	3.183	3.04	2.466	1.245
hsa-miR-11401	1.46181614850871	-0.257016431952179	0.295736610447092	-0.86907208263334	0.384807705381657	NA	heavy_drinker_vs_light_drinker	NA	2.323	1.263	1.23	0.715	0.683	0.622
hsa-miR-11401-3p:Novel	4.21279748870498	0.111610057850693	0.236233597996134	0.472456326269557	0.636601108044027	0.864919303049964	heavy_drinker_vs_light_drinker	FALSE	5.736	3.854	3.552	3.065	1.765	1.626
hsa-miR-1178-3p	0.228312951825132	-0.421120205675925	0.54295527957111	-0.775607534396894	0.437980750373184	NA	heavy_drinker_vs_light_drinker	NA	0.236	0.285	0.146	0	0	0
hsa-miR-1178-5p	0.975057042022132	-0.470367676056205	0.414722892410442	-1.13417340750675	0.256721816354984	NA	heavy_drinker_vs_light_drinker	NA	0.769	1.083	0.934	0	0	0
hsa-miR-1179	1.32785467572172	0.380701961407899	0.338713096157322	1.12396587473864	0.261027503184785	NA	heavy_drinker_vs_light_drinker	NA	1.854	0.917	1.195	0.596	0	0.533
hsa-miR-1179-3p:Novel	5.84756041788578	-0.246829577042169	0.200932494134224	-1.22842041107241	0.219289189584873	0.585097146034483	heavy_drinker_vs_light_drinker	FALSE	7.239	5.526	4.9	5.055	3.673	3.482
hsa-miR-1180-3p	3.36632796876433	-0.510185138896847	0.320183793884999	-1.59341337269584	0.111067487707888	0.460166148998021	heavy_drinker_vs_light_drinker	FALSE	5.386	3.266	2.738	1.584	1.527	1.108
hsa-miR-1180-5p	1.21197599798088	-0.208889848161371	0.431245153244909	-0.484387700567941	0.628110745615238	NA	heavy_drinker_vs_light_drinker	NA	1.518	0.981	1.07	0.073	0	0.213
hsa-miR-1181	7.58309917956026	-0.635017734802064	0.278293876835827	-2.28182431472137	0.0224997146565264	0.283980310160683	heavy_drinker_vs_light_drinker	FALSE	9.003	8.94	6.262	3.452	4.474	2.289
hsa-miR-1181-3p:Novel	97.7071819391466	-0.168270825472382	0.19627357172235	-0.857327983567848	0.391263647344225	0.729846910125528	heavy_drinker_vs_light_drinker	FALSE	111.786	110.28	84.421	69.269	57.36	53.3
hsa-miR-1182	7.33265541940091	-0.386641768763476	0.170280773621189	-2.2706131792871	0.023170404936492	0.286348703781617	heavy_drinker_vs_light_drinker	FALSE	8.674	7.54	5.638	6.534	5.141	3.692
hsa-miR-1182-5p:Novel	7.56080351273207	-0.105873839525015	0.27220281578447	-0.388952036443466	0.697311627442919	0.890592747594361	heavy_drinker_vs_light_drinker	FALSE	7.868	5.349	9.496	4.779	3.129	2.303
hsa-miR-1183	3.65527672338151	-0.40416459950495	0.250926900418558	-1.61068661363443	0.107248044826606	0.457027848862009	heavy_drinker_vs_light_drinker	FALSE	3.559	3.65	3.565	1.997	2.055	2.155
hsa-miR-1183-5p:Novel	6.44956552359154	0.0574486061777955	0.192173568131785	0.298941247416499	0.764984874410435	0.918325469674065	heavy_drinker_vs_light_drinker	FALSE	6.392	6.362	6.688	4.726	4.914	4.059
hsa-miR-1184	24.2025437464199	-0.128171610882964	0.192230069162056	-0.666761508444923	0.504924482975703	0.794076989712354	heavy_drinker_vs_light_drinker	FALSE	26.219	29.981	21.466	15.21	11.49	11.509
hsa-miR-1184-5p:Novel	4.20884518572322	-0.162255246041036	0.257072569668147	-0.631165146287253	0.527932548573955	0.805596873950315	heavy_drinker_vs_light_drinker	FALSE	9.102	2.6	2.861	2.573	1.9	1.738
hsa-miR-1185-3p	0.656307717142544	-0.192895659881088	0.393730879497109	-0.489917529779384	0.624192257982369	NA	heavy_drinker_vs_light_drinker	NA	0.873	0.609	0.557	0	0	0
hsa-miR-1185-5p	0.740002374021685	-0.0454091287028498	0.373504509403932	-0.121575851320556	0.90323493944905	NA	heavy_drinker_vs_light_drinker	NA	0.962	0.659	0.682	0	0	0
hsa-miR-1193	3.48377024217038	-0.142433635846444	0.190247234864275	-0.74867651005839	0.454052204986818	0.766190697917771	heavy_drinker_vs_light_drinker	FALSE	4.419	3.233	3.06	2.326	2.131	1.867
hsa-miR-1193-3p:Novel	16.8802748822954	-0.3885840068059	0.281214921963377	-1.38180436547569	0.167031778286242	0.521334221862754	heavy_drinker_vs_light_drinker	FALSE	18.915	16.867	14.458	6.907	8.127	7.88
hsa-miR-1197	3.35673225308258	-0.16562737925412	0.268206349531941	-0.617537129688258	0.536880498714854	0.808285562296726	heavy_drinker_vs_light_drinker	FALSE	5.097	2.89	2.253	1.393	1.387	1.066
hsa-miR-1197-5p:Novel	2.85620967578782	-0.274624745796692	0.359498320931104	-0.763911066637007	0.444920242072307	0.759670453720162	heavy_drinker_vs_light_drinker	FALSE	3.498	2.761	2.093	1.429	0.371	0.598
hsa-miR-1199-3p	3.42234119568543	0.0367822791539185	0.235782492470287	0.156000892044831	0.87603231808062	0.967436516558041	heavy_drinker_vs_light_drinker	FALSE	4.032	3.464	3.421	2.815	2.091	1.806
hsa-miR-1199-5p	3.39509463768814	-0.267541997868813	0.276967946074222	-0.965967367924653	0.334060510026279	0.6863107294494	heavy_drinker_vs_light_drinker	FALSE	4.194	3.256	2.882	1.429	1.933	1.476
hsa-miR-1200	4.58423820010247	-0.690415816041981	0.296226299835057	-2.33070398012065	0.0197689741790158	0.267506751865417	heavy_drinker_vs_light_drinker	FALSE	5.973	4.603	3.23	2.724	2.166	1.596
hsa-miR-1200-3p:Novel	6.00667007216142	0.0102539402200959	0.262961970233941	0.0389940043838796	0.968895168788402	0.991575742981979	heavy_drinker_vs_light_drinker	FALSE	8.178	4.593	4.923	4.237	3.551	2.939
hsa-miR-1202	31.3007254176913	-0.257031112579165	0.24246905776966	-1.06005737368493	0.289118498579468	0.655129288656913	heavy_drinker_vs_light_drinker	FALSE	32.629	32.672	26.01	21.888	16.597	14.786
hsa-miR-1202-3p:Novel	35.2023174017225	-0.727593944918722	0.266454930080247	-2.7306454592512	0.00632104317369711	0.181612943224756	heavy_drinker_vs_light_drinker	FALSE	71.953	26.849	24.013	12.86	13.131	10.44
hsa-miR-1203	169.624044863552	0.0480075135291213	0.262457112911806	0.182915650471448	0.854864202772387	0.958919027034294	heavy_drinker_vs_light_drinker	FALSE	255.011	120.834	145.636	89.534	48.855	58.034
hsa-miR-1203-3p:Novel	2.21811000035487	-0.378769993114374	0.323635982796014	-1.17035809752067	0.241856890888134	0.612417240801789	heavy_drinker_vs_light_drinker	FALSE	2.495	1.865	1.448	0.945	0.794	0.59
hsa-miR-1204	15.6218964454091	-0.134319559819452	0.346677867638228	-0.387447750081409	0.69842475936809	0.891154380106865	heavy_drinker_vs_light_drinker	FALSE	13.863	18.805	16.513	3.408	5.11	3.102
hsa-miR-1204-3p:Novel	1.55461312926189	-0.225627567488483	0.310657632374299	-0.726290114825293	0.467660938049128	0.775084562441113	heavy_drinker_vs_light_drinker	FALSE	1.733	1.474	1.317	1.057	0.548	0.406
hsa-miR-1205	0.90444740341291	0.239351671055233	0.384132318188603	0.623096937492553	0.533220822110681	NA	heavy_drinker_vs_light_drinker	NA	0.844	0.569	1.27	0	0	0
hsa-miR-1205-3p:Novel	1.70323504428223	-0.47217355094973	0.263431288047918	-1.79239738168019	0.0730693339257999	0.401599578234859	heavy_drinker_vs_light_drinker	FALSE	2.026	1.627	1.411	1.229	1.221	0.591
hsa-miR-1206	0.112513935063918	-0.0711343927425311	1.40871414981436	-0.050495973758697	0.959727157788671	NA	heavy_drinker_vs_light_drinker	NA	0.119	0.087	0.141	0	0	0
hsa-miR-1206-3p:Novel	1.12691784111445	-0.403371008605196	0.299330832830279	-1.34757587379549	0.177794834694362	NA	heavy_drinker_vs_light_drinker	NA	1.301	1.117	0.977	0.412	0	0.541
hsa-miR-1207-3p	0.193628339031377	-0.31429779220573	0.62748515952052	-0.500884821636092	0.616452185293658	NA	heavy_drinker_vs_light_drinker	NA	0.249	0.163	0.175	0	0	0
hsa-miR-1207-5p	4.13026402794652	-0.174338108011575	0.199094027372795	-0.87565714708827	0.381216448210225	0.722383014999606	heavy_drinker_vs_light_drinker	FALSE	5.601	3.944	3.316	4.339	2.535	2.446
hsa-miR-1208	2.82284485065825	0.190850282701751	0.271610343863791	0.702662056189804	0.482266379373715	0.785265793137368	heavy_drinker_vs_light_drinker	FALSE	3.697	2.286	2.927	1.68	1.494	1.532
hsa-miR-1208-3p:Novel	8.48078386207469	0.0411936419078783	0.212477993284058	0.193872510141826	0.846275709017074	0.95656314120743	heavy_drinker_vs_light_drinker	FALSE	9.221	6.994	9.341	6.303	5.023	5.344
hsa-miR-12113	0.696723453542524	0.141704826961393	0.320644456234809	0.44193755483994	0.658534393819283	NA	heavy_drinker_vs_light_drinker	NA	1.093	0.53	0.546	0.46	0	0
hsa-miR-12113-3p:Novel	1.81315752728432	-0.402211720960028	0.276145642796225	-1.45652025100693	0.145248855578689	0.49766354683852	heavy_drinker_vs_light_drinker	FALSE	2.912	1.495	1.151	1.186	0.693	0.55
hsa-miR-12114	1.65250646660172	-0.0665262742281232	0.342300575832517	-0.194350459581679	0.845901477754124	0.95656314120743	heavy_drinker_vs_light_drinker	FALSE	1.989	1.139	1.727	0.696	0.495	0.269
hsa-miR-12114-3p:Novel	14.985972478417	0.403078132322922	0.28199386421954	1.42938617986778	0.152893268368006	0.510329925228381	heavy_drinker_vs_light_drinker	FALSE	21.321	9.414	16.742	3.875	1.366	1.197
hsa-miR-12115	2.15508167840593	-0.286034796132321	0.310208123598665	-0.922073841310427	0.356490060541694	0.702466128514417	heavy_drinker_vs_light_drinker	FALSE	2.933	1.865	1.711	1.161	1.085	1.172
