ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	no_coffee.x	light_drinker.x	heavy_drinker.x	no_coffee.y	light_drinker.y	heavy_drinker.y
hsa-miR-6089-5p:Novel	10.0225303361333	-0.184113051661672	0.274421407331227	-0.670913590350651	0.502275578129203	0.892029582381267	light_drinker_vs_no_coffee	FALSE	13.511	9.247	9.673	4.349	4.73	4.873
hsa-miR-609	2.32196555486534	-0.229576447819933	0.281705225349925	-0.814952749047379	0.41509935741068	0.853153021332536	light_drinker_vs_no_coffee	FALSE	3.686	1.783	1.743	1.706	1.298	0.826
hsa-miR-609-3p:Novel	2.69159989086797	-0.19856265105155	0.306565345379867	-0.647700903066881	0.51717842004665	0.894838235517338	light_drinker_vs_no_coffee	FALSE	4.231	2.309	1.846	1.572	1.38	0.977
hsa-miR-6090	7.78540238186623	-0.45628300462183	0.26625466004487	-1.71370899027621	0.0865821849590401	0.562369408544315	light_drinker_vs_no_coffee	FALSE	10.331	5.6	8.736	5.859	3.83	4.06
hsa-miR-6090-5p:Novel	17.0878831137344	-0.618279653380308	0.27696334602956	-2.23235190592447	0.0255917138007887	0.402568810747285	light_drinker_vs_no_coffee	FALSE	21.067	19.838	15.848	9.433	9.758	5.709
hsa-miR-610	1.66043309602525	-0.413506906097388	0.361486743115442	-1.14390614309563	0.252662563125946	0.764011012714591	light_drinker_vs_no_coffee	FALSE	2.709	1.45	1.462	0.911	0.683	0.465
hsa-miR-610-3p:Novel	7.77257286160612	0.132993447957932	0.276881021338326	0.48032706364307	0.630994847762768	0.91643155520464	light_drinker_vs_no_coffee	FALSE	6.037	8.7	8.139	3.388	4.607	4.599
hsa-miR-611	11.2059178962367	0.443773302639658	0.24984136147313	1.7762203184575	0.0756966105642148	0.537149377556594	light_drinker_vs_no_coffee	FALSE	12.353	8.824	11.084	7.253	4.963	5.604
hsa-miR-611-5p:Novel	2.67943882810361	0.0731184761114792	0.362698899706688	0.201595527779681	0.840232941763545	0.96656868241057	light_drinker_vs_no_coffee	FALSE	3.832	1.926	1.355	0.929	0.813	0.626
hsa-miR-612	20.7727056376441	-0.736713210280375	0.311683700544603	-2.36365651778749	0.0180955810829533	0.360217259196505	light_drinker_vs_no_coffee	FALSE	34.379	8.481	15.675	5.658	5.141	4.602
hsa-miR-612-3p:Novel	3.17723999930546	0.0587891799471372	0.226845827064557	0.259159186253872	0.795512420175235	0.955685875568794	light_drinker_vs_no_coffee	FALSE	3.654	3.214	2.841	2.053	2.07	2.121
hsa-miR-6124	3.55558902149185	0.243756126990705	0.262608439226979	0.92821132370396	0.353297961693367	0.828640051189526	light_drinker_vs_no_coffee	FALSE	3.5	3.943	3.326	2.229	2.953	2.139
hsa-miR-6124-3p:Novel	94.186065805724	0.0213817011450731	0.157959454615677	0.135361958529774	0.892325699952738	0.982194625769002	light_drinker_vs_no_coffee	FALSE	103.598	97.272	87.59	80.385	61.921	66.46
hsa-miR-6125	71.8216848551919	0.322082035921044	0.266626633194475	1.20798898467926	0.227051499410175	0.751965936182171	light_drinker_vs_no_coffee	FALSE	72.62	78.614	68.144	40.012	30.211	35.76
hsa-miR-6125-5p:Novel	22.2148750196363	0.0732056411071407	0.176317500257611	0.415192144853362	0.678001248725659	0.924721567305511	light_drinker_vs_no_coffee	FALSE	29.656	20.789	21.357	18.37	13.254	13.779
hsa-miR-6126	8.72820630979292	-0.276093857008409	0.291920324324594	-0.945784976250618	0.344258269934002	0.824413871045742	light_drinker_vs_no_coffee	FALSE	10.631	6.469	11.348	4.422	2.633	3.46
hsa-miR-6126-3p:Novel	22.1883763834495	0.0540313873338395	0.197512732484683	0.273559008850377	0.784423538860326	0.954533951154621	light_drinker_vs_no_coffee	FALSE	24.769	20.723	20.097	15.849	14.204	14.264
hsa-miR-6127	66.4030783813956	-0.0488018463298892	0.209901559081665	-0.232498731993231	0.816150671959358	0.965125800169666	light_drinker_vs_no_coffee	FALSE	69.639	92.756	44.501	42.655	35.804	26.095
hsa-miR-6127-3p:Novel	40.1993111232585	-0.396889213206381	0.25285642309194	-1.56962282529034	0.116502885092089	0.609049789743894	light_drinker_vs_no_coffee	FALSE	56.001	37.312	33.08	24.757	16.139	16.784
hsa-miR-6128	1.28773691687117	0.294253758384371	0.383052156634249	0.768181965009363	0.44237908657472	0.863965639096495	light_drinker_vs_no_coffee	FALSE	1.291	1.283	1.249	0.438	0.172	0.521
hsa-miR-6128-5p:Novel	1.03834024865127	-0.314540586268288	0.355211552999457	-0.885502128554835	0.375885872099343	NA	light_drinker_vs_no_coffee	NA	1.35	0.784	1.084	0.447	0.305	0.041
hsa-miR-6129	9.71193651446614	-0.146914903917172	0.230572646883558	-0.63717403561475	0.524011488123468	0.897799822391761	light_drinker_vs_no_coffee	FALSE	14.258	8.441	7.531	7.265	5.872	5.449
hsa-miR-6129-3p:Novel	4.76891877931621	-0.251037561896688	0.251452620695766	-0.998349355843144	0.31810998226749	0.816143603427527	light_drinker_vs_no_coffee	FALSE	6.086	4.838	4.319	3.629	2.809	2.689
hsa-miR-613	2.14888746411124	-0.117805439796852	0.394758991803605	-0.29842370216474	0.765379801036618	0.948362632646915	light_drinker_vs_no_coffee	FALSE	2.847	2.131	1.884	0.949	0.763	0.305
hsa-miR-613-5p:Novel	1.77454765416841	0.284069837581668	0.261893658006165	1.08467627564689	0.278065059027676	0.787289445731656	light_drinker_vs_no_coffee	FALSE	2.024	1.856	1.372	1.217	1.531	0.851
hsa-miR-6130	30.950738991445	0.122807669537039	0.229712781727404	0.534614001944276	0.592916799366082	0.907219865534166	light_drinker_vs_no_coffee	FALSE	30.903	40.47	26.943	15.039	21.595	21.95
hsa-miR-6130-5p:Novel	5.82725761568926	-0.409127200046852	0.285328303207257	-1.43388228734417	0.151605857323938	0.686785932614082	light_drinker_vs_no_coffee	FALSE	8.809	5.337	4.232	2.823	2.474	2.392
hsa-miR-6131	21.9135214415382	0.508561274925778	0.25716180334664	1.97759258298661	0.0479746866738116	0.473725136206726	light_drinker_vs_no_coffee	FALSE	17.932	24.795	20.328	11.413	14.682	12.019
hsa-miR-6131-5p:Novel	90.8471880533673	-0.0299268844788737	0.282532090044489	-0.105923842046266	0.915642777264439	0.984554902419982	light_drinker_vs_no_coffee	FALSE	231.155	58.144	27.089	17.293	19.532	14.283
hsa-miR-6132	14.0420164297668	0.263744560458205	0.221000464737268	1.19341179110982	0.232708139375547	0.755691801387244	light_drinker_vs_no_coffee	FALSE	16.779	14.346	12.344	10.328	10.558	5.853
hsa-miR-6132-3p:Novel	5.05442072053768	0.173433052109729	0.311599399367305	0.556589815198235	0.577807713968731	0.907136517898635	light_drinker_vs_no_coffee	FALSE	4.713	5.908	5.177	2.466	2.993	1.939
hsa-miR-6133	2.76955215933576	-0.311653406190853	0.274939171075651	-1.13353584711689	0.256989296274421	0.774180255026695	light_drinker_vs_no_coffee	FALSE	3.535	2.483	2.29	2.411	1.65	1.454
hsa-miR-6133-5p:Novel	8.79862318494674	0.153816405751586	0.206899930437474	0.743433820525473	0.457219074678416	0.86832050362702	light_drinker_vs_no_coffee	FALSE	11.415	8.505	7.241	8.377	6.503	5.608
hsa-miR-6134	7.0847826937003	-0.444165391248146	0.262182845365698	-1.69410546532369	0.0902452439821178	0.563668385102336	light_drinker_vs_no_coffee	FALSE	10.433	4.814	5.056	5.411	3.327	3.313
hsa-miR-6134-5p:Novel	3.29238480863239	-0.241107013933466	0.27810254177884	-0.866971629929242	0.385957554262089	0.840572915671782	light_drinker_vs_no_coffee	FALSE	4.004	3.106	3.11	2.671	1.943	1.642
hsa-miR-614	1.58991611507094	-0.456935358326942	0.346067712404178	-1.32036402689102	0.186713508041071	0.725387639756993	light_drinker_vs_no_coffee	FALSE	2.192	1.316	1.355	0.899	0.913	0.455
hsa-miR-614-5p:Novel	1.13358845379694	-0.127473397777694	0.305945542470111	-0.4166538814343	0.676931592015687	0.924308859352864	light_drinker_vs_no_coffee	FALSE	1.814	1.146	0.644	0.678	0.708	0.184
hsa-miR-615-3p	6.07316445248869	0.38524981950238	0.376681214682779	1.02274762978774	0.306427185071827	0.807092367238363	light_drinker_vs_no_coffee	FALSE	4.848	6.197	6.604	2.064	2.035	2.502
hsa-miR-615-5p	34.6309206334771	-0.19359993175516	0.378872625449763	-0.510989495547048	0.60935841228599	0.910652005276269	light_drinker_vs_no_coffee	FALSE	45.707	38.367	27.876	7.946	3.457	4.237
hsa-miR-616-3p	4.54449484333882	0.196181377590317	0.254840753487056	0.769819484936821	0.441406979768788	0.863965639096495	light_drinker_vs_no_coffee	FALSE	4.51	4.309	4.711	3.127	3.205	2.694
hsa-miR-616-5p	0.336615876830481	0.756444684634712	0.667772112596553	1.13278867201172	0.257303009686755	NA	light_drinker_vs_no_coffee	NA	0.235	0.352	0.377	0	0	0
hsa-miR-6165	5.71004752770919	0.0156413079499846	0.237212038146896	0.0659380867521513	0.947427117706102	0.991730180580083	light_drinker_vs_no_coffee	FALSE	7.052	5.298	4.854	4.339	3.099	3.334
hsa-miR-6165-3p:Novel	24.5647493577275	0.289428138255317	0.197723974120064	1.46379891231383	0.14324889973281	0.669050093713317	light_drinker_vs_no_coffee	FALSE	23.511	27.018	23.787	15.004	21.928	18.03
hsa-miR-617	8.25407491726818	-0.354478521674903	0.342636013186188	-1.03456294152675	0.300873068194776	0.801757268876628	light_drinker_vs_no_coffee	FALSE	13.068	7.47	2.419	2.511	2.038	1.4
hsa-miR-617-3p:Novel	30.6632927647353	0.223142509143227	0.257993484863228	0.864915287537293	0.387085286145937	0.840572915671782	light_drinker_vs_no_coffee	FALSE	30.072	32.23	28.728	17.896	15.625	16.316
hsa-miR-618	0.981008989185631	0.552099278063681	0.356871847708698	1.54705192244343	0.121850725801261	NA	light_drinker_vs_no_coffee	NA	0.963	1.049	0.912	0.262	0.391	0.223
hsa-miR-618-3p:Novel	5.55971949907722	0.604039078979139	0.260352155724889	2.32008479936468	0.0203362904653432	0.382072018544704	light_drinker_vs_no_coffee	FALSE	7.028	5.444	4.44	3.212	3.545	2.999
hsa-miR-619-3p	1.23852733663723	-0.371824134188595	0.581311753041322	-0.639629479781333	0.522413512225605	0.897799822391761	light_drinker_vs_no_coffee	FALSE	1.297	1.552	1.103	0	0	0
hsa-miR-619-5p	3.3362000045142	0.155349696367622	0.332890189813789	0.466669493788692	0.64073635880905	0.918023097157042	light_drinker_vs_no_coffee	FALSE	5.245	2.827	2.929	1.088	1.564	1.148
hsa-miR-620	0.348943558866818	0.227096384648123	0.681914107220903	0.333027843599892	0.73911326550324	NA	light_drinker_vs_no_coffee	NA	0.496	0.396	0.159	0	0	0
hsa-miR-620-5p:Novel	1.70109734911451	-0.613444713250251	0.478831620166041	-1.28112824511784	0.200148624364332	0.738062171957955	light_drinker_vs_no_coffee	FALSE	2.469	0.649	1.558	0	0	0
hsa-miR-621	8.11692101088019	-0.421810804504022	0.26492604576979	-1.59218321957879	0.111343542526515	0.601977131775047	light_drinker_vs_no_coffee	FALSE	12.533	6.293	6.808	5.549	4.04	3.628
hsa-miR-621-5p:Novel	2.32854881426623	0.0101528352310407	0.35087697076203	0.0289355987341971	0.976915953816231	0.991730180580083	light_drinker_vs_no_coffee	FALSE	2.713	2.26	1.762	1.261	0.719	0.692
hsa-miR-622	47.6231733964898	-0.810772619925976	0.289716507418503	-2.79850336161479	0.00513400350283465	0.22013793896018	light_drinker_vs_no_coffee	FALSE	139.702	16.769	17.082	13.858	9.605	7.406
hsa-miR-622-5p:Novel	6.7546546457781	0.230639665004666	0.215442370609384	1.07053995159957	0.284376335974865	0.790874066251059	light_drinker_vs_no_coffee	FALSE	7.303	7.002	6.602	5.653	5.405	4.474
hsa-miR-623	7.06190382893145	-0.642815067430338	0.264932972172854	-2.42633094007996	0.0152523547343501	0.33416522645258	light_drinker_vs_no_coffee	FALSE	10.8	5.339	5.122	4.564	3.243	2.611
hsa-miR-623-3p:Novel	4.63816106874858	0.110646167456273	0.276205257403559	0.400593994829757	0.68871906765705	0.926952858955095	light_drinker_vs_no_coffee	FALSE	5.282	4.518	4.182	2.901	2.752	2.239
hsa-miR-624-3p	0.277585685009666	-0.325196057620214	0.735444830210806	-0.442176005951391	0.658361847476745	NA	light_drinker_vs_no_coffee	NA	0.251	0.222	0.346	0	0	0
hsa-miR-624-5p	1.87770816462715	0.477021482614304	0.48839336526362	0.976715730683242	0.328709905157299	0.820440484586677	light_drinker_vs_no_coffee	FALSE	1.447	2.615	1.4	0	0	0
hsa-miR-625-3p	0.528032461730969	0.0616892510697638	0.404214895664924	0.152614987056047	0.878701905495594	NA	light_drinker_vs_no_coffee	NA	0.86	0.479	0.321	0	0	0
hsa-miR-625-5p	2.80232167461128	0.0129561658923896	0.306054451996057	0.0423328783747167	0.96623333561718	0.991730180580083	light_drinker_vs_no_coffee	FALSE	3.892	2.574	2.33	1.67	1.198	1.115
hsa-miR-626	2.7759832503531	-0.179612486818746	0.311244467421419	-0.577078488516726	0.563886435276495	0.907136517898635	light_drinker_vs_no_coffee	FALSE	3.165	2.241	3.227	1.443	1.543	0.972
hsa-miR-626-5p:Novel	2.00241246829586	0.580936355038902	0.426764116999147	1.36125867170801	0.173431958579406	0.709741048823046	light_drinker_vs_no_coffee	FALSE	1.833	1.937	2.392	0.848	0.405	0
hsa-miR-627-3p	0.510921685023463	-0.417909355955748	0.441811268639799	-0.945900174167948	0.344199504652603	NA	light_drinker_vs_no_coffee	NA	0.645	0.363	0.578	0	0	0
hsa-miR-627-5p	2.11456590281477	-0.288445238219001	0.305116752664927	-0.94536021276998	0.344475007528242	0.824413871045742	light_drinker_vs_no_coffee	FALSE	2.959	2.172	1.257	1.301	1.286	0.853
hsa-miR-628-3p	3.92316390706465	-0.0668819953038822	0.319940737049261	-0.209044949763882	0.834413148870449	0.966480508133621	light_drinker_vs_no_coffee	FALSE	6.158	2.691	3.253	1.87	1.221	1.145
hsa-miR-628-5p	0.0875369481358333	-0.0457114143776753	1.20176153376974	-0.0380370090847272	0.969658174385189	NA	light_drinker_vs_no_coffee	NA	0.164	0.068	0.042	0	0	0
hsa-miR-629-3p	1.36851389775848	1.32081386534541	0.73432027814639	1.79868907975615	0.0720678772984209	0.537149377556594	light_drinker_vs_no_coffee	FALSE	0.779	1.388	1.896	0	0	0
hsa-miR-629-5p	7.82460140825577	-0.0597242880728471	0.395733199780809	-0.150920590200487	0.880038357894504	0.979626994238223	light_drinker_vs_no_coffee	FALSE	16.556	5.199	3.943	1.593	1.72	0.868
hsa-miR-630	0.930204345068701	0.416841495260502	0.383580846445958	1.08671092188966	0.277164585623864	NA	light_drinker_vs_no_coffee	NA	0.968	1.283	0.591	0.23	0	0
hsa-miR-630-5p:Novel	1.30964989451383	0.367779115581705	0.366894368324437	1.00241144954421	0.316144914556119	0.813482716104964	light_drinker_vs_no_coffee	FALSE	1.96	1.065	1.183	0.402	0.138	0.204
hsa-miR-631	2.34121863684074	0.319077987464578	0.353776862068206	0.901918756357395	0.367100026945994	0.832845310411995	light_drinker_vs_no_coffee	FALSE	1.954	2.523	2.421	0.976	1.471	0.691
hsa-miR-631-3p:Novel	12.5244858375964	0.190284961945175	0.290499303147889	0.65502725783925	0.512450204507989	0.894086692005095	light_drinker_vs_no_coffee	FALSE	14.033	12.267	12.636	8.685	6.63	3.903
hsa-miR-632	39.8232230674074	-0.442345048772138	0.248033782093953	-1.78340645793395	0.0745201627619835	0.537149377556594	light_drinker_vs_no_coffee	FALSE	70.675	22.749	27.16	14.292	7.696	8.678
hsa-miR-632-5p:Novel	5.99460768755746	0.19565520048415	0.308276878901633	0.634673612829008	0.525641306802811	0.897799822391761	light_drinker_vs_no_coffee	FALSE	4.594	6.709	7.424	2.19	3.073	2.379
hsa-miR-633	2.41870254526406	-0.0574500119089144	0.350501751789907	-0.16390791662391	0.869803634826149	0.976628211522262	light_drinker_vs_no_coffee	FALSE	3.18	2.346	1.858	1.084	1.05	0.643
hsa-miR-633-5p:Novel	31.1079756378624	2.53224121730835	0.485119120485375	5.21983387250285	1.79083697255762e-07	0.000431591710386387	light_drinker_vs_no_coffee	TRUE	10.881	63.979	16.812	2.375	2.516	1.37
hsa-miR-634	2.6346216286192	0.169301434368784	0.28901737072448	0.585782902752164	0.558021414578875	0.905936491880441	light_drinker_vs_no_coffee	FALSE	3.732	2.489	2.106	1.857	1.08	1.253
hsa-miR-634-5p:Novel	2.35963833680944	-0.660260802183762	0.293444086588627	-2.25003955560831	0.0244464344593528	0.400788483313199	light_drinker_vs_no_coffee	FALSE	3.538	1.748	1.941	2.425	1.149	1.149
hsa-miR-635	2.95693299031022	0.299763596831195	0.296070005359376	1.01247539907778	0.311310803436055	0.810141963562576	light_drinker_vs_no_coffee	FALSE	4.3	2.861	2.423	1.145	0.788	0.423
hsa-miR-635-3p:Novel	8.83969972075929	-0.0904361208063	0.178031423992707	-0.507978416271077	0.611468479907143	0.910652005276269	light_drinker_vs_no_coffee	FALSE	9.391	8.557	8.67	6.673	7.354	7.319
hsa-miR-636	45.3559157480064	-0.166269603688116	0.247544695442399	-0.671675082315814	0.501790567788361	0.892029582381267	light_drinker_vs_no_coffee	FALSE	50.789	48.261	45.596	27.977	19.646	18.73
hsa-miR-636-5p:Novel	7.61787387546879	0.037895208337941	0.27977051555905	0.1354510437321	0.892255268887879	0.982194625769002	light_drinker_vs_no_coffee	FALSE	8.063	7.34	7.578	3.528	3.872	3.781
hsa-miR-637	12.5916859351582	-0.13054146116787	0.198579389163333	-0.657376688073599	0.510938737289355	0.894086692005095	light_drinker_vs_no_coffee	FALSE	14.036	11.75	10.732	11.321	9.585	9.063
hsa-miR-637-5p:Novel	5.01295565861154	-0.170288224247191	0.274199049182953	-0.621038711675365	0.53457415276838	0.900129172672381	light_drinker_vs_no_coffee	FALSE	7.219	4.521	3.474	3.008	2.541	2.155
hsa-miR-638	52.0162714117931	-0.111904104842511	0.319806130603825	-0.349912319164193	0.726404501432868	0.932945115715301	light_drinker_vs_no_coffee	FALSE	70.835	60.096	25.223	16.364	18.207	10.338
hsa-miR-638-3p:Novel	83.6704686137544	-0.263850913446186	0.227722227101746	-1.15865243724451	0.246597885419578	0.763296945552954	light_drinker_vs_no_coffee	FALSE	103.759	100.845	58.593	51.762	69.581	36.307
hsa-miR-639	24.2549482628128	-0.227625074428463	0.248025695661257	-0.91774795277399	0.358750836411173	0.828640051189526	light_drinker_vs_no_coffee	FALSE	34.082	23.825	19.803	14.391	10.162	10.886
hsa-miR-639-5p:Novel	13.4779504632997	0.229363139347761	0.297881804461101	0.769980361045225	0.441311542395341	0.863965639096495	light_drinker_vs_no_coffee	FALSE	20.797	12.53	7.327	4.504	2.248	1.834
hsa-miR-640	2.37526803707321	-0.0495494604029997	0.31124836105584	-0.159195891778881	0.873514540473183	0.977330567567489	light_drinker_vs_no_coffee	FALSE	2.204	3.41	1.504	1.221	1.08	1.216
hsa-miR-640-5p:Novel	8.89783379742587	-0.113318778605906	0.225066842088905	-0.503489441421776	0.614620201926043	0.910652005276269	light_drinker_vs_no_coffee	FALSE	10.28	8.865	7.22	6.954	5.54	5.316
hsa-miR-641	9.84903792154145	-0.125565079669694	0.209319706856822	-0.599872231598251	0.548591389913756	0.902460921291572	light_drinker_vs_no_coffee	FALSE	12.323	7.871	10.062	8.44	5.883	6.464
hsa-miR-641-3p:Novel	33.8251801560775	0.367752506466017	0.238328762987716	1.54304709954363	0.122819348551463	0.621837458002154	light_drinker_vs_no_coffee	FALSE	32.993	26.185	41.443	16.44	15.284	18.031
