ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average_abstemious	Average_moderate	Average_heavy	Median_abstemious	Median_moderate	Median_heavy
hsa-let-7a-2-3p	0.569890448135439	0.499652762210297	0.682277481071882	0.732330724773922	0.463966730435367	0.999318086906305	moderate_vs_abstemious	FALSE	0.273753093925284	0.595166291813157	0.598404358835011	0	0	0
hsa-let-7a-3p	534.428735832435	-0.0161376170953131	0.516758278812645	-0.0312285603481622	0.975087263153483	0.999318086906305	moderate_vs_abstemious	FALSE	3128.44297188685	399.661611146555	125.249972120665	33.1664606305078	15.406763336234	15.9437196035047
hsa-let-7a-5p	14.2545033059458	1.1382971838508	0.427076122418526	2.66532621258392	0.00769136738711869	0.626399269527666	moderate_vs_abstemious	FALSE	9.82914959343421	15.1057764575538	13.8092503141567	7.31958632117258	5.77056409610289	6.31107320594666
hsa-let-7b-3p	0.470368105074011	0.367935175012999	1.0603215173303	0.347003403212448	0.728588762055968	0.999318086906305	moderate_vs_abstemious	FALSE	0.595008579991925	0.589574013387687	0.219453646797641	0	0	0
hsa-let-7b-5p	319.033725136674	0.186523163734829	0.543930552890378	0.342917239606542	NA	NA	moderate_vs_abstemious	NA	1680.05730426498	241.430249797137	117.031479715587	17.3509189977537	11.9611947144992	10.4925851548197
hsa-let-7c-3p	4.06344818730709	0.00357043115351706	0.556557895378344	0.0064152016944974	0.994881444722412	0.999318086906305	moderate_vs_abstemious	FALSE	9.5312386120837	3.27132391192737	4.13578327972902	0.819850232120077	0	0.644695687817174
hsa-let-7c-5p	23.6780984884947	0.298052130207094	0.528262863254817	0.564211779663419	0.572610011991947	0.999318086906305	moderate_vs_abstemious	FALSE	137.064272177492	16.5755500225199	8.02229033134261	4.18262075495576	2.91223327821556	2.42370466479807
hsa-let-7d-3p	4.91113572196864	0.772964134428598	0.603993351486164	1.27975603129847	0.200630951845106	0.999318086906305	moderate_vs_abstemious	FALSE	16.4959023035451	4.3669970964087	2.97754325899956	1.58193103036999	1.31463357061933	0.646253243733447
hsa-let-7d-5p	61.4386930829004	0.291253054936898	0.542491295957801	0.536880604549928	0.59135008922519	0.999318086906305	moderate_vs_abstemious	FALSE	359.980912955097	41.0486790689491	23.3256231676143	6.03832375935978	2.94625695294641	3.94742227895745
hsa-let-7e-3p	0.077571363360395	-0.508419637110166	2.22459214599445	-0.228545101188824	0.81922249804629	0.999318086906305	moderate_vs_abstemious	FALSE	0.272477138399385	0.0535348199701305	0.0724224735219373	0	0	0
hsa-let-7e-5p	6.95094202924967	-0.0583931195898092	0.503530764477643	-0.115967332503279	0.907678431960486	0.999318086906305	moderate_vs_abstemious	FALSE	32.3988193151099	4.5683812045033	4.88805836769839	2.65211808195127	2.04113862942958	2.49795843660763
hsa-let-7f-1-3p	0.123785377612623	0.559225282270249	2.12609893433637	0.263028814529181	0.792528370059593	0.999318086906305	moderate_vs_abstemious	FALSE	0.0508741573929702	0.0812088941649421	0.220596949612002	0	0	0
hsa-let-7f-2-3p	0.533337450852841	-0.817570738492654	0.616605813737899	-1.3259212292153	0.184865790328167	0.999318086906305	moderate_vs_abstemious	FALSE	1.46890508273533	0.469008545864886	0.414692169287114	0.333065999027202	0	0
hsa-let-7f-5p	1.94152510180154	0.183516772707632	0.533979098765007	0.343677820221938	0.731088593148686	0.999318086906305	moderate_vs_abstemious	FALSE	2.09564001184911	1.96093680309063	1.86676512755089	1.00638729322663	0.688012014792039	0.68610225332903
hsa-let-7g-3p	3.10102160605074	-0.339083710433992	0.511065442265131	-0.663483934525322	0.507020665344115	0.999318086906305	moderate_vs_abstemious	FALSE	3.64595607152303	2.82020489479062	3.47967429018304	0.666131998054403	0	0.377277105977878
hsa-let-7g-5p	355.953910745183	0.0609139651298699	0.603903060947066	0.100867124326779	0.919655940957401	0.999318086906305	moderate_vs_abstemious	FALSE	1957.15540141395	260.312682359557	126.296060005314	11.73127536813	6.99646980651131	5.3617137786463
hsa-let-7i-3p	0.310021668201733	0.61248354855853	0.843758306375456	0.725899281738137	0.467900516870488	0.999318086906305	moderate_vs_abstemious	FALSE	0.292533424660586	0.378294878197226	0.188829316840451	0	0	0
hsa-let-7i-5p	389.310207941621	0.759496901480104	0.587863048706847	1.29196230848462	NA	NA	moderate_vs_abstemious	NA	2085.45763863236	291.552854559878	139.493055722374	9.9609389725201	7.31509798142782	8.00452628883868
hsa-miR-1-2-5p:Novel	8.51897987372947	0.640066349915145	0.459318086318444	1.39351436179108	0.163464305136761	0.999318086906305	moderate_vs_abstemious	FALSE	7.98483297073345	8.43410803535543	8.81046127176337	3.80399894904697	3.74078755078331	4.15030714321328
hsa-miR-1-3p	1.77994078240622	0.237037543562505	0.434357709299355	0.545719664892932	0.585258652295959	0.999318086906305	moderate_vs_abstemious	FALSE	2.00779950915958	1.88099961976772	1.53626831088356	1.36855426032298	1.08498882838342	1.02041786027268
hsa-miR-1-5p	11.8979326528047	0.309545399078855	0.417436987912093	0.741538023803586	0.458367285693143	0.999318086906305	moderate_vs_abstemious	FALSE	8.02795034445458	11.7873358755767	13.0818262410194	5.73895162484054	6.41654836685052	7.07486996291854
hsa-miR-100-3p	0.232401788571646	-0.0604538386790551	0.994448053065717	-0.0607913490228937	0.951525380059694	0.999318086906305	moderate_vs_abstemious	FALSE	0.289910614418115	0.237607043344086	0.208255217242585	0	0	0
