ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averageabstemious.28	Averageheavy.28	Averagelight.28	Medianabstemious.28	Medianheavy.28	Medianlight.28
has-miR-548o	0.287925216163174	-0.195469746747705	1.38603499874712	-0.14102800212433	0.887847820918882	NA	light.28_vs_heavy.28	NA	0.819544209917442	0.364885941835411	0.263037463529591	1.30347504090334	0	0
has-miR-548x	1.36713054679273	2.52072365423531	0.771985353216598	3.26524803059063	0.00109368262089669	NA	light.28_vs_heavy.28	NA	0.295243993802183	0.93566086562828	1.89289696748308	0.146758758346356	0	0
hsa-let-7a-2-3p	0.638897923688425	0.368071760861921	0.683509151109392	0.538503047493234	0.590229801754575	NA	light.28_vs_heavy.28	NA	0.117407006677085	0.551304615329799	0.800106679773202	0	0	0
hsa-let-7a-3p	137.524839917561	0.0203626498455428	0.42709076130453	0.047677570414649	0.961973209985902	0.985694777012489	light.28_vs_heavy.28	FALSE	25.8561155565589	36.5396009758887	226.460861962824	18.7851210683336	21.219997861349	13.7586767277156
hsa-let-7a-5p	8.92447060168507	0.150645960163071	0.386571623620701	0.389697409116822	0.696760312580644	0.890624752169198	light.28_vs_heavy.28	FALSE	7.71202519428746	13.5402846557546	7.45382550634282	7.31958632117258	4.35224684351315	3.45036919729746
hsa-let-7b-3p	0.294680240946625	0.443150499153058	1.45614080806134	0.304332174951579	0.760874834872532	NA	light.28_vs_heavy.28	NA	0.0587035033385424	0.15355254752847	0.387236573185268	0	0	0
hsa-let-7b-5p	73.1459732231244	0.397324709592251	0.455926540793031	0.871466506207668	0.38349948622481	0.708939289276143	light.28_vs_heavy.28	FALSE	13.6428759588243	29.3413953374219	117.116208110294	9.12432528632336	10.5965128357126	8.95350147642299
hsa-let-7c-3p	2.40175442813894	-0.538404949413766	0.530679658858278	-1.01455735192886	0.310316877658394	NA	light.28_vs_heavy.28	NA	10.8660711284322	2.12372416817324	1.81539287020995	1.32665842522031	0.624489609151907	0
hsa-let-7c-5p	6.4291207821317	-0.104457235432091	0.459235627320674	-0.227458910454156	0.820066916575138	0.933387692455104	light.28_vs_heavy.28	FALSE	4.41994397788905	5.00900712818456	8.44788979994379	4.18262075495576	3.36917616263829	2.43505707850035
hsa-let-7d-3p	2.77160257766232	1.57865997243659	0.695565881119095	2.26960524558319	0.0232315450749779	NA	light.28_vs_heavy.28	NA	2.50610861117754	1.83474282120952	5.04279843401806	2.60695008180667	0	1.19800709346518
hsa-let-7d-5p	14.2466789840754	-0.425873198977115	0.482221249705346	-0.88314896790081	0.377155789860156	0.700935726949716	light.28_vs_heavy.28	FALSE	6.32935409935656	7.38442276638778	21.2338298373645	4.64330448827109	4.33872992806906	2.83627861823916
hsa-let-7e-3p	0.0485034830290293	0.514164691648083	3.76932858379966	0.136407500757013	0.891499144357933	NA	light.28_vs_heavy.28	NA	0.521390016361334	0.0130241553094379	0.0537885308136664	0	0	0
hsa-let-7e-5p	4.19330498161414	0.359058226864365	0.461403035434459	0.778187829922432	0.436458290338799	0.747293899325472	light.28_vs_heavy.28	FALSE	18.1222660765872	3.41584145343196	4.14299237898672	2.09131037747788	2.35777754014989	2.09774884319636
hsa-let-7f-1-3p	0.0924076546196397	0.565763019503982	3.7680029721736	0.150149302875315	0.88064682278225	NA	light.28_vs_heavy.28	NA	0.0293517516692712	0.185348708051615	0.0531033350164954	0	0	0
hsa-let-7f-2-3p	0.586428844638111	-0.239221675504924	0.824669868923612	-0.290081746065446	0.77175370022133	NA	light.28_vs_heavy.28	NA	0.856805658053612	0.376534484030433	0.566078886044676	1.30347504090334	0	0
hsa-let-7f-5p	1.71469356427272	-0.0675331121412518	0.550861159968728	-0.122595523244161	0.902427399635833	NA	light.28_vs_heavy.28	NA	2.10233548994653	1.18294670568556	1.94188771195361	1.98998763783047	0.504595849319647	0.615156600840658
hsa-let-7g-3p	2.59430250875676	0.250434840318971	0.537666363611542	0.465781118678846	0.641372181462913	NA	light.28_vs_heavy.28	NA	7.44686901902927	3.34461690545779	3.15025947277527	0.666131998054403	0	0
hsa-let-7g-5p	73.6452310998158	0.348912773508738	0.506220377214291	0.689250747725308	0.490665486389606	0.779722940022034	light.28_vs_heavy.28	FALSE	9.01368063426674	20.902218457419	123.588994621458	7.33793791731781	4.86410953426954	6.35847495057915
hsa-let-7i-3p	0.318675899686391	0.0996850225059436	1.00390856576227	0.0992969139876321	0.920902528590374	NA	light.28_vs_heavy.28	NA	0	0.261444956692732	0.370761262251994	0	0	0
hsa-let-7i-5p	69.8407741425435	0.874780371320001	0.501166550487864	1.74548834208596	0.0808998999863415	0.338176158501464	light.28_vs_heavy.28	FALSE	5.45360035568173	38.4819865297022	104.900883184548	4.32985798735362	6.71710364256269	7.16512008145835
hsa-miR-1-2-5p:Novel	6.95114167052812	-0.971091570349474	0.372399064259975	-2.60766383041056	0.0091162434451089	0.133576956585175	light.28_vs_heavy.28	FALSE	5.23676950992028	10.567867136075	5.86133060683782	3.99679198832642	4.28089437374607	3.65656325382065
hsa-miR-1-3p	1.50732516730025	0.594183436934673	0.415590458153464	1.42973310690223	0.152793634440114	NA	light.28_vs_heavy.28	NA	2.5617371141327	1.47222644976851	1.64528518196392	2.60695008180667	1.05110197384487	1.08240400136821
hsa-miR-1-5p	12.4579438851916	-0.245696939323639	0.403442641334569	-0.609000918968022	0.542523829775606	0.816425049781236	light.28_vs_heavy.28	FALSE	8.17163077353613	15.3608796507015	11.8675772783745	7.31958632117258	7.56478531165729	6.35809514030493
