ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average_abstemious	Average_moderate	Average_heavy	Median_abstemious	Median_moderate	Median_heavy
hsa-let-7a-2-3p	0.663880742435495	2.65580013498399	1.32432919062202	2.00539273300817	0.0449210779861834	NA	moderate_vs_abstemious	NA	0.117407006677085	0.777635372102501	0.612820096275842	0	0	0
hsa-let-7a-3p	128.887601362996	0.654489550424192	0.83021872667812	0.788333880449724	0.430501434934795	0.688846860694883	moderate_vs_abstemious	FALSE	25.8561155565589	239.7278568516	36.633285713389	18.7851210683336	13.6821691560665	21.7612342175658
hsa-let-7a-5p	8.74016079189347	0.376209616958432	0.705035638602609	0.533603688040628	0.593615756101287	0.803577025448877	moderate_vs_abstemious	FALSE	7.71202519428746	6.70881740857424	14.0300042496779	7.31958632117258	3.39494246705517	4.83294029086618
hsa-let-7b-3p	0.285110343632983	0.541595290354049	2.67886960399744	0.202173069396836	0.839781425901938	NA	moderate_vs_abstemious	NA	0.0587035033385424	0.40945239849705	0.144591305902947	0	0	0
hsa-let-7b-5p	70.0875408174253	0.179877202823236	0.869231491997195	0.206938202860023	0.836058120649626	0.929064987714551	moderate_vs_abstemious	FALSE	13.6428759588243	124.573830734483	27.3417942972258	9.12432528632336	8.95350147642299	9.60543154660642
hsa-let-7c-3p	2.39493565663843	-1.42307144995727	0.968447150910258	-1.46943635346514	0.141714473077375	NA	moderate_vs_abstemious	NA	10.8660711284322	1.39214368997165	2.74242357578756	1.32665842522031	0	0.644695687817174
hsa-let-7c-5p	6.30124930181692	0.437672270079994	0.814576232645127	0.537300565054256	0.591060015195984	0.803577025448877	moderate_vs_abstemious	FALSE	4.41994397788905	8.92870050282309	4.64006984772285	4.18262075495576	2.83529573544645	3.06125358081804
hsa-let-7d-3p	3.09409472461533	1.31672575578495	1.28228775643945	1.02685668577318	0.304487952591154	NA	moderate_vs_abstemious	NA	2.50610861117754	5.32739064195531	1.74313381036657	2.60695008180667	1.19800709346518	0
hsa-let-7d-5p	13.614477886714	0.961999305107342	0.888937387151596	1.08219017335952	0.279168034004724	0.561189574319548	moderate_vs_abstemious	FALSE	6.32935409935656	22.4661508196176	6.98321553113049	4.64330448827109	2.64582746108534	4.33872992806906
hsa-let-7e-3p	0.0588535158974728	-1.07680613924082	7.90030100105551	-0.136299381390273	0.891584612900137	NA	moderate_vs_abstemious	NA	0.521390016361334	0.0550838290289279	0.0154356554107084	0	0	0
hsa-let-7e-5p	4.10975449120145	0.0111879721234457	0.819134392066224	0.0136582863957459	0.989102602974897	0.9984112824524	moderate_vs_abstemious	FALSE	18.1222660765872	3.74362716321339	4.10969066968327	2.09131037747788	2.06075060680065	2.47753292064852
hsa-let-7f-1-3p	0.0846013670984306	1.72130492680636	7.91406096489713	0.217499578843431	0.827819035176446	NA	moderate_vs_abstemious	NA	0.0293517516692712	0.0568298848422144	0.165311009883873	0	0	0
hsa-let-7f-2-3p	0.579795096191228	-0.114369732806395	1.45363629950841	-0.0786783687536367	0.937288451367287	NA	moderate_vs_abstemious	NA	0.856805658053612	0.573572358314445	0.38548177291368	1.30347504090334	0	0
hsa-let-7f-5p	1.67550399057244	0.52849194164067	1.05534562687472	0.500776170557259	0.61652865806063	NA	moderate_vs_abstemious	NA	2.10233548994653	2.00909893510862	1.16145276798924	1.98998763783047	0.615156600840658	0.504595849319647
hsa-let-7g-3p	3.21759274080255	0.217095843483083	1.02952478202862	0.210869954053276	0.832988750132676	NA	moderate_vs_abstemious	NA	7.44686901902927	2.58737611329806	4.19074992598402	0.666131998054403	0	0
hsa-let-7g-5p	70.2171683969702	-0.273867981102598	0.975193224472256	-0.280834581526965	NA	NA	moderate_vs_abstemious	NA	9.01368063426674	131.053534210163	20.5040657033648	7.33793791731781	6.3017532384341	4.94266693993167
hsa-let-7i-3p	0.317522672257028	1.68621232563553	1.83189367854656	0.920474995564906	0.357324593797137	NA	moderate_vs_abstemious	NA	0	0.386862254340923	0.248458704616194	0	0	0
hsa-let-7i-5p	66.665425614267	0.540176679185787	0.97133390715878	0.556118421486842	0.578129902649353	0.798821176962806	moderate_vs_abstemious	FALSE	5.45360035568173	110.383960842471	37.2155043707225	4.32985798735362	6.84512316931625	8.00452628883868
hsa-miR-1-2-5p:Novel	6.90883185977335	-0.839029669065411	0.729945279250211	-1.14944187313226	0.250373822180223	0.541809404723682	moderate_vs_abstemious	FALSE	5.23676950992028	5.08727403147864	11.2515179111702	3.99679198832642	3.65656325382065	4.28089437374607
hsa-miR-1-3p	1.52891739840967	0.253837105296314	0.724615701628258	0.350305830698845	0.726109189900834	NA	moderate_vs_abstemious	NA	2.5617371141327	1.64222849277281	1.49564445551649	2.60695008180667	1.08240400136821	1.05110197384487
hsa-miR-1-5p	12.0767450168724	-0.628519639646592	0.766875455922615	-0.81958502491181	0.412452713394688	0.678519618771953	moderate_vs_abstemious	FALSE	8.17163077353613	10.3543780344718	17.314370121327	7.31958632117258	5.23529590758316	8.05536112413134
hsa-miR-100-3p	0.187442090181106	0.541902455818893	2.90669454425604	0.186432543071908	0.852105574083698	NA	moderate_vs_abstemious	NA	0.125316703143983	0.211802265921091	0.210910301847676	0	0	0
hsa-miR-100-5p	4.68564968919436	0.434499090058754	1.47014327048076	0.295548807237451	0.767574673720735	0.911159494724067	moderate_vs_abstemious	FALSE	2.60226962447827	4.09221477491795	4.91344188780123	1.30347504090334	0	0.463248527073289
