miRNA	SC	SC.p	SC.fdr	PC	PC.p	PC.fdr	DC
hsa-miR-1288-5p	0.0078	0.9334	0.981495128205128	0.0383	0.6835	0.900062179487179	0.1331
hsa-miR-1290-5p:Novel	0.1094	0.2424	0.656834523809524	0.0608	0.517	0.866610655737705	0.1711
hsa-miR-1291-3p:Novel	-0.1406	0.1323	0.581835483870968	-0.1256	0.1793	0.79899595959596	0.1614
hsa-miR-1293	-0.0258	0.7836	0.972860683760684	0.1049	0.2625	0.812772180451128	0.167
hsa-miR-1294	0.1701	0.0679	0.470696610169492	0.039	0.6779	0.899535275080906	0.1874
hsa-miR-1302	-0.1907	0.0403	0.422633333333333	-0.2188	0.0183	0.529655	0.2152
hsa-miR-1306-3p	0.0816	0.3838	0.76201067961165	0.117	0.2109	0.808443925233645	0.1573
hsa-miR-1307-3p	-0.1085	0.2462	0.656834523809524	-0.1446	0.1214	0.75457536231884	0.2031
hsa-miR-1324	0.0214	0.8193	0.972860683760684	0.0113	0.9041	0.962902857142857	0.136
hsa-miR-137-3p	-0.032	0.7333	0.956851592356688	0.064	0.495	0.864694166666667	0.1525
hsa-miR-143-3p	-0.1025	0.2734	0.661660355029586	0.0826	0.3782	0.825865384615385	0.1825
hsa-miR-1469-3p:Novel	-0.0952	0.3094	0.691500546448087	-0.1296	0.1654	0.788513953488372	0.2038
hsa-miR-148a-3p	-0.0966	0.3023	0.683097790055249	0.0894	0.3397	0.825865384615385	0.1653
hsa-miR-149-3p	9e-04	0.9924	0.99808058968059	0.0201	0.8307	0.93178446866485	0.1595
hsa-miR-151a-3p	0.0228	0.8084	0.972860683760684	0.0612	0.514	0.866610655737705	0.1502
hsa-miR-1587-3p:Novel	0.0055	0.9535	0.982321158690176	0.1276	0.1721	0.79899595959596	0.1471
hsa-miR-181b-5p	-0.1042	0.2655	0.656834523809524	-0.0415	0.6586	0.899535275080906	0.1469
hsa-miR-181c-3p	-0.1572	0.092	0.51545205479452	-0.2095	0.024	0.529655	0.2458
hsa-miR-182-3p	0.0035	0.97	0.989351620947631	0.1098	0.2405	0.810624590163934	0.1587
hsa-miR-182-5p	-0.1441	0.1228	0.567656043956044	-0.0608	0.5167	0.866610655737705	0.1408
hsa-miR-192-5p	-0.2127	0.0219	0.343862962962963	0.0957	0.3069	0.822826708074534	0.1622
hsa-miR-194-1-3p:Novel	-0.0793	0.3976	0.77407037037037	0.0316	0.7364	0.93178446866485	0.1835
hsa-miR-194-3p	-0.1101	0.2395	0.656834523809524	0.0229	0.8076	0.93178446866485	0.1622
hsa-miR-194-5p	-0.1454	0.1194	0.567656043956044	-0.1235	0.1866	0.79899595959596	0.1633
hsa-miR-197-5p	-0.1	0.2857	0.674617613636364	-0.0784	0.4031	0.825865384615385	0.1601
hsa-miR-199a-3p, hsa-miR-199b-3p	0.0415	0.6582	0.934256849315068	-0.008	0.932	0.979187948717949	0.1554
hsa-miR-200a-3p	-0.1716	0.0655	0.470696610169492	0.0312	0.7395	0.93178446866485	0.1715
hsa-miR-200b-3p	-0.1078	0.2492	0.656834523809524	0.0936	0.3179	0.822826708074534	0.1521
hsa-miR-200c-3p	-0.1393	0.1359	0.583984536082474	0.0925	0.3235	0.822826708074534	0.1556
hsa-miR-21-5p	-0.172	0.0648	0.470696610169492	0.0931	0.3204	0.822826708074534	0.158
hsa-miR-2110	0.1194	0.2016	0.656834523809524	0.138	0.1396	0.784441025641026	0.1673
hsa-miR-2110-3p:Novel	0.1804	0.0527	0.458420833333333	0.088	0.3473	0.825865384615385	0.201
hsa-miR-2114-5p	0.2371	0.0104	0.3272	0.1834	0.0487	0.710813793103448	0.2153
hsa-miR-215-5p	-0.1644	0.0779	0.505731746031746	0.1017	0.2774	0.816847887323944	0.1574
hsa-miR-219a-5p	0.0059	0.9498	0.982321158690176	0.0045	0.962	0.986110275689223	0.1251
hsa-miR-2278-3p:Novel	0.0394	0.6748	0.935570169491525	0.0428	0.6481	0.899535275080906	0.1258
hsa-miR-23c	-0.0876	0.3499	0.7184085	0.1086	0.2461	0.812772180451128	0.1612
hsa-miR-2681-3p	-0.0302	0.7479	0.958906269592476	-0.032	0.7331	0.93178446866485	0.1181
hsa-miR-2861	-0.1556	0.0953	0.52121282051282	-0.1244	0.1835	0.79899595959596	0.174
hsa-miR-2861-5p:Novel	-0.0235	0.8025	0.972860683760684	0.0024	0.98	0.992051105651106	0.1452
hsa-miR-300	0.0261	0.7812	0.972860683760684	-0.0289	0.7584	0.93178446866485	0.1217
hsa-miR-3064-5p	-0.1157	0.2164	0.656834523809524	-0.0684	0.4658	0.862953153153153	0.1427
hsa-miR-3085-5p	0.0763	0.4157	0.777660273972603	0.068	0.4684	0.862953153153153	0.1424
hsa-miR-3125	-0.0093	0.9211	0.981495128205128	-0.0207	0.8252	0.93178446866485	0.1255
hsa-miR-3127-5p	0.0086	0.927	0.981495128205128	0.1514	0.1047	0.75457536231884	0.1678
hsa-miR-3136-5p	-0.0208	0.8243	0.972860683760684	-0.0874	0.3506	0.825865384615385	0.1638
hsa-miR-3137	-0.133	0.1547	0.6083875	-0.0041	0.9651	0.98681475	0.1708
hsa-miR-3137-3p:Novel	-0.0993	0.2891	0.674617613636364	-0.0666	0.4773	0.864694166666667	0.1463
hsa-miR-3138-5p:Novel	0.0945	0.3132	0.696189130434783	0.0063	0.9467	0.984913417721519	0.166
hsa-miR-3141-3p:Novel	-0.0338	0.7185	0.956851592356688	-0.1188	0.204	0.808443925233645	0.1537
hsa-miR-3154	-0.074	0.4297	0.784586160714286	0.0759	0.4178	0.825865384615385	0.1312
hsa-miR-3154-5p:Novel	-0.1197	0.2007	0.656834523809524	-0.0805	0.3904	0.825865384615385	0.1822
hsa-miR-3155a	-0.1468	0.1159	0.567656043956044	-0.1574	0.0915	0.75457536231884	0.1907
hsa-miR-3155b	-0.0629	0.5026	0.825555823293173	-0.1224	0.1904	0.79899595959596	0.1535
hsa-miR-3156-3p	0.0637	0.497	0.823277419354839	0.0832	0.3747	0.825865384615385	0.1342
hsa-miR-3160-3p	-0.022	0.8146	0.972860683760684	-0.0406	0.6655	0.899535275080906	0.1151
hsa-miR-3160-5p	-0.0682	0.467	0.807517226890756	-0.0672	0.4738	0.864694166666667	0.1339
hsa-miR-3168-3p:Novel	-0.0679	0.469	0.807517226890756	0.0431	0.6457	0.899535275080906	0.1447
hsa-miR-3169	0.022	0.8151	0.972860683760684	0.016	0.8647	0.947152139037433	0.1105
hsa-miR-3169-3p:Novel	0.0558	0.5516	0.858277946768061	0.0122	0.8967	0.960079319371728	0.1354
hsa-miR-3170	-0.0061	0.948	0.982321158690176	0.2184	0.0185	0.529655	0.2381
hsa-miR-3170-3p:Novel	0.0388	0.6796	0.936869899665552	0.0362	0.6994	0.910706666666667	0.1385
hsa-miR-3174-3p:Novel	-0.1138	0.2238	0.656834523809524	-0.1136	0.2245	0.810624590163934	0.1479
hsa-miR-3176-5p:Novel	0.0126	0.8931	0.981495128205128	-0.0226	0.8098	0.93178446866485	0.1052
hsa-miR-3178-3p:Novel	-0.1936	0.0373	0.422633333333333	-0.137	0.1426	0.784441025641026	0.2321
hsa-miR-3180	-0.0529	0.5725	0.876975655430712	0.1158	0.2159	0.810120183486239	0.1768
hsa-miR-3180-3p	-0.0819	0.3821	0.76201067961165	-0.0015	0.9872	0.992051105651106	0.134
hsa-miR-3180-4-3p:Novel, hsa-miR-3180-5-3p:Novel	-0.0455	0.6279	0.927115884476534	0.1256	0.179	0.79899595959596	0.1543
hsa-miR-3180-5p	-0.0383	0.6834	0.936869899665552	-0.0273	0.7713	0.93178446866485	0.1377
hsa-miR-3185-3p:Novel	-0.1388	0.1374	0.583984536082474	-0.0597	0.5242	0.869589772727273	0.1224
hsa-miR-3190-3p	-0.1125	0.2291	0.656834523809524	-0.0508	0.588	0.885373454545455	0.1662
hsa-miR-3195	-0.0275	0.7692	0.968008615384615	0.0236	0.8018	0.93178446866485	0.1606
hsa-miR-3195-3p:Novel	0.0959	0.306	0.687659340659341	0.1712	0.0661	0.75457536231884	0.2087
hsa-miR-3196-3p:Novel	0.1209	0.1959	0.656834523809524	0.0774	0.4091	0.825865384615385	0.1768
hsa-miR-320a-3p	-0.078	0.4053	0.77407037037037	0.0224	0.8115	0.93178446866485	0.1393
hsa-miR-320c	0.0071	0.94	0.982321158690176	0.0747	0.4252	0.826916587677725	0.1439
hsa-miR-320d	0.0222	0.8127	0.972860683760684	0.0468	0.6178	0.892862897526502	0.1493
hsa-miR-320d-1-5p:Novel	0.0303	0.7466	0.958906269592476	0.0842	0.3691	0.825865384615385	0.148
hsa-miR-320e-5p:Novel	0.008	0.9321	0.981495128205128	0.0147	0.8752	0.948685751978892	0.125
hsa-miR-323a-5p	-0.0736	0.4322	0.785643555555555	-0.1022	0.2749	0.816847887323944	0.1512
hsa-miR-324-3p	0.1038	0.2677	0.656834523809524	-0.0329	0.7256	0.9274075	0.1199
hsa-miR-324-5p	0.0282	0.7638	0.968008615384615	-0.033	0.7249	0.9274075	0.116
hsa-miR-3619-3p	-0.1673	0.0727	0.495571666666667	-0.0411	0.6612	0.899535275080906	0.1654
hsa-miR-3621-3p:Novel	-0.0749	0.424	0.780768161434978	0.1046	0.2637	0.812772180451128	0.1532
hsa-miR-3622a-5p	-0.1059	0.2578	0.656834523809524	-0.0716	0.4447	0.852210747663551	0.1345
hsa-miR-3648	0.0424	0.6514	0.934256849315068	0.1114	0.2339	0.810624590163934	0.147
hsa-miR-3648-3p:Novel	-0.1801	0.053	0.458420833333333	-0.1144	0.2213	0.810624590163934	0.1582
hsa-miR-3652-3p:Novel	0.0366	0.6968	0.949970666666667	-0.0158	0.8661	0.947152139037433	0.1284
hsa-miR-3665-3p:Novel	0.0644	0.4919	0.823277419354839	0.0989	0.2909	0.822826708074534	0.1482
hsa-miR-3668-3p:Novel	0.0928	0.3219	0.699473469387755	0.0828	0.3768	0.825865384615385	0.1525
hsa-miR-3689d-3p:Novel	-0.1464	0.1168	0.567656043956044	-0.0797	0.3948	0.825865384615385	0.1666
hsa-miR-3714-3p:Novel	-0.0586	0.5321	0.846805058365759	0.0563	0.5483	0.869589772727273	0.1618
hsa-miR-371a-3p	-0.0678	0.4699	0.807517226890756	-0.0861	0.3581	0.825865384615385	0.1402
hsa-miR-371a-5p	-0.2182	0.0186	0.3323125	-0.2334	0.0117	0.435027272727273	0.2639
hsa-miR-378a-3p	-0.1041	0.2662	0.656834523809524	0.0977	0.2966	0.822826708074534	0.159
hsa-miR-378h	-0.2369	0.0105	0.3272	-0.1572	0.0919	0.75457536231884	0.234
hsa-miR-378h-3p:Novel	0.0492	0.6003	0.900099633699634	0.0286	0.7608	0.93178446866485	0.1494
hsa-miR-378i	-0.1177	0.2084	0.656834523809524	-0.1045	0.2643	0.812772180451128	0.1481
hsa-miR-378i-3p:Novel	-0.1447	0.1211	0.567656043956044	-0.1525	0.1021	0.75457536231884	0.1896
hsa-miR-378j-3p:Novel	-0.0176	0.851	0.981495128205128	0.0942	0.3143	0.822826708074534	0.1603
hsa-miR-3907	0.098	0.2954	0.678756179775281	0.0488	0.6032	0.887588848920863	0.1535
hsa-miR-3907-5p:Novel	-0.1058	0.2585	0.656834523809524	-0.0403	0.6677	0.899535275080906	0.1438
hsa-miR-3911-3p:Novel	-0.1711	0.0663	0.470696610169492	-0.1571	0.0922	0.75457536231884	0.2071
hsa-miR-3916-3p:Novel	0.0197	0.834	0.972860683760684	-0.0417	0.6567	0.899535275080906	0.154
hsa-miR-3920	-0.0084	0.9284	0.981495128205128	-0.0228	0.808	0.93178446866485	0.1158
hsa-miR-3928-3p	0.0318	0.7346	0.956851592356688	0.0205	0.8272	0.93178446866485	0.1134
hsa-miR-3935	0.0157	0.8674	0.981495128205128	0.0255	0.7856	0.93178446866485	0.1427
hsa-miR-3960	0.1003	0.2842	0.674617613636364	0.0949	0.3108	0.822826708074534	0.1621
hsa-miR-3960-5p:Novel	0.0153	0.8706	0.981495128205128	0.0568	0.5446	0.869589772727273	0.1172
hsa-miR-3972	0.0239	0.7987	0.972860683760684	-0.0561	0.5501	0.869589772727273	0.1399
hsa-miR-3976	-0.0762	0.4164	0.777660273972603	-0.1216	0.1934	0.79899595959596	0.1801
hsa-miR-3976-3p:Novel	0.0338	0.7188	0.956851592356688	-0.0139	0.8822	0.949525789473684	0.1289
hsa-miR-411-5p	0.0709	0.4495	0.799328260869565	0.0966	0.3022	0.822826708074534	0.1397
hsa-miR-422a	-0.0916	0.3281	0.699473469387755	-0.0971	0.2995	0.822826708074534	0.1459
hsa-miR-423-5p	-0.0702	0.4542	0.801465957446808	0.084	0.3698	0.825865384615385	0.1512
hsa-miR-425-3p	-0.3019	0.001	0.08998	-0.2544	0.0059	0.3681	0.3164
hsa-miR-4254	3e-04	0.9972	0.9996	-0.0122	0.8962	0.960079319371728	0.1185
hsa-miR-4254-5p:Novel	0.1615	0.0834	0.51545205479452	0.1103	0.2384	0.810624590163934	0.1447
hsa-miR-4258	-0.0727	0.438	0.792638427947598	-0.0889	0.3425	0.825865384615385	0.1253
hsa-miR-4258-3p:Novel	0.0615	0.5122	0.834620717131474	0.043	0.647	0.899535275080906	0.1359
hsa-miR-4259	-0.1166	0.2126	0.656834523809524	-0.1349	0.1489	0.784441025641026	0.158
hsa-miR-4259-5p:Novel	-0.001	0.9918	0.99808058968059	0.1159	0.2154	0.810120183486239	0.1615
hsa-miR-4263	0.0308	0.7428	0.958906269592476	0.0711	0.4484	0.853002790697674	0.1545
hsa-miR-4274	-0.0149	0.8735	0.981495128205128	-0.0143	0.8786	0.948685751978892	0.1425
hsa-miR-4276-3p:Novel	-0.0692	0.4605	0.801465957446808	-0.122	0.192	0.79899595959596	0.1508
hsa-miR-4277	-0.2343	0.0113	0.3272	-0.2068	0.0259	0.529655	0.2279
hsa-miR-4281	-0.0152	0.8717	0.981495128205128	0.0407	0.6644	0.899535275080906	0.1413
hsa-miR-4283	-0.0304	0.7457	0.958906269592476	-0.0887	0.3436	0.825865384615385	0.1685
hsa-miR-4283-3p:Novel	0.0582	0.5351	0.847530115830116	0.0402	0.6683	0.899535275080906	0.1421
hsa-miR-4284-3p:Novel	-0.2472	0.0075	0.30675	-0.1496	0.109	0.75457536231884	0.231
hsa-miR-4285-3p:Novel	-0.0059	0.9496	0.982321158690176	-0.009	0.9237	0.976421447028424	0.0959
hsa-miR-4286-3p:Novel	0.0247	0.7925	0.972860683760684	0.0487	0.6033	0.887588848920863	0.158
hsa-miR-4290	-0.106	0.2574	0.656834523809524	-0.0901	0.336	0.825865384615385	0.1499
hsa-miR-4290-5p:Novel	-0.1109	0.2359	0.656834523809524	-0.0622	0.5074	0.864694166666667	0.1464
hsa-miR-4302-3p:Novel	-0.1033	0.2698	0.656834523809524	-0.1385	0.1381	0.784441025641026	0.1559
hsa-miR-4306-5p:Novel	0.0295	0.7529	0.962105607476636	-0.0047	0.9597	0.986110275689223	0.1076
hsa-miR-4309	0.1371	0.1423	0.587583168316832	0.19	0.0411	0.710813793103448	0.232
hsa-miR-4309-3p:Novel	0.0776	0.4079	0.77407037037037	0.2141	0.021	0.529655	0.216
hsa-miR-4311	-0.1179	0.2077	0.656834523809524	-0.1071	0.2527	0.812772180451128	0.1854
hsa-miR-4311-3p:Novel	0.0351	0.7084	0.956851592356688	-0.011	0.9064	0.962902857142857	0.1162
hsa-miR-4313	-0.1361	0.1451	0.587583168316832	-0.0562	0.5489	0.869589772727273	0.1937
hsa-miR-4313-3p:Novel	-0.0169	0.8567	0.981495128205128	0.0637	0.4971	0.864694166666667	0.1214
hsa-miR-4326	-0.0529	0.5725	0.876975655430712	-0.1491	0.1101	0.75457536231884	0.1994
hsa-miR-4326-5p:Novel	-0.1915	0.0395	0.422633333333333	-0.0847	0.3658	0.825865384615385	0.1717
hsa-miR-4327-3p:Novel	-0.0094	0.9199	0.981495128205128	-0.0278	0.7672	0.93178446866485	0.1366
hsa-miR-4330	0.1165	0.2128	0.656834523809524	-0.0681	0.4678	0.862953153153153	0.1619
hsa-miR-4418	-0.1233	0.1874	0.656834523809524	-0.035	0.7094	0.915282649842271	0.1696
hsa-miR-4429-3p:Novel	0.0749	0.4243	0.780768161434978	0.0502	0.5928	0.885373454545455	0.1619
hsa-miR-4431	0.0692	0.4602	0.801465957446808	0.0549	0.5585	0.869589772727273	0.1132
hsa-miR-4436b-5p	-0.0873	0.3513	0.7184085	-0.1351	0.1483	0.784441025641026	0.1601
hsa-miR-4437	0.0762	0.4163	0.777660273972603	0.0626	0.5044	0.864694166666667	0.154
hsa-miR-4441	-0.0511	0.5859	0.88753	-0.0174	0.8528	0.940148787061995	0.1334
hsa-miR-4443-3p:Novel	0.1298	0.1648	0.635879245283019	0.0078	0.9337	0.979187948717949	0.1466
hsa-miR-4449	0.0028	0.9763	0.993300248756219	0.0298	0.751	0.93178446866485	0.135
hsa-miR-4451-5p:Novel	-0.0985	0.293	0.677045197740113	-0.1187	0.2045	0.808443925233645	0.185
hsa-miR-4452	0.0406	0.6651	0.934256849315068	0.1187	0.2043	0.808443925233645	0.1545
hsa-miR-4453-3p:Novel	-0.0149	0.874	0.981495128205128	0.0202	0.8297	0.93178446866485	0.148
hsa-miR-4466-3p:Novel	-0.2996	0.0011	0.08998	-0.2591	0.005	0.3681	0.31
hsa-miR-4472	0.0198	0.833	0.972860683760684	-0.0643	0.4928	0.864694166666667	0.1268
hsa-miR-4487	-0.0214	0.82	0.972860683760684	0.0764	0.4148	0.825865384615385	0.1506
hsa-miR-4488-3p:Novel	0.0694	0.4592	0.801465957446808	0.1169	0.2115	0.808443925233645	0.1477
hsa-miR-4489	-0.1489	0.1106	0.558461728395062	-0.0208	0.8246	0.93178446866485	0.2088
hsa-miR-4489-3p:Novel	0.1362	0.1448	0.587583168316832	0.1306	0.1623	0.788513953488372	0.1672
hsa-miR-4492-5p:Novel	0.0918	0.3272	0.699473469387755	0.1095	0.2418	0.810624590163934	0.1746
hsa-miR-4494	-0.0915	0.3285	0.699473469387755	-0.036	0.7014	0.910706666666667	0.1502
hsa-miR-4497	-0.111	0.2357	0.656834523809524	-0.0019	0.9841	0.992051105651106	0.1674
hsa-miR-4497-3p:Novel	-0.099	0.2903	0.674617613636364	-0.1334	0.1533	0.787940963855422	0.1539
hsa-miR-4505	0.0566	0.5461	0.858277946768061	0.1493	0.1096	0.75457536231884	0.1849
hsa-miR-4505-3p:Novel	-0.032	0.7335	0.956851592356688	-0.0777	0.4073	0.825865384615385	0.1866
hsa-miR-4506	-0.1495	0.1091	0.55777375	-0.1561	0.0942	0.75457536231884	0.2172
hsa-miR-4508-3p:Novel	0.2136	0.0213	0.343862962962963	0.1023	0.2747	0.816847887323944	0.1842
hsa-miR-4513-3p:Novel	0.0409	0.6632	0.934256849315068	-0.0545	0.5613	0.869589772727273	0.1443
