miRNA	SC	SC.p	SC.fdr	PC	PC.p	PC.fdr	DC
hsa-miR-4758-5p	-0.0144	0.8347	0.953082932692308	-0.0502	0.4663	0.800033444816054	0.0906
hsa-miR-4767	-0.1522	0.0263	0.418306451612903	-0.1478	0.031	0.6688	0.1763
hsa-miR-4771-5p:Novel	-0.1099	0.1097	0.540433673469388	-0.1002	0.1451	0.701538461538462	0.1544
hsa-miR-4784-3p:Novel	-0.0389	0.5728	0.882099358974359	-0.0209	0.7622	0.891751824817518	0.0782
hsa-miR-4785	-0.0527	0.4441	0.824677121771218	-0.0861	0.2105	0.717566666666667	0.1202
hsa-miR-4787-5p	-0.0766	0.2659	0.698559782608696	-0.0737	0.2843	0.7184375	0.0956
hsa-miR-4800-3p	0.0605	0.3798	0.794735682819383	0.0261	0.7054	0.891751824817518	0.1182
hsa-miR-483-5p	-0.0163	0.8133	0.948389830508475	0.0477	0.489	0.800033444816054	0.0934
hsa-miR-484-3p:Novel	-0.0951	0.1665	0.600962962962963	-0.0762	0.2682	0.7184375	0.1179
hsa-miR-499b-5p	-0.0438	0.5247	0.868405923344948	-0.0144	0.8342	0.930272621809745	0.1099
hsa-miR-5001-5p	0.042	0.5423	0.87714527027027	0.0021	0.9756	0.993884778012685	0.1024
hsa-miR-5006-5p	-0.1326	0.0533	0.462909090909091	-0.1661	0.0153	0.6175	0.2029
hsa-miR-501-3p	-0.1025	0.136	0.552136752136752	-0.0779	0.2579	0.7184375	0.1191
hsa-miR-504-5p	-0.1059	0.1232	0.54712962962963	-0.0835	0.2252	0.717566666666667	0.1462
hsa-miR-5090-3p:Novel	0.0262	0.7037	0.915630081300813	-0.0208	0.7629	0.891751824817518	0.0803
hsa-miR-5091	0.0401	0.5602	0.879455445544555	-0.055	0.4242	0.779655172413793	0.0985
hsa-miR-5091-3p:Novel	-0.0764	0.2669	0.698559782608696	-0.0478	0.4876	0.800033444816054	0.1353
hsa-miR-5092	-0.0441	0.5221	0.868286713286713	-0.0729	0.2897	0.7184375	0.1239
hsa-miR-5093	-0.0192	0.7808	0.946857506361323	-0.0548	0.4266	0.779655172413793	0.1064
hsa-miR-5100	-0.0844	0.2201	0.642269938650307	-0.1232	0.0727	0.701538461538462	0.1325
hsa-miR-5186	-0.0551	0.4235	0.820630081300813	0.0387	0.5747	0.842980182926829	0.1358
hsa-miR-5187-5p	-0.1171	0.0883	0.52428125	-0.1149	0.0945	0.701538461538462	0.1538
hsa-miR-5189-3p	0.1101	0.109	0.540433673469388	0.1624	0.0177	0.6175	0.1867
hsa-miR-5191	-0.0211	0.7594	0.946857506361323	0.0076	0.9123	0.957934065934066	0.1058
hsa-miR-5193	0.0685	0.3195	0.734299516908213	0.1006	0.1435	0.701538461538462	0.1225
hsa-miR-5193-5p:Novel	0.1436	0.0362	0.423369565217391	0.1699	0.013	0.6175	0.1869
hsa-miR-5196-5p	-0.0352	0.6095	0.888075153374233	-0.0347	0.6143	0.860744837758112	0.1006
hsa-miR-519a-5p, hsa-miR-519c-5p, hsa-miR-519b-5p, hsa-miR-523-5p, hsa-miR-518e-5p, hsa-miR-522-5p	-0.1122	0.1024	0.540247252747253	-0.1139	0.0973	0.701538461538462	0.1554
hsa-miR-548aa, hsa-miR-548t-3p	0.0512	0.4569	0.824677121771218	0.0208	0.7627	0.891751824817518	0.0904
hsa-miR-548d-5p	0.0712	0.3008	0.7179625	0.0333	0.6287	0.866152173913043	0.0981
hsa-miR-548h-5p	-0.0911	0.1851	0.60708904109589	-0.1036	0.1319	0.701538461538462	0.1419
hsa-miR-548i	0.0357	0.6048	0.888075153374233	9e-04	0.9895	0.993884778012685	0.1026
hsa-miR-550a-3-5p	-0.0445	0.518	0.868286713286713	-0.0252	0.7148	0.891751824817518	0.1013
hsa-miR-550a-3p	-0.0443	0.5203	0.868286713286713	-0.0339	0.6226	0.862201166180758	0.0916
hsa-miR-550b-3p	-0.0468	0.497	0.846886120996441	-0.0809	0.2398	0.7184375	0.1185
hsa-miR-551a	0.0078	0.9094	0.979420045045045	-0.0012	0.9857	0.993884778012685	0.0913
hsa-miR-5691-3p:Novel	0.1715	0.0122	0.413928571428571	-0.0078	0.9104	0.957934065934066	0.1511
hsa-miR-5694-3p:Novel	-0.0938	0.1728	0.603529411764706	-0.0136	0.8441	0.930272621809745	0.1323
hsa-miR-5698	0.0285	0.6789	0.910528169014085	0.0236	0.7323	0.891751824817518	0.101
hsa-miR-5706-3p:Novel	0.114	0.0971	0.540247252747253	0.1287	0.0607	0.701538461538462	0.1536
hsa-miR-572	-0.0261	0.7053	0.915630081300813	-0.05	0.4681	0.800033444816054	0.0922
hsa-miR-575	-0.0502	0.4657	0.824677121771218	0.0227	0.7415	0.891751824817518	0.1124
hsa-miR-584-5p	-0.0115	0.8674	0.971733490566038	-0.0834	0.2254	0.717566666666667	0.1063
hsa-miR-595-5p:Novel	-0.0795	0.248	0.677011494252874	-0.0538	0.4346	0.784923954372624	0.1365
hsa-miR-598-5p	0.0191	0.7812	0.946857506361323	0.0629	0.3612	0.766756465517241	0.0868
hsa-miR-599	0.108	0.1161	0.540769230769231	0.0381	0.5802	0.842980182926829	0.118
hsa-miR-6068-3p:Novel	0.004	0.9534	0.990462962962963	0.067	0.3305	0.748690476190476	0.0964
hsa-miR-6069-3p:Novel	0.1333	0.0521	0.462909090909091	0.0266	0.6999	0.891751824817518	0.1277
hsa-miR-607	0.0372	0.5891	0.886716772151899	0.1126	0.1013	0.701538461538462	0.1278
hsa-miR-607-5p:Novel	0.0404	0.558	0.879455445544555	-0.0775	0.2601	0.7184375	0.1072
hsa-miR-6070	0.0609	0.3762	0.794622222222222	0.0254	0.7126	0.891751824817518	0.0937
hsa-miR-6070-3p:Novel	-0.0097	0.888	0.97534064665127	0.0231	0.7371	0.891751824817518	0.083
hsa-miR-6071	-0.0738	0.2836	0.709	-0.0735	0.2859	0.7184375	0.1364
hsa-miR-6075	0.0255	0.7109	0.915630081300813	-0.0202	0.7694	0.891751824817518	0.0896
hsa-miR-6076-3p:Novel	-0.0805	0.242	0.676176470588235	-0.1095	0.1111	0.701538461538462	0.1577
hsa-miR-6077	0.0076	0.9118	0.979420045045045	-0.1017	0.1392	0.701538461538462	0.1287
hsa-miR-608-3p:Novel	0.1184	0.0846	0.515192307692308	0.0461	0.5032	0.800033444816054	0.1222
hsa-miR-6081	-0.1244	0.07	0.482464285714286	0.0196	0.7757	0.892148910411622	0.1221
hsa-miR-6083	-0.1222	0.0751	0.495451388888889	-0.0708	0.3039	0.72675	0.1383
hsa-miR-6084-5p:Novel	0.0549	0.425	0.820630081300813	0.0236	0.7323	0.891751824817518	0.1017
hsa-miR-6085	0.1257	0.0672	0.482464285714286	0.0791	0.2502	0.7184375	0.1249
hsa-miR-6085-5p:Novel	0.1031	0.1337	0.552136752136752	-0.0444	0.5197	0.809052287581699	0.0948
hsa-miR-6089	-0.2166	0.0015	0.2375	0.0074	0.9147	0.957934065934066	0.2132
hsa-miR-611	-0.0105	0.879	0.973583916083916	0.0613	0.3735	0.766756465517241	0.1106
hsa-miR-6124-3p:Novel	-0.0796	0.2475	0.677011494252874	-0.0297	0.6666	0.882388579387187	0.1198
hsa-miR-6125	-0.0557	0.4185	0.81859631147541	0.0143	0.8355	0.930272621809745	0.0831
hsa-miR-6125-5p:Novel	-0.0037	0.9571	0.990462962962963	0.0148	0.8294	0.929162735849057	0.117
hsa-miR-6126-3p:Novel	0.0391	0.5704	0.882099358974359	-0.0638	0.3543	0.766756465517241	0.1254
hsa-miR-6127	-0.0039	0.9552	0.990462962962963	0.1002	0.145	0.701538461538462	0.1424
hsa-miR-6127-3p:Novel	-0.1641	0.0165	0.418306451612903	0.038	0.5811	0.842980182926829	0.1458
hsa-miR-6130	-0.1409	0.04	0.423369565217391	-0.0168	0.8078	0.911504739336493	0.1517
hsa-miR-6131	-0.0346	0.6153	0.891059451219512	-0.0248	0.7191	0.891751824817518	0.1136
hsa-miR-6131-5p:Novel	-0.0383	0.5785	0.882099358974359	-0.0841	0.2213	0.717566666666667	0.1082
hsa-miR-6132	-0.0687	0.3185	0.734299516908213	1e-04	0.9988	0.9988	0.112
hsa-miR-6133-5p:Novel	-0.112	0.1031	0.540247252747253	-0.0435	0.5282	0.812371794871795	0.1319
hsa-miR-6165-3p:Novel	-0.1379	0.0444	0.430408163265306	-0.0839	0.2225	0.717566666666667	0.1565
hsa-miR-617-3p:Novel	-0.0316	0.6465	0.9016642228739	-0.0274	0.6909	0.890047297297297	0.0889
hsa-miR-622	-0.1435	0.0364	0.423369565217391	-0.0919	0.1815	0.708606557377049	0.1087
hsa-miR-631-3p:Novel	0.0508	0.4606	0.824677121771218	0.0815	0.2363	0.7184375	0.1027
hsa-miR-632	-0.1056	0.1244	0.54712962962963	-0.0068	0.9218	0.960208333333333	0.0835
hsa-miR-636	0.0033	0.9614	0.990596529284165	0.0017	0.9809	0.993884778012685	0.0812
hsa-miR-637	0.0241	0.7271	0.92656836461126	-0.0191	0.7816	0.896763285024155	0.102
hsa-miR-638	-0.0325	0.6377	0.901510416666667	4e-04	0.9959	0.998001054852321	0.0825
hsa-miR-638-3p:Novel	-0.0947	0.1683	0.600962962962963	-0.0212	0.7583	0.891751824817518	0.0956
hsa-miR-639	0.0159	0.8175	0.948389830508475	0.0263	0.7025	0.891751824817518	0.1021
hsa-miR-639-5p:Novel	-0.0918	0.1819	0.60708904109589	-0.0932	0.1755	0.70172268907563	0.1611
hsa-miR-641-3p:Novel	3e-04	0.996	0.9987	-0.0707	0.3044	0.72675	0.1021
hsa-miR-645	-0.0753	0.2742	0.703656914893617	-0.0715	0.2991	0.72675	0.1475
hsa-miR-646	0.0532	0.4402	0.824677121771218	0.0499	0.4688	0.800033444816054	0.115
hsa-miR-646-5p:Novel	-0.0423	0.5394	0.87714527027027	-0.057	0.4074	0.776830708661417	0.1271
hsa-miR-647-3p:Novel	0.1543	0.0243	0.418306451612903	-0.0251	0.7157	0.891751824817518	0.1664
hsa-miR-650	-0.0824	0.2312	0.661566265060241	0.0039	0.9545	0.982180735930736	0.1163
hsa-miR-6509-5p	-0.0169	0.8067	0.948389830508475	-0.0228	0.7409	0.891751824817518	0.0838
hsa-miR-6511a-3p	-0.0105	0.8793	0.973583916083916	0.0206	0.7651	0.891751824817518	0.0913
hsa-miR-6511b-5p	-0.0986	0.1515	0.588536585365854	0.0405	0.5565	0.833872239747634	0.1367
hsa-miR-654-5p	-0.0984	0.1524	0.588536585365854	-0.0498	0.4694	0.800033444816054	0.1354
hsa-miR-655-5p	0.0047	0.9462	0.987791208791209	0.0941	0.1713	0.70172268907563	0.1139
hsa-miR-657	0.0557	0.4189	0.81859631147541	0.0839	0.2228	0.717566666666667	0.1281
hsa-miR-657-5p:Novel	0.0066	0.9233	0.981135346756152	0.0475	0.4902	0.800033444816054	0.1013
hsa-miR-663a-3p:Novel	-0.074	0.2825	0.709	-0.0247	0.72	0.891751824817518	0.1053
hsa-miR-6717-3p:Novel	-0.1357	0.0479	0.45505	-0.0996	0.1476	0.701538461538462	0.1449
hsa-miR-6717-5p	-0.1282	0.0619	0.482464285714286	-0.0998	0.1466	0.701538461538462	0.1356
hsa-miR-6720-3p	-0.0198	0.7736	0.946857506361323	-0.042	0.5425	0.820427215189873	0.0825
hsa-miR-6721-3p:Novel	-0.1239	0.0711	0.482464285714286	-0.0717	0.2976	0.72675	0.1526
hsa-miR-6724-3p:Novel	-0.0094	0.8915	0.975720046082949	0.0883	0.1995	0.717566666666667	0.1471
hsa-miR-6724-5p	-0.1715	0.0122	0.413928571428571	-0.0985	0.152	0.701538461538462	0.1608
hsa-miR-6728-5p	-0.0128	0.8527	0.962072446555819	-0.0671	0.3299	0.748690476190476	0.1054
hsa-miR-6731-5p	-0.0807	0.2407	0.676176470588235	-0.0298	0.6656	0.882388579387187	0.1325
hsa-miR-6738-5p	-0.1401	0.041	0.423369565217391	-0.0986	0.1514	0.701538461538462	0.1625
hsa-miR-6745-5p:Novel	-0.0312	0.651	0.901947674418605	-0.0936	0.1733	0.70172268907563	0.1255
hsa-miR-6746-5p	-0.1135	0.0986	0.540247252747253	-0.1444	0.0352	0.6688	0.1716
hsa-miR-6756-5p	0.0132	0.8486	0.95972619047619	-0.0998	0.1465	0.701538461538462	0.1224
hsa-miR-6757-5p	-0.0513	0.4563	0.824677121771218	-0.0227	0.7422	0.891751824817518	0.1115
hsa-miR-6760-5p	-0.0275	0.6901	0.914408077994429	-0.038	0.5812	0.842980182926829	0.0843
hsa-miR-6763-5p	-0.1572	0.0218	0.418306451612903	-0.103	0.1339	0.701538461538462	0.1706
hsa-miR-6768-5p	-4e-04	0.9955	0.9987	0.0297	0.6669	0.882388579387187	0.0953
hsa-miR-6772-5p	0.0121	0.8603	0.968347156398104	0.1288	0.0605	0.701538461538462	0.1347
hsa-miR-6773-5p	-0.0585	0.3952	0.815450643776824	-0.1026	0.1354	0.701538461538462	0.1172
hsa-miR-6777-5p	-0.0682	0.3219	0.735108173076923	0.0223	0.7468	0.891751824817518	0.1093
hsa-miR-6778-5p	0.0434	0.5282	0.871163194444444	-0.0325	0.6374	0.873616714697406	0.116
hsa-miR-6787-5p	-0.0471	0.4943	0.846886120996441	-0.0621	0.3671	0.766756465517241	0.0911
hsa-miR-6788-3p	0.1286	0.0611	0.482464285714286	0.1006	0.1433	0.701538461538462	0.1368
hsa-miR-6790-5p	-0.0725	0.292	0.709124365482233	-0.1319	0.0546	0.701538461538462	0.1387
hsa-miR-6793-5p	-0.0141	0.8382	0.95478417266187	-0.0647	0.3475	0.766756465517241	0.1065
hsa-miR-6794-5p	-0.0384	0.5778	0.882099358974359	-0.0593	0.3888	0.776830708661417	0.1131
hsa-miR-6802-5p	-0.0914	0.184	0.60708904109589	-0.0545	0.4284	0.779655172413793	0.1283
hsa-miR-6805-5p	-0.0034	0.9607	0.990596529284165	0.0286	0.6782	0.890047297297297	0.0939
hsa-miR-6818-5p	-0.0393	0.5688	0.882099358974359	-0.0561	0.415	0.776830708661417	0.0991
hsa-miR-6826-5p	-0.0954	0.1655	0.600962962962963	-0.1083	0.115	0.701538461538462	0.1452
hsa-miR-6829-5p	0.1239	0.071	0.482464285714286	0.0471	0.4942	0.800033444816054	0.1463
hsa-miR-6832-5p	0.0231	0.7377	0.93442	-0.0137	0.8419	0.930272621809745	0.0833
hsa-miR-6838-5p	-0.1081	0.1156	0.540769230769231	-0.0707	0.3045	0.72675	0.1319
hsa-miR-6847-5p	-0.1095	0.1112	0.540433673469388	-0.0914	0.1839	0.710182926829268	0.1439
hsa-miR-6849-5p	-0.1036	0.1319	0.552136752136752	-0.0612	0.3745	0.766756465517241	0.1372
hsa-miR-6859-3p	0.0632	0.3587	0.783534090909091	0.1566	0.0222	0.6175	0.1589
hsa-miR-6861-5p	-0.1128	0.1007	0.540247252747253	-0.1526	0.026	0.6175	0.1705
hsa-miR-6867-5p	3e-04	0.9971	0.9987	0.0457	0.5072	0.803066666666667	0.1019
hsa-miR-6869-5p	-0.0235	0.7333	0.931330213903743	0.0073	0.9162	0.957934065934066	0.0705
hsa-miR-6871-5p	-0.0284	0.6805	0.910528169014085	0.0393	0.5681	0.840646417445483	0.1039
hsa-miR-6874-5p	0.0419	0.5432	0.87714527027027	-0.0682	0.3215	0.745865853658537	0.1472
hsa-miR-6879-5p	-0.0886	0.1975	0.621274834437086	-0.0389	0.572	0.842980182926829	0.1418
hsa-miR-6880-5p	-0.0572	0.4062	0.81859631147541	0.016	0.8159	0.916199763593381	0.1135
hsa-miR-6895-3p	0.0543	0.4303	0.821616465863454	0.1124	0.1018	0.701538461538462	0.1289
hsa-miR-7108-5p	-0.0401	0.561	0.879455445544555	0.0075	0.9135	0.957934065934066	0.0902
hsa-miR-711	0.052	0.4507	0.824677121771218	-0.0121	0.8612	0.938233944954128	0.1033
hsa-miR-7113-5p	-0.0845	0.2193	0.642269938650307	-0.0966	0.1599	0.70172268907563	0.1093
hsa-miR-7161-3p	-0.1813	0.008	0.4085	-0.1733	0.0113	0.6175	0.1969
hsa-miR-718	0.1033	0.1328	0.552136752136752	0.0396	0.5652	0.8391171875	0.1302
hsa-miR-7515-5p:Novel	0.0353	0.6087	0.888075153374233	0.0564	0.4124	0.776830708661417	0.0911
hsa-miR-760	-0.0543	0.4307	0.821616465863454	0.0628	0.3617	0.766756465517241	0.1213
hsa-miR-765-5p:Novel	0.0429	0.5339	0.87714527027027	0.0125	0.8563	0.937194700460829	0.094
hsa-miR-770-3p:Novel	0.0085	0.9015	0.979420045045045	-0.0099	0.8858	0.954092970521542	0.0829
hsa-miR-7704-3p:Novel	0.0498	0.4695	0.824677121771218	-0.0641	0.3522	0.766756465517241	0.1159
hsa-miR-7706	-0.0483	0.4836	0.838357664233577	-0.0682	0.3219	0.745865853658537	0.1104
hsa-miR-7843-5p	-0.1471	0.0319	0.423369565217391	-0.094	0.1717	0.70172268907563	0.1483
hsa-miR-7844-3p:Novel	-0.1457	0.0336	0.423369565217391	-0.1023	0.1366	0.701538461538462	0.2065
hsa-miR-7845-3p:Novel	-0.095	0.1672	0.600962962962963	-0.1189	0.0834	0.701538461538462	0.15
hsa-miR-7847-5p:Novel	-0.0895	0.1934	0.620709459459459	-0.0796	0.2472	0.7184375	0.126
hsa-miR-7851-3p	0.0908	0.1866	0.60708904109589	0.0625	0.3643	0.766756465517241	0.1181
hsa-miR-7851-5p:Novel	0.0666	0.3331	0.746332547169811	0.0356	0.6057	0.856264792899408	0.1026
hsa-miR-8057-3p:Novel	0.1097	0.1106	0.540433673469388	-0.0764	0.2668	0.7184375	0.1269
hsa-miR-8072	-0.0054	0.9376	0.985309734513274	0.0508	0.4611	0.800033444816054	0.1093
hsa-miR-8072-3p:Novel	-0.0887	0.1972	0.621274834437086	-0.0585	0.3956	0.776830708661417	0.1165
hsa-miR-8074	-0.276	0	0	-0.1566	0.0223	0.6175	0.2085
hsa-miR-8075	-0.1241	0.0707	0.482464285714286	0.0513	0.4564	0.800033444816054	0.1317
hsa-miR-8075-5p:Novel	-0.0925	0.1785	0.605625	0.054	0.4334	0.784923954372624	0.1282
hsa-miR-8076	0.0281	0.6839	0.91250702247191	0.0011	0.9871	0.993884778012685	0.0891
hsa-miR-8077	0.0497	0.4704	0.824677121771218	0.0396	0.5653	0.8391171875	0.1156
hsa-miR-8079-3p:Novel	-0.0543	0.4307	0.821616465863454	-0.0567	0.41	0.776830708661417	0.0946
hsa-miR-8080	-0.0303	0.6605	0.909384057971014	-0.0866	0.2079	0.717566666666667	0.1127
hsa-miR-8082-3p:Novel	-4e-04	0.9954	0.9987	0.057	0.4081	0.776830708661417	0.0997
hsa-miR-8083-3p:Novel	-0.1275	0.0632	0.482464285714286	-0.1223	0.0748	0.701538461538462	0.1374
hsa-miR-8085	-0.0049	0.9431	0.987246696035242	0.0244	0.7228	0.891751824817518	0.0929
hsa-miR-8085-3p:Novel	-0.0555	0.4205	0.81859631147541	-0.0385	0.576	0.842980182926829	0.0924
hsa-miR-8089	-0.0311	0.6522	0.901947674418605	0.0259	0.7067	0.891751824817518	0.1052
hsa-miR-874-3p	-0.0898	0.1915	0.618792517006803	-0.0628	0.3615	0.766756465517241	0.1223
hsa-miR-885-3p	0.0848	0.2179	0.642269938650307	-0.0528	0.4432	0.794415094339623	0.1275
hsa-miR-922	-0.1616	0.0183	0.418306451612903	-0.1454	0.0339	0.6688	0.164
hsa-miR-922-5p:Novel	-0.0242	0.7256	0.92656836461126	-0.0373	0.5887	0.847371212121212	0.1132
hsa-miR-92a-3p	-0.0182	0.7921	0.948345771144279	0.0698	0.3103	0.733296019900498	0.1046
hsa-miR-92b-5p	0.0687	0.3183	0.734299516908213	0.1002	0.1451	0.701538461538462	0.1206
hsa-miR-935	0.0534	0.4384	0.824677121771218	0.0951	0.1667	0.70172268907563	0.1284
hsa-miR-935-5p:Novel	-0.0296	0.6677	0.91025787965616	-0.0106	0.8774	0.951518264840183	0.0874
hsa-miR-940	0.0504	0.4645	0.824677121771218	0.0017	0.9806	0.993884778012685	0.1054
hsa-miR-943-5p:Novel	0.0467	0.498	0.846886120996441	0.0025	0.9707	0.991575268817204	0.0949
hsa-miR-944-5p:Novel	0.0367	0.594	0.887264150943396	0.1356	0.0481	0.701538461538462	0.1639
hsa-miR-9500-3p:Novel	-0.2108	0.002	0.2375	-0.1235	0.0721	0.701538461538462	0.2176
hsa-miR-9898	-0.1124	0.1019	0.540247252747253	-0.047	0.4952	0.800033444816054	0.1318
hsa-miR-9898-5p:Novel	-0.002	0.9765	0.995359442060086	0.0435	0.5275	0.812371794871795	0.0952
hsa-miR-9899-5p:Novel	-0.0724	0.2931	0.709124365482233	-0.0552	0.423	0.779655172413793	0.1211
hsa-miR-9901	0.0932	0.1753	0.605625	-0.1045	0.1285	0.701538461538462	0.1483
hsa-miR-9901-3p:Novel	-0.2008	0.0032	0.304	-0.0776	0.2594	0.7184375	0.161
hsa-miR-9903	-0.0915	0.1834	0.60708904109589	-0.0526	0.4452	0.794691011235955	0.1457
hsa-miR-99b-3p	0.0511	0.4578	0.824677121771218	0.005	0.9416	0.972304347826087	0.0864
