miRNA	SC	SC.p	SC.fdr	PC	PC.p	PC.fdr	DC
hsa-miR-21-5p	-0.1609	0.0037	0.0550387096774194	-0.0615	0.2698	0.56011198156682	0.1061
hsa-miR-2110	0.1742	0.0016	0.0401736842105263	0.1993	3e-04	0.0449	0.2041
hsa-miR-2110-3p:Novel	0.13	0.0192	0.13897619047619	0.0847	0.1282	0.397949315068493	0.1444
hsa-miR-2114-5p	0.2176	1e-04	0.011225	0.2619	0	0	0.252
hsa-miR-215-5p	-0.1576	0.0045	0.0577285714285714	-0.0868	0.1188	0.397949315068493	0.1095
hsa-miR-219a-5p	-0.0128	0.8184	0.906033578431373	-0.0515	0.3552	0.66176265560166	0.097
hsa-miR-2278-3p:Novel	0.0134	0.8103	0.906033578431373	0.0677	0.2242	0.498345544554456	0.1097
hsa-miR-2392	0.0167	0.7646	0.873840609137056	0.0287	0.6073	0.80673875739645	0.0882
hsa-miR-23c	-0.0297	0.5938	0.775047093023256	0.0909	0.1025	0.397949315068493	0.1158
hsa-miR-2681-3p	-0.0453	0.416	0.648331141868512	0.0041	0.9408	0.979815473441108	0.0903
hsa-miR-2861	-0.1493	0.0071	0.075902380952381	-0.1215	0.0288	0.293890909090909	0.1486
hsa-miR-2861-5p:Novel	-0.0191	0.7314	0.854728497409326	-0.0968	0.0818	0.391203191489362	0.1179
hsa-miR-300	0.0353	0.5265	0.736443925233645	0.0332	0.5513	0.777007788161994	0.0848
hsa-miR-3064-5p	-0.0282	0.6136	0.789831818181818	-0.0294	0.5978	0.801652083333333	0.0825
hsa-miR-3085-5p	0.0309	0.58	0.766986803519062	-0.0439	0.4313	0.711492307692308	0.0768
hsa-miR-30c-5p	-0.0465	0.4041	0.643407446808511	-0.0214	0.7009	0.859774324324324	0.1282
hsa-miR-3125	-0.0165	0.7668	0.873840609137056	-0.0707	0.2046	0.483502105263158	0.1032
hsa-miR-3127-5p	-0.0199	0.7207	0.854728497409326	-0.0227	0.6837	0.857489664804469	0.078
hsa-miR-3136-5p	0.0282	0.6126	0.789831818181818	0.0576	0.3015	0.592523144104804	0.0958
hsa-miR-3137	-0.0453	0.4168	0.648331141868512	-0.0944	0.0897	0.397949315068493	0.1192
hsa-miR-3137-3p:Novel	-0.043	0.4409	0.664309060402685	-0.037	0.5066	0.748825657894737	0.095
hsa-miR-3138-5p:Novel	0.0979	0.0785	0.277753488372093	0.0917	0.0993	0.397949315068493	0.1357
hsa-miR-3141-3p:Novel	-0.0393	0.481	0.696669551282051	-0.1005	0.0708	0.391203191489362	0.1186
hsa-miR-3154	-0.0685	0.219	0.463825471698113	0.085	0.1267	0.397949315068493	0.1224
hsa-miR-3154-5p:Novel	-0.1143	0.0397	0.204888505747126	-0.004	0.9422	0.979815473441108	0.1362
hsa-miR-3155a	-0.0824	0.1391	0.376240361445783	-0.0811	0.1452	0.413193670886076	0.1354
hsa-miR-3155b	-0.0457	0.412	0.646811188811189	-0.0459	0.4106	0.69595	0.0979
hsa-miR-3156-3p	-0.0277	0.6192	0.789831818181818	0.0526	0.3453	0.654175949367089	0.0837
hsa-miR-3160-3p	-0.072	0.196	0.439617910447761	-0.1149	0.0388	0.328701886792453	0.1201
hsa-miR-3160-5p	-0.0391	0.4828	0.696669551282051	-0.1089	0.0501	0.358487301587302	0.1035
hsa-miR-3168-3p:Novel	-0.028	0.6158	0.789831818181818	-0.025	0.6534	0.838218857142857	0.0844
hsa-miR-3169	0.071	0.2023	0.447019117647059	0.0901	0.1056	0.397949315068493	0.1182
hsa-miR-3169-3p:Novel	0.0857	0.1237	0.347133125	0.0703	0.2072	0.487082722513089	0.1225
hsa-miR-3170	-0.0071	0.8984	0.949133176470588	0.1652	0.0029	0.110523076923077	0.1651
hsa-miR-3170-3p:Novel	0.0636	0.2537	0.501811894273128	0.0097	0.8622	0.954097555012225	0.0897
hsa-miR-3176-5p:Novel	-0.0585	0.2936	0.53806693877551	-0.0695	0.2119	0.490891237113402	0.1001
hsa-miR-3178-3p:Novel	-0.1184	0.0332	0.183980487804878	-0.131	0.0183	0.276709302325581	0.1547
hsa-miR-3180	-0.0338	0.5443	0.74651367781155	0.0435	0.4348	0.712500729927007	0.1183
hsa-miR-3180-3p	-0.0977	0.0791	0.277753488372093	-0.1012	0.0689	0.391203191489362	0.1226
hsa-miR-3180-4-3p:Novel, hsa-miR-3180-5-3p:Novel	-0.0634	0.2549	0.501974122807018	0.0377	0.4992	0.748825657894737	0.1243
hsa-miR-3180-5p	0.0202	0.7177	0.854728497409326	0.0119	0.8304	0.940869346733668	0.0935
hsa-miR-3185-3p:Novel	-0.0862	0.1217	0.345362893081761	0.0935	0.0929	0.397949315068493	0.1227
hsa-miR-3190-3p	-0.156	0.0049	0.0578973684210526	-0.1246	0.0249	0.276709302325581	0.1535
hsa-miR-3195	-0.0383	0.4926	0.702150476190476	-0.0776	0.1637	0.432195321637427	0.0957
hsa-miR-3195-3p:Novel	0.0644	0.2475	0.496104910714286	0.0413	0.4588	0.722811228070175	0.1103
hsa-miR-3196-3p:Novel	0.0422	0.4494	0.672602	-0.0588	0.2916	0.584897333333333	0.1013
hsa-miR-320a-3p	-0.0482	0.3869	0.631702181818182	-0.0963	0.0836	0.39512	0.1212
hsa-miR-320c	0.021	0.706	0.847577540106952	0.0731	0.1894	0.462066137566138	0.0981
hsa-miR-320d	-0.0195	0.7264	0.854728497409326	0.0269	0.6299	0.822165988372093	0.0872
hsa-miR-320d-1-5p:Novel	0.0644	0.2474	0.496104910714286	0.0121	0.8276	0.940869346733668	0.0899
hsa-miR-320e-5p:Novel	0.0756	0.1743	0.414077777777778	0.0614	0.2707	0.56011198156682	0.1065
hsa-miR-323a-5p	-0.1445	0.0092	0.0938818181818182	-0.1759	0.0015	0.0954125	0.1789
hsa-miR-324-5p	0.0609	0.2744	0.513356666666667	0.0288	0.6052	0.80633471810089	0.0865
hsa-miR-326-5p:Novel	-0.1048	0.0595	0.254017592592593	0.0488	0.3813	0.671387058823529	0.0982
hsa-miR-345-3p	-0.1195	0.0316	0.181873417721519	-0.0884	0.1122	0.397949315068493	0.1542
hsa-miR-3615-5p:Novel	-0.2401	0	0	-0.1635	0.0032	0.110523076923077	0.2
hsa-miR-3619-3p	-0.0618	0.2672	0.504464705882353	-0.0219	0.6942	0.858913498622589	0.1026
hsa-miR-3621-3p:Novel	-0.0278	0.6176	0.789831818181818	0.1034	0.063	0.391203191489362	0.1408
hsa-miR-3622a-5p	-0.0572	0.3045	0.553524291497976	-0.035	0.5303	0.761004792332268	0.0853
hsa-miR-3648	0.0664	0.2331	0.47594	-0.0324	0.5617	0.777806153846154	0.1128
hsa-miR-3648-3p:Novel	-0.0828	0.1371	0.373078181818182	0.0628	0.2595	0.549761502347418	0.1105
hsa-miR-3652-3p:Novel	-0.0496	0.374	0.625939259259259	-6e-04	0.9913	0.993512723214286	0.1056
hsa-miR-3665-3p:Novel	-0.0075	0.893	0.947453537735849	-0.0804	0.1486	0.414418633540373	0.1132
hsa-miR-3668-3p:Novel	0.1252	0.0242	0.162176119402985	0.0975	0.0797	0.391203191489362	0.1417
hsa-miR-3682-3p	-0.1738	0.0017	0.0401736842105263	-0.1073	0.0537	0.359870149253731	0.2027
hsa-miR-3689d-3p:Novel	-0.0452	0.4173	0.648331141868512	-0.0095	0.8653	0.954097555012225	0.0716
hsa-miR-3714-3p:Novel	0.0226	0.6855	0.83866348773842	0.035	0.53	0.761004792332268	0.092
hsa-miR-371a-3p	0.0121	0.8287	0.908951219512195	0.0429	0.4417	0.713089247311828	0.0975
hsa-miR-371a-5p	-0.0847	0.128	0.356968944099379	-0.0939	0.0916	0.397949315068493	0.1317
hsa-miR-378a-3p	-0.1042	0.061	0.254017592592593	-0.0819	0.1412	0.407266025641026	0.1064
hsa-miR-378h	-0.0863	0.1211	0.345362893081761	-0.0687	0.2171	0.492312626262626	0.1315
hsa-miR-378h-3p:Novel	0.05	0.3696	0.623873684210526	0.1135	0.0411	0.337158181818182	0.1032
hsa-miR-378i	-0.0409	0.4629	0.683691118421053	-0.0117	0.834	0.940869346733668	0.0839
hsa-miR-378i-3p:Novel	-0.1047	0.0597	0.254017592592593	-0.093	0.0948	0.397949315068493	0.1131
hsa-miR-378j-3p:Novel	-0.0146	0.7932	0.90163746835443	0.0352	0.5278	0.761004792332268	0.1117
hsa-miR-3907	0.0176	0.7519	0.870111082474227	0.0033	0.9521	0.982923981900452	0.0876
hsa-miR-3907-5p:Novel	-0.0015	0.979	0.984686129753915	-0.0154	0.782	0.913977402597403	0.0814
hsa-miR-3911-3p:Novel	-0.0982	0.0777	0.277753488372093	-0.0183	0.7423	0.880748947368421	0.1225
hsa-miR-3916-3p:Novel	-0.0011	0.9842	0.986396875	-0.0029	0.9586	0.982923981900452	0.1058
hsa-miR-3920	-0.0602	0.2798	0.521287136929461	-0.069	0.2157	0.491620812182741	0.0973
hsa-miR-3928-3p	0.0199	0.7209	0.854728497409326	0.0098	0.8605	0.954097555012225	0.0662
hsa-miR-3934-3p	-0.1384	0.0126	0.109659615384615	-0.1187	0.0326	0.310558333333333	0.1754
hsa-miR-3935	-0.0051	0.9276	0.966339675174014	0.0181	0.7454	0.880748947368421	0.0802
hsa-miR-3943-3p:Novel	-0.0014	0.9803	0.984686129753915	-0.0723	0.1945	0.462066137566138	0.0827
hsa-miR-3960	0.0541	0.3319	0.587573725490196	-0.1075	0.0533	0.359870149253731	0.1433
hsa-miR-3960-5p:Novel	0.0032	0.9546	0.974125909090909	-0.0396	0.4775	0.73676116838488	0.1007
hsa-miR-3972	0.0025	0.9641	0.976676126126126	-0.0201	0.7182	0.867063538873995	0.0893
hsa-miR-3972-5p:Novel	-0.055	0.3233	0.576038492063492	-0.0492	0.377	0.667666535433071	0.1089
hsa-miR-3976	0.0197	0.7233	0.854728497409326	-0.0292	0.5999	0.801652083333333	0.1052
hsa-miR-3976-3p:Novel	-0.0739	0.1846	0.426895384615385	-0.1238	0.0258	0.276709302325581	0.1352
hsa-miR-422a	-0.0953	0.0867	0.287558088235294	-0.0774	0.1646	0.432195321637427	0.117
hsa-miR-423-5p	-0.0621	0.2653	0.504464705882353	-0.0852	0.1257	0.397949315068493	0.1211
hsa-miR-425-3p	-0.1883	7e-04	0.03143	-0.0644	0.2481	0.535562019230769	0.164
hsa-miR-4252	-0.0774	0.1647	0.402879891304348	-0.0404	0.4686	0.731139792387543	0.1051
hsa-miR-4254	0.024	0.6667	0.826929005524862	0.0362	0.5166	0.755136363636364	0.101
hsa-miR-4254-5p:Novel	0.0873	0.117	0.339340384615385	0.08	0.151	0.416771165644172	0.1004
hsa-miR-4258-3p:Novel	0.0106	0.8486	0.921100724637681	-0.0344	0.5377	0.763441640378549	0.0771
hsa-miR-4259	-0.0696	0.2112	0.455907692307692	-0.1088	0.0503	0.358487301587302	0.1184
hsa-miR-4259-5p:Novel	0.0193	0.7289	0.854728497409326	0.0495	0.3747	0.667666535433071	0.1085
hsa-miR-4263	0.0927	0.0959	0.307565	-0.0575	0.3022	0.592523144104804	0.1283
hsa-miR-4274	-0.0982	0.0775	0.277753488372093	-0.0919	0.0987	0.397949315068493	0.1298
hsa-miR-4276-3p:Novel	-0.0818	0.1418	0.378480588235294	-0.037	0.507	0.748825657894737	0.0906
hsa-miR-4277	-0.0817	0.1421	0.378480588235294	-0.0145	0.7946	0.918564885496183	0.1192
hsa-miR-4281	0.0313	0.5747	0.766986803519062	0.0373	0.5035	0.748825657894737	0.1087
hsa-miR-4283	0.0636	0.2537	0.501811894273128	7e-04	0.9904	0.993512723214286	0.1032
hsa-miR-4283-3p:Novel	0.0692	0.214	0.459741626794258	0.079	0.156	0.424509090909091	0.1016
hsa-miR-4284-3p:Novel	-0.1356	0.0146	0.119189090909091	-0.0384	0.4907	0.746159121621622	0.1476
hsa-miR-4285-3p:Novel	0.0113	0.8401	0.917773479318735	-0.0627	0.2608	0.549761502347418	0.0937
hsa-miR-4286-3p:Novel	-0.0077	0.8897	0.947453537735849	-0.0016	0.9769	0.985983820224719	0.0818
hsa-miR-4290	-0.0305	0.5846	0.767501169590643	-0.0163	0.77	0.902689295039165	0.0941
hsa-miR-4290-5p:Novel	0.0254	0.6483	0.810826462395543	-0.0023	0.9668	0.982923981900452	0.0902
hsa-miR-4302-3p:Novel	-0.1452	0.0089	0.0929325581395349	-0.1243	0.0252	0.276709302325581	0.1747
hsa-miR-4306-5p:Novel	-0.0325	0.5602	0.757619879518072	-0.0511	0.3589	0.663152674897119	0.0877
hsa-miR-4309	0.022	0.6938	0.843806182795699	-0.0405	0.4672	0.731139792387543	0.1028
hsa-miR-4309-3p:Novel	-0.0232	0.6779	0.833909863013699	0.0402	0.4706	0.731139792387543	0.0817
hsa-miR-4311	-0.1705	0.0021	0.0411583333333333	-0.1431	0.0099	0.218377272727273	0.1891
hsa-miR-4311-3p:Novel	-0.0251	0.6523	0.813563055555556	-0.0846	0.1284	0.397949315068493	0.1074
hsa-miR-4313	-0.069	0.2152	0.460118095238095	-0.0261	0.6398	0.827868011527378	0.1178
hsa-miR-4313-3p:Novel	-0.0309	0.58	0.766986803519062	0.0847	0.128	0.397949315068493	0.107
hsa-miR-4323	-0.092	0.0984	0.313344680851064	-0.0628	0.26	0.549761502347418	0.1029
hsa-miR-4326	-0.132	0.0174	0.13021	-0.0182	0.7443	0.880748947368421	0.1348
hsa-miR-4326-5p:Novel	-0.1197	0.0312	0.181873417721519	-0.0457	0.4123	0.69595	0.1376
hsa-miR-4327-3p:Novel	0.043	0.4401	0.664309060402685	0.0414	0.4582	0.722811228070175	0.0926
hsa-miR-4330	0.0845	0.1293	0.358368518518518	0.0495	0.3744	0.667666535433071	0.1088
hsa-miR-4418	-0.1834	9e-04	0.0329266666666667	-0.0873	0.1167	0.397949315068493	0.1483
hsa-miR-4421	0.0217	0.697	0.843806182795699	0.1025	0.0654	0.391203191489362	0.1601
hsa-miR-4429-3p:Novel	0.0255	0.6478	0.810826462395543	-0.0431	0.4395	0.713089247311828	0.0863
hsa-miR-4431	-0.0064	0.9086	0.954386046511628	-0.0052	0.9253	0.979815473441108	0.0798
hsa-miR-4436b-3p	-0.0805	0.1484	0.385153757225433	-0.0979	0.0786	0.391203191489362	0.1152
hsa-miR-4436b-5p	-0.0319	0.5667	0.76182125748503	-0.0213	0.7031	0.859774324324324	0.0774
hsa-miR-4437	0.0442	0.4276	0.655264163822526	0.0223	0.6897	0.858913498622589	0.1073
hsa-miR-4441	0.0079	0.8874	0.947453537735849	0.0107	0.8474	0.948834413965087	0.0832
hsa-miR-4443-3p:Novel	-0.1031	0.0637	0.257669369369369	-0.0954	0.0865	0.397949315068493	0.1505
hsa-miR-4449	0.0461	0.4082	0.645772280701754	-0.023	0.6798	0.854986554621849	0.0838
hsa-miR-4451-5p:Novel	-0.0956	0.0858	0.287494029850746	-0.0261	0.6398	0.827868011527378	0.132
hsa-miR-4452	0.0928	0.0955	0.307565	0.1882	7e-04	0.06286	0.1977
hsa-miR-4453-3p:Novel	-0.039	0.4838	0.696669551282051	-0.0256	0.6459	0.833359482758621	0.1001
hsa-miR-4466-3p:Novel	-0.163	0.0033	0.0545214285714286	-0.1392	0.0122	0.238165217391304	0.1776
hsa-miR-4472	0.0438	0.4325	0.659649491525424	0.0025	0.964	0.982923981900452	0.0819
hsa-miR-4487	0.0675	0.2255	0.468747685185185	0.2012	3e-04	0.0449	0.1842
hsa-miR-4488-3p:Novel	-0.0027	0.9621	0.976676126126126	-0.0526	0.3453	0.654175949367089	0.093
hsa-miR-4489	-0.05	0.3694	0.623873684210526	0.0216	0.6983	0.859774324324324	0.1173
hsa-miR-4489-3p:Novel	0.0377	0.4994	0.709590506329114	0.0839	0.1319	0.402878231292517	0.0953
hsa-miR-4492-5p:Novel	0.0256	0.6459	0.810826462395543	0.0761	0.1719	0.438464804469274	0.1043
hsa-miR-4494	0.0211	0.7048	0.847577540106952	0.1038	0.062	0.391203191489362	0.1199
hsa-miR-4497	-0.0976	0.0793	0.277753488372093	0.008	0.8862	0.960966904761905	0.1355
hsa-miR-4497-3p:Novel	-0.0896	0.1074	0.326788741721854	-0.1126	0.0429	0.337891525423729	0.1198
hsa-miR-4504	-0.1077	0.0529	0.249288541666667	-0.1012	0.069	0.391203191489362	0.1484
hsa-miR-4505	0.1052	0.0585	0.254017592592593	-0.0383	0.4919	0.746159121621622	0.1997
hsa-miR-4505-3p:Novel	0.0271	0.6265	0.795046197183099	-0.02	0.7203	0.867063538873995	0.0777
hsa-miR-4506	-0.0631	0.2577	0.503075217391304	-0.0845	0.1291	0.397949315068493	0.1178
hsa-miR-4508-3p:Novel	0.087	0.1179	0.339340384615385	-0.0084	0.8807	0.95746803874092	0.0923
hsa-miR-4513	-0.0286	0.6077	0.788604913294798	-0.0347	0.5335	0.76287101910828	0.1001
hsa-miR-4513-3p:Novel	-0.0223	0.6887	0.840288858695652	-0.0587	0.2918	0.584897333333333	0.1036
hsa-miR-4515	-0.0835	0.1336	0.36801472392638	-0.0866	0.1197	0.397949315068493	0.1139
hsa-miR-4516-3p:Novel	0.0396	0.4779	0.696669551282051	-0.0819	0.1415	0.407266025641026	0.1253
hsa-miR-4520-3p	0.0957	0.0856	0.287494029850746	0.0914	0.1004	0.397949315068493	0.1383
hsa-miR-4528-5p:Novel	-0.0401	0.4719	0.690172964169381	0.0023	0.9676	0.982923981900452	0.1054
hsa-miR-4534	0.0561	0.3139	0.561518326693227	0.1437	0.0096	0.218377272727273	0.1461
hsa-miR-4537-3p:Novel	0.0171	0.7584	0.872047570332481	0.0153	0.7837	0.913977402597403	0.0662
hsa-miR-4632-5p	-0.08	0.1509	0.389391379310345	-0.0695	0.2119	0.490891237113402	0.0949
hsa-miR-4634	-0.0166	0.7665	0.873840609137056	-0.0586	0.2931	0.584897333333333	0.0844
hsa-miR-4651-3p:Novel	-0.0136	0.8075	0.906033578431373	0.0215	0.7	0.859774324324324	0.0917
hsa-miR-4654	0.0348	0.5331	0.738771296296296	-0.0282	0.613	0.809520588235294	0.096
hsa-miR-4655-5p	-0.0126	0.8212	0.906033578431373	-0.0756	0.1748	0.438464804469274	0.1005
hsa-miR-4666a-5p	-0.0449	0.4209	0.651669310344828	-0.0046	0.9343	0.979815473441108	0.0851
hsa-miR-4672	-0.1332	0.0164	0.126958620689655	-0.1183	0.0332	0.310558333333333	0.1629
hsa-miR-4674	-0.1197	0.0312	0.181873417721519	-0.0321	0.5648	0.777899386503067	0.1318
hsa-miR-4674-5p:Novel	-0.1622	0.0034	0.0545214285714286	-0.1354	0.0147	0.274788	0.1773
hsa-miR-4675	0.0622	0.2643	0.504464705882353	0.0906	0.1037	0.397949315068493	0.1147
hsa-miR-4682-3p:Novel	-0.089	0.1099	0.326788741721854	0.0322	0.563	0.777806153846154	0.1345
hsa-miR-4683	0.0126	0.8219	0.906033578431373	-0.0192	0.73	0.874053333333333	0.0743
hsa-miR-4690-5p	-0.0654	0.2401	0.487804977375566	-0.0596	0.2847	0.581046818181818	0.1087
hsa-miR-4693-3p	0.006	0.914	0.954386046511628	-0.0775	0.164	0.432195321637427	0.1048
hsa-miR-4695-5p	-0.1297	0.0195	0.13897619047619	-0.1331	0.0165	0.276709302325581	0.1549
hsa-miR-4698	-0.0573	0.3035	0.553524291497976	-0.0534	0.338	0.651339055793992	0.0867
hsa-miR-4700-5p	-0.0257	0.6446	0.810826462395543	0.0944	0.0896	0.397949315068493	0.117
hsa-miR-4710-3p:Novel	-0.1396	0.0119	0.109042857142857	-0.1417	0.0107	0.218377272727273	0.162
hsa-miR-4713-3p	-0.0064	0.9085	0.954386046511628	-0.0329	0.5555	0.777007788161994	0.0653
hsa-miR-4725-5p	0.0709	0.2031	0.447019117647059	0.0532	0.3395	0.651433760683761	0.0944
hsa-miR-4732-5p	-0.0975	0.0798	0.277753488372093	-0.1169	0.0354	0.311658823529412	0.1404
hsa-miR-4738-3p	0.0495	0.3747	0.625939259259259	0.0767	0.1685	0.437320809248555	0.1114
hsa-miR-4739	0.0997	0.073	0.277753488372093	-0.0492	0.3777	0.667666535433071	0.114
hsa-miR-4739-3p:Novel	-0.0494	0.3755	0.625939259259259	0.0165	0.7674	0.901996335078534	0.1079
hsa-miR-4741	-0.0042	0.9407	0.973004576659039	-0.0323	0.5619	0.777806153846154	0.1161
hsa-miR-4748	-0.0893	0.1084	0.326788741721854	-0.0653	0.2411	0.522965700483092	0.1264
hsa-miR-4754-3p:Novel	0.0471	0.3983	0.643407446808511	0.0501	0.3685	0.667666535433071	0.1036
hsa-miR-4758-5p	-0.0191	0.7319	0.854728497409326	0.0641	0.2496	0.536222009569378	0.0945
hsa-miR-4767	-0.1542	0.0054	0.0621692307692308	-0.086	0.1224	0.397949315068493	0.1539
hsa-miR-4771-5p:Novel	-0.0906	0.1036	0.323965972222222	-0.0151	0.7864	0.914750259067357	0.1385
hsa-miR-4784-3p:Novel	-0.0952	0.0871	0.287558088235294	-0.0142	0.7994	0.918564885496183	0.1177
hsa-miR-4785	-0.1089	0.0501	0.244509782608696	-0.0833	0.1345	0.404998	0.1498
hsa-miR-4787-5p	0.0216	0.6991	0.843806182795699	0.0023	0.9673	0.982923981900452	0.0994
hsa-miR-4800-3p	-0.0512	0.3582	0.618583846153846	-0.0316	0.5705	0.778585106382979	0.0985
hsa-miR-483-5p	-0.0189	0.7348	0.854728497409326	0.1117	0.0444	0.337891525423729	0.1142
hsa-miR-484-3p:Novel	-0.1699	0.0022	0.0411583333333333	-0.1689	0.0023	0.110523076923077	0.1746
hsa-miR-5001-5p	-0.1226	0.0273	0.170245833333333	-0.1252	0.0243	0.276709302325581	0.1362
hsa-miR-5006-5p	-0.0766	0.1687	0.407238172043011	-0.0888	0.1108	0.397949315068493	0.1175
hsa-miR-501-3p	0.034	0.5418	0.746221472392638	0.0376	0.5005	0.748825657894737	0.1336
hsa-miR-504-5p	-0.1036	0.0626	0.255521818181818	-0.0761	0.1716	0.438464804469274	0.1516
hsa-miR-5090-3p:Novel	0.0621	0.2651	0.504464705882353	0.0394	0.4799	0.737928424657534	0.1067
hsa-miR-5091	-0.1238	0.0258	0.167886956521739	-0.0974	0.0802	0.391203191489362	0.1421
hsa-miR-5091-3p:Novel	0.046	0.4095	0.645772280701754	0.0724	0.1939	0.462066137566138	0.0995
hsa-miR-5092	-0.0519	0.352	0.612589147286822	0.0026	0.9633	0.982923981900452	0.1078
hsa-miR-5093	0.0248	0.6561	0.816035734072022	-0.0744	0.1817	0.44825989010989	0.086
hsa-miR-5100	-0.0493	0.3764	0.625939259259259	-0.0505	0.3652	0.667666535433071	0.0884
hsa-miR-5187-5p	-0.1126	0.0428	0.218377272727273	-0.077	0.167	0.435947674418605	0.1532
hsa-miR-5189-3p	0.0906	0.1034	0.323965972222222	0.1234	0.0263	0.276709302325581	0.1537
hsa-miR-5191	0.0979	0.0784	0.277753488372093	0.0255	0.648	0.83367335243553	0.1208
hsa-miR-5193	-0.1328	0.0168	0.127850847457627	-0.0939	0.0915	0.397949315068493	0.1673
hsa-miR-5193-5p:Novel	0.1063	0.056	0.254017592592593	0.1134	0.0413	0.337158181818182	0.1531
hsa-miR-5196-5p	0.0108	0.847	0.921100724637681	-0.0414	0.4577	0.722811228070175	0.0961
hsa-miR-519a-5p, hsa-miR-519c-5p, hsa-miR-519b-5p, hsa-miR-523-5p, hsa-miR-518e-5p, hsa-miR-522-5p	-0.0293	0.5987	0.77917768115942	0.0099	0.8591	0.954097555012225	0.1037
