ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average18_37	Average37_53	Average53_81	Median18_37	Median37_53	Median53_81
has-miR-548o	0.547419712096707	-0.694507252872054	1.77388109161576	-0.391518493632205	0.695414021511152	0.999590418637273	53_81_vs_18_37	FALSE	0.64070739372003	0.733490236181345	0.375527151935994	0	0	0
has-miR-548x	1.42652213207004	-0.733203834098859	1.41906794658725	-0.516679864316685	0.60537965444069	0.999590418637273	53_81_vs_18_37	FALSE	1.29500787843673	1.19557752051268	2.96754517223831	0	0.544435873178362	0.300310499708503
hsa-let-7a-2-3p	0.482209274524469	0.348426069037093	1.70262616181075	0.204640382517405	0.837853102331247	0.999590418637273	53_81_vs_18_37	FALSE	0.539318431662801	0.533668555238342	0.383316898950584	0	0	0
hsa-let-7a-3p	317.00347251487	-1.1153081087293	0.859146107880616	-1.29815883293774	0.194232761029563	0.999590418637273	53_81_vs_18_37	FALSE	1229.24043724873	1064.83434642284	144.111900521721	22.8239936942818	15.6676090560685	14.7314524219381
hsa-let-7a-5p	17.6439699956773	-0.386108744065048	0.868641401421063	-0.444497284418391	0.656683091760772	0.999590418637273	53_81_vs_18_37	FALSE	13.9954124583627	27.1201681258305	12.9577373784829	7.65815266376447	7.16065787749143	7.2066588034664
hsa-let-7b-3p	0.505538675299228	0.400862774042227	2.48683765144659	0.161193785130704	0.871940775857489	0.999590418637273	53_81_vs_18_37	FALSE	0.643528553733545	0.879591430864738	0.294421266044119	0	0	0
hsa-let-7b-5p	199.399532649692	-0.986990210680546	0.922675337588364	-1.06970477097641	0.284752218151445	0.999590418637273	53_81_vs_18_37	FALSE	672.735411095473	719.013767524139	91.3207398534188	16.927193584745	13.0070507323804	11.2672136058924
hsa-let-7c-3p	4.7249905275718	0.440745544860361	1.05666476008705	0.417110101054237	0.676597876907625	0.999590418637273	53_81_vs_18_37	FALSE	7.60762172820164	3.25633414419149	4.84644331588727	0.419129639937372	0	0.287535275876424
hsa-let-7c-5p	15.8108760380756	-0.243115780982317	0.924955689728171	-0.262840462177993	0.792673547359159	0.999590418637273	53_81_vs_18_37	FALSE	59.2693518497285	37.3308341779487	9.93286463644531	4.05601545671695	1.6278191420127	3.38663823270184
hsa-let-7d-3p	2.77430868041043	-0.260505750892301	0.985450558884167	-0.264351923639146	0.791508753507321	0.999590418637273	53_81_vs_18_37	FALSE	9.14044865083588	4.72559336975057	2.96862997152295	1.41901947950851	1.99305794506863	0.823782556785649
hsa-let-7d-5p	34.7725808042191	-1.28690518385254	0.930485964993882	-1.38304631371952	0.16665066548936	0.999590418637273	53_81_vs_18_37	FALSE	140.661927444665	124.416471234142	19.2404107189287	2.98721606443592	3.29279963041391	4.83625182635606
hsa-let-7e-3p	0.08332330472642	-1.05484722239694	5.22838203774627	-0.201754044517305	0.840109009832145	0.999590418637273	53_81_vs_18_37	FALSE	0.0987786626388879	0.125928528321138	0.0397071222600987	0	0	0
hsa-let-7e-5p	4.22887809481502	-1.5621138469186	0.931810902849236	-1.67642795565287	0.0936543969199274	0.999590418637273	53_81_vs_18_37	FALSE	13.8875933697996	7.73617347970675	4.0664941543927	2.13127888543935	1.73431969870366	3.03456890051389
hsa-let-7f-1-3p	0.0789497411829645	-0.0772346619620058	7.51052261175749	-0.0102835269866703	0.991795077200023	0.999590418637273	53_81_vs_18_37	FALSE	0.108276039044219	0.166359416406025	0.162262925498667	0	0	0
hsa-let-7f-2-3p	0.480033123319133	-0.247169761659916	1.41934693224494	-0.174143302137537	0.861752842894128	0.999590418637273	53_81_vs_18_37	FALSE	0.817426060453181	0.306551768375271	0.481809344836375	0	0	0
hsa-let-7f-5p	2.19057776032185	-1.20914559088514	1.08235911358225	-1.1171390121004	0.263934892315225	0.999590418637273	53_81_vs_18_37	FALSE	3.35657508270355	1.75023973752917	1.16274219518498	1.2351859135104	1.07699429297756	0.618879786540735
hsa-let-7g-3p	2.95924040264874	-1.74578694634622	0.986824982373744	-1.76909480153902	0.0768780552982744	0.999590418637273	53_81_vs_18_37	FALSE	4.79630812600137	2.17261413155509	1.43155014413293	0.554447864025522	0.188638552988939	0.137942038942478
hsa-let-7g-5p	210.641036207227	-0.700883943291402	1.03688559900447	-0.675951082707996	0.499071703420781	0.999590418637273	53_81_vs_18_37	FALSE	770.809247529001	799.619307624776	102.170260331901	9.33958171021795	7.75028238912491	6.64955859484873
hsa-let-7i-3p	0.321038812264859	-0.609877408766076	2.09962661218214	-0.290469460249521	0.771457111290766	0.999590418637273	53_81_vs_18_37	FALSE	0.244004085702788	0.437724286424331	0.246097599925397	0	0	0
hsa-let-7i-5p	252.294507858521	-0.227034097834831	0.956884361380277	-0.237263881611923	0.812452080444828	0.999590418637273	53_81_vs_18_37	FALSE	810.668871582124	956.178031117437	99.1574213556336	10.2819308546718	5.87768682742872	7.90478006404849
hsa-miR-1-2-5p:Novel	9.77731447266721	-2.00895465170304	0.89859321133551	-2.23566640206116	0.0253736314123174	0.862052553095081	53_81_vs_18_37	FALSE	14.9840876374302	6.74828915398518	5.82405539139683	3.63568109247174	3.76057675369787	4.00596115639406
hsa-miR-1-3p	1.92911089471694	-0.100869410784905	0.806100446908295	-0.125132557824249	0.900418608444439	0.999590418637273	53_81_vs_18_37	FALSE	1.64449422099133	2.19831684490067	1.85389025302273	0.597443212887184	1.20371874764162	1.37149981879356
