ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averageabstemious.28	Averageheavy.28	Averagelight.28	Medianabstemious.28	Medianheavy.28	Medianlight.28
has-miR-548o	0.547419712096707	1.60010105941995	1.56194765236842	1.02442681545292	0.305633721616728	0.998933489534653	light.28_vs_abstemious.28	FALSE	1.20037687898266	1.00603146702156	0.432439343024656	0	0	0
has-miR-548x	1.42652213207004	-1.63043101323382	1.19440503058278	-1.36505705475661	0.172235118345149	0.998933489534653	light.28_vs_abstemious.28	FALSE	2.10335383147435	1.06764918180203	1.89439100171914	0	0	0.275884077884955
hsa-let-7a-2-3p	0.482209274524469	-0.111192407404695	1.4982470278737	-0.0742150028239992	0.940839308245098	0.998933489534653	light.28_vs_abstemious.28	FALSE	0.329590982228212	0.827017069823982	0.454188760132127	0	0	0
hsa-let-7a-3p	317.00347251487	-0.443730941792784	0.774767870778165	-0.572727598199325	0.566829148024972	0.998933489534653	light.28_vs_abstemious.28	FALSE	4236.50970629053	473.683705288238	407.263995638117	44.4134993683841	26.8798647909832	15.0692681448269
hsa-let-7a-5p	17.6439699956773	1.65197924824988	0.769836253334409	2.14588393453105	0.031882239858423	0.848260805930163	light.28_vs_abstemious.28	FALSE	10.5852654502723	14.7586345731894	19.2489322524887	6.48239738112973	9.9608763058352	7.10878568106792
hsa-let-7b-3p	0.505538675299228	2.38356767101794	2.17918087464351	1.09379065260375	0.274046804645078	0.998933489534653	light.28_vs_abstemious.28	FALSE	0.786546107368133	0.291752009251418	0.625859613364663	0	0	0
hsa-let-7b-5p	199.399532649692	0.370345717768554	0.834212125430011	0.443946697103752	0.657081121849387	0.998933489534653	light.28_vs_abstemious.28	FALSE	2275.20531437432	463.082378410132	257.990899565523	25.3362465757159	21.816799737025	11.168634958163
hsa-let-7c-3p	4.7249905275718	0.266000909348274	0.969804788322358	0.274282940805461	0.783867193262369	0.998933489534653	light.28_vs_abstemious.28	FALSE	9.0545127133878	4.54112465540405	4.9334620262783	0.523971304420287	1.2164687935485	0.248455420635024
hsa-let-7c-5p	15.8108760380756	0.630806518962563	0.795475951731833	0.792992569529265	0.427782151953179	0.998933489534653	light.28_vs_abstemious.28	FALSE	184.437246534493	22.5638790001594	17.9364767080508	4.54735461940635	2.57462036830016	2.63671075002485
hsa-let-7d-3p	2.77430868041043	0.547872357724207	0.912166908070277	0.600627311599421	0.548088242878772	0.998933489534653	light.28_vs_abstemious.28	FALSE	21.4922571936763	6.53161457467542	3.43008051417033	0.905011703545244	0.659962922623427	1.46572583662453
hsa-let-7d-5p	34.7725808042191	-0.193336631233769	0.80650290933923	-0.239722174582322	0.810545643278337	0.998933489534653	light.28_vs_abstemious.28	FALSE	486.285041117862	88.3409943658386	43.3178055132291	6.87225697252386	4.98451499160114	2.95860642633121
hsa-let-7e-3p	0.08332330472642	0.420811345329663	4.71389725423112	0.0892703685791941	0.92886704247481	0.998933489534653	light.28_vs_abstemious.28	FALSE	0.183579681984403	0.12070608432656	0.0696824836500316	0	0	0
hsa-let-7e-5p	4.22887809481502	1.50993812305472	0.799901295850729	1.88765555311276	0.0590722069343311	0.998933489534653	light.28_vs_abstemious.28	FALSE	37.4975883288681	10.4473180830531	4.50911253775282	2.69461330129862	3.38868798515582	1.98624274090477
hsa-let-7f-1-3p	0.0789497411829645	1.76342921593479	6.76553677766754	0.260648825641703	0.794363333324562	0.998933489534653	light.28_vs_abstemious.28	FALSE	0.0585607308657198	0.469104297208808	0.105729311248658	0	0	0
hsa-let-7f-2-3p	0.480033123319133	-1.2269677002339	1.12121723180847	-1.09431755544361	0.273815728422185	0.998933489534653	light.28_vs_abstemious.28	FALSE	1.68751202012165	0.492508338972893	0.397946685248466	0	0	0
hsa-let-7f-5p	2.19057776032185	-0.301733138476017	0.950345474180127	-0.317498369460143	0.750865476506514	0.998933489534653	light.28_vs_abstemious.28	FALSE	2.09324876967146	4.17115391246701	1.80957096190833	0.913118762673353	1.2164687935485	0.908920273117935
hsa-let-7g-3p	2.95924040264874	-0.0668992820074646	0.891859580244652	-0.0750110034015814	0.940205957111081	0.998933489534653	light.28_vs_abstemious.28	FALSE	2.28848716169938	2.19373525029642	3.03423201476401	0.503193646613315	0.80265337684798	0.277161881536096
hsa-let-7g-5p	210.641036207227	0.139077499822679	0.938108228498541	0.148253149900705	0.88214298765314	0.998933489534653	light.28_vs_abstemious.28	FALSE	2652.9203016924	527.250204680182	278.938344758551	17.0798176670212	10.3337610677453	7.4650758813973
hsa-let-7i-3p	0.321038812264859	1.18324983028087	1.85363527476118	0.638340155904359	0.523252277619279	0.998933489534653	light.28_vs_abstemious.28	FALSE	0.397009647753652	0.0844374237869891	0.327881287431334	0	0	0
hsa-let-7i-5p	252.294507858521	0.217692133386932	0.854346854169302	0.254805331493377	0.79887345722975	0.998933489534653	light.28_vs_abstemious.28	FALSE	2828.31622373117	550.487136340941	332.229315507269	16.6954155302456	10.1986131159616	6.87140853820144
hsa-miR-1-2-5p:Novel	9.77731447266721	1.95558163965655	0.855883211327809	2.28486972728753	0.0223204675876501	0.807224356538319	light.28_vs_abstemious.28	FALSE	8.96628420673815	10.2293197986755	9.26933597063024	3.09357258478815	7.44435219091922	3.56177826019425
hsa-miR-1-3p	1.92911089471694	-0.0514162065879691	0.727807212372351	-0.0706453655774769	0.943680004074256	0.998933489534653	light.28_vs_abstemious.28	FALSE	1.80996465024061	1.89633762042175	1.89816310655635	1.3240022859899	0	1.13183131793363
