ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	abstemious.x	light.x	heavy.x	abstemious.y	light.y	heavy.y
hsa-miR-30b-5p	5.11818757821712	-0.0412224995767407	0.396320787853095	-0.104012963337216	0.9171590611169	0.965946856668817	heavy_vs_light	FALSE	9.45	4.287	5.495	0.898	0.703	0.232
hsa-miR-30c-1-3p	5.48206977176102	-0.0334332368827229	0.265992738407268	-0.12569229176299	0.899975503756597	0.958981576359658	heavy_vs_light	FALSE	10.919	5.102	4.39	2.737	1.422	1.446
hsa-miR-30c-2-3p	3.2948371413694	-0.280143621100802	0.252767052308812	-1.10830750504042	0.267729035350679	0.602975255646223	heavy_vs_light	FALSE	5.62	3.08	3.101	3.229	2.038	1.615
hsa-miR-30c-5p	8.92833976119771	-0.208781852046389	0.218467474032213	-0.955665610962317	0.339241201849524	0.667861284130902	heavy_vs_light	FALSE	16.617	8.466	7.375	8.983	4.549	4.352
hsa-miR-30d-3p	0.513697714229666	-0.109391721535115	0.444540830562167	-0.246078006820606	0.805621847707654	NA	heavy_vs_light	NA	0.354	0.528	0.492	0	0	0
hsa-miR-30d-5p	46.4643980838169	-0.563775234617668	0.309538715601244	-1.8213399688068	0.068555194351407	0.352346355014069	heavy_vs_light	FALSE	213.412	30.03	32.045	5.118	4.687	3.515
hsa-miR-30e-3p	11.0745552406396	-0.228727221042991	0.330354028818207	-0.692370006387479	0.48870499664407	0.759365903484843	heavy_vs_light	FALSE	52.12	7.291	7.284	1.037	1.73	1.918
hsa-miR-30e-5p	11.7021782316567	-0.355375704660036	0.317990127743435	-1.1175683571748	0.263751389504292	0.599253786732673	heavy_vs_light	FALSE	40.653	8.225	10.214	3.144	2.17	2.358
hsa-miR-31-3p	1.12670567114521	-0.999473440882371	0.429740721362075	-2.32575921061079	0.020031399776166	NA	heavy_vs_light	NA	0.875	1.405	0.551	0	0	0
hsa-miR-31-5p	5.34699578863387	-0.813296264476781	0.324537328799895	-2.50601762048225	0.0122099534890859	0.173439024364653	heavy_vs_light	FALSE	20.075	4.208	3.302	1.279	2.029	1.383
hsa-miR-3115	0.516117604210397	0.319627356961122	0.435459899645868	0.733999519177435	0.462949031129342	NA	heavy_vs_light	NA	0.708	0.48	0.697	0.333	0	0
hsa-miR-3115-3p:Novel	5.99869332860455	-0.384085219525952	0.310379000310166	-1.23747166896643	0.21591202594978	0.547539111127278	heavy_vs_light	FALSE	42.4	2.832	2.319	1.582	1.223	1.133
hsa-miR-3116	1.64256698432305	-0.141533868235593	0.294007667484907	-0.481395160358731	0.630235675676403	NA	heavy_vs_light	NA	1.166	1.836	1.289	0	0.738	0.505
hsa-miR-3116-5p:Novel	1.10835867525423	0.254870356547312	0.659892528680108	0.386230098796684	0.699326264309393	NA	heavy_vs_light	NA	0.952	1.367	0.533	0	0	0
hsa-miR-3117-3p	0.770317143426844	-0.405607831537995	0.412819111617043	-0.982531622504586	0.325838011978424	NA	heavy_vs_light	NA	0.904	0.814	0.588	0	0	0
hsa-miR-3117-5p	0.680748615916956	-0.384343649249171	0.463622893240888	-0.829000583992892	0.407104076770249	NA	heavy_vs_light	NA	0.365	0.724	0.631	0	0	0
hsa-miR-3118	3.87364996751765	-0.743552886561984	0.436613129819667	-1.70300166389658	0.0885677570218977	0.380419603970246	heavy_vs_light	FALSE	3.482	4.419	2.928	0.684	0.356	0
hsa-miR-3118-2-5p:Novel, hsa-miR-3118-3-5p:Novel, hsa-miR-3118-4-5p:Novel	1.46282836125901	-0.451579636637508	0.332872910937608	-1.35661275459615	0.174904286939343	NA	heavy_vs_light	NA	2.717	1.455	1.049	0.82	0.573	0
hsa-miR-3119	0.716536051077212	-0.0153739382356385	0.386420182934987	-0.0397855467042857	0.968264099167566	NA	heavy_vs_light	NA	0.667	0.763	0.583	0	0	0
hsa-miR-3119-3p:Novel	1.98152963830988	-0.743904626688668	0.401642262163981	-1.85215724729921	0.0640032459295506	NA	heavy_vs_light	NA	2.102	1.915	1.96	0.82	0.337	0.552
hsa-miR-3120-3p	1.27177154708095	-0.571393417395519	0.374864029556803	-1.52426846094321	0.127441662337902	NA	heavy_vs_light	NA	1.807	1.506	0.547	0.684	0.274	0
hsa-miR-3120-5p	1.485245997949	-0.147776627464589	0.299879351348514	-0.492786938480623	0.62216314070606	NA	heavy_vs_light	NA	1.545	1.541	1.249	1.027	0.559	0.552
hsa-miR-3121-3p	3.14950661840998	-0.145533103381066	0.35974931376417	-0.404540322421489	0.68581543275142	0.864891468785413	heavy_vs_light	FALSE	4.505	3.33	2.199	1.64	0.419	0.552
hsa-miR-3121-5p	0.133955526911315	-0.628279483274172	1.17938919542537	-0.532715990371245	0.594230195398072	NA	heavy_vs_light	NA	0.106	0.254	0.058	0	0	0
hsa-miR-3122	1.44068378373749	-0.471188422138276	0.294261185600322	-1.60125917108981	0.10931952805345	NA	heavy_vs_light	NA	3.306	1.289	1.16	1.245	0.62	0.519
hsa-miR-3122-3p:Novel	5.61921378701847	0.416879395197693	0.281879128302067	1.47892963096919	0.13915912302121	0.466622784256993	heavy_vs_light	FALSE	7.959	3.895	8.195	2.652	2.224	2.054
hsa-miR-3123	6.46527500401004	-0.270759640628701	0.230533573141108	-1.17449114651501	0.240198356096938	0.572414576484645	heavy_vs_light	FALSE	12.985	5.87	5.5	6.225	3.796	4.047
hsa-miR-3123-5p:Novel	2.52456223362656	-0.43923439900359	0.388895170247077	-1.12944164033853	0.258711575333579	0.595548369080814	heavy_vs_light	FALSE	1.238	2.881	1.975	0	0.441	0.312
hsa-miR-3124-3p	0.157838156562727	-0.425993557856526	0.935172801718046	-0.455523895769761	0.648732380379556	NA	heavy_vs_light	NA	0.067	0.179	0.128	0	0	0
hsa-miR-3124-5p	4.42553968415432	0.0807864739424497	0.272199893917398	0.296790982464399	0.766626090407417	0.900445111173829	heavy_vs_light	FALSE	25.996	2.304	2.783	2.788	1.595	1.261
hsa-miR-3125	2737.24596944793	0.424890309543678	0.177568089182268	2.39283033060935	0.0167189705470029	0.206582348402694	heavy_vs_light	FALSE	5636.315	2067.717	3204.327	3104.826	1573.978	1809.503
hsa-miR-3125-3p:Novel	10.7779179538554	0.154421794943792	0.212459891377256	0.726827985944846	0.467331336798784	0.745530703585405	heavy_vs_light	FALSE	15.009	8.079	14.558	6.226	5.514	6.169
hsa-miR-3126-3p	0.171576275143792	-0.528606372541139	0.829287915370077	-0.637422013204237	0.523849993373049	NA	heavy_vs_light	NA	0.162	0.188	0.129	0	0	0
hsa-miR-3126-5p	1.44110196613662	0.375387338545922	0.286593289447276	1.30982598814471	0.19025470938359	NA	heavy_vs_light	NA	1.494	1.243	1.739	0.912	0.562	1.013
hsa-miR-3127-3p	3.77247723756525	-0.394731517976278	0.320826066105519	-1.23035987308603	0.21856237270017	0.550657689467385	heavy_vs_light	FALSE	6.382	3.539	3.297	2.652	1.438	1.445
hsa-miR-3127-5p	21.5885393774141	0.0703623348176857	0.219289573921382	0.320864934704609	0.74831274805271	0.897332411547088	heavy_vs_light	FALSE	36.931	18.253	23.062	15.819	12.543	12.843
hsa-miR-3128	0.255514769129399	-0.0855157047344081	0.626505125759198	-0.136496416738459	0.891428857068791	NA	heavy_vs_light	NA	0.219	0.255	0.249	0	0	0
hsa-miR-3128-3p:Novel	2.19645951241832	-0.54574833417491	0.403498784984158	-1.35254021693358	0.17620256238808	NA	heavy_vs_light	NA	9.962	1.537	1.286	1.046	0	0.248
hsa-miR-3129-3p	0.316711922455099	0.342398560952849	0.539842114557621	0.634256853475448	0.525913209573701	NA	heavy_vs_light	NA	0.392	0.237	0.439	0	0	0
hsa-miR-3129-5p	1.17377780194832	-0.212202599671769	0.378240980019077	-0.561024878005197	0.574780577733473	NA	heavy_vs_light	NA	0.973	1.357	0.946	0.587	0	0
hsa-miR-3130-3p	17.491993178588	-0.209884775079138	0.240850180881139	-0.871432914483538	0.383517820569859	0.695486352216173	heavy_vs_light	FALSE	22.101	18.097	13.818	9.808	8.313	9.433
hsa-miR-3130-5p	5.30682993049674	-0.0540074588632375	0.231968351415391	-0.232822531753589	0.815899215849817	0.918038325315105	heavy_vs_light	FALSE	6.318	5.14	5.288	2.331	3.128	3.33
hsa-miR-3131	3.64800767120727	0.537419067587751	0.359387841052877	1.49537353855185	0.134816982522713	0.460624690285935	heavy_vs_light	FALSE	1.288	5.131	1.549	1.006	0.498	0.463
hsa-miR-3131-3p:Novel	5.59112833249648	0.146932979751478	0.259392302089772	0.566450810481748	0.571087362551417	0.804667122350072	heavy_vs_light	FALSE	7.15	5.737	5.03	3.279	2.634	3.081
hsa-miR-3132	6.4380229015199	-0.0755238468852602	0.320807811975444	-0.235417730073983	0.813884526122621	0.918038325315105	heavy_vs_light	FALSE	3.421	7.642	5.203	3.019	2.384	1.261
hsa-miR-3132-3p:Novel	5.28943176793861	-0.265821620797975	0.228478589730303	-1.16344214620614	0.244650158085426	0.577681786892813	heavy_vs_light	FALSE	5.268	5.807	3.901	4.732	3.166	3.098
hsa-miR-3133	1.53088290855445	-0.926825407469817	0.318614209970404	-2.90892677873944	0.00362671790247105	NA	heavy_vs_light	NA	1.633	1.522	1.432	0	0.677	0.538
hsa-miR-3133-3p:Novel	4.01593330147484	-0.218081403385321	0.236578068800743	-0.921815806895438	0.356624660954626	0.68151577157007	heavy_vs_light	FALSE	4.034	3.799	4.199	2.383	2.288	2.89
hsa-miR-3134	3.40716912750387	-0.547346832421019	0.366977731151045	-1.49149876398286	0.135830595480074	0.462336592917081	heavy_vs_light	FALSE	16.446	2.339	1.817	0.228	0.876	0.545
hsa-miR-3134-5p:Novel	0.568008003293552	-0.72579035136945	0.516195650252616	-1.40603732521625	0.159713041537252	NA	heavy_vs_light	NA	0.231	0.671	0.407	0	0	0
hsa-miR-3135a	7.59146026229113	0.00895002926820436	0.209996827809836	0.04261983079244	0.966004587165919	0.984510980259463	heavy_vs_light	FALSE	15.847	6.499	7.126	6.309	4.451	3.574
hsa-miR-3135a-3p:Novel	6.20098955352401	0.0642071460555307	0.206562091457556	0.310837025334457	0.755924520820806	0.898345082714581	heavy_vs_light	FALSE	13.487	5.131	6.004	6.038	2.682	4.414
hsa-miR-3135b	8.78660341349226	0.203870469459872	0.226788307539878	0.898946121479497	0.368681359709926	0.687798524215828	heavy_vs_light	FALSE	36.814	5.667	7.368	4.106	3.773	4.605
hsa-miR-3135b-3p:Novel	9.49946233984276	-0.274500993480124	0.236973583572033	-1.15836115292861	0.246716685189732	0.580358858928761	heavy_vs_light	FALSE	62.518	4.659	4.366	3.285	2.88	3.061
hsa-miR-3136-3p	0.22971138942389	-0.451660510597594	0.686347637223335	-0.658063765506379	0.510497157960075	NA	heavy_vs_light	NA	0.974	0.174	0.124	0	0	0
hsa-miR-3136-5p	20.4401280720376	-0.045926212350755	0.239891189102296	-0.191446015681597	0.848176171411729	0.934083282855904	heavy_vs_light	FALSE	33.081	17.658	21.483	11.07	11.656	9.433
hsa-miR-3137	106.314761355775	-0.4897794347412	0.199701222245825	-2.45256102708425	0.0141843316822141	0.185424161990682	heavy_vs_light	FALSE	307.567	96.788	66.77	49.75	68.941	43.982
hsa-miR-3137-3p:Novel	56.014513770003	-0.604256564436057	0.278745384988153	-2.16777244388006	0.0301760044304226	0.26082155053068	heavy_vs_light	FALSE	80.708	62.064	36.209	19.922	28.057	16.327
hsa-miR-3138	2.31051386094127	-0.297892803934839	0.257120532041037	-1.1585726023906	0.246630441929192	NA	heavy_vs_light	NA	3.525	2.322	1.824	2.559	1.346	1.249
hsa-miR-3138-5p:Novel	223.090980822846	0.291261400449732	0.19643211729713	1.48275854507621	0.138138573723458	0.464063290497426	heavy_vs_light	FALSE	272.914	186.071	273.162	152.255	137.222	141.707
hsa-miR-3139	1.84923998783558	-0.365762366408262	0.260218503487004	-1.40559707133405	0.159843806197805	NA	heavy_vs_light	NA	1.857	1.919	1.589	0.228	1.326	1.172
hsa-miR-3139-3p:Novel	2.22770981680858	-0.488186377653004	0.363406729780995	-1.34336086166376	0.179155153587593	NA	heavy_vs_light	NA	6.712	1.717	1.904	0.456	0.501	0.552
hsa-miR-3140-3p	1.89368014108941	0.218803750047252	0.301415787892856	0.725920004313212	0.467887812323858	NA	heavy_vs_light	NA	1.108	2.022	1.885	0.881	0.612	0.786
hsa-miR-3140-5p	0.806805783374023	-0.114015520083467	0.35451009991928	-0.321614306925043	0.747744903903444	NA	heavy_vs_light	NA	0.787	0.888	0.586	0	0	0
hsa-miR-3141	1.55332598147969	0.174616658874508	0.275233374474026	0.634431268403413	0.525799408773112	NA	heavy_vs_light	NA	2.17	1.382	1.634	1.665	0.617	1.289
hsa-miR-3141-3p:Novel	24.2686534001364	-0.120239834954	0.170935162804444	-0.703423643101209	0.481791776542914	0.755247721943058	heavy_vs_light	FALSE	70.854	20.476	18.74	15.263	16.417	14.286
hsa-miR-3142	1.84983467600044	0.15533316145736	0.339546125285204	0.457472931923129	0.647331153646016	NA	heavy_vs_light	NA	1.395	1.971	1.769	0	0.837	0.289
hsa-miR-3142-5p:Novel	0.691220058980874	-0.318938642194274	0.420892056592875	-0.75776826195316	0.448589725565542	NA	heavy_vs_light	NA	0.744	0.646	0.741	0	0	0
hsa-miR-3143	1.08150858393277	-0.070499802821413	0.291100413575291	-0.242183794779044	0.808637751237941	NA	heavy_vs_light	NA	1.194	0.885	1.399	0.663	0.499	0.298
hsa-miR-3143-3p:Novel	4.32082959528683	-0.0508948996930087	0.267611738259398	-0.190181865803195	0.849166620778094	0.934083282855904	heavy_vs_light	FALSE	6.602	3.769	4.575	3.144	2.124	2.343
hsa-miR-3144-3p	3.16571700476177	-0.41722473464164	0.471086402438096	-0.885664991564824	0.375798078469574	0.693299967436232	heavy_vs_light	FALSE	3.084	3.038	3.232	0.519	0	0
hsa-miR-3144-5p	0.384983058752003	0.0875350106686691	0.56772946003698	0.154184372716835	0.877464363612053	NA	heavy_vs_light	NA	0.458	0.396	0.315	0	0	0
hsa-miR-3145-3p	17.4995592201602	-0.553502660177087	0.486965339382226	-1.13663666674772	0.255690205219817	0.592124685772207	heavy_vs_light	FALSE	24.999	21.769	5.275	2.281	1.086	1.122
hsa-miR-3145-5p	0.401454851363211	-0.0801358860275576	0.457601423724485	-0.17512158370339	0.860984098988171	NA	heavy_vs_light	NA	1.206	0.283	0.397	0	0	0
hsa-miR-3146	3.6896143403871	-0.560865795043933	0.312281058423086	-1.7960288653949	0.0724899263960513	0.354935877311397	heavy_vs_light	FALSE	1.889	4.199	2.885	2.053	1.681	1.514
hsa-miR-3146-5p:Novel	1.72905292966195	-0.899478709759972	0.389001047934894	-2.31227837183234	0.0207623477793996	NA	heavy_vs_light	NA	2.265	1.861	1.204	1.279	0.402	0
hsa-miR-3147	4.95665532524118	-0.504435335809019	0.25813723644105	-1.95413626783835	0.0506851039716578	0.32088964374741	heavy_vs_light	FALSE	4.878	5.67	3.533	5.014	2.871	2.628
hsa-miR-3147-3p:Novel	6.54858814216819	0.105870493006696	0.228984070799222	0.462348724246085	0.643831263782426	0.851054982857992	heavy_vs_light	FALSE	9.564	6.038	6.55	3.878	4.009	4.297
hsa-miR-3148	1.88885180232919	-0.672982792282923	0.338060251005267	-1.99071848962343	0.0465118448227582	NA	heavy_vs_light	NA	1.793	2.192	1.345	0.684	0.73	0.497
hsa-miR-3148-3p:Novel	2.84643262545258	-0.395933176002619	0.329348483706596	-1.20217093926365	0.229297306122268	0.56126504782167	heavy_vs_light	FALSE	3.535	2.992	2.158	2.559	0.585	0.945
hsa-miR-3149	20.1992939559465	-0.400384220234182	0.287689821697073	-1.39172188252031	0.164006633234146	0.493997777422354	heavy_vs_light	FALSE	77.411	15.917	12.475	10.064	6.077	7.149
hsa-miR-3149-5p:Novel	3.51367766878911	0.551036540201747	0.384409872613378	1.43346094744022	0.151726151641059	0.475197877709151	heavy_vs_light	FALSE	2.241	7.895	5.422	1.279	0.494	0.658
hsa-miR-3150a-3p	2.00325286610739	-0.773168614317842	0.310565206170555	-2.4895532369883	0.0127903761392283	NA	heavy_vs_light	NA	1.326	2.483	1.087	1.245	0.833	0.413
hsa-miR-3150a-5p	0.605693728632483	-0.26640263580194	0.407774028483133	-0.653309473369168	0.513556786317829	NA	heavy_vs_light	NA	0.449	0.567	0.687	0	0	0
hsa-miR-3150b-3p	1.8092360691664	-0.111200057051217	0.264098012902362	-0.421056015640405	0.673714178702694	NA	heavy_vs_light	NA	3.16	1.595	1.79	1.797	1.025	0.645
hsa-miR-3150b-5p	2.10175152766226	0.699744939933488	0.33550802931328	2.08562799932309	0.0370123330548862	NA	heavy_vs_light	NA	4.659	1.377	2.782	1.245	0.537	0.497
hsa-miR-3151-3p	0.680431906221459	-0.875810253116571	0.450038379298719	-1.94607903104024	0.0516452469936488	NA	heavy_vs_light	NA	0.33	0.893	0.319	0	0	0
hsa-miR-3151-5p	2.07812227773091	-0.167637755325092	0.292809538174889	-0.572514667281655	0.56697335202273	NA	heavy_vs_light	NA	2.139	2.026	2.058	1.332	0.878	1.013
hsa-miR-3152-3p	1.6760753374264	-0.451987049608228	0.303257573607095	-1.49043944470066	0.136108727547537	NA	heavy_vs_light	NA	2.754	8.11	1.17	1.577	0.867	0.312
hsa-miR-3152-5p	0.367219917940873	-0.0630198463608786	0.449703526943317	-0.140136428969617	0.888552198414046	NA	heavy_vs_light	NA	0.295	0.355	0.403	0	0	0
hsa-miR-3153	3.3213848852946	-0.288953220932994	0.264865645481729	-1.0909426188793	0.275298132303209	0.611235094144073	heavy_vs_light	FALSE	5.347	2.971	3.264	3.279	1.847	1.621
hsa-miR-3153-5p:Novel	2.20260581829431	0.397566370108698	0.270702419017808	1.46864727530397	0.14192848508647	NA	heavy_vs_light	NA	2.999	1.743	2.788	2.433	0.96	1.113
hsa-miR-3154	56.815765477725	0.0828520338197406	0.276279483982917	0.299884857989902	0.764264984658211	0.900445111173829	heavy_vs_light	FALSE	56.792	55.702	56.262	10.779	11.498	11.606
hsa-miR-3154-5p:Novel	15.7982484010141	0.137211858897665	0.212647968529789	0.645253560832599	0.51876288174916	0.778575905720038	heavy_vs_light	FALSE	14.147	14.437	18.031	12.657	9.705	12.203
hsa-miR-3155a	17.1617227881687	-0.224144146938165	0.207169317587487	-1.08193698540089	0.279280529140739	0.615167368217207	heavy_vs_light	FALSE	14.275	18.326	14.735	12.034	12.61	9.695
hsa-miR-3155a-5p:Novel	2.37196453256159	-0.199762238616085	0.250359453337007	-0.797901720719873	0.424927524767933	0.723450015661425	heavy_vs_light	FALSE	2.511	2.149	2.65	1.332	1.44	1.682
hsa-miR-3155b	16.778950739035	-0.28578321521527	0.219747392657693	-1.30050787751754	0.193426958119392	0.524725161575013	heavy_vs_light	FALSE	11.094	18.171	14.63	9.95	10.935	11.513
hsa-miR-3155b-5p:Novel	0.688166955435228	-0.0930258098009542	0.423799980493682	-0.219504044555616	0.826257429589132	NA	heavy_vs_light	NA	0.558	0.718	0.615	0	0	0
hsa-miR-3156-3p	44.7787164435117	1.19127183353511	0.30995409829679	3.84338145577423	0.000121350628510904	0.0364552526794072	heavy_vs_light	TRUE	26.057	30.859	77.813	9.018	11.01	14.452
hsa-miR-3156-5p	5.15686334995506	0.273351679006264	0.231001186737561	1.18333452250536	0.236676596025056	0.567772046847341	heavy_vs_light	FALSE	10.278	3.986	5.839	4.183	2.857	3.758
hsa-miR-3157-3p	10.0482547360805	-0.780513000251716	0.352433969101129	-2.21463612671159	0.0267850502512549	0.245909001810778	heavy_vs_light	FALSE	5.405	6.527	18.022	2.607	2.101	1.655
hsa-miR-3157-5p	0.740817620961155	-0.615563343725715	0.485308279753591	-1.26839654175746	0.204656375994084	NA	heavy_vs_light	NA	0.196	0.926	0.451	0	0	0
hsa-miR-3158-3p	2.70215885407249	-0.160071613167348	0.308390705320189	-0.519054596671948	0.603722668953693	0.826967118293441	heavy_vs_light	FALSE	6.089	2.591	1.829	1.64	1.155	0.886
hsa-miR-3158-5p	1.28654511740877	-0.240370523657013	0.354190057892058	-0.678648421380218	0.497360654449109	NA	heavy_vs_light	NA	0.818	1.367	1.159	0	0.144	0.173
hsa-miR-3159	11.7288910663473	0.446015768162994	0.279860770200629	1.59370592685517	0.111001916133567	0.41631487880448	heavy_vs_light	FALSE	31.48	8.398	12.432	6.328	3.978	6.041
hsa-miR-3159-3p:Novel	7.36842130785731	0.561662858444923	0.235352588275193	2.38647410917012	0.0170108051101965	0.208758451828534	heavy_vs_light	FALSE	14.996	5.349	9.494	4.98	3.363	4.116
hsa-miR-3160-3p	18.4843931697899	0.0547262632842559	0.1848442297666	0.296066928101342	0.767178969888564	0.900445111173829	heavy_vs_light	FALSE	48.612	14.897	16.423	11.731	11.358	12.203
hsa-miR-3160-5p	14.8679760229806	0.148752882765081	0.1818791097586	0.817866785044827	0.413433258126232	0.716458787377256	heavy_vs_light	FALSE	33.593	12.246	14.296	10.608	9.607	10.471
hsa-miR-3161	0.817481804661857	-0.152061682178116	0.415440570420769	-0.366025114071319	0.714346335682732	NA	heavy_vs_light	NA	0.562	0.715	1.06	0	0	0
hsa-miR-3161-3p:Novel	3.91503820910015	-0.165307727021857	0.200804506940625	-0.823227175228373	0.410378817878782	0.715009091190899	heavy_vs_light	FALSE	4.306	3.861	3.68	2.607	3.054	2.188
hsa-miR-3162-3p	0.386708533691906	0.316993379688895	0.565769696581295	0.560286953515451	0.575283724850144	NA	heavy_vs_light	NA	0.899	0.266	0.47	0	0	0
hsa-miR-3162-5p	4.90992095728131	-0.000117827355578	0.200183811392077	-0.000588595824800366	0.999530368505956	0.999530368505956	heavy_vs_light	FALSE	9.598	4.418	4.367	5.118	3.262	2.602
hsa-miR-3163	5.93808795161312	-0.123298306978643	0.286364760902119	-0.430563825626531	0.666785548829861	0.856879623144397	heavy_vs_light	FALSE	5.158	6.035	5.741	1.046	2.775	3.341
hsa-miR-3163-3p:Novel	1.73411696345777	-0.259297753793614	0.26291545730632	-0.986240050129534	0.324015330314705	NA	heavy_vs_light	NA	1.91	1.751	1.564	1.174	0.857	1.074
hsa-miR-3164	9.66787169935125	0.0153969991034415	0.289462458443235	0.0531916960363304	0.957579171853466	0.984022537586807	heavy_vs_light	FALSE	10.486	9.741	8.641	3.193	4.14	2.805
hsa-miR-3164-3p:Novel	11.0646668300696	-0.312127746363507	0.232429108465813	-1.34289439228915	0.179306172505377	0.507003660187617	heavy_vs_light	FALSE	13.613	11.662	8.774	10.608	6.013	4.717
hsa-miR-3165	0.654981068181796	0.0445908786725255	0.378272903867892	0.117880181785631	0.906162596394199	NA	heavy_vs_light	NA	0.55	0.708	0.545	0	0	0
hsa-miR-3165-3p:Novel	1.69192530638086	-0.303345457439935	0.249352923025947	-1.21653058548012	0.223782867179881	NA	heavy_vs_light	NA	2.238	1.699	1.425	0.898	0.656	0.698
hsa-miR-3166	1.20353172490627	0.290789374961585	0.281201755710079	1.03409516141639	0.301091678057084	NA	heavy_vs_light	NA	2.415	0.978	1.256	1.006	0.449	0.416
hsa-miR-3166-5p:Novel	0.181516082442367	-0.0787775810775276	0.600870288858951	-0.131105801931272	0.895691611505188	NA	heavy_vs_light	NA	0.231	0.175	0.168	0	0	0
hsa-miR-3167	1.6945439432269	-0.131593894467222	0.309610792296358	-0.425030062715842	0.670814759649334	NA	heavy_vs_light	NA	2.12	1.512	1.838	1.245	0.629	0.624
hsa-miR-3167-5p:Novel	9.698917154344	-0.368518310832742	0.38648818945025	-0.953504714741558	0.340334408508339	0.667861284130902	heavy_vs_light	FALSE	1.732	11.835	6.737	1.006	0.908	0.505
hsa-miR-3168	16.3115121688364	-0.330563900055566	0.403793743644532	-0.81864542296269	0.412988743372041	0.716442766354242	heavy_vs_light	FALSE	7.787	18.247	13.492	2.013	1.611	2.18
hsa-miR-3168-3p:Novel	36.7502759827688	-0.291850409672452	0.189481464405176	-1.5402583603026	0.123497389316378	0.442927982246115	heavy_vs_light	FALSE	41.522	40.039	26.527	23.869	23.051	18.53
hsa-miR-3169	96.4518422702874	-0.391943539841909	0.223802340328108	-1.75129330313211	0.0798954006889943	0.366746317666528	heavy_vs_light	FALSE	103.887	104.209	72.864	48.137	57.865	51.371
hsa-miR-3169-3p:Novel	23.5458731787393	-0.504145315419631	0.27459855515216	-1.83593579048613	0.06636715360526	0.349056399719793	heavy_vs_light	FALSE	15.734	27.618	15.578	10.236	9.539	7.364
hsa-miR-3170	47.0833516153032	0.0160315449796155	0.213535788176146	0.0750766188494408	0.940153750767384	0.97754315065381	heavy_vs_light	FALSE	56.73	34.192	68.207	29.199	17.312	28.193
hsa-miR-3170-3p:Novel	12.2130124858281	-0.564829449818577	0.188768576771015	-2.99217941608862	0.00276993420179192	0.0998582987122665	heavy_vs_light	FALSE	24.496	11.791	8.941	10.492	9.453	5.755
hsa-miR-3171	5.92646376874714	-0.494555665308809	0.384004318002841	-1.28789089633401	0.197783944917837	0.52893421575197	heavy_vs_light	FALSE	1.716	7.532	3.419	0.663	0.799	0.984
hsa-miR-3171-3p:Novel	3.28032809044478	-0.163366425289588	0.304728912942918	-0.536104118614403	0.591886593823093	0.81883697489023	heavy_vs_light	FALSE	2.656	3.496	2.787	0.666	1.571	1.615
hsa-miR-3173-3p	1.27583601615643	-0.152194009669916	0.350234634485009	-0.434548713018359	0.66389002887228	NA	heavy_vs_light	NA	1.953	1.123	1.319	0.663	0.167	0.248
hsa-miR-3173-5p	0.321439494062054	-0.0907862529036816	0.766740434243804	-0.11840545880852	0.90574640070387	NA	heavy_vs_light	NA	0.08	0.4	0.201	0	0	0
hsa-miR-3174	1.2369524923535	-0.249072516899324	0.308527961866717	-0.807293171718815	0.419497597080736	NA	heavy_vs_light	NA	0.603	1.279	1.254	0	0.678	0
hsa-miR-3174-3p:Novel	11.9262705423175	-0.389689427748086	0.223302842854588	-1.7451162858766	0.0809646292578926	0.368838866619289	heavy_vs_light	FALSE	13.67	12.613	9.422	8.199	7.96	5.903
hsa-miR-3175	2.25703594946019	-0.251316595808504	0.265056745172215	-0.948161480083129	0.343047253657087	NA	heavy_vs_light	NA	3.714	2.071	2.103	1.614	1.416	1.051
hsa-miR-3175-3p:Novel	5.63643783134637	0.202595374664671	0.239524090883152	0.845824626314955	0.397650585286851	0.703985923314504	heavy_vs_light	FALSE	6.35	4.922	6.555	4.55	2.831	3.507
hsa-miR-3176	4.73922667876514	-0.501384972756964	0.201304463320358	-2.49067986117652	0.0127498944519965	0.175578699171006	heavy_vs_light	FALSE	9.275	4.554	3.615	4.491	3.895	2.952
hsa-miR-3176-5p:Novel	23.9140579538212	-0.285150125477638	0.239496630598914	-1.19062270214223	0.233801735249205	0.566225977675402	heavy_vs_light	FALSE	21.93	27.052	16.768	10.608	14.982	10.491
hsa-miR-3177-3p	2.35670284645962	-0.00198217672684677	0.312120735893933	-0.00635067298931516	0.99493293013118	0.996037184215676	heavy_vs_light	FALSE	2.67	2.199	2.431	0.666	0.818	1.077
hsa-miR-3177-5p	1.75159293526723	-0.328835966352439	0.3414879726773	-0.962950360372377	0.335572434966739	NA	heavy_vs_light	NA	3.101	1.491	1.799	0	0	0
hsa-miR-3178	6.24443948240034	0.0175718408695378	0.265658496636537	0.0661444715377537	0.94726280518383	0.981435735164595	heavy_vs_light	FALSE	8.76	6.217	5.472	3.735	3.588	3.328
hsa-miR-3178-3p:Novel	14.977261854394	0.0706471068094278	0.20651461273923	0.342092532205627	0.732281257240486	0.888389635549319	heavy_vs_light	FALSE	17.802	14.098	15.055	12.576	8.749	10.723
hsa-miR-3179	1.56795386359354	-0.348998492659685	0.332753628474175	-1.04881949525239	0.294261203061454	NA	heavy_vs_light	NA	1.315	1.64	1.376	1.006	0.562	0.173
