ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	abstemious.x	light.x	heavy.x	abstemious.y	light.y	heavy.y
has-miR-548o	0.482823240473649	0.100371905830812	0.496951631517786	0.201975201337517	0.839936111105841	NA	heavy_vs_light	NA	1.1	0.378	0.496	0	0	0
has-miR-548x	1.71019385279228	-0.690444610319859	0.463380254492607	-1.49001733161005	0.136219678873172	NA	heavy_vs_light	NA	1.628	1.908	1.215	0	0	0
hsa-let-7a-2-3p	0.582280496450522	-0.235510690238861	0.397790413974276	-0.59204717349999	0.553818999835811	NA	heavy_vs_light	NA	0.274	0.605	0.577	0	0	0
hsa-let-7a-3p	545.835883653848	-0.427785689938152	0.307398937060841	-1.39163034858993	0.164034363852812	0.493997777422354	heavy_vs_light	FALSE	3128.443	382.852	136.468	33.166	15.345	19.068
hsa-let-7a-5p	14.4832834314234	-0.337697497833284	0.250251329226284	-1.34943338314071	0.177197804191194	0.50640827742914	heavy_vs_light	FALSE	9.829	15.877	12.088	7.32	6.106	4.944
hsa-let-7b-3p	0.480698235865222	-0.400926483978498	0.622215905108916	-0.644352676758267	0.519346764201651	NA	heavy_vs_light	NA	0.595	0.578	0.211	0	0	0
hsa-let-7b-5p	325.576365342963	-0.626669834759126	0.324126734526246	-1.93340989189024	0.0531857236459895	0.321933434872491	heavy_vs_light	FALSE	1680.057	230.472	129.084	17.351	11.961	9.605
hsa-let-7c-3p	4.15360253394004	0.0175326798142938	0.339420824370142	0.051654696929185	0.958803835628641	0.984022537586807	heavy_vs_light	FALSE	9.531	3.621	3.482	0.82	0.148	0.624
hsa-let-7c-5p	24.1345725633802	-0.643282721561259	0.321117914318093	-2.00326015111083	0.0451493723028231	0.31087583066524	heavy_vs_light	FALSE	137.064	15.921	8.645	4.183	2.881	2.726
hsa-let-7d-3p	4.98802947660127	-0.913088448755631	0.358348236925477	-2.54804783355337	0.0108327616490198	0.16706977895426	heavy_vs_light	FALSE	16.496	4.271	3.057	1.582	1.428	0.371
hsa-let-7d-5p	62.6685910720595	-0.195205586254115	0.329718191159085	-0.592037659699312	0.553825370444262	0.797367093600517	heavy_vs_light	FALSE	359.981	39.249	25.539	6.038	2.715	4.339
hsa-let-7e-3p	0.0792749011251618	-0.18026438776716	1.30424753626699	-0.138213324353375	0.890071824853057	NA	heavy_vs_light	NA	0.272	0.067	0.045	0	0	0
hsa-let-7e-5p	7.09148982818418	-0.134587895781624	0.308300011539157	-0.436548461706851	0.662438846369446	0.856879623144397	heavy_vs_light	FALSE	32.399	4.494	5.071	2.652	2.041	2.498
hsa-let-7f-1-3p	0.126336688110519	0.120962687013394	1.24659613824889	0.0970343829103403	0.922699089660906	NA	heavy_vs_light	NA	0.051	0.087	0.22	0	0	0
hsa-let-7f-2-3p	0.545050262627577	0.103609884445239	0.374619708666596	0.276573501202119	0.782107614228407	NA	heavy_vs_light	NA	1.469	0.466	0.416	0.333	0	0
hsa-let-7f-5p	1.98393839625423	0.0918628152119017	0.302888171580948	0.303289543241047	0.761669214425883	NA	heavy_vs_light	NA	2.096	1.943	1.896	1.006	0.643	0.886
hsa-let-7g-3p	3.1637586197932	-0.284427236956916	0.313767146212205	-0.906491455177893	0.364675785586708	0.686963050847287	heavy_vs_light	FALSE	3.646	2.963	3.24	0.666	0.188	0
hsa-let-7g-5p	363.341853496098	-0.706652721776453	0.356956838887	-1.97965872843286	0.0477418890589739	0.317291567091996	heavy_vs_light	FALSE	1957.155	248.46	139.379	11.731	6.996	4.943
hsa-let-7i-3p	0.31660162036802	-0.270838141683205	0.488764993333208	-0.554127536500072	0.579491566033589	NA	heavy_vs_light	NA	0.293	0.342	0.248	0	0	0
hsa-let-7i-5p	395.441775918989	-0.43951446853765	0.33817990073242	-1.29964692634235	NA	NA	heavy_vs_light	NA	2085.458	278.353	153.818	9.961	7.48	8.005
hsa-miR-1-2-5p:Novel	8.58091814941217	0.324591297627569	0.26074783778463	1.2448475139252	0.21318780697268	0.546143224770567	heavy_vs_light	FALSE	7.985	8.164	9.406	3.804	3.682	4.168
hsa-miR-1-3p	1.81295966087876	-0.423308757280004	0.258445185140052	-1.63790537266389	0.101441435036415	NA	heavy_vs_light	NA	2.008	1.86	1.551	1.369	1.11	0.882
hsa-miR-1-5p	11.3434619956984	0.318889297940809	0.232992575021746	1.36866721143816	0.171103324048036	0.497855478359123	heavy_vs_light	FALSE	8.028	11.569	13.65	5.739	6.245	7.271
hsa-miR-100-3p	0.237372480447786	-0.137212453163486	0.583190721000495	-0.235278868854584	0.813992295036493	NA	heavy_vs_light	NA	0.29	0.225	0.232	0	0	0
hsa-miR-100-5p	8.07805130086412	0.93029442966764	0.502368582271478	1.85181649987203	0.0640521774847635	0.343376955482406	heavy_vs_light	FALSE	38.77	5.17	5.154	1.582	0	0.707
hsa-miR-101-2-5p	1.17779876591377	-0.793835724756648	0.323775586747344	-2.45180846626374	0.0142140298563703	NA	heavy_vs_light	NA	0.851	1.17	1.202	0	0.497	0
hsa-miR-101-3p	3.01246083249487	-0.612337948216278	0.219289147740014	-2.79237688926703	0.00523223736130497	0.124196792102555	heavy_vs_light	FALSE	2.464	2.977	3.046	2.383	2.089	1.771
hsa-miR-101-5p	15.7321033637468	-0.424307405286277	0.35667945724403	-1.18960426979673	0.234201966864771	0.566225977675402	heavy_vs_light	FALSE	30.62	13.673	15.238	2.075	1.194	1.49
hsa-miR-10226	2.52905127272241	-0.486781125541684	0.282966278657027	-1.72027963138213	0.0853816241019193	0.374383992606075	heavy_vs_light	FALSE	2.493	2.84	1.94	1.64	1.489	0.645
hsa-miR-10226-3p:Novel	10.5521557801129	-0.0750079989973856	0.252266541599446	-0.297336295657015	0.766209774015703	0.900445111173829	heavy_vs_light	FALSE	11.506	10.478	9.927	9.961	5.167	6.245
hsa-miR-10392-3p	1.29431974221773	-0.561615720589636	0.356819309968732	-1.57394990937809	0.115499030184344	NA	heavy_vs_light	NA	1.018	1.478	0.896	0	0.441	0
hsa-miR-10392-5p	133.973309876585	0.00772159082681636	0.181702074127652	0.0424958870936809	0.966103390414172	0.984510980259463	heavy_vs_light	FALSE	274.311	114.623	127.264	93.869	79.775	71.966
hsa-miR-10393-3p	0.291932199581347	-0.167224479399245	0.716439786253383	-0.233410375313945	0.815442757320075	NA	heavy_vs_light	NA	0.126	0.265	0.373	0	0	0
hsa-miR-10393-5p	0.127057997458076	-0.393866104549113	1.73752156663831	-0.226682714109356	0.82067046939332	NA	heavy_vs_light	NA	0.026	0.101	0.199	0	0	0
hsa-miR-10394-3p	2.39452150517589	0.177044852628333	0.346415111537404	0.511077163587353	0.609297025872781	0.829792012469778	heavy_vs_light	FALSE	2.242	2.292	2.533	0.587	0.766	0.848
hsa-miR-10394-5p	0.692080497533452	-0.664206294421153	0.499588121363181	-1.32950778054689	0.18368050057528	NA	heavy_vs_light	NA	0.524	0.932	0.367	0	0	0
hsa-miR-10395-3p	1.20695765698872	-0.396667212221561	0.4543364430497	-0.873069326244141	0.382625291767141	NA	heavy_vs_light	NA	5.121	0.899	0.701	0	0	0
hsa-miR-10395-5p	2.60248748651653	-0.466396663489634	0.25144795451416	-1.85484373651315	0.0636185443797894	0.343376955482406	heavy_vs_light	FALSE	2.682	2.99	1.62	2.091	1.577	1.047
hsa-miR-10396a-3p	1.14573789415552	0.295022777524735	0.285943781409277	1.0317509829055	0.302188787181346	NA	heavy_vs_light	NA	1.035	1.061	1.289	0.734	0.356	0.886
hsa-miR-10396a-5p	4.63502896442632	-0.182594102508387	0.270493691098949	-0.675040152569001	0.499650254982154	0.765917489828756	heavy_vs_light	FALSE	5.386	4.446	4.532	3.164	2.091	2.726
hsa-miR-10396b-3p	1.24721567948297	-0.101618323278369	0.286145683947806	-0.355127926014445	0.722493756466484	NA	heavy_vs_light	NA	2.218	1.155	1.102	0.684	0.658	0.656
hsa-miR-10396b-5p	3.5860763310791	-0.272580910055042	0.321411987159738	-0.848073254715207	0.396397175378034	0.703839079116115	heavy_vs_light	FALSE	4.145	3.487	3.402	1.582	1.194	1.484
hsa-miR-10397-3p	21.797033845255	-0.192236041021136	0.207537136463807	-0.926272975991745	0.354304136216247	0.678518749186952	heavy_vs_light	FALSE	65.507	18.53	15.458	12.637	12.788	11.807
hsa-miR-10397-5p	2.74535921360742	-0.33871626691227	0.349336138820437	-0.969599847459167	0.332245988993156	0.664898341607831	heavy_vs_light	FALSE	3.426	2.953	1.928	1.64	0.903	0.826
hsa-miR-10398-3p	1.47330402684869	0.300920661970789	0.2663727419878	1.12969765496715	0.258603645703698	NA	heavy_vs_light	NA	2.145	1.161	1.838	1.046	0.632	0.826
hsa-miR-10398-5p	0.573871090593872	-0.11462719434022	0.384759486168158	-0.297919085717155	0.76576492073027	NA	heavy_vs_light	NA	0.462	0.559	0.595	0	0	0
hsa-miR-10399-3p	0.352494408348962	-0.0844815617194123	0.532293193004439	-0.158712459279388	0.873895421522541	NA	heavy_vs_light	NA	0.927	0.286	0.308	0	0	0
hsa-miR-10399-5p	0.761236387750002	-0.0524531421516797	0.526910386396593	-0.0995485067401945	0.920702776324908	NA	heavy_vs_light	NA	1.328	0.683	0.713	0	0	0
hsa-miR-103a-1-5p	0.681255127429812	-0.436177105110416	0.551668359641844	-0.790650936358925	0.429147714327846	NA	heavy_vs_light	NA	0.264	0.847	0.419	0	0	0
hsa-miR-103a-2-5p	0.291764188049771	-0.442605107727043	0.542064914157306	-0.816516797467174	0.414204620354907	NA	heavy_vs_light	NA	0.097	0.34	0.224	0	0	0
hsa-miR-103a-3p	1.79391790953467	-0.11772043652794	0.27101242459837	-0.434372839925687	0.664017717312213	NA	heavy_vs_light	NA	1.409	1.898	1.607	1.046	1.019	1.02
hsa-miR-103b-3p:Novel	17.0447278777303	-0.48900549193139	0.397743723996954	-1.2294486686486	0.218903632372304	0.550657689467385	heavy_vs_light	FALSE	82.186	10.862	10.824	1.321	0.71	0.658
hsa-miR-103b-5p	0.234831325101207	-0.477976946210028	0.770953062674668	-0.619981902078165	0.535269702095996	NA	heavy_vs_light	NA	0.097	0.29	0.142	0	0	0
hsa-miR-10400-3p	4.04036998566383	-0.584036210167376	0.326878064655778	-1.78670970406779	0.0739844198490217	0.359047229703306	heavy_vs_light	FALSE	5.578	4.653	2.043	2.383	0.985	1.11
hsa-miR-10400-5p	90.4504653690116	0.877616178660899	0.257576327480359	3.40720821375877	0.000656310398425845	0.0514775634243576	heavy_vs_light	FALSE	130.235	53.687	150.707	61.694	28.13	51.355
hsa-miR-10401-3p	1.01140850467106	-0.281610467394013	0.364611232082513	-0.77235817938347	0.439902315950873	NA	heavy_vs_light	NA	1.843	1.016	0.719	0.663	0	0
hsa-miR-10401-5p	80.2815601885611	0.0791293035186921	0.252011748049637	0.313990534691687	0.753528227717969	0.897332411547088	heavy_vs_light	FALSE	77.86	73.02	91.582	47.159	32.976	44.921
hsa-miR-105-3p	7.69570823715021	-0.552079470974002	0.301865003831957	-1.82889524776226	0.0674153022980685	0.351494813137906	heavy_vs_light	FALSE	5.956	9.746	4.319	3.317	2.917	2.188
hsa-miR-105-5p	3.60881053132329	-0.0502916185004885	0.295552162618734	-0.170161564899004	0.864883077614618	0.941631819234843	heavy_vs_light	FALSE	9.35	3.213	2.618	2.091	1.69	1.261
hsa-miR-10522-3p:Novel	8.23044383849724	0.0251522245443797	0.260154399958184	0.0966819110052435	0.922979005451242	0.968617874249005	heavy_vs_light	FALSE	9.649	7.982	7.809	6.633	4.206	3.028
hsa-miR-10522-5p	0.769672704171292	-0.0990041734025249	0.359261564181505	-0.275576858960917	0.782873085531696	NA	heavy_vs_light	NA	3.73	0.528	0.404	0.147	0	0
hsa-miR-10523-3p:Novel	14.376772139157	-0.430563700488814	0.232336674833414	-1.8531887003958	0.0638553166909939	0.343376955482406	heavy_vs_light	FALSE	14.663	14.967	12.176	8.084	9.714	6.999
hsa-miR-10523-5p	2.07644314377219	-0.752715852463374	0.362247239806912	-2.07790638477906	0.0377179823517403	NA	heavy_vs_light	NA	1.745	2.317	1.54	0.663	0.658	0.658
hsa-miR-10524-3p:Novel	3.89626123696453	-1.16871153149278	0.45202671441024	-2.58549217166865	0.00972400809515011	0.157153159358719	heavy_vs_light	FALSE	3.084	4.795	1.971	1.006	0.631	0.28
hsa-miR-10524-5p	2.8996633040827	-1.39338427510557	0.592721541868802	-2.35082442037174	0.0187318704990032	0.214712759199347	heavy_vs_light	FALSE	1.932	3.6	1.504	0	0	0
hsa-miR-10525-3p	0.543644452073964	0.256571157070788	0.363403845576248	0.706022129908789	0.480174375428211	NA	heavy_vs_light	NA	0.407	0.543	0.545	0	0	0
hsa-miR-10525-5p:Novel	0.406719624990348	0.278032443769824	0.403015726999228	0.68987988592901	0.490269725811407	NA	heavy_vs_light	NA	0.428	0.34	0.511	0	0	0
hsa-miR-10526-3p	3.96643784910663	0.372980067838184	0.231176292429812	1.61340102792515	0.10665740997603	0.409963429547271	heavy_vs_light	FALSE	7.162	3.291	4.27	4.996	2.026	3.098
hsa-miR-10526-5p:Novel	3.70494445200889	0.445098275802268	0.236176195370845	1.88460261671746	0.0594835087694926	0.339447964689531	heavy_vs_light	FALSE	6.679	3.045	4.054	4.496	1.797	3.223
hsa-miR-10527-3p:Novel	9.96653733845551	-0.280929121588675	0.246662155632686	-1.13892267286846	0.254735408036139	0.590966914521753	heavy_vs_light	FALSE	8.828	9.843	9.95	6.319	5.203	4.204
hsa-miR-10527-5p	9.16679978644794	-0.220353767189196	0.270617411786019	-0.814263079876887	0.415494255461774	0.717274293639274	heavy_vs_light	FALSE	8.305	8.898	9.398	6.052	4.127	3.873
hsa-miR-106a-3p	0.393283434285606	-0.180797596448426	0.728577975384173	-0.248151333909172	0.804017318708315	NA	heavy_vs_light	NA	0.254	0.401	0.388	0	0	0
hsa-miR-106a-5p	1.27471602721091	-0.423960249033176	0.443143354462797	-0.95671128713444	0.338712999484052	NA	heavy_vs_light	NA	1.24	1.344	1.054	0	0	0
hsa-miR-106b-3p	6.32162154613328	-0.781636252533239	0.464250941816147	-1.68365033245917	0.0922492653506519	0.384322286645848	heavy_vs_light	FALSE	25.088	3.655	6.285	0.912	0	0
hsa-miR-106b-5p	25.7810400312431	-0.159710225714755	0.319147808075123	-0.500427142765027	0.616774345261868	0.832849618928171	heavy_vs_light	FALSE	62.354	21.397	23.499	15.92	3.289	3.828
hsa-miR-107	14.3695549661949	0.367098189972199	0.292601016148718	1.25460326421292	0.209622817911433	0.542553175770768	heavy_vs_light	FALSE	83.094	8.221	7.601	2.281	3.049	4.541
hsa-miR-107-5p:Novel	1.98061707389386	-0.660337742852212	0.436537178005027	-1.51267240483377	0.130362892410096	NA	heavy_vs_light	NA	8.08	1.527	1.287	0.587	0	0.229
hsa-miR-10a-3p	2.0126695129293	-0.2653374926579	0.345861849574954	-0.767177683760108	0.44297587930251	NA	heavy_vs_light	NA	7.801	1.44	1.469	1.327	0.494	0.441
hsa-miR-10a-5p	61.4445350523603	-0.477076956034306	0.32748706709464	-1.45678105784995	0.145176826266184	0.466843127601063	heavy_vs_light	FALSE	379.03	35.956	22.87	6.226	5.042	4.083
hsa-miR-10b-3p	2.41289663060159	-0.303462473951477	0.294169475446888	-1.03159062812507	0.30226393259312	0.643475871233478	heavy_vs_light	FALSE	2.424	2.485	2.109	1.14	0.758	0.751
hsa-miR-10b-5p	38.7974267922034	-0.630435171543561	0.349953248131814	-1.8014839836723	0.0716266294978693	0.354935877311397	heavy_vs_light	FALSE	119.353	35.667	20.647	3.522	4.675	2.892
hsa-miR-11181-3p	1.40986398685739	-0.252775610430256	0.301487908643986	-0.838427025372842	0.401790916474188	NA	heavy_vs_light	NA	1.425	1.326	1.482	1.332	0.593	0.578
hsa-miR-11181-5p	0.163992556935379	0.0414361199164953	0.965508938323782	0.0429163504052406	0.965768215019915	NA	heavy_vs_light	NA	0	0.15	0.245	0	0	0
hsa-miR-11399	4.35165894811412	-0.807806020381337	0.273196770076557	-2.95686519337315	0.00310783960242276	0.0998582987122665	heavy_vs_light	FALSE	4.728	4.81	3.427	2.49	2.796	1.514
hsa-miR-11399-3p:Novel	185.897032951808	-0.273712958628897	0.208456953241093	-1.31304307375313	0.189168434231327	0.519421393231832	heavy_vs_light	FALSE	127.094	202.773	158.382	99.064	126.991	114.244
hsa-miR-11400	2.34136208902148	-1.10080415100194	0.327849873140459	-3.35764702440599	0.000786089254557721	NA	heavy_vs_light	NA	1.47	2.934	1.217	0.456	0.882	0.552
hsa-miR-11400-3p:Novel	5.26209994583544	-0.592857470116389	0.28675817069959	-2.06744752440714	0.0386920040407068	0.288431302848905	heavy_vs_light	FALSE	9.547	5.057	4.153	7.3	2.288	1.771
hsa-miR-11401	1.62811030866389	0.100794653363525	0.302570476451219	0.333127853535887	0.739037774932214	NA	heavy_vs_light	NA	2.343	1.464	1.679	1.027	0.497	0.729
hsa-miR-11401-3p:Novel	4.39984684204864	-0.0654806209359805	0.236761011038448	-0.276568429272956	0.782111509191286	0.908518456265989	heavy_vs_light	FALSE	6.42	4.411	3.734	2.607	1.958	2.065
hsa-miR-1178-3p	0.229364853290639	-0.144433424934921	0.554365688122986	-0.260538175484768	0.794448671990507	NA	heavy_vs_light	NA	0.247	0.244	0.178	0	0	0
hsa-miR-1178-5p	0.95244355869909	0.333552724808809	0.413953345065744	0.805773715286282	0.420373336391063	NA	heavy_vs_light	NA	1.356	0.777	1.14	0	0	0
hsa-miR-1179	1.33603957716524	0.420145137428242	0.332897994537794	1.26208371429688	0.206918664744932	NA	heavy_vs_light	NA	1.401	1.148	1.632	1.006	0.274	0.742
hsa-miR-1179-3p:Novel	5.9553819464454	0.112590548521404	0.197918803396995	0.568872419340392	0.569442723786799	0.804443753885189	heavy_vs_light	FALSE	6.29	5.767	6.028	3.91	3.697	4.377
hsa-miR-1180-3p	3.80774662293398	-0.140791853706972	0.317560397685192	-0.443354570447866	0.657509290110151	0.85642365296658	heavy_vs_light	FALSE	7.543	3.709	2.933	1.64	1.445	1.09
hsa-miR-1180-5p	1.19474473890228	-0.858316319757605	0.416983733637388	-2.05839281132248	0.0395524412504963	NA	heavy_vs_light	NA	0.442	1.318	1.114	0	0	0
hsa-miR-1181	8.00534513848986	-0.501697007519322	0.285819226210244	-1.75529482103587	0.0792088918908369	0.36639189992582	heavy_vs_light	FALSE	5.048	9.379	6.293	3.155	4.203	2.523
hsa-miR-1181-3p:Novel	103.943621414731	0.009366551534588	0.213398797396336	0.0438922414224854	0.964990299790348	0.984510980259463	heavy_vs_light	FALSE	113.988	96.203	112.562	63.187	63.696	55.229
hsa-miR-1182	7.45523497480556	0.0998468445881938	0.171407952667387	0.582509988798153	0.56022321527497	0.800026832593968	heavy_vs_light	FALSE	10.761	6.276	8.5	7.297	4.714	5.996
hsa-miR-1182-5p:Novel	7.66038449266646	-0.0345224258739221	0.268477815678668	-0.128585767083418	0.897685429026115	0.958806698616407	heavy_vs_light	FALSE	7.64	7.851	6.719	4.026	2.874	3.515
hsa-miR-1183	3.65936740083408	-0.111518030414756	0.249545935951275	-0.446883777087559	0.654958977893688	0.853997941154498	heavy_vs_light	FALSE	3.419	4.05	2.687	1.797	2.375	1.655
hsa-miR-1183-5p:Novel	6.52802806908459	-0.0519821766810867	0.186285036765439	-0.279046441859633	0.780209184256176	0.907477349063921	heavy_vs_light	FALSE	7.911	6.419	6.2	4.866	5.074	4.116
hsa-miR-1184	26.52325957092	-0.276711162878472	0.195736011275968	-1.41369572760087	0.157451260333718	0.483064751091882	heavy_vs_light	FALSE	30.901	27.195	22.267	12.795	13.421	11.067
hsa-miR-1184-5p:Novel	4.90315719023085	-0.237786707792935	0.264330501493493	-0.899581041345652	0.368343250163234	0.687798524215828	heavy_vs_light	FALSE	8.148	5.2	3.086	3.955	1.944	1.89
hsa-miR-1185-3p	0.693542385548879	-0.0394542360838858	0.394869893274071	-0.0999170530747489	0.920410177705546	NA	heavy_vs_light	NA	0.507	0.667	0.751	0	0	0
hsa-miR-1185-5p	0.781839023344004	-0.0245928355830849	0.377465215307439	-0.0651525878034999	0.948052510326653	NA	heavy_vs_light	NA	0.518	0.75	0.867	0	0	0
hsa-miR-1193	3.63781127180974	-0.29521306603833	0.196563843286795	-1.50186860971985	0.133131044864483	0.458336650640318	heavy_vs_light	FALSE	4.982	3.652	2.999	2.013	2.235	1.514
hsa-miR-1193-3p:Novel	16.9146075145889	-0.243872345249925	0.280136133904245	-0.870549407001112	0.384000231160508	0.695486352216173	heavy_vs_light	FALSE	29.706	17.074	12.573	7.631	8.779	5.169
hsa-miR-1197	3.48333666414063	-0.0622451725099066	0.259798710958923	-0.239589997502906	0.810648119794444	0.916944408652245	heavy_vs_light	FALSE	6.123	3.077	3.357	1.369	1.209	1.374
hsa-miR-1197-5p:Novel	2.82958269736199	-0.63799325627833	0.350188337420418	-1.8218575209499	0.0684766072203342	0.352346355014069	heavy_vs_light	FALSE	5.968	2.944	1.59	1.046	0.725	0.951
hsa-miR-1199-3p	3.63914687494251	-0.48022834947491	0.247902171350687	-1.93716879064997	0.0527247139124167	0.321933434872491	heavy_vs_light	FALSE	5.932	3.72	2.83	2.642	2.568	1.664
hsa-miR-1199-5p	3.51692465931789	0.12564688203895	0.281289400936907	0.446681892813775	0.655104757484106	0.853997941154498	heavy_vs_light	FALSE	4.574	3.347	3.335	1.99	1.713	1.249
hsa-miR-1200	4.64863647887104	-0.553593902771111	0.298668358942142	-1.85354051139496	0.0638049251876749	0.343376955482406	heavy_vs_light	FALSE	4.361	5.236	3.386	3.019	2.642	1.261
hsa-miR-1200-3p:Novel	5.99289870268956	0.379704439153966	0.254171550221332	1.49389040127945	0.135204267694452	0.461074667147055	heavy_vs_light	FALSE	6.114	5.262	7.08	2.433	3.693	3.339
hsa-miR-1202	31.0588416116731	-0.292485239092478	0.238474334141605	-1.2264851903048	0.22001614505797	0.551262674561914	heavy_vs_light	FALSE	24.91	31.72	29.605	13.261	19.205	14.499
hsa-miR-1202-3p:Novel	41.4745153059645	-0.0338744477262137	0.280241209945354	-0.120876040082824	0.903789220239653	0.959644351567	heavy_vs_light	FALSE	17.305	48.02	31.931	14.074	12.097	13.138
hsa-miR-1203	176.106539493349	-0.3439502553927	0.256876971167515	-1.3389688216481	0.180580823102321	0.509381156715976	heavy_vs_light	FALSE	284.372	166.509	154.868	41.262	64.463	58.635
hsa-miR-1203-3p:Novel	1.97961232605467	-0.104143321901648	0.307740219545843	-0.338413100683885	0.735051903006297	NA	heavy_vs_light	NA	1.06	2.043	1.962	0.44	0.794	0.596
hsa-miR-1204	16.8034979211672	-0.779440872500817	0.361268071360225	-2.15751386378019	0.0309656480921882	0.263461305365903	heavy_vs_light	FALSE	12.984	15.658	19.074	2.46	4.275	3.435
hsa-miR-1204-3p:Novel	1.54076167786051	-0.0918592492625439	0.3033178969739	-0.302848101542944	0.762005623950688	NA	heavy_vs_light	NA	1.854	1.515	1.4	1.327	0.558	0.645
hsa-miR-1205	0.902461764620415	-0.28206150995994	0.375707209810384	-0.750748195921749	0.452804211606772	NA	heavy_vs_light	NA	1.857	0.88	0.621	0	0	0
hsa-miR-1205-3p:Novel	1.72475308401373	-0.186556858891527	0.267255611683664	-0.698046554443707	0.485148080248604	NA	heavy_vs_light	NA	1.259	1.744	1.692	1.303	1.14	0.658
hsa-miR-1206	0.117029802821793	-0.36025358648148	1.39999114173876	-0.257325618527881	0.796927417433339	NA	heavy_vs_light	NA	0.032	0.1	0.167	0	0	0
hsa-miR-1206-3p:Novel	1.15670070061876	-0.142784710890922	0.304320466091709	-0.469191943363721	0.638932443734096	NA	heavy_vs_light	NA	0.718	1.286	0.926	0	0.511	0.289
hsa-miR-1207-3p	0.199026449818835	-0.0406011834801213	0.635729459298577	-0.0638655058158199	0.949077318555352	NA	heavy_vs_light	NA	0.338	0.164	0.22	0	0	0
hsa-miR-1207-5p	4.36727170145958	0.0137073964243828	0.204671297103678	0.0669727344202992	0.946603409232905	0.981435735164595	heavy_vs_light	FALSE	4.846	4.1	4.522	3.816	2.69	3.341
hsa-miR-1208	3.01027830705712	-0.16543888197888	0.27741519671573	-0.59635839686319	0.550935826967261	0.796084001578791	heavy_vs_light	FALSE	3.03	2.874	3.095	1.908	1.563	1.403
hsa-miR-1208-3p:Novel	8.62917422176665	0.65812154343794	0.206120250784199	3.19290094463824	0.00140851254261042	0.0846985542289732	heavy_vs_light	FALSE	8.941	6.94	11.541	6.288	4.905	7.088
hsa-miR-12113	0.73485949866455	-0.169229708804376	0.309903939708232	-0.546071498683438	0.585016790486285	NA	heavy_vs_light	NA	1.625	0.682	0.548	0.82	0	0
hsa-miR-12113-3p:Novel	1.88406798844571	-0.411479719548944	0.263512601361783	-1.56151818707149	0.118401536086527	NA	heavy_vs_light	NA	3.724	1.793	1.451	1.577	0.685	0.624
hsa-miR-12114	1.64032934215207	-0.718151938114355	0.340186161595485	-2.1110557076931	0.03476752388707	NA	heavy_vs_light	NA	1.164	1.894	1.124	0.684	0.614	0.298
hsa-miR-12114-3p:Novel	15.9921674599526	-0.198391652403254	0.280554809533365	-0.707140443370871	0.479479204986134	0.754124224755872	heavy_vs_light	FALSE	19.339	13.161	19.834	5.839	1.396	1.743
hsa-miR-12115	2.19106204434106	-0.520690681547668	0.310840982221588	-1.67510306339363	0.0939140120276987	NA	heavy_vs_light	NA	3.667	2.176	1.732	1.327	1.129	1.09
hsa-miR-12115-3p:Novel	6.96890502571822	-0.0689294228676908	0.223717216948155	-0.308109602863801	0.757998934426925	0.899033581660863	heavy_vs_light	FALSE	10.723	7.041	5.324	3.98	2.235	2.058
hsa-miR-12116	3.18322388368228	-0.360996432215304	0.249930701295152	-1.44438610520678	0.148630397020478	0.470402168815688	heavy_vs_light	FALSE	2.116	3.581	2.442	2.373	2.088	1.745
hsa-miR-12116-3p:Novel	2.31538295402956	-0.05644421477823	0.243134704558638	-0.23215202815531	0.816419935882085	NA	heavy_vs_light	NA	1.839	2.304	2.31	1.64	1.631	1.739
hsa-miR-12117	2.58246172883872	-0.0503257313634428	0.320247911640848	-0.157146165623969	0.87512965463204	0.948418804383586	heavy_vs_light	FALSE	6.617	2.219	2.046	0.82	0.711	1.311
hsa-miR-12117-3p:Novel	20.5483588314189	-0.442916875422859	0.276934150530902	-1.59935809496141	0.109741057826183	0.413304526760823	heavy_vs_light	FALSE	17.512	21.194	20.534	7.821	6.784	8.042
hsa-miR-12118	21.1482963313509	-0.268643697974797	0.387201514957376	-0.693808488854619	0.487802318333623	0.759271253040428	heavy_vs_light	FALSE	10.059	23.509	17.79	2.607	2.781	4.847
hsa-miR-12118-3p:Novel	64.3748132280296	-0.0987380980568549	0.161505278862303	-0.611361428879593	0.54096033175948	0.790143342302577	heavy_vs_light	FALSE	51.549	64.274	64.678	47.005	52.608	49.513
hsa-miR-12119	12.0951771272694	-0.204914852075872	0.252796849798247	-0.810591003168793	0.417600585195119	0.718228387100591	heavy_vs_light	FALSE	15.783	12.189	10.231	6.309	6.126	5.188
hsa-miR-12119-3p:Novel	10.6764632476815	-0.0418940115084327	0.203786942563161	-0.205577506495286	0.837120949440077	0.926482326864968	heavy_vs_light	FALSE	15.877	9.083	11.818	2.281	2.101	1.911
hsa-miR-12120	2.46609183316176	-0.489194844196624	0.293523728345727	-1.66662793142374	0.095588411336668	0.391912486480339	heavy_vs_light	FALSE	5.366	2.109	2.272	1.279	0.695	0.139
hsa-miR-12120-3p:Novel	29.4407311495235	-0.449886676341914	0.262582548502451	-1.71331521804358	0.0866545641938822	0.375780850494624	heavy_vs_light	FALSE	28.147	28.251	30.63	16.32	9.942	10.42
