ID	Average_never	Average_former	Average__16	Average_16_	Median_never	Median_former	Median__16	Median_16_	log2FoldChange	pvalue	padj	comparison	treshold	samples_sex
hsa-let-7a-2-3p	1.22486948133326	1.4876799079305	0.766498203981738	0.558769401649672	0	0	0.708441067399065	0	-0.4029216814979	0.705878148963172	0.958120735484685	16__vs_former	FALSE	male
hsa-let-7a-3p	296.132033749226	43.1214004629341	19.1727314317822	38.39833836052	25.3717071135186	19.1810318319568	20.5178656970109	52.3778652573625	0.993098373539355	NA	NA	16__vs_former	NA	male
hsa-let-7a-5p	14.5021975390984	9.22730338409301	23.138838284743	9.91132857989783	7.67277252121994	5.19542961278111	9.97053012215217	7.43242137994917	0.90610813537744	0.125117612850313	0.593205150076043	16__vs_former	FALSE	male
hsa-let-7b-3p	0.403689976504395	0.454376570997912	0.404804538424555	0.192391654261129	0	0	0	0	-0.367495598298101	0.840064964458716	NA	16__vs_former	NA	male
hsa-let-7b-5p	150.163738827614	36.4960948324284	14.8249036302415	21.017871364968	15.2839234282003	10.195501610806	10.8871157767177	14.8373166213827	0.0413364043377787	NA	NA	16__vs_former	NA	male
hsa-let-7c-3p	10.3879145953017	4.01842566174482	7.499811852839	2.08212703529556	0.988618811524092	0.985615138688518	0	0.955726363395268	1.48958172790774	0.0638485124062197	0.477763006625851	16__vs_former	FALSE	male
hsa-let-7c-5p	12.0442814756957	5.53099933778565	2.96448431823119	7.83153489848041	3.96108430020299	4.04011550197032	3.4730526876676	7.43242137994917	1.58313808929403	0.0140970384694234	0.263164001253814	16__vs_former	FALSE	male
hsa-let-7d-3p	6.55686729084381	2.91750430364309	3.62404663848746	0.118763995110635	1.58556011008057	1.708577329339	2.49263253053804	0	-2.2989983263944	0.0454896268984493	0.413955604775889	16__vs_former	FALSE	male
hsa-let-7d-5p	28.2890720821402	7.56340476314316	6.77379782158694	12.2605157536683	4.40630462035791	4.21076102818146	5.54718211004035	7.77192775405761	1.82891435696398	0.00589471052069967	0.178623528521034	16__vs_former	FALSE	male
hsa-let-7e-3p	0.232524052654509	0.0996908440263434	0.0450942103231008	0.0273064675255791	0	0	0	0	-0.324737098755144	0.939368943954754	NA	16__vs_former	NA	male
hsa-let-7e-5p	5.44281615041627	7.21361898276383	2.31477928550455	1.70234383942804	2.82947772155458	3.34468384407374	2.12532320219719	0	-1.50011269665096	0.0445972776706562	0.411509782398856	16__vs_former	FALSE	male
hsa-let-7f-1-3p	0.115307817792698	0.110671761915898	0.139578407393817	0.319983461431617	0	0	0	0	0.182577911770131	0.965804940826058	NA	16__vs_former	NA	male
hsa-let-7f-2-3p	0.474067882896058	1.27129438830478	0.493475220661719	0.229537607515396	0	0	0	0	-1.31754994176279	0.255589705596772	0.742196157912747	16__vs_former	FALSE	male
hsa-let-7f-5p	2.22772346677493	2.6607247413584	2.26193383200642	1.07942981924378	0.799688301650416	1.26063627466377	0.708441067399065	0	-0.662871459847285	0.410605404513193	0.842545517281435	16__vs_former	FALSE	male
hsa-let-7g-3p	6.03833995540982	4.9862318239383	11.974539266228	0.476179310190012	1.27339214786982	0.234329965704418	4.78759384138786	0	0.0624178218894999	0.944372232430146	0.991793365842484	16__vs_former	FALSE	male
hsa-let-7g-5p	158.520185973679	28.6259971261622	8.58762373625552	7.77384541337108	10.3188110906022	5.68462821199598	5.4935114671556	4.39634127161823	-0.30841090763265	0.704854694800598	0.957937647364722	16__vs_former	FALSE	male
hsa-let-7i-3p	0.471659445934551	0.259945172734526	0.706423674998994	1.13965668774583	0	0	0	0.382290545358107	0.871406135506676	0.54524871831145	NA	16__vs_former	NA	male
hsa-let-7i-5p	130.180803608152	42.2054301281113	12.6134808916017	11.2662817193523	9.45150419419192	6.26905155772925	9.57518768277572	9.60304039643088	-0.228508500824469	0.756309983767517	0.963811297618814	16__vs_former	FALSE	male
hsa-miR-1-2-5p:Novel	10.1491584622884	6.33446980497881	3.64764178967323	19.1766597112555	3.94732280655199	4.84023399955851	2.12532320219719	4.48141885166774	1.06664349179742	0.0716799530581408	0.493193042870769	16__vs_former	FALSE	male
hsa-miR-1-3p	2.56019988468285	2.32784693384714	2.0763323772631	0.714679350014574	2.0503923710743	1.84710752828741	1.24631626526902	0.640202693095392	-1.16462968374147	0.130841443367235	0.606081628471213	16__vs_former	FALSE	male
hsa-miR-1-5p	16.0749618980849	14.3524250292561	6.7570428513882	21.6198633721067	6.3500138925154	8.97164946073489	4.10357313940218	10.1939964615601	0.391710144022385	0.479781436312024	0.870279864028126	16__vs_former	FALSE	male
hsa-miR-100-3p	0.225110914268264	0.345526552832675	0.438817042560173	0.202231139989817	0	0	0	0	-0.25554970828411	0.900725461282669	NA	16__vs_former	NA	male
hsa-miR-100-5p	3.56132555124229	9.4445762830799	2.50594655347658	1.78087152356935	0.671691743377358	0.904128742256344	0	0	-0.529356901622738	0.661997707548588	0.947486318109877	16__vs_former	FALSE	male
hsa-miR-101-2-5p	1.65760773826823	0.902791677151598	0.515332756119103	1.03435500920094	0.562171352886114	0	0	0.640202693095392	0.306476783754491	0.742460986207854	0.961650735296516	16__vs_former	FALSE	male
hsa-miR-101-3p	3.52174308074274	3.73747494052694	1.99385004665403	4.13593919962458	2.66138614754941	2.43615607921691	1.17244946840062	1.85810534498729	0.657685686265302	0.290967399023245	0.77435757796658	16__vs_former	FALSE	male
hsa-miR-101-5p	12.1278124443074	3.3070679551088	2.60945902915815	2.54854656751225	2.08514072195371	1.88666946534056	1.67191143363774	2.83123595985743	-0.702524501746067	0.349449827510427	0.808862331249293	16__vs_former	FALSE	male
