ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average18_37	Average37_53	Average53_81	Median18_37	Median37_53	Median53_81
has-miR-548o	0.547419712096707	0.557820205945013	1.40281106917774	0.397644571105345	0.690892200961545	NA	37_53_vs_18_37	NA	0.64070739372003	0.733490236181345	0.375527151935994	0	0	0
has-miR-548x	1.42652213207004	-0.420766220021769	1.1414928101093	-0.368610486457186	0.712418078121254	NA	37_53_vs_18_37	NA	1.29500787843673	1.19557752051268	2.96754517223831	0	0.544435873178362	0.300310499708503
hsa-let-7a-2-3p	0.482209274524469	-0.00542652194360644	1.35835695168855	-0.00399491601736998	0.996812526666375	NA	37_53_vs_18_37	NA	0.539318431662801	0.533668555238342	0.383316898950584	0	0	0
hsa-let-7a-3p	317.00347251487	-0.292548459012294	0.686160659792738	-0.426355627996308	0.669848728902889	0.866155472592401	37_53_vs_18_37	FALSE	1229.24043724873	1064.83434642284	144.111900521721	22.8239936942818	15.6676090560685	14.7314524219381
hsa-let-7a-5p	17.6439699956773	-0.497938425806577	0.700389915163457	-0.710944596754178	0.477118568771111	0.758735226191964	37_53_vs_18_37	FALSE	13.9954124583627	27.1201681258305	12.9577373784829	7.65815266376447	7.16065787749143	7.2066588034664
hsa-let-7b-3p	0.505538675299228	0.41202885244796	1.98225975395545	0.207858153617753	0.835339724070024	NA	37_53_vs_18_37	NA	0.643528553733545	0.879591430864738	0.294421266044119	0	0	0
hsa-let-7b-5p	199.399532649692	-0.124750848608678	0.736580588970875	-0.169364833226159	0.865509682891811	0.940616464154725	37_53_vs_18_37	FALSE	672.735411095473	719.013767524139	91.3207398534188	16.927193584745	13.0070507323804	11.2672136058924
hsa-let-7c-3p	4.7249905275718	0.0685557999701207	0.858906368151512	0.0798175476538408	0.936382367841982	NA	37_53_vs_18_37	NA	7.60762172820164	3.25633414419149	4.84644331588727	0.419129639937372	0	0.287535275876424
hsa-let-7c-5p	15.8108760380756	-0.0960117706616513	0.738784858056713	-0.129959039650865	0.896598833411049	0.954327530934497	37_53_vs_18_37	FALSE	59.2693518497285	37.3308341779487	9.93286463644531	4.05601545671695	1.6278191420127	3.38663823270184
hsa-let-7d-3p	2.77430868041043	-0.106531470569657	0.802428468365138	-0.132761329850003	0.894382137879082	NA	37_53_vs_18_37	NA	9.14044865083588	4.72559336975057	2.96862997152295	1.41901947950851	1.99305794506863	0.823782556785649
hsa-let-7d-5p	34.7725808042191	-0.545612368319534	0.758442169292068	-0.719385591163542	0.471903372290106	0.757224481076609	37_53_vs_18_37	FALSE	140.661927444665	124.416471234142	19.2404107189287	2.98721606443592	3.29279963041391	4.83625182635606
hsa-let-7e-3p	0.08332330472642	0.132966454263082	4.16934896377635	0.0318914188805749	0.974558641901804	NA	37_53_vs_18_37	NA	0.0987786626388879	0.125928528321138	0.0397071222600987	0	0	0
hsa-let-7e-5p	4.22887809481502	-1.37627548265931	0.766249081246065	-1.7961202386321	0.0724753963394084	NA	37_53_vs_18_37	NA	13.8875933697996	7.73617347970675	4.0664941543927	2.13127888543935	1.73431969870366	3.03456890051389
hsa-let-7f-1-3p	0.0789497411829645	0.453798766841057	5.98925597717516	0.0757688047681495	0.939603034947365	NA	37_53_vs_18_37	NA	0.108276039044219	0.166359416406025	0.162262925498667	0	0	0
hsa-let-7f-2-3p	0.480033123319133	-0.472077529332941	1.14360062402319	-0.412799293228934	0.679753669313021	NA	37_53_vs_18_37	NA	0.817426060453181	0.306551768375271	0.481809344836375	0	0	0
hsa-let-7f-5p	2.19057776032185	-1.24946972317246	0.89214941931873	-1.40051620963514	0.161358792797667	NA	37_53_vs_18_37	NA	3.35657508270355	1.75023973752917	1.16274219518498	1.2351859135104	1.07699429297756	0.618879786540735
hsa-let-7g-3p	2.95924040264874	-0.427281739524265	0.798730586884236	-0.534951016701447	0.592683729282311	NA	37_53_vs_18_37	NA	4.79630812600137	2.17261413155509	1.43155014413293	0.554447864025522	0.188638552988939	0.137942038942478
hsa-let-7g-5p	210.641036207227	0.294151656792459	0.826749337991726	0.355793035779126	0.721995564916686	0.892031679681069	37_53_vs_18_37	FALSE	770.809247529001	799.619307624776	102.170260331901	9.33958171021795	7.75028238912491	6.64955859484873
hsa-let-7i-3p	0.321038812264859	-0.217618802856705	1.68127674718061	-0.129436633928136	0.897012161798631	NA	37_53_vs_18_37	NA	0.244004085702788	0.437724286424331	0.246097599925397	0	0	0
hsa-let-7i-5p	252.294507858521	0.369264820823386	0.763028402598067	0.483946363681956	0.628423935065944	0.84589379554678	37_53_vs_18_37	FALSE	810.668871582124	956.178031117437	99.1574213556336	10.2819308546718	5.87768682742872	7.90478006404849
hsa-miR-1-2-5p:Novel	9.77731447266721	-2.24453063795074	0.721707803639308	-3.11002683722193	0.00187070346222153	0.0988580963091289	37_53_vs_18_37	FALSE	14.9840876374302	6.74828915398518	5.82405539139683	3.63568109247174	3.76057675369787	4.00596115639406
hsa-miR-1-3p	1.92911089471694	0.114468242732401	0.661688321668079	0.17299420132402	0.862655985578508	NA	37_53_vs_18_37	NA	1.64449422099133	2.19831684490067	1.85389025302273	0.597443212887184	1.20371874764162	1.37149981879356
hsa-miR-1-5p	12.316696507583	-1.33618767631589	0.641166202721386	-2.08399580427747	0.0371605489153046	0.340397546453302	37_53_vs_18_37	FALSE	16.5558559141081	8.40198853118537	8.12777801945787	7.39592822237961	5.93556222771273	4.8858754409534
