ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averagea.drinker	Averagea.no_drinker	Mediana.drinker	Mediana.no_drinker
has-miR-548o	0.287925216163174	0.161405948230892	2.53521294748981	0.0636656373937759	0.949236466602303	NA	a.no_drinker_vs_a.drinker	NA	0.298792780381634	0.819544209917442	0	1.30347504090334
has-miR-548x	1.36713054679273	-1.55890548956355	1.54501356984497	-1.00899145482585	0.312978732350495	NA	a.no_drinker_vs_a.drinker	NA	1.55684599555533	0.295243993802183	0	0.146758758346356
hsa-let-7a-2-3p	0.638897923688425	-2.67349773240995	1.32403655343231	-2.01920235923957	0.0434661912221626	NA	a.no_drinker_vs_a.drinker	NA	0.712761274170731	0.117407006677085	0	0
hsa-let-7a-3p	137.524839917561	-0.360198466595688	0.80996059326592	-0.444711100256491	NA	NA	a.no_drinker_vs_a.drinker	NA	159.78637672273	25.8561155565589	15.4690236278502	18.7851210683336
hsa-let-7a-5p	8.92447060168507	-0.240449178707068	0.709476781879386	-0.338910567404509	0.73467710344478	0.92460314783625	a.no_drinker_vs_a.drinker	FALSE	9.59056116517887	7.71202519428746	4.23737818104111	7.31958632117258
hsa-let-7b-3p	0.294680240946625	-0.555650758743068	2.75351236582244	-0.201797081298781	0.840075363397661	NA	a.no_drinker_vs_a.drinker	NA	0.305198564178095	0.0587035033385424	0	0
hsa-let-7b-5p	73.1459732231244	0.175454067335519	0.869154035344656	0.201867632434042	NA	NA	a.no_drinker_vs_a.drinker	NA	86.3016461793923	13.6428759588243	9.51161725236062	9.12432528632336
hsa-let-7c-3p	2.40175442813894	0.361668277632754	0.923338959226305	0.391696109017004	0.695282765334582	NA	a.no_drinker_vs_a.drinker	NA	1.92363683651621	10.8660711284322	0.364527897454914	1.32665842522031
hsa-let-7c-5p	6.4291207821317	-0.050925781518818	0.823332667256053	-0.061853225973093	0.950679716397563	0.983688783718138	a.no_drinker_vs_a.drinker	FALSE	7.24062247900704	4.41994397788905	2.89275075094738	4.18262075495576
hsa-let-7d-3p	2.77160257766232	-0.295881953209606	1.2857594805103	-0.230122318905379	0.817996722270705	0.954577068370685	a.no_drinker_vs_a.drinker	FALSE	3.91656614441506	2.50610861117754	0.688387168850663	2.60695008180667
hsa-let-7d-5p	14.2466789840754	-0.640394185828937	0.877802569399027	-0.729542391596521	0.465669946659593	0.797359205007884	a.no_drinker_vs_a.drinker	FALSE	16.371803950745	6.32935409935656	3.3258573759326	4.64330448827109
hsa-let-7e-3p	0.0485034830290293	1.20713188640705	7.28641491779442	0.165668837147754	0.868417571465724	NA	a.no_drinker_vs_a.drinker	NA	0.039477633030267	0.521390016361334	0	0
hsa-let-7e-5p	4.19330498161414	-0.342977243967291	0.817615110113231	-0.419484962698148	0.674861742179693	0.909650850621744	a.no_drinker_vs_a.drinker	FALSE	3.88771599022813	18.1222660765872	2.15239821197981	2.09131037747788
hsa-let-7f-1-3p	0.0924076546196397	-1.56899987205665	7.22605455159389	-0.217130919902973	0.828106318126615	NA	a.no_drinker_vs_a.drinker	NA	0.099529902145846	0.0293517516692712	0	0
hsa-let-7f-2-3p	0.586428844638111	-0.0939183070717012	1.48208399952744	-0.063369085086707	0.949472604284503	NA	a.no_drinker_vs_a.drinker	NA	0.499536702358825	0.856805658053612	0	1.30347504090334
hsa-let-7f-5p	1.71469356427272	-0.89103866789414	1.00503000454122	-0.886579170639669	0.375305512231475	NA	a.no_drinker_vs_a.drinker	NA	1.67545097571057	2.10233548994653	0.565595900642725	1.98998763783047
hsa-let-7g-3p	2.59430250875676	-0.030297137970863	0.939707168418475	-0.0322410416660469	0.974279826662371	NA	a.no_drinker_vs_a.drinker	NA	3.21849133744041	7.44686901902927	0	0.666131998054403
hsa-let-7g-5p	73.6452310998158	0.562227308735216	0.958050229492509	0.586845335899595	NA	NA	a.no_drinker_vs_a.drinker	NA	87.5393817128063	9.01368063426674	6.16032433671052	7.33793791731781
hsa-let-7i-3p	0.318675899686391	-2.08677079984832	1.93353803928005	-1.07924993325982	0.28047632543681	NA	a.no_drinker_vs_a.drinker	NA	0.332384261364168	0	0	0
hsa-let-7i-5p	69.8407741425435	-0.0260592683133217	0.967066717010993	-0.0269467120054194	NA	NA	a.no_drinker_vs_a.drinker	NA	81.5836109546552	5.45360035568173	7.0051216253873	4.32985798735362
hsa-miR-1-2-5p:Novel	6.95114167052812	0.0921983664086769	0.736210503841017	0.125233701404221	0.900338537397268	0.97380290082577	a.no_drinker_vs_a.drinker	FALSE	7.51362534582532	5.23676950992028	3.91601592862825	3.99679198832642
hsa-miR-1-3p	1.50732516730025	-0.272289668923694	0.679236648356318	-0.400875997463634	0.688511422470984	NA	a.no_drinker_vs_a.drinker	NA	1.58453052066128	2.5617371141327	1.06675298760654	2.60695008180667
hsa-miR-1-5p	12.4579438851916	-0.233483110775687	0.761990010317981	-0.306412298867611	0.759290745285447	0.929320222322308	a.no_drinker_vs_a.drinker	FALSE	13.0939493878084	8.17163077353613	7.24252298654801	7.31958632117258
hsa-miR-100-3p	0.190235440183834	-1.00079878515087	2.89493602386084	-0.345706701945057	0.729563147059554	NA	a.no_drinker_vs_a.drinker	NA	0.211451173679428	0.125316703143983	0	0
hsa-miR-100-5p	4.89071042680515	-0.6668255035999	1.49666943455933	-0.445539601599626	0.655929847562051	0.902360172451621	a.no_drinker_vs_a.drinker	FALSE	4.41546374488264	2.60226962447827	0.341132630767015	1.30347504090334
hsa-miR-101-2-5p	0.966393901087905	-1.81018501507001	1.21544344064584	-1.4893206500075	0.136402952509416	NA	a.no_drinker_vs_a.drinker	NA	1.00936396130203	0.205462261684898	0	0
hsa-miR-101-3p	2.69240224678202	-1.02253304408341	0.739323600213923	-1.38306560724903	0.166644750104659	0.579270563554498	a.no_drinker_vs_a.drinker	FALSE	2.71334070575553	2.44240589310688	1.54074127001561	1.98998763783047
hsa-miR-101-5p	6.27918412751605	-0.22136017664526	0.874007097917876	-0.25327045646723	0.800059224311194	0.94481321599586	a.no_drinker_vs_a.drinker	FALSE	7.07615181576003	3.03054423804617	1.38766257142486	2.66452799221761
hsa-miR-10226	2.06707024362648	-1.41504834382198	0.979896331386119	-1.44407964240494	0.148716573797942	NA	a.no_drinker_vs_a.drinker	NA	2.39019067418462	1.64583219628116	0.963574063632482	1.32665842522031
hsa-miR-10226-3p:Novel	6.82976929142188	0.3465681242065	0.615807250831462	0.56278668972891	0.573580144917246	0.86349992592643	a.no_drinker_vs_a.drinker	FALSE	7.73454705259137	13.325134927806	5.30609052325434	9.99197997081605
hsa-miR-10392-3p	1.14361965486988	0.991720917100759	1.14163667967187	0.868683474138023	0.385020282907	NA	a.no_drinker_vs_a.drinker	NA	1.32151161234276	1.82601910805218	0	1.04565518873894
hsa-miR-10392-5p	121.023425839154	-0.0753725211593465	0.563565572765762	-0.13374223835116	0.893606403805153	0.97380290082577	a.no_drinker_vs_a.drinker	FALSE	128.81955321283	113.255873140308	90.7415909100885	105.469344805015
hsa-miR-10393-3p	0.323450045795872	-0.769061560734966	2.69905445456616	-0.284937400738209	0.775692101504036	NA	a.no_drinker_vs_a.drinker	NA	0.321400628643242	0.162017594191302	0	0
hsa-miR-10393-5p	0.209906270829041	-0.525150562660068	7.30788722287389	-0.0718607918601059	0.94271269290724	NA	a.no_drinker_vs_a.drinker	NA	0.217301266956257	0.0293517516692712	0	0
hsa-miR-10394-3p	1.88154243818769	-1.62178953290171	1.03720876092399	-1.56360955865523	0.117909288718065	NA	a.no_drinker_vs_a.drinker	NA	2.11823512032532	0.786512094933012	0.848443419875397	0.663329212610155
hsa-miR-10394-5p	0.643198601227578	-1.11399378316452	1.95767982698149	-0.569037780239156	0.56933050122658	NA	a.no_drinker_vs_a.drinker	NA	0.967873759920872	1.14938199518406	0	0
hsa-miR-10395-3p	0.855224262890426	0.107831610624384	1.71743524612427	0.0627864199641459	0.949936579830994	NA	a.no_drinker_vs_a.drinker	NA	0.90024190679984	2.3481401335417	0	0
hsa-miR-10395-5p	1.7987363894186	0.828068693238749	0.787928255545675	1.05094428002874	0.293284181743022	NA	a.no_drinker_vs_a.drinker	NA	1.79906032805448	3.10061632546126	0.948056866475024	2.65331685044062
hsa-miR-10396a-3p	0.831312224780565	-0.335046212456769	0.838075015235605	-0.399780695481751	0.689318050474377	NA	a.no_drinker_vs_a.drinker	NA	1.07301745144636	1.22371336958869	0.60474837425266	1.30347504090334
hsa-miR-10396a-5p	3.79066675514212	0.433181728954207	0.775572888950174	0.558531293610029	0.576481641683543	0.865769563201304	a.no_drinker_vs_a.drinker	FALSE	4.38718131540686	3.64583154026155	2.25923697564622	4.64330448827109
hsa-miR-10396b-3p	0.862498754058936	0.6255767239132	0.855020524718252	0.731651119274992	0.464381538436227	NA	a.no_drinker_vs_a.drinker	NA	0.87763992137225	2.19599023271838	0.473982931959656	0.663329212610155
hsa-miR-10396b-5p	2.9837461797604	0.326797967797306	0.965249284038211	0.338563284326009	0.734938745541282	0.92460314783625	a.no_drinker_vs_a.drinker	FALSE	3.4928639563177	2.16142316249218	1.25933267481965	2.65331685044062
hsa-miR-10397-3p	15.4702990347638	0.282675151459529	0.590650333248815	0.478582903533978	0.632235383256326	0.889426281881957	a.no_drinker_vs_a.drinker	FALSE	16.9222801868123	16.8694261815229	12.8461955667203	15.2565718900336
hsa-miR-10397-5p	1.74249332974007	-0.813806354934943	1.18648883858122	-0.685894656967929	0.492779539733942	NA	a.no_drinker_vs_a.drinker	NA	2.15908274004945	1.51625648812849	0.600182533201377	0.666131998054403
hsa-miR-10398-3p	1.01824569489397	-1.209106217248	0.972669630434026	-1.24308005453863	0.213838334874545	NA	a.no_drinker_vs_a.drinker	NA	1.10889367743033	1.07211991515883	0	1.04565518873894
hsa-miR-10398-5p	0.306255100659311	0.37095515406705	1.28822772546012	0.287957747481762	0.773379081960547	NA	a.no_drinker_vs_a.drinker	NA	0.327943267777385	0.918012017434422	0	1.04565518873894
hsa-miR-10399-3p	0.178334305317897	-1.13421050170673	2.93307165763785	-0.386697167371684	0.698980413443675	NA	a.no_drinker_vs_a.drinker	NA	0.201148977731478	0.0587035033385424	0	0
hsa-miR-10399-5p	0.974095274949662	-1.63435054418816	2.32603690365395	-0.702633110257528	0.482284422801734	NA	a.no_drinker_vs_a.drinker	NA	1.03376072214972	0.0880552550078138	0	0
hsa-miR-103a-1-5p	0.790264266389321	-1.29166502481418	1.76243544384108	-0.732886432423936	0.463627698833693	NA	a.no_drinker_vs_a.drinker	NA	0.795451116803264	0.176110510015627	0	0
hsa-miR-103a-2-5p	0.258794632252719	-1.21341455229161	2.23801519512777	-0.542183339475642	0.587692211387228	NA	a.no_drinker_vs_a.drinker	NA	0.295764963243103	0.0293517516692712	0	0
hsa-miR-103a-3p	1.92849842539826	-0.30164097293042	0.760487009776809	-0.396641847990206	0.691631588313685	NA	a.no_drinker_vs_a.drinker	NA	2.00909801028259	1.58982928622416	1.04997926081163	1.04565518873894
hsa-miR-103b-3p:Novel	3.89523832653987	0.274479521680527	1.11335175391301	0.246534413509329	0.805268568204277	0.947786516334338	a.no_drinker_vs_a.drinker	FALSE	4.66745604023174	1.25072706584516	0.661842090614104	1.32082882511721
hsa-miR-103b-5p	0.104944566496707	-1.3391770782391	7.04343849037396	-0.190131152571192	0.849206359090131	NA	a.no_drinker_vs_a.drinker	NA	0.111451321212933	0.0293517516692712	0	0
hsa-miR-10400-3p	1.88255861342613	1.40198331209009	0.863444663128523	1.62370951140086	0.104437820111498	NA	a.no_drinker_vs_a.drinker	NA	1.78569104861123	11.6644064300821	0.712477826200736	2.20138137519534
hsa-miR-10400-5p	56.7583681568558	-0.366878904619314	0.785209512439395	-0.467236958808024	0.640330353966659	0.892846779870954	a.no_drinker_vs_a.drinker	FALSE	76.5306225606939	55.4979989949802	28.5783019471926	47.6284378608898
hsa-miR-10401-3p	0.590956164531601	-0.344364951086112	1.28049333957058	-0.268931466056354	0.787982422262218	NA	a.no_drinker_vs_a.drinker	NA	0.837687342441161	0.346037800673828	0	0.333065999027202
hsa-miR-10401-5p	69.4345457113897	-0.0442988128435088	0.753486823499164	-0.0587917551600795	0.953117975531947	0.983688783718138	a.no_drinker_vs_a.drinker	FALSE	83.8263949485281	63.7698962425643	29.7595444759599	63.8702770042635
hsa-miR-105-3p	8.18036530987957	0.167302624499232	0.934418208768043	0.179044696399707	0.857902606046628	0.968901696150868	a.no_drinker_vs_a.drinker	FALSE	8.12995741439965	6.7430141712202	2.38566009869894	5.2282759436947
hsa-miR-105-5p	2.52008420750154	-0.136878935834144	0.803695045320376	-0.170312031449168	0.864764749764328	NA	a.no_drinker_vs_a.drinker	NA	2.74045306186405	4.49146308672501	1.6283477129275	1.76110510015627
hsa-miR-10522-3p:Novel	8.41459782298807	1.28414031279798	0.878362218158385	1.46197125314699	0.143749087572182	0.575778529218149	a.no_drinker_vs_a.drinker	FALSE	8.77294019868235	7.94005077508618	4.03211588686233	9.12432528632336
hsa-miR-10522-5p	0.483821523502136	0.170959884958772	1.14795319793389	0.148925831877527	0.881612157619396	NA	a.no_drinker_vs_a.drinker	NA	0.481589388691367	0.835759359310624	0	0.333065999027202
hsa-miR-10523-3p:Novel	11.6713036884668	-1.94574441010555	0.702874950285792	-2.76826540669062	0.0056355541317235	0.18357663803973	a.no_drinker_vs_a.drinker	FALSE	13.3688247000689	5.77539654830849	8.35858281378859	4.64330448827109
hsa-miR-10523-5p	1.83716950521911	-0.525899867159821	0.967541514792835	-0.543542431119789	0.586756384617923	NA	a.no_drinker_vs_a.drinker	NA	1.92741594671767	1.78833844697124	0.827011689291961	2.20138137519534
hsa-miR-10524-3p:Novel	3.31013067406488	-1.27593366385991	1.47953182617735	-0.862390143479732	0.388472862627464	0.774273972417051	a.no_drinker_vs_a.drinker	FALSE	3.65567442971812	0.272075461490338	0.315534583071894	0
hsa-miR-10524-5p	2.72653654321053	-1.04847899441248	1.90745474154625	-0.549674375792814	0.582542735215237	0.869206941756223	a.no_drinker_vs_a.drinker	FALSE	3.033364446896	0.242723709821068	0	0
hsa-miR-10525-3p	0.360895247296259	-0.485755477212003	1.76886494337491	-0.274614225937003	0.783612635681889	NA	a.no_drinker_vs_a.drinker	NA	0.343600270147017	0.474066966332465	0	0.333065999027202
hsa-miR-10525-5p:Novel	0.246960972385755	-0.408171370896435	2.23462219205171	-0.182657888366209	0.85506645998759	NA	a.no_drinker_vs_a.drinker	NA	0.235926873887045	0.474066966332465	0	0.333065999027202
hsa-miR-10526-3p	3.0903889983957	0.629682457544108	0.657972582391456	0.95700409773227	0.338565186729402	0.747098755349237	a.no_drinker_vs_a.drinker	FALSE	3.23434973461586	5.11293108694202	2.381446217738	4.99598998540802
hsa-miR-10526-5p:Novel	2.92054236336425	0.67467002862736	0.676531506811611	0.997248497423241	0.318643905908469	0.733329143237718	a.no_drinker_vs_a.drinker	FALSE	3.0519036115965	5.05422758360348	2.04318458255454	4.99598998540802
hsa-miR-10527-3p:Novel	7.63490232452089	-0.0750222558506831	0.662010034448775	-0.113324952714879	0.909772935261321	0.97380290082577	a.no_drinker_vs_a.drinker	FALSE	9.59366637065983	11.4799494703414	5.36777691987003	9.12432528632336
hsa-miR-10527-5p	6.97433768071171	0.070676456296147	0.72860982885484	0.0970017881960632	0.92272497437304	0.976883766582876	a.no_drinker_vs_a.drinker	FALSE	8.73097940948553	10.7652658937708	4.24265113456277	9.12432528632336
hsa-miR-106a-3p	0.333855097005531	0.669113275661139	3.29712327730552	0.202938507112161	0.83918309613759	NA	a.no_drinker_vs_a.drinker	NA	0.339897434754826	0.895811385923083	0	0
hsa-miR-106a-5p	0.594868142292699	0.836793743805847	1.17009237004337	0.715151867689583	0.474515207002679	NA	a.no_drinker_vs_a.drinker	NA	0.611632583473546	0.870688967405551	0	0.666131998054403
hsa-miR-106b-3p	1.37002327853184	-0.984754872707999	1.28068846553501	-0.768926166830602	0.441937142553629	NA	a.no_drinker_vs_a.drinker	NA	1.56087160226895	1.10514044289099	0	1.30347504090334
hsa-miR-106b-5p	12.1390812709375	-1.09686114521394	0.865291897659071	-1.2676198034228	0.204933756388669	0.630464995768963	a.no_drinker_vs_a.drinker	FALSE	16.1001562417934	25.2643058285191	3.14375149811901	15.9199011026437
hsa-miR-107	6.84065943549033	-1.19502339778594	0.901573112827061	-1.32548695250983	0.1850096941088	0.606513680460748	a.no_drinker_vs_a.drinker	FALSE	8.12641845213881	4.22323577195131	3.39603858509868	5.28331530046882
hsa-miR-107-5p:Novel	1.10961211720303	-0.834729522475075	1.413983771875	-0.590338827841136	0.55496351308587	NA	a.no_drinker_vs_a.drinker	NA	1.24616993958673	0.980015261614711	0	0.333065999027202
hsa-miR-10a-3p	1.30330976332397	-0.0564403851095394	0.968099923013067	-0.0583001648568229	0.953509536203412	NA	a.no_drinker_vs_a.drinker	NA	1.39221971304237	2.61872629157573	0.559729759619383	1.04565518873894
hsa-miR-10a-5p	23.8453854824661	-0.288172199837911	0.889279173346904	-0.324051443545385	0.745899087403596	0.92460314783625	a.no_drinker_vs_a.drinker	FALSE	28.7882513124964	4.22742029926013	4.16298771427459	3.31664606305078
hsa-miR-10b-3p	1.5024141801287	-0.557979558360389	0.963004972642234	-0.579415033371467	0.562309162731467	NA	a.no_drinker_vs_a.drinker	NA	2.09578329739885	2.98851098427409	0.467258150238683	1.04565518873894
hsa-miR-10b-5p	20.2703313172508	-1.12345661087614	1.12713797527954	-0.996733883087846	0.318893698436985	0.733329143237718	a.no_drinker_vs_a.drinker	FALSE	22.303353614873	2.44528642100385	3.10793031272007	2.09131037747788
hsa-miR-11181-3p	1.08809869587104	1.56727557472991	0.712395232576893	2.20000851081039	0.0278062911975834	NA	a.no_drinker_vs_a.drinker	NA	1.12044313382671	2.3050737018645	0.471841556716409	2.09131037747788
hsa-miR-11181-5p	0.133731942091848	-1.53407892213872	4.12634062492643	-0.371777092969892	0.710058820317586	NA	a.no_drinker_vs_a.drinker	NA	0.15407981490865	0	0	0
hsa-miR-11399	4.61119087896504	1.66300623895452	0.711612594027556	2.33695447904077	0.0194415511451404	0.287457220503147	a.no_drinker_vs_a.drinker	FALSE	4.63311768326973	10.1748649297381	2.60900517725655	3.31664606305078
hsa-miR-11399-3p:Novel	145.277443003654	0.257513351402029	0.485542346147337	0.530362291662789	0.595860765259345	0.873712922868741	a.no_drinker_vs_a.drinker	FALSE	156.402657358633	134.536180065953	123.428826534217	154.209557549594
hsa-miR-11400	1.3941243010779	-0.346432241890173	0.9587605921196	-0.361333418100019	0.71785021481634	NA	a.no_drinker_vs_a.drinker	NA	1.50912421705124	2.28753970105435	0.511627681836349	1.04565518873894
hsa-miR-11400-3p:Novel	3.85834996908376	-0.39249288577352	1.04910099511183	-0.374123070707488	0.708312755065875	0.921696887414403	a.no_drinker_vs_a.drinker	FALSE	4.67173024840351	6.0306693000977	1.59021523620037	3.13696556621682
hsa-miR-11401	1.11453937656029	1.30678068283786	0.723004120723035	1.80743186018224	0.070694970074197	NA	a.no_drinker_vs_a.drinker	NA	1.20185312577989	2.56906307900621	0.563054053898512	2.60695008180667
hsa-miR-11401-3p:Novel	2.79388977404404	-0.0973567544225177	0.842551405789483	-0.11554992817476	0.90800924850473	0.97380290082577	a.no_drinker_vs_a.drinker	FALSE	3.1029297498071	3.09541909150902	1.64778497930233	2.33146199319041
hsa-miR-1178-3p	0.209846951837026	-0.324228999866059	2.56397466118329	-0.126455617824408	0.899371278793691	NA	a.no_drinker_vs_a.drinker	NA	0.210750807182721	0.550741768030605	0	0
hsa-miR-1178-5p	0.674181940861045	-1.12925187303913	1.55779368317136	-0.724904642532762	0.468510532566637	NA	a.no_drinker_vs_a.drinker	NA	0.71818108918177	0.844259284723318	0	0
hsa-miR-1179	1.28894410006737	-0.348397299527874	0.918129414828551	-0.379464260594388	0.704343139133232	NA	a.no_drinker_vs_a.drinker	NA	1.44834631711895	2.45378662839739	0.511627681836349	1.02731130842449
hsa-miR-1179-3p:Novel	5.32242697175424	-0.914563711092385	0.612778009251601	-1.49248781334265	0.135571309674483	0.571551791006055	a.no_drinker_vs_a.drinker	FALSE	5.86257396006517	5.99608119464813	3.75734886902755	3.91042512271001
hsa-miR-1180-3p	2.44535515883579	0.0497454228671752	0.996486530961938	0.0499208181159804	0.960185487527685	NA	a.no_drinker_vs_a.drinker	NA	2.74062786522801	3.32854521822508	1.10792636244462	3.91042512271001
hsa-miR-1180-5p	1.27923620469953	-0.166063946999013	1.35691332026564	-0.122383607352681	0.90259522035409	NA	a.no_drinker_vs_a.drinker	NA	1.41258722377048	0.710046899707255	0	0.587035033385425
hsa-miR-1181	6.21366582364001	0.672870831397533	0.85671465479272	0.7854083359416	0.432214194860498	0.784466869674682	a.no_drinker_vs_a.drinker	FALSE	6.73268586730558	6.74773943439152	3.13738044712683	5.30663370088124
hsa-miR-1181-3p:Novel	84.0117189429453	0.354011470126292	0.509321224693649	0.695065222030019	0.487014428515567	0.816763781156316	a.no_drinker_vs_a.drinker	FALSE	101.650392516884	70.4451677284758	62.7728255575926	67.5090288393239
hsa-miR-1182	5.94216065849645	-0.811378834203365	0.453035998056124	-1.79098093238685	0.0732963548830448	0.464195160401391	a.no_drinker_vs_a.drinker	FALSE	6.97337739542995	8.42380745756528	4.86409085194697	7.0444204006251
hsa-miR-1182-5p:Novel	4.71404845836137	-0.150336658907052	0.653620808965441	-0.230005925216804	0.81808716548692	0.954577068370685	a.no_drinker_vs_a.drinker	FALSE	5.50168490225743	11.8606412199828	3.23291673906387	5.57683281716154
hsa-miR-1183	2.70112783672893	-0.883677924408374	0.622538586433394	-1.41947494286432	0.155760597014964	0.576133189920158	a.no_drinker_vs_a.drinker	FALSE	2.65788390558361	1.82193111904452	1.94434132858765	2.09131037747788
hsa-miR-1183-5p:Novel	5.24534430573105	-0.948506970381834	0.605030769731189	-1.56770038456598	0.116951071899005	0.54505072493493	a.no_drinker_vs_a.drinker	FALSE	6.14318047186285	3.93639376937657	4.14852615169894	3.91042512271001
hsa-miR-1184	18.3216459929967	-0.29228024064152	0.529304443740378	-0.552196838885567	0.580813499923459	0.869206941756223	a.no_drinker_vs_a.drinker	FALSE	17.6961737369298	50.1270555952074	11.371590786353	12.5478622648673
hsa-miR-1184-5p:Novel	2.32924933410868	-0.288076840417129	0.68448774627296	-0.420864861329818	0.673853765388433	NA	a.no_drinker_vs_a.drinker	NA	2.53585651910249	3.55930119640938	1.83871754158986	1.32665842522031
hsa-miR-1185-3p	0.691258057458156	-0.342585287261321	1.50842212809708	-0.227114997108603	0.820334322731161	NA	a.no_drinker_vs_a.drinker	NA	0.688588862858659	0.807756130915269	0	0
hsa-miR-1185-5p	0.744341508703057	-0.277622173331204	1.32469032244217	-0.209575150227856	0.833999276163013	NA	a.no_drinker_vs_a.drinker	NA	0.775901661351799	0.837107882584541	0	0
hsa-miR-1193	2.81333292586521	-0.539867724781451	0.622779479002954	-0.86686819810723	0.386014230001891	0.773721735382533	a.no_drinker_vs_a.drinker	FALSE	3.12208811771033	3.13678633127668	1.76841243703716	1.98998763783047
hsa-miR-1193-3p:Novel	10.4910351445297	-0.939544363636226	0.797826691626872	-1.1776296450052	0.238944286080575	0.660459587075482	a.no_drinker_vs_a.drinker	FALSE	11.4700755653262	7.45098278222402	6.24627547373463	7.63145543401052
hsa-miR-1197	2.00689085121863	-0.876179245507288	0.823566337760357	-1.06388423777738	0.287381144308331	NA	a.no_drinker_vs_a.drinker	NA	2.63261568811721	2.84617901433789	0.980103426553594	2.60695008180667
hsa-miR-1197-5p:Novel	2.65700266222091	-0.540437825892561	1.05377606921963	-0.512858321306138	0.608050429891235	NA	a.no_drinker_vs_a.drinker	NA	2.62960602598911	1.74817838633342	0.763898032582431	1.04565518873894
hsa-miR-1199-3p	3.08152054696325	-0.546046825720237	0.695240281453554	-0.785407348059013	0.432214773882086	0.784466869674682	a.no_drinker_vs_a.drinker	FALSE	3.49530261780775	2.82300454863533	2.22765127204713	2.64165765023441
hsa-miR-1199-5p	2.29061573926211	0.224698647372077	0.801314814259379	0.280412446361368	0.77916108912957	NA	a.no_drinker_vs_a.drinker	NA	2.37023449049669	2.41900995169881	1.20937066141021	1.98998763783047
hsa-miR-1200	4.29196750989266	0.393571591848106	0.803570812094384	0.489778356710496	0.62429074762597	0.883395794248076	a.no_drinker_vs_a.drinker	FALSE	4.51794390029322	2.95849452595915	2.54011797075513	3.13696556621682
hsa-miR-1200-3p:Novel	5.48330460603501	-0.24179782395054	0.759711014146637	-0.31827605424695	0.750275546575588	0.925679448288558	a.no_drinker_vs_a.drinker	FALSE	5.75579991396237	6.91026343195144	3.54210927605882	3.81572771700526
hsa-miR-1202	26.6772131791344	-0.912627550611807	0.824768019963697	-1.10652635470999	0.268498763374471	0.681356756794411	a.no_drinker_vs_a.drinker	FALSE	30.5927132458946	15.4167969143055	15.3126805085682	11.2765966143726
hsa-miR-1202-3p:Novel	15.2732224543441	1.13894226684587	0.562472156609532	2.0248864827571	0.0428790219157503	0.391250656967522	a.no_drinker_vs_a.drinker	FALSE	17.8106590003512	24.1970913133275	9.00996261521098	19.8998763783047
hsa-miR-1203	115.734286961989	-0.736788901171928	0.775426911928326	-0.95017195023537	0.342024888724038	0.750212253959069	a.no_drinker_vs_a.drinker	FALSE	114.014117385611	313.688647044372	45.1152964304869	61.6936561355974
hsa-miR-1203-3p:Novel	2.76054718026341	-1.77426195532658	1.01750581722912	-1.74373642418896	0.0812050608724483	0.474329058154452	a.no_drinker_vs_a.drinker	FALSE	2.17368236099297	1.34923967920506	0.674757016817849	1.04565518873894
hsa-miR-1204	17.8839873080576	0.0250867965038458	1.09073307843456	0.0229999410486851	0.981650319973969	0.994558240091404	a.no_drinker_vs_a.drinker	FALSE	18.5965513297768	16.5949683751283	3.31299871620199	5.2282759436947
hsa-miR-1204-3p:Novel	1.20924919193532	-0.501040889025647	0.838124621523553	-0.597811919801197	0.549965436291765	NA	a.no_drinker_vs_a.drinker	NA	1.3721211006977	1.89478197390847	0.661842090614104	1.04565518873894
hsa-miR-1205	0.644219949187137	-1.67134804217241	1.22192451343544	-1.36779974850771	0.171374766465435	NA	a.no_drinker_vs_a.drinker	NA	0.725200175557863	0.293517516692712	0	0
hsa-miR-1205-3p:Novel	1.41019173732498	-0.681189604821395	0.696984103202971	-0.977338796811874	0.328401451945534	NA	a.no_drinker_vs_a.drinker	NA	1.48296759641852	1.59598311570548	0.867284503341127	1.32665842522031
hsa-miR-1206	0.0456454705679877	-0.76204640806234	7.30336653754437	-0.104341799654295	0.916898107601387	NA	a.no_drinker_vs_a.drinker	NA	0.0743682605681969	0.0880552550078138	0	0
hsa-miR-1206-3p:Novel	0.640979022051578	-0.107410070124173	1.08774172214661	-0.0987459319958823	0.921339998593645	NA	a.no_drinker_vs_a.drinker	NA	0.698552329073693	0.675288307613354	0	1.02731130842449
hsa-miR-1207-3p	0.141722020305641	-0.887936903814585	3.29034753889942	-0.26986112965793	0.787267092077231	NA	a.no_drinker_vs_a.drinker	NA	0.157707898916915	0.294683436713333	0	0
hsa-miR-1207-5p	3.69536343038963	-0.40433934861224	0.550404341073975	-0.734622382925385	0.462569502457644	0.796983601737368	a.no_drinker_vs_a.drinker	FALSE	4.09493867695844	4.45039549437847	3.16293037004206	3.81572771700526
hsa-miR-1208	2.70614448870007	-0.352622065476713	0.7446274980444	-0.473554987430356	0.63581728050255	0.891093084107984	a.no_drinker_vs_a.drinker	FALSE	2.83021275189188	1.80088482030153	1.61185433405986	1.90786385850263
hsa-miR-1208-3p:Novel	6.52680051229124	0.631334376727592	0.434097079902125	1.45436218292447	0.145845918790689	0.575778529218149	a.no_drinker_vs_a.drinker	FALSE	7.2016576388867	13.4899571350402	5.41400288951768	16.3202339523329
