ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average_abstemious	Average_moderate	Average_heavy	Median_abstemious	Median_moderate	Median_heavy
hsa-let-7a-2-3p	0.510410667426444	-0.320004813253324	1.12781945951908	-0.283737623564127	0.776611459698687	0.999607404910038	heavy_vs_abstemious	FALSE	0.329590982228212	0.466762124202137	0.58436798290578	0	0	0
hsa-let-7a-3p	721.349463558236	-0.286293139349032	0.657665684126713	-0.435317131878622	0.66333225129308	0.999607404910038	heavy_vs_abstemious	FALSE	4236.50970629053	512.207586391153	211.534640464592	44.4134993683841	16.5725185054655	13.8540189948806
hsa-let-7a-5p	17.9512808805938	1.05049764922849	0.587282231612154	1.7887441381374	0.0736560310679614	0.999607404910038	heavy_vs_abstemious	FALSE	10.5852654502723	21.014747640169	13.5943056927282	6.48239738112973	7.65815266376447	7.16065787749143
hsa-let-7b-3p	0.606591480187684	-0.360924953944435	1.5312797741142	-0.235701509316428	0.813664298623816	0.999607404910038	heavy_vs_abstemious	FALSE	0.786546107368133	0.71632626090332	0.292345926089844	0	0	0
hsa-let-7b-5p	436.16149112855	-0.0477390783170145	0.698629861038526	-0.0683324332086944	0.945521006491345	0.999607404910038	heavy_vs_abstemious	FALSE	2275.20531437432	323.662544693079	204.360910254517	25.3362465757159	14.3133391898561	10.8306100564914
hsa-let-7c-3p	5.50667541683246	1.33911413056593	0.795063196973631	1.68428640095932	0.0921263322622719	0.999607404910038	heavy_vs_abstemious	FALSE	9.0545127133878	4.59370999404436	5.49247562304044	0.523971304420287	0	0.702193359189279
hsa-let-7c-5p	32.6764061115394	0.162582998759403	0.677519078641792	0.239968148329239	0.810354949172397	0.999607404910038	heavy_vs_abstemious	FALSE	184.437246534493	21.9566663511954	11.3155050127618	4.54735461940635	2.98780896382574	1.74923277714372
hsa-let-7d-3p	5.58240542391933	0.91761096021849	0.747217597863192	1.22803713783317	0.219433027034866	0.999607404910038	heavy_vs_abstemious	FALSE	21.4922571936763	3.69116460139441	4.17946824845801	0.905011703545244	1.41901947950851	1.79063483018875
hsa-let-7d-5p	84.7263620575351	0.13846786886724	0.672829478652294	0.205799349256511	0.836947649538487	0.999607404910038	heavy_vs_abstemious	FALSE	486.285041117862	54.1252730221824	39.2379674452432	6.87225697252386	2.98721606443592	3.54541788728213
hsa-let-7e-3p	0.0926959525265536	-0.374293154799908	3.10422290865781	-0.120575475993038	0.904027294417732	0.999607404910038	heavy_vs_abstemious	FALSE	0.183579681984403	0.0524447765583842	0.127909638524976	0	0	0
hsa-let-7e-5p	8.28688404330971	1.31720059550458	0.68611473688431	1.91979639074081	0.0548836229565926	0.999607404910038	heavy_vs_abstemious	FALSE	37.4975883288681	5.14876367800361	5.64594270523942	2.69461330129862	2.03821964866418	2.6517599772283
hsa-let-7f-1-3p	0.148231312069842	0.548768319356407	3.37945938310869	0.162383463491018	0.871003892232847	0.999607404910038	heavy_vs_abstemious	FALSE	0.0585607308657198	0.0983644933179727	0.274427996189391	0	0	0
hsa-let-7f-2-3p	0.575557015736163	-1.04961624683623	0.918117878420695	-1.14322601869133	0.252944762181175	0.999607404910038	heavy_vs_abstemious	FALSE	1.68751202012165	0.395426603770752	0.443133871019141	0	0	0
hsa-let-7f-5p	2.21317899747824	0.352011839580513	0.761987203841532	0.461965552447413	0.644106023642861	0.999607404910038	heavy_vs_abstemious	FALSE	2.09324876967146	1.92704493241131	2.55351663554512	0.913118762673353	0.794189951034565	1.15026520445902
hsa-let-7g-3p	2.96451879005013	-0.0379602916149893	0.699360908972791	-0.0542785436359957	0.95671324404649	0.999607404910038	heavy_vs_abstemious	FALSE	2.28848716169938	2.98404737065576	2.78731117111365	0.503193646613315	0	0.566322502660401
hsa-let-7g-5p	494.25023297281	-0.31638264297663	0.785718716549384	-0.402666547598711	0.68719354644651	0.999607404910038	heavy_vs_abstemious	FALSE	2652.9203016924	351.272823649871	229.304054457213	17.0798176670212	8.52511554175741	6.20908001634514
hsa-let-7i-3p	0.309460606375863	-0.176042314281638	1.49230518391065	-0.117966697549298	0.906094045098009	0.999607404910038	heavy_vs_abstemious	FALSE	0.397009647753652	0.372265983873884	0.130769123479859	0	0	0
hsa-let-7i-5p	547.749131005243	0.304656224626651	0.751660368315176	0.405311012085856	NA	NA	heavy_vs_abstemious	NA	2828.31622373117	419.042076064721	239.079092564772	16.6954155302456	8.18028245806141	7.90478006404849
hsa-miR-1-2-5p:Novel	9.96620767359249	0.84361472025331	0.66891591953352	1.26116705495904	0.207248665607857	0.999607404910038	heavy_vs_abstemious	FALSE	8.96628420673815	10.789287519565	6.4336429649725	3.09357258478815	3.95937524720149	3.40205536138676
hsa-miR-1-3p	1.95760720065832	-0.129344256645495	0.631089410151929	-0.204953932936946	0.837608117111651	0.999607404910038	heavy_vs_abstemious	FALSE	1.80996465024061	2.04902374617154	1.57582311742518	1.3240022859899	1.14847321252266	0.817822492615383
hsa-miR-1-5p	12.2163827187717	-0.0546477267587788	0.562519685575394	-0.0971481143862199	0.922608771777363	0.999607404910038	heavy_vs_abstemious	FALSE	7.97663590549689	12.7957136156136	8.96066509440416	5.20374789479001	6.59378425453817	5.35973096223841
hsa-miR-100-3p	0.264208039986053	-0.685550525002041	1.51815796109657	-0.451567322090032	0.651580715735251	0.999607404910038	heavy_vs_abstemious	FALSE	0.348694154158877	0.255765960789897	0.205670003284996	0	0	0
