ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	no.x	yes.x	no.y	yes.y
hsa-miR-5007-3p	0.050265964974801	0.59796989046553	4.59569899553331	0.130115112205285	0.896475353952171	NA	yes_vs_no	NA	0.055	0.042	0	0
hsa-miR-5007-5p	0.663789355130565	0.477877179367836	0.682775600439694	0.69990371515926	0.483987437112972	NA	yes_vs_no	NA	0.639	0.625	0	0
hsa-miR-5008-3p	0.247898514212645	0.79024863647811	1.13146684876371	0.698428449177784	0.484909289928489	NA	yes_vs_no	NA	0.145	0.308	0	0
hsa-miR-5008-5p	1.64634258141544	0.139171422980518	0.623146789641022	0.22333649999335	0.823273621696531	NA	yes_vs_no	NA	1.286	1.655	0.609	0.396
hsa-miR-5009-3p	0.499361962855421	0.734541849009826	0.916841835242795	0.801165283666738	0.423035966246554	NA	yes_vs_no	NA	0.538	0.408	0	0
hsa-miR-5009-5p	2.46901119694429	0.277603208068298	0.530784989033179	0.523005009192046	0.600970767377977	NA	yes_vs_no	NA	2.23	2.639	0.993	0.745
hsa-miR-500a-3p	3.28812583782928	0.871574833033937	0.551554701933469	1.58021467313875	0.114057712602703	NA	yes_vs_no	NA	3.359	3.046	1.238	0.872
hsa-miR-500a-5p	4.87301188022423	1.09920597373309	0.577599819121391	1.90305802970149	0.0570329736367705	NA	yes_vs_no	NA	3.693	5.357	1.479	1.818
hsa-miR-500b-3p	0.661151315658843	-0.128679228430049	0.842561915245153	-0.152723765579421	0.878616118399748	NA	yes_vs_no	NA	0.742	0.581	0	0
hsa-miR-500b-5p	4.52983867388331	1.15739641203374	0.584694533303268	1.97948902565406	0.0477609740235569	NA	yes_vs_no	NA	3.378	4.974	1.371	1.479
hsa-miR-501-3p	51.2355258397485	0.0567966590402829	0.220927053872604	0.257083313449852	0.797114458679758	0.90799835697211	yes_vs_no	FALSE	45.779	50.56	39.926	47.05
hsa-miR-501-5p	1.06436650396922	1.49828630110313	0.691672614365255	2.16617843468923	0.0302975543922388	NA	yes_vs_no	NA	0.549	1.351	0	0
hsa-miR-5010-3p	1.27537997433777	0.605714139767176	0.726856640618443	0.833333708352456	0.404656550482631	NA	yes_vs_no	NA	1.499	1.103	0	0
hsa-miR-5010-5p	11.7801600494882	-0.0371569003141876	0.420670748265461	-0.0883277491182725	0.92961618453685	0.971270810263787	yes_vs_no	FALSE	12.215	10.813	7.011	5.329
hsa-miR-5011-3p	1.25445160610339	0.873673350121038	0.604967447104135	1.44416588744262	0.148692317994944	NA	yes_vs_no	NA	0.991	1.312	0.33	0
hsa-miR-5011-5p	0.325703774302547	-0.0638106538583633	1.05051430422859	-0.0607422988925607	0.951564444210489	NA	yes_vs_no	NA	0.253	0.352	0	0
hsa-miR-502-3p	1.74415279758169	1.26345401742112	0.573204520127642	2.20419409313062	0.027510697016744	NA	yes_vs_no	NA	1.57	1.875	0.463	0.617
hsa-miR-502-5p	1.72706067306635	0.865970959646602	0.761264981115856	1.13754209260653	0.255311738582729	NA	yes_vs_no	NA	1.373	1.862	0	0
hsa-miR-503-3p	1.15130653996004	0.294737919211726	0.522667981831076	0.563910416282176	0.572815100773661	NA	yes_vs_no	NA	1.084	1.117	0.698	0.344
hsa-miR-503-5p	3.59277498581201	0.33082142461876	0.498347543126425	0.663836772512862	0.506794787327332	NA	yes_vs_no	NA	4.448	2.846	1.61	1.352
hsa-miR-504-3p	2.52584096949185	0.859598729644793	0.47671571198009	1.80316844618852	0.0713617643471957	NA	yes_vs_no	NA	1.728	2.9	1.306	1.148
hsa-miR-504-5p	25.1840332471651	0.513791790722823	0.296211083293132	1.7345461385534	0.0828212267326526	0.311458824582045	yes_vs_no	FALSE	17.885	27.599	12.784	23.052
hsa-miR-5047	2.15520095035784	-0.318282039676046	0.568905864405073	-0.559463453604729	0.575845466444357	NA	yes_vs_no	NA	2.236	1.889	0.677	0.742
hsa-miR-5047-5p:Novel	2.0238541850849	0.775860647250679	0.570421950401061	1.36015215877505	0.173781778295483	NA	yes_vs_no	NA	1.98	1.901	0.759	0
hsa-miR-505-3p	1.92977849968602	0.489037630074364	0.764979603227811	0.639281920734727	0.522639547578764	NA	yes_vs_no	NA	1.338	2.277	0.163	0
hsa-miR-505-5p	7.4296547565145	1.29455365654059	0.540817140989078	2.39369938270269	0.0166794131174452	0.140846332299936	yes_vs_no	FALSE	4.096	9.146	0.851	0.504
hsa-miR-506-3p	0.392323629234003	1.14271299299893	0.93082986888185	1.22762819630144	0.219586572131549	NA	yes_vs_no	NA	0.226	0.46	0	0
hsa-miR-506-5p	1.22720897144031	0.271197254588585	0.832136305728478	0.325904846022997	0.744496349111794	NA	yes_vs_no	NA	1.39	1.063	0.162	0
hsa-miR-507	15.1213825940167	-0.779711491884668	0.648291456188213	-1.20271751916826	0.229085652072894	0.489782782540856	yes_vs_no	FALSE	13.92	14.446	1.313	2.871
hsa-miR-507-5p:Novel	0.745682602002288	0.0688394470848934	0.71693810023338	0.0960186758975211	0.923505739873507	NA	yes_vs_no	NA	0.768	0.708	0	0
hsa-miR-508-3p	0.690315399580594	0.793988792482737	0.706610061418783	1.12365905304053	0.261157693613171	NA	yes_vs_no	NA	0.452	0.806	0	0
hsa-miR-508-5p	0.348930906223307	1.55177382982879	1.22500232077868	1.2667517469211	0.205244070665028	NA	yes_vs_no	NA	0.149	0.466	0	0
hsa-miR-5087	1.69164242380037	-0.0901817171956113	0.61454338998421	-0.146745890795324	0.883332595056953	NA	yes_vs_no	NA	1.68	1.658	0.57	0
hsa-miR-5087-3p:Novel	2.23038398298239	-0.093248640792275	0.497633034257532	-0.187384346241004	0.851359295112859	NA	yes_vs_no	NA	2.809	1.669	1.109	0.851
hsa-miR-5088-3p	0.197246978326093	0.874399802632585	1.63665952575346	0.53425882956936	0.593162472207315	NA	yes_vs_no	NA	0.173	0.194	0	0
hsa-miR-5088-5p	3.74219852899475	-0.50746450621353	0.494971534151995	-1.02523977885504	0.305250063015457	NA	yes_vs_no	NA	4.551	2.973	1.529	1.18
hsa-miR-5089-3p	4.91358497575717	-0.185804306014922	1.17141318864328	-0.158615514846746	NA	NA	yes_vs_no	NA	5.96	10.019	0	0
hsa-miR-5089-5p	2.13785131153317	1.26815413030271	0.592444480167358	2.14054510212412	0.0323107399435974	NA	yes_vs_no	NA	1.27	2.595	0.59	0
hsa-miR-509-3-5p	0.430043817127631	1.86128023161132	1.06711208101331	1.74422187203043	0.0811204088599851	NA	yes_vs_no	NA	0.318	0.484	0	0
hsa-miR-509-3p	3.33574874237388	0.73990764253744	0.462324997954518	1.60040587424656	0.109508572810728	NA	yes_vs_no	NA	3.115	3.232	1.836	1.709
hsa-miR-509-5p	10.8808833371074	0.475194916880424	0.38336893991516	1.23952377828414	0.215151588458614	0.471433766472553	yes_vs_no	FALSE	8.951	11.332	5.986	5.729
hsa-miR-5090	8.4122143005949	0.78805217480914	0.379271779515237	2.07780335203527	0.0377274749755917	0.211374915599855	yes_vs_no	FALSE	6.906	8.936	4.288	5.377
hsa-miR-5090-3p:Novel	16.4526457224457	1.01521009182905	0.413355875395622	2.45601950343006	0.0140485532738706	0.129639223225791	yes_vs_no	FALSE	14.056	16.747	6.544	6.729
hsa-miR-5091	25.7307671449526	0.494864212755062	0.365137891780463	1.35528035817383	0.175328250537728	0.428664299860778	yes_vs_no	FALSE	21.47	26.41	14.947	15.089
hsa-miR-5091-3p:Novel	23.7812955177999	0.905320654167323	0.33727691585458	2.68420580125816	0.00727023379529957	0.100265312231879	yes_vs_no	FALSE	18.468	25.963	12.19	12.939
hsa-miR-5092	15.4361220261958	0.371647292521888	0.385435545896161	0.964226824637527	0.334932218469178	0.585431663201697	yes_vs_no	FALSE	10.72	17.247	7.235	7.159
hsa-miR-5092-5p:Novel	16.9719065477422	0.773918339991601	0.657011148903636	1.17793791061697	0.238821360009997	0.492152392138827	yes_vs_no	FALSE	10.705	20.59	2.594	2.926
hsa-miR-5093	12.80064105002	-0.0420410423534284	0.29859191588942	-0.140797657659954	0.888029793549056	0.949110419993568	yes_vs_no	FALSE	12.032	12.713	7.268	8.464
hsa-miR-5093-5p:Novel	6.54063954656977	1.12218576213094	0.456852648112912	2.4563407189742	0.0140360008890316	0.129639223225791	yes_vs_no	FALSE	4.274	7.733	1.329	1.709
hsa-miR-5094	10.5180859820264	-0.215963473238206	0.390179791652298	-0.553497330868068	0.579922907782219	0.770697951204945	yes_vs_no	FALSE	9.181	10.192	5.362	4.21
hsa-miR-5094-3p:Novel	1.84889319323425	0.114168211037846	0.471504311786391	0.242136091195637	0.80867471338909	NA	yes_vs_no	NA	1.865	1.69	1.013	0.84
hsa-miR-510-3p	1.21168259204855	1.36645182094943	0.507037523459082	2.69497178754602	0.0070394591120953	NA	yes_vs_no	NA	0.825	1.413	0.469	0.597
hsa-miR-510-5p	0.494420324265446	0.457451012269838	0.894645001376305	0.511321263256491	0.609126118291581	NA	yes_vs_no	NA	0.412	0.507	0	0
hsa-miR-5100	24.7080643776102	0.381719282123741	0.411473359115488	0.927688934574752	0.353568950005993	0.601258851297455	yes_vs_no	FALSE	19.819	26.139	8.963	12.123
hsa-miR-5100-5p:Novel	10.6343238666546	0.0398234516908084	0.468597704247608	0.0849843081385768	0.932273865865056	0.971763871811167	yes_vs_no	FALSE	12.07	9.052	4.357	3.378
hsa-miR-511-3p	6.03641388038648	0.251353369578084	0.418202927673928	0.601032065882771	0.547818629052864	0.752928902219839	yes_vs_no	FALSE	5.85	5.888	2.239	3.073
hsa-miR-511-5p	0.892964935893062	0.101588504640775	1.08182243642014	0.0939049711123961	0.925184644913612	NA	yes_vs_no	NA	0.289	1.449	0	0
hsa-miR-512-3p	6.55183726411282	0.930915425449333	0.442076069155358	2.1057810870151	0.0352233724331828	0.207536771848096	yes_vs_no	FALSE	4.251	7.87	2.966	3.585
hsa-miR-512-5p	3.30209941285667	0.779532078688431	0.473348080639099	1.6468474481526	0.0995894058682959	NA	yes_vs_no	NA	2.74	3.381	1.262	1.292
hsa-miR-513a-3p	3.77112356935086	0.0355930571742088	0.40386664249999	0.0881307179862216	0.929772781938929	NA	yes_vs_no	NA	3.189	3.851	2.489	1.993
hsa-miR-513a-5p	6.68524245858954	0.777005691212331	0.503861982689507	1.542100253456	0.123049233389396	0.366690832652214	yes_vs_no	FALSE	7.135	5.36	2.514	1.998
hsa-miR-513b-3p	0.467639743335266	1.08268920388965	0.826013948171102	1.31073961436954	0.189945750036301	NA	yes_vs_no	NA	0.449	0.439	0	0
hsa-miR-513b-5p	0.583331162910982	0.862153819097342	0.810099186082378	1.06425711062209	0.287212241591199	NA	yes_vs_no	NA	0.406	0.684	0	0
hsa-miR-513c-3p	0.15875005527691	0.685378799351915	2.13299629927483	0.321322076172812	0.747966328361159	NA	yes_vs_no	NA	0.147	0.149	0	0
hsa-miR-513c-5p	1.07586445830949	1.15708521465623	0.646186239966359	1.79063734739457	0.0733515097218988	NA	yes_vs_no	NA	0.699	1.245	0	0
hsa-miR-514a-3p	1.26633067184079	0.249805879439812	0.610045226330997	0.409487475120857	0.682181956487583	NA	yes_vs_no	NA	1.628	0.888	0.271	0.099
hsa-miR-514a-5p	6.04968155018296	0.805920284671358	0.421372183785225	1.91260912723688	0.0557981103404611	0.256507796620068	yes_vs_no	FALSE	4.131	6.837	2.864	3.711
hsa-miR-514b-3p	0.608975943397721	0.65576560822311	0.99477431840551	0.659210432044742	0.509760648889065	NA	yes_vs_no	NA	0.474	0.647	0	0
hsa-miR-514b-5p	0.346633135786222	0.721303438616877	0.931504711016883	0.774342233684961	0.438728434557337	NA	yes_vs_no	NA	0.328	0.333	0	0
hsa-miR-515-3p	1.90729753155804	0.138838363448479	0.507126221361899	0.273774767701078	0.784257715485512	NA	yes_vs_no	NA	1.977	1.713	0.986	0.597
hsa-miR-515-5p	3.11964815175685	0.575507124350588	0.46664626107516	1.23328347906316	0.217470019477661	NA	yes_vs_no	NA	2.118	3.396	1.299	1.703
hsa-miR-516a-3p, hsa-miR-516b-3p	5.81095469110639	0.191452292156888	0.377999662090455	0.506487998158775	0.612514112974672	0.793297432180818	yes_vs_no	FALSE	5.834	5.257	3.659	2.797
hsa-miR-516a-5p	1.74061217515724	0.283175188452341	0.558691731168083	0.506854089034562	0.612257201269281	NA	yes_vs_no	NA	1.453	1.781	0.312	0.393
hsa-miR-516b-5p	0.690230064020169	-0.511903417699667	0.75169622783312	-0.680997720549041	0.495872932766876	NA	yes_vs_no	NA	0.679	0.605	0	0
hsa-miR-517-5p	1.42803053930449	0.413615453277482	0.473164135157707	0.874147938409623	0.382037693746096	NA	yes_vs_no	NA	1.234	1.505	0.67	0.578
hsa-miR-517a-3p, hsa-miR-517b-3p	1.44244084368967	0.65350405174059	0.964665847277228	0.677440850202282	0.498126287248613	NA	yes_vs_no	NA	1.139	1.723	0	0
hsa-miR-517c-3p	0.244989744743753	0.563787472575687	1.44753359916321	0.389481441329997	0.696920036679892	NA	yes_vs_no	NA	0.366	0.141	0	0
hsa-miR-5186	11.5078113153988	0.134021672795389	0.354623257266645	0.377926912714065	0.705484889124576	0.86483145456681	yes_vs_no	FALSE	10.847	10.822	6.627	7.56
hsa-miR-5186-5p:Novel	4.84077026695426	0.898261366238394	0.528514387764669	1.69959680764332	0.0892067912505745	NA	yes_vs_no	NA	1.904	6.345	1.017	1.851
hsa-miR-5187-3p	0.323620339098676	-0.680365386337133	1.07274597199475	-0.634227863910786	0.525932125663812	NA	yes_vs_no	NA	0.304	0.323	0	0
hsa-miR-5187-5p	34.3220844353953	0.429249701270332	0.39561376836844	1.08502214935696	0.277911845362757	0.528201805865023	yes_vs_no	FALSE	17.763	43.101	4.786	4.896
hsa-miR-5188	1.74929889111819	0.539432425771476	0.502780550492994	1.07289835544065	0.283316724019273	NA	yes_vs_no	NA	1.202	2.016	0.642	1.148
hsa-miR-5188-5p:Novel	5.14616168479303	0.0826502936359076	0.392746817457467	0.210441663591222	0.833322977773515	0.930557742306029	yes_vs_no	FALSE	5.243	4.409	2.801	3.018
hsa-miR-5189-3p	74.0590897224466	0.152102743952368	0.452028128639371	0.336489555219064	0.736501726601879	0.875900294881617	yes_vs_no	FALSE	102.779	43.945	18.854	19.39
hsa-miR-5189-5p	6.08140266107375	0.539370315413496	0.373986425264087	1.4422189656553	0.149240611897679	0.397658106011863	yes_vs_no	FALSE	3.209	7.601	2.014	2.061
hsa-miR-518a-3p	6.38860372574883	0.356972458175948	0.349593489720311	1.02110728223669	0.307203613300764	0.55808527435365	yes_vs_no	FALSE	5.914	6.222	4.789	4.313
hsa-miR-518a-5p	1.24497019302259	0.206473003929597	0.451421513452793	0.457384058527349	0.647395020535818	NA	yes_vs_no	NA	1.251	1.147	0.812	0.687
hsa-miR-518b	1.16177243513566	-0.0767275590875006	0.561951480663769	-0.136537693604564	0.891396228364705	NA	yes_vs_no	NA	1.212	1.06	0.611	0.388
hsa-miR-518b-5p:Novel	4.88833447767165	0.208960805134844	0.565070519411055	0.369795977593439	0.711534512545073	NA	yes_vs_no	NA	4.411	5.116	1.126	1.419
hsa-miR-518c-3p	0.53005468456076	0.196737469182026	0.77046668208405	0.255348444983847	0.798453986046319	NA	yes_vs_no	NA	0.56	0.483	0	0
hsa-miR-518c-5p	2.14957205867071	-0.0681163456747526	0.501147506904048	-0.135920751348354	0.89188393051063	NA	yes_vs_no	NA	1.832	2.176	0.228	0
hsa-miR-518d-3p	1.59987273602781	1.11309452331952	0.899908669149256	1.23689721132679	0.216125245491126	NA	yes_vs_no	NA	2.461	1.055	0	0
hsa-miR-518e-3p	0.851655202988859	1.07936286218262	0.768175134655272	1.40509997458718	0.159991551681819	NA	yes_vs_no	NA	0.692	0.867	0	0
hsa-miR-518f-3p	0.227192178402155	1.06410025045408	1.40125685630661	0.759389861797929	0.447619376368475	NA	yes_vs_no	NA	0.155	0.268	0	0
hsa-miR-518f-5p	0.0726034496283293	0.511872736551074	2.92351146667929	0.175088328670895	0.861010228983044	NA	yes_vs_no	NA	0.086	0.051	0	0
hsa-miR-5190	3.38411543748473	0.0450951074377027	0.399944265386667	0.11275347927318	0.910226001217124	NA	yes_vs_no	NA	2.959	3.388	2.402	1.856
hsa-miR-5190-5p:Novel	12.8245894969673	0.921597089931198	0.531419597196319	1.73421735817307	0.0828795241983713	0.311458824582045	yes_vs_no	FALSE	4.363	16.931	2.771	3.959
hsa-miR-5191	14.9740870020742	0.104347556201135	0.354277044569915	0.2945366001001	0.768347900220788	0.89264834354775	yes_vs_no	FALSE	13.49	15.016	12.091	9.114
hsa-miR-5191-5p:Novel	6.39262915334902	0.680168415063082	0.365626268791566	1.86028322667053	0.0628454653827346	0.271893287822477	yes_vs_no	FALSE	4.601	7.028	3.536	3.585
hsa-miR-5192	4.90814580536893	-0.306583876378507	0.512930880194154	-0.597709921973228	0.550033503876616	NA	yes_vs_no	NA	7.071	2.374	1.565	1.648
hsa-miR-5192-5p:Novel	13.3616005051075	0.785259749011401	0.421859474294841	1.86142494565045	0.0626841905252187	0.271893287822477	yes_vs_no	FALSE	5.757	17.443	1.944	1.993
hsa-miR-5193	29.5530052753155	-0.0417660398341845	0.312925102238643	-0.133469764922639	0.893821874402673	0.950188499968484	yes_vs_no	FALSE	32.424	24.824	19.915	17.127
hsa-miR-5193-5p:Novel	25.8317196156458	0.183996119886156	0.326757448358437	0.563096941815756	0.573368873836655	0.770282404802608	yes_vs_no	FALSE	27.65	21.414	15.292	16.119
hsa-miR-5194	7.24887254586497	-0.151882704392029	0.339572620172539	-0.44727606223039	0.654675748429821	0.820797267012413	yes_vs_no	FALSE	6.593	6.954	4.867	5.063
hsa-miR-5194-5p:Novel	6.66323298541764	0.0577745910649976	0.373685631121278	0.154607472841917	0.877130778366034	0.946050912565971	yes_vs_no	FALSE	6.18	6.381	3.425	4.67
hsa-miR-5195-3p	2.04889863361304	0.0942872938097599	0.484750379358749	0.194506900509263	0.845778993085292	NA	yes_vs_no	NA	2.378	1.656	1.106	0.986
hsa-miR-5195-5p	12.4765818434467	0.440100982405326	0.447461513772401	0.98355047050858	0.325336588176007	0.574955620389928	yes_vs_no	FALSE	10.682	12.904	5.183	4.124
hsa-miR-5196-3p	2.74177863304039	0.0114852140340308	0.709129075066597	0.0161962249720929	0.987077847105525	NA	yes_vs_no	NA	1.686	3.225	0.295	0
hsa-miR-5196-5p	12.4223497063848	0.44234652609838	0.320018379220105	1.38225350424058	0.166893876938262	0.4209336881502	yes_vs_no	FALSE	10.439	12.769	7.502	9.965
hsa-miR-5197-3p	3.21331905759389	0.528519814234815	0.549356634305549	0.962070504350831	0.336014189229553	NA	yes_vs_no	NA	2.419	3.576	1.021	1.32
hsa-miR-5197-5p	0.314386987227696	1.94235292610095	1.1642246842923	1.66836603991235	0.0952430854748417	NA	yes_vs_no	NA	0.151	0.401	0	0
hsa-miR-519a-2-5p, hsa-miR-520b-5p	0.597749906939998	0.0433212572268242	1.1133032072086	0.0389123618312788	0.968960260718235	NA	yes_vs_no	NA	0.327	0.675	0	0
hsa-miR-519a-3p	2.65880775415722	-0.00305665756682061	0.431150900679049	-0.00708953074667469	0.994343420258577	NA	yes_vs_no	NA	2.321	2.691	1.576	1.375
hsa-miR-519a-5p, hsa-miR-519c-5p, hsa-miR-519b-5p, hsa-miR-523-5p, hsa-miR-518e-5p, hsa-miR-522-5p	14.9054321460823	-0.613444192312491	0.526188009483441	-1.16582700718458	0.243684395537058	0.498084554395778	yes_vs_no	FALSE	12.395	15.484	7.412	7.159
hsa-miR-519b-3p	1.04900466770497	0.991476771641609	0.868725940314807	1.14129983419434	0.253745171126336	NA	yes_vs_no	NA	0.472	1.444	0	0
hsa-miR-519c-3p	0.926472771717931	1.09276513443646	0.590719200810789	1.84988930939876	0.0643295050333351	NA	yes_vs_no	NA	0.504	1.148	0	0
hsa-miR-519d-3p	0.139705527563506	1.58560695409637	2.16355977282534	0.73286949314359	0.463638031277191	NA	yes_vs_no	NA	0.026	0.199	0	0
hsa-miR-519d-5p	0.289030221175706	0.417137381624324	1.08437927630249	0.384678489104546	0.700475634300791	NA	yes_vs_no	NA	0.372	0.209	0	0
hsa-miR-519e-3p	0.139831553002529	1.24339092937031	2.30248945820176	0.540020248492862	0.589183068418058	NA	yes_vs_no	NA	0.121	0.141	0	0
hsa-miR-519e-5p	0.163441016001932	0.630662341234438	1.74623438719175	0.361155607666537	0.717983125566233	NA	yes_vs_no	NA	0.157	0.145	0	0
hsa-miR-520a-3p	2.2540042487197	0.443137041845719	0.686122042001361	0.645857463714655	0.51837166917801	NA	yes_vs_no	NA	1.921	2.16	0.284	0.574
hsa-miR-520a-5p	0.267548067526949	0.900923744470298	1.13254089723583	0.795488928187201	0.426329148877756	NA	yes_vs_no	NA	0.183	0.285	0	0
hsa-miR-520b-3p	0.363958305992454	-0.226675112819428	1.15694880838355	-0.195924928723624	0.844668925095726	NA	yes_vs_no	NA	0.256	0.445	0	0
hsa-miR-520c-3p	0.188290268030066	0.366989761785187	1.70199588827278	0.215623177655038	0.829281487606397	NA	yes_vs_no	NA	0.156	0.196	0	0
hsa-miR-520d-3p	0.681372545771774	0.627877010760526	0.726968538746512	0.863692136998328	0.387757034230509	NA	yes_vs_no	NA	0.599	0.714	0	0
hsa-miR-520d-5p	4.6452498951269	-0.109464388606759	0.445109811766366	-0.245926703283315	0.805738972277383	NA	yes_vs_no	NA	5.007	3.843	2.586	2.727
hsa-miR-520e-3p	1.07334410164505	0.700575462382248	0.720377252509276	0.972511916418719	0.330795939519676	NA	yes_vs_no	NA	0.501	1.362	0	0
hsa-miR-520e-5p	0.772040936724797	0.984370471889996	0.681954630581369	1.44345448765531	0.148892484451251	NA	yes_vs_no	NA	0.523	0.895	0	0
hsa-miR-520f-3p	2.0501293869788	0.14517145032851	0.769666016598249	0.188616162332508	0.850393664478374	NA	yes_vs_no	NA	2.376	1.684	0.268	0
hsa-miR-520f-5p	0.264487001605742	1.47519375001827	1.36305406531876	1.08227089999786	0.279132172451101	NA	yes_vs_no	NA	0.151	0.326	0	0
hsa-miR-520g-3p	0.0812740711801916	1.34968580645071	3.05098878444999	0.442376521778668	0.658216765682461	NA	yes_vs_no	NA	0.042	0.098	0	0
hsa-miR-520g-5p	1.1059984767926	0.631746488299362	0.641456579338871	0.984862434415253	0.324691647760454	NA	yes_vs_no	NA	0.822	1.231	0	0
hsa-miR-520h	1.10798015541623	0.378504611998144	0.561365528337727	0.674256955390445	0.500147965085877	NA	yes_vs_no	NA	0.619	1.367	0.132	0
hsa-miR-520h-5p:Novel	1.50148714879168	0.409776171713024	0.528012168415191	0.776073348731625	0.437705678731272	NA	yes_vs_no	NA	1.462	1.341	0.85	0.687
hsa-miR-521	12.4520858439657	0.172822306665285	0.433925803405499	0.398276169126047	0.690426624866022	0.853680211041239	yes_vs_no	FALSE	12.676	10.526	6.241	4.466
hsa-miR-521-1-5p:Novel	0.52721639737118	1.6240408744801	0.815641198581918	1.99112168108192	0.0464675114022225	NA	yes_vs_no	NA	0.269	0.646	0	0
hsa-miR-521-2-5p:Novel	0.574531090301572	1.01462275657792	1.00938454639967	1.00518950899034	0.314805605847558	NA	yes_vs_no	NA	0.276	0.775	0	0
hsa-miR-522-3p	3.11498278944457	1.10376129036	0.533336524841499	2.0695400351364	0.038495438499865	NA	yes_vs_no	NA	2.53	3.19	1.309	1.648
hsa-miR-523-3p	0.431087806138831	0.972024374216248	1.00322715268648	0.968897593743673	0.332596286166781	NA	yes_vs_no	NA	0.221	0.536	0	0
hsa-miR-524-3p	1.68445675766846	1.18675600985588	0.491738371381567	2.41338906809656	0.0158049382261823	NA	yes_vs_no	NA	1.359	1.791	0.689	0.878
hsa-miR-524-5p	0.684319773992069	0.51479272249774	0.67210789049326	0.765937626650884	0.443713416124374	NA	yes_vs_no	NA	0.944	0.496	0	0
hsa-miR-525-3p	1.0777853496304	0.740364777171559	0.595032255782962	1.24424309770798	0.213410106391944	NA	yes_vs_no	NA	0.641	1.27	0	0.497
hsa-miR-525-5p	0.337978164193546	0.283361272253756	1.14958149678494	0.246490808216936	0.805302318964486	NA	yes_vs_no	NA	0.248	0.371	0	0
hsa-miR-526a-2-3p:Novel	1.17024601148762	0.95169546904262	0.581160628750235	1.63757732709665	0.101509895938756	NA	yes_vs_no	NA	1.024	1.189	0.202	0.419
hsa-miR-526a-3p	1.39374176241704	0.168517653663739	0.60563091584968	0.278251405688751	0.780819376232712	NA	yes_vs_no	NA	1.39	1.222	0.762	0
hsa-miR-526a-5p	0.680806619263602	0.461696569895811	0.815625026318467	0.566064741759822	0.571349770434361	NA	yes_vs_no	NA	0.376	0.849	0	0
hsa-miR-526a-5p, hsa-miR-520c-5p, hsa-miR-518d-5p	5.41194994240248	0.11237414573803	0.515578475673303	0.217957403266842	0.827462300769509	0.927663262995585	yes_vs_no	FALSE	5.663	4.73	3.194	2.226
hsa-miR-526b-3p	1.91450764172501	0.545790592266958	0.508848908974925	1.07259853099902	0.283451284147007	NA	yes_vs_no	NA	1.228	2.322	0.724	1.234
hsa-miR-526b-5p	0.296938853204022	0.246070412872648	1.20655607219207	0.203944448620268	0.838396909988405	NA	yes_vs_no	NA	0.28	0.287	0	0
hsa-miR-527	1.59160755640876	0.0775825668694496	0.654569133805445	0.118524633782242	0.905651977726888	NA	yes_vs_no	NA	1.651	1.357	0.398	0.284
