ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averagecurrent	Averageformer	Averagenever	Mediancurrent	Medianformer	Mediannever
has-miR-548o	0.33500521171989	0.384881649034579	1.29527069165426	0.297143795126737	0.766356729796713	NA	former_vs_current	NA	0.576702846333009	0.383400869700912	0.190568879973626	0	0	0
has-miR-548x	1.34253497827163	1.00578924802049	0.933513648987141	1.07742318402283	0.281291251261238	NA	former_vs_current	NA	0.848661668336822	1.45852765376221	1.81938214116606	0	0	0
hsa-let-7a-2-3p	0.651958530811686	0.588295000538056	0.784472900047933	0.749923930453314	0.453300520836541	NA	former_vs_current	NA	0.512198191105364	0.574889315007422	0.87461211398531	0.522366179117236	0	0
hsa-let-7a-3p	107.079579117193	-0.0561777558219817	0.492024968065284	-0.114176636285108	0.909097772319321	0.975937288672135	former_vs_current	FALSE	21.4123906494851	37.7224540463467	309.598678609749	21.219997861349	11.6057045343519	17.3580892990923
hsa-let-7a-5p	8.88540308861354	-0.527110119679963	0.435060820351374	-1.21157800248307	0.225673959246844	0.62333201357277	former_vs_current	FALSE	15.5177029860905	6.72924776490599	9.54129599493411	6.12000428752752	3.26349427535184	3.91042512271001
hsa-let-7b-3p	0.306565999064634	0.0137378335755924	1.56832742139263	0.00875954433251801	0.993010984194947	NA	former_vs_current	NA	0.294334751520246	0.351632766882405	0.255071613928847	0	0	0
hsa-let-7b-5p	59.8544926669154	0.373829822928427	0.520192920229362	0.718636891028042	0.472364676909271	0.7995792780601	former_vs_current	FALSE	16.041528252994	33.6798902491937	153.000561226537	11.3056337556227	8.1168569283345	9.12432528632336
hsa-let-7c-3p	2.47103870395693	0.0339595341517347	0.627148305251895	0.0541491284714463	0.9568163507742	0.987136465263121	former_vs_current	FALSE	2.51490001761107	2.03552306670106	2.72289684900832	0.538363512172509	0.644695687817174	0.329720097088103
hsa-let-7c-5p	5.84057718586428	-0.658996042057859	0.508608117070068	-1.29568526325165	0.195083940521473	0.589003435805218	former_vs_current	FALSE	4.03546003999393	4.07645392203004	10.8990620309386	3.06000214376376	3.78170482431889	2.66452799221761
hsa-let-7d-3p	3.14167103099851	0.846644833958334	0.80111854827148	1.05682840047217	0.290589910195345	0.680631164182735	former_vs_current	FALSE	1.96220306509894	2.18695700696499	6.02910836478271	0	1.07449281302862	0.881942487028445
hsa-let-7d-5p	11.7133277948065	-1.00388872326715	0.537549446127214	-1.86752815113044	0.0618278693661985	0.389696096333667	former_vs_current	FALSE	6.50848214204959	6.10665974385485	28.1007547706581	4.810265940455	3.24721200410464	2.39601418693035
hsa-let-7e-3p	0.0608586128850125	0.830109071362972	4.5798012017597	0.181254389610627	0.856167904795721	NA	former_vs_current	NA	0.00991436285689135	0.0712610887020446	0.081689375258348	0	0	0
hsa-let-7e-5p	4.1603212682273	1.14878662115324	0.551743413521667	2.08210300839075	0.0373330618213453	0.316049989046389	former_vs_current	FALSE	1.94989094105123	5.87127560452474	4.72753977299552	1.74325886996708	2.49795843660763	1.95459559372379
hsa-let-7f-1-3p	0.0894118093577484	0.42717875035251	4.57877941247125	0.093295333072609	0.925668939582473	NA	former_vs_current	NA	0.204920866586323	0.0918510849303915	0.0609401089689278	0	0	0
hsa-let-7f-2-3p	0.572280003248808	1.00208680838568	0.870691708141659	1.1509088682198	0.249769729026446	NA	former_vs_current	NA	0.27428790881216	0.815631271792572	0.381377367578272	0	0	0
hsa-let-7f-5p	1.70744674594843	0.52575555833487	0.61477042622682	0.855206327281743	0.392436934010709	NA	former_vs_current	NA	1.63441405160257	1.80894366279068	1.70437476200063	0	0.885614916840024	0.61240340838379
hsa-let-7g-3p	3.30512279180099	-0.244759104632463	0.633932335238057	-0.386096576917077	0.69942514489752	0.926082321427434	former_vs_current	FALSE	4.51684699921883	2.75632225723982	3.71648065999553	0.678988493411034	0	0
hsa-let-7g-5p	58.7401199969797	0.592553240223706	0.579402132678588	1.02269772029371	0.306450789611632	0.691804500068255	former_vs_current	FALSE	7.23171535878827	26.9616217599572	164.598355561473	4.33872992806906	3.88185170349034	6.73643749222169
hsa-let-7i-3p	0.319245396108944	-0.0788171909588969	1.04972678674794	-0.0750835283560527	0.940148253295265	NA	former_vs_current	NA	0.59787682608754	0.228584845186149	0.293548261694328	0	0	0
hsa-let-7i-5p	56.5348814994354	0.525371945167709	0.557791100067423	0.941879397330299	0.346254389348292	0.713820944542474	former_vs_current	FALSE	9.0664622162747	39.8386929081819	135.686496238533	9.59212434412168	4.88312112375762	6.78870686296933
hsa-miR-1-2-5p:Novel	7.00675042297127	0.0798379688247449	0.449775669443603	0.177506197530669	0.859110797608976	0.974184984712864	former_vs_current	FALSE	8.35379416840805	6.23566408284443	7.74101717227473	3.48651773993416	4.18553239179224	3.29720097088103
hsa-miR-1-3p	1.57424954783031	0.492176236412006	0.492121508339626	1.00011120845452	0.317256692474817	NA	former_vs_current	NA	1.49889942851658	1.53328619026567	1.82204965716438	0.734881812941981	1.45893673136812	1.08757365539863
hsa-miR-1-5p	11.0494412944013	0.491059965785085	0.419707524532355	1.17000515140212	0.241998895784544	0.634191339939162	former_vs_current	FALSE	10.8480105294734	10.6723685319701	11.8325007600228	4.59000321564564	7.72466653267138	6.35847495057915
hsa-miR-100-3p	0.195254021014139	0.0964934169005897	1.65927463238328	0.0581539758502739	0.953625980591142	NA	former_vs_current	NA	0.355390893872088	0.212259549102312	0.153668496022677	0	0	0
