ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averagecurrent	Averageformer	Averagenever	Mediancurrent	Medianformer	Mediannever
has-miR-548o	0.33500521171989	-0.262073131705839	1.07520668772303	-0.243742096006518	0.807430568502672	0.99996948782384	never_vs_former	FALSE	0.576702846333009	0.383400869700912	0.190568879973626	0	0	0
has-miR-548x	1.34253497827163	0.0176309427709919	0.760685297983496	0.0231777093861678	0.981508519163886	0.99996948782384	never_vs_former	FALSE	0.848661668336822	1.45852765376221	1.81938214116606	0	0	0
hsa-let-7a-2-3p	0.651958530811686	0.13964121563281	0.650301430684671	0.214733059230376	0.829975446217005	0.99996948782384	never_vs_former	FALSE	0.512198191105364	0.574889315007422	0.87461211398531	0.522366179117236	0	0
hsa-let-7a-3p	107.079579117193	0.263563564181821	0.407841102715916	0.646240809047163	0.518123414502935	0.99996948782384	never_vs_former	FALSE	21.4123906494851	37.7224540463467	309.598678609749	21.219997861349	11.6057045343519	17.3580892990923
hsa-let-7a-5p	8.88540308861354	-0.0201240903896535	0.373087664472921	-0.0539393078516379	0.956983519097886	0.99996948782384	never_vs_former	FALSE	15.5177029860905	6.72924776490599	9.54129599493411	6.12000428752752	3.26349427535184	3.91042512271001
hsa-let-7b-3p	0.306565999064634	0.634288157082386	1.30468744973754	0.486161001403044	0.626853019226277	0.99996948782384	never_vs_former	FALSE	0.294334751520246	0.351632766882405	0.255071613928847	0	0	0
hsa-let-7b-5p	59.8544926669154	-0.276253689848999	0.430703678086479	-0.641400814305401	0.521262304054631	0.99996948782384	never_vs_former	FALSE	16.041528252994	33.6798902491937	153.000561226537	11.3056337556227	8.1168569283345	9.12432528632336
hsa-let-7c-3p	2.47103870395693	0.00482644650655192	0.526889608161904	0.00916026133707468	0.992691271119417	0.99996948782384	never_vs_former	FALSE	2.51490001761107	2.03552306670106	2.72289684900832	0.538363512172509	0.644695687817174	0.329720097088103
hsa-let-7c-5p	5.84057718586428	0.220798499105829	0.431811301163047	0.51133098765856	0.609119310145504	0.99996948782384	never_vs_former	FALSE	4.03546003999393	4.07645392203004	10.8990620309386	3.06000214376376	3.78170482431889	2.66452799221761
hsa-let-7d-3p	3.14167103099851	0.833068024363348	0.649333046700223	1.28295953609142	0.199506252787904	0.99996948782384	never_vs_former	FALSE	1.96220306509894	2.18695700696499	6.02910836478271	0	1.07449281302862	0.881942487028445
hsa-let-7d-5p	11.7133277948065	0.0984131499941102	0.454293683620286	0.216628919886914	0.8284975460597	0.99996948782384	never_vs_former	FALSE	6.50848214204959	6.10665974385485	28.1007547706581	4.810265940455	3.24721200410464	2.39601418693035
hsa-let-7e-3p	0.0608586128850125	0.00991966174009516	3.79667215002772	0.00261272539427001	0.997915349118048	0.99996948782384	never_vs_former	FALSE	0.00991436285689135	0.0712610887020446	0.081689375258348	0	0	0
hsa-let-7e-5p	4.1603212682273	-0.25927782766443	0.438881072366825	-0.590770128832807	0.554674452140568	0.99996948782384	never_vs_former	FALSE	1.94989094105123	5.87127560452474	4.72753977299552	1.74325886996708	2.49795843660763	1.95459559372379
hsa-let-7f-1-3p	0.0894118093577484	-0.540370176300596	3.79552000953183	-0.142370524972479	0.886787342866277	0.99996948782384	never_vs_former	FALSE	0.204920866586323	0.0918510849303915	0.0609401089689278	0	0	0
hsa-let-7f-2-3p	0.572280003248808	-0.715940438270667	0.707939132608155	-1.01130225084893	0.311871789105009	0.99996948782384	never_vs_former	FALSE	0.27428790881216	0.815631271792572	0.381377367578272	0	0	0
hsa-let-7f-5p	1.70744674594843	-0.574144392344891	0.521613408609931	-1.10070865293696	0.271023479060436	0.99996948782384	never_vs_former	FALSE	1.63441405160257	1.80894366279068	1.70437476200063	0	0.885614916840024	0.61240340838379
hsa-let-7g-3p	3.30512279180099	0.364228863285259	0.549473942550181	0.66286830926836	0.507414899794281	0.99996948782384	never_vs_former	FALSE	4.51684699921883	2.75632225723982	3.71648065999553	0.678988493411034	0	0
hsa-let-7g-5p	58.7401199969797	-0.0532972904408568	0.474071186744637	-0.112424656741617	0.910486706003707	0.99996948782384	never_vs_former	FALSE	7.23171535878827	26.9616217599572	164.598355561473	4.33872992806906	3.88185170349034	6.73643749222169
hsa-let-7i-3p	0.319245396108944	-0.011748542610479	0.870593629419583	-0.0134948639795488	0.98923298318091	0.99996948782384	never_vs_former	FALSE	0.59787682608754	0.228584845186149	0.293548261694328	0	0	0
hsa-let-7i-5p	56.5348814994354	0.164899417308657	0.460960440155843	0.357730084718132	0.720545316657591	0.99996948782384	never_vs_former	FALSE	9.0664622162747	39.8386929081819	135.686496238533	9.59212434412168	4.88312112375762	6.78870686296933
hsa-miR-1-2-5p:Novel	7.00675042297127	-0.773326746484191	0.38185935819425	-2.02516117489205	0.0428508169271017	0.877520510134928	never_vs_former	FALSE	8.35379416840805	6.23566408284443	7.74101717227473	3.48651773993416	4.18553239179224	3.29720097088103
hsa-miR-1-3p	1.57424954783031	-0.105141704115188	0.397927060986323	-0.264223558595333	0.791607658799876	0.99996948782384	never_vs_former	FALSE	1.49889942851658	1.53328619026567	1.82204965716438	0.734881812941981	1.45893673136812	1.08757365539863
hsa-miR-1-5p	11.0494412944013	-0.983146170847956	0.352806517446296	-2.78664401656811	0.00532569475761527	0.570005803154526	never_vs_former	FALSE	10.8480105294734	10.6723685319701	11.8325007600228	4.59000321564564	7.72466653267138	6.35847495057915
