ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	never.x	former.x	current.x	never.y	former.y	current.y
hsa-miR-6866-3p	1.23904236957029	-0.363690184897029	0.4530307719383	-0.802793557137355	0.422094066705558	NA	current_vs_former	NA	1.342	1.098	1.105	0.453	0	0
hsa-miR-6866-5p	1.72252472042269	0.922969996092398	0.412301952355998	2.23857779672959	0.0251834002586836	NA	current_vs_former	NA	1.382	0.923	3.829	0.489	0.162	0.37
hsa-miR-6867-3p	0.762748672215094	0.116156469162022	0.49995483894305	0.23233392321512	0.816278666274875	NA	current_vs_former	NA	0.839	0.572	0.814	0	0	0.195
hsa-miR-6867-5p	31.4765840201067	-0.074184655200441	0.222233374515097	-0.333814195830434	0.738519770580776	0.921136550850439	current_vs_former	FALSE	31.045	33.406	27.391	21.819	20.977	22.703
hsa-miR-6868-3p	0.176458452524507	0.334731924388477	0.877627924863762	0.381405279965811	0.70290254374795	NA	current_vs_former	NA	0.158	0.141	0.271	0	0	0
hsa-miR-6868-5p	0.821285670315811	-0.26689046627078	0.364374003462274	-0.732462974127661	0.463886033930952	NA	current_vs_former	NA	0.788	0.787	0.914	0.333	0	0.404
hsa-miR-6869-3p	2.01790870073303	-0.267424858774436	0.472958568353821	-0.565429778987268	0.571781474372923	NA	current_vs_former	NA	2.046	1.673	2.365	0	0	0
hsa-miR-6869-5p	51.8308672626407	-0.0717018204968897	0.228558506417197	-0.31371320026921	0.753738874187089	0.923217501014584	current_vs_former	FALSE	51.638	52.18	48.346	47.957	35.575	35.693
hsa-miR-6870-3p	0.0653755648415745	0.131956370251143	2.03676041191197	0.0647873797425547	0.948343289845728	NA	current_vs_former	NA	0.052	0.053	0.116	0	0	0
hsa-miR-6870-5p	12.3196579497164	0.378359659029318	0.306346318951877	1.23507166765975	0.216803832748728	0.585581232564142	current_vs_former	FALSE	13.288	9.732	13.112	5.841	4.857	8.142
hsa-miR-6871-3p	12.9989834098521	-0.0774051742186396	0.324080500788299	-0.238845515328314	0.811225375289256	0.949269217948307	current_vs_former	FALSE	13.098	13.099	11.702	7.005	6.23	8.898
hsa-miR-6871-5p	23.9288326022304	-0.183392557368524	0.24594581427462	-0.745662445646464	0.455871350398361	0.78481855398811	current_vs_former	FALSE	23.664	22.371	25.6	15.489	17.351	16.283
hsa-miR-6872-3p	0.288239330656318	-0.26133037639655	0.76191546552788	-0.342991300505355	0.731605004822622	NA	current_vs_former	NA	0.282	0.283	0.295	0	0	0
hsa-miR-6872-5p	0.240670955698553	-0.513848494745679	0.699222280341049	-0.734885756922743	0.462409073383443	NA	current_vs_former	NA	0.273	0.199	0.206	0	0	0
hsa-miR-6873-3p	1.28798617497839	0.371561961752671	0.8298258329411	0.447758971826374	0.654327156445182	NA	current_vs_former	NA	1.896	0.614	0.645	0	0	0
hsa-miR-6873-5p	3.47885484708856	-0.711399123704234	0.454451057327323	-1.56540316549828	0.117488406667085	NA	current_vs_former	NA	3.006	5.301	1.542	0.658	0.927	0.488
hsa-miR-6874-3p	0.248273570809083	-0.261551098374674	0.676168317053684	-0.386813596227562	0.698894210942646	NA	current_vs_former	NA	0.204	0.161	0.492	0	0	0
hsa-miR-6874-5p	11.4183027845484	-0.210297447519814	0.243298267610704	-0.864360645001823	0.387389805018401	0.740285997261191	current_vs_former	FALSE	12.578	10.185	9.512	8.402	7.728	7.272
hsa-miR-6875-3p	1.038008185488	-0.315702308851464	0.520637614493943	-0.606376297183839	0.54426490444311	NA	current_vs_former	NA	0.963	1.23	0.856	0	0	0
hsa-miR-6875-5p	5.44593379573197	0.638349759053086	0.363311935078526	1.7570294213294	0.0789127944778341	0.401740071296397	current_vs_former	FALSE	4.067	3.985	11.221	1.875	2.074	3.06
hsa-miR-6876-3p	3.31474679247731	-0.0594778583475933	0.428826557579246	-0.13869910176121	0.889687927930138	NA	current_vs_former	NA	2.165	4.566	4.194	0.615	0.836	0.169
hsa-miR-6876-5p	2.26784780034423	0.472139979422339	0.33282527051079	1.418582124782	0.156020880284467	NA	current_vs_former	NA	1.781	1.837	4.142	0.989	1.037	1.47
hsa-miR-6877-3p	0.132819744067419	-0.576553307648525	0.938081784336785	-0.614608787075151	0.538813109993515	NA	current_vs_former	NA	0.104	0.199	0.096	0	0	0
hsa-miR-6877-5p	3.57596424063233	-0.127748693932401	0.292727934477915	-0.436407595196691	0.66254102931775	NA	current_vs_former	NA	3.211	3.076	5.15	2.367	1.972	1.567
hsa-miR-6878-3p	1.08994114162163	1.1792196503483	0.849856300018001	1.38755181355168	0.165273563184731	NA	current_vs_former	NA	0.3	0.259	4.512	0	0	0
