miRNA	age	age.p	age.fdr	bmi	bmi.p	bmi.fdr
hsa-miR-548o	-0.081	0.305	0.687281070745698	-0.137	0.09	0.786997518610422
hsa-miR-548x	-0.022	0.773	0.932823529411765	-0.132	0.088	0.779175879396985
hsa-let-7a-2-3p	-0.139	0.069	0.435763440860215	0.035	0.652	0.940887796887797
hsa-let-7a-3p	-0.054	0.433	0.772432323232323	-0.08	0.256	0.844389036251105
hsa-let-7a-5p	-0.072	0.298	0.683247885491217	-0.028	0.693	0.950245914396887
hsa-let-7b-3p	-0.123	0.121	0.52319509202454	-0.05	0.541	0.917019721019721
hsa-let-7b-5p	-0.016	0.821	0.948063760572544	-0.054	0.441	0.897718228867165
hsa-let-7c-3p	-0.155	0.035	0.369281437125749	-0.035	0.645	0.940023016851623
hsa-let-7c-5p	0.071	0.308	0.687392020265991	-0.034	0.636	0.939047539616347
hsa-let-7d-3p	-0.076	0.294	0.681615789473684	-0.02	0.792	0.967635734072022
hsa-let-7d-5p	0.061	0.377	0.740963747908533	0.027	0.709	0.958045627376426
hsa-let-7e-3p	0.003	0.967	0.992054730713246	-0.068	0.421	0.896943374197315
hsa-let-7e-5p	0.089	0.201	0.611701947502117	-0.02	0.779	0.967635734072022
hsa-let-7f-1-3p	-0.078	0.339	0.71321552238806	0.041	0.625	0.939034424139396
hsa-let-7f-2-3p	-0.064	0.404	0.752084521922874	-0.001	0.987	0.996329991406474
hsa-let-7f-5p	-0.103	0.16	0.58025702811245	-0.035	0.64	0.939341940857976
hsa-let-7g-3p	-0.281	0	0	-0.104	0.173	0.809630810092961
hsa-let-7g-5p	-0.046	0.508	0.815205828779599	-0.054	0.447	0.898352279122116
hsa-let-7i-3p	-0.118	0.129	0.53356338028169	-0.09	0.258	0.844389036251105
hsa-let-7i-5p	-0.013	0.846	0.95401728	-0.05	0.475	0.904292379471229
hsa-miR-1-2-5p:Novel	0.016	0.816	0.946538512179065	-0.038	0.59	0.93101654000894
hsa-miR-1-3p	-0.061	0.391	0.74269247311828	0.093	0.205	0.824257627118644
hsa-miR-1-5p	-0.077	0.263	0.662008571428572	-0.172	0.015	0.549614678899083
hsa-miR-100-3p	-0.101	0.203	0.611701947502117	-0.178	0.029	0.62783908045977
hsa-miR-100-5p	0.1	0.176	0.588447817836812	0.072	0.341	0.872848398576512
hsa-miR-101-2-5p	-0.051	0.502	0.813230769230769	0.03	0.692	0.950245914396887
hsa-miR-101-3p	-0.017	0.81	0.944469266358229	0.055	0.446	0.898352279122116
hsa-miR-101-5p	0.026	0.71	0.901311239193084	-0.061	0.398	0.896943374197315
hsa-miR-10226	-0.128	0.077	0.452246666666667	-0.049	0.507	0.909532635774788
hsa-miR-10226-3p:Novel	-0.008	0.904	0.976907697025452	0.026	0.717	0.958538694992413
hsa-miR-10392-3p	-0.044	0.553	0.835463477146519	-0.11	0.147	0.808864429530201
hsa-miR-10392-5p	0.068	0.321	0.699585696670777	0.004	0.95	0.995550827423168
hsa-miR-10393-3p	-0.249	0.002	0.143836734693878	-0.124	0.13	0.808864429530201
hsa-miR-10393-5p	-0.142	0.082	0.460874003189793	-0.14	0.094	0.792478468899522
hsa-miR-10394-3p	-0.091	0.208	0.615959663865546	-0.061	0.412	0.896943374197315
hsa-miR-10394-5p	-0.017	0.832	0.948549983824005	-0.066	0.408	0.896943374197315
hsa-miR-10395-3p	-0.051	0.503	0.813230769230769	0.039	0.619	0.939025398191993
hsa-miR-10395-5p	-0.067	0.356	0.723443358251869	-0.043	0.558	0.922991207774179
hsa-miR-10396a-3p	-0.038	0.597	0.855562423749492	-0.084	0.256	0.844389036251105
hsa-miR-10396a-5p	0.026	0.708	0.900069264069264	0.061	0.396	0.896943374197315
hsa-miR-10396b-3p	-0.051	0.486	0.805016317016317	-0.084	0.263	0.844389036251105
hsa-miR-10396b-5p	0.012	0.868	0.960688442211055	0.031	0.671	0.945360479041916
hsa-miR-10397-3p	-0.084	0.223	0.630699839486356	-0.111	0.116	0.808864429530201
hsa-miR-10397-5p	-0.049	0.506	0.814592964824121	-0.129	0.086	0.773122448979592
hsa-miR-10398-3p	0.036	0.626	0.868171585989768	0.053	0.488	0.904292379471229
hsa-miR-10398-5p	-0.098	0.202	0.611701947502117	-0.055	0.484	0.904292379471229
hsa-miR-10399-3p	0.027	0.739	0.920169371912491	-0.018	0.824	0.975075889858966
hsa-miR-10399-5p	-0.034	0.664	0.884992447129909	-0.027	0.738	0.965730412179725
hsa-miR-103a-1-5p	-0.024	0.757	0.928011088011088	0.19	0.017	0.549614678899083
hsa-miR-103a-2-5p	-0.031	0.69	0.897536989326463	-0.134	0.098	0.805016317016317
hsa-miR-103a-3p	-0.039	0.578	0.849050437682368	0.074	0.311	0.859043613707165
hsa-miR-103b-3p:Novel	-0.063	0.386	0.741393185505679	-0.038	0.611	0.935344917463076
hsa-miR-103b-5p	-0.095	0.246	0.652789156626506	-0.053	0.524	0.910754772393539
hsa-miR-10400-3p	0.037	0.609	0.862240257131378	0.02	0.782	0.967635734072022
hsa-miR-10400-5p	0.071	0.299	0.684649772579597	0.119	0.091	0.788827250608273
hsa-miR-10401-3p	-0.002	0.976	0.992905311778291	-0.189	0.014	0.549614678899083
hsa-miR-10401-5p	-0.02	0.769	0.930936447956029	-0.041	0.561	0.922991207774179
hsa-miR-105-3p	-0.098	0.163	0.58025702811245	-0.083	0.251	0.844389036251105
hsa-miR-105-5p	-0.104	0.143	0.557031833150384	-0.112	0.123	0.808864429530201
hsa-miR-10522-3p:Novel	-0.032	0.642	0.877242341993021	0.023	0.747	0.966612394572791
hsa-miR-10522-5p	0.089	0.237	0.643677666922487	-0.101	0.191	0.821126213592233
hsa-miR-10523-3p:Novel	0.006	0.935	0.984739988045428	-0.153	0.03	0.62783908045977
hsa-miR-10523-5p	-0.072	0.322	0.699585696670777	-0.067	0.368	0.879212981744422
hsa-miR-10524-3p:Novel	-0.089	0.229	0.634929976396538	-0.144	0.057	0.733094890510949
hsa-miR-10524-5p	-0.053	0.485	0.805016317016317	-0.152	0.052	0.718619607843137
hsa-miR-10525-3p	-0.073	0.35	0.71997904540163	0.024	0.762	0.967635734072022
hsa-miR-10525-5p:Novel	-0.022	0.784	0.935279620853081	0.199	0.014	0.549614678899083
hsa-miR-10526-3p	0.091	0.197	0.607905429071804	0.01	0.891	0.987427674929401
hsa-miR-10526-5p:Novel	0.079	0.26	0.659640028797696	0.019	0.787	0.967635734072022
hsa-miR-10527-3p:Novel	0.022	0.753	0.927174004192872	0.029	0.683	0.949464299802761
hsa-miR-10527-5p	0.073	0.29	0.679578528827038	0.08	0.262	0.844389036251105
hsa-miR-106a-3p	-0.117	0.143	0.557031833150384	0.005	0.952	0.995550827423168
hsa-miR-106a-5p	-0.097	0.205	0.611701947502117	-0.163	0.036	0.650584615384615
hsa-miR-106b-3p	0.004	0.957	0.990026979472141	-0.013	0.868	0.98481390856407
hsa-miR-106b-5p	-0.1	0.153	0.571762460233298	0.079	0.267	0.844389036251105
hsa-miR-107	-0.063	0.363	0.726825	-0.066	0.351	0.87294018296974
hsa-miR-107-5p:Novel	0.07	0.35	0.71997904540163	-0.066	0.39	0.893602080624187
hsa-miR-10a-3p	-0.069	0.345	0.71854609929078	-0.091	0.229	0.844389036251105
hsa-miR-10a-5p	-0.054	0.435	0.772651209677419	-0.076	0.283	0.848696666666667
hsa-miR-10b-3p	-0.041	0.58	0.849509559434746	-0.115	0.128	0.808864429530201
hsa-miR-10b-5p	-0.084	0.231	0.637465935787001	0.032	0.66	0.944489068825911
hsa-miR-11181-3p	0.019	0.791	0.937838709677419	-0.001	0.992	0.997662100456621
hsa-miR-11181-5p	-0.08	0.318	0.697778331257783	0.088	0.285	0.848696666666667
hsa-miR-11399	-0.06	0.391	0.74269247311828	0.013	0.852	0.978633637548892
hsa-miR-11399-3p:Novel	-0.047	0.498	0.811105166051661	0.041	0.557	0.922991207774179
hsa-miR-11400	-0.047	0.517	0.818691136974038	0.116	0.121	0.808864429530201
hsa-miR-11400-3p:Novel	-0.143	0.045	0.390591133004926	-0.22	0.003	0.42288
hsa-miR-11401	-0.023	0.749	0.925158079214861	0.052	0.479	0.904292379471229
hsa-miR-11401-3p:Novel	-0.145	0.044	0.386673316708229	-0.138	0.062	0.733181208053691
hsa-miR-1178-3p	-0.13	0.101	0.49160773480663	-0.078	0.337	0.872848398576512
hsa-miR-1178-5p	-0.032	0.673	0.888580621025066	-0.082	0.3	0.850522928399035
hsa-miR-1179	-0.006	0.93	0.983932893948472	-0.014	0.849	0.978056881333769
hsa-miR-1179-3p:Novel	-0.13	0.061	0.424497131931166	-0.024	0.734	0.965138610182088
hsa-miR-1180-3p	-0.043	0.555	0.835463477146519	-0.137	0.064	0.733703470031546
hsa-miR-1180-5p	0.064	0.388	0.741393185505679	0.022	0.773	0.967635734072022
hsa-miR-1181	-0.013	0.851	0.955984698756774	-0.112	0.118	0.808864429530201
hsa-miR-1181-3p:Novel	-0.002	0.971	0.992402552204176	-0.093	0.188	0.818927070457355
hsa-miR-1182	-0.046	0.502	0.813230769230769	0.024	0.74	0.966530823181986
hsa-miR-1182-5p:Novel	-0.108	0.121	0.52319509202454	-0.072	0.313	0.859043613707165
hsa-miR-1183	-0.098	0.163	0.58025702811245	-0.179	0.012	0.549194805194805
hsa-miR-1183-5p:Novel	-0.121	0.079	0.454153344208809	-0.039	0.584	0.927034234234234
hsa-miR-1184	0.033	0.637	0.872779160186625	0.065	0.356	0.877324061196106
hsa-miR-1184-5p:Novel	-0.157	0.026	0.343161048689139	-0.092	0.201	0.824257627118644
hsa-miR-1185-3p	-0.03	0.699	0.898299636363636	-0.031	0.689	0.950245914396887
hsa-miR-1185-5p	-0.022	0.77	0.931437778539596	-0.013	0.871	0.98631233933162
hsa-miR-1193	-0.121	0.085	0.468763693270736	-0.069	0.339	0.872848398576512
hsa-miR-1193-3p:Novel	-0.029	0.674	0.888580621025066	-0.026	0.71	0.958045627376426
hsa-miR-1197	-0.088	0.224	0.6315008	-0.104	0.159	0.808864429530201
hsa-miR-1197-5p:Novel	-0.091	0.208	0.615959663865546	-0.029	0.69	0.950245914396887
hsa-miR-1199-3p	-0.167	0.017	0.31040414507772	-0.019	0.794	0.967850570736769
hsa-miR-1199-5p	0.088	0.217	0.626105949470253	0.003	0.962	0.99586904078116
hsa-miR-1200	-0.044	0.528	0.822214759169244	-0.087	0.225	0.844389036251105
hsa-miR-1200-3p:Novel	-0.146	0.037	0.375757925072046	-0.069	0.339	0.872848398576512
hsa-miR-1202	0.019	0.783	0.935279620853081	-0.002	0.979	0.99586904078116
hsa-miR-1202-3p:Novel	0.071	0.305	0.687281070745698	0.021	0.768	0.967635734072022
hsa-miR-1203	-0.088	0.202	0.611701947502117	0.013	0.85	0.978249510124102
hsa-miR-1203-3p:Novel	-0.031	0.674	0.888580621025066	-0.054	0.469	0.902652102676133
hsa-miR-1204	-0.152	0.03	0.360541254125413	-0.123	0.086	0.773122448979592
hsa-miR-1204-3p:Novel	-0.033	0.645	0.879636222910217	-0.005	0.948	0.995550827423168
hsa-miR-1205	-0.001	0.992	0.997529076396807	-0.01	0.897	0.988748201438849
hsa-miR-1205-3p:Novel	0	0.998	0.998283281294351	0.041	0.579	0.927034234234234
hsa-miR-1206	-0.056	0.49	0.805016317016317	-0.056	0.503	0.908079918032787
hsa-miR-1206-3p:Novel	-0.185	0.013	0.288125786163522	-0.196	0.01	0.533939393939394
hsa-miR-1207-3p	-0.058	0.472	0.797918621349928	-0.133	0.104	0.808864429530201
hsa-miR-1207-5p	-0.067	0.331	0.707766686710764	0.045	0.526	0.910754772393539
hsa-miR-1208	-0.039	0.58	0.849509559434746	0.048	0.507	0.909532635774788
hsa-miR-1208-3p:Novel	0.099	0.15	0.568387096774194	0.094	0.185	0.818927070457355
hsa-miR-12113	-0.001	0.987	0.996901117798796	0.002	0.98	0.99586904078116
hsa-miR-12113-3p:Novel	-0.159	0.03	0.360541254125413	-0.134	0.075	0.748725212464589
hsa-miR-12114	-0.115	0.114	0.513728900255754	0.015	0.839	0.977077329808328
hsa-miR-12114-3p:Novel	-0.008	0.914	0.979480362537764	-0.005	0.944	0.994515994020927
hsa-miR-12115	-0.163	0.024	0.338304	-0.116	0.119	0.808864429530201
hsa-miR-12115-3p:Novel	-0.165	0.019	0.327813953488372	-0.124	0.086	0.773122448979592
hsa-miR-12116	-0.021	0.763	0.928136693130825	-0.05	0.489	0.904292379471229
hsa-miR-12116-3p:Novel	-0.081	0.26	0.659640028797696	-0.145	0.05	0.707630522088353
hsa-miR-12117	-0.035	0.625	0.868151359873867	0.012	0.875	0.986900255754476
hsa-miR-12117-3p:Novel	-0.007	0.916	0.979480362537764	-0.049	0.486	0.904292379471229
hsa-miR-12118	0.147	0.036	0.374230088495575	0.015	0.836	0.976164347249834
hsa-miR-12118-3p:Novel	0.012	0.865	0.959477494491659	0.032	0.649	0.940023016851623
hsa-miR-12119	-0.18	0.01	0.271076923076923	-0.151	0.034	0.63394708994709
hsa-miR-12119-3p:Novel	-0.182	0.01	0.271076923076923	-0.165	0.024	0.591440559440559
hsa-miR-12120	-0.223	0.002	0.143836734693878	-0.076	0.307	0.857264659270998
hsa-miR-12120-3p:Novel	-0.078	0.258	0.657881331403763	-0.116	0.099	0.805718244803695
hsa-miR-12121	0.097	0.16	0.58025702811245	-0.001	0.992	0.997662100456621
hsa-miR-12121-3p:Novel	-0.02	0.776	0.933000341180484	-0.172	0.015	0.549614678899083
hsa-miR-12122	0.028	0.692	0.897536989326463	0	0.995	0.998132954545455
hsa-miR-12122-3p:Novel	-0.055	0.44	0.776444667000501	-0.174	0.017	0.549614678899083
hsa-miR-12123	0.1	0.146	0.56291466083151	0.032	0.647	0.940023016851623
hsa-miR-12123-3p:Novel	-0.1	0.187	0.59908	-0.07	0.367	0.879212981744422
hsa-miR-12124	-0.213	0.002	0.143836734693878	-0.077	0.284	0.848696666666667
hsa-miR-12124-5p:Novel	-0.129	0.065	0.426554934823091	-0.048	0.499	0.905912596401028
hsa-miR-12125	-0.091	0.196	0.607479331574318	0.048	0.507	0.909532635774788
hsa-miR-12125-5p:Novel	-0.199	0.008	0.249486725663717	-0.01	0.898	0.9889225
hsa-miR-12126	-0.113	0.103	0.497221917808219	-0.083	0.242	0.844389036251105
hsa-miR-12126-5p:Novel	-0.052	0.451	0.782532742491384	-0.028	0.695	0.95113786407767
hsa-miR-12127	-0.175	0.011	0.28192	-0.1	0.157	0.808864429530201
hsa-miR-12127-5p:Novel	-0.244	0.001	0.100685714285714	-0.069	0.343	0.872848398576512
hsa-miR-12128	-0.094	0.171	0.585620991253644	-0.191	0.007	0.533939393939394
hsa-miR-12128-5p:Novel	-0.177	0.012	0.28192	-0.115	0.11	0.808864429530201
hsa-miR-12129	0.028	0.702	0.898600799128224	-0.084	0.265	0.844389036251105
hsa-miR-12129-5p:Novel	-0.122	0.105	0.500027027027027	-0.072	0.349	0.87294018296974
hsa-miR-12130	-0.253	0.001	0.100685714285714	-0.067	0.377	0.886849933598938
hsa-miR-12130-5p:Novel	-0.216	0.005	0.195777777777778	-0.021	0.794	0.967850570736769
hsa-miR-12131	-0.005	0.948	0.98937492642731	-0.191	0.009	0.533939393939394
hsa-miR-12131-5p:Novel	0.063	0.404	0.752084521922874	0.036	0.643	0.939830775611779
hsa-miR-12132	-0.124	0.087	0.471673846153846	-0.069	0.348	0.872848398576512
hsa-miR-12132-5p:Novel	-0.082	0.252	0.653456953642384	-0.095	0.198	0.824257627118644
hsa-miR-12133	-0.099	0.194	0.607479331574318	-0.08	0.31	0.859043613707165
hsa-miR-12133-5p:Novel	-0.074	0.35	0.71997904540163	-0.081	0.314	0.859779331779332
hsa-miR-12135	-0.087	0.23	0.636200941915228	0.101	0.175	0.813588390501319
hsa-miR-12135-5p:Novel	-0.033	0.672	0.887937007874016	0.122	0.124	0.808864429530201
hsa-miR-12136	-0.01	0.885	0.967951582867784	-0.069	0.331	0.872848398576512
hsa-miR-12136-3p:Novel	-0.026	0.701	0.898299636363636	0.014	0.847	0.978056881333769
hsa-miR-122-3p	-0.099	0.225	0.631792828685259	-0.007	0.936	0.994515994020927
hsa-miR-122-5p	-0.04	0.559	0.838618986802895	0.046	0.513	0.909532635774788
hsa-miR-1224-3p	0.006	0.942	0.987390838786437	-0.193	0.013	0.549614678899083
hsa-miR-1224-5p	-0.029	0.678	0.891186870570683	0.059	0.409	0.896943374197315
hsa-miR-1225-3p	0.066	0.36	0.724109589041096	0.156	0.035	0.639067357512954
hsa-miR-1225-5p	-0.007	0.919	0.979480362537764	-0.081	0.277	0.848538131962297
hsa-miR-1226-3p	-0.112	0.17	0.585610948191593	-0.109	0.194	0.822690734055355
hsa-miR-1226-5p	-0.081	0.254	0.655267935578331	0.135	0.063	0.733703470031546
hsa-miR-1227-3p	-0.165	0.041	0.380483290488432	-0.113	0.172	0.809630810092961
hsa-miR-1227-5p	-0.022	0.763	0.928136693130825	0.002	0.981	0.99586904078116
hsa-miR-1228-3p	0.117	0.105	0.500027027027027	0.097	0.19	0.821126213592233
hsa-miR-1228-5p	0.144	0.04	0.380483290488432	0.039	0.585	0.927785778577858
hsa-miR-1229-3p	-0.068	0.412	0.757770354906054	0.094	0.262	0.844389036251105
hsa-miR-1229-5p	-0.171	0.013	0.288125786163522	-0.062	0.381	0.88853982883476
hsa-miR-122b-3p	-0.151	0.06	0.424497131931166	-0.091	0.269	0.844389036251105
hsa-miR-122b-5p	-0.143	0.063	0.424497131931166	0.01	0.899	0.98927011852776
hsa-miR-1231	-0.03	0.665	0.884992447129909	-0.099	0.159	0.808864429530201
hsa-miR-1231-3p:Novel	-0.081	0.238	0.643677666922487	-0.05	0.477	0.904292379471229
hsa-miR-1233-3p	0.042	0.541	0.828185925282363	-0.012	0.866	0.98481390856407
hsa-miR-1233-5p	-0.016	0.818	0.948063760572544	-0.15	0.035	0.639067357512954
hsa-miR-1234-3p	-0.035	0.669	0.887290492296129	-0.057	0.49	0.904292379471229
hsa-miR-1234-5p:Novel	0.027	0.7	0.898299636363636	-0.161	0.024	0.591440559440559
hsa-miR-1236-3p	-0.091	0.262	0.660907659269864	-0.072	0.386	0.891976393442623
hsa-miR-1236-5p	-0.018	0.801	0.942478797996661	-0.065	0.366	0.879212981744422
hsa-miR-1237-5p	-0.022	0.755	0.927368421052632	0.005	0.942	0.994515994020927
hsa-miR-1238-3p	-0.052	0.521	0.819644642857143	-0.147	0.073	0.748725212464589
hsa-miR-1238-5p	-0.056	0.446	0.779228557263262	-0.12	0.113	0.808864429530201
hsa-miR-124-3p	0.073	0.295	0.682139107611549	0.069	0.332	0.872848398576512
hsa-miR-124-5p	0.035	0.609	0.862240257131378	-0.142	0.044	0.692752136752137
hsa-miR-1243	-0.12	0.134	0.542777011494253	0.068	0.404	0.896943374197315
hsa-miR-1243-3p:Novel	-0.07	0.315	0.6937875	-0.186	0.009	0.533939393939394
hsa-miR-1244	0.01	0.883	0.966964574269733	-0.01	0.89	0.987427674929401
hsa-miR-1244-5p:Novel	-0.008	0.919	0.979480362537764	-0.038	0.625	0.939034424139396
hsa-miR-1245a	-0.089	0.252	0.653456953642384	-0.09	0.259	0.844389036251105
hsa-miR-1245a-5p:Novel	0.068	0.403	0.752084521922874	0.058	0.483	0.904292379471229
hsa-miR-1245b-3p	-0.087	0.283	0.6743015551048	-0.134	0.105	0.808864429530201
hsa-miR-1245b-5p	0.026	0.744	0.921832865168539	0.065	0.427	0.896943374197315
hsa-miR-1246	-0.074	0.324	0.701336609336609	0.002	0.98	0.99586904078116
hsa-miR-1246-3p:Novel	0.015	0.832	0.948549983824005	0.132	0.062	0.733181208053691
hsa-miR-1247-3p	-0.169	0.016	0.308109289617486	-0.034	0.635	0.939047539616347
hsa-miR-1247-5p	-0.041	0.587	0.851621243310004	0.015	0.848	0.978056881333769
hsa-miR-1248	-0.078	0.311	0.690588531821046	-0.179	0.024	0.591440559440559
hsa-miR-1248-3p:Novel	-0.116	0.115	0.514289340101523	0.016	0.828	0.975121433311214
hsa-miR-1249-3p	0.082	0.267	0.664483050847458	-0.1	0.186	0.818927070457355
hsa-miR-1249-5p	-0.159	0.026	0.343161048689139	-0.082	0.26	0.844389036251105
hsa-miR-1250-3p	-0.132	0.107	0.504751642575558	-0.128	0.124	0.808864429530201
hsa-miR-1250-5p	0.126	0.068	0.434903811252269	0.147	0.037	0.65521608040201
hsa-miR-1251-3p	0.004	0.958	0.990026979472141	-0.028	0.702	0.954048592364057
hsa-miR-1251-5p	-0.019	0.805	0.943009296148739	-0.104	0.183	0.816318987341772
hsa-miR-1252-3p	-0.055	0.452	0.78388188976378	0.009	0.906	0.991843429636533
hsa-miR-1252-5p	-0.125	0.091	0.473683899556869	-0.076	0.317	0.861301464919044
hsa-miR-1253	-0.003	0.966	0.991606175356831	0.002	0.981	0.99586904078116
hsa-miR-1253-3p:Novel	0.059	0.392	0.74269247311828	0.003	0.971	0.99586904078116
hsa-miR-1255a	-0.165	0.022	0.334172413793103	-0.113	0.126	0.808864429530201
hsa-miR-1255a-3p:Novel	-0.126	0.072	0.441266086956522	0.004	0.955	0.995550827423168
hsa-miR-1255b-1-3p:Novel	-0.175	0.025	0.343161048689139	-0.148	0.064	0.733703470031546
hsa-miR-1255b-2-3p	-0.024	0.774	0.932823529411765	-0.088	0.298	0.850522928399035
hsa-miR-1255b-5p	0.073	0.291	0.679578528827038	0.176	0.013	0.549614678899083
hsa-miR-1256	-0.106	0.133	0.541214780600462	-0.15	0.038	0.662930693069307
hsa-miR-1256-3p:Novel	-0.028	0.688	0.897302738712065	0.056	0.434	0.896943374197315
hsa-miR-1257	-0.026	0.705	0.898849493487699	0.045	0.522	0.910657425742574
hsa-miR-1257-3p:Novel	-0.116	0.095	0.48378612716763	-0.037	0.6	0.932686369651522
hsa-miR-1258	-0.179	0.011	0.28192	-0.286	0	0
hsa-miR-1258-5p:Novel	-0.091	0.239	0.644897396630934	0.019	0.81	0.971558883594282
hsa-miR-125a-3p	-0.003	0.963	0.991285672599942	-0.011	0.883	0.987427674929401
hsa-miR-125a-5p	0.092	0.222	0.629386967015286	0.035	0.655	0.94241500203832
hsa-miR-125b-1-3p	0.036	0.615	0.864828411811652	-0.036	0.622	0.939034424139396
hsa-miR-125b-2-3p	-0.016	0.825	0.948063760572544	0.057	0.432	0.896943374197315
hsa-miR-125b-5p	-0.1	0.148	0.565061755146262	-0.037	0.6	0.932686369651522
hsa-miR-126-3p	0.003	0.97	0.992402552204176	0.057	0.443	0.897718228867165
hsa-miR-126-5p	-0.12	0.098	0.489860992907801	-0.039	0.6	0.932686369651522
hsa-miR-1260a	-0.191	0.01	0.271076923076923	-0.082	0.281	0.848538131962297
hsa-miR-1260a-3p:Novel	-0.044	0.527	0.822214759169244	-0.069	0.329	0.872848398576512
hsa-miR-1260b	-0.199	0.004	0.183064935064935	-0.159	0.024	0.591440559440559
hsa-miR-1260b-3p:Novel	-0.11	0.115	0.514289340101523	-0.077	0.283	0.848696666666667
hsa-miR-1261	-0.106	0.143	0.557031833150384	-0.07	0.341	0.872848398576512
hsa-miR-1261-3p:Novel	-0.014	0.844	0.953287179487179	0.11	0.12	0.808864429530201
hsa-miR-1262	-0.14	0.067	0.433225688073395	-0.178	0.024	0.591440559440559
hsa-miR-1262-3p:Novel	-0.128	0.063	0.424497131931166	-0.013	0.853	0.978825138391403
hsa-miR-1263	-0.149	0.038	0.376157303370787	-0.103	0.164	0.808864429530201
hsa-miR-1263-3p:Novel	-0.108	0.135	0.544948453608247	0.019	0.801	0.969342032967033
hsa-miR-1264	-0.118	0.129	0.53356338028169	-0.11	0.166	0.808864429530201
hsa-miR-1264-5p:Novel	0.065	0.405	0.753548046462513	0.12	0.134	0.808864429530201
hsa-miR-1265	0.049	0.53	0.822421840598855	-0.048	0.544	0.918130268199234
hsa-miR-1265-3p:Novel	-0.145	0.035	0.369281437125749	-0.071	0.319	0.864070714834743
hsa-miR-1266-3p	-0.072	0.351	0.71997904540163	0.101	0.201	0.824257627118644
hsa-miR-1266-5p	0.082	0.262	0.660907659269864	0.095	0.206	0.824257627118644
hsa-miR-1267	-0.115	0.1	0.49160773480663	-0.095	0.183	0.816318987341772
hsa-miR-1267-3p:Novel	-0.069	0.315	0.6937875	-0.026	0.708	0.957402916346892
hsa-miR-1268a	0.068	0.351	0.71997904540163	-0.058	0.438	0.897352668213457
hsa-miR-1268a-3p:Novel	0.029	0.672	0.887937007874016	-0.033	0.637	0.939047539616347
hsa-miR-1268b	-0.017	0.823	0.948063760572544	0.028	0.728	0.96349063670412
hsa-miR-1268b-3p:Novel	-0.041	0.553	0.835463477146519	-0.09	0.205	0.824257627118644
hsa-miR-1269a	0.012	0.861	0.959477494491659	-0.007	0.921	0.994515994020927
hsa-miR-1269a-5p:Novel	-0.13	0.069	0.435763440860215	-0.043	0.558	0.922991207774179
hsa-miR-1269b	0.032	0.673	0.888580621025066	-0.006	0.943	0.994515994020927
hsa-miR-1269b-3p:Novel	0.052	0.465	0.794309258361609	0.042	0.562	0.922991207774179
hsa-miR-127-3p	0.029	0.685	0.895378338278932	-0.027	0.715	0.958045627376426
hsa-miR-127-5p	-0.076	0.289	0.678957333333333	-0.081	0.276	0.848538131962297
hsa-miR-1270	-0.096	0.184	0.598169741697417	-0.056	0.449	0.898352279122116
hsa-miR-1270-3p:Novel	0.064	0.355	0.723443358251869	0.068	0.338	0.872848398576512
hsa-miR-1271-3p	-0.053	0.473	0.797918621349928	0.005	0.943	0.994515994020927
hsa-miR-1271-5p	-0.025	0.763	0.928136693130825	0.098	0.245	0.844389036251105
hsa-miR-1272	-0.066	0.339	0.71321552238806	-0.141	0.046	0.692752136752137
hsa-miR-1272-3p:Novel	-0.042	0.547	0.832309153713299	-0.053	0.451	0.898352279122116
hsa-miR-1273c	0.056	0.414	0.758282744282744	0.078	0.272	0.844518061674009
hsa-miR-1273c-3p:Novel	0.012	0.863	0.959477494491659	-0.062	0.397	0.896943374197315
hsa-miR-1273h-3p	-0.139	0.071	0.441266086956522	-0.005	0.954	0.995550827423168
hsa-miR-1273h-5p	-0.013	0.849	0.955565633982753	-0.099	0.162	0.808864429530201
hsa-miR-1275	-0.117	0.138	0.550126696832579	-0.052	0.52	0.910322901142573
hsa-miR-1275-3p:Novel	0.009	0.894	0.972362962962963	-0.049	0.486	0.904292379471229
hsa-miR-1276	-0.05	0.496	0.809589624826308	-0.083	0.268	0.844389036251105
hsa-miR-1276-3p:Novel	0.046	0.505	0.814098810612992	0.011	0.878	0.987259731971921
hsa-miR-1277-3p	-0.061	0.435	0.772651209677419	-0.064	0.426	0.896943374197315
hsa-miR-1277-5p	-0.097	0.235	0.642467028704422	-0.129	0.122	0.808864429530201
hsa-miR-1278	-0.096	0.208	0.615959663865546	-0.114	0.145	0.808864429530201
hsa-miR-1278-5p:Novel	-0.026	0.741	0.920438491364117	0.04	0.627	0.939034424139396
hsa-miR-1279	-0.051	0.514	0.817021199819576	0.062	0.434	0.896943374197315
hsa-miR-1279-3p:Novel	-0.05	0.519	0.818691136974038	0.046	0.566	0.922991207774179
hsa-miR-128-1-5p	-0.029	0.67	0.887290492296129	0.005	0.942	0.994515994020927
hsa-miR-128-2-5p	-0.029	0.678	0.891186870570683	-0.016	0.818	0.97452062204192
hsa-miR-128-3p	-0.071	0.305	0.687281070745698	-0.058	0.41	0.896943374197315
hsa-miR-1281	0.02	0.776	0.933000341180484	0.068	0.34	0.872848398576512
hsa-miR-1281-5p:Novel	0.075	0.28	0.672152588555858	0.034	0.632	0.939047539616347
hsa-miR-1282	0.029	0.674	0.888580621025066	-0.002	0.979	0.99586904078116
hsa-miR-1282-3p:Novel	-0.085	0.22	0.628775344687753	-0.053	0.457	0.900534368070953
