miRNA	kendall_correlation	pvalue
hsa-miR-1184	-0.0251713869541454	0.597064891036076
hsa-miR-1184-5p:Novel	-0.0184108273410363	0.710638358153091
hsa-miR-1185-3p	0.0128197799438912	0.811993565291067
hsa-miR-1185-5p	-0.00956143979745879	0.85845033932112
hsa-miR-1193	-0.040147787052979	0.415513294636424
hsa-miR-1193-3p:Novel	-0.0501263041000721	0.296817786612647
hsa-miR-1197	-0.0386993041579961	0.443593317889829
hsa-miR-1197-5p:Novel	0.0354871695348357	0.490980582093334
hsa-miR-1199-3p	0.0184995939811597	0.708410777173129
hsa-miR-1199-5p	-0.0170276893319208	0.732983461731829
hsa-miR-1200	-0.0244381027129784	0.621194258613473
hsa-miR-1200-3p:Novel	-0.0214787431601276	0.659676814216202
hsa-miR-1202	-0.053432685930585	0.261473801276755
hsa-miR-1202-3p:Novel	0.0276629846052432	0.561907873484205
hsa-miR-1203	-0.01703016860968	0.718743483382383
hsa-miR-1203-3p:Novel	0.0068743778817596	0.893509378680528
hsa-miR-1204	-0.0575009948271138	0.236987400796743
hsa-miR-1204-3p:Novel	0.0411522957232093	0.425967817101064
hsa-miR-1205	0.0879321307825537	0.100823553795096
hsa-miR-1205-3p:Novel	0.116961607810231	0.0218482614455396
hsa-miR-1206	0.0598320700102514	0.292934857381913
hsa-miR-1206-3p:Novel	-0.0537252864415722	0.304307226631084
hsa-miR-1207-3p	-0.0126561001437095	0.821350715758293
hsa-miR-1207-5p	0.0337954938717638	0.492234379781749
hsa-miR-1208	0.0481417724421081	0.336356992264342
hsa-miR-1208-3p:Novel	0.0744657571747863	0.12279350655351
hsa-miR-12113	0.0483599947692717	0.362865087074135
hsa-miR-12113-3p:Novel	-0.029567077450424	0.564056599065664
hsa-miR-12114	0.071391917023319	0.172066662674513
hsa-miR-12114-3p:Novel	0.013881250545949	0.780300432396167
hsa-miR-12115	-0.0145393528226971	0.775467660216339
hsa-miR-12115-3p:Novel	-0.0311158848238915	0.525881367108428
hsa-miR-12116	-0.035250143214487	0.478016703064746
hsa-miR-12116-3p:Novel	-0.025490830852822	0.611775453611016
hsa-miR-12117	0.0184961307947127	0.717526056792831
hsa-miR-12117-3p:Novel	-0.0199727643421093	0.676675337047706
hsa-miR-12118	0.0261320214280757	0.592698077879162
hsa-miR-12118-3p:Novel	-0.00878193879872385	0.852672728939722
hsa-miR-12119	0.00321996023369216	0.946710484606751
hsa-miR-12119-3p:Novel	-0.0545832561274256	0.269145331844527
hsa-miR-12120	-0.0199942598082516	0.697235167050874
hsa-miR-12120-3p:Novel	0.0147760643988359	0.757235606275878
hsa-miR-12121	0.0498217511523951	0.292014329115892
hsa-miR-12121-3p:Novel	-0.0432941241913835	0.368364950888211
hsa-miR-12122	0.0276232605606705	0.582190392206684
hsa-miR-12122-3p:Novel	-0.0212599433817717	0.668708363057326
hsa-miR-12123	0.0750505558648234	0.115302251419612
hsa-miR-12123-3p:Novel	0.0469812680594585	0.379215012831614
hsa-miR-12124	0.00519873008655538	0.91535372220219
hsa-miR-12124-5p:Novel	0.00802793588927081	0.869037414900128
hsa-miR-12125	0.0566647711442597	0.248222660463173
hsa-miR-12125-5p:Novel	-0.00236039681041239	0.963727402542572
hsa-miR-12126	-0.0334089945870584	0.495772801291713
hsa-miR-12126-5p:Novel	-0.0295062721150674	0.53336345066064
hsa-miR-12127	-0.0612748256749055	0.197037394974818
hsa-miR-12127-5p:Novel	-0.0171286589922828	0.730911978365079
hsa-miR-12128	-0.00540163702947986	0.91006582482233
hsa-miR-12128-5p:Novel	0.0155326032846509	0.756443418495438
hsa-miR-12129	-0.0181969184060539	0.726678891497576
hsa-miR-12129-5p:Novel	-0.0496126246650716	0.345793800197035
hsa-miR-12130	0.0368658140919253	0.481798464055449
hsa-miR-12130-5p:Novel	0.000353953296142656	0.994649686632455
hsa-miR-12131	-0.0532385899917546	0.291668795769631
hsa-miR-12131-5p:Novel	0.0766203599444696	0.153134088406214
hsa-miR-12132	0.00735547114471224	0.885734827508849
hsa-miR-12132-5p:Novel	-0.00529638565461377	0.917627974151461
hsa-miR-12133	-0.0223070809338001	0.679542766575161
hsa-miR-12133-5p:Novel	0.0331926396290588	0.556541736504358
hsa-miR-12135	0.0637465334672166	0.208257760309253
hsa-miR-12135-5p:Novel	0.0388593739633452	0.464286823348103
hsa-miR-12136	0.000485331478065441	0.991813613357823
hsa-miR-12136-3p:Novel	0.0200280049574788	0.673884096368099
hsa-miR-122-3p	0.0303549638777462	0.594248189954046
hsa-miR-122-5p	0.0380174703862493	0.427291679079383
hsa-miR-1224-3p	-0.0403134837186772	0.454237264680601
hsa-miR-1224-5p	0.0965561992455929	0.0493434573092424
hsa-miR-1225-3p	0.101751362273735	0.0506214449989435
hsa-miR-1225-5p	-0.00324426379778107	0.949717543627216
hsa-miR-1226-3p	-0.0509868838107637	0.3644935338977
hsa-miR-1226-5p	0.0879193822441929	0.0847443824862153
hsa-miR-1227-3p	0.0373850648714379	0.508186284667841
hsa-miR-1227-5p	0.0373935015250693	0.466644804298119
hsa-miR-1228-3p	0.0583956973945972	0.257502362865993
hsa-miR-1228-5p	0.0180148944204298	0.71321229072533
hsa-miR-1229-3p	-0.00243638481410623	0.965803865462325
hsa-miR-1229-5p	0.0322723693559574	0.497493856041421
hsa-miR-122b-3p	-0.0355564572207811	0.524163636591608
hsa-miR-122b-5p	0.0252763279236485	0.642322267724452
hsa-miR-1231	0.00424879894168694	0.928847669430935
hsa-miR-1231-3p:Novel	0.0318684581512208	0.502731773297154
hsa-miR-1233-3p	-0.0023191942521405	0.961481852788274
hsa-miR-1233-5p	-0.0425361991468582	0.383219557355008
hsa-miR-1234-3p	0.0286380928869684	0.609988749059888
hsa-miR-1234-5p:Novel	0.0256945802087088	0.603186889738442
hsa-miR-1236-3p	-0.0102107023088301	0.857956470665468
hsa-miR-1236-5p	-0.00830035591651705	0.864233686632011
hsa-miR-1237-5p	0.0737023624332125	0.132114294072754
hsa-miR-1238-3p	-0.106239641147441	0.06015389004755
hsa-miR-1238-5p	-0.0303640347101123	0.563658558301438
hsa-miR-124-3p	0.0146815466744416	0.760185929949258
hsa-miR-124-5p	-0.0442610800022018	0.351414510069869
hsa-miR-1243	-0.0312042699754765	0.577876664584367
hsa-miR-1243-3p:Novel	-0.0405907310375941	0.40605974045543
hsa-miR-1244	-0.0575506208795321	0.24808575491235
hsa-miR-1244-5p:Novel	0.0370587393005242	0.490338155918677
hsa-miR-1245a	-0.0628497943028846	0.246945702217934
hsa-miR-1245a-5p:Novel	0.0791333739165177	0.160903155255287
hsa-miR-1245b-3p	-0.047019873585091	0.404519630930852
hsa-miR-1245b-5p	0.0552533310274713	0.320417110586949
hsa-miR-1246	0.0681655255305871	0.198765607818991
hsa-miR-1246-3p:Novel	0.0147574855265258	0.754349332972071
hsa-miR-1247-3p	0.0213379521730105	0.667343666486544
hsa-miR-1247-5p	0.0552211705639512	0.308214084928695
hsa-miR-1248	-0.0854204694376425	0.116582653052584
hsa-miR-1248-3p:Novel	0.0139644262405815	0.786131989956159
hsa-miR-1249-3p	0.0182465354600117	0.729023840286333
hsa-miR-1249-5p	0.0231693648097341	0.641942479479932
hsa-miR-1250-3p	-0.0195356038267952	0.731108213583137
hsa-miR-1250-5p	0.0374195439545611	0.433931825521452
hsa-miR-1251-3p	0.0347382193463479	0.493027289018255
hsa-miR-1251-5p	0.0337284827833871	0.531592295401607
hsa-miR-1252-3p	0.0544010031107081	0.289217098676675
hsa-miR-1252-5p	-0.0212195003757417	0.685832858796762
hsa-miR-1253	-0.0500702425050864	0.304303665202741
hsa-miR-1253-3p:Novel	0.00635582982311276	0.895282074420184
hsa-miR-1255a	-0.0213009025530379	0.67403733470163
hsa-miR-1255a-3p:Novel	-0.0168487869629101	0.733229643526853
hsa-miR-1255b-1-3p:Novel	-0.0143594763865008	0.797287216674349
hsa-miR-1255b-2-3p	0.0208793839964668	0.714583477772121
hsa-miR-1255b-5p	0.139982855608492	0.00342528614410098
hsa-miR-1256	-0.0133662589474094	0.791290253903981
hsa-miR-1256-3p:Novel	0.0998367379359022	0.0435439288413314
hsa-miR-1257	0.0290658612576365	0.544460617491542
hsa-miR-1257-3p:Novel	-0.0484750321772828	0.311226552421618
hsa-miR-1258	-0.086163823326808	0.0788829643952617
hsa-miR-1258-5p:Novel	-0.0309946572697919	0.565395412684676
hsa-miR-125a-3p	0.0202664990843211	0.694478405557847
hsa-miR-125a-5p	-0.0517779823310144	0.328390180151619
hsa-miR-125b-1-3p	0.0077477965603341	0.878672999239006
hsa-miR-125b-2-3p	0.0630464087612245	0.208501894439483
hsa-miR-125b-5p	0.0707969445470198	0.139178235580221
hsa-miR-126-3p	0.066505150311201	0.204336386325926
hsa-miR-126-5p	-0.0177074685923309	0.725979548982592
hsa-miR-1260a	-0.022626005509077	0.659974788447792
hsa-miR-1260a-3p:Novel	-0.0392531590229816	0.410330077605857
hsa-miR-1260b	-0.0816349550593877	0.0847425276307108
hsa-miR-1260b-3p:Novel	-0.00120281637804535	0.980271206120156
hsa-miR-1261	-0.00349127714163523	0.944855324121614
hsa-miR-1261-3p:Novel	0.0563372949565374	0.247356075389115
hsa-miR-1262	-0.0727783291373113	0.171290593236798
hsa-miR-1262-3p:Novel	0.0461982161824729	0.337100263988949
hsa-miR-1263	-0.0508382250692167	0.309286904542632
hsa-miR-1263-3p:Novel	0.0539038025886287	0.294491592724685
hsa-miR-1264	0.0255872930944752	0.64234215256484
hsa-miR-1264-5p:Novel	0.0332756290269722	0.542371552242223
hsa-miR-1265	-0.00934170389844926	0.863471791187294
hsa-miR-1265-3p:Novel	0.0487462521155086	0.312640581398307
hsa-miR-1266-3p	0.0905421447659326	0.0928159666217066
hsa-miR-1266-5p	0.0574798434321971	0.284327776390671
hsa-miR-1267	-0.0365629159474997	0.451050261385295
hsa-miR-1267-3p:Novel	0.0271508744856289	0.566921029608571
hsa-miR-1268a	-0.0282518173493939	0.581592287530945
hsa-miR-1268a-3p:Novel	0.0345418207763082	0.4747992488538
hsa-miR-1268b	0.0376481581114837	0.496420834970302
hsa-miR-1268b-3p:Novel	0.0103732159259649	0.831181679525258
hsa-miR-1269a	0.0247373270704073	0.609781825065541
hsa-miR-1269a-5p:Novel	0.0131801070765655	0.792758868955152
hsa-miR-1269b	0.0947651256082518	0.0864645054834731
hsa-miR-1269b-3p:Novel	0.0134125398379803	0.786695373513411
hsa-miR-127-3p	0.0212425948823196	0.671544376226363
hsa-miR-127-5p	-0.0281806203762193	0.574846990346658
hsa-miR-1270	0.000473101101232584	0.992486390195122
hsa-miR-1270-3p:Novel	0.0250098144711432	0.606004712023165
hsa-miR-1271-3p	0.0373150524187651	0.475803590163102
hsa-miR-1271-5p	0.0483713226693505	0.398589393417886
hsa-miR-1272	-0.00854640506213247	0.856693601318184
hsa-miR-1272-3p:Novel	-0.0101970194497494	0.83088592472117
hsa-miR-1273c	0.0898899780785687	0.061225345199502
hsa-miR-1273c-3p:Novel	0.0448620966198211	0.371494030055444
hsa-miR-1273h-3p	0.0503420709919156	0.356783769515994
hsa-miR-1273h-5p	-0.0139126690198618	0.775955537232169
hsa-miR-1275	0.0364030094548348	0.512449426144472
hsa-miR-1275-3p:Novel	0.0416627490182328	0.382324167562419
hsa-miR-1276	-0.0186658295107047	0.72041332730603
hsa-miR-1276-3p:Novel	0.0451427138165381	0.352995785199864
hsa-miR-1277-3p	0.00429145564697887	0.937633594637044
hsa-miR-1277-5p	0.000308107646923745	0.995678327421039
hsa-miR-1278	-0.0726393029302706	0.173459938493413
hsa-miR-1278-5p:Novel	0.0184228596429586	0.74028013476286
hsa-miR-1279	0.0415796827740446	0.44796421308616
hsa-miR-1279-3p:Novel	0.0243325890652446	0.654736066445598
hsa-miR-128-1-5p	0.0455552856305918	0.344788705127715
hsa-miR-128-2-5p	0.0494231520516094	0.306935802980831
hsa-miR-128-3p	0.071312541497196	0.134249970889379
hsa-miR-1281	0.0178461469475986	0.710565875445418
hsa-miR-1281-5p:Novel	-0.0202790851267429	0.672768550939833
hsa-miR-1282	0.0248171955680782	0.605303441109197
hsa-miR-1282-3p:Novel	0.0400749523115821	0.405073930225933
hsa-miR-1283	-0.00155723397646743	0.974492546079887
hsa-miR-1283-1-3p:Novel	0.00772698115715312	0.884587206367002
hsa-miR-1283-2-3p:Novel	-0.0461253358998667	0.381120588282874
hsa-miR-1284	0.00210106721642732	0.964795190392552
hsa-miR-1284-3p:Novel	0.0114473128484549	0.829696633704553
hsa-miR-1285-2:Novel	0.0939899117159127	0.0553910034386847
hsa-miR-1285-3p	-0.00278205315595128	0.953348901737242
hsa-miR-1285-5p	-0.0519076804443945	0.279374834613498
hsa-miR-1286	0.0173391255426767	0.718915400359424
hsa-miR-1286-5p:Novel	0.0270835003157629	0.590551550369409
hsa-miR-1287-3p	0.0301958288621672	0.587056626071581
hsa-miR-1287-5p	-0.0345569436419403	0.466258262458443
hsa-miR-1288-3p	-0.00330492315027223	0.945112953756029
hsa-miR-1288-5p	0.021797486577942	0.645722033761427
hsa-miR-1289	0.00986991623850271	0.838574719113453
hsa-miR-1289-1-5p:Novel	-0.0704638661756894	0.148598829071142
hsa-miR-1289-2-5p:Novel	-0.0265950339756395	0.593122234727169
hsa-miR-129-3p	-0.0156137867047362	0.768255953940395
hsa-miR-129-5p	-0.0145588174840943	0.765640553336804
hsa-miR-1290	-0.00157337924571997	0.975536604331408
hsa-miR-1290-5p:Novel	0.0393837064965044	0.405883254809599
hsa-miR-1291	0.0724131734324369	0.153075335825508
hsa-miR-1291-3p:Novel	-0.0246222165772931	0.604927956126361
hsa-miR-1292-3p	-0.0138638751939077	0.807148006333002
hsa-miR-1292-5p	0.0879613048532167	0.0693945724084364
hsa-miR-1293	0.0613082538312238	0.197700578705603
hsa-miR-1293-3p:Novel	0.0574303158947745	0.24926810685959
hsa-miR-1294	0.0753025573968094	0.115998783278279
hsa-miR-1294-3p:Novel	-0.0823265954153405	0.0892919706403657
hsa-miR-1295a	0.0268266188109069	0.583934411474977
hsa-miR-1295a-5p:Novel	-0.0399774285887599	0.432340436666076
hsa-miR-1295b-3p	0.00392649151845182	0.935923751336097
hsa-miR-1295b-5p	0.00485832396483301	0.928278261871846
hsa-miR-1296-3p	0.0450748706120744	0.366997351049287
hsa-miR-1296-5p	0.0895946931051578	0.10919623461348
hsa-miR-1297	0.0271842318621788	0.612846247568286
hsa-miR-1297-5p:Novel	-0.0271460676789037	0.611030700701694
hsa-miR-1298-3p	0.0146746098338561	0.775617480990482
hsa-miR-1298-5p	-0.0500932747624432	0.346533433240555
hsa-miR-1299	-0.0433519511129165	0.405479787425825
hsa-miR-1299-5p:Novel	-0.0156836043190576	0.753479017412168
hsa-miR-1301-3p	0.0488293161818175	0.324365084003832
hsa-miR-1301-5p	-0.0757346469763966	0.135475985555571
hsa-miR-1302	-0.0598042072813075	0.2054931101235
hsa-miR-1302-3-5p:Novel	-0.0911934293746855	0.0942930835399718
hsa-miR-1302-4-5p:Novel	0.0477298222420623	0.338337824318237
hsa-miR-1302-5-5p:Novel	0.00836974936506269	0.876037815942023
hsa-miR-1302-6-5p:Novel	-0.00820635049314719	0.883933837453676
hsa-miR-1302-7-5p:Novel	-0.0694852630163398	0.214578520694302
hsa-miR-1302-8-5p:Novel	-0.0330922559193681	0.515412210933906
hsa-miR-1302:Novel	-0.00686080491828481	0.892002614031664
hsa-miR-1303	-0.0582858330110887	0.244139760496647
hsa-miR-1303-5p:Novel	0.0130570868254624	0.792304506811523
hsa-miR-1304-3p	-0.0922263081069	0.0709997240472045
hsa-miR-1304-5p	0.0499794258202351	0.330771851697301
hsa-miR-1305	0.0107762445432134	0.838555553557873
hsa-miR-1305-5p:Novel	-0.0459017929639629	0.374244531298758
hsa-miR-1306-3p	0.0496219934872442	0.295684196620884
hsa-miR-1306-5p	-0.0884067588831011	0.0726439173274227
hsa-miR-1307-3p	-0.0496518395131715	0.298768745027674
hsa-miR-1307-5p	-0.0206623946661697	0.694931936028866
hsa-miR-130a-3p	0.0343290702701304	0.526053512808317
hsa-miR-130a-5p	-0.0876244945582716	0.0981075287807039
hsa-miR-130b-3p	0.0512976050325035	0.292661630091137
hsa-miR-130b-5p	0.0174136667491934	0.751933460380341
hsa-miR-132-3p	-0.0258565757227201	0.62818770265471
hsa-miR-132-5p	-0.00598817807043841	0.910031157505534
hsa-miR-1321	0.0891260793671417	0.106686528473575
hsa-miR-1321-5p:Novel	0.0818724576815611	0.126877494200696
hsa-miR-1322	0.00563063372532548	0.916099251880279
hsa-miR-1322-5p:Novel	-0.0620302896323432	0.224714978546198
hsa-miR-1323	0.0662738596080348	0.217734057253889
hsa-miR-1323-3p:Novel	-0.0466330248766337	0.368064403152495
hsa-miR-1324	0.025569963495436	0.591382204058014
hsa-miR-1324-5p:Novel	0.0695330072521103	0.16990701934488
hsa-miR-133a-3p	0	1
hsa-miR-133a-5p	0.0822979880052127	0.0880070873717736
hsa-miR-133b	-0.0658959078125531	0.169594313997445
hsa-miR-133b-5p:Novel	0.0263079292198701	0.585166476632302
hsa-miR-134-3p	-0.0127302285907036	0.818542664743839
hsa-miR-134-5p	0.081401884936742	0.0928146280852866
hsa-miR-1343-3p	0.0187929981930024	0.739280841567058
hsa-miR-1343-5p	0.0464834367426297	0.352057954675275
hsa-miR-135a-2-3p	-0.032886086032033	0.523157581609047
hsa-miR-135a-3p	0.0111935075215073	0.833723382699363
hsa-miR-135a-5p	-0.0320019125900191	0.519803639375141
hsa-miR-135b-3p	-0.0273124522378768	0.606890337949495
hsa-miR-135b-5p	-0.00522101923048016	0.923041036310007
hsa-miR-136-3p	0.0422059299546469	0.455944800182956
hsa-miR-136-5p	0.0746585648496703	0.1461362596663
hsa-miR-137-3p	0.0465042632583809	0.327075050150298
hsa-miR-137-5p	-0.0285262273992309	0.563324604973929
hsa-miR-138-1-3p	-0.044583142897157	0.421993719646526
hsa-miR-138-2-3p	-0.0301066249830005	0.587191648366743
hsa-miR-138-5p	0.0409806188549333	0.398471419990243
hsa-miR-139-3p	-0.0302815225114949	0.551370876369617
hsa-miR-139-5p	-0.0255183736236378	0.629600154560552
hsa-miR-140-3p	0.034837245721483	0.498108115503793
hsa-miR-140-5p	-0.0165914209198719	0.764064559878422
hsa-miR-141-3p	-0.044410679038432	0.359922846941688
hsa-miR-141-5p	-0.0465710184324261	0.368890331074858
hsa-miR-142-3p	0.0818212419837892	0.114904522321136
hsa-miR-142-5p	0.0687997390542587	0.185240647802323
hsa-miR-143-3p	0.00954853677090661	0.840590427018179
hsa-miR-143-5p	0.0597338682533092	0.266451334697729
hsa-miR-144-3p	0.0358227010671361	0.480398446489068
hsa-miR-144-5p	-0.0329068075620864	0.532414151034552
hsa-miR-145-3p	-0.00249343405392293	0.960996897579212
hsa-miR-145-5p	-0.0199752538260933	0.721567936919046
hsa-miR-1468-3p	0.114226752763801	0.0440082783119949
hsa-miR-1468-5p	0.077005459625418	0.160507677874357
hsa-miR-1469	0.0439374845716853	0.409194014563502
hsa-miR-1469-3p:Novel	-0.0802047820262055	0.0927892104339288
hsa-miR-146a-3p	0.0350049246589223	0.515837233105318
hsa-miR-146a-5p	0.0430558244675634	0.379103559142129
hsa-miR-146b-3p	-0.0129238620700169	0.792560092724814
hsa-miR-146b-5p	0.0141199849917837	0.772178599255397
hsa-miR-1470	-0.0324303046103407	0.519893629317251
hsa-miR-1470-3p:Novel	-0.00588293781727716	0.904619254314813
hsa-miR-1471	-0.0114541646824081	0.835407371762548
hsa-miR-1471-3p:Novel	0.0101645750895007	0.833687547834514
hsa-miR-147a	-0.0226126688422942	0.655300135557719
hsa-miR-147a-5p:Novel	0.00268266278386853	0.955698727906907
hsa-miR-147b-3p	-0.0181639858764526	0.728316849389996
hsa-miR-147b-5p	-0.0103727517569986	0.846106025718036
hsa-miR-148a-3p	-0.0405724788639842	0.394178513294508
hsa-miR-148a-5p	-0.0338517137441176	0.495591501296279
hsa-miR-148b-3p	0.00693955633449361	0.89415378251324
hsa-miR-148b-5p	-0.0760915596003747	0.13243885266189
hsa-miR-149-3p	0.0615160448198891	0.19493179871328
hsa-miR-149-5p	-0.00439087738271987	0.934970165623021
hsa-miR-150-3p	-0.0497201941441108	0.30492959387196
hsa-miR-150-5p	-0.0242772531678473	0.618686856818839
hsa-miR-151a-3p	0.0688368967700167	0.144869870806617
hsa-miR-151a-5p	-0.0364088810730204	0.513822555795451
hsa-miR-151b	-0.0470675585865698	0.335000212735424
hsa-miR-151b-5p:Novel	-0.0241170833038893	0.645261912523887
hsa-miR-152-3p	0.0512242901024171	0.290800290032532
hsa-miR-152-5p	-0.0179287961488258	0.714106486265486
hsa-miR-153-1-5p:Novel	0.0148420736257872	0.776639850907684
hsa-miR-153-2-5p	0.0279633301976262	0.571792519947299
hsa-miR-153-3p	0.0156257451015663	0.744674814268486
hsa-miR-1537-3p	0.0806722594687878	0.157241792027334
hsa-miR-1537-5p	0.0670221494924556	0.240262697675182
hsa-miR-1538	-0.0633696759375959	0.187644324477427
hsa-miR-1538-5p:Novel	-0.0284393502921107	0.571423738059468
hsa-miR-1539	-0.0152924197800309	0.762060916624758
hsa-miR-1539-5p:Novel	-0.00269290028741732	0.955683721121552
hsa-miR-154-3p	-0.0540348875103503	0.333384032114033
hsa-miR-154-5p	0.0758757882497807	0.159715855971889
hsa-miR-155-3p	-0.0682873336616752	0.235324240464123
hsa-miR-155-5p	-0.0499307850109202	0.329789403550471
hsa-miR-1587	0.00468004666873232	0.930183920979347
hsa-miR-1587-3p:Novel	0.0571862518362182	0.231220659469228
