miRNA	kendall_correlation	pvalue
hsa-miR-1200	-0.0567776649709391	0.224526960820832
hsa-miR-1200-3p:Novel	-0.0897481839377952	0.0514132768264758
hsa-miR-1202	-0.0165075631159018	0.713181673589756
hsa-miR-1202-3p:Novel	0.0096520826182347	0.830295724475415
hsa-miR-1203	-0.0133853516358817	0.764383266358716
hsa-miR-1203-3p:Novel	-0.0270620194488808	0.576383373829862
hsa-miR-1204	-0.0686271923384053	0.134882079365308
hsa-miR-1204-3p:Novel	0.0218821561390982	0.653556005102722
hsa-miR-1205	-0.0325870344413646	0.519221424585749
hsa-miR-1205-3p:Novel	-0.0130241578214864	0.786691744337954
hsa-miR-1206	-0.00806719429011329	0.880665009128383
hsa-miR-1206-3p:Novel	-0.108761358123867	0.0275153561868214
hsa-miR-1207-3p	-0.0609865553742588	0.249281827495272
hsa-miR-1207-5p	-0.0362381427022635	0.435552612281905
hsa-miR-1208	-0.0746056301286646	0.115009688151561
hsa-miR-1208-3p:Novel	0.0431461633339748	0.343764118870176
hsa-miR-12113	0.0141712257791529	0.778023389076808
hsa-miR-12113-3p:Novel	-0.0573068043775994	0.236140046716585
hsa-miR-12114	-0.0368741258932679	0.455342878834004
hsa-miR-12114-3p:Novel	-0.0248960213397565	0.596228374215331
hsa-miR-12115	-0.093656854629019	0.0511534140530953
hsa-miR-12115-3p:Novel	-0.053367421944554	0.2493306256622
hsa-miR-12116	-0.0534139175491969	0.255058998671854
hsa-miR-12116-3p:Novel	-0.0564906607191249	0.233098313141684
hsa-miR-12117	-0.0285873966322508	0.553164088735155
hsa-miR-12117-3p:Novel	0.0549709487290016	0.22448948179098
hsa-miR-12118	0.0573588714121794	0.213375175237265
hsa-miR-12118-3p:Novel	0.0231412117894525	0.604339270572549
hsa-miR-12119	-0.033856949355426	0.456751162959207
hsa-miR-12119-3p:Novel	-0.0952669192629017	0.0409769550190277
hsa-miR-12120	-0.0666695669888533	0.169158675527843
hsa-miR-12120-3p:Novel	0.022061809354373	0.624882184362679
hsa-miR-12121	0.0562154880631683	0.208026746329924
hsa-miR-12121-3p:Novel	-0.049167097767745	0.279417085556009
hsa-miR-12122	0.0199654000815961	0.673654727140111
hsa-miR-12122-3p:Novel	-0.0345500305321076	0.461232555826767
hsa-miR-12123	0.0567103268534968	0.207757726249515
hsa-miR-12123-3p:Novel	-0.0499953870930201	0.320589753518436
hsa-miR-12124	-0.092921668162257	0.0441364688417698
hsa-miR-12124-5p:Novel	-0.0558869558318178	0.224288544532774
hsa-miR-12125	-0.0323844763342808	0.484585790551708
hsa-miR-12125-5p:Novel	-0.0583525201789585	0.232730779519932
hsa-miR-12126	-0.0280532184538461	0.54439656940313
hsa-miR-12126-5p:Novel	-0.054520834468751	0.223310244113121
hsa-miR-12127	-0.0465789108267894	0.299128202904592
hsa-miR-12127-5p:Novel	-0.11205429996558	0.0172351232657093
hsa-miR-12128	-0.0296906006876383	0.510828171601053
hsa-miR-12128-5p:Novel	-0.0706783165509089	0.135129354166044
hsa-miR-12129	-0.000831077812508811	0.986520092806666
hsa-miR-12129-5p:Novel	-0.1121734520081	0.0237312419985354
hsa-miR-12130	-0.118233831661133	0.0164912783949548
hsa-miR-12130-5p:Novel	-0.086072714725238	0.0838874942910436
hsa-miR-12131	-0.0661195284991964	0.166157030201458
hsa-miR-12131-5p:Novel	0.095353239110921	0.0591177060449913
hsa-miR-12132	-0.0550664162511785	0.253515314276613
hsa-miR-12132-5p:Novel	-0.0534805914216249	0.268831312189553
hsa-miR-12133	-0.0410058780498865	0.419889587979257
hsa-miR-12133-5p:Novel	-0.00841883104510793	0.874646817175251
hsa-miR-12135	-0.0151509823029312	0.75219215729288
hsa-miR-12135-5p:Novel	-0.00607238925307689	0.903393098177952
hsa-miR-12136	0.00922918042403586	0.836326532605352
hsa-miR-12136-3p:Novel	0.027019834288642	0.547613684572057
hsa-miR-122-3p	-0.11051718849776	0.0402893124906553
hsa-miR-122-5p	0.0309661814969395	0.493522772434369
hsa-miR-1224-3p	-0.0173721754697103	0.732901046492111
hsa-miR-1224-5p	-0.00331282435169052	0.94298218005761
hsa-miR-1225-3p	0.0359785024898909	0.464139479465973
hsa-miR-1225-5p	-0.0095685375892208	0.843598413202004
hsa-miR-1226-3p	-0.0431201566421517	0.415264111053915
hsa-miR-1226-5p	-0.0636655499176073	0.186438951309215
hsa-miR-1227-3p	-0.0460794817317402	0.388700420654732
hsa-miR-1227-5p	-0.0222264861931247	0.645798843936538
hsa-miR-1228-3p	0.0063453662003555	0.896407044903605
hsa-miR-1228-5p	0.0307369417979261	0.50691466564274
hsa-miR-1229-3p	-0.0101085208050675	0.850838986688372
hsa-miR-1229-5p	-0.0295952718584258	0.50993959526796
hsa-miR-122b-3p	-0.0981808632397728	0.0626570629638078
hsa-miR-122b-5p	-0.0984672586110943	0.0553553646377744
hsa-miR-1231	-0.000342635265858117	0.993917906562384
hsa-miR-1231-3p:Novel	-0.0409560646581148	0.361692969030715
hsa-miR-1233-3p	0.00699545482417462	0.877372939664836
hsa-miR-1233-5p	0.00662289019677224	0.885705059895388
hsa-miR-1234-3p	-0.0195850714474806	0.712767909101447
hsa-miR-1234-5p:Novel	0.00928791561732569	0.842245897388446
hsa-miR-1236-3p	-0.0263991538431735	0.623989819109847
hsa-miR-1236-5p	-0.0173792732920062	0.704636129762073
hsa-miR-1237-5p	0.0443283678959511	0.337210571229997
hsa-miR-1238-3p	0.0511246572641812	0.33851482007967
hsa-miR-1238-5p	-0.0694467913876611	0.161948647306305
hsa-miR-124-3p	-0.00747396473857855	0.869314853478078
hsa-miR-124-5p	0.0179687907874985	0.688735024516329
hsa-miR-1243	-0.0677563190700018	0.2007728572244
hsa-miR-1243-3p:Novel	0.00891202177314491	0.846864267779636
hsa-miR-1244	0.00846016271012528	0.857447828625039
hsa-miR-1244-5p:Novel	0.0281339679610831	0.580183154425933
hsa-miR-1245a	-0.0223288899645952	0.66328115258406
hsa-miR-1245a-5p:Novel	0.0671817973321115	0.207512920771964
hsa-miR-1245b-3p	-0.0433961728412408	0.41447887784241
hsa-miR-1245b-5p	0.039919994661984	0.447795135720641
hsa-miR-1246	-0.0482510319577695	0.335763859166798
hsa-miR-1246-3p:Novel	0.0121793994679502	0.784500971497025
hsa-miR-1247-3p	-0.0322673574499551	0.490725659965405
hsa-miR-1247-5p	0.00833033740413454	0.870329641653245
hsa-miR-1248	-0.105083093666112	0.0411276336783295
hsa-miR-1248-3p:Novel	-0.0704470989996703	0.147145694857888
hsa-miR-1249-3p	0.0484228075544157	0.32943987096263
hsa-miR-1249-5p	-0.0536970206834935	0.253321103786901
hsa-miR-1250-3p	-0.124300516131276	0.0207901799666485
hsa-miR-1250-5p	0.0297300045953699	0.5102757861142
hsa-miR-1251-3p	0.0283156285401547	0.554050968730022
hsa-miR-1251-5p	0.0582267278261719	0.25374093517469
hsa-miR-1252-3p	-0.0559490606612831	0.248634080788207
hsa-miR-1252-5p	-0.0830384348890689	0.0937159323823567
hsa-miR-1253	-0.0536163759317505	0.244468038461594
hsa-miR-1253-3p:Novel	-0.00185793786082009	0.967508002849967
hsa-miR-1255a	-0.048168444768322	0.314149741976686
hsa-miR-1255a-3p:Novel	-0.0730960162868354	0.116695724465035
hsa-miR-1255b-1-3p:Novel	-0.168016014731347	0.00142909792532762
hsa-miR-1255b-2-3p	-0.00558280555959926	0.917637422565933
hsa-miR-1255b-5p	0.0728799252719529	0.106636716705971
hsa-miR-1256	-0.0555627787778592	0.243079763435327
hsa-miR-1256-3p:Novel	0.0179982117001367	0.700378878762635
hsa-miR-1257	-0.014469830858964	0.749303013808804
hsa-miR-1257-3p:Novel	-0.0348195011354099	0.441073502197634
hsa-miR-1258	-0.06640057012215	0.151597161100741
hsa-miR-1258-5p:Novel	0.0223473981880194	0.660882760404159
hsa-miR-125a-3p	-0.0318857496366641	0.512124743199116
hsa-miR-125a-5p	0.00401127525605457	0.936011004446351
hsa-miR-125b-1-3p	0.016513150258277	0.730294592437865
hsa-miR-125b-2-3p	-0.0451010752673016	0.341493383759618
hsa-miR-125b-5p	-0.037846347479063	0.402442196966988
hsa-miR-126-3p	-0.042324534559346	0.391729480066754
hsa-miR-126-5p	-0.100937808259052	0.0341347523468325
hsa-miR-1260a	-0.105443539825991	0.0298329219820169
hsa-miR-1260a-3p:Novel	-0.0779281200649082	0.0835067291644624
hsa-miR-1260b	-0.0808830484695066	0.0706342120084378
hsa-miR-1260b-3p:Novel	-0.0629668438060425	0.170563587756013
hsa-miR-1261	-0.00325472181879386	0.945495431680434
hsa-miR-1261-3p:Novel	0.0210952244575901	0.64629644434832
hsa-miR-1262	-0.113530889867972	0.0234980369351314
hsa-miR-1262-3p:Novel	-0.0191431160613903	0.673435127390123
hsa-miR-1263	-0.0460209747766586	0.330164995171388
hsa-miR-1263-3p:Novel	-0.0314667805881203	0.516304437190706
hsa-miR-1264	-0.0274398080197656	0.597261723047509
hsa-miR-1264-5p:Novel	0.0341540039403629	0.508133010401046
hsa-miR-1265	-0.00656710700988362	0.898132732882033
hsa-miR-1265-3p:Novel	-0.0103211858897521	0.820802646950943
hsa-miR-1266-3p	0.017214935706562	0.734920062943448
hsa-miR-1266-5p	0.0628259732216547	0.213206992841941
hsa-miR-1267	-0.0505284112425994	0.270704997843881
hsa-miR-1267-3p:Novel	-0.00765653137455706	0.864186202550026
hsa-miR-1268a	0.00844715386740572	0.861412177666719
hsa-miR-1268a-3p:Novel	0.0294982451864662	0.517911984104812
hsa-miR-1268b	-0.052109503671982	0.318097666116503
hsa-miR-1268b-3p:Novel	-0.0607895272397794	0.185311743284592
hsa-miR-1269a	0.00101068636387074	0.982385990300671
hsa-miR-1269a-5p:Novel	-0.0833704289449811	0.0783994570785153
hsa-miR-1269b	-0.00319873059149993	0.951082378467826
hsa-miR-1269b-3p:Novel	0.0211476806356005	0.651459236880297
hsa-miR-127-3p	0	1
hsa-miR-127-5p	0.00847678086665539	0.858247611556176
hsa-miR-1270	-0.0220142517320865	0.642707098730519
hsa-miR-1270-3p:Novel	0.0293767649781365	0.521283540844776
hsa-miR-1271-3p	0.00192645196884682	0.968895519296397
hsa-miR-1271-5p	0.0204796128094542	0.705324456962353
hsa-miR-1272	-0.0303019862369684	0.497642258228878
hsa-miR-1272-3p:Novel	-0.0271681463505919	0.546897231722476
hsa-miR-1273c	0.10435935406128	0.0214001953802548
hsa-miR-1273c-3p:Novel	0.0109680108344158	0.816903893162068
hsa-miR-1273h-3p	-0.0652281541153106	0.2048475627743
hsa-miR-1273h-5p	-7.84533642905349e-05	0.99864276800344
hsa-miR-1275	-0.0497936859196039	0.33988271543302
hsa-miR-1275-3p:Novel	0.00347222854125998	0.938552015967831
hsa-miR-1276	-0.0573656038902281	0.244544888541722
hsa-miR-1276-3p:Novel	0.0552901101942698	0.228526544514655
hsa-miR-1277-3p	-0.0716577354454391	0.167445960570668
hsa-miR-1277-5p	-0.0470964014542567	0.381469856243392
hsa-miR-1278	-0.0999342755962023	0.0470214227911078
hsa-miR-1278-5p:Novel	-0.0470640711977642	0.370918586600626
hsa-miR-1279	-0.0905223551465349	0.0787322837580781
hsa-miR-1279-3p:Novel	-0.0196960626700508	0.700908691025908
hsa-miR-128-1-5p	0.00328248813899889	0.94252116138041
hsa-miR-128-2-5p	0.0123782625204505	0.786482845306405
hsa-miR-128-3p	0.022197263144307	0.621457508588435
hsa-miR-1281	-0.0100950820635681	0.824120570598518
hsa-miR-1281-5p:Novel	0.0191805900016588	0.672215140034572
hsa-miR-1282	0.0069513576533199	0.878059035763353
hsa-miR-1282-3p:Novel	0.0182953783125957	0.687092502058561
hsa-miR-1283	-0.0548403924062981	0.232657378498606
hsa-miR-1283-1-3p:Novel	-0.0349827342665862	0.486314265462996
hsa-miR-1283-2-3p:Novel	0.023427011146863	0.637458464276709
hsa-miR-1284	0.025394529980102	0.572106091258267
hsa-miR-1284-3p:Novel	-0.0275241917076332	0.583468551985615
hsa-miR-1285-2:Novel	-0.00184949197649542	0.968086235130583
hsa-miR-1285-3p	-0.0106482205976997	0.812547155199529
hsa-miR-1285-5p	-0.0940874969033205	0.0378200286495347
hsa-miR-1286	0.0110211050977635	0.808847166982833
hsa-miR-1286-5p:Novel	-0.0275234408834378	0.561627722909581
hsa-miR-1287-3p	-0.0885323837534868	0.0917265460058529
hsa-miR-1287-5p	0.0136512270545362	0.760485127858678
hsa-miR-1288-3p	0.0158730698588857	0.726203960815319
hsa-miR-1288-5p	0.0338317334220794	0.450043768915574
hsa-miR-1289	-0.0130058022045585	0.776104765304606
hsa-miR-1289-1-5p:Novel	-0.100509576806482	0.0291260878692371
hsa-miR-1289-2-5p:Novel	-0.049318322925517	0.293586338524723
hsa-miR-129-3p	0.00207895847975315	0.966733534791793
hsa-miR-129-5p	0.0106373097302335	0.817609094115287
hsa-miR-1290	0.016542613769692	0.733163062553774
hsa-miR-1290-5p:Novel	0.035686368156118	0.42507605828722
hsa-miR-1291	0.0264493953611654	0.581254523605105
hsa-miR-1291-3p:Novel	-0.055489964621117	0.217148659384787
hsa-miR-1292-3p	0.0601762292171905	0.260552990104962
hsa-miR-1292-5p	0.0819190960007466	0.0734551043260183
hsa-miR-1293	0.0179744473721912	0.689316646315328
hsa-miR-1293-3p:Novel	-0.00700789969588879	0.881482502663653
hsa-miR-1294	0.0671235246639203	0.1379441534736
hsa-miR-1294-3p:Novel	-0.0878084287627959	0.0549556167016123
hsa-miR-1295a	-0.042552634733362	0.357894639540257
hsa-miR-1295a-5p:Novel	-0.0280255838098182	0.559881628921836
hsa-miR-1295b-3p	-0.0321565494288694	0.485939898100533
hsa-miR-1295b-5p	0.0610991939461789	0.230921909734152
hsa-miR-1296-3p	-0.0170748974199367	0.71742629107543
hsa-miR-1296-5p	-0.013466521670373	0.798709078143735
hsa-miR-1297	0.000532142629080826	0.991614639508828
hsa-miR-1297-5p:Novel	-0.0401423248237477	0.42533537902908
hsa-miR-1298-3p	-0.00783103032571773	0.872004714475006
hsa-miR-1298-5p	-0.110115045996534	0.0281858124523388
hsa-miR-1299	-0.0434893159598729	0.376458652084122
hsa-miR-1299-5p:Novel	0.00274621571642998	0.953498226724892
hsa-miR-1301-3p	0.0157904730329629	0.735812989329107
hsa-miR-1301-5p	-0.0560164284417936	0.24365194286511
hsa-miR-1302	0.000717547875905697	0.987165482615534
hsa-miR-1302-3-5p:Novel	-0.0334361912405935	0.515464862116418
hsa-miR-1302-4-5p:Novel	-0.0429817820814829	0.36112916067058
hsa-miR-1302-5-5p:Novel	-9.70548644408339e-05	0.998474731534473
hsa-miR-1302-6-5p:Novel	-0.0907881802408624	0.0867072558637973
hsa-miR-1302-7-5p:Novel	-0.0674933872506712	0.2012823976785
hsa-miR-1302-8-5p:Novel	-0.00462122763342356	0.923182928921767
hsa-miR-1302:Novel	-0.0954909593188693	0.045189091788258
hsa-miR-1303	-0.0249120471884925	0.597629447313633
hsa-miR-1303-5p:Novel	-0.089562058508013	0.0553224055522677
hsa-miR-1304-3p	-0.101233822665151	0.0356720856674347
hsa-miR-1304-5p	-0.0839853908847872	0.0823061543195365
hsa-miR-1305	-0.00603571217534091	0.903761685584943
hsa-miR-1305-5p:Novel	-0.103045403176159	0.0347024976931353
hsa-miR-1306-3p	0.0071773351527706	0.87283093532318
hsa-miR-1306-5p	-0.0179471338726696	0.699601996872271
hsa-miR-1307-3p	-0.0604790718090709	0.180127935713712
hsa-miR-1307-5p	-0.0748910741364888	0.130227392221694
hsa-miR-130a-3p	0.0146786380451683	0.773724328533612
hsa-miR-130a-5p	-0.0309239912675999	0.53373577452522
hsa-miR-130b-3p	0.000587712002902273	0.989820587922156
hsa-miR-130b-5p	0.0271874311542313	0.600948014372588
hsa-miR-132-3p	-0.0533587383601651	0.289102129969133
hsa-miR-132-5p	-0.0472637975378908	0.342883238021401
hsa-miR-1321	-0.0346139346710844	0.506944052999054
hsa-miR-1321-5p:Novel	0.042536282964054	0.400828833338214
hsa-miR-1322	0.0164694216344532	0.744477234928037
hsa-miR-1322-5p:Novel	-0.0412147877966331	0.39265259783118
hsa-miR-1323	-0.0633091484143481	0.212228066001316
hsa-miR-1323-3p:Novel	-0.0376996527616607	0.440364768771041
hsa-miR-1324	0.0530997059553426	0.237697389738058
hsa-miR-1324-5p:Novel	0.020725901266523	0.665407467062847
hsa-miR-133a-3p	-0.0671499454207336	0.16493174426889
hsa-miR-133a-5p	0.0414129006892902	0.36343482913361
hsa-miR-133b	-0.04067298653595	0.369716003282436
hsa-miR-133b-5p:Novel	0.0490617233877001	0.280979716121516
hsa-miR-134-3p	-0.0844916756387116	0.106501854997632
hsa-miR-134-5p	0.0549439929203795	0.229744592357158
hsa-miR-1343-3p	0.0320221417588567	0.546894354530714
hsa-miR-1343-5p	-0.00104928245509326	0.982221410450637
hsa-miR-135a-2-3p	0.00417107413166788	0.931424841866995
hsa-miR-135a-3p	-0.00847576624268796	0.865931382046556
hsa-miR-135a-5p	-0.0280474935946923	0.549692499311413
hsa-miR-135b-3p	0.0318045748434336	0.524625054335716
hsa-miR-135b-5p	-0.0615912879139265	0.22739608598452
hsa-miR-136-3p	-0.0564862839272346	0.291832732014598
hsa-miR-136-5p	0.0204937702384911	0.673080667198804
hsa-miR-137-3p	0.0241226332370723	0.59018470837043
hsa-miR-137-5p	0.00686559455265982	0.882578223540363
hsa-miR-138-1-3p	-0.0954795798070595	0.0688243051463033
hsa-miR-138-2-3p	0.0103074316405367	0.844426889967675
hsa-miR-138-5p	-0.0316417002889859	0.489811969376766
hsa-miR-139-3p	-0.0794731392134613	0.0981514540101379
hsa-miR-139-5p	-0.0584025771458963	0.241638226484856
hsa-miR-140-3p	0.0872727929626641	0.071455156587336
hsa-miR-140-5p	-0.036873101836935	0.479721486337997
hsa-miR-141-3p	-0.0669268927610933	0.144092063378314
hsa-miR-141-5p	-0.0718726450882606	0.140358329468814
hsa-miR-142-3p	0.0530660280521559	0.278635966056143
hsa-miR-142-5p	0.0247123243467417	0.612478118962078
hsa-miR-143-3p	0.059655423620396	0.183124107200223
hsa-miR-143-5p	-0.0836523445705405	0.0985127096209157
hsa-miR-144-3p	0.0277038670188278	0.561911924823249
hsa-miR-144-5p	0.0184419307578435	0.710193192064661
hsa-miR-145-3p	-0.0145503298512382	0.762242866371237
hsa-miR-145-5p	0.0167566155149661	0.751664308179725
hsa-miR-1468-3p	0.000774556281985292	0.988434686569612
hsa-miR-1468-5p	0.00308666582408283	0.952598074261416
hsa-miR-1469	-0.0536951903707666	0.284554929017832
hsa-miR-1469-3p:Novel	-0.041806791251375	0.353514484625485
hsa-miR-146a-3p	-0.0429830004753913	0.397344158572215
hsa-miR-146a-5p	-0.00298267433892507	0.948462971179031
hsa-miR-146b-3p	-0.0606515290807238	0.192416520295335
hsa-miR-146b-5p	0.0243434875786885	0.596976736685625
hsa-miR-1470	-0.0845078029783328	0.0754906425759494
hsa-miR-1470-3p:Novel	-0.054270947399374	0.241777545612575
hsa-miR-1471	-0.0273608617711981	0.599863333287105
hsa-miR-1471-3p:Novel	0.0135579163615197	0.766901043103929
hsa-miR-147a	0.0291190317076037	0.543367719673368
hsa-miR-147a-5p:Novel	-0.0346189740683236	0.447493700551476
hsa-miR-147b-3p	-0.0133136421476639	0.786950752040491
hsa-miR-147b-5p	-0.0336259398072005	0.502334052217188
hsa-miR-148a-3p	-0.0308964169176188	0.492053453339734
hsa-miR-148a-5p	0.0347826101737401	0.458462881692594
hsa-miR-148b-3p	0.0237975998391341	0.627647674651731
hsa-miR-148b-5p	-0.0292773764735171	0.540126274503785
hsa-miR-149-3p	0.0527297495309853	0.239483027280042
hsa-miR-149-5p	-0.140732347376269	0.00546292026308375
hsa-miR-150-3p	-0.0694476583532792	0.128995118565082
hsa-miR-150-5p	-0.0844825207870953	0.0663474529792645
hsa-miR-151a-3p	0.0396428283346587	0.374016174249505
hsa-miR-151a-5p	0.0165674784030211	0.752047221931634
hsa-miR-151b	-0.0987834110606856	0.0320564668688583
hsa-miR-151b-5p:Novel	-0.0590499472348221	0.231763848681869
hsa-miR-152-3p	-0.0258874515102023	0.571121439574463
hsa-miR-152-5p	0.00398010837822374	0.931434420090985
hsa-miR-153-1-5p:Novel	0.0222354243546942	0.652847907186015
hsa-miR-153-2-5p	-0.0265073044119397	0.570428469574473
hsa-miR-153-3p	0.0232275556924104	0.608057816958392
hsa-miR-1537-3p	-0.101119355587614	0.059935069761844
hsa-miR-1537-5p	0.0613400376820226	0.255713994220779
hsa-miR-1538	-0.0905722107999635	0.0462374982727186
hsa-miR-1538-5p:Novel	-0.0413057105165617	0.383707283533352
hsa-miR-1539	-0.00396634626631703	0.933758203559243
hsa-miR-1539-5p:Novel	-0.0192243774936716	0.674252908935586
hsa-miR-154-3p	-0.0615978289930214	0.243769726760359
hsa-miR-154-5p	-0.00044371581276286	0.993053574193026
