miRNA	age	age.p	age.fdr	bmi	bmi.p	bmi.fdr
hsa-miR-3165	-0.082	0.096	0.482601997146933	0.047	0.347	0.870340213523132
hsa-miR-3165-3p:Novel	-0.1	0.033	0.354548780487805	-0.005	0.913	0.988057545148454
hsa-miR-3166	0.005	0.911	0.975498024916439	0.011	0.821	0.977468337730871
hsa-miR-3166-5p:Novel	-0.068	0.19	0.584768558951965	0.01	0.841	0.977468337730871
hsa-miR-3167	0	0.995	0.99698038100654	-0.01	0.836	0.977468337730871
hsa-miR-3167-5p:Novel	-0.009	0.849	0.948898192197907	0.042	0.37	0.876263440860215
hsa-miR-3168	0.034	0.46	0.801618906942393	-0.021	0.656	0.940880748880749
hsa-miR-3168-3p:Novel	-0.029	0.513	0.823604555808656	-0.096	0.034	0.562516431924883
hsa-miR-3169	0.083	0.061	0.426515873015873	0.017	0.709	0.955820964039786
hsa-miR-3169-3p:Novel	0.082	0.065	0.430563909774436	0.054	0.232	0.811079365079365
hsa-miR-3170	0.08	0.073	0.446618055555556	0	0.997	0.999
hsa-miR-3170-3p:Novel	-0.046	0.305	0.698842652795839	0.01	0.832	0.977468337730871
hsa-miR-3171	0.027	0.57	0.851186125211506	-0.02	0.673	0.944678316123908
hsa-miR-3171-3p:Novel	0.038	0.409	0.775735199138859	-0.032	0.493	0.909121925693354
hsa-miR-3173-3p	-0.021	0.654	0.884041426927503	0.057	0.238	0.816662122687439
hsa-miR-3173-5p	-0.03	0.564	0.848398128455976	0.011	0.831	0.977468337730871
hsa-miR-3174	-0.118	0.013	0.261782857142857	-0.005	0.911	0.988057545148454
hsa-miR-3174-3p:Novel	-0.013	0.778	0.933105370496261	0.028	0.541	0.922343492985003
hsa-miR-3175	-0.034	0.462	0.801618906942393	-0.033	0.476	0.906660194174757
hsa-miR-3175-3p:Novel	0.023	0.604	0.864188388144539	0.011	0.812	0.976617064846417
hsa-miR-3176	-0.004	0.936	0.984910122424604	0.052	0.256	0.826139194139194
hsa-miR-3176-5p:Novel	-0.082	0.067	0.435694545454546	-0.059	0.189	0.771502850627138
hsa-miR-3177-3p	-0.007	0.885	0.964956683168317	-0.005	0.909	0.988057545148454
hsa-miR-3177-5p	-0.103	0.039	0.372455284552846	-0.021	0.676	0.944850693069307
hsa-miR-3178	-0.002	0.963	0.990546409807355	0.017	0.711	0.956207317073171
hsa-miR-3178-3p:Novel	-0.016	0.716	0.913818444846293	-0.098	0.03	0.547417475728155
hsa-miR-3179	-0.144	0.002	0.135538461538462	-0.043	0.376	0.879830013280212
hsa-miR-3179-5p:Novel	0.013	0.788	0.935858633456749	0.009	0.844	0.978888888888889
hsa-miR-3180	-0.03	0.505	0.818331344653511	-0.034	0.449	0.905192219679634
hsa-miR-3180-3p	-0.057	0.2	0.590779547359598	-0.055	0.221	0.802063851699279
hsa-miR-3180-4-3p:Novel, hsa-miR-3180-5-3p:Novel	-0.118	0.008	0.231081967213115	-0.063	0.166	0.761467336683417
hsa-miR-3180-5p	-0.035	0.434	0.788143958868895	-0.011	0.807	0.976267765190525
hsa-miR-3181	0.061	0.175	0.572690674053555	0.002	0.97	0.995422248107164
hsa-miR-3181-3p:Novel	-0.122	0.008	0.231081967213115	-0.089	0.056	0.632512820512821
hsa-miR-3182	-0.121	0.013	0.261782857142857	-0.134	0.007	0.297204819277108
hsa-miR-3182-3p:Novel	-0.001	0.982	0.99698038100654	-0.042	0.357	0.870804628999319
hsa-miR-3183	-0.104	0.019	0.288603448275862	-0.075	0.097	0.681167652859961
hsa-miR-3183-3p:Novel	-0.015	0.741	0.91624	0.001	0.978	0.998398609501738
hsa-miR-3184-3p	-0.088	0.079	0.464767946577629	0.095	0.061	0.647062146892655
hsa-miR-3184-5p	-0.013	0.779	0.933105370496261	0.019	0.675	0.944678316123908
hsa-miR-3185	0.035	0.437	0.789520204603581	0.006	0.894	0.988057545148454
hsa-miR-3185-3p:Novel	-0.07	0.116	0.505920792079208	-0.048	0.29	0.836301145662848
hsa-miR-3186-3p	0.03	0.504	0.818331344653511	-0.053	0.247	0.818071428571429
hsa-miR-3186-5p	-0.078	0.106	0.496142105263158	0.023	0.638	0.940217731958763
hsa-miR-3187-3p	0.069	0.143	0.537240938166311	0.048	0.322	0.854463855421687
hsa-miR-3187-5p	0.047	0.303	0.696070404172099	0.026	0.572	0.928051565377532
hsa-miR-3188	-0.034	0.442	0.790230303030303	-0.1	0.027	0.537559322033898
hsa-miR-3188-5p:Novel	-0.072	0.115	0.505920792079208	-0.057	0.222	0.802387692307692
hsa-miR-3189-3p	-0.095	0.042	0.3854375	-0.113	0.018	0.446704225352113
hsa-miR-3189-5p	-0.08	0.1	0.484731774415406	-0.067	0.178	0.766836185819071
hsa-miR-3190-3p	-0.082	0.067	0.435694545454546	-0.132	0.003	0.257853658536585
hsa-miR-3190-5p	-0.077	0.123	0.511146226415094	-0.011	0.822	0.977468337730871
hsa-miR-3191-3p	-0.057	0.203	0.594656691604323	-0.012	0.789	0.972520461699895
hsa-miR-3191-5p	0.027	0.601	0.863401549123522	-0.008	0.886	0.988057545148454
hsa-miR-3192-3p	-0.041	0.42	0.779810326659642	-0.003	0.952	0.991385342789598
hsa-miR-3192-5p	-0.05	0.27	0.664441340782123	-0.04	0.389	0.890129533678757
hsa-miR-3193	0.033	0.51	0.821783264746228	0.093	0.071	0.662228187919463
hsa-miR-3193-3p:Novel	-0.03	0.505	0.818331344653511	0.014	0.765	0.972520461699895
hsa-miR-3194-3p	0.016	0.749	0.921491643454039	0.027	0.585	0.93324581258488
hsa-miR-3194-5p	-0.032	0.496	0.818331344653511	-0.056	0.246	0.818071428571429
hsa-miR-3195	0.02	0.649	0.883382000772499	-0.012	0.799	0.975240855762595
hsa-miR-3195-3p:Novel	0.1	0.024	0.313244444444444	0.06	0.186	0.76752224824356
hsa-miR-3196	0.002	0.956	0.98874078408426	0.086	0.062	0.647062146892655
hsa-miR-3196-3p:Novel	0.02	0.648	0.883044083526682	0.059	0.192	0.771502850627138
hsa-miR-3197	-0.037	0.414	0.777684434968017	-0.051	0.26	0.827318996415771
hsa-miR-3197-3p:Novel	0.012	0.786	0.935858633456749	0.027	0.557	0.924166122258516
hsa-miR-3198	-0.065	0.151	0.544650972364381	-0.039	0.4	0.89046114971573
hsa-miR-3198-5p:Novel	-0.012	0.791	0.936025520483546	0.012	0.799	0.975240855762595
hsa-miR-3199	-0.003	0.945	0.98701244813278	-0.031	0.501	0.913159897172237
hsa-miR-3199-3p:Novel	-0.053	0.25	0.648270787343635	-0.07	0.133	0.73578021978022
hsa-miR-32-3p	-0.014	0.787	0.935858633456749	-0.075	0.162	0.759086161879896
hsa-miR-32-5p	0.077	0.111	0.500209718670077	-0.078	0.113	0.716208633093525
hsa-miR-3200-3p	-0.048	0.336	0.73225974025974	-0.047	0.346	0.870340213523132
hsa-miR-3200-5p	0.055	0.22	0.615790309769658	0.034	0.452	0.905897826086956
hsa-miR-3201	-0.023	0.654	0.884041426927503	0.088	0.094	0.681167652859961
hsa-miR-3201-3p:Novel	-0.117	0.013	0.261782857142857	-0.11	0.021	0.474384615384615
hsa-miR-3202	-0.03	0.507	0.818821264894592	-0.017	0.703	0.955407635942923
hsa-miR-3202-3p:Novel	-0.087	0.054	0.403169491525424	-0.031	0.502	0.913159897172237
hsa-miR-320a-3p	-0.045	0.313	0.707966623876765	-0.054	0.235	0.813497053045187
hsa-miR-320a-5p	0.009	0.84	0.948251908396947	-0.052	0.256	0.826139194139194
hsa-miR-320b	-0.071	0.116	0.505920792079208	-0.041	0.37	0.876263440860215
hsa-miR-320b-1-5p:Novel	-0.075	0.099	0.484731774415406	-0.067	0.149	0.746907539118065
hsa-miR-320b-2-5p:Novel	0.012	0.79	0.936025520483546	-0.06	0.195	0.772980877390326
hsa-miR-320c	-0.033	0.453	0.795402092675635	-0.002	0.97	0.995422248107164
hsa-miR-320c-1-5p:Novel	0.023	0.609	0.866767366720517	0.019	0.671	0.944678316123908
hsa-miR-320c-2-5p:Novel	-0.015	0.739	0.91624	-0.015	0.74	0.964051756007394
hsa-miR-320d	-0.035	0.428	0.783925155925156	-0.016	0.723	0.95819932305378
hsa-miR-320d-1-5p:Novel	0.058	0.194	0.584859309182814	0.033	0.467	0.905897826086956
hsa-miR-320d-2-5p:Novel	-0.067	0.139	0.535925601750547	-0.084	0.07	0.657813333333333
hsa-miR-320e	-0.078	0.081	0.466077419354839	-0.085	0.062	0.647062146892655
hsa-miR-320e-5p:Novel	-0.039	0.379	0.761891614375357	0.024	0.589	0.93403414195867
hsa-miR-323a-3p	-0.063	0.226	0.62220625	0.056	0.293	0.838774979691308
hsa-miR-323a-5p	-0.026	0.565	0.848398128455976	-0.081	0.073	0.662228187919463
hsa-miR-323b-3p	-0.035	0.513	0.823604555808656	0.031	0.568	0.928051565377532
hsa-miR-323b-5p	-0.027	0.543	0.838532865907099	-0.129	0.005	0.27968253968254
hsa-miR-324-3p	0.027	0.539	0.836019366197183	0.029	0.518	0.918225352112676
hsa-miR-324-5p	0.051	0.25	0.648270787343635	0.024	0.602	0.93497047157338
hsa-miR-325	-0.031	0.521	0.831523550724638	0.072	0.143	0.743262536873156
hsa-miR-325-3p:Novel	-0.067	0.145	0.539577613516367	-0.088	0.059	0.641716049382716
hsa-miR-326	0.016	0.727	0.914981428571429	0.02	0.665	0.944678316123908
hsa-miR-326-5p:Novel	-0.086	0.053	0.400798283261803	-0.11	0.015	0.42288
hsa-miR-328-3p	0.025	0.626	0.875059103530345	0.056	0.282	0.836154351395731
hsa-miR-328-5p	-0.078	0.082	0.466077419354839	0.02	0.664	0.944678316123908
hsa-miR-329-3p	0.015	0.731	0.915064916637105	0.033	0.47	0.905897826086956
hsa-miR-329-5p	0.059	0.217	0.615211584875302	0.049	0.308	0.846746500777605
hsa-miR-330-3p	-0.042	0.385	0.766953080836631	-0.022	0.646	0.940217731958763
hsa-miR-330-5p	-0.013	0.787	0.935858633456749	-0.022	0.657	0.941165853658537
hsa-miR-331-3p	-0.079	0.131	0.522221719457014	-0.043	0.415	0.898106796116505
hsa-miR-331-5p	-0.149	0.003	0.153217391304348	-0.021	0.668	0.944678316123908
hsa-miR-335-3p	-0.057	0.273	0.666702702702703	-0.017	0.74	0.964051756007394
hsa-miR-335-5p	-0.076	0.093	0.479627507163324	-0.021	0.643	0.940217731958763
hsa-miR-337-3p	-0.032	0.543	0.838532865907099	0.061	0.25	0.823242843951985
hsa-miR-337-5p	-0.025	0.592	0.857501846532622	0.011	0.811	0.976617064846417
hsa-miR-338-3p	-0.023	0.612	0.868581554571083	-0.097	0.033	0.553771428571429
hsa-miR-338-5p	0.017	0.719	0.91391091954023	0.027	0.571	0.928051565377532
hsa-miR-339-3p	0.073	0.115	0.505920792079208	-0.043	0.363	0.870804628999319
hsa-miR-339-5p	-0.015	0.741	0.91624	-0.011	0.803	0.975783448275862
hsa-miR-33a-3p	-0.024	0.652	0.884041426927503	-0.009	0.871	0.984414368184734
hsa-miR-33a-5p	-0.01	0.826	0.948151140065146	-0.035	0.449	0.905192219679634
hsa-miR-33b-3p	-0.101	0.03	0.345490196078431	0.031	0.519	0.91853634085213
hsa-miR-33b-5p	-0.025	0.593	0.857501846532622	-0.001	0.985	0.999
hsa-miR-340-3p	0.024	0.634	0.87685736677116	-0.082	0.109	0.70608378870674
hsa-miR-340-5p	-0.102	0.031	0.351266881028939	-0.048	0.321	0.853738867924528
hsa-miR-342-3p	-0.019	0.682	0.899127572016461	-0.024	0.617	0.938739957716702
hsa-miR-342-5p	-0.07	0.127	0.515608294930876	-0.028	0.55	0.922434204275535
hsa-miR-345-3p	-0.038	0.391	0.768908482142857	-0.089	0.05	0.611805555555556
hsa-miR-345-5p	0.021	0.66	0.887048054919908	0.032	0.511	0.915882233502538
hsa-miR-346	-0.016	0.723	0.914191603875135	-0.041	0.375	0.878656914893617
hsa-miR-346-3p:Novel	0.018	0.689	0.901821270310192	0.041	0.373	0.878656914893617
hsa-miR-34a-3p	-0.047	0.348	0.737778044391122	0.001	0.986	0.999
hsa-miR-34a-5p	-0.008	0.864	0.953565925461948	-0.068	0.153	0.748546206896552
hsa-miR-34b-3p	0.013	0.806	0.941748597822501	-0.046	0.383	0.885624671916011
hsa-miR-34b-5p	-0.028	0.544	0.838974179431072	0.026	0.571	0.928051565377532
hsa-miR-34c-3p	-0.046	0.39	0.768908482142857	0.029	0.596	0.934429393536963
hsa-miR-34c-5p	-0.116	0.019	0.288603448275862	-0.046	0.368	0.876250673854448
hsa-miR-3529-3p	-0.021	0.676	0.895909740503949	0.037	0.464	0.905897826086956
hsa-miR-3529-5p	0.018	0.692	0.901821270310192	0.05	0.295	0.84189184826473
hsa-miR-3605-3p	0.032	0.504	0.818331344653511	-0.098	0.041	0.580423529411765
hsa-miR-3605-5p	-0.107	0.019	0.288603448275862	-0.08	0.084	0.662228187919463
hsa-miR-3606-3p	0.015	0.782	0.935109602986087	0.039	0.473	0.905897826086956
hsa-miR-3606-5p	-0.085	0.087	0.473860896445131	-0.031	0.539	0.921976744186047
hsa-miR-3609	-0.117	0.01	0.241369863013699	-0.053	0.252	0.823242843951985
hsa-miR-3609-5p:Novel	-0.036	0.45	0.7929	-0.089	0.067	0.655855555555556
hsa-miR-361-3p	-0.089	0.048	0.38890990990991	-0.148	0.001	0.195777777777778
hsa-miR-361-5p	-0.033	0.525	0.831879496402878	-0.015	0.774	0.972520461699895
hsa-miR-3610	-0.112	0.015	0.26969387755102	-0.027	0.56	0.924166122258516
hsa-miR-3610-5p:Novel	-0.069	0.122	0.511146226415094	-0.032	0.484	0.907443917851501
hsa-miR-3611	0.002	0.964	0.990707494896471	0.103	0.035	0.571018518518518
hsa-miR-3611-5p:Novel	-0.098	0.043	0.387549872122762	0.063	0.198	0.773560975609756
hsa-miR-3612	-0.137	0.002	0.135538461538462	-0.091	0.046	0.598169741697417
hsa-miR-3612-3p:Novel	-0.132	0.003	0.153217391304348	-0.063	0.168	0.761467336683417
hsa-miR-3613-3p	-0.079	0.099	0.484731774415406	-0.02	0.677	0.944850693069307
hsa-miR-3613-5p	-0.044	0.345	0.735850331925166	-0.021	0.656	0.940880748880749
hsa-miR-3614-3p	-0.04	0.368	0.756170262390671	-0.059	0.192	0.771502850627138
hsa-miR-3614-5p	-0.055	0.226	0.62220625	-0.03	0.523	0.919682289097188
hsa-miR-3615	-0.008	0.862	0.952760651629073	-0.024	0.59	0.93403414195867
hsa-miR-3615-5p:Novel	-0.07	0.118	0.508352078239609	-0.171	0	0
hsa-miR-3616-3p	0.028	0.571	0.851186125211506	0.035	0.476	0.906660194174757
hsa-miR-3616-5p	-0.046	0.368	0.756170262390671	-0.013	0.808	0.976617064846417
hsa-miR-3617-3p	0.028	0.599	0.861933850551245	0.062	0.247	0.818071428571429
hsa-miR-3617-5p	-0.011	0.82	0.947746802230239	0.046	0.361	0.870804628999319
hsa-miR-3618	-0.089	0.061	0.426515873015873	-0.02	0.675	0.944678316123908
hsa-miR-3618-5p:Novel	-0.069	0.16	0.553326790971541	-0.06	0.229	0.805385229540918
hsa-miR-3619-3p	-0.127	0.004	0.1762	-0.037	0.417	0.898106796116505
hsa-miR-3619-5p	-0.044	0.353	0.742669850746269	-0.02	0.682	0.946477388910736
hsa-miR-362-3p	-0.105	0.051	0.394131578947368	0.006	0.912	0.988057545148454
hsa-miR-362-5p	-0.017	0.732	0.915064916637105	-0.014	0.784	0.972520461699895
hsa-miR-3620-5p	-0.004	0.934	0.98398086696562	-0.058	0.206	0.778909871244635
hsa-miR-3621	-0.064	0.157	0.550515422885572	0.074	0.106	0.696910447761194
hsa-miR-3621-3p:Novel	-0.056	0.21	0.605102207686018	-0.034	0.45	0.905597720797721
hsa-miR-3622a-3p	-0.057	0.226	0.62220625	-0.092	0.055	0.632512820512821
hsa-miR-3622a-5p	-0.044	0.324	0.717195979899498	-0.085	0.061	0.647062146892655
hsa-miR-3622b-3p	-0.022	0.666	0.890681318681319	-0.072	0.172	0.761467336683417
hsa-miR-3622b-5p	0	0.995	0.99698038100654	-0.073	0.11	0.70608378870674
hsa-miR-363-3p	-0.026	0.606	0.865644102148358	0.028	0.577	0.930594050343249
hsa-miR-363-5p	-0.01	0.849	0.948898192197907	0.086	0.088	0.670162393162393
hsa-miR-3646	-0.027	0.555	0.845942906574395	-0.062	0.185	0.76752224824356
hsa-miR-3646-5p:Novel	-0.012	0.802	0.940828229027963	0.049	0.298	0.843495582329317
hsa-miR-3648	0.089	0.045	0.387808612440191	0.053	0.239	0.8173536121673
hsa-miR-3648-3p:Novel	0.03	0.493	0.818331344653511	-0.058	0.201	0.777126637554585
hsa-miR-3649	-0.04	0.396	0.771849557522124	0.06	0.211	0.787673728813559
hsa-miR-3649-5p:Novel	-0.024	0.605	0.864916835699797	0.012	0.789	0.972520461699895
hsa-miR-3650	0.023	0.641	0.879627725856698	0.035	0.486	0.907443917851501
hsa-miR-3650-3p:Novel	-0.033	0.479	0.813884281581485	0.047	0.317	0.852103737604882
hsa-miR-3651	-0.064	0.168	0.566537799043062	-0.041	0.386	0.886743155149935
hsa-miR-3651-5p:Novel	-0.089	0.048	0.38890990990991	-0.147	0.001	0.195777777777778
hsa-miR-3652	-0.079	0.078	0.461194630872483	-0.001	0.976	0.998091700522345
hsa-miR-3652-3p:Novel	-0.052	0.241	0.641453172205438	-0.04	0.377	0.879833112582782
hsa-miR-3654	0.002	0.96	0.98919298245614	-0.029	0.531	0.919982300884956
hsa-miR-3654-5p:Novel	0.062	0.176	0.572690674053555	0.071	0.127	0.730094616639478
hsa-miR-3655	0.016	0.736	0.915841807909604	0.052	0.285	0.836154351395731
hsa-miR-3655-3p:Novel	0.018	0.691	0.901821270310192	0.016	0.731	0.960135669027208
hsa-miR-3657	0.006	0.901	0.970766320927395	-0.048	0.323	0.855828571428571
hsa-miR-3657-5p:Novel	0.013	0.794	0.938000670465974	0	0.999	0.999
hsa-miR-3658	-0.034	0.49	0.818331344653511	-0.049	0.333	0.863496688741722
hsa-miR-3658-3p:Novel	-0.082	0.087	0.473860896445131	-0.072	0.139	0.742175757575758
hsa-miR-3659	-0.037	0.42	0.779810326659642	0.048	0.302	0.84498427672956
hsa-miR-3659-5p:Novel	-0.037	0.429	0.784533471717696	0.071	0.136	0.739604938271605
hsa-miR-365a-3p, hsa-miR-365b-3p	-0.077	0.11	0.498893178893179	-0.091	0.064	0.647062146892655
hsa-miR-365a-5p	0.041	0.373	0.759798843930636	0.045	0.333	0.863496688741722
hsa-miR-365b-5p	-0.043	0.357	0.747071258907363	-0.023	0.633	0.939634372367313
hsa-miR-3660	0.006	0.898	0.970721472392638	0.034	0.473	0.905897826086956
hsa-miR-3660-5p:Novel	-0.078	0.096	0.482601997146933	0.022	0.648	0.940698151950719
hsa-miR-3661	-0.053	0.241	0.641453172205438	-0.016	0.736	0.963583549462764
hsa-miR-3661-3p:Novel	-0.086	0.055	0.404634655532359	-0.031	0.501	0.913159897172237
hsa-miR-3662	0.036	0.432	0.786753488372093	0.004	0.932	0.988710123160108
hsa-miR-3662-5p:Novel	-0.014	0.764	0.927112947658402	0.038	0.425	0.898599294947121
hsa-miR-3663-3p	-0.036	0.423	0.781673833245936	0.005	0.918	0.988399633363886
hsa-miR-3663-5p	-0.044	0.321	0.715499051233397	-0.112	0.013	0.401859649122807
hsa-miR-3664-3p	-0.016	0.732	0.915064916637105	0.078	0.106	0.696910447761194
hsa-miR-3664-5p	-0.079	0.094	0.479627507163324	-0.072	0.137	0.741609831029186
hsa-miR-3665	-0.076	0.093	0.479627507163324	-0.051	0.265	0.832317290552585
hsa-miR-3665-3p:Novel	0.01	0.828	0.948251908396947	0.011	0.811	0.976617064846417
hsa-miR-3666	-0.112	0.015	0.26969387755102	-0.022	0.635	0.940217731958763
hsa-miR-3666-3p:Novel	0.053	0.239	0.640971080669711	0.08	0.077	0.662228187919463
hsa-miR-3667-3p	-0.057	0.257	0.652968997837058	-0.011	0.825	0.977468337730871
hsa-miR-3667-5p	0.025	0.599	0.861933850551245	0.026	0.58	0.932351548269581
hsa-miR-3668	-0.031	0.492	0.818331344653511	0.003	0.943	0.99007619047619
hsa-miR-3668-3p:Novel	0.032	0.47	0.807153996101365	0.047	0.296	0.84189184826473
hsa-miR-367-3p	0.076	0.091	0.479597633136095	0.049	0.284	0.836154351395731
hsa-miR-367-5p	-0.048	0.333	0.728424581005587	0.052	0.3	0.84498427672956
hsa-miR-3670	-0.017	0.723	0.914191603875135	-0.014	0.77	0.972520461699895
hsa-miR-3670-5p:Novel	-0.093	0.048	0.38890990990991	-0.016	0.735	0.963583549462764
hsa-miR-3671	-0.007	0.89	0.968012345679012	-0.009	0.852	0.979591517128874
hsa-miR-3671-5p:Novel	-0.013	0.796	0.938161872909699	-0.034	0.494	0.910013591217982
hsa-miR-3672	-0.086	0.082	0.466077419354839	0.02	0.691	0.949720748829953
hsa-miR-3672-3p:Novel	-0.153	0.001	0.106787878787879	0.03	0.534	0.920499025341131
hsa-miR-3674	0.008	0.874	0.960092269326683	0.014	0.773	0.972520461699895
hsa-miR-3674-3p:Novel	-0.087	0.069	0.438909747292419	-0.059	0.223	0.803529652351738
hsa-miR-3675-3p	-0.026	0.588	0.856598594460521	-0.03	0.543	0.922434204275535
hsa-miR-3675-5p	-0.118	0.015	0.26969387755102	-0.003	0.949	0.990766498964191
hsa-miR-3677-3p	-0.085	0.073	0.446618055555556	-0.038	0.433	0.898599294947121
hsa-miR-3677-5p	-0.018	0.685	0.900694485842027	-0.012	0.801	0.975240855762595
hsa-miR-3678-3p	0.009	0.846	0.948251908396947	-0.006	0.894	0.988057545148454
hsa-miR-3678-5p	-0.02	0.683	0.899772710280374	-0.056	0.253	0.823242843951985
hsa-miR-3679-3p	0.093	0.078	0.461194630872483	0.157	0.003	0.257853658536585
hsa-miR-3679-5p	-0.093	0.043	0.387549872122762	-0.059	0.204	0.777631862217438
hsa-miR-3680-3p	0.004	0.932	0.98334371257485	0.045	0.317	0.852103737604882
hsa-miR-3680-5p	-0.05	0.305	0.698842652795839	0.037	0.451	0.905597720797721
hsa-miR-3681-3p	-0.033	0.542	0.837722807017544	-0.034	0.534	0.920499025341131
hsa-miR-3681-5p	-0.052	0.282	0.678339931740614	-0.009	0.862	0.98243467011643
hsa-miR-3682-3p	0.014	0.756	0.924087408949011	-0.098	0.03	0.547417475728155
hsa-miR-3682-5p	-0.041	0.427	0.783314940135346	-0.021	0.692	0.950031031807603
hsa-miR-3683	-0.111	0.024	0.313244444444444	0.023	0.653	0.940880748880749
hsa-miR-3683-3p:Novel	-0.014	0.754	0.922923237235151	-0.044	0.341	0.867015873015873
hsa-miR-3684	0.054	0.262	0.655744318181818	0.074	0.133	0.73578021978022
hsa-miR-3684-5p:Novel	0.04	0.388	0.768908482142857	0.009	0.841	0.977468337730871
hsa-miR-3685	-0.064	0.184	0.580497761862131	0.021	0.665	0.944678316123908
hsa-miR-3685-3p:Novel	-0.152	0.001	0.106787878787879	-0.034	0.453	0.905897826086956
hsa-miR-3686	-0.009	0.839	0.948251908396947	0.049	0.288	0.836154351395731
hsa-miR-3686-5p:Novel	0.07	0.128	0.516691867124857	0.028	0.544	0.922434204275535
hsa-miR-3688-3p	-0.005	0.914	0.97722572815534	0.079	0.11	0.70608378870674
hsa-miR-3688-5p	-0.031	0.525	0.831879496402878	0.003	0.949	0.990766498964191
hsa-miR-3689a-3p	-0.013	0.769	0.929340192043896	0.001	0.987	0.999
hsa-miR-3689a-5p, hsa-miR-3689b-5p, hsa-miR-3689e	-0.067	0.144	0.538700636942675	-0.022	0.631	0.939435572454584
hsa-miR-3689b-3p, hsa-miR-3689c	-0.064	0.158	0.55182556987116	-0.022	0.638	0.940217731958763
hsa-miR-3689c-5p:Novel	-0.051	0.293	0.690195187165775	0.001	0.982	0.999
hsa-miR-3689d	-0.019	0.673	0.893950998869205	0.033	0.471	0.905897826086956
hsa-miR-3689d-3p:Novel	-0.018	0.688	0.901821270310192	-0.022	0.625	0.938739957716702
hsa-miR-3689e-3p:Novel	-0.043	0.382	0.764868181818182	-0.044	0.369	0.876250673854448
hsa-miR-3689f	-0.131	0.01	0.241369863013699	-0.054	0.3	0.84498427672956
hsa-miR-3689f-3p:Novel	-0.06	0.184	0.580497761862131	-0.039	0.402	0.890948557089084
hsa-miR-369-3p	-0.045	0.352	0.741451285116557	-0.038	0.43	0.898599294947121
hsa-miR-369-5p	-0.009	0.846	0.948251908396947	0.005	0.918	0.988399633363886
hsa-miR-3690	-0.013	0.797	0.938398930838624	-0.025	0.607	0.937776413853573
hsa-miR-3690-3p:Novel	-0.115	0.013	0.261782857142857	-0.04	0.397	0.89046114971573
hsa-miR-3691-3p	-0.036	0.426	0.783111111111111	-0.025	0.597	0.934429393536963
hsa-miR-3691-5p	-0.054	0.236	0.63582874617737	0.008	0.87	0.984414368184734
hsa-miR-3692-3p	0.056	0.259	0.653340014316392	-0.052	0.296	0.84189184826473
hsa-miR-3692-5p	-0.053	0.243	0.6424096024006	0.021	0.645	0.940217731958763
hsa-miR-370-3p	-0.065	0.155	0.548413654618474	0.005	0.909	0.988057545148454
hsa-miR-370-5p	-0.002	0.974	0.995757470263998	0.042	0.382	0.885054569362262
hsa-miR-3713	-0.053	0.294	0.690243837441706	0.028	0.59	0.93403414195867
hsa-miR-3713-3p:Novel	-0.054	0.261	0.655744318181818	-0.014	0.773	0.972520461699895
hsa-miR-3714	-0.174	0	0	-0.097	0.04	0.580423529411765
hsa-miR-3714-3p:Novel	-0.01	0.826	0.948151140065146	-0.014	0.752	0.967523913837167
hsa-miR-371a-3p	0.064	0.152	0.544911495422177	-0.011	0.816	0.977468337730871
hsa-miR-371a-5p	-0.06	0.175	0.572690674053555	-0.091	0.043	0.587333333333333
hsa-miR-371b-3p	-0.025	0.627	0.876109436954798	0.014	0.796	0.974671299513551
hsa-miR-371b-5p	-0.05	0.307	0.70069170984456	-0.003	0.953	0.991547682314733
hsa-miR-372-3p	-0.141	0.003	0.153217391304348	-0.098	0.042	0.580423529411765
hsa-miR-372-5p	-0.081	0.086	0.472798751950078	-0.029	0.543	0.922434204275535
hsa-miR-373-3p	-0.012	0.802	0.940828229027963	-0.011	0.825	0.977468337730871
hsa-miR-373-5p	-0.006	0.902	0.970766320927395	0.042	0.396	0.89046114971573
hsa-miR-374a-3p	-0.11	0.031	0.351266881028939	0.003	0.951	0.990929627439385
hsa-miR-374a-5p	-0.116	0.022	0.30403137254902	-0.032	0.53	0.919982300884956
hsa-miR-374b-3p	-0.016	0.766	0.927623367697594	-0.083	0.12	0.721638225255973
hsa-miR-374b-5p	0.019	0.702	0.907834128440367	-0.068	0.188	0.770362790697674
hsa-miR-374c-3p	-0.05	0.344	0.735592233009709	-0.039	0.469	0.905897826086956
hsa-miR-374c-5p	-0.037	0.458	0.80059126984127	-0.024	0.644	0.940217731958763
hsa-miR-375-3p	-0.031	0.493	0.818331344653511	-0.094	0.037	0.580423529411765
hsa-miR-375-5p	-0.018	0.727	0.914981428571429	-0.002	0.974	0.996914318907929
hsa-miR-376a-2-5p	-0.028	0.587	0.856203642384106	-0.082	0.114	0.719307032590051
hsa-miR-376a-3p	-0.07	0.142	0.536342979635584	-0.036	0.46	0.905897826086956
hsa-miR-376a-5p	-0.031	0.558	0.846852713178295	-0.071	0.179	0.76752224824356
hsa-miR-376b-3p	-0.092	0.075	0.452568493150685	-0.057	0.276	0.836154351395731
hsa-miR-376b-5p	-0.025	0.623	0.872943141153081	-0.02	0.703	0.955407635942923
hsa-miR-376c-3p	-0.085	0.107	0.496142105263158	0.06	0.264	0.830657142857143
hsa-miR-376c-5p	-0.069	0.156	0.548646706586826	-0.023	0.647	0.940217731958763
hsa-miR-377-3p	-0.032	0.547	0.841024432809773	0.056	0.3	0.84498427672956
