miRNA	age	age.p	age.fdr	bmi	bmi.p	bmi.fdr
hsa-miR-548o	-0.105	0.038	0.368903581267218	-0.088	0.089	0.670162393162393
hsa-miR-548x	0.046	0.346	0.735850331925166	-0.044	0.367	0.876224932249323
hsa-let-7a-2-3p	-0.08	0.109	0.498851948051948	0.059	0.239	0.8173536121673
hsa-let-7a-3p	-0.034	0.45	0.7929	-0.076	0.09	0.672293501048218
hsa-let-7a-5p	-0.02	0.649	0.883382000772499	-0.029	0.528	0.919682289097188
hsa-let-7b-3p	-0.028	0.581	0.85488267223382	0.035	0.496	0.911315954118874
hsa-let-7b-5p	-0.029	0.517	0.827012256014526	-0.078	0.084	0.662228187919463
hsa-let-7c-3p	-0.078	0.104	0.493929919137466	0.011	0.823	0.977468337730871
hsa-let-7c-5p	0.038	0.396	0.771849557522124	-0.068	0.136	0.739604938271605
hsa-let-7d-3p	-0.068	0.142	0.536342979635584	-0.094	0.044	0.587333333333333
hsa-let-7d-5p	0.064	0.152	0.544911495422177	0.013	0.78	0.972520461699895
hsa-let-7e-3p	-0.032	0.544	0.838974179431072	-0.036	0.503	0.913159897172237
hsa-let-7e-5p	0.082	0.071	0.446618055555556	-0.061	0.182	0.76752224824356
hsa-let-7f-1-3p	-0.075	0.158	0.55182556987116	0.006	0.913	0.988057545148454
hsa-let-7f-2-3p	-0.029	0.559	0.847448866067608	0.041	0.419	0.898106796116505
hsa-let-7f-5p	-0.111	0.018	0.288327272727273	0.012	0.809	0.976617064846417
hsa-let-7g-3p	-0.136	0.005	0.183541666666667	-0.018	0.718	0.95819932305378
hsa-let-7g-5p	-0.065	0.144	0.538700636942675	-0.085	0.06	0.646605504587156
hsa-let-7i-3p	-0.08	0.116	0.505920792079208	-0.048	0.349	0.870804628999319
hsa-let-7i-5p	-0.037	0.405	0.774820846905538	-0.032	0.478	0.907443917851501
hsa-miR-1-2-5p:Novel	-0.011	0.804	0.941294352159469	-0.018	0.697	0.950920634920635
hsa-miR-1-3p	0.024	0.604	0.864188388144539	0.086	0.065	0.647062146892655
hsa-miR-1-5p	-0.088	0.049	0.38890990990991	-0.11	0.015	0.42288
hsa-miR-100-3p	-0.008	0.884	0.964164654905602	0.032	0.541	0.922343492985003
hsa-miR-100-5p	0.095	0.046	0.387808612440191	0.018	0.708	0.955820964039786
hsa-miR-101-2-5p	0.042	0.378	0.761891614375357	0.049	0.31	0.848167701863354
hsa-miR-101-3p	0.019	0.666	0.890681318681319	0.024	0.593	0.934429393536963
hsa-miR-101-5p	0.026	0.571	0.851186125211506	0.007	0.886	0.988057545148454
hsa-miR-10226	-0.097	0.035	0.360643274853801	-0.013	0.778	0.972520461699895
hsa-miR-10226-3p:Novel	-0.019	0.669	0.891662632375189	0.024	0.596	0.934429393536963
hsa-miR-10392-3p	-0.024	0.609	0.866767366720517	-0.053	0.276	0.836154351395731
hsa-miR-10392-5p	0.071	0.108	0.496208604954368	0.082	0.07	0.657813333333333
hsa-miR-10393-3p	-0.089	0.086	0.472798751950078	0.011	0.837	0.977468337730871
hsa-miR-10393-5p	-0.071	0.18	0.579287671232877	-0.007	0.895	0.988057545148454
hsa-miR-10394-3p	-0.007	0.881	0.962877323420074	-0.049	0.3	0.84498427672956
hsa-miR-10394-5p	-0.066	0.192	0.584859309182814	-0.068	0.184	0.76752224824356
hsa-miR-10395-3p	0.003	0.951	0.988591150442478	-0.013	0.798	0.975240855762595
hsa-miR-10395-5p	-0.109	0.018	0.288327272727273	-0.079	0.091	0.672293501048218
hsa-miR-10396a-3p	-0.036	0.441	0.790230303030303	-0.021	0.662	0.944106839336301
hsa-miR-10396a-5p	-0.01	0.832	0.948251908396947	0.031	0.502	0.913159897172237
hsa-miR-10396b-3p	-0.03	0.517	0.827012256014526	-0.062	0.194	0.772980877390326
hsa-miR-10396b-5p	-0.026	0.566	0.848398128455976	0.022	0.632	0.939634372367313
hsa-miR-10397-3p	-0.046	0.3	0.693245901639344	-0.103	0.023	0.488265060240964
hsa-miR-10397-5p	-0.056	0.232	0.630353122590594	-0.138	0.004	0.265962264150943
hsa-miR-10398-3p	0.032	0.498	0.818331344653511	-0.001	0.986	0.999
hsa-miR-10398-5p	-0.116	0.019	0.288603448275862	0.036	0.468	0.905897826086956
hsa-miR-10399-3p	-0.014	0.786	0.935858633456749	-0.028	0.59	0.93403414195867
hsa-miR-10399-5p	0.02	0.696	0.904056026538887	0.017	0.746	0.965089574155653
hsa-miR-103a-1-5p	-0.025	0.621	0.872943141153081	0.088	0.085	0.667126948775056
hsa-miR-103a-2-5p	-0.03	0.56	0.847448866067608	-0.019	0.709	0.955820964039786
hsa-miR-103a-3p	-0.014	0.757	0.924347886347886	0.084	0.072	0.662228187919463
hsa-miR-103b-3p:Novel	-0.024	0.599	0.861933850551245	-0.039	0.403	0.890948557089084
hsa-miR-103b-5p	-0.037	0.483	0.815568758984188	-0.052	0.324	0.857401785714286
hsa-miR-10400-3p	0.01	0.835	0.948251908396947	-0.004	0.936	0.98904467766117
hsa-miR-10400-5p	0.034	0.451	0.793868131868132	0.046	0.304	0.84498427672956
hsa-miR-10401-3p	-0.047	0.33	0.725464753587024	-0.046	0.347	0.870340213523132
hsa-miR-10401-5p	-0.07	0.115	0.505920792079208	-0.045	0.321	0.853738867924528
hsa-miR-105-3p	-0.101	0.025	0.318050541516246	-0.077	0.092	0.676843423799582
hsa-miR-105-5p	-0.085	0.063	0.427768786127168	-0.097	0.035	0.571018518518518
hsa-miR-10522-3p:Novel	0.008	0.863	0.952760651629073	0.048	0.29	0.836301145662848
hsa-miR-10522-5p	-0.04	0.421	0.78043345607575	-0.055	0.272	0.83277845351868
hsa-miR-10523-3p:Novel	0	0.997	0.998132954545455	-0.078	0.084	0.662228187919463
hsa-miR-10523-5p	-0.053	0.264	0.656553281580805	0.036	0.451	0.905597720797721
hsa-miR-10524-3p:Novel	-0.071	0.131	0.522221719457014	-0.087	0.068	0.657813333333333
hsa-miR-10524-5p	-0.092	0.061	0.426515873015873	-0.064	0.198	0.773560975609756
hsa-miR-10525-3p	-0.045	0.365	0.753520796719391	0.024	0.633	0.939634372367313
hsa-miR-10525-5p:Novel	-0.043	0.388	0.768908482142857	0.025	0.621	0.938739957716702
hsa-miR-10526-3p	0.038	0.402	0.774547840349918	-0.019	0.678	0.945123417721519
hsa-miR-10526-5p:Novel	0.032	0.48	0.814013474494706	-0.012	0.794	0.973914375217543
hsa-miR-10527-3p:Novel	0.067	0.133	0.527806306306306	0.042	0.357	0.870804628999319
hsa-miR-10527-5p	0.097	0.03	0.345490196078431	0.051	0.261	0.827318996415771
hsa-miR-106a-3p	-0.067	0.196	0.584859309182814	0.009	0.863	0.982621001615509
hsa-miR-106a-5p	-0.069	0.161	0.555694417238002	-0.017	0.737	0.963583549462764
hsa-miR-106b-3p	0.012	0.812	0.943140408701384	-0.056	0.258	0.827318996415771
hsa-miR-106b-5p	-0.038	0.395	0.771849557522124	0.015	0.742	0.964858507901507
hsa-miR-107	-0.029	0.522	0.831613019891501	-0.043	0.351	0.870804628999319
hsa-miR-107-5p:Novel	0.055	0.253	0.648620289855072	0.002	0.965	0.994054370067232
hsa-miR-10a-3p	-0.021	0.653	0.884041426927503	-0.065	0.174	0.764558603491272
hsa-miR-10a-5p	-0.041	0.366	0.754700994733762	-0.093	0.04	0.580423529411765
hsa-miR-10b-3p	-0.024	0.61	0.866790322580645	-0.048	0.312	0.848570552147239
hsa-miR-10b-5p	-0.051	0.253	0.648620289855072	0.001	0.986	0.999
hsa-miR-11181-3p	-0.02	0.664	0.890386605783866	-0.027	0.572	0.928051565377532
hsa-miR-11181-5p	-0.011	0.84	0.948251908396947	0.086	0.105	0.696910447761194
hsa-miR-11399	-0.033	0.47	0.807153996101365	0.036	0.437	0.902689331770223
hsa-miR-11399-3p:Novel	-0.043	0.333	0.728424581005587	0.048	0.287	0.836154351395731
hsa-miR-11400	-0.061	0.193	0.584859309182814	0.033	0.489	0.907443917851501
hsa-miR-11400-3p:Novel	-0.086	0.057	0.413308641975309	-0.198	0	0
hsa-miR-11401	-0.009	0.843	0.948251908396947	0.039	0.407	0.893531230674088
hsa-miR-11401-3p:Novel	-0.091	0.046	0.387808612440191	-0.056	0.228	0.805385229540918
hsa-miR-1178-3p	-0.036	0.486	0.817110687022901	0.04	0.44	0.902859780727063
hsa-miR-1178-5p	-0.031	0.527	0.832055555555556	-0.085	0.089	0.670162393162393
hsa-miR-1179	0.023	0.624	0.873302621127879	0.075	0.119	0.719307032590051
hsa-miR-1179-3p:Novel	-0.16	0	0	-0.064	0.163	0.759086161879896
hsa-miR-1180-3p	-0.073	0.115	0.505920792079208	-0.125	0.008	0.313244444444444
hsa-miR-1180-5p	0.049	0.313	0.707966623876765	-0.017	0.734	0.962999255398362
hsa-miR-1181	-0.097	0.032	0.3524	-0.044	0.336	0.867015873015873
hsa-miR-1181-3p:Novel	-0.094	0.036	0.362468571428571	-0.098	0.03	0.547417475728155
hsa-miR-1182	-0.015	0.739	0.91624	0.006	0.9	0.988057545148454
hsa-miR-1182-5p:Novel	-0.064	0.152	0.544911495422177	-0.067	0.142	0.743262536873156
hsa-miR-1183	-0.078	0.083	0.469489566613162	-0.039	0.39	0.890129533678757
hsa-miR-1183-5p:Novel	-0.093	0.037	0.366258426966292	-0.038	0.408	0.893531230674088
hsa-miR-1184	-0.093	0.037	0.366258426966292	-0.033	0.47	0.905897826086956
hsa-miR-1184-5p:Novel	-0.075	0.1	0.484731774415406	-0.041	0.377	0.879833112582782
hsa-miR-1185-3p	0.011	0.819	0.947212340006564	0.034	0.495	0.910427974947808
hsa-miR-1185-5p	0.015	0.751	0.921491643454039	0.014	0.783	0.972520461699895
hsa-miR-1193	-0.083	0.069	0.438909747292419	-0.066	0.15	0.747666195190948
hsa-miR-1193-3p:Novel	-0.03	0.501	0.818331344653511	-0.078	0.087	0.670162393162393
hsa-miR-1197	-0.089	0.055	0.404634655532359	-0.064	0.172	0.761467336683417
hsa-miR-1197-5p:Novel	-0.031	0.511	0.822266666666667	-0.004	0.926	0.988710123160108
hsa-miR-1199-3p	-0.114	0.012	0.261782857142857	-0.038	0.413	0.896741836105976
hsa-miR-1199-5p	-0.043	0.346	0.735850331925166	-0.016	0.724	0.958686679174484
hsa-miR-1200	-0.062	0.175	0.572690674053555	-0.008	0.86	0.982247976691486
hsa-miR-1200-3p:Novel	-0.103	0.023	0.304706766917293	-0.028	0.54	0.921976744186047
hsa-miR-1202	-0.028	0.532	0.833600711427301	-0.122	0.007	0.297204819277108
hsa-miR-1202-3p:Novel	-0.013	0.764	0.927112947658402	-0.059	0.195	0.772980877390326
hsa-miR-1203	-0.019	0.667	0.890681318681319	0.01	0.827	0.977468337730871
hsa-miR-1203-3p:Novel	-0.027	0.559	0.847448866067608	-0.013	0.786	0.972520461699895
hsa-miR-1204	-0.082	0.07	0.443669064748201	-0.079	0.083	0.662228187919463
hsa-miR-1204-3p:Novel	0.03	0.526	0.832055555555556	0.021	0.66	0.942398703403566
hsa-miR-1205	-0.033	0.493	0.818331344653511	0.049	0.321	0.853738867924528
hsa-miR-1205-3p:Novel	-0.002	0.965	0.990868298368298	0.067	0.154	0.748546206896552
hsa-miR-1206	-0.011	0.839	0.948251908396947	0.063	0.244	0.8173536121673
hsa-miR-1206-3p:Novel	-0.124	0.009	0.234933333333333	-0.067	0.167	0.761467336683417
hsa-miR-1207-3p	-0.059	0.254	0.648620289855072	0.003	0.957	0.992486168334314
hsa-miR-1207-5p	-0.009	0.846	0.948251908396947	0.05	0.268	0.83277845351868
hsa-miR-1208	-0.07	0.127	0.515608294930876	0.061	0.191	0.771502850627138
hsa-miR-1208-3p:Novel	0.06	0.181	0.579858181818182	0.068	0.132	0.73578021978022
hsa-miR-12113	0.011	0.823	0.948151140065146	0.04	0.415	0.898106796116505
hsa-miR-12113-3p:Novel	-0.079	0.092	0.479597633136095	-0.04	0.406	0.892541484716157
hsa-miR-12114	-0.023	0.629	0.87685736677116	0.078	0.103	0.695348659003831
hsa-miR-12114-3p:Novel	0.003	0.945	0.98701244813278	0.013	0.773	0.972520461699895
hsa-miR-12115	-0.125	0.007	0.216385964912281	-0.075	0.111	0.711207272727273
hsa-miR-12115-3p:Novel	-0.081	0.073	0.446618055555556	-0.042	0.361	0.870804628999319
hsa-miR-12116	-0.043	0.349	0.737778044391122	-0.05	0.28	0.836154351395731
hsa-miR-12116-3p:Novel	-0.07	0.128	0.516691867124857	-0.072	0.123	0.72242
hsa-miR-12117	-0.049	0.29	0.686801075268817	0.004	0.927	0.988710123160108
hsa-miR-12117-3p:Novel	0.047	0.289	0.686277628032345	0.015	0.746	0.965089574155653
hsa-miR-12118	0.063	0.165	0.560713596914176	0.034	0.458	0.905897826086956
hsa-miR-12118-3p:Novel	-0.008	0.866	0.954577416327807	-0.009	0.849	0.978888888888889
hsa-miR-12119	-0.074	0.098	0.484731774415406	-0.065	0.152	0.748546206896552
hsa-miR-12119-3p:Novel	-0.123	0.007	0.216385964912281	-0.088	0.058	0.638725
hsa-miR-12120	-0.087	0.065	0.430563909774436	-0.038	0.427	0.898599294947121
hsa-miR-12120-3p:Novel	-0.008	0.858	0.951624017604527	-0.034	0.456	0.905897826086956
hsa-miR-12121	0.058	0.194	0.584859309182814	0.035	0.438	0.902859780727063
hsa-miR-12121-3p:Novel	-0.072	0.105	0.494679144385027	-0.092	0.043	0.587333333333333
hsa-miR-12122	0.009	0.848	0.948898192197907	0.005	0.922	0.988710123160108
hsa-miR-12122-3p:Novel	-0.038	0.408	0.775735199138859	-0.033	0.481	0.907443917851501
hsa-miR-12123	0.05	0.264	0.656553281580805	0.078	0.083	0.662228187919463
hsa-miR-12123-3p:Novel	-0.057	0.248	0.646414201183432	-0.008	0.877	0.986093908629442
hsa-miR-12124	-0.104	0.021	0.300829268292683	-0.009	0.837	0.977468337730871
hsa-miR-12124-5p:Novel	-0.076	0.089	0.476650455927052	-0.009	0.839	0.977468337730871
hsa-miR-12125	-0.051	0.258	0.653340014316392	0.066	0.148	0.746907539118065
hsa-miR-12125-5p:Novel	-0.061	0.194	0.584859309182814	-0.025	0.601	0.93497047157338
hsa-miR-12126	-0.047	0.296	0.69263213811421	-0.071	0.118	0.719307032590051
hsa-miR-12126-5p:Novel	-0.087	0.05	0.394131578947368	-0.045	0.32	0.853010590015129
hsa-miR-12127	-0.072	0.107	0.496142105263158	-0.065	0.149	0.746907539118065
hsa-miR-12127-5p:Novel	-0.144	0.002	0.135538461538462	0	0.999	0.999
hsa-miR-12128	-0.072	0.108	0.496208604954368	-0.103	0.023	0.488265060240964
hsa-miR-12128-5p:Novel	-0.092	0.044	0.387808612440191	-0.021	0.652	0.940880748880749
hsa-miR-12129	-0.005	0.915	0.977701637355973	-0.061	0.206	0.778909871244635
hsa-miR-12129-5p:Novel	-0.121	0.012	0.261782857142857	-0.057	0.244	0.8173536121673
hsa-miR-12130	-0.1	0.034	0.357659701492537	0	0.998	0.999
hsa-miR-12130-5p:Novel	-0.11	0.022	0.30403137254902	-0.012	0.804	0.975988976920427
hsa-miR-12131	-0.08	0.084	0.469866666666667	-0.077	0.102	0.695257253384913
hsa-miR-12131-5p:Novel	0.111	0.023	0.304706766917293	0.058	0.24	0.8173536121673
hsa-miR-12132	-0.061	0.188	0.581661106233538	-0.028	0.56	0.924166122258516
hsa-miR-12132-5p:Novel	-0.035	0.444	0.790230303030303	0	0.998	0.999
hsa-miR-12133	-0.032	0.514	0.824458807464725	-0.027	0.585	0.93324581258488
hsa-miR-12133-5p:Novel	-0.007	0.89	0.968012345679012	0.058	0.268	0.83277845351868
hsa-miR-12135	-0.011	0.811	0.942600263852243	0.078	0.096	0.681167652859961
hsa-miR-12135-5p:Novel	0.017	0.725	0.914981428571429	-0.022	0.651	0.940880748880749
hsa-miR-12136	0.009	0.832	0.948251908396947	-0.084	0.063	0.647062146892655
hsa-miR-12136-3p:Novel	0.037	0.406	0.775050920910076	-0.012	0.794	0.973914375217543
hsa-miR-122-3p	-0.111	0.035	0.360643274853801	0.026	0.627	0.938739957716702
hsa-miR-122-5p	0.022	0.618	0.871481392557023	-0.024	0.602	0.93497047157338
hsa-miR-1224-3p	-0.022	0.657	0.885379732313576	-0.047	0.342	0.867056115107914
hsa-miR-1224-5p	-0.011	0.802	0.940828229027963	0.041	0.37	0.876263440860215
hsa-miR-1225-3p	0.041	0.38	0.763031339031339	0.098	0.04	0.580423529411765
hsa-miR-1225-5p	-0.009	0.855	0.950779425686336	-0.056	0.243	0.8173536121673
hsa-miR-1226-3p	-0.045	0.391	0.768908482142857	-0.057	0.286	0.836154351395731
hsa-miR-1226-5p	-0.067	0.148	0.54384984358707	0.05	0.282	0.836154351395731
hsa-miR-1227-3p	-0.044	0.399	0.772993952721275	0.033	0.536	0.920499025341131
hsa-miR-1227-5p	-0.014	0.773	0.931299829059829	0.01	0.832	0.977468337730871
hsa-miR-1228-3p	0.026	0.579	0.854437185929648	0.087	0.07	0.657813333333333
hsa-miR-1228-5p	0.053	0.236	0.63582874617737	0.014	0.756	0.969837641062978
hsa-miR-1229-3p	-0.007	0.892	0.968096088697259	-0.01	0.849	0.978888888888889
hsa-miR-1229-5p	-0.063	0.154	0.546521651560926	-0.007	0.879	0.986093908629442
hsa-miR-122b-3p	-0.099	0.056	0.408579710144928	-0.012	0.819	0.977468337730871
hsa-miR-122b-5p	-0.091	0.068	0.435694545454546	0.019	0.704	0.955661016949153
hsa-miR-1231	-0.028	0.529	0.833600711427301	-0.054	0.23	0.807290836653387
hsa-miR-1231-3p:Novel	-0.098	0.028	0.333351351351351	-0.003	0.949	0.990766498964191
hsa-miR-1233-3p	-0.004	0.926	0.981716004813478	-0.038	0.404	0.891481527864746
hsa-miR-1233-5p	0.006	0.902	0.970766320927395	-0.045	0.328	0.8593843866171
hsa-miR-1234-3p	-0.015	0.779	0.933105370496261	0.063	0.236	0.814558276199804
hsa-miR-1234-5p:Novel	0.003	0.951	0.988591150442478	-0.012	0.796	0.974671299513551
hsa-miR-1236-3p	-0.032	0.539	0.836019366197183	-0.003	0.961	0.993605147704007
hsa-miR-1236-5p	-0.068	0.129	0.518353477765108	-0.102	0.026	0.529618497109827
hsa-miR-1237-5p	0.057	0.204	0.595605633802817	0.043	0.34	0.867015873015873
hsa-miR-1238-3p	0.041	0.436	0.789144324601952	-0.091	0.087	0.670162393162393
hsa-miR-1238-5p	-0.072	0.128	0.516691867124857	-0.041	0.4	0.89046114971573
hsa-miR-124-3p	0.011	0.809	0.941748597822501	-0.005	0.914	0.988057545148454
hsa-miR-124-5p	-0.012	0.781	0.934865489130435	-0.125	0.006	0.293666666666667
hsa-miR-1243	-0.06	0.24	0.641453172205438	0.017	0.739	0.963817912657291
hsa-miR-1243-3p:Novel	0	0.993	0.99698038100654	-0.059	0.198	0.773560975609756
hsa-miR-1244	0.009	0.844	0.948251908396947	-0.026	0.573	0.928643446379468
hsa-miR-1244-5p:Novel	0.041	0.398	0.772330396475771	0.057	0.248	0.82061220657277
hsa-miR-1245a	-0.019	0.709	0.911534476468442	-0.057	0.261	0.827318996415771
hsa-miR-1245a-5p:Novel	0.066	0.212	0.608873675631622	0.069	0.193	0.772877272727273
hsa-miR-1245b-3p	-0.043	0.413	0.77663393810032	-0.044	0.406	0.892541484716157
hsa-miR-1245b-5p	0.044	0.389	0.768908482142857	0.05	0.338	0.867015873015873
hsa-miR-1246	-0.041	0.405	0.774820846905538	0.064	0.195	0.772980877390326
hsa-miR-1246-3p:Novel	-0.003	0.947	0.987637762651672	-0.007	0.878	0.986093908629442
hsa-miR-1247-3p	-0.038	0.407	0.77528	-0.033	0.476	0.906660194174757
hsa-miR-1247-5p	0.007	0.891	0.968096088697259	0.014	0.774	0.972520461699895
hsa-miR-1248	-0.101	0.04	0.376898395721925	-0.06	0.233	0.811629921259843
hsa-miR-1248-3p:Novel	-0.089	0.059	0.418342052313883	0.011	0.814	0.976689138576779
hsa-miR-1249-3p	0.05	0.3	0.693245901639344	0.028	0.56	0.924166122258516
hsa-miR-1249-5p	-0.073	0.108	0.496208604954368	-0.05	0.278	0.836154351395731
hsa-miR-1250-3p	-0.124	0.019	0.288603448275862	-0.046	0.385	0.886178967994775
hsa-miR-1250-5p	0.057	0.201	0.592244147157191	0.045	0.318	0.852191634980989
hsa-miR-1251-3p	0.031	0.508	0.819684981684982	0.03	0.525	0.919682289097188
hsa-miR-1251-5p	0.056	0.259	0.653340014316392	0.041	0.418	0.898106796116505
hsa-miR-1252-3p	-0.072	0.124	0.512281359906213	0.018	0.705	0.955798693814829
hsa-miR-1252-5p	-0.109	0.023	0.304706766917293	-0.045	0.351	0.870804628999319
hsa-miR-1253	-0.071	0.115	0.505920792079208	-0.038	0.412	0.895674275138803
hsa-miR-1253-3p:Novel	0.011	0.809	0.941748597822501	-0.014	0.755	0.969260473588342
hsa-miR-1255a	-0.057	0.217	0.615211584875302	-0.064	0.172	0.761467336683417
hsa-miR-1255a-3p:Novel	-0.089	0.048	0.38890990990991	-0.053	0.244	0.8173536121673
hsa-miR-1255b-1-3p:Novel	-0.169	0.001	0.106787878787879	-0.041	0.433	0.898599294947121
hsa-miR-1255b-2-3p	-0.003	0.954	0.98874078408426	0.021	0.694	0.950031031807603
hsa-miR-1255b-5p	0.116	0.009	0.234933333333333	0.137	0.002	0.251714285714286
hsa-miR-1256	-0.066	0.149	0.544650972364381	-0.085	0.066	0.653325842696629
hsa-miR-1256-3p:Novel	0.01	0.825	0.948151140065146	0.106	0.021	0.474384615384615
hsa-miR-1257	-0.013	0.766	0.927623367697594	0.034	0.447	0.90472893982808
hsa-miR-1257-3p:Novel	-0.066	0.137	0.532878587196468	-0.087	0.056	0.632512820512821
hsa-miR-1258	-0.096	0.033	0.354548780487805	-0.159	0.001	0.195777777777778
hsa-miR-1258-5p:Novel	0.024	0.63	0.87685736677116	0.002	0.974	0.996914318907929
hsa-miR-125a-3p	-0.053	0.259	0.653340014316392	0.011	0.819	0.977468337730871
hsa-miR-125a-5p	0.008	0.874	0.960092269326683	-0.063	0.197	0.773082405345212
hsa-miR-125b-1-3p	0.005	0.917	0.97865172622653	-0.013	0.782	0.972520461699895
hsa-miR-125b-2-3p	-0.074	0.109	0.498851948051948	0.045	0.332	0.863496688741722
hsa-miR-125b-5p	-0.087	0.052	0.40010480349345	0.034	0.453	0.905897826086956
hsa-miR-126-3p	-0.043	0.358	0.747704491725768	0.026	0.592	0.934429393536963
hsa-miR-126-5p	-0.112	0.016	0.273708737864078	-0.068	0.147	0.746907539118065
hsa-miR-1260a	-0.107	0.023	0.304706766917293	-0.046	0.335	0.866769456681351
hsa-miR-1260a-3p:Novel	-0.109	0.015	0.26969387755102	-0.092	0.041	0.580423529411765
hsa-miR-1260b	-0.125	0.005	0.183541666666667	-0.122	0.007	0.297204819277108
hsa-miR-1260b-3p:Novel	-0.089	0.049	0.38890990990991	-0.035	0.438	0.902859780727063
hsa-miR-1261	0.001	0.98	0.996686868686869	-0.03	0.521	0.918920920920921
hsa-miR-1261-3p:Novel	0.007	0.881	0.962877323420074	0.043	0.346	0.870340213523132
hsa-miR-1262	-0.11	0.023	0.304706766917293	-0.116	0.018	0.446704225352113
hsa-miR-1262-3p:Novel	-0.048	0.279	0.673883481836875	-0.011	0.816	0.977468337730871
hsa-miR-1263	-0.069	0.134	0.528797312430011	-0.072	0.122	0.72242
hsa-miR-1263-3p:Novel	-0.074	0.11	0.498893178893179	0.01	0.826	0.977468337730871
hsa-miR-1264	-0.025	0.618	0.871481392557023	0.037	0.463	0.905897826086956
hsa-miR-1264-5p:Novel	0.044	0.376	0.761508045977011	0.041	0.418	0.898106796116505
hsa-miR-1265	0	0.999	0.999	-0.002	0.962	0.993605147704007
hsa-miR-1265-3p:Novel	-0.052	0.246	0.644059435364042	-0.008	0.856	0.981497562560936
hsa-miR-1266-3p	0.014	0.773	0.931299829059829	0.077	0.119	0.719307032590051
hsa-miR-1266-5p	0.07	0.143	0.537240938166311	0.066	0.177	0.766836185819071
hsa-miR-1267	-0.082	0.068	0.435694545454546	-0.033	0.467	0.905897826086956
hsa-miR-1267-3p:Novel	-0.058	0.191	0.584859309182814	-0.054	0.231	0.809188866799205
hsa-miR-1268a	0	0.998	0.998850326611758	-0.091	0.054	0.632212624584718
hsa-miR-1268a-3p:Novel	-0.006	0.891	0.968096088697259	-0.029	0.517	0.917375629405841
hsa-miR-1268b	-0.041	0.414	0.777684434968017	0.058	0.26	0.827318996415771
hsa-miR-1268b-3p:Novel	-0.075	0.093	0.479627507163324	-0.05	0.269	0.83277845351868
hsa-miR-1269a	0.008	0.863	0.952760651629073	-0.002	0.963	0.993605147704007
hsa-miR-1269a-5p:Novel	-0.102	0.026	0.320363636363636	-0.013	0.779	0.972520461699895
hsa-miR-1269b	-0.006	0.91	0.975316301703163	0.073	0.153	0.748546206896552
hsa-miR-1269b-3p:Novel	0.041	0.366	0.754700994733762	-0.039	0.392	0.89046114971573
hsa-miR-127-3p	0.012	0.791	0.936025520483546	0.024	0.601	0.93497047157338
hsa-miR-127-5p	-0.012	0.796	0.938161872909699	-0.039	0.4	0.89046114971573
hsa-miR-1270	-0.04	0.382	0.764868181818182	-0.011	0.807	0.976267765190525
hsa-miR-1270-3p:Novel	0.033	0.461	0.801618906942393	0.016	0.719	0.95819932305378
hsa-miR-1271-3p	0.014	0.771	0.931118574366004	0.054	0.268	0.83277845351868
hsa-miR-1271-5p	0.021	0.694	0.902456088560886	0.023	0.675	0.944678316123908
hsa-miR-1272	-0.056	0.211	0.606991020408163	-0.035	0.441	0.902859780727063
hsa-miR-1272-3p:Novel	-0.062	0.163	0.559310613437196	-0.052	0.252	0.823242843951985
hsa-miR-1273c	0.092	0.039	0.372455284552846	0.088	0.051	0.613392491467577
hsa-miR-1273c-3p:Novel	0.018	0.69	0.901821270310192	0.033	0.483	0.907443917851501
hsa-miR-1273h-3p	-0.053	0.29	0.686801075268817	0.025	0.624	0.938739957716702
hsa-miR-1273h-5p	0.01	0.822	0.948151140065146	-0.042	0.358	0.870804628999319
hsa-miR-1275	-0.034	0.499	0.818331344653511	0.009	0.854	0.980291856677524
hsa-miR-1275-3p:Novel	0.004	0.922	0.979538136870666	-0.004	0.936	0.98904467766117
hsa-miR-1276	-0.086	0.066	0.434736448598131	-0.043	0.363	0.870804628999319
hsa-miR-1276-3p:Novel	0.066	0.141	0.536342979635584	0.027	0.551	0.922434204275535
hsa-miR-1277-3p	-0.076	0.13	0.519410430839002	0.026	0.608	0.938087565674256
hsa-miR-1277-5p	-0.047	0.375	0.761508045977011	0.023	0.67	0.944678316123908
hsa-miR-1278	-0.106	0.03	0.345490196078431	-0.072	0.149	0.746907539118065
hsa-miR-1278-5p:Novel	-0.028	0.578	0.854034381551363	0.046	0.376	0.879830013280212
hsa-miR-1279	-0.073	0.141	0.536342979635584	-0.036	0.471	0.905897826086956
hsa-miR-1279-3p:Novel	-0.026	0.593	0.857501846532622	0.031	0.54	0.921976744186047
hsa-miR-128-1-5p	-0.029	0.511	0.822266666666667	-0.011	0.804	0.975988976920427
hsa-miR-128-2-5p	-0.027	0.548	0.841529360591562	-0.006	0.902	0.988057545148454
hsa-miR-128-3p	-0.031	0.483	0.815568758984188	-0.023	0.616	0.938739957716702
hsa-miR-1281	-0.022	0.623	0.872943141153081	0.003	0.95	0.990766498964191
hsa-miR-1281-5p:Novel	0.036	0.417	0.779579840848806	0.002	0.964	0.993605147704007
hsa-miR-1282	-0.023	0.604	0.864188388144539	-0.049	0.283	0.836154351395731
hsa-miR-1282-3p:Novel	0.017	0.698	0.904320588235294	0.02	0.656	0.940880748880749
hsa-miR-1283	-0.077	0.088	0.474903522205207	-0.041	0.375	0.878656914893617
