ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averageabstemious	Averageheavy	Averagelight	Medianabstemious	Medianheavy	Medianlight
has-miR-548o	0.581102944228438	0.484636145945022	1.31658754226852	0.368100206318205	0.712798517054802	NA	heavy_vs_abstemious	NA	1.20037687898266	0.678535349886603	0.462320824804654	0	0	0
has-miR-548x	1.91458455148291	0.0506622944985573	1.03431186476676	0.0489816429882894	0.960933925151053	NA	heavy_vs_abstemious	NA	2.10335383147435	1.84308970165159	1.76649814884906	0	0.699693110857488	0
hsa-let-7a-2-3p	0.510410667426444	-0.549532437482545	1.1540878969077	-0.476161684872512	0.633959193842941	NA	heavy_vs_abstemious	NA	0.329590982228212	0.581391415545608	0.482769232329107	0	0	0
hsa-let-7a-3p	721.349463558236	-0.240433942992472	0.684564548768051	-0.351221726899472	0.725422011429144	0.975569946197612	heavy_vs_abstemious	FALSE	4236.50970629053	299.887524266647	448.710271015108	44.4134993683841	12.5062714354323	15.9724382162509
hsa-let-7a-5p	17.9512808805938	0.769579526465012	0.60064212195842	1.28126133404658	0.200101889233628	0.801682091260842	heavy_vs_abstemious	FALSE	10.5852654502723	11.3001357464578	20.6986521050479	6.48239738112973	5.3158305847192	7.65815266376447
hsa-let-7b-3p	0.606591480187684	-0.332363758998664	1.57777363488627	-0.21065363981863	0.833157552822751	NA	heavy_vs_abstemious	NA	0.786546107368133	0.354293273519773	0.644300507667408	0	0	0
hsa-let-7b-5p	436.16149112855	-0.0755011624462371	0.723724750833042	-0.104323034909794	0.916912998435114	0.997969355844354	heavy_vs_abstemious	FALSE	2275.20531437432	291.060940255676	284.030067345843	25.3362465757159	11.5108381773581	13.7759993765427
hsa-let-7c-3p	5.50667541683246	1.13030286323458	0.822288996307464	1.37458103940375	0.16926137018074	0.752405666739827	heavy_vs_abstemious	FALSE	9.0545127133878	4.29415829333327	5.04469319963941	0.523971304420287	0.662509141308717	0.197953459473891
hsa-let-7c-5p	32.6764061115394	0.109827102007564	0.701717435736105	0.156511861348229	0.875629570455297	0.997969355844354	heavy_vs_abstemious	FALSE	184.437246534493	15.1197439582116	19.5200626023471	4.54735461940635	2.05582816485699	2.93145167324906
hsa-let-7d-3p	5.58240542391933	0.825943620047609	0.770574625646835	1.07185416254045	0.283785541138831	0.84198634611474	heavy_vs_abstemious	FALSE	21.4922571936763	4.76156336006802	3.59143525583422	0.905011703545244	0.628307739024284	1.64844606363454
hsa-let-7d-5p	84.7263620575351	0.300020751307283	0.699569099088745	0.428865070938794	0.668021420765578	0.963298112897332	heavy_vs_abstemious	FALSE	486.285041117862	55.9784549909137	47.5241940640028	6.87225697252386	4.35698050121275	2.93390747956161
hsa-let-7e-3p	0.0926959525265536	-0.645592055883519	3.20039446485875	-0.201722651058269	0.840133553626023	NA	heavy_vs_abstemious	NA	0.183579681984403	0.0975009116614212	0.070683542601949	0	0	0
hsa-let-7e-5p	8.28688404330971	1.42461984904491	0.701306047167887	2.03138109930467	0.0422163502309741	0.50102045840156	heavy_vs_abstemious	FALSE	37.4975883288681	7.16976225460038	4.78690174298688	2.69461330129862	3.1350363789515	1.98624274090477
hsa-let-7f-1-3p	0.148231312069842	0.498655661906728	3.487669423642	0.142976756491447	0.886308538206381	NA	heavy_vs_abstemious	NA	0.0585607308657198	0.348218648046322	0.100452720051057	0	0	0
hsa-let-7f-2-3p	0.575557015736163	-1.24106120142661	0.945829799254991	-1.31214009370837	0.189472870203621	NA	heavy_vs_abstemious	NA	1.68751202012165	0.477503072097043	0.391973786340163	0	0.193533693320702	0
hsa-let-7f-5p	2.21317899747824	0.200284518054663	0.778338814942023	0.257323050334554	0.796929399823774	NA	heavy_vs_abstemious	NA	2.09324876967146	3.20991009647821	1.82437214158707	0.913118762673353	1.19370682556493	0.66956901399464
hsa-let-7g-3p	2.96451879005013	-0.484702797097252	0.732523939397393	-0.661688678046467	0.508170762201074	NA	heavy_vs_abstemious	NA	2.28848716169938	2.29816968109201	3.09541128835531	0.503193646613315	0.451733853234059	0.277161881536096
hsa-let-7g-5p	494.25023297281	-0.262528418679394	0.816582274699516	-0.321496592337861	0.747834094234288	0.977389970848757	heavy_vs_abstemious	FALSE	2652.9203016924	329.201995477258	307.606461318333	17.0798176670212	7.76657255996318	8.12386610499567
hsa-let-7i-3p	0.309460606375863	-0.314937369142266	1.53115381599283	-0.205686303918496	0.837035957701625	NA	heavy_vs_abstemious	NA	0.397009647753652	0.136639305799193	0.339463972421938	0	0	0
hsa-let-7i-5p	545.492827463399	0.0281263742087708	0.759901749593398	0.0370131720631259	0.970474503149995	0.997969355844354	heavy_vs_abstemious	FALSE	2828.31622373117	344.817113859751	366.259878691938	16.6954155302456	7.15971887237719	8.18028245806141
hsa-miR-1-2-5p:Novel	9.96620767359249	1.03118109436734	0.69550403935835	1.48263854127817	0.138170471444154	0.718258070565065	heavy_vs_abstemious	FALSE	8.96628420673815	8.24134488194657	9.72188983680765	3.09357258478815	4.15578712055176	3.63568109247174
hsa-miR-1-3p	1.95760720065832	-0.147448899889954	0.649985955987219	-0.226849362715852	0.82054087822045	NA	heavy_vs_abstemious	NA	1.80996465024061	1.76298187743445	1.93564164611566	1.3240022859899	0.719979329732848	1.13183131793363
hsa-miR-1-5p	12.2163827187717	0.297760256847349	0.586628125157052	0.507579238154721	0.611748453894885	0.961975258683102	heavy_vs_abstemious	FALSE	7.97663590549689	10.6972414017848	11.8153741936092	5.20374789479001	6.97354842461958	6.13217283058492
