ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average_normal	Average_obese	Average_overweight	Average_underweight	Median_normal	Median_obese	Median_overweight	Median_underweight
hsa-let-7a-2-3p	0.543289303699942	0.574552313663452	0.620369370433713	0.926145520791541	0.354370360140636	0.952286002113221	underweight_vs_normal	FALSE	0.473880150078238	0.334010184063845	0.852725344921445	0.605124064758086	0	0	0	0
hsa-let-7a-3p	551.785317606359	0.779588738678918	0.494575824940555	1.57627748742596	NA	NA	underweight_vs_normal	NA	325.319922916661	63.1740862596951	286.399883775354	3503.73581844909	19.0478308731826	21.646945040897	9.96867399846004	27.1526716714026
hsa-let-7a-5p	14.3431122989646	-0.254557382221981	0.418602835524934	-0.608111939573373	0.543113233989617	0.990127044760199	underweight_vs_normal	FALSE	16.0322730471635	10.8841247096337	10.8048780439267	15.6486387626056	6.98381464410546	5.5820907600448	4.80355000571998	7.22920623593095
hsa-let-7b-3p	0.46642858175946	0.201095133119389	1.04149177949256	0.193083744950313	0.846893382765808	NA	underweight_vs_normal	NA	0.563303186399199	0.317049291286999	0.262494205961676	0.443418439822794	0	0	0	0
hsa-let-7b-5p	328.961407011101	0.573622511362945	0.521841021871511	1.09922847633888	NA	NA	underweight_vs_normal	NA	208.321699252985	40.7541733880309	140.59166179005	2049.70202073616	13.2719507923825	17.1627949323962	6.71191876640335	18.9477273964172
hsa-let-7c-3p	4.05906894253878	0.0981701447670446	0.543694231890219	0.180561313710731	0.856711923875548	0.998713548785452	underweight_vs_normal	FALSE	4.34203201422416	2.17118648791691	3.11570458830549	6.76040966433454	0.147737948075273	0	0.607226352401894	0.124227710317512
hsa-let-7c-5p	24.1723732282617	0.203420813795277	0.527690273237123	0.385492824317926	NA	NA	underweight_vs_normal	NA	16.0620113230508	6.34382781320675	9.59480643929772	143.9818370322	3.32379946175436	3.51669098860905	1.65617603338945	2.96512840631963
hsa-let-7d-3p	4.73081634582292	0.566913141295149	0.570689981476844	0.993381975671062	0.320523841962289	0.935170891720856	underweight_vs_normal	FALSE	3.57514170027924	4.84830700908303	2.2557951392241	20.9295958806488	1.60265120801844	0.420980564407533	0.492524762018449	1.21765805088205
hsa-let-7d-5p	63.2055409525673	0.62896699650366	0.532860390511203	1.18035982351823	NA	NA	underweight_vs_normal	NA	35.4149165319887	10.2397289122657	26.5647002024021	429.689613925656	3.41967372259746	3.86172769961729	2.43927550354403	4.62666385282025
hsa-let-7e-3p	0.0638322911088615	0.646488943420087	2.43388093422644	0.265620612055766	0.790531409567348	NA	underweight_vs_normal	NA	0.0760724789339442	0	0.0621570776939014	0.0407678270087092	0	0	0	0
hsa-let-7e-5p	6.81325203810909	0.373238795268838	0.48898372198184	0.763294928829348	0.445287525753937	0.968896614204282	underweight_vs_normal	FALSE	5.63249100390152	2.79902740580084	2.87010147943779	30.9995359798919	2.43322060432665	2.89399099033747	1.18472253904363	2.98244263327788
hsa-let-7f-1-3p	0.105175000192724	0.807171125062401	2.20556080361093	0.365970923921438	0.714386772089132	NA	underweight_vs_normal	NA	0.0866550957133164	0.14902070414606	0.0916762898149596	0.268517932238833	0	0	0	0
hsa-let-7f-2-3p	0.509993447484165	-0.00612037436206934	0.622453348918153	-0.00983266356058133	0.992154795967699	NA	underweight_vs_normal	NA	0.422882529411748	0.262531293707878	0.698775328708787	1.03228763423355	0	0	0	0
hsa-let-7f-5p	1.87508521118299	-0.359063289483119	0.503858420326768	-0.712627347281911	0.476076384649747	0.987757033467454	underweight_vs_normal	FALSE	1.80421246241105	0.920165073325018	2.63058903475543	1.72495669344188	0.677835633661835	0	0.785280145866317	0.124227710317512
hsa-let-7g-3p	2.81679778345055	-0.523241963810206	0.484549684239901	-1.07985203752841	0.280208074166036	0.924783379411036	underweight_vs_normal	FALSE	3.19412822578869	1.79746278950009	2.7954693516311	1.38684339648114	0.439064526856523	0	0.3034409893121	0.349677195711012
hsa-let-7g-5p	367.417184633969	0.679176308788346	0.576318720959659	1.17847344548762	NA	NA	underweight_vs_normal	NA	219.181619318618	42.9751389657003	150.106720580607	2415.31482404491	7.95187941014571	5.79365031823568	5.08965075053042	15.3237280301225
hsa-let-7i-3p	0.309678724576388	0.43113539632169	0.812407317344542	0.530688716259858	0.595634506574498	NA	underweight_vs_normal	NA	0.369634163507656	0.110146926982719	0.250778662187692	0.213563526880427	0	0	0	0
hsa-let-7i-5p	402.525991091372	0.476343350660535	0.566658808468036	0.840617570118307	NA	NA	underweight_vs_normal	NA	264.311347572368	68.5147748949268	124.670723455837	2535.39208537446	8.29078731329811	13.1541867027751	5.04184379743718	9.52743308322373
hsa-miR-1-2-5p:Novel	8.54696021852827	-0.830757143412974	0.437424561756465	-1.89920095039267	0.0575380598425579	0.6063085189514	underweight_vs_normal	FALSE	9.4258345417129	8.14161447945796	5.21247216912447	12.2384719906881	4.06150524811607	3.7968053302752	3.42948961553764	1.90491943098717
hsa-miR-1-3p	1.67889800431618	-1.07493149286537	0.420769808096539	-2.55467828770344	0.010628598262829	0.386601858352129	underweight_vs_normal	FALSE	1.80715652024009	2.09927170053288	1.67965394450649	0.62116573370073	1.20371874764162	1.34568034046068	0.856909138848815	0
hsa-miR-1-5p	11.9304913696082	-0.136855439959341	0.402796392167464	-0.339763321173053	0.734034771845429	0.994205052582201	underweight_vs_normal	FALSE	13.3939935114748	11.6305993438743	8.8196097763877	11.1589082899724	7.30661747279074	7.19722814204556	4.16102133189077	7.78784286696498
