ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average_normal	Average_obese	Average_overweight	Average_underweight	Median_normal	Median_obese	Median_overweight	Median_underweight
hsa-let-7a-2-3p	0.543289303699942	0.543350701895806	0.919105766862579	0.591173204962651	0.554404374266653	NA	underweight_vs_obese	NA	0.473880150078238	0.334010184063845	0.852725344921445	0.605124064758086	0	0	0	0
hsa-let-7a-3p	551.785317606359	1.87152026208666	0.69458734407925	2.69443472882099	NA	NA	underweight_vs_obese	NA	325.319922916661	63.1740862596951	286.399883775354	3503.73581844909	19.0478308731826	21.646945040897	9.96867399846004	27.1526716714026
hsa-let-7a-5p	14.3431122989646	0.540884719716096	0.590413290045987	0.916112033443498	0.35960813693819	0.698768839637619	underweight_vs_obese	FALSE	16.0322730471635	10.8841247096337	10.8048780439267	15.6486387626056	6.98381464410546	5.5820907600448	4.80355000571998	7.22920623593095
hsa-let-7b-3p	0.46642858175946	-0.150455213737063	1.49291620318059	-0.100779409732794	0.919725572264094	NA	underweight_vs_obese	NA	0.563303186399199	0.317049291286999	0.262494205961676	0.443418439822794	0	0	0	0
hsa-let-7b-5p	328.961407011101	1.81958446923507	0.733551206718363	2.48051458789798	NA	NA	underweight_vs_obese	NA	208.321699252985	40.7541733880309	140.59166179005	2049.70202073616	13.2719507923825	17.1627949323962	6.71191876640335	18.9477273964172
hsa-let-7c-3p	4.05906894253878	1.07043855881905	0.792410760004276	1.35086323009202	0.176739248759183	0.527671047898245	underweight_vs_obese	FALSE	4.34203201422416	2.17118648791691	3.11570458830549	6.76040966433454	0.147737948075273	0	0.607226352401894	0.124227710317512
hsa-let-7c-5p	24.1723732282617	1.10772761828313	0.73754880914567	1.50190415135542	NA	NA	underweight_vs_obese	NA	16.0620113230508	6.34382781320675	9.59480643929772	143.9818370322	3.32379946175436	3.51669098860905	1.65617603338945	2.96512840631963
hsa-let-7d-3p	4.73081634582292	0.427191951244761	0.801678143191326	0.532872144354831	0.594122088938087	0.848895681311194	underweight_vs_obese	FALSE	3.57514170027924	4.84830700908303	2.2557951392241	20.9295958806488	1.60265120801844	0.420980564407533	0.492524762018449	1.21765805088205
hsa-let-7d-5p	63.2055409525673	1.85281223629925	0.74471460679658	2.48794936931504	NA	NA	underweight_vs_obese	NA	35.4149165319887	10.2397289122657	26.5647002024021	429.689613925656	3.41967372259746	3.86172769961729	2.43927550354403	4.62666385282025
hsa-let-7e-3p	0.0638322911088615	0.79713361304613	3.45399006380457	0.230786307522868	0.817480819127077	NA	underweight_vs_obese	NA	0.0760724789339442	0	0.0621570776939014	0.0407678270087092	0	0	0	0
hsa-let-7e-5p	6.81325203810909	1.80877408455997	0.703827140730006	2.56991238315123	0.0101724239114552	0.142777235614353	underweight_vs_obese	FALSE	5.63249100390152	2.79902740580084	2.87010147943779	30.9995359798919	2.43322060432665	2.89399099033747	1.18472253904363	2.98244263327788
hsa-let-7f-1-3p	0.105175000192724	0.714156618364115	3.13237967596303	0.227991716280228	0.819652680400648	NA	underweight_vs_obese	NA	0.0866550957133164	0.14902070414606	0.0916762898149596	0.268517932238833	0	0	0	0
hsa-let-7f-2-3p	0.509993447484165	0.602229081952271	0.938278130307941	0.641844952471204	0.520973859068471	NA	underweight_vs_obese	NA	0.422882529411748	0.262531293707878	0.698775328708787	1.03228763423355	0	0	0	0
hsa-let-7f-5p	1.87508521118299	0.0172675891321349	0.746547477619025	0.0231299276332788	0.981546633268959	NA	underweight_vs_obese	NA	1.80421246241105	0.920165073325018	2.63058903475543	1.72495669344188	0.677835633661835	0	0.785280145866317	0.124227710317512
hsa-let-7g-3p	2.81679778345055	-0.251260831580462	0.734347208338929	-0.342155357475664	0.732233979403073	NA	underweight_vs_obese	NA	3.19412822578869	1.79746278950009	2.7954693516311	1.38684339648114	0.439064526856523	0	0.3034409893121	0.349677195711012
hsa-let-7g-5p	367.417184633969	2.30075154556977	0.812346833839777	2.8322281194778	NA	NA	underweight_vs_obese	NA	219.181619318618	42.9751389657003	150.106720580607	2415.31482404491	7.95187941014571	5.79365031823568	5.08965075053042	15.3237280301225
hsa-let-7i-3p	0.309678724576388	0.889454934821327	1.18634392914678	0.749744583310693	0.453408550539031	NA	underweight_vs_obese	NA	0.369634163507656	0.110146926982719	0.250778662187692	0.213563526880427	0	0	0	0
hsa-let-7i-5p	402.525991091372	0.772391156249783	0.791850977932521	0.975424894045662	NA	NA	underweight_vs_obese	NA	264.311347572368	68.5147748949268	124.670723455837	2535.39208537446	8.29078731329811	13.1541867027751	5.04184379743718	9.52743308322373
hsa-miR-1-2-5p:Novel	8.54696021852827	-0.209255020699562	0.601600257141545	-0.34783067030892	0.727967354636515	0.908225937689366	underweight_vs_obese	FALSE	9.4258345417129	8.14161447945796	5.21247216912447	12.2384719906881	4.06150524811607	3.7968053302752	3.42948961553764	1.90491943098717
hsa-miR-1-3p	1.67889800431618	-1.32423662179749	0.599460335791964	-2.2090479431771	0.0271713063749172	NA	underweight_vs_obese	NA	1.80715652024009	2.09927170053288	1.67965394450649	0.62116573370073	1.20371874764162	1.34568034046068	0.856909138848815	0
hsa-miR-1-5p	11.9304913696082	-0.00507392841568171	0.566474438854882	-0.00895702977514496	0.99285341979165	0.995983181609302	underweight_vs_obese	FALSE	13.3939935114748	11.6305993438743	8.8196097763877	11.1589082899724	7.30661747279074	7.19722814204556	4.16102133189077	7.78784286696498
