miRNA...1	baseMean...2	log2FoldChange...3	pvalue...6	padj...7	comparison...8	size...9	sig...10	miRNA...11	baseMean...12	log2FoldChange...13	pvalue...16	padj...17	comparison...18	size...19	sig...20	miRNA...21	baseMean...22	log2FoldChange...23	pvalue...26	padj...27	comparison...28	size...29	sig...30
hsa-miR-572	25.9646405935901	-0.925702103509489	0.00148673896791544	0.0954372052865721	U16_never	29_117	FALSE	hsa-miR-194-1-3p:Novel	160.436292029557	3.15130497168186	5.66722118773793e-09	5.45315594537087e-07	O16_never	14_117	TRUE	hsa-miR-101-5p	15.7321033637468	3.78514484458122	6.98168680547867e-08	6.31037076649034e-06	O16_U16	14_29	TRUE
hsa-miR-455-5p	4.52304556788153	-1.55778696729024	0.00161703531852678	0.0963868552364711	U16_never	29_117	FALSE	hsa-miR-21-5p	326.424043399384	3.18728783120701	1.38441840092831e-08	1.27469042396585e-06	O16_never	14_117	TRUE	hsa-miR-10b-5p	38.7974267922034	3.86907322600762	1.0113546161081e-07	8.80253091797795e-06	O16_U16	14_29	TRUE
hsa-miR-646	101.423739676112	-1.3114307338554	0.00157364381517047	0.0963868552364711	U16_never	29_117	FALSE	hsa-miR-7113-5p	396.384001156768	2.55744438553286	1.75449620233328e-08	1.55774198535733e-06	O16_never	14_117	TRUE	hsa-miR-140-3p	12.1839794727003	4.18867494715875	1.15597050659319e-07	9.4434952180791e-06	O16_U16	14_29	FALSE
hsa-miR-2392-5p:Novel	11.1015909956385	0.925253018168709	0.00216742278866122	0.0985032179466411	U16_never	29_117	FALSE	hsa-miR-10b-5p	38.7974267922034	3.50545970723039	2.1622970809252e-08	1.85361053213105e-06	O16_never	14_117	TRUE	hsa-miR-144-5p	7.16456062128414	5.31514663581535	1.165367494997e-07	9.4434952180791e-06	O16_U16	14_29	FALSE
hsa-miR-3168-3p:Novel	36.7502759827688	-0.7562965693735	0.00190449206572689	0.0985032179466411	U16_never	29_117	FALSE	hsa-miR-186-5p	8.26289971154936	3.44961898038745	4.70521928008064e-08	3.89905837676016e-06	O16_never	14_117	FALSE	hsa-miR-200c-3p	182.671200990766	3.63685283185422	1.36718488233462e-07	1.07096149116212e-05	O16_U16	14_29	TRUE
hsa-miR-4261-5p:Novel	7.22224492202299	-1.10772727666903	0.00216354254552923	0.0985032179466411	U16_never	29_117	FALSE	hsa-let-7c-5p	24.1345725633802	2.92877625855934	8.28978245557683e-08	6.64787070469806e-06	O16_never	14_117	TRUE	hsa-miR-1286-5p:Novel	8.17936600360759	3.02275967727426	1.42426242516968e-07	1.07968280617702e-05	O16_U16	14_29	FALSE
hsa-miR-4306-5p:Novel	19.8048292683101	-0.722460990348997	0.00216343078235188	0.0985032179466411	U16_never	29_117	FALSE	hsa-miR-5047	3.46695181315453	2.87512479105112	9.49399963206895e-08	7.37565096416357e-06	O16_never	14_117	FALSE	hsa-miR-185-5p	36.303235093042	4.12512976853065	1.60361437521308e-07	1.17765430679711e-05	O16_U16	14_29	TRUE
hsa-miR-5190-5p:Novel	20.6762460974971	-1.27275932401547	0.00218371423848156	0.0985032179466411	U16_never	29_117	FALSE	hsa-miR-30b-5p	5.11818757821712	3.62466202125939	1.05059587145605e-07	7.91448889830223e-06	O16_never	14_117	FALSE	hsa-miR-148a-3p	264.086741943925	3.53097998551259	1.97836416584682e-07	1.40883508780001e-05	O16_U16	14_29	TRUE
hsa-miR-5680	5.70848382166804	0.972436190184479	0.00182911995999615	0.0985032179466411	U16_never	29_117	FALSE	hsa-miR-194-3p	133.934807949941	2.44039284780054	2.15560630530238e-07	1.47404537855689e-05	O16_never	14_117	TRUE	hsa-miR-7-3-3p:Novel	11.1534660251955	3.2016747235643	3.98406148612012e-07	2.75368955658302e-05	O16_U16	14_29	FALSE
hsa-miR-583-3p:Novel	9.51846085815877	1.09355619234492	0.00202438994717341	0.0985032179466411	U16_never	29_117	FALSE	hsa-miR-30d-5p	46.4643980838169	2.83254495621592	2.09397463984337e-07	1.47404537855689e-05	O16_never	14_117	TRUE	hsa-miR-4698	63.5370496098854	2.78910456364569	4.11093286641116e-07	2.76019778173321e-05	O16_U16	14_29	TRUE
