miRNA	baseMean	log2FoldChange	pvalue	padj	comparison	size	sig
hsa-miR-146a-5p	19.7727067861518	-0.778462524118699	0.00170883176370884	0.0581257849177978	M_F	99_133	FALSE
hsa-miR-26b-5p	39.4860811351517	-1.11545195731706	0.0016838982402957	0.0581257849177978	M_F	99_133	FALSE
hsa-miR-4698	62.3178029379821	-0.748800852214545	0.00178069262755769	0.058368036623096	M_F	99_133	FALSE
hsa-miR-601-3p:Novel	8.28012104582213	-0.731217588375717	0.0018183986837384	0.058368036623096	M_F	99_133	FALSE
hsa-miR-6130-5p:Novel	6.12211588554492	-0.767359547497149	0.00180915696037383	0.058368036623096	M_F	99_133	FALSE
hsa-miR-663b	6.72171787344625	-0.58236578518424	0.00179278524326442	0.058368036623096	M_F	99_133	FALSE
hsa-miR-1255a	2.94023187497601	-0.909231206823028	0.00190393834137397	0.0586361551350171	M_F	99_133	FALSE
hsa-miR-29a-3p	8.37250508382688	-1.0226713064796	0.0018836181680483	0.0586361551350171	M_F	99_133	FALSE
hsa-miR-3141-3p:Novel	24.0856491745631	-0.475677917044989	0.00189150228322379	0.0586361551350171	M_F	99_133	FALSE
hsa-let-7i-5p	389.310207941621	-0.962624159609547	0.00196252223197954	0.058849844298439	M_F	99_133	FALSE
hsa-miR-3158-3p	2.6507625690793	-0.856529934303585	0.00195963616708234	0.058849844298439	M_F	99_133	FALSE
hsa-miR-1199-5p	3.44388500316003	-0.794800523041465	0.00216050454973997	0.0611130163689883	M_F	99_133	FALSE
hsa-miR-12135-5p:Novel	1.44403387727289	-1.01321356141083	0.00214722637925455	0.0611130163689883	M_F	99_133	FALSE
hsa-miR-30e-5p	11.4722637007087	-0.86748836826608	0.00211724252446886	0.0611130163689883	M_F	99_133	FALSE
hsa-miR-3187-3p	2.93962169341411	1.03633800096052	0.00213418579878558	0.0611130163689883	M_F	99_133	FALSE
hsa-miR-8080-3p:Novel	8.52643317676863	-0.626273191152268	0.00217207298196053	0.0611130163689883	M_F	99_133	FALSE
hsa-miR-148b-3p	6.04862874154758	-1.1259519907776	0.00222273194651549	0.0617756842208392	M_F	99_133	FALSE
hsa-miR-1281-5p:Novel	322.245891083263	-1.32291349572273	0.00228910184843043	0.062853772440638	M_F	99_133	FALSE
hsa-miR-4324-5p:Novel	13.3122880352564	0.920123207603843	0.00233541078593893	0.0633619188232716	M_F	99_133	FALSE
hsa-miR-6126	9.38844404076913	0.754185194254106	0.00251607376402489	0.067460377743679	M_F	99_133	FALSE
hsa-miR-1257-3p:Novel	14.3895825866243	-0.583982062549487	0.002618355045049	0.0685888637662836	M_F	99_133	FALSE
hsa-miR-6131-5p:Novel	104.914643858443	-0.734313957186657	0.00261817752636847	0.0685888637662836	M_F	99_133	FALSE
hsa-miR-4800-3p	24.4473182193546	-0.803427895894636	0.0026893086158002	0.0696469810841894	M_F	99_133	FALSE
hsa-miR-4803	2.94399069484902	-0.829323803748957	0.00273056968589575	0.0699209922938922	M_F	99_133	FALSE
hsa-miR-3682-3p	12.2168544120071	-0.698937284327145	0.00276332859278704	0.0699736206995739	M_F	99_133	FALSE
hsa-miR-1303-5p:Novel	4.56500414478513	-0.645007769558255	0.00280322281931099	0.0702037890682389	M_F	99_133	FALSE
hsa-miR-378d	8.47637211354443	-0.769322675206221	0.00288668685063136	0.0710831094896719	M_F	99_133	FALSE
hsa-miR-762-5p:Novel	7.74300815741347	-0.60003823520829	0.00290071486728367	0.0710831094896719	M_F	99_133	FALSE
hsa-miR-25-3p	34.4741646458865	-1.00343579053558	0.00308305307454504	0.0747476378392355	M_F	99_133	FALSE
hsa-miR-8055-5p:Novel	1.73710337269456	-0.776871534979104	0.00314536909568968	0.0754557491481766	M_F	99_133	FALSE
hsa-miR-147b-3p	2.14874590489305	-0.853747308063425	0.00333455550298498	0.076336028767497	M_F	99_133	FALSE
hsa-miR-4635	4.98045068877372	-0.696165021696395	0.00336762891358394	0.076336028767497	M_F	99_133	FALSE
hsa-miR-4675	36.7739397025859	0.591175342208345	0.00330540527365099	0.076336028767497	M_F	99_133	FALSE
hsa-miR-6076	2.70127588724226	-0.610120357717427	0.00338303593923528	0.076336028767497	M_F	99_133	FALSE
hsa-miR-660-3p	2.80107708227053	0.984417615016143	0.00334581274772352	0.076336028767497	M_F	99_133	FALSE
hsa-miR-7110-5p	11.3079983987357	0.679733147318206	0.00327222265010354	0.076336028767497	M_F	99_133	FALSE
hsa-miR-12119	11.9011519651917	-0.657139363889651	0.0037384618354598	0.0818885412297059	M_F	99_133	FALSE
hsa-miR-23a-3p	4.84450613193676	-1.07881354276124	0.00386100116067329	0.0818885412297059	M_F	99_133	FALSE
hsa-miR-3159	11.4881695326355	-0.72940468794949	0.00384077687138822	0.0818885412297059	M_F	99_133	FALSE
hsa-miR-361-3p	9.95348427555301	-0.793486444910219	0.00371047621246933	0.0818885412297059	M_F	99_133	FALSE
hsa-miR-551a-5p:Novel	4.95800251996697	-0.886639865728485	0.00381206072517714	0.0818885412297059	M_F	99_133	FALSE
hsa-miR-8072-3p:Novel	23.83188046433	-0.463293892589283	0.00377802141599786	0.0818885412297059	M_F	99_133	FALSE
hsa-miR-9901	20.9211710753965	-0.50513161903081	0.00388063293234236	0.0818885412297059	M_F	99_133	FALSE
hsa-miR-4501-3p:Novel	2.65866261201639	-0.718628249167123	0.00432289896209957	0.0898154736661544	M_F	99_133	FALSE
hsa-miR-941-5p:Novel	6.60526941837705	-0.9735764927515	0.00433510403829617	0.0898154736661544	M_F	99_133	FALSE
hsa-miR-1193-3p:Novel	16.7696017756563	-0.708811758482237	0.00445890731709	0.09154819617701	M_F	99_133	FALSE
hsa-miR-6720-3p	11.1203085575026	-0.473470514960575	0.0046260414733535	0.0941316831943985	M_F	99_133	FALSE
hsa-miR-3178	6.20338406933413	-0.676315143849881	0.00469083829553985	0.0946054909339408	M_F	99_133	FALSE
hsa-miR-423-3p	13.1627268863692	-0.872156760276707	0.00492906667311918	0.097469092203148	M_F	99_133	FALSE
hsa-miR-4273	2.96368583017526	-0.732579796461939	0.00495594673581572	0.097469092203148	M_F	99_133	FALSE
hsa-miR-6734-5p	4.83476657538062	0.629035259085971	0.00496112974794435	0.097469092203148	M_F	99_133	FALSE
hsa-miR-544b	7.33486888797691	0.669897686313811	0.00500616034633099	0.0975131575152848	M_F	99_133	FALSE
hsa-miR-4654	27.3818947491139	-0.597865017304658	0.00514121436941346	0.0987918586445697	M_F	99_133	FALSE
hsa-miR-7844-5p	2.95397389738781	-0.737219271273318	0.0051585042469082	0.0987918586445697	M_F	99_133	FALSE
hsa-miR-6877-5p	3.55488416126476	-0.609936227129556	0.00520223249638989	0.098799065493938	M_F	99_133	FALSE
hsa-miR-6894-5p	5.30916105232708	-0.583211299537833	0.00528463454028884	0.0995345629530436	M_F	99_133	FALSE
hsa-miR-12135	2.17459686607976	-0.771644852095763	0.00536308681471313	0.100184220087961	M_F	99_133	FALSE
hsa-miR-4435	1.65068578901347	-0.702951190430008	0.00548026856933908	0.10154091113434	M_F	99_133	FALSE
hsa-let-7a-5p	14.2545033059458	-0.621173651746335	0.00563273675108511	0.103524250449379	M_F	99_133	FALSE
hsa-miR-320b-2-5p:Novel	5.31585312094722	-0.774336172890694	0.00601887477376142	0.108007996924427	M_F	99_133	FALSE
hsa-miR-3929	10.0927551907932	-0.530511189620771	0.00599565149814716	0.108007996924427	M_F	99_133	FALSE
hsa-miR-6791-5p	11.6338074369216	0.656004509333225	0.00597182510975238	0.108007996924427	M_F	99_133	FALSE
hsa-miR-6846-5p	28.2036537066571	-0.843787331183036	0.00611060452158031	0.108797403942825	M_F	99_133	FALSE
hsa-miR-6799-5p	8.38265712676302	-0.657351433079559	0.00617353968084522	0.109065867694932	M_F	99_133	FALSE
hsa-miR-28-5p	2.4667065107805	-1.07291564507946	0.0064566440293214	0.113189936483257	M_F	99_133	FALSE
hsa-miR-1255b-5p	20.7412319271902	0.630441778911471	0.00669075716492409	0.116398744876809	M_F	99_133	FALSE
hsa-miR-7974-5p:Novel	1.84619582868662	-0.631483575152123	0.00692353323318684	0.119535850291158	M_F	99_133	FALSE
hsa-miR-12126	4.87583934866324	-0.531451730434452	0.00718532412034856	0.122109235983341	M_F	99_133	FALSE
hsa-miR-186-5p	8.10023760481085	-0.88658907974044	0.00730625084862056	0.122109235983341	M_F	99_133	FALSE
hsa-miR-425-5p	5.09312207236108	-0.93586845535812	0.00721135606063562	0.122109235983341	M_F	99_133	FALSE
hsa-miR-4512	6.69832794787846	-0.712496987935074	0.00728850897597545	0.122109235983341	M_F	99_133	FALSE
hsa-miR-513a-5p	4.81734493275041	-0.740803359952315	0.007340485006458	0.122109235983341	M_F	99_133	FALSE
hsa-miR-3160-3p	18.1121743271953	-0.443286547852084	0.00741349429525546	0.122430097818023	M_F	99_133	FALSE
hsa-miR-3164-3p:Novel	10.9627216158745	-0.557611655614769	0.00780469496000521	0.127393283395003	M_F	99_133	FALSE
hsa-miR-6511b-5p	14.1423299016481	-0.43455732974551	0.00782582697468207	0.127393283395003	M_F	99_133	FALSE
hsa-miR-200a-3p	88.9301496559487	-0.680580720709636	0.0079324336298348	0.128212881151727	M_F	99_133	FALSE
hsa-miR-6855-5p	12.8297828411131	-0.741602621391189	0.00808001365215417	0.128771686106709	M_F	99_133	FALSE
hsa-miR-8082	1.76901603775404	0.976140814319157	0.00806372386977331	0.128771686106709	M_F	99_133	FALSE
hsa-miR-6729-5p	3.51562436218177	-0.503632867474865	0.00851326558028826	0.133805050051565	M_F	99_133	FALSE
hsa-miR-6789-3p	1.5746754334876	-0.917385262839324	0.00846003215482827	0.133805050051565	M_F	99_133	FALSE
hsa-miR-6503-5p	2.56826128221358	-0.726175277035597	0.00886532193934512	0.138020058345487	M_F	99_133	FALSE
hsa-miR-8071-5p:Novel	18.2509217255551	-0.572786060379628	0.00890256629082343	0.138020058345487	M_F	99_133	FALSE
hsa-miR-7110-3p	4.56717017185299	-0.73453011230847	0.00906171279771372	0.139538131526957	M_F	99_133	FALSE
hsa-miR-3148-3p:Novel	2.7884191239267	-0.777321011301084	0.00921755294921789	0.140045354475117	M_F	99_133	FALSE
hsa-miR-93-5p	6.544521302343	-0.799088121864799	0.00918670157024196	0.140045354475117	M_F	99_133	FALSE
hsa-miR-4436b-3p	11.0384442700813	-0.418815693435674	0.00928752267727749	0.140173934976923	M_F	99_133	FALSE
hsa-miR-224-5p	4.67403177714647	-0.913655522934013	0.00955297748435126	0.143231813729188	M_F	99_133	FALSE
hsa-miR-11401-3p:Novel	4.37438042620721	-0.546213891096835	0.00988717835546375	0.143521525300012	M_F	99_133	FALSE
hsa-miR-1910-3p	33.5004300313364	-0.661918280792228	0.00975498471944646	0.143521525300012	M_F	99_133	FALSE
hsa-miR-3138-5p:Novel	219.085408561129	0.455462558773723	0.00982230035149363	0.143521525300012	M_F	99_133	FALSE
hsa-miR-409-5p	1.94385235515631	-0.618684071095684	0.00978032980766518	0.143521525300012	M_F	99_133	FALSE
hsa-miR-6860	29.929790659701	-0.520182429457951	0.00988366785803922	0.143521525300012	M_F	99_133	FALSE
hsa-miR-1285-3p	27.791787570333	-0.434878608941426	0.0100798396676101	0.144611843497025	M_F	99_133	FALSE
hsa-miR-3132-3p:Novel	5.19570298278607	-0.534100118551534	0.0100891983835133	0.144611843497025	M_F	99_133	FALSE
hsa-miR-8074	35.3356605014496	-0.699634095778162	0.010307017702585	0.146810583401196	M_F	99_133	FALSE
hsa-miR-137-3p	82.9465517849686	-0.591618545092933	0.0104713120393064	0.148224348680617	M_F	99_133	FALSE
hsa-miR-6809-5p	5.16697824919892	-0.651383385987915	0.01090839659172	0.153458245879814	M_F	99_133	FALSE
hsa-miR-4767-3p:Novel	12.9249987888179	-0.503170117667815	0.0109948605028678	0.153472894001104	M_F	99_133	FALSE
hsa-miR-6076-3p:Novel	15.93861951212	-0.475683687147052	0.0110441222536995	0.153472894001104	M_F	99_133	FALSE
hsa-miR-3130-3p	17.1526070325555	-0.547468999394163	0.0113750220183666	0.156682318343693	M_F	99_133	FALSE
hsa-miR-5700	1.83204841813056	1.03133842687161	0.0114125778170483	0.156682318343693	M_F	99_133	FALSE
hsa-miR-760-5p:Novel	5.95508559368242	-0.467292783554185	0.0115886504087522	0.158146911865547	M_F	99_133	FALSE
hsa-miR-3621-3p:Novel	31.7956831566193	-0.574987431419766	0.0123061301017514	0.161573801113844	M_F	99_133	FALSE
hsa-miR-4509-3p:Novel	5.88392220896113	-0.486657078913272	0.0124069395326559	0.161573801113844	M_F	99_133	FALSE
hsa-miR-4684-3p	39.3614383169333	-0.613374174600213	0.0123895573014743	0.161573801113844	M_F	99_133	FALSE
hsa-miR-6069	4.28424280391517	-0.704045278538092	0.0121045207431304	0.161573801113844	M_F	99_133	FALSE
hsa-miR-610-3p:Novel	7.64888138483902	-0.554190313434219	0.0120304340069333	0.161573801113844	M_F	99_133	FALSE
hsa-miR-764	5.38208073442092	-0.749630071637906	0.0120895755014262	0.161573801113844	M_F	99_133	FALSE
hsa-miR-8080	53.9167935381361	-0.458067355375942	0.0122496723963609	0.161573801113844	M_F	99_133	FALSE
hsa-miR-8089-5p:Novel	10.2989162113492	-0.51982953407719	0.0122464107392365	0.161573801113844	M_F	99_133	FALSE
hsa-miR-8052-3p:Novel	5.14045465481801	-0.498941608314306	0.0125494253225675	0.162500797216656	M_F	99_133	FALSE
hsa-miR-4793-5p	2.05106092692941	-0.507136136629689	0.0126942599434069	0.163447561644206	M_F	99_133	FALSE
hsa-miR-663a	12.5751245248911	-0.543143533888435	0.0129066331084255	0.165248409292707	M_F	99_133	FALSE
hsa-miR-10398-3p	1.44255174109911	-0.617820154374549	0.0136779273100876	0.167591378170374	M_F	99_133	FALSE
hsa-miR-127-5p	2.99718931448139	-0.650417831719714	0.0134306210634908	0.167591378170374	M_F	99_133	FALSE
hsa-miR-3143-3p:Novel	4.24060050550779	-0.599421546632771	0.0133260593782923	0.167591378170374	M_F	99_133	FALSE
hsa-miR-3939-5p:Novel	3.16096586468719	-0.539082398427147	0.0133799292491446	0.167591378170374	M_F	99_133	FALSE
hsa-miR-4291	4.79598821659207	0.486385219144687	0.013657849914859	0.167591378170374	M_F	99_133	FALSE
hsa-miR-518b-5p:Novel	3.96816588326186	-0.728978021221197	0.0136559384444232	0.167591378170374	M_F	99_133	FALSE
hsa-miR-6726-5p	3.67404186569498	-0.544313072297034	0.0135262503055289	0.167591378170374	M_F	99_133	FALSE
hsa-miR-6875-5p	5.4387878906611	-0.678055301193639	0.0132138351323399	0.167591378170374	M_F	99_133	FALSE
hsa-miR-576-3p	6.90299720492205	-0.569335740636944	0.0137574590369044	0.167664433931044	M_F	99_133	FALSE
hsa-miR-4260-3p:Novel	17.8000578994916	-0.752037943257087	0.0138953190558485	0.168443787916376	M_F	99_133	FALSE
hsa-miR-371a-3p	23.4581982304257	0.597517717307257	0.0144573103110004	0.174006927836836	M_F	99_133	FALSE
hsa-miR-711-5p:Novel	9.84538088650103	-0.484440530463283	0.0145069400127243	0.174006927836836	M_F	99_133	FALSE
hsa-miR-515-5p	2.41282219467427	-0.583698679750857	0.0151029651689701	0.180207631518758	M_F	99_133	FALSE
hsa-miR-6768-5p	29.342274561862	0.498598467575243	0.015257820250925	0.180542601109841	M_F	99_133	FALSE
hsa-miR-8063-5p:Novel	2.94407121627347	-0.53822686414092	0.0152894787249668	0.180542601109841	M_F	99_133	FALSE
hsa-miR-3200-5p	4.93122280234641	0.559980360030369	0.0156107385848631	0.182439681109432	M_F	99_133	FALSE
hsa-miR-4434	1.73271803363039	-0.667147358718628	0.0156902928904996	0.182439681109432	M_F	99_133	FALSE
hsa-miR-7845-3p:Novel	29.923436774036	-0.525774776088832	0.0155981406571225	0.182439681109432	M_F	99_133	FALSE
hsa-miR-486-5p	60.3487678979944	-0.83566596507023	0.0162730672874113	0.185919260323788	M_F	99_133	FALSE
hsa-miR-550a-5p	6.60047170653271	-0.56756684051985	0.0163158631262649	0.185919260323788	M_F	99_133	FALSE
hsa-miR-550b-2-5p	17.1151093797611	-0.474314914349266	0.0160818257255405	0.185919260323788	M_F	99_133	FALSE
hsa-miR-944	6.96425688179363	-0.722533572962844	0.0162754954567534	0.185919260323788	M_F	99_133	FALSE
hsa-miR-4675-5p:Novel	3.42483835476657	-0.599269132799756	0.0166143031099601	0.187585014325496	M_F	99_133	FALSE
hsa-miR-4710	1.56417179580954	0.677302466375946	0.0167089767038507	0.187585014325496	M_F	99_133	FALSE
hsa-miR-484	1.54825264674188	-0.80240731262523	0.0166528589453973	0.187585014325496	M_F	99_133	FALSE
hsa-miR-2053	5.87094076954882	-0.479738142547716	0.0169835681088651	0.188807569366359	M_F	99_133	FALSE
hsa-miR-3908	6.5535278002374	-0.472137046276027	0.0169832350195213	0.188807569366359	M_F	99_133	FALSE
hsa-miR-4486-3p:Novel	9.98800910317297	-0.435773208825005	0.0170694672733309	0.188841339397676	M_F	99_133	FALSE
hsa-miR-23a-5p	1.52041451879041	-0.695306181223711	0.017313304339063	0.190613626032486	M_F	99_133	FALSE
hsa-miR-1246-3p:Novel	2013.64943946667	-0.590991629502847	0.0178067659592859	0.190662401609845	M_F	99_133	FALSE
hsa-miR-187-5p	5.91265410760119	-0.686437343474592	0.0176237256260323	0.190662401609845	M_F	99_133	FALSE
hsa-miR-5190-5p:Novel	20.2599490239906	0.672635772258128	0.0175399036911915	0.190662401609845	M_F	99_133	FALSE
hsa-miR-6747-5p	4.92704086982574	-0.549588759795716	0.0177755342121042	0.190662401609845	M_F	99_133	FALSE
hsa-miR-6876-3p	3.2468351296046	-0.758054049931267	0.0178196979126358	0.190662401609845	M_F	99_133	FALSE
hsa-miR-922-5p:Novel	67.6672387523242	0.332544916384217	0.0177420729788084	0.190662401609845	M_F	99_133	FALSE
hsa-miR-8086	16.0148244111381	-0.439445752075521	0.018105450820646	0.192018287310749	M_F	99_133	FALSE
hsa-miR-935-5p:Novel	20.5042577432987	-0.434775841299903	0.018114932765165	0.192018287310749	M_F	99_133	FALSE
hsa-miR-32-5p	2.07064560991154	-0.791400359197715	0.0194083288903558	0.203103666414298	M_F	99_133	FALSE
hsa-miR-662	7.18582279278175	0.561721264007649	0.0194280821756547	0.203103666414298	M_F	99_133	FALSE
hsa-miR-8058-5p:Novel	1.94838593352068	-0.651844490196022	0.0192739821664776	0.203103666414298	M_F	99_133	FALSE
hsa-miR-4769-5p	4.35113128364173	0.533930890893779	0.0198842043987514	0.204126584796191	M_F	99_133	FALSE
hsa-miR-612-3p:Novel	3.23906103898797	-0.453526948743124	0.0196988941832335	0.204126584796191	M_F	99_133	FALSE
hsa-miR-6739-5p	2.14704376720516	-0.597526098433681	0.019832120351155	0.204126584796191	M_F	99_133	FALSE
hsa-miR-6741-3p	1.91499044181824	-0.908521502016155	0.019707341112021	0.204126584796191	M_F	99_133	FALSE
hsa-miR-141-5p	1.90944112556633	-0.716495084695769	0.0207491785587474	0.205349984874613	M_F	99_133	FALSE
hsa-miR-200a-5p	6.09066466894645	-0.744394054554695	0.0210745126919592	0.205349984874613	M_F	99_133	FALSE
hsa-miR-2276-3p	3.29372707921756	-0.687686507551089	0.0207371451663037	0.205349984874613	M_F	99_133	FALSE
hsa-miR-3122-3p:Novel	5.50685725200506	-0.595572027420156	0.0207391619478629	0.205349984874613	M_F	99_133	FALSE
hsa-miR-3135a	7.45086648022998	-0.434938195386773	0.0211215975992684	0.205349984874613	M_F	99_133	FALSE
hsa-miR-3612	11.74204306154	-0.62407289457366	0.0202090138926597	0.205349984874613	M_F	99_133	FALSE
hsa-miR-425-3p	37.6533883446919	-0.528266402003244	0.0203527805551121	0.205349984874613	M_F	99_133	FALSE
