miRNA baseMean log2FoldChange lfcSE stat pvalue padj comparison size sig
hsa-miR-6131-5p:Novel 90.8471880533673 -0.91065494876947 0.226401674425417 -4.0222977638333 5.76331334857551e-05 0.200563304530428 modInact_modAct 93_113 FALSE
hsa-miR-3619-3p 141.277244433301 1.24592860541822 0.330410049123667 3.77085566471948 0.000162688753943752 0.283078431862128 modInact_modAct 93_113 FALSE
hsa-miR-11400 2.08098412987918 0.877861577135808 0.27421934473832 3.2013116287384 0.00136803490691994 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-1180-3p 3.36632796876433 0.875089038540605 0.27570189464639 3.17404071402185 0.00150332601835191 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-124-3p 10.2333425385995 -0.591607872233128 0.182651787157249 -3.23899306675712 0.00119952489305787 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-152-5p 5.45867086831787 0.772712369380431 0.233687496933173 3.3066055288418 0.000944337728395822 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-184-5p:Novel 10.92722359959 -0.929587475224426 0.297197787724946 -3.12784116712454 0.00176095315433035 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-3132-3p:Novel 4.96286047077223 0.699992060278014 0.196109520860992 3.56939355725717 0.000357808560482451 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-3161-3p:Novel 3.86128925401097 -0.565622094619996 0.179825979593767 -3.1453858663679 0.00165867900258573 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-378g-3p:Novel 2.52913173906124 -1.10717725665808 0.340274971921887 -3.2537722372136 0.00113883547418101 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-4259-5p:Novel 18.4504982065105 0.636109269902384 0.199103407709373 3.19486882329457 0.00139894409265418 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-4270 29.0363016684306 1.03560378416718 0.311243530610298 3.32731023239754 0.000876886912254996 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-4299-5p:Novel 1.70444945846846 -0.770745271097367 0.241596257626279 -3.1902202404543 0.00142164407885528 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-4659b-5p 67.5993569724528 1.47277459303214 0.433248991690675 3.39937223462403 0.000675407272541625 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-4750-5p 11.6255132826026 0.841284230187266 0.248448475006914 3.38615171682521 0.000708801850828356 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-542-3p 9.06349014108769 -0.891550536129038 0.255228402103344 -3.4931478189016 0.000477362186754282 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-6083 64.4946156147049 -0.563574911329413 0.179488035802886 -3.13990238295511 0.00169004139740809 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-623-3p:Novel 4.63816106874858 0.69997831978487 0.216013130043066 3.24044339177585 0.00119343965810065 0.340450943170534 modInact_modAct 93_113 FALSE
hsa-miR-4260-3p:Novel 16.5424497753714 0.89562548752818 0.291552091554398 3.07192269742669 0.0021268479670447 0.370071546265777 modInact_modAct 93_113 FALSE
hsa-miR-9899-5p:Novel 29.0471304556336 -0.78068057213948 0.253779337415939 -3.07621802503156 0.00209644488587207 0.370071546265777 modInact_modAct 93_113 FALSE
hsa-miR-1289-2-5p:Novel 2.91356931331879 0.610627994357306 0.20404601441558 2.99259946883178 0.00276612510651619 0.410118683405487 modInact_modAct 93_113 FALSE
hsa-miR-1324-5p:Novel 7.06551564385922 -1.10955723152128 0.370027224458938 -2.99858269386448 0.00271238537634109 0.410118683405487 modInact_modAct 93_113 FALSE
hsa-miR-4297-3p:Novel 3.47753003704093 -0.60248727936336 0.201784417888779 -2.98579685025751 0.00282840471314129 0.410118683405487 modInact_modAct 93_113 FALSE
hsa-miR-629-5p 7.82460140825577 -0.971420244663862 0.323706941758144 -3.00092497055455 0.00269160877062244 0.410118683405487 modInact_modAct 93_113 FALSE
hsa-miR-1827 24.5317624544084 -1.10691343908155 0.372590808604506 -2.97085546266523 0.00296971510619152 0.41338434278186 modInact_modAct 93_113 FALSE
hsa-miR-107-5p:Novel 1.79857368379147 -1.07867355063019 0.373793138809641 -2.88575000083005 0.00390482196591653 0.434759814044281 modInact_modAct 93_113 FALSE
hsa-miR-12125-5p:Novel 3.21833184355377 0.897463325055584 0.312855880442409 2.86861581053386 0.00412272237455784 0.434759814044281 modInact_modAct 93_113 FALSE
hsa-miR-1278 1.4429055502556 -1.00569229392933 0.345054439059839 -2.91459022138509 0.00356155846908862 0.434759814044281 modInact_modAct 93_113 FALSE
hsa-miR-3615 9.33377633668787 -0.519342266579033 0.181011088479706 -2.8691185216383 0.00411617525641116 0.434759814044281 modInact_modAct 93_113 FALSE
hsa-miR-4454-3p:Novel 6.79049338365839 -0.77913337352567 0.269532972127312 -2.89067926412229 0.0038441022156147 0.434759814044281 modInact_modAct 93_113 FALSE
hsa-miR-4718-3p:Novel 6.84309858023312 0.677346090345046 0.232990076327218 2.90718858512137 0.00364693263249519 0.434759814044281 modInact_modAct 93_113 FALSE
hsa-miR-550b-3p 35.0159165431463 0.778466276575328 0.26600895006391 2.9264664831326 0.00342836445149049 0.434759814044281 modInact_modAct 93_113 FALSE
hsa-miR-8064-3p:Novel 2.66432620308405 0.640295498921999 0.221571191879024 2.88979579652032 0.00385492146628244 0.434759814044281 modInact_modAct 93_113 FALSE
