miRNA	min	max	mean	median	sd
hsa-miR-520b-3p	0	9	0.37	0	1.0302692791827
hsa-miR-520c-3p	0	5	0.24	0	0.701037308337383
hsa-miR-520d-3p	0	20	0.91	0	2.02135447374756
hsa-miR-520d-5p	0	138	7.27	3	14.8469150495342
hsa-miR-520e-3p	0	269	2.57	0	17.8264162377026
hsa-miR-520e-5p	0	14	0.99	0	2.03520880631549
hsa-miR-520f-3p	0	189	4.02	0	15.6941253977215
hsa-miR-520f-5p	0	20	0.47	0	1.64002810069884
hsa-miR-520g-3p	0	4	0.15	0	0.524168015930082
hsa-miR-520g-5p	0	16	0.95	0	1.95033229562086
hsa-miR-520h	0	17	1.23	1	2.01447881783436
hsa-miR-520h-5p:Novel	0	40	2.39	1	4.56052971226751
hsa-miR-521	0	233	17.19	6	32.0222383000494
hsa-miR-521-1-5p:Novel	0	27	0.72	0	2.26223181019553
hsa-miR-521-2-5p:Novel	0	15	0.62	0	1.71298784707157
hsa-miR-522-3p	0	54	4.3	1	7.53250565276318
hsa-miR-523-3p	0	22	0.73	0	2.24608913069144
hsa-miR-524-3p	0	23	2.05	1	3.11453813389396
hsa-miR-524-5p	0	22	0.86	0	1.95598677607144
hsa-miR-525-3p	0	27	1.44	1	2.81886181723227
hsa-miR-525-5p	0	7	0.43	0	0.963155025925867
hsa-miR-526a-2-3p:Novel	0	22	1.46	1	2.80075625635615
hsa-miR-526a-3p	0	22	1.52	1	2.89485082762354
hsa-miR-526a-5p	0	16	0.59	0	1.52909477380907
hsa-miR-526a-5p, hsa-miR-520c-5p, hsa-miR-518d-5p	0	105	6.48	3	11.5888844208269
hsa-miR-526b-3p	0	134	3.15	1	9.51777777785456
hsa-miR-526b-5p	0	7	0.3	0	0.745590361673522
hsa-miR-527	0	41	2.33	1	5.61448645839538
hsa-miR-527-3p:Novel	0	41	1.64	0	4.39631086346592
hsa-miR-532-3p	0	437	3.29	0	28.8068578629784
hsa-miR-532-5p	0	131	6.91	3	13.098286821404
hsa-miR-539-3p	0	7	0.25	0	0.688764779667789
hsa-miR-539-5p	0	52	1.42	0	4.50427747962289
hsa-miR-541-3p	0	43	2.95	1	5.3781489118947
hsa-miR-541-5p	0	21	2.98	2	3.89567216980336
hsa-miR-542-3p	0	608	13.77	4	52.050269343209
hsa-miR-542-5p	0	6	0.39	0	0.87950619831727
hsa-miR-543	0	54	2.16	0	5.28299339762103
hsa-miR-543-5p:Novel	0	11	0.68	0	1.44809305949365
hsa-miR-544a	0	58	2.18	1	4.92023845815693
hsa-miR-544a-5p:Novel	0	11	0.67	0	1.4012827375804
hsa-miR-544b	0	351	12.13	4	34.539262737005
hsa-miR-544b-5p:Novel	0	22	1.27	0	2.76988552081693
hsa-miR-545-3p	0	52	1.76	0	4.77084390917814
hsa-miR-545-5p	0	12	0.64	0	1.58928445229212
hsa-miR-548a-1-5p:Novel	0	30	1.06	0	2.92960424410585
hsa-miR-548a-2-5p:Novel	0	17	1.29	0	2.52927216806788
hsa-miR-548a-3p	0	38	3.8	2	5.34375177150026
hsa-miR-548a-5p	0	25	2.07	1	3.99509466869925
hsa-miR-548aa-5p:Novel	0	16	0.59	0	1.77439444737534
hsa-miR-548aa, hsa-miR-548t-3p	0	1868	97.04	19	212.478452972655
hsa-miR-548ab	0	4	0.17	0	0.504860202612891
hsa-miR-548ab-3p:Novel	0	28	0.85	0	2.56555316564096
hsa-miR-548ac	0	11	0.52	0	1.35538107774781
hsa-miR-548ac-5p:Novel	0	13	1.13	0	2.01810291644957
hsa-miR-548ad-3p	0	13	0.69	0	1.46530089202138
hsa-miR-548ad-5p	0	52	2.18	1	5.16414377591157
hsa-miR-548ae-1-5p:Novel	0	25	0.31	0	1.70461942785298
hsa-miR-548ae-3p	0	12	0.62	0	1.3908009793694
hsa-miR-548ae-5p	0	20	0.14	0	1.32548811798709
hsa-miR-548ag-1-3p:Novel	0	8	0.75	0	1.50868189478162
hsa-miR-548ag-2-3p:Novel	0	43	1.78	1	3.9347243418055
hsa-miR-548ag-5p	0	101	3.82	2	9.43924866824923
hsa-miR-548ah-3p	0	7	0.27	0	0.852027502941561
hsa-miR-548ah-5p	0	53	1.53	0	5.22593358417941
hsa-miR-548ai-3p:Novel	0	15	0.72	0	1.68008999244511
hsa-miR-548aj-1-5p:Novel	0	3	0.15	0	0.440604143475291
hsa-miR-548aj-3p	0	8	0.72	0	1.25750668879708
hsa-miR-548aj-5p, hsa-miR-548g-5p, hsa-miR-548x-5p	0	25	1.3	0	2.80129782391985
hsa-miR-548ak	0	3	0.11	0	0.399885287680406
hsa-miR-548ak-3p:Novel	0	19	0.94	0	2.16758479805085
hsa-miR-548al	0	11	0.45	0	1.33193435807894
hsa-miR-548al-5p:Novel	0	150	1.83	0	10.1035869883462
hsa-miR-548am-3p	0	9	0.12	0	0.667569439562328
hsa-miR-548an	0	67	1.18	0	4.76779127626079
hsa-miR-548an-3p:Novel	0	127	1.65	0	9.1144877168216
hsa-miR-548ao-3p	0	52	1.35	0	4.0974874717894
hsa-miR-548ao-5p	0	99	1.53	0	7.12148539562129
hsa-miR-548ap-3p	0	14	0.7	0	1.79194793485011
hsa-miR-548ap-5p	0	10	0.53	0	1.28319473300274
hsa-miR-548aq-3p	0	11	0.69	0	1.43257778774898
hsa-miR-548aq-5p	0	6	0.07	0	0.453718623178281
hsa-miR-548ar-3p	0	37	2.24	1	4.24264940778001
hsa-miR-548ar-5p	0	14	1.24	0	2.15212482465925
hsa-miR-548as-3p	0	33	0.76	0	2.68458014390709
hsa-miR-548as-5p	0	23	0.55	0	1.86815694191549
hsa-miR-548at-3p	0	3	0.18	0	0.521372433245459
hsa-miR-548at-5p	0	20	0.63	0	1.86911723292781
hsa-miR-548au-3p	0	11	0.53	0	1.34870401345493
hsa-miR-548au-5p	0	8	0.43	0	1.01089228480802
hsa-miR-548av-3p	0	325	3.04	1	21.856267429016
hsa-miR-548av-5p	0	77	3.87	1	10.0978269553438
hsa-miR-548aw	0	70	1.6	0	5.36755790053527
hsa-miR-548aw-3p:Novel	0	22	1.22	0	2.71477193894432
hsa-miR-548ax	0	2	0.08	0	0.298049999132912
hsa-miR-548ax-3p:Novel	0	16	0.8	0	2.00744138804764
hsa-miR-548ay-3p	0	6	0.18	0	0.588793274086325
hsa-miR-548ay-5p	0	29	0.76	0	2.51637378842382
hsa-miR-548az-3p	0	7	0.07	0	0.507528055332737
hsa-miR-548az-5p	0	55	1.63	1	4.59596666385379
hsa-miR-548b-3p	0	50	1.21	0	3.86254694551657
hsa-miR-548b-5p	0	230	2.44	0	19.1553841142729
hsa-miR-548ba	0	4	0.03	0	0.284587568872857
hsa-miR-548ba-3p:Novel	0	13	0.93	0	2.1079705957529
hsa-miR-548bb-3p	0	12	0.85	0	1.62554848384063
hsa-miR-548bb-5p	0	3	0.12	0	0.428686813646243
hsa-miR-548bc	0	36	2.09	1	3.87202792686086
hsa-miR-548bc-5p:Novel	0	9	0.61	0	1.21318053683179
hsa-miR-548c-3p	0	6	0.19	0	0.578683803559421
hsa-miR-548c-5p, hsa-miR-548o-2-5p, hsa-miR-548am-5p	0	15	0.98	0	2.22145950767409
hsa-miR-548d-3p	0	27	0.76	0	2.33047387457888
hsa-miR-548d-5p	0	1905	98.14	19	218.480531822082
hsa-miR-548e-3p	0	8	0.46	0	1.00417214608793
hsa-miR-548e-5p	0	6	0.31	0	0.824597793706259
hsa-miR-548f-2-5p:Novel	0	2	0.09	0	0.315595333275196
hsa-miR-548f-3-5p:Novel	0	12	0.24	0	0.937754947821488
hsa-miR-548f-3p	0	99	3.55	1	9.4170097439362
hsa-miR-548f-4-5p:Novel	0	13	0.42	0	1.30141769898485
hsa-miR-548f-5-5p:Novel	0	4	0.29	0	0.655658084712706
hsa-miR-548f-5p	0	5	0.28	0	0.715791558435845
hsa-miR-548g-3p	0	17	1.09	0	2.34880999472029
hsa-miR-548h-1-3p:Novel	0	8	0.29	0	0.871370567370757
hsa-miR-548h-2-3p:Novel	0	516	12.85	0	57.4801218446981
hsa-miR-548h-3-3p:Novel	0	10	0.64	0	1.41986633992949
hsa-miR-548h-4-3p, hsa-miR-548z	0	23	1.48	0	2.91855175626598
hsa-miR-548h-5-3p:Novel	0	4	0.21	0	0.549731862470839
hsa-miR-548h-5p	0	1386	36.13	3	134.796688177799
hsa-miR-548i	0	4583	194.38	73	447.06909037667
hsa-miR-548i-3p:Novel	0	189	10.14	3	21.7271089558301
hsa-miR-548i-4-3p:Novel	0	11	0.71	0	1.57315094859309
hsa-miR-548j-3p	0	8	0.31	0	0.845248058268056
hsa-miR-548j-5p	0	10	0.42	0	1.1272126055464
hsa-miR-548k	0	20	0.73	0	2.20843030727275
hsa-miR-548k-3p:Novel	0	137	5.08	2	13.5059773873901
hsa-miR-548l	0	19	0.88	0	1.84926658101855
hsa-miR-548l-3p:Novel	0	460	15.41	6	43.4620547120452
hsa-miR-548m	0	125	1.44	0	8.39423750700207
hsa-miR-548m-3p:Novel	0	528	5.84	1	40.384883362504
hsa-miR-548n	0	34	0.66	0	2.52447689088084
hsa-miR-548n-3p:Novel	0	16	0.88	0	1.89585669452788
hsa-miR-548o-3p	0	28	0.82	0	2.93394548529791
hsa-miR-548o-5p:Novel	0	4	0.22	0	0.550841244517184
hsa-miR-548p	0	4	0.27	0	0.656419445237897
hsa-miR-548p-5p:Novel	0	8	0.39	0	1.05796205309387
hsa-miR-548q	0	25	0.51	0	1.84325464514355
hsa-miR-548q-3p:Novel	0	12	1.06	0	1.86755279466904
hsa-miR-548s	0	5	0.26	0	0.738560331341273
hsa-miR-548s-5p:Novel	0	37	0.72	0	2.65656694541552
hsa-miR-548t-5p	0	37	0.7	0	2.72042874812544
hsa-miR-548u	0	14	1.16	0	2.31293631812923
hsa-miR-548u-5p:Novel	0	14	0.54	0	1.33897141776795
hsa-miR-548v	0	22	1.09	0	2.53248101975826
hsa-miR-548v-5p:Novel	0	183	4.47	1	15.3451678038952
hsa-miR-548w	0	14	0.91	0	1.99472072210941
hsa-miR-548w-3p:Novel	0	111	1.4	0	7.67667685074545
hsa-miR-548x-2-5p:Novel	0	259	4.51	1	18.4211066133911
hsa-miR-548x-3p	0	10	0.73	0	1.41789760715981
hsa-miR-548y	0	4	0.31	0	0.737331966143189
hsa-miR-548y-3p:Novel	0	38	2.76	1	4.62123135018678
hsa-miR-548z-5p:Novel	0	71	0.73	0	4.9677850758675
hsa-miR-549a-3p	0	64	3.09	1	6.96304384423474
hsa-miR-549a-5p	0	62	2.25	1	5.58865078631381
hsa-miR-550a-3-5p	0	2237	108.18	22	279.150850528698
hsa-miR-550a-3p	0	1654	93.27	27	204.541227829258
hsa-miR-550a-5p	0	142	5.35	3	11.0887565768752
hsa-miR-550b-2-5p	0	398	14.66	8	30.1792214565804
hsa-miR-550b-3p	0	1127	55.18	13	138.415090746838
hsa-miR-551a	0	2767	162.87	57	308.456335543309
hsa-miR-551a-5p:Novel	0	145	6.23	2	14.0882294055896
hsa-miR-551b-3p	0	170	10.45	5	18.9568114411364
hsa-miR-551b-5p	0	22	1.49	1	2.66704048117433
hsa-miR-552-3p	0	35	3.51	1	5.33621344154634
hsa-miR-552-5p	0	102	2.53	0	9.25081743445219
hsa-miR-553	0	33	1.42	0	3.3648673667819
hsa-miR-553-5p:Novel	0	23	0.41	0	1.71738837214488
hsa-miR-554	0	113	5.36	1	13.9679422706852
hsa-miR-554-3p:Novel	0	87	5.55	2	9.87634251547133
hsa-miR-555	0	1859	34.07	10	128.78612484979
hsa-miR-555-5p:Novel	0	147	5.65	1	13.3029749721951
hsa-miR-556-3p	0	9	0.23	0	0.869713038635328
hsa-miR-556-5p	0	92	6.54	2	12.0955004923005
hsa-miR-557	0	249	21.09	9	33.0849170465562
hsa-miR-557-5p:Novel	0	69	5.56	3	8.55291532256817
hsa-miR-5571-3p	0	13	0.63	0	1.520711921328
hsa-miR-5571-5p	0	61	2.97	1	6.97989406215021
hsa-miR-5572	0	258	17.45	9	27.8882915890329
hsa-miR-5572-5p:Novel	0	1060	20.27	9	72.6163603130296
hsa-miR-5579-3p	0	6	0.18	0	0.571542859456185
hsa-miR-5579-5p	0	4	0.13	0	0.45550908927584
hsa-miR-558	0	82	2.68	1	6.62105375444865
hsa-miR-558-5p:Novel	0	320	9.99	2	28.7272369686126
hsa-miR-5580-3p	0	29	0.52	0	2.06794101712747
hsa-miR-5580-5p	0	23	1.2	0	2.34605175933549
hsa-miR-5581-3p	0	182	8.26	3	17.6014974573853
hsa-miR-5581-5p	0	17	0.64	0	1.8095969476433
hsa-miR-5582-3p	0	4	0.09	0	0.399931546606777
hsa-miR-5582-5p	0	1	0.02	0	0.130174459729861
hsa-miR-5583-3p	0	26	0.64	0	2.27402568962135
hsa-miR-5583-5p	0	15	0.4	0	1.38321188618939
hsa-miR-5584-3p	0	10	0.22	0	0.831478869932363
hsa-miR-5584-5p	0	41	2.18	1	4.40338290043975
hsa-miR-5585-3p	0	29	2.61	1	4.60961972950201
hsa-miR-5585-5p	0	262	10.23	5	21.2070544722803
hsa-miR-5586-3p	0	31	1.06	0	2.88811386838161
hsa-miR-5586-5p	0	4	0.15	0	0.459753619407112
hsa-miR-5587-3p	0	38	2.43	1	4.47265713331282
hsa-miR-5587-5p	0	6	0.36	0	0.797941149732971
hsa-miR-5588-3p	0	4	0.1	0	0.429161239562354
hsa-miR-5588-5p	0	22	1.68	1	2.87565423896148
hsa-miR-5589-3p	0	34	0.26	0	2.28049200323615
hsa-miR-5589-5p	0	252	2.39	0	17.8961607387593
hsa-miR-559	0	10	0.48	0	1.15989032565996
hsa-miR-559-3p:Novel	0	9	0.42	0	1.06021532433972
hsa-miR-5590-3p	0	6	0.12	0	0.538958758018142
hsa-miR-5590-5p	0	5	0.14	0	0.566013662933327
hsa-miR-5591-3p	0	6	0.24	0	0.698075538075611
hsa-miR-5591-5p	0	10	0.56	0	1.07772871634252
hsa-miR-561-3p	0	36	1.79	0	4.71208570220662
hsa-miR-561-5p	0	8	0.28	0	0.833833898301743
hsa-miR-562	0	95	5.05	2	10.4199290929832
hsa-miR-562-5p:Novel	0	231	8.18	3	19.4109848460098
hsa-miR-563	0	56	4.02	2	6.60718369840348
hsa-miR-563-5p:Novel	0	8	0.39	0	0.972102350893515
hsa-miR-564	0	44	2.96	1	5.02389583659359
hsa-miR-564-3p:Novel	0	107	5.71	2	12.770209559084
hsa-miR-567	0	17	1.62	0	2.82003629519738
hsa-miR-567-3p:Novel	0	185	2.82	1	13.0276669083999
hsa-miR-568	0	21	0.39	0	1.5909713627732
hsa-miR-568-3p:Novel	0	18	1.03	0	2.45803162935271
hsa-miR-5680	0	239	9.47	3	22.8309065958701
hsa-miR-5680-5p:Novel	0	123	9.55	3	18.4187032944581
hsa-miR-5681a	0	15	0.61	0	1.41609597421888
hsa-miR-5681a-5p:Novel	0	9	1.13	0	1.73810679863213
hsa-miR-5681b	0	19	0.45	0	1.46154647539803
hsa-miR-5681b-3p:Novel	0	10	0.62	0	1.34709824131272
hsa-miR-5682	0	145	8.73	4	15.5892820256192
hsa-miR-5682-5p:Novel	0	245	2.61	0	17.3693967928072
hsa-miR-5683	0	77	2.07	1	5.946514357404
hsa-miR-5683-3p:Novel	0	21	0.85	0	1.96635342813825
hsa-miR-5684	0	861	16.4	6	60.2273021078888
hsa-miR-5684-3p:Novel	0	150	6.82	2	18.9235148801972
hsa-miR-5685	0	88	7.65	4	10.953495275659
hsa-miR-5685-3p:Novel	0	89	9.81	4	14.0277294677726
hsa-miR-5687	0	80	2.45	1	6.60387060746559
hsa-miR-5687-5p:Novel	0	122	4.24	2	10.2373851668294
hsa-miR-5688	0	31	1.28	0	2.99374687461506
hsa-miR-5688-5p:Novel	0	20	0.77	0	1.85403216054386
hsa-miR-5689	0	56	4.5	2	6.69348915733076
hsa-miR-5689-3p:Novel	0	224	3.19	1	15.0393605726709
hsa-miR-569	0	43	2.1	1	3.91984870273093
hsa-miR-569-5p:Novel	0	121	8.12	5	12.5185019205953
hsa-miR-5690	0	36	0.9	0	3.06785889126368
hsa-miR-5690-3p:Novel	0	74	4.45	1	10.1603049489334
hsa-miR-5691	0	9	0.74	0	1.45114306345623
hsa-miR-5691-3p:Novel	0	849	35.75	11	81.6080323782276
hsa-miR-5692a	0	10	0.65	0	1.415494920326
hsa-miR-5692a-3p:Novel	0	60	5.88	3	8.08911443757561
hsa-miR-5692b	0	8	0.59	0	1.40544828782277
hsa-miR-5692b-3p:Novel	0	152	2.24	0	12.7104789435371
hsa-miR-5692c	0	313	12.84	3	32.6542179553238
hsa-miR-5692c-1-5p:Novel	0	72	1.63	0	5.80660203573663
hsa-miR-5692c-2-5p:Novel	0	6	0.35	0	0.848786229995331
hsa-miR-5693	0	53	3.64	1	7.06061097355013
hsa-miR-5693-5p:Novel	0	249	6.93	1	26.7723287131872
hsa-miR-5694	0	57	5.28	3	7.59233526867894
hsa-miR-5694-3p:Novel	0	271	17.39	4	39.6690877773248
hsa-miR-5695	0	41	2.6	1	4.45769252452262
hsa-miR-5695-5p:Novel	0	317	11.36	3	30.5789984187646
hsa-miR-5696	0	113	8.13	3	14.9856450477092
hsa-miR-5696-3p:Novel	0	2419	31.33	1	172.092291218285
hsa-miR-5697	0	196	3.12	1	13.3851098687316
hsa-miR-5697-3p:Novel	0	40	4.12	2	5.7420824641939
hsa-miR-5698	2	3677	333.59	157	515.343266358882
hsa-miR-5698-3p:Novel	0	67	3.25	1	6.42984763848541
hsa-miR-5699-3p	0	55	2.35	1	5.50032961462026
hsa-miR-5699-5p	0	31	2.35	1	3.91110333764586
hsa-miR-570-3p	0	9	0.27	0	0.850875981775424
hsa-miR-570-5p, hsa-miR-548ai	0	24	1.72	1	3.26479850515556
hsa-miR-5700	0	335	4.12	0	23.1103644453736
hsa-miR-5700-3p:Novel	0	62	2.84	1	5.6557586092587
hsa-miR-5701	0	23	1.58	1	2.92059838454087
hsa-miR-5701-3p:Novel	0	831	6.91	1	55.1584036826494
hsa-miR-5702	0	39	3.38	2	5.22789432643324
hsa-miR-5702-5p:Novel	0	62	1.86	0	6.29597784175489
hsa-miR-5703	0	152	12.54	7	18.3974162659513
hsa-miR-5703-5p:Novel	0	167	8.07	3	14.5615372683919
hsa-miR-5704	0	53	3.48	2	5.91177865210074
hsa-miR-5704-3p:Novel	0	974	12.54	1	71.2848179494784
hsa-miR-5705	0	246	8.54	2	21.8614231424767
hsa-miR-5705-5p:Novel	0	127	1.64	0	9.4388762929766
hsa-miR-5706	0	12	1.09	0	1.90632714217832
hsa-miR-5706-3p:Novel	0	333	25.19	13	39.2504287815848
hsa-miR-5707	0	311	4.25	1	21.1855574672363
hsa-miR-5707-3p:Novel	0	396	10.06	2	34.1057659448114
hsa-miR-5708	0	14	0.78	0	1.44113956027986
hsa-miR-5708-3p:Novel	0	51	2.64	1	5.74660074799654
hsa-miR-571	0	219	10.25	3	25.2700553872528
hsa-miR-571-5p:Novel	0	35	2.54	1	4.05029794251198
hsa-miR-572	0	448	34.82	16	57.6822369048188
hsa-miR-572-5p:Novel	0	646	24.84	3	76.1464617154944
hsa-miR-573	0	365	5.82	1	25.9594398797301
hsa-miR-573-3p:Novel	0	90	4.32	2	10.3438425731036
hsa-miR-5739	0	229	9.08	3	23.1907949784611
hsa-miR-5739-5p:Novel	0	38	2.76	1	5.14949661390766
hsa-miR-574-3p	0	9	0.72	0	1.40636936702536
hsa-miR-574-5p	0	139	6.51	3	14.6193399268368
hsa-miR-575	0	211	16.04	6	29.3790309644724
hsa-miR-575-5p:Novel	0	171	3.49	1	14.9776015493892
hsa-miR-576-3p	0	382	11.86	2	37.4073756200161
hsa-miR-576-5p	0	39	0.67	0	2.78843703287001
hsa-miR-577	0	42	2.33	1	4.45856808427806
hsa-miR-577-3p:Novel	0	342	9.35	2	29.7390331590764
hsa-miR-578	0	44	2.01	1	4.1455009749824
hsa-miR-578-5p:Novel	0	26	1.68	1	3.37897809555686
hsa-miR-5787	0	84	3.22	1	6.86457512114935
hsa-miR-5787-3p:Novel	0	206	12.82	7	21.4829308152451
hsa-miR-579-3p	0	569	2.98	0	37.3642884952735
hsa-miR-579-5p	0	17	1.18	0	2.11768943759279
hsa-miR-580-3p	0	452	10.44	3	33.9233001276336
hsa-miR-580-5p	0	35	0.54	0	2.51877660929232
hsa-miR-581	0	154	7.01	2	16.9785566297648
hsa-miR-581-3p:Novel	0	33	2.46	1	4.48558030409624
hsa-miR-582-3p	0	14	0.94	0	1.81606670264678
hsa-miR-582-5p	0	17	0.48	0	1.42059577244037
hsa-miR-583	0	14	0.88	0	1.7891377150752
hsa-miR-583-3p:Novel	0	332	14.4	5	30.7026954093905
hsa-miR-584-3p	0	12	0.81	0	1.64747846399569
hsa-miR-584-5p	0	1969	66.73	18	173.340027389684
hsa-miR-585-3p	0	61	1.45	0	4.47202840270841
hsa-miR-585-5p	0	17	0.88	0	1.96015322890214
hsa-miR-586	0	7	0.68	0	1.32042615586469
hsa-miR-586-3p:Novel	0	72	1.43	0	5.8637847996837
hsa-miR-587	0	2153	14.6	2	141.497442362245
hsa-miR-587-3p:Novel	0	88	5.28	2	9.50155771094605
hsa-miR-588	0	9	0.58	0	1.36580959299223
hsa-miR-588-3p:Novel	0	341	15.34	5	32.198504207925
hsa-miR-589-3p	0	10	0.91	0	1.47844760168793
hsa-miR-589-5p	0	12	0.86	0	1.50230448009881
hsa-miR-590-3p	0	6	0.3	0	0.740936054255349
hsa-miR-590-5p	0	31	2.03	1	4.17752076470356
hsa-miR-591	0	156	6.62	3	14.4885156584415
hsa-miR-591-3p:Novel	0	349	9.46	2	34.8032563045561
hsa-miR-592	0	562	7.53	1	38.1114556873656
hsa-miR-592-3p:Novel	0	322	5.22	2	22.3166704457436
hsa-miR-593-3p	0	137	3.58	1	9.95484105553796
hsa-miR-593-5p	0	101	1.88	0	7.15029254222484
hsa-miR-595	0	374	7.03	1	29.3764013108083
hsa-miR-595-5p:Novel	0	723	78.11	32	121.932717413528
hsa-miR-596	0	32	1.33	1	2.70181424365047
hsa-miR-596-3p:Novel	0	594	14.69	4	53.034720603231
hsa-miR-597-3p	0	25	1.46	1	2.87673479456991
hsa-miR-597-5p	0	9	0.68	0	1.33076716450142
hsa-miR-598-3p	0	159	2.36	1	12.4523213831365
hsa-miR-598-5p	0	653	45.88	23	70.2691068186765
hsa-miR-599	0	295	23.04	11	36.9931641145917
hsa-miR-599-5p:Novel	0	220	17.62	6	33.3018304837904
hsa-miR-600	0	176	12.04	5	21.1542622631651
hsa-miR-600-5p:Novel	0	31	1.76	1	3.07838737769006
hsa-miR-601	0	30	1.78	1	3.34148096540718
hsa-miR-601-3p:Novel	0	236	10.6	6	20.5441154060134
hsa-miR-602	0	90	5.48	2	10.0828886770019
hsa-miR-602-3p:Novel	0	108	7.7	3	13.4716443143657
hsa-miR-603	0	63	2.93	1	6.54485835857785
hsa-miR-603-5p:Novel	0	628	3.76	0	41.13115354832
hsa-miR-604	0	174	7.11	3	15.3680561432672
hsa-miR-604-5p:Novel	0	37	2.41	1	4.33224980097176
hsa-miR-605-3p	0	10	0.72	0	1.46638623479995
hsa-miR-605-5p	0	22	0.42	0	1.71822836575532
hsa-miR-606	0	106	6.13	3	10.4309873934385
hsa-miR-606-5p:Novel	0	25	1.2	0	2.56881031679804
hsa-miR-6068	0	30	1.85	1	3.50679059641571
hsa-miR-6068-3p:Novel	0	226	29.79	16	37.203001783723
hsa-miR-6069	0	133	3.96	1	10.4916984456042
hsa-miR-6069-3p:Novel	0	276	23.44	15	28.8144680351997
hsa-miR-607	1	5257	498.79	262	666.001799571673
hsa-miR-607-5p:Novel	0	584	24.2	12	49.1320756269182
hsa-miR-6070	0	313	17.77	7	37.9435540944875
hsa-miR-6070-3p:Novel	0	10522	444.79	127	1060.23427411031
hsa-miR-6071	0	197	23.47	10	33.8328847291033
hsa-miR-6071-3p:Novel	0	65	6.85	3	9.9427322761249
hsa-miR-6072	0	70	8.1	4	11.2829459373302
hsa-miR-6072-5p:Novel	0	94	7.08	3	12.1557084365777
hsa-miR-6073	0	167	6.95	3	14.3169902513219
hsa-miR-6073-5p:Novel	0	136	6.69	2	14.509528491615
hsa-miR-6074	0	61	4.07	2	7.49853470960691
hsa-miR-6074-5p:Novel	0	133	11.47	5	17.639347740855
hsa-miR-6075	5	12526	1259.31	823	1408.90787637072
hsa-miR-6075-5p:Novel	0	93	5.78	3	10.2448130083975
hsa-miR-6076	0	98	4.68	2	10.1086465142255
hsa-miR-6076-3p:Novel	0	255	22.96	9	37.1801051509018
hsa-miR-6077	0	178	21.79	11	29.2760858686516
hsa-miR-6077-3p:Novel	0	458	13.95	6	35.8401913123343
hsa-miR-6078	0	126	7.86	3	15.7084982971296
hsa-miR-6078-3p:Novel	0	203	14.88	7	25.5168462404758
hsa-miR-6079	0	134	6.65	3	12.6404423534865
hsa-miR-6079-5p:Novel	0	7	0.41	0	0.929094141745995
hsa-miR-608	0	174	9.7	4	17.8923221839158
hsa-miR-608-3p:Novel	0	377	25.74	11	47.1310786510484
hsa-miR-6080	0	66	8.24	5	10.220107963136
hsa-miR-6080-5p:Novel	0	36	1.38	0	3.70272729662615
hsa-miR-6081	0	5583	254.86	89	510.003474997375
hsa-miR-6081-5p:Novel	0	22	2.21	1	3.78704141770628
hsa-miR-6082	0	52	2.89	1	6.46245746749372
hsa-miR-6082-3p:Novel	0	246	12.89	7	21.7480000662533
hsa-miR-6083	0	859	83.66	45	132.041374984171
hsa-miR-6083-5p:Novel	0	50	4	2	5.98453312072711
hsa-miR-6084	0	1169	21.59	8	86.947622612658
hsa-miR-6084-5p:Novel	0	373	23.26	13	37.8871139359745
hsa-miR-6085	0	503	27.16	12	53.6721289394477
hsa-miR-6085-5p:Novel	0	215	19.33	9	28.7885838281059
hsa-miR-6086	0	32	0.61	0	2.35368021762082
hsa-miR-6086-3p:Novel	0	17	1.9	1	2.79526201175673
hsa-miR-6088	0	18	0.73	0	2.43042904618247
hsa-miR-6088-3p:Novel	0	120	12.16	5	19.0395600481081
hsa-miR-6089	0	243	26.67	14	39.4525879602203
hsa-miR-6089-5p:Novel	0	360	14.57	6	32.4735448616228
hsa-miR-609	0	92	3.79	2	8.75039693384969
hsa-miR-609-3p:Novel	0	50	3.46	2	6.18112486308401
hsa-miR-6090	0	509	13.36	5	46.0098373765342
hsa-miR-6090-5p:Novel	0	273	22.47	8	37.038311285558
hsa-miR-610	0	105	2.79	1	9.4898472032379
hsa-miR-610-3p:Novel	0	97	10.76	5	16.5019664180896
hsa-miR-611	0	477	19.33	6	46.7999941814057
hsa-miR-611-5p:Novel	0	353	4.3	1	23.8243721926607
hsa-miR-612	0	919	21.54	5	71.5573637340912
hsa-miR-612-3p:Novel	0	29	4.29	3	5.08959973427023
hsa-miR-6124	0	76	5.22	3	8.62094353629413
hsa-miR-6124-3p:Novel	0	1331	142.13	89	196.503563137131
hsa-miR-6125	0	2378	117.56	36	257.223415802522
hsa-miR-6125-5p:Novel	0	486	37.23	17	63.9602834808988
hsa-miR-6126	0	374	12.72	4	38.0956637812552
hsa-miR-6126-3p:Novel	0	1028	35.06	19	85.0416235393091
hsa-miR-6127	0	683	82.77	41	120.104927979771
hsa-miR-6127-3p:Novel	0	613	54.54	18	96.8090891446114
hsa-miR-6128	0	47	1.97	1	4.41724173745513
hsa-miR-6128-5p:Novel	0	120	2	1	8.31984429462913
hsa-miR-6129	0	318	13.19	7	25.3652364422666
hsa-miR-6129-3p:Novel	0	103	6.54	4	11.5635169936612
hsa-miR-613	0	86	3.38	1	8.5789346930527
hsa-miR-613-5p:Novel	0	69	3.47	1	7.0729172240533
hsa-miR-6130	0	890	53.25	21	102.937115935924
hsa-miR-6130-5p:Novel	0	101	6.72	4	10.9793825105854
