ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average_inactive	Average_active	Median_inactive	Median_active
hsa-miR-1-5p	11.974489197978	-0.242035650435588	0.201918739305347	-1.19867849446888	0.230652983346947	NA	active_vs_inactive	NA	12.5239658652279	11.5117077505325	7.17299197865638	6.13217283058492
hsa-miR-100-3p	0.22205071754264	-0.289297829919368	0.483164630883238	-0.598756223920041	0.549335458238788	NA	active_vs_inactive	NA	0.279108211232074	0.195565299718279	0	0
hsa-miR-100-5p	7.54492286896761	-0.479128052945137	0.427657324853318	-1.12035507192464	0.262562482427071	NA	active_vs_inactive	NA	11.8855588537819	4.16387366635818	0.49613980795161	0.456184753440995
hsa-miR-101-2-5p	1.11579684572925	0.197160881150057	0.28416514934643	0.693824987348095	0.48779197039962	NA	active_vs_inactive	NA	1.02040912151858	1.29906731438683	0.493843001514444	0.214898562605725
hsa-miR-101-3p	2.9859642918743	0.0252264370879422	0.190707296746062	0.132278300402594	0.8947641703115	NA	active_vs_inactive	NA	2.92356980223558	3.05085152466993	1.90785877674011	2.02522602158328
hsa-miR-101-5p	14.2589452847985	0.147386433543605	0.29715997828572	0.495983457778734	0.619906082104002	0.937951402263099	active_vs_inactive	FALSE	17.2821145002358	14.2054587905711	1.35268764265553	1.51378754795894
hsa-miR-10226	2.55994193082314	-0.366177866266129	0.239881502069811	-1.52649480308641	0.126886683722113	NA	active_vs_inactive	NA	2.98385902775268	2.17867935007243	1.34566294006076	1.47918564447592
hsa-miR-10226-3p:Novel	10.0825383344226	-0.146873036386381	0.206801575390535	-0.710212367139941	0.477572452877062	NA	active_vs_inactive	NA	12.6045564892203	8.5126191012968	5.86863610572207	5.73895162484054
hsa-miR-10392-3p	1.18330554311315	0.0274946112038812	0.295071661200009	0.0931794367919478	0.925761010369069	NA	active_vs_inactive	NA	1.15351646390789	1.40706028140583	0.404635458541959	0.370959487290253
hsa-miR-10392-5p	126.257148721084	0.0297971674401865	0.149963043420688	0.198696737279446	0.842499976411863	0.97823724175769	active_vs_inactive	FALSE	142.834035719814	121.889691971214	70.8155465076733	91.4650430649194
hsa-miR-10393-3p	0.27744076550762	-0.0850227685223051	0.587155868623766	-0.144804425989286	0.8848652876265	NA	active_vs_inactive	NA	0.416459612045437	0.166341148934887	0	0
hsa-miR-10393-5p	0.128952382885352	-0.0651570393299923	1.4019838776586	-0.046474884888697	0.962931751406213	NA	active_vs_inactive	NA	0.194037262302115	0.0593590372356131	0	0
hsa-miR-10394-3p	2.37681608876239	0.0881975755564267	0.293917634137932	0.300075821633202	0.764119321385813	NA	active_vs_inactive	NA	2.4580518776708	2.3093045168803	0.672831470030381	0.847932749908562
hsa-miR-10394-5p	0.727451615044016	-0.224803468232772	0.414877119818595	-0.541855545880831	0.587918022808605	NA	active_vs_inactive	NA	0.836230229385879	0.64657477776784	0	0
hsa-miR-10395-3p	1.04420021272854	-0.429703809322358	0.380513224157809	-1.12927431174941	0.258782133922089	NA	active_vs_inactive	NA	1.67517854994682	0.724107675544351	0	0
