miRNA...1	baseMean...2	log2FoldChange...3	pvalue...6	padj...7	comparison...8	size...9	sig...10	miRNA...11	baseMean...12	log2FoldChange...13	pvalue...16	padj...17	comparison...18	size...19	sig...20	miRNA...21	baseMean...22	log2FoldChange...23	pvalue...26	padj...27	comparison...28	size...29	sig...30
hsa-miR-1267-3p:Novel	45.0539891721849	-0.677482004905575	0.00171493350283681	0.0761762397872996	4060_40	101_87	FALSE	hsa-miR-4674	74.7296885359825	-0.976864714271485	0.00336051163982731	0.113801260315643	60_40	44_87	FALSE	hsa-miR-4505-3p:Novel	14.1430589103504	0.721926151339397	0.00838506197416684	0.313271413756168	60_4060	44_101	FALSE
hsa-miR-4256	2.13408761778091	-1.25320809047737	0.00169470721415326	0.0761762397872996	4060_40	101_87	FALSE	hsa-miR-8060-5p:Novel	3.0157153411462	-1.00905922336287	0.00340196631608962	0.113801260315643	60_40	44_87	FALSE	hsa-miR-1246-3p:Novel	2013.64943946667	0.909047257770975	0.00860270754165506	0.313786331928315	60_4060	44_101	FALSE
hsa-miR-3672-3p:Novel	1.53094809904407	-1.17729738491053	0.00201656906026625	0.0858266561681906	4060_40	101_87	FALSE	hsa-miR-3714	3.98118621138797	-1.39159956842037	0.00355818120063328	0.117137584287515	60_40	44_87	FALSE	hsa-miR-3943	5.10643764508315	-0.896178012416043	0.00867421628410876	0.313786331928315	60_4060	44_101	FALSE
hsa-miR-548k-3p:Novel	4.00047556621194	-1.09117385869719	0.00202568360600305	0.0858266561681906	4060_40	101_87	FALSE	hsa-miR-2110	165.408200417687	1.14789383242251	0.00384186621912483	0.122585085207152	60_40	44_87	FALSE	hsa-miR-1229-5p	42.3642217135813	0.791381634310887	0.0093312346486567	0.33227943381701	60_4060	44_101	FALSE
hsa-miR-7844-5p	2.95397389738781	-0.886529648444247	0.00196869515818106	0.0858266561681906	4060_40	101_87	FALSE	hsa-miR-4294-3p:Novel	9.21669305020007	-1.24123755791379	0.00380314328317553	0.122585085207152	60_40	44_87	FALSE	hsa-miR-1269b-3p:Novel	4.89333519551824	0.944652983988063	0.0107716117101033	0.341216472068597	60_4060	44_101	FALSE
hsa-miR-8060-5p:Novel	3.0157153411462	-0.750327498306783	0.00215393478308226	0.0898778241304327	4060_40	101_87	FALSE	hsa-miR-8052-3p:Novel	5.14045465481801	-0.881829028113113	0.00390791556858861	0.1228032862008	60_40	44_87	FALSE	hsa-miR-147a	2.23200085798597	0.934822395565815	0.0102414516798118	0.341216472068597	60_4060	44_101	FALSE
hsa-miR-1908-3p	3.32911229601432	-0.870737384595885	0.00218996651909698	0.0900174297551205	4060_40	101_87	FALSE	hsa-miR-1908-3p	3.32911229601432	-1.14463940084387	0.00423522678566552	0.130279638148917	60_40	44_87	FALSE	hsa-miR-3907	14.9639246608266	-0.617184858535266	0.010831212937907	0.341216472068597	60_4060	44_101	FALSE
hsa-miR-4273	2.96368583017526	-0.864296723921372	0.00223021696576595	0.0903237871135211	4060_40	101_87	FALSE	hsa-miR-339-3p	1.79594410144582	1.19144279851942	0.00434347553138648	0.130279638148917	60_40	44_87	FALSE	hsa-miR-4259-5p:Novel	18.9737368118337	-0.761137947200744	0.0108576461679387	0.341216472068597	60_4060	44_101	FALSE
hsa-miR-10a-5p	60.1605306976451	-0.999376041403384	0.00231655397673509	0.0922986490304515	4060_40	101_87	FALSE	hsa-miR-3940-5p	4.40415193056992	0.978717298689223	0.00439709482662688	0.130279638148917	60_40	44_87	FALSE	hsa-miR-4785-5p:Novel	8.11362520126988	0.649055863797102	0.0109297070912714	0.341216472068597	60_4060	44_101	FALSE
hsa-miR-219a-5p	44.6162468211273	-0.734258376973097	0.00234600778218286	0.0922986490304515	4060_40	101_87	FALSE	hsa-miR-4276-3p:Novel	29.4397525177494	-0.933661186275486	0.00436442788988509	0.130279638148917	60_40	44_87	FALSE	hsa-miR-493-5p	2.70270925023732	-0.891350028439477	0.0102663591519162	0.341216472068597	60_4060	44_101	FALSE
