miRNA...1	baseMean...2	log2FoldChange...3	pvalue...6	padj...7	comparison...8	size...9	sig...10	miRNA...11	baseMean...12	log2FoldChange...13	pvalue...16	padj...17	comparison...18	size...19	sig...20	miRNA...21	baseMean...22	log2FoldChange...23	pvalue...26	padj...27	comparison...28	size...29	sig...30
hsa-miR-4254	170.327274657712	-0.921421801663172	0.00548330239581362	0.531463443065967	Light_Abst	144_19	FALSE	hsa-miR-5090	7.85668533331273	-1.09115977040361	0.00359885885067413	0.206496433347881	Heavy_Abst	69_19	FALSE	hsa-miR-638	53.4623102167455	-0.926992601755482	0.00206246931962285	0.0979130171736741	Heavy_Light	69_144	FALSE
hsa-miR-920	8.09900887104478	-1.03183717518721	0.00560499823580759	0.531463443065967	Light_Abst	144_19	FALSE	hsa-miR-6751-5p	2.52903702703496	-1.26053957752081	0.00327959829895737	0.206496433347881	Heavy_Abst	69_19	FALSE	hsa-miR-6811-5p	12.462357689262	-0.906209211811317	0.00204456080409181	0.0979130171736741	Heavy_Light	69_144	FALSE
hsa-miR-4291	4.78172358864964	1.08590819677778	0.00614626001721945	0.553005805139053	Light_Abst	144_19	FALSE	hsa-miR-7158-3p	55.7205097724014	-3.0683953923567	0.00322718621730191	0.206496433347881	Heavy_Abst	69_19	FALSE	hsa-miR-4497	15.4320466550694	0.612884452473534	0.002203013829146	0.0988646930500511	Heavy_Light	69_144	FALSE
hsa-miR-3934-5p	7.71508080320668	1.27319806398849	0.00646576556726578	0.56720928438839	Light_Abst	144_19	FALSE	hsa-miR-760	27.1251352274623	-1.15587540861895	0.00373969085082114	0.206496433347881	Heavy_Abst	69_19	FALSE	hsa-miR-4644	10.9768276840397	0.610601324651662	0.00224692484204662	0.0988646930500511	Heavy_Light	69_144	FALSE
hsa-miR-1910-3p	34.1169285410908	-1.27440583042505	0.00725912827469688	0.578915479907076	Light_Abst	144_19	FALSE	hsa-miR-7843-5p	12.7503924461438	-1.36885129668473	0.00330244634581166	0.206496433347881	Heavy_Abst	69_19	FALSE	hsa-miR-636	49.1408349610778	0.737838969072661	0.0021998778119132	0.0988646930500511	Heavy_Light	69_144	FALSE
hsa-miR-4320	3.43473426114983	-1.29716609531449	0.00699068768934105	0.578915479907076	Light_Abst	144_19	FALSE	hsa-miR-6880-5p	15.2995502614898	-1.08333929976473	0.00454278107554562	0.239361298099583	Heavy_Abst	69_19	FALSE	hsa-miR-11399	4.35165894811412	-0.807806020381337	0.00310783960242276	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-552-3p	4.68747693623998	1.44351312471844	0.00715195853058664	0.578915479907076	Light_Abst	144_19	FALSE	hsa-miR-3149	20.1992939559465	-1.36171424998336	0.00465437008590421	0.239537697676884	Heavy_Abst	69_19	FALSE	hsa-miR-3170-3p:Novel	12.2130124858281	-0.564829449818577	0.00276993420179192	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-664a-5p	17.9098452393642	-1.24069404994747	0.00699782321578611	0.578915479907076	Light_Abst	144_19	FALSE	hsa-miR-1291-3p:Novel	23.9651070952271	-0.976233025495429	0.00573797365318999	0.282180793211321	Heavy_Abst	69_19	FALSE	hsa-miR-3619-3p	152.932325563137	-1.13703600988582	0.00321052179895314	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-146a-5p	20.1081750166189	1.24628755887974	0.00755905884517561	0.589438610838249	Light_Abst	144_19	FALSE	hsa-miR-920	8.09900887104478	-1.02517306432314	0.00570698511147266	0.282180793211321	Heavy_Abst	69_19	FALSE	hsa-miR-3683-3p:Novel	3.92364635760467	-0.755500918123054	0.00315389521374875	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-484	1.57651026905976	-1.54382619533303	0.00804674316018732	0.613826559762985	Light_Abst	144_19	FALSE	hsa-miR-144-5p	7.16456062128414	-2.08564359422228	0.00606556071182846	0.291806214245139	Heavy_Abst	69_19	FALSE	hsa-miR-3960	25.0654977730932	0.61101278952222	0.00265685194354936	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-320c	31.4485013085517	1.19736168003509	0.00839629206954871	0.626863593022264	Light_Abst	144_19	FALSE	hsa-miR-2113	6.42185562187651	-1.61496034591871	0.00625401073756594	0.294470760898583	Heavy_Abst	69_19	FALSE	hsa-miR-4285-3p:Novel	13.9857473956496	0.584811564518024	0.00318417930227355	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-5685	6.31324558626863	-1.07095747282449	0.00943641276395121	0.675762701810302	Light_Abst	144_19	FALSE	hsa-miR-361-3p	9.93928435493339	-1.3616292510067	0.00704998107401553	0.325033502433258	Heavy_Abst	69_19	FALSE	hsa-miR-512-3p	5.43287337502779	-0.761655799193637	0.00275931463186025	0.0998582987122665	Heavy_Light	69_144	FALSE
