ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	abstemious.x	all.x	nowine.x	abstemious.y	all.y	nowine.y
has-miR-548o	0.482823240473649	0.293052292316793	0.960564061467756	0.30508354837782	0.760302520780631	0.999770134585052	nowine_vs_abstemious	FALSE	1.1	0.449	0.259	0	0	0
has-miR-548x	1.71019385279228	0.852961176082931	0.879404632502031	0.969930273912858	0.332081248640415	0.999770134585052	nowine_vs_abstemious	FALSE	1.628	1.343	3.357	0	0	0.27
hsa-let-7a-2-3p	0.582280496450522	0.724260256433977	0.780169730327784	0.928336781445857	0.353232900304204	0.999770134585052	nowine_vs_abstemious	FALSE	0.274	0.624	0.459	0	0	0
hsa-let-7a-3p	545.835883653848	-0.616407177518782	0.59160724528814	-1.04191958842317	NA	NA	nowine_vs_abstemious	NA	3128.443	359.241	26.704	33.166	15.972	12.188
hsa-let-7a-5p	14.4832834314234	1.63113854980619	0.480595462834504	3.39399489996409	0.000688809753405727	0.217726501144701	nowine_vs_abstemious	FALSE	9.829	14.453	15.616	7.32	5.802	6.284
hsa-let-7b-3p	0.480698235865222	0.0916319104194939	1.21210091475857	0.0755975920022675	0.939739252287704	0.999770134585052	nowine_vs_abstemious	FALSE	0.595	0.496	0.278	0	0	0
hsa-let-7b-5p	325.576365342963	-0.336201247309895	0.623851775296138	-0.538912063126378	NA	NA	nowine_vs_abstemious	NA	1680.057	233.196	22.753	17.351	10.84	12.472
hsa-let-7c-3p	4.15360253394004	0.118143989164684	0.650371468923504	0.181656168528174	0.855852565996888	0.999770134585052	nowine_vs_abstemious	FALSE	9.531	3.746	2.738	0.82	0.499	0
hsa-let-7c-5p	24.1345725633802	-0.0425297190221647	0.612184933459821	-0.0694720119650838	0.944613910030021	0.999770134585052	nowine_vs_abstemious	FALSE	137.064	15.363	4.72	4.183	2.85	2.723
hsa-let-7d-3p	4.98802947660127	0.335734233663661	0.700982166340593	0.478948323915754	0.631975391790074	0.999770134585052	nowine_vs_abstemious	FALSE	16.496	4.157	2.506	1.582	1.074	1.309
hsa-let-7d-5p	62.6685910720595	-0.481012397701056	0.628087251902083	-0.765836906010065	NA	NA	nowine_vs_abstemious	NA	359.981	41.066	4.039	6.038	3.371	2.697
hsa-let-7e-3p	0.0792749011251618	-0.27428204299123	2.50248261859236	-0.109603975249791	0.912723457862065	0.999770134585052	nowine_vs_abstemious	FALSE	0.272	0.063	0.045	0	0	0
hsa-let-7e-5p	7.09148982818418	-0.46850858585125	0.585799183624267	-0.79977678178492	0.423840137576492	0.999770134585052	nowine_vs_abstemious	FALSE	32.399	4.963	3.292	2.652	2.098	2.351
hsa-let-7f-1-3p	0.126336688110519	0.569873361805053	2.39272821344368	0.23816886456355	0.811750124824105	0.999770134585052	nowine_vs_abstemious	FALSE	0.051	0.139	0.089	0	0	0
hsa-let-7f-2-3p	0.545050262627577	-0.363349805353398	0.712038976616636	-0.510294825544397	0.60984492733818	0.999770134585052	nowine_vs_abstemious	FALSE	1.469	0.468	0.36	0.333	0	0
hsa-let-7f-5p	1.98393839625423	0.335411868208163	0.604159528651094	0.555171030666414	0.578777681780926	0.999770134585052	nowine_vs_abstemious	FALSE	2.096	1.953	1.803	1.006	0.67	0.741
hsa-let-7g-3p	3.1637586197932	0.329569094097911	0.597045375998785	0.552000077961548	0.580948299856321	0.999770134585052	nowine_vs_abstemious	FALSE	3.646	3.095	2.843	0.666	0.099	0
hsa-let-7g-5p	363.341853496098	-0.406171490767787	0.688021475414207	-0.590347111655579	NA	NA	nowine_vs_abstemious	NA	1957.155	252.423	19.904	11.731	6.568	7.227
hsa-let-7i-3p	0.31660162036802	0.561324857823817	0.952672218742785	0.589210902533278	0.555719804394177	0.999770134585052	nowine_vs_abstemious	FALSE	0.293	0.327	0.235	0	0	0
hsa-let-7i-5p	395.441775918989	0.0210406729840575	0.654467412554357	0.0321493058026169	NA	NA	nowine_vs_abstemious	NA	2085.458	283.276	15.456	9.961	8.005	6.142
hsa-miR-1-2-5p:Novel	8.58091814941217	0.564058520824991	0.528523496639595	1.06723452109761	0.285865947661242	0.999770134585052	nowine_vs_abstemious	FALSE	7.985	7.83	12.189	3.804	4.123	3.244
hsa-miR-1-3p	1.81295966087876	0.0970388034104422	0.509189768962382	0.190574927709538	0.848858634941714	0.999770134585052	nowine_vs_abstemious	FALSE	2.008	1.774	1.687	1.369	1.132	0.351
hsa-miR-1-5p	11.3434619956984	0.636728237745966	0.463208389441989	1.37460428666461	0.169254158922386	0.93469593169666	nowine_vs_abstemious	FALSE	8.028	11.526	15.771	5.739	6.475	7.387
hsa-miR-100-3p	0.237372480447786	0.271740716087464	1.11831186099523	0.242991893017777	0.808011677707817	0.999770134585052	nowine_vs_abstemious	FALSE	0.29	0.21	0.312	0	0	0
hsa-miR-100-5p	8.07805130086412	-1.5449590488367	0.974914541379002	-1.58471228324421	0.113031719777971	0.905432797204643	nowine_vs_abstemious	FALSE	38.77	5.014	5.91	1.582	0.526	0
hsa-miR-101-2-5p	1.17779876591377	1.95404511930168	0.636890097940907	3.06810409773867	0.00215421561805995	0.407801789802193	nowine_vs_abstemious	FALSE	0.851	1.161	1.275	0	0.294	0.418
hsa-miR-101-3p	3.01246083249487	1.56310516212674	0.427040984166212	3.6603165037629	0.000251903897587967	0.145978308652227	nowine_vs_abstemious	FALSE	2.464	2.889	3.543	2.383	1.868	2.359
hsa-miR-101-5p	15.7321033637468	-0.46334345038585	0.680718979658708	-0.680667741360989	0.49608175255602	0.999770134585052	nowine_vs_abstemious	FALSE	30.62	16.668	1.948	2.075	1.38	0.933
hsa-miR-10226	2.52905127272241	0.800389009466871	0.559132650730763	1.43148322391975	0.152291771602107	0.922506079896387	nowine_vs_abstemious	FALSE	2.493	2.426	3.151	1.64	1.425	1.149
hsa-miR-10226-3p:Novel	10.5521557801129	0.519717272069727	0.485941160436977	1.069506587181	0.284841462255103	0.999770134585052	nowine_vs_abstemious	FALSE	11.506	9.541	14.029	9.961	5.581	4.996
hsa-miR-10392-3p	1.29431974221773	0.560309121760412	0.681054260424794	0.822708489351392	0.410673786526129	0.999770134585052	nowine_vs_abstemious	FALSE	1.018	1.205	1.705	0	0.393	0.25
hsa-miR-10392-5p	133.973309876585	-0.386578920673174	0.349998345782629	-1.10451642223836	0.269369183779279	0.999770134585052	nowine_vs_abstemious	FALSE	274.311	121.714	103.989	93.869	72.494	88.318
hsa-miR-10393-3p	0.291932199581347	-0.144777761397585	1.38132194894806	-0.104811019261541	0.916525766106509	0.999770134585052	nowine_vs_abstemious	FALSE	0.126	0.297	0.316	0	0	0
hsa-miR-10393-5p	0.127057997458076	-0.240796386038589	3.34301449094488	-0.072029716500131	0.942578258918997	0.999770134585052	nowine_vs_abstemious	FALSE	0.026	0.145	0.072	0	0	0
hsa-miR-10394-3p	2.39452150517589	0.354632849063311	0.677162156205947	0.523704471393195	0.600484105154501	0.999770134585052	nowine_vs_abstemious	FALSE	2.242	2.405	2.203	0.587	0.738	0.815
hsa-miR-10394-5p	0.692080497533452	0.666834068069647	0.968400589865088	0.688593207241381	0.491079296925798	0.999770134585052	nowine_vs_abstemious	FALSE	0.524	0.62	1.381	0	0	0
hsa-miR-10395-3p	1.20695765698872	-0.858874458168351	0.865106886075705	-0.992795771242066	0.320809491159722	0.999770134585052	nowine_vs_abstemious	FALSE	5.121	0.959	0.226	0	0	0
hsa-miR-10395-5p	2.60248748651653	-0.225363362062701	0.482745225275499	-0.466837060758265	0.640616458285902	0.999770134585052	nowine_vs_abstemious	FALSE	2.682	2.511	2.72	2.091	1.432	1.102
hsa-miR-10396a-3p	1.14573789415552	0.972618422134324	0.56532474188245	1.72045967578855	0.0853489175212852	0.883331991672042	nowine_vs_abstemious	FALSE	1.035	1.059	1.512	0.734	0.574	0.225
hsa-miR-10396a-5p	4.63502896442632	0.668354951362766	0.524436120819207	1.27442585441817	0.202512534347837	0.95670663305357	nowine_vs_abstemious	FALSE	5.386	4.339	5.138	3.164	2.175	2.081
hsa-miR-10396b-3p	1.24721567948297	0.45786376415993	0.539080645106452	0.849341871788989	0.395691087973344	0.999770134585052	nowine_vs_abstemious	FALSE	2.218	1.024	1.695	0.684	0.656	0.658
hsa-miR-10396b-5p	3.5860763310791	0.739612809936064	0.62518881705949	1.18302309599003	0.236799994161078	0.986052191255173	nowine_vs_abstemious	FALSE	4.145	3.335	4.072	1.582	1.263	1.182
hsa-miR-10397-3p	21.797033845255	-0.24376899766932	0.398327687795408	-0.611981052631536	0.540550293600485	0.999770134585052	nowine_vs_abstemious	FALSE	65.507	16.612	22.073	12.637	11.588	15.316
hsa-miR-10397-5p	2.74535921360742	-0.0311287409632418	0.679779431387506	-0.0457924137241172	0.963475705440591	0.999770134585052	nowine_vs_abstemious	FALSE	3.426	2.568	2.884	1.64	0.787	1.328
hsa-miR-10398-3p	1.47330402684869	0.534181829458875	0.537168974181477	0.994439096697359	0.320009142043464	0.999770134585052	nowine_vs_abstemious	FALSE	2.145	1.44	1.082	1.046	0.742	0
hsa-miR-10398-5p	0.573871090593872	0.991426241846125	0.739540514764024	1.34059760358427	0.180051135743829	0.939806008654821	nowine_vs_abstemious	FALSE	0.462	0.564	0.604	0	0	0
hsa-miR-10399-3p	0.352494408348962	0.710330447066987	1.04049310142816	0.68268635908494	0.494805051133361	0.999770134585052	nowine_vs_abstemious	FALSE	0.927	0.313	0.196	0	0	0
hsa-miR-10399-5p	0.761236387750002	-1.06169618558148	0.995277347789891	-1.06673399926069	0.286091969623137	0.999770134585052	nowine_vs_abstemious	FALSE	1.328	0.803	0.151	0	0	0
hsa-miR-103a-1-5p	0.681255127429812	1.32603768320813	1.0705913627311	1.23860300892526	0.215492553242811	0.970424079053526	nowine_vs_abstemious	FALSE	0.264	0.649	1.002	0	0	0
hsa-miR-103a-2-5p	0.291764188049771	0.693803687061448	1.05055370899761	0.660417150612361	0.508986169133696	0.999770134585052	nowine_vs_abstemious	FALSE	0.097	0.286	0.382	0	0	0
hsa-miR-103a-3p	1.79391790953467	0.375938455663081	0.535781909591094	0.701663212089402	0.482889220302204	0.999770134585052	nowine_vs_abstemious	FALSE	1.409	1.809	1.781	1.046	1.049	0.75
hsa-miR-103b-3p:Novel	17.0447278777303	-0.116374954927035	0.755356401032053	-0.154066285488585	NA	NA	nowine_vs_abstemious	NA	82.186	12.657	1.965	1.321	0.686	0.993
hsa-miR-103b-5p	0.234831325101207	0.325796397379833	1.48747384465286	0.219026639393358	0.82662929631279	0.999770134585052	nowine_vs_abstemious	FALSE	0.097	0.217	0.365	0	0	0
hsa-miR-10400-3p	4.04036998566383	0.377983998848436	0.619746164710265	0.609901311813919	0.541927183485677	0.999770134585052	nowine_vs_abstemious	FALSE	5.578	3.983	2.945	2.383	1.078	0.987
hsa-miR-10400-5p	90.4504653690116	-0.394340924524835	0.504129544855388	-0.782221412232354	0.434084462798169	0.999770134585052	nowine_vs_abstemious	FALSE	130.235	94.812	37.441	61.694	33.917	20.806
hsa-miR-10401-3p	1.01140850467106	0.345194040592234	0.710259939242619	0.486010855350127	0.626959469438848	0.999770134585052	nowine_vs_abstemious	FALSE	1.843	0.852	1.252	0.663	0	0
hsa-miR-10401-5p	80.2815601885611	-0.271798239033219	0.487590809673395	-0.557431013138411	0.57723298112029	0.999770134585052	nowine_vs_abstemious	FALSE	77.86	78.951	79.44	47.159	37.503	25.306
hsa-miR-105-3p	7.69570823715021	0.347340968615621	0.580375428708904	0.598476350710282	0.549522134257466	0.999770134585052	nowine_vs_abstemious	FALSE	5.956	7.048	12.611	3.317	2.749	2.463
hsa-miR-105-5p	3.60881053132329	-0.508363744659928	0.554895615830861	-0.91614301889688	0.359591887120756	0.999770134585052	nowine_vs_abstemious	FALSE	9.35	2.71	4.545	2.091	1.497	2.399
hsa-miR-10522-3p:Novel	8.23044383849724	-0.565311303007264	0.508086558788195	-1.11262794346608	0.2658682540942	0.999770134585052	nowine_vs_abstemious	FALSE	9.649	8.175	6.699	6.633	3.511	4.732
hsa-miR-10522-5p	0.769672704171292	-0.505541487340284	0.688779818957368	-0.733966753128077	0.462969001224731	0.999770134585052	nowine_vs_abstemious	FALSE	3.73	0.45	0.673	0.147	0	0
hsa-miR-10523-3p:Novel	14.376772139157	0.342094435430384	0.444263821551139	0.770025419211422	0.441284814423296	0.999770134585052	nowine_vs_abstemious	FALSE	14.663	13.003	19.274	8.084	8.963	9.907
hsa-miR-10523-5p	2.07644314377219	1.05701326460839	0.672491561337103	1.57178665931027	0.116000036469203	0.905432797204643	nowine_vs_abstemious	FALSE	1.745	1.813	3.309	0.663	0.574	1.004
hsa-miR-10524-3p:Novel	3.89626123696453	-0.90575937521377	0.881692317100697	-1.0272964362355	0.304280899973681	0.999770134585052	nowine_vs_abstemious	FALSE	3.084	3.971	3.437	1.006	0.505	0.142
hsa-miR-10524-5p	2.8996633040827	-1.16369624147526	1.16959306489279	-0.99495822641692	NA	NA	nowine_vs_abstemious	NA	1.932	3.339	0.864	0	0	0
hsa-miR-10525-3p	0.543644452073964	0.522545424120339	0.717887884748784	0.727892802234985	0.466679209608906	0.999770134585052	nowine_vs_abstemious	FALSE	0.407	0.426	1.123	0	0	0.108
hsa-miR-10525-5p:Novel	0.406719624990348	0.310304923050665	0.785224398748778	0.395179930151333	0.692710103230911	0.999770134585052	nowine_vs_abstemious	FALSE	0.428	0.368	0.533	0	0	0
hsa-miR-10526-3p	3.96643784910663	-0.788621355106902	0.457731170466686	-1.72289196364506	0.0849080638912986	0.883331991672042	nowine_vs_abstemious	FALSE	7.162	3.852	2.406	4.996	2.319	2.251
hsa-miR-10526-5p:Novel	3.70494445200889	-0.830320959675118	0.469458500733055	-1.76867807991245	0.0769476123621997	0.883331991672042	nowine_vs_abstemious	FALSE	6.679	3.595	2.276	4.496	2.065	1.868
hsa-miR-10527-3p:Novel	9.96653733845551	0.834858645881003	0.481735107899207	1.73302429528487	0.0830913506501874	0.883331991672042	nowine_vs_abstemious	FALSE	8.828	9.543	11.52	6.319	4.931	4.262
hsa-miR-10527-5p	9.16679978644794	0.666242478292191	0.527783014260364	1.26234164474934	0.206825877590394	0.966186929043989	nowine_vs_abstemious	FALSE	8.305	8.855	10.066	6.052	4.081	2.469
hsa-miR-106a-3p	0.393283434285606	0.747883674094094	1.40336163930781	0.532922985170793	0.594086893438007	0.999770134585052	nowine_vs_abstemious	FALSE	0.254	0.373	0.512	0	0	0
hsa-miR-106a-5p	1.27471602721091	-0.525251784366764	0.862255557992677	-0.609160218798177	0.542418245735159	0.999770134585052	nowine_vs_abstemious	FALSE	1.24	1.332	0.846	0	0	0
hsa-miR-106b-3p	6.32162154613328	-1.12639805400995	0.877927515329006	-1.28301942283678	0.199485271461015	0.952761385810369	nowine_vs_abstemious	FALSE	25.088	5.314	0.539	0.912	0	0
hsa-miR-106b-5p	25.7810400312431	-1.35527590086442	0.603965844760682	-2.24396116538914	0.0248349001073942	0.701729315357907	nowine_vs_abstemious	FALSE	62.354	24	12.628	15.92	3.75	2.348
hsa-miR-107	14.3695549661949	0.128325741703739	0.576367164852842	0.222645822887054	0.823811169949704	0.999770134585052	nowine_vs_abstemious	FALSE	83.094	8.397	6.167	2.281	3.395	3.3
hsa-miR-107-5p:Novel	1.98061707389386	-2.3911023386171	0.81790591854053	-2.92344423046086	0.00346182233212501	0.501531510366611	nowine_vs_abstemious	FALSE	8.08	1.627	0.571	0.587	0	0
hsa-miR-10a-3p	2.0126695129293	-0.36740777973524	0.645186864038456	-0.569459485637236	0.569044357678655	0.999770134585052	nowine_vs_abstemious	FALSE	7.801	1.44	1.496	1.327	0.597	0.108
hsa-miR-10a-5p	61.4445350523603	0.183646543763419	0.632882953848645	0.290174577537031	0.771682684080442	0.999770134585052	nowine_vs_abstemious	FALSE	379.03	35.874	11.277	6.226	4.204	5.42
hsa-miR-10b-3p	2.41289663060159	0.196507589426241	0.576046756230907	0.341131318422825	0.733004725086286	0.999770134585052	nowine_vs_abstemious	FALSE	2.424	2.427	2.047	1.14	0.879	0.307
hsa-miR-10b-5p	38.7974267922034	0.6934105293803	0.677576542651202	1.02336855798925	0.306133619750594	0.999770134585052	nowine_vs_abstemious	FALSE	119.353	34.429	12.963	3.522	3.581	6.859
hsa-miR-11181-3p	1.40986398685739	0.126418804074502	0.585179947999082	0.216034066968235	0.828961192905974	0.999770134585052	nowine_vs_abstemious	FALSE	1.425	1.395	1.286	1.332	0.617	0.472
hsa-miR-11181-5p	0.163992556935379	1.09566658108857	1.85880029432087	0.589448250269874	0.555560617287835	0.999770134585052	nowine_vs_abstemious	FALSE	0	0.18	0.183	0	0	0
hsa-miR-11399	4.35165894811412	0.492256599018173	0.527398275069084	0.933367859334944	0.350630069200725	0.999770134585052	nowine_vs_abstemious	FALSE	4.728	4.304	4.645	2.49	2.104	2.479
hsa-miR-11399-3p:Novel	185.897032951808	0.256457277748765	0.402628055751186	0.636958289631087	0.524152012885085	0.999770134585052	nowine_vs_abstemious	FALSE	127.094	192.852	166.47	99.064	126.658	121.266
hsa-miR-11400	2.34136208902148	1.27962406756637	0.642018597471476	1.99312616893971	0.0462476331151611	0.785948580044733	nowine_vs_abstemious	FALSE	1.47	2.454	2.003	0.456	0.812	0.342
hsa-miR-11400-3p:Novel	5.26209994583544	0.0941072945495732	0.537166387342861	0.175192075988006	0.860928710490142	0.999770134585052	nowine_vs_abstemious	FALSE	9.547	4.325	6.923	7.3	1.913	3.631
hsa-miR-11401	1.62811030866389	-0.559457300435828	0.594428403493033	-0.941168519452124	0.346618506483994	0.999770134585052	nowine_vs_abstemious	FALSE	2.343	1.655	0.936	1.027	0.729	0
hsa-miR-11401-3p:Novel	4.39984684204864	0.444495410727682	0.442599889660724	1.00428269665501	0.315242371528121	0.999770134585052	nowine_vs_abstemious	FALSE	6.42	3.91	5.577	2.607	2.065	1.571
hsa-miR-1178-3p	0.229364853290639	0.491238950280767	1.07299610000715	0.457819884226508	0.647081848946241	0.999770134585052	nowine_vs_abstemious	FALSE	0.247	0.217	0.252	0	0	0
hsa-miR-1178-5p	0.95244355869909	-0.215907902247633	0.811698523537216	-0.265995189084182	0.790242914154135	0.999770134585052	nowine_vs_abstemious	FALSE	1.356	0.928	0.733	0	0	0
hsa-miR-1179	1.33603957716524	-0.205610444846533	0.665470489959006	-0.308970041420167	0.757344316061875	0.999770134585052	nowine_vs_abstemious	FALSE	1.401	1.368	0.996	1.006	0.505	0
hsa-miR-1179-3p:Novel	5.9553819464454	0.271354315819388	0.39857207490829	0.680816175799133	0.495987813408432	0.999770134585052	nowine_vs_abstemious	FALSE	6.29	6.044	4.903	3.91	4.071	3.872
hsa-miR-1180-3p	3.80774662293398	0.569933854292128	0.602019914615055	0.946702659589851	0.343790314835964	0.999770134585052	nowine_vs_abstemious	FALSE	7.543	3.052	5.451	1.64	1.224	1.107
hsa-miR-1180-5p	1.19474473890228	0.919706702071176	0.826597140087993	1.11264200838303	0.26586221101375	0.999770134585052	nowine_vs_abstemious	FALSE	0.442	1.249	1.262	0	0	0
hsa-miR-1181	8.00534513848986	0.136969032854191	0.564092799960571	0.242812942947977	0.808150308562817	0.999770134585052	nowine_vs_abstemious	FALSE	5.048	7.683	11.802	3.155	3.496	5.125
hsa-miR-1181-3p:Novel	103.943621414731	0.152683080592457	0.411464906318192	0.371071938938056	0.710583950820033	0.999770134585052	nowine_vs_abstemious	FALSE	113.988	101.007	103.939	63.187	55.843	64.714
hsa-miR-1182	7.45523497480556	0.330811563563839	0.331184445845637	0.99887409482397	0.317855686782422	0.999770134585052	nowine_vs_abstemious	FALSE	10.761	7.155	6.215	7.297	4.847	5.681
hsa-miR-1182-5p:Novel	7.66038449266646	0.484183454733215	0.512103588906527	0.945479518640108	0.344414122346819	0.999770134585052	nowine_vs_abstemious	FALSE	7.64	5.732	16.097	4.026	3.328	2.475
hsa-miR-1183	3.65936740083408	-0.20800589906681	0.489680171163253	-0.424779093204211	0.670997719760839	0.999770134585052	nowine_vs_abstemious	FALSE	3.419	3.655	3.381	1.797	2.025	2.346
hsa-miR-1183-5p:Novel	6.52802806908459	0.0607405810716563	0.372027264117096	0.163269165811832	0.870306510232474	0.999770134585052	nowine_vs_abstemious	FALSE	7.911	6.457	5.812	4.866	4.541	4.729
hsa-miR-1184	26.52325957092	0.285511437614994	0.381371677183555	0.74864352728946	0.45407208963542	0.999770134585052	nowine_vs_abstemious	FALSE	30.901	26.798	19.704	12.795	13.365	10.42
hsa-miR-1184-5p:Novel	4.90315719023085	-0.520264608669055	0.511725707629907	-1.01668648049498	0.309302599194109	0.999770134585052	nowine_vs_abstemious	FALSE	8.148	4.879	2.728	3.955	1.914	1.883
hsa-miR-1185-3p	0.693542385548879	0.373204597058404	0.76680538394322	0.486700543414598	0.626470560079074	0.999770134585052	nowine_vs_abstemious	FALSE	0.507	0.647	0.928	0	0	0
hsa-miR-1185-5p	0.781839023344004	0.583188515292695	0.722238902984236	0.807473140650559	0.419393943011137	0.999770134585052	nowine_vs_abstemious	FALSE	0.518	0.726	1.091	0	0	0.118
hsa-miR-1193	3.63781127180974	0.208461039904634	0.393102163730204	0.530297360682314	0.595905776338003	0.999770134585052	nowine_vs_abstemious	FALSE	4.982	3.435	3.466	2.013	2.148	2.047
hsa-miR-1193-3p:Novel	16.9146075145889	-0.160612765862488	0.542405502023803	-0.296111977594651	0.767144567159244	0.999770134585052	nowine_vs_abstemious	FALSE	29.706	15.006	18.613	7.631	7.341	12.576
hsa-miR-1197	3.48333666414063	0.115962086830188	0.500021958150264	0.231913988855944	0.81660481917373	0.999770134585052	nowine_vs_abstemious	FALSE	6.123	3.103	3.488	1.369	1.399	0.796
hsa-miR-1197-5p:Novel	2.82958269736199	0.163513558438387	0.667223821308521	0.245065528562386	0.806405693404758	0.999770134585052	nowine_vs_abstemious	FALSE	5.968	2.589	2.094	1.046	0.742	0.993
hsa-miR-1199-3p	3.63914687494251	0.0281012900983403	0.46963706095496	0.0598361850770446	0.952286105672149	0.999770134585052	nowine_vs_abstemious	FALSE	5.932	3.297	4.095	2.642	2.098	2.581
hsa-miR-1199-5p	3.51692465931789	-0.387344026899047	0.53605286153786	-0.72258550357853	0.469934577051149	0.999770134585052	nowine_vs_abstemious	FALSE	4.574	2.923	5.407	1.99	1.484	2.23
hsa-miR-1200	4.64863647887104	-0.422583194911851	0.5681314264754	-0.743812391322008	0.456989982583653	0.999770134585052	nowine_vs_abstemious	FALSE	4.361	3.977	7.878	3.019	1.787	3.532
hsa-miR-1200-3p:Novel	5.99289870268956	0.742850728743736	0.506928202772902	1.46539633163106	0.142812817710034	0.915278021497784	nowine_vs_abstemious	FALSE	6.114	5.793	6.136	2.433	3.541	3.578
hsa-miR-1202	31.0588416116731	0.591173009758655	0.459017410131037	1.28790977577494	0.197777372126799	0.950305827557825	nowine_vs_abstemious	FALSE	24.91	29.939	36.423	13.261	19.053	21.41
hsa-miR-1202-3p:Novel	41.4745153059645	2.11180189302774	0.517465514325923	4.08104856181321	4.48329859411224e-05	0.0519614307057608	nowine_vs_abstemious	FALSE	17.305	24.413	133.253	14.074	11.426	13.824
hsa-miR-1203	176.106539493349	-0.181777113000007	0.494308290405833	-0.367740368770197	0.713066836611993	0.999770134585052	nowine_vs_abstemious	FALSE	284.372	172.521	114.639	41.262	73.505	34.641
hsa-miR-1203-3p:Novel	1.97961232605467	0.80453888374757	0.613408410094699	1.31158763151513	0.189659308486613	0.943036437756067	nowine_vs_abstemious	FALSE	1.06	2.157	1.326	0.44	0.8	0.666
hsa-miR-1204	16.8034979211672	1.29069845129424	0.702250722149464	1.83794535282732	0.066070458226529	0.879370718127206	nowine_vs_abstemious	FALSE	12.984	17.317	14.049	2.46	3.515	4.537
hsa-miR-1204-3p:Novel	1.54076167786051	0.292595356407784	0.589601272265067	0.496259710030345	0.619711188315588	0.999770134585052	nowine_vs_abstemious	FALSE	1.854	1.543	1.16	1.327	0.594	0.889
hsa-miR-1205	0.902461764620415	0.138919930538217	0.688463832839082	0.201782466865892	0.84008678902318	0.999770134585052	nowine_vs_abstemious	FALSE	1.857	0.641	1.559	0	0	0
hsa-miR-1205-3p:Novel	1.72475308401373	1.01072732552624	0.530487513488596	1.90528014293775	0.0567436652610416	0.840698095980472	nowine_vs_abstemious	FALSE	1.259	1.582	2.44	1.303	0.886	1.357
hsa-miR-1206	0.117029802821793	0.236532096083973	2.68356955285112	0.0881408480106928	0.92976473068036	0.999770134585052	nowine_vs_abstemious	FALSE	0.032	0.144	0.014	0	0	0
hsa-miR-1206-3p:Novel	1.15670070061876	0.533593921534783	0.595622928034995	0.8958585984847	0.370328288512676	0.999770134585052	nowine_vs_abstemious	FALSE	0.718	1.076	1.631	0	0.39	0.845
hsa-miR-1207-3p	0.199026449818835	-0.389082260850687	1.22123187540749	-0.318598186540833	0.750031228771059	0.999770134585052	nowine_vs_abstemious	FALSE	0.338	0.193	0.129	0	0	0
hsa-miR-1207-5p	4.36727170145958	-0.104400570653789	0.398959332720218	-0.261682236988809	0.793566436285622	0.999770134585052	nowine_vs_abstemious	FALSE	4.846	4.401	3.426	3.816	3.076	2.1
hsa-miR-1208	3.01027830705712	0.778454846871359	0.540283195664432	1.44082742739024	0.149633442802251	0.919227558613866	nowine_vs_abstemious	FALSE	3.03	2.752	3.898	1.908	1.479	1.575
hsa-miR-1208-3p:Novel	8.62917422176665	-0.281411158317487	0.418884780151639	-0.671810415779762	0.501704396992723	0.999770134585052	nowine_vs_abstemious	FALSE	8.941	8.921	6.015	6.288	5.424	4.935
hsa-miR-12113	0.73485949866455	0.0644304202212236	0.595312977772189	0.108229490414166	0.913813652381091	0.999770134585052	nowine_vs_abstemious	FALSE	1.625	0.618	0.739	0.82	0	0
hsa-miR-12113-3p:Novel	1.88406798844571	-0.0607993076806767	0.512499202866103	-0.118632979994237	0.905566135593877	0.999770134585052	nowine_vs_abstemious	FALSE	3.724	1.774	1.233	1.577	0.683	0.588
hsa-miR-12114	1.64032934215207	1.20723741336936	0.628185200265671	1.92178582503822	0.0546327126689612	0.840343794299184	nowine_vs_abstemious	FALSE	1.164	1.371	2.989	0.684	0.505	1.086
hsa-miR-12114-3p:Novel	15.9921674599526	0.531575939993174	0.539268095809546	0.985735933803344	0.324262711284025	0.999770134585052	nowine_vs_abstemious	FALSE	19.339	17.168	6.25	5.839	1.635	1.106
hsa-miR-12115	2.19106204434106	1.24822415026901	0.570259431568791	2.18887068090243	0.0286062406105009	0.71294864312141	nowine_vs_abstemious	FALSE	3.667	1.7	3.663	1.327	1.088	1.424
hsa-miR-12115-3p:Novel	6.96890502571822	-0.466411685233831	0.434241576673655	-1.07408343716556	0.28278528719831	0.999770134585052	nowine_vs_abstemious	FALSE	10.723	6.714	5.355	3.98	2.252	2.054
hsa-miR-12116	3.18322388368228	-0.095245125064149	0.503727571731308	-0.189080626928544	0.850029625073675	0.999770134585052	nowine_vs_abstemious	FALSE	2.116	3.348	2.54	2.373	2.031	1.576
hsa-miR-12116-3p:Novel	2.31538295402956	0.398967491786404	0.48632324440452	0.820375123699714	0.412002292276513	0.999770134585052	nowine_vs_abstemious	FALSE	1.839	2.335	2.166	1.64	1.632	1.852
hsa-miR-12117	2.58246172883872	-1.44266131476062	0.607143193977283	-2.37614672958781	0.0174945044939505	0.633629084640271	nowine_vs_abstemious	FALSE	6.617	2.328	1.35	0.82	1.023	0.617
hsa-miR-12117-3p:Novel	20.5483588314189	0.463818052598747	0.541613767846505	0.85636311359462	0.391796961061873	0.999770134585052	nowine_vs_abstemious	FALSE	17.512	22.371	14.143	7.821	7.565	6.955
hsa-miR-12118	21.1482963313509	0.031726058529624	0.768568407856751	0.0412794205503399	0.967073139106143	0.999770134585052	nowine_vs_abstemious	FALSE	10.059	23.2	14.068	2.607	3.047	3.179
