ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average_40	Average40_60	Average60_	Median_40	Median40_60	Median60_
has-miR-548o	0.323453385160939	-0.184825409577685	1.41197917124431	-0.130898113330388	0.895855907185941	NA	60__vs_40_60	NA	0.479609218289351	0.180056223026924	0.443199016093703	0	0	0
has-miR-548x	1.30134995125309	-0.602243289527784	1.06159382796928	-0.567301046465026	0.570509666188995	NA	60__vs_40_60	NA	2.53249198416456	0.788913823624626	1.50533710095146	0	0	0
hsa-let-7a-2-3p	0.663880742435495	-0.898783312407976	0.954971263564109	-0.941162678606233	0.346621499219744	NA	60__vs_40_60	NA	0.831455716703922	0.780612773730532	0.111678249494626	0	0	0
hsa-let-7a-3p	128.887601362996	0.198439063372455	0.556617331261164	0.356508955484441	NA	NA	60__vs_40_60	NA	23.9515810811185	271.57723544803	61.8537221817082	19.0678666671714	12.6408126425364	21.5326558642281
hsa-let-7a-5p	8.74016079189347	-0.200252113258074	0.50460892679461	-0.396846156745821	0.691480911369607	NA	60__vs_40_60	NA	9.77384239233598	9.95711471230166	7.62573268519898	7.34212095118726	3.2967900727507	4.35224684351315
hsa-let-7b-3p	0.285110343632983	-1.87074524268215	1.71442221796845	-1.0911811705864	0.275193171528429	NA	60__vs_40_60	NA	0.298296949730432	0.390579249149578	0	0	0	0
hsa-let-7b-5p	70.0875408174253	0.255017525881324	0.5836251587236	0.43695430546389	NA	NA	60__vs_40_60	NA	17.4000967938918	134.279951536529	60.3910765393329	9.43111016059956	9.60543154660642	8.36524150991151
hsa-let-7c-3p	2.39493565663843	-2.15089212168162	0.790132942380592	-2.72219016106478	0.00648508136943007	NA	60__vs_40_60	NA	3.78143924243597	2.11314674704343	0.401207804068824	0.399335697821725	0.738454645630168	0
hsa-let-7c-5p	6.30124930181692	-0.714239758939598	0.563783020272927	-1.26686993622801	0.205201800081116	NA	60__vs_40_60	NA	3.79850994094763	9.49586342215077	6.59235865761454	2.89301488318206	2.38707986028689	4.28089437374607
hsa-let-7d-3p	3.09409472461533	-0.517517995867091	0.901332625589266	-0.574169824961958	0.565852886566904	NA	60__vs_40_60	NA	6.40606979586303	2.44373155562511	2.91438889069372	2.04083572054536	0.168544168567153	0.776370340698069
hsa-let-7d-5p	13.614477886714	-0.19017144894253	0.620777506974567	-0.306343974783096	0.759342760548646	0.904731933379333	60__vs_40_60	FALSE	4.4847118122962	25.3377883362417	10.649954328541	2.83627861823916	3.37088337134305	4.14089535850541
hsa-let-7e-3p	0.0588535158974728	-0.984199409574779	5.19032950499314	-0.189621758816655	0.84960553548227	NA	60__vs_40_60	NA	0.103595023473943	0.0591675880002377	0	0	0	0
hsa-let-7e-5p	4.10975449120145	0.522951500497158	0.611291885168359	0.855485755962766	0.392282286668247	NA	60__vs_40_60	NA	3.96327243386036	4.78674918769137	5.33634899706537	1.95459559372379	1.8901971569643	3.88185170349034
hsa-let-7f-1-3p	0.0846013670984306	-1.02168325987573	4.64569769901311	-0.219920306070015	0.825933221479386	NA	60__vs_40_60	NA	0.15253047851164	0.0556286714123401	0.102544639409828	0	0	0
hsa-let-7f-2-3p	0.579795096191228	-1.64475925247068	1.00615599231807	-1.63469607598454	0.102112775513801	NA	60__vs_40_60	NA	0.429324053898439	0.719669568598087	0.106410333649578	0	0	0
hsa-let-7f-5p	1.67550399057244	-1.34324627518076	0.765534397515186	-1.75465175639493	0.0793188927647647	NA	60__vs_40_60	NA	2.01823076120103	1.89408115830921	0.505439840572981	1.41813930911958	0.504595849319647	0
hsa-let-7g-3p	3.21759274080255	-0.692868093769034	0.779667919250694	-0.888670774648418	0.374180042145497	NA	60__vs_40_60	NA	6.63576948971147	2.23110598065367	0.674584976590361	1.57662615003764	0	0
hsa-let-7g-5p	70.2171683969702	0.0405028632066748	0.645286440029586	0.062767262248402	NA	NA	60__vs_40_60	NA	15.9668217255727	140.480064315682	50.7848244566353	9.59212434412168	4.86410953426954	9.29313594979462
hsa-let-7i-3p	0.317522672257028	-0.626674765605161	1.1460070796249	-0.546833241039209	0.584493303633011	NA	60__vs_40_60	NA	0.287425306527198	0.355842734161312	0.254281851701762	0	0	0
hsa-let-7i-5p	66.665425614267	0.174379764814167	0.638838027997608	0.272963970790449	NA	NA	60__vs_40_60	NA	14.7637820790086	119.422530240505	79.8363906543513	9.59212434412168	5.23663456112916	15.6893298297037
hsa-miR-1-2-5p:Novel	6.90883185977335	-0.642273285108602	0.532276197905423	-1.20665415368193	0.227565362035942	NA	60__vs_40_60	NA	7.81139431950709	6.80620642836903	8.30497073666852	3.08450784321891	4.0645820320649	4.16784826470215
hsa-miR-1-3p	1.52891739840967	-0.689750617909257	0.625686625662381	-1.10238990194022	0.270292199722739	NA	60__vs_40_60	NA	2.02959588670775	1.46954488983956	1.33942297937232	1.5015287413439	0.738454645630168	1.04565518873894
hsa-miR-1-5p	12.0767450168724	-0.46320398242351	0.540140611753646	-0.857561850273859	0.391134448315386	0.709885262052354	60__vs_40_60	FALSE	14.1210722925058	12.088939063401	12.5491762683726	8.28088607351389	5.23529590758316	7.31958632117258
hsa-miR-100-3p	0.187442090181106	-1.5760636994903	1.79120478180836	-0.879890292554456	0.378918744011108	NA	60__vs_40_60	NA	0.28422450706987	0.208938167172253	0.0520949951082367	0	0	0
hsa-miR-100-5p	4.68564968919436	0.149981068034442	0.964604802193997	0.155484471664778	0.876439394882018	NA	60__vs_40_60	NA	1.37742370570782	4.80160285401214	8.66655400037687	0.293517516692712	0.463248527073289	1.46990414504741
