ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	abstemious.x	all.x	nowine.x	abstemious.y	all.y	nowine.y
hsa-miR-4293-5p:Novel	4.56743491990054	0.394437140836056	0.294260896752238	1.34043342214159	0.1801044759243	0.526670251460426	nowine_vs_all	FALSE	5.457	4.498	3.883	3.082	2.947	1.724
hsa-miR-4294	0.957657990696274	0.561777835369901	0.354467305847811	1.58485091883508	0.113000210213641	0.431059259608504	nowine_vs_all	FALSE	1.223	0.86	1.167	0.333	0.297	0.543
hsa-miR-4294-3p:Novel	9.36033008138305	0.81579236459817	0.349950417357186	2.33116557128009	0.0197446308028753	0.208098909527212	nowine_vs_all	FALSE	4.972	8.2	16.453	2.652	2.804	5.326
hsa-miR-4295	5.01918343665437	0.20409689263952	0.338298450833288	0.603304248472892	0.546306307188316	0.819070557440895	nowine_vs_all	FALSE	6.585	4.487	6.496	1.797	2.443	4.239
hsa-miR-4295-3p:Novel	3.46466689372575	0.9713827063802	0.377225146375453	2.57507410551411	0.0100218611929299	0.138455172426648	nowine_vs_all	FALSE	9.546	2.756	3.523	0.791	1.074	1.65
hsa-miR-4296	15.0872779271524	1.8518658384606	0.34198345266432	5.41507439624083	6.1263228011438e-08	3.13157200518467e-05	nowine_vs_all	TRUE	13.523	10.319	37.343	5.474	4.492	7.053
hsa-miR-4296-3p:Novel	17.0302526636124	0.0978713523782395	0.391758459778323	0.24982575343394	0.80272210275162	0.932190996175275	nowine_vs_all	FALSE	16.878	18.807	9.703	7.045	4.116	3.176
hsa-miR-4297	2.2034916149218	0.527035101845486	0.313283137013269	1.68229642638941	0.0925113737531131	0.394477426291563	nowine_vs_all	FALSE	3.32	2.039	2.226	2.421	1.027	1.376
hsa-miR-4297-3p:Novel	3.48011652797513	0.14756933487099	0.278675617926616	0.529538019755464	0.596432277272452	0.848779469682447	nowine_vs_all	FALSE	3.234	3.658	2.669	1.825	2.435	1.976
hsa-miR-4298	1.28251827827571	0.252161458350811	0.38933307787388	0.647675403610314	0.517194916011826	0.803564745394261	nowine_vs_all	FALSE	1.307	1.314	0.942	0.898	0.371	0.162
hsa-miR-4298-3p:Novel	6.8678138670265	-0.488310980629703	0.333139149395013	-1.46578683867232	0.142706367718912	0.479912751966999	nowine_vs_all	FALSE	23.024	5.432	4.544	2.767	3.144	1.369
hsa-miR-4299	1.5297796047676	-0.524970105802762	0.469244053663851	-1.11875707684264	0.263243787934323	0.603996618687101	nowine_vs_all	FALSE	1.615	1.617	0.873	0	0.277	0
hsa-miR-4299-5p:Novel	1.73360299484768	-0.287284626274387	0.345451556593724	-0.831620586999568	0.405623138001813	0.721794919653997	nowine_vs_all	FALSE	2.665	1.665	1.343	2.013	0.998	0.847
hsa-miR-4300	6.32373677776036	0.191553188537761	0.300248880283412	0.63798135852147	0.523485814941898	0.807116280390195	nowine_vs_all	FALSE	7.146	6.195	6.378	2.383	3.359	2.469
hsa-miR-4300-5p:Novel	9.48059567644468	0.232370288026709	0.313614092247715	0.740943387974944	0.4587277665718	0.760907550067988	nowine_vs_all	FALSE	8.572	8.544	14.462	7.338	4.123	4.414
hsa-miR-4301	3.02198441756142	-1.35561131792859	0.432953858401979	-3.13107572925234	0.00174167242273237	0.0557799580914959	nowine_vs_all	FALSE	2.629	3.414	0.898	1.279	1.031	0.418
hsa-miR-4301-3p:Novel	6.75040644275453	-0.458784973008265	0.294871460413984	-1.55588123843574	0.11973633551514	0.442451350796853	nowine_vs_all	FALSE	4.421	7.398	4.85	4.663	4.716	3.794
hsa-miR-4302	0.873217276806859	0.264149712718459	0.440400505740326	0.599794299224103	0.548643333078056	0.819624501972916	nowine_vs_all	FALSE	1.192	0.871	0.767	0	0	0
hsa-miR-4302-3p:Novel	14.8273612738757	0.0276680076940129	0.253707784042699	0.10905462675657	0.91315916277334	0.971776249904869	nowine_vs_all	FALSE	19.866	14.61	11.426	7.186	7.4	6.194
hsa-miR-4303	1.78388882758653	0.314770534205397	0.418570524257968	0.752013139872699	0.452043156889628	0.759264163297092	nowine_vs_all	FALSE	3.533	1.647	1.324	0	0.506	0
hsa-miR-4303-3p:Novel	9.84586808437417	1.05998743795989	0.318251706296685	3.33065751726634	0.000866411285012334	0.0373143828877113	nowine_vs_all	TRUE	40.712	6.402	9.353	5.307	3.339	5.295
