"database","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","pubmed_id"
"mirtarbase","hsa-miR-5187-5p","ACY1","95","ENSG00000243989","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-5187-5p","BACH1","571","ENSG00000156273","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-5187-5p","CALM3","808","ENSG00000160014","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-5187-5p","CDC25B","994","ENSG00000101224","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-5187-5p","DARS1","1615","ENSG00000115866","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-5187-5p","DARS1","1615","ENSG00000115866","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-5187-5p","EPHA2","1969","ENSG00000142627","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-5187-5p","EPHA2","1969","ENSG00000142627","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-5187-5p","EIF5A","1984","ENSG00000132507","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-5187-5p","EIF5A","1984","ENSG00000288145","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-5187-5p","GLRX","2745","ENSG00000173221","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-5187-5p","GLUL","2752","ENSG00000135821","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-5187-5p","GPX7","2882","ENSG00000116157","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-5187-5p","SP110","3431","ENSG00000135899","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-5187-5p","ILF3","3609","ENSG00000129351","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-5187-5p","IRF2","3660","ENSG00000168310","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-5187-5p","IRF2","3660","ENSG00000168310","PAR-CLIP","22012620"
"mirtarbase","hsa-miR-5187-5p","NCL","4691","ENSG00000115053","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-5187-5p","ORC4","5000","ENSG00000115947","PAR-CLIP","24398324"
"mirtarbase","hsa-miR-5187-5p","ORC4","5000","ENSG00000115947","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-5187-5p","ORC4","5000","ENSG00000115947","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-5187-5p","ORC4","5000","ENSG00000115947","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-5187-5p","PCCB","5096","ENSG00000114054","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-5187-5p","PIN1","5300","ENSG00000127445","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-5187-5p","MAPK13","5603","ENSG00000156711","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-5187-5p","SARS1","6301","ENSG00000031698","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-5187-5p","SLC2A3","6515","ENSG00000059804","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-5187-5p","SLC2A3","6515","ENSG00000059804","PAR-CLIP","21572407"
