"database","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","pubmed_id"
"mirtarbase","hsa-miR-6132","ADCY9","115","ENSG00000162104","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6132","ATOX1","475","ENSG00000177556","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6132","LDLRAD4","753","ENSG00000168675","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-6132","CANX","821","ENSG00000127022","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6132","CANX","821","ENSG00000283777","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6132","CAPZA1","829","ENSG00000116489","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-6132","CCND3","896","ENSG00000112576","PAR-CLIP","22100165"
"mirtarbase","hsa-miR-6132","CDH5","1003","ENSG00000179776","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-6132","CDK6","1021","ENSG00000105810","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6132","CRABP2","1382","ENSG00000143320","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6132","DPH2","1802","ENSG00000132768","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6132","ARID3A","1820","ENSG00000116017","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6132","MARK2","2011","ENSG00000072518","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6132","FLOT2","2319","ENSG00000132589","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-6132","GALNS","2588","ENSG00000141012","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-6132","GLG1","2734","ENSG00000090863","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6132","SFN","2810","ENSG00000175793","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6132","HOXA3","3200","ENSG00000105997","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6132","HOXD3","3232","ENSG00000128652","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6132","HOXD3","3232","ENSG00000128652","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6132","HOXD3","3232","ENSG00000128652","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6132","ID3","3399","ENSG00000117318","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6132","ID3","3399","ENSG00000283060","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6132","IGFBP4","3487","ENSG00000141753","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6132","LAMA5","3911","ENSG00000130702","PAR-CLIP","23592263"
