"database","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","pubmed_id"
"mirtarbase","hsa-miR-638","BMPR1A","657","ENSG00000107779","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-638","BUB1","699","ENSG00000169679","PAR-CLIP","22012620"
"mirtarbase","hsa-miR-638","CD4","920","ENSG00000010610","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-638","CDK2","1017","ENSG00000123374","qRT-PCR//Luciferase reporter assay//Western blot","25451924"
"mirtarbase","hsa-miR-638","CNGA2","1260","ENSG00000183862","PAR-CLIP","23708386"
"mirtarbase","hsa-miR-638","CNGA2","1260","ENSG00000183862","PAR-CLIP","22291592"
"mirtarbase","hsa-miR-638","HOXB6","3216","ENSG00000108511","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-638","SP110","3431","ENSG00000135899","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-638","LDHA","3939","ENSG00000134333","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-638","LDHA","3939","ENSG00000288299","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-638","MFGE8","4240","ENSG00000140545","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-638","PDE4C","5143","ENSG00000105650","PAR-CLIP","22291592"
"mirtarbase","hsa-miR-638","PDE4C","5143","ENSG00000105650","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-638","PLD1","5337","ENSG00000075651","Immunohistochemistry//Luciferase reporter assay//Microarray","26250158"
"mirtarbase","hsa-miR-638","PTEN","5728","ENSG00000171862","Luciferase reporter assay//qRT-PCR//Western blot","25088422"
"mirtarbase","hsa-miR-638","PTEN","5728","ENSG00000284792","Luciferase reporter assay//qRT-PCR//Western blot","25088422"
"mirtarbase","hsa-miR-638","RPS6KA1","6195","ENSG00000117676","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-638","RPS6KA1","6195","ENSG00000281877","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-638","SOD2","6648","ENSG00000112096","PAR-CLIP","22012620"
"mirtarbase","hsa-miR-638","SOD2","6648","ENSG00000285441","PAR-CLIP","22012620"
"mirtarbase","hsa-miR-638","SOX2","6657","ENSG00000181449","Luciferase reporter assay//Immunofluorescence//Western blot//qRT-PCR","24885288"
"mirtarbase","hsa-miR-638","SOX2","6657","ENSG00000181449","Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot","27878280"
"mirtarbase","hsa-miR-638","SP2","6668","ENSG00000167182","Flow//Luciferase reporter assay//qRT-PCR//Western blot","24623314"
"mirtarbase","hsa-miR-638","ELOC","6921","ENSG00000154582","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-638","TP53","7157","ENSG00000141510","Luciferase reporter assay//qRT-PCR//Western blot","25088422"
"mirtarbase","hsa-miR-638","NR4A3","8013","ENSG00000119508","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-638","H4C14","8370","ENSG00000270882","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-638","H4C14","8370","ENSG00000270882","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-638","H4C14","8370","ENSG00000270882","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-638","H4C14","8370","ENSG00000270882","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-638","STC2","8614","ENSG00000113739","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-638","STC2","8614","ENSG00000113739","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-638","NUP155","9631","ENSG00000113569","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-638","NUP155","9631","ENSG00000113569","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-638","PPM1F","9647","ENSG00000100034","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-638","PPM1F","9647","ENSG00000100034","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-638","STARD10","10809","ENSG00000214530","Immunoblot//Luciferase reporter assay//qRT-PCR","28412359"
"mirtarbase","hsa-miR-638","ZNF275","10838","ENSG00000063587","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-638","ZNF275","10838","ENSG00000063587","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-638","TMED2","10959","ENSG00000086598","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-638","RAB21","23011","ENSG00000080371","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-638","ABHD12","26090","ENSG00000100997","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-638","CNNM4","26504","ENSG00000158158","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-638","SULT1B1","27284","ENSG00000173597","PAR-CLIP","22012620"
"mirtarbase","hsa-miR-638","NCAPG2","54892","ENSG00000146918","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-638","THAP1","55145","ENSG00000131931","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-638","BLOC1S4","55330","ENSG00000186222","PAR-CLIP","27292025"
