"EntrezID","S_mrna"
"11237",0
"11238",0
"112398",0
"112399",0
"11240",0
"11243",0
"11244",0
"11245",0
"112464",0
"112476",1.6909636059233
"112479",0
"11248",0
"112487",0
"11249",0
"112495",0
"11250",0
"11252",0
"11253",0
"112574",0
"11258",0
"11259",0
"11260",0
"112609",0
"11261",0
"112616",0
"11264",0
"11266",0
"11267",0
"11269",0
"112703",0
"112724",0
"11273",0
"11274",0
"112755",0
"11276",0
"112770",0
"11278",0
"11279",1.6909636059233
"112817",0
"112840",0
"112849",0
"11285",0
"112858",0
"112885",0
"112936",0
"112937",0
"112939",1.44033986107437
"113",0
"113026",0
"1131",0
"11311",0
"11313",1.44033986107437
"113146",0
"11315",0
"11317",0
"113178",4.43797914045748
"113189",0
"11320",0
"113201",0
"11321",0
"113246",0
"11325",0
"113263",0
"113277",0
"113278",0
"11328",0
"11329",0
"11330",0
"11331",0
"11332",0
"11333",0
"11334",0
"11335",0
"11337",0
"11338",0
"11339",0
"11341",0
"113419",0
"11343",0
"113444",0
"11345",0
"113451",0
"113452",0
"113457",0
"11346",0
"113510",0
"113612",0
"113655",0
"113828",0
"113829",0
"113835",0
"1140",0
"114034",0
"114043",0
"114294",0
"114299",0
"114327",0
"114609",0
"114757",0
"114781",0
"114785",0
"114786",0
"114787",0
"114789",0
"114790",0
"114791",0
"114792",0
"114793",0
"114794",0
"114795",0
"114801",0
"114804",0
"114823",0
"114826",0
"114876",0
"114880",0
"114882",0
"114884",0
"114899",0
"114904",0
"114908",0
"114984",0
"114987",0
"114990",0
"114991",0
"115",0
"115004",0
"115019",0
"115098",0
"115106",0
"115196",0
"1152",0
"115201",0
"115207",0
"115273",0
"115290",0
"115294",0
"115330",0
"115353",0
"115361",0
"1154",0
"115416",0
"115426",0
"1155",0
"115509",0
"115548",0
"115557",0
"115572",0
"115650",1.6909636059233
"115704",0
"115708",0
"115752",0
"115817",0
"115825",0
"1159",0
"115908",0
"116064",1.6909636059233
"116068",0
"116085",0
"116092",0
"1161",0
"116113",0
"116115",0
"116138",4.43797914045748
"116143",1.6909636059233
"116150",0
"116228",0
"116236",0
"116254",0
"116255",0
"1163",1.6909636059233
"116362",0
"1164",0
"116449",0
"116461",0
"116496",0
"116835",0
"116841",0
"116842",0
"116931",0
"116984",0
"116987",0
"117",0
"117145",0
"117157",0
"117159",0
"117177",4.43797914045748
"117178",0
"117247",1.6909636059233
"117285",0
"1173",0
"1174",0
"1175",0
"117581",0
"117584",0
"117608",0
"118",0
"1184",0
"118426",0
"118429",0
"118460",0
"1185",0
"1186",0
"118738",0
"118788",0
"118812",0
"118813",0
"118881",0
"118980",0
"118987",0
"119032",0
"1191",0
"1192",0
"119391",0
"119392",0
"1195",0
"119504",0
"119710",0
"120",0
"1200",0
"120114",0
"120224",0
"120227",0
"1203",0
"120526",0
"1207",0
"1209",0
"120935",0
"121006",0
"1211",0
"121227",0
"121260",0
"121274",0
"1213",0
"121441",0
"121457",0
"121504",0
"121512",0
"121665",0
"122060",0
"122416",0
"122525",0
"122786",0
"122809",0
"122830",0
"122961",0
"1230",0
"123016",0
"123041",0
"123207",0
"123228",0
"123263",0
"1234",0
"1235",0
"1236",0
"123606",0
"123720",0
"123722",0
"123775",0
"123811",0
"123876",0
"123879",0
"123920",0
"124056",0
"124152",0
"124245",0
"124401",0
"124454",0
"124460",0
"124491",0
"124540",0
"124590",1.77625400973957
"124751",0
"124773",0
"124801",0
"124857",0
"124923",0
"124930",0
"124935",1.6909636059233
"124976",0
"124997",0
"125",0
"125111",0
"125170",0
"125228",0
"125242",0
"125476",0
"125488",0
"1258",0
"125919",0
"125950",0
"1260",0
"126014",4.43797914045748
"126017",0
"126069",0
"126070",0
"126074",0
"1262",0
"126208",0
"126231",0
"126259",1.6909636059233
"126272",0
"126282",1.6909636059233
"126298",0
"126308",1.77625400973957
"126321",0
"126328",0
"126353",0
"126374",0
"126393",0
"126526",0
"126549",0
"126567",0
"1266",0
"126626",0
"126637",0
"126669",0
"1267",0
"126731",0
"126961",0
"127",0
"127018",0
"127262",1.6909636059233
"127281",0
"127428",1.6909636059233
"127544",0
"127687",0
"1277",0
"127700",0
"127795",0
"1278",0
"127829",0
"127833",0
"127845",0
"127933",0
"128",0
"128077",0
"1281",0
"128178",0
"1282",0
"128209",0
"128312",0
"128338",0
"128387",0
"1284",0
"128553",1.6909636059233
"1286",0
"128611",0
"128637",0
"128710",0
"128866",0
"128869",0
"128876",0
"1289",0
"128977",0
"128989",0
"1290",0
"129049",0
"1291",0
"1292",0
"129401",0
"129446",0
"1295",0
"129563",0
"1296",0
"129607",0
"129685",0
"1297",0
"1298",0
"129807",0
"129880",0
"130026",0
"130074",0
"130132",0
"1303",0
"130340",0
"130367",0
"130399",0
"130497",0
"1305",0
"130502",0
"130507",4.43797914045748
"130574",0
"130589",0
"130617",0
"1308",0
"130814",0
"130827",0
"130872",0
"130888",0
"1310",0
"131118",0
"131177",0
"1312",0
"131405",1.77625400973957
"131408",0
"131474",0
"131544",0
"131566",0
"131578",0
"131583",0
"1316",0
"131601",0
"1317",0
"1318",0
"131870",0
"131890",0
"131965",0
"132",0
"132204",0
"132228",0
"132299",1.6909636059233
"132430",0
"1326",0
"132660",0
"1327",0
"132720",0
"132789",0
"132864",0
"132884",0
"133",0
"133121",0
"133383",0
"133396",0
"133418",4.43797914045748
"133522",0
"133584",0
"133619",0
"1337",0
"133746",0
"133957",0
"1340",0
"134147",0
"134218",0
"134265",0
"134266",0
"134353",0
"134553",0
"134637",0
"134728",0
"134829",0
"1349",0
"134957",0
"1350",0
"1351",0
"135112",0
"135114",0
"135152",0
"1352",0
"135250",0
"135293",0
"135398",0
"135656",0
"136051",0
"136259",0
"1363",0
"136319",0
"1364",0
"136647",0
"1368",0
"1371",0
"1373",0
"1374",0
"137492",0
"1375",0
"1376",0
"137886",0
"137964",0
"137970",0
"137994",0
"138151",0
"138199",0
"1382",0
"138241",0
"138311",0
"1385",0
"1386",0
"138639",0
"1387",0
"138716",0
"1389",4.43797914045748
"1390",0
"139065",0
"139231",0
"139285",0
"139322",0
"139324",1.44033986107437
"139411",0
"139562",0
"139716",0
"1398",4.43797914045748
"139886",0
"1399",0
"140",0
"1401",0
"1404",0
"140453",0
"140456",0
"140459",0
"140460",0
"140576",0
"140578",0
"1406",0
"140609",0
"140680",0
"140685",1.77625400973957
"140688",0
"140690",0
"1407",0
"140700",0
"140706",0
"140707",0
"140710",0
"140730",0
"140733",0
"140735",4.43797914045748
"140738",0
"140739",0
"140766",1.77625400973957
"140775",0
"1408",0
"140831",0
"140862",0
"140876",0
"140883",0
"140890",4.43797914045748
"140901",0
"141",0
"14102",0
"142",0
"142679",0
"142891",0
"1431",0
"143187",0
"1432",0
"143244",0
"143282",0
"143384",4.43797914045748
"1434",0
"1435",0
"143570",0
"1436",0
"143630",0
"143686",0
"143689",0
"143872",0
"143888",4.43797914045748
"143903",0
"144097",0
"144100",0
"144108",0
"144110",0
"144132",0
"144165",0
"144195",0
"144245",0
"144402",0
"144404",0
"144453",0
"144455",0
"1445",0
"144501",0
"144699",0
"144717",0
"144809",0
"144811",0
"144983",4.43797914045748
"1452",0
"145270",0
"145282",0
"1453",0
"1454",4.43797914045748
"145482",0
"1455",0
"145501",0
"145508",0
"145567",0
"1457",4.43797914045748
"145741",0
"145957",0
"1462",0
"146223",0
"1463",0
"146330",0
"1464",0
"146434",0
"1465",0
"146540",0
"146542",0
"1466",0
"146664",0
"146691",0
"146760",0
"146771",0
"146862",0
"146894",0
"146909",1.77625400973957
"146923",0
"146956",0
"147007",0
"147015",0
"147166",0
"147179",0
"147339",0
"147372",4.43797914045748
"147381",0
"1476",0
"147657",0
"147660",0
"147687",0
"147694",0
"147699",0
"1477",0
"1478",0
"147837",0
"1479",0
"147906",0
"147912",0
"147923",0
"147948",0
"147949",0
"147991",0
"148113",0
"148198",0
"1482",1.44033986107437
"148203",0
"148213",0
"148229",0
"148252",0
"148254",0
"148268",0
"148362",0
"148398",0
"148418",0
"148423",0
"148479",0
"148534",0
"148641",0
"1487",0
"148789",1.77625400973957
"1488",0
"148808",0
"148823",0
"148867",0
"1490",0
"149013",0
"149041",0
"1491",0
"149175",0
"149233",0
"1493",0
"149371",0
"149420",0
"149466",0
"149478",1.6909636059233
"149563",0
"149603",0
"1497",1.6909636059233
"149840",0
"1499",0
"149986",0
"1500",0
"150082",0
"150094",0
"150221",0
"150275",0
"150290",0
"1503",0
"150350",0
"150365",0
"150368",0
"150372",0
"150465",0
"150468",0
"150572",0
"150590",0
"150726",1.44033986107437
"150771",0
"1508",0
"150864",0
"150921",0
"150946",0
"150962",0
"151",1.77625400973957
"151011",0
"151050",0
"151126",0
"151176",0
"151188",0
"151194",0
"1512",0
"151230",0
"151242",0
"151246",0
"151473",0
"151516",0
"151531",0
"151556",0
"151613",0
"151636",0
"151648",1.6909636059233
"151742",0
"151887",0
"151888",0
"151963",0
"1520",0
"152006",0
"152007",0
"152100",0
"1523",0
"152503",0
"152519",0
"152559",0
"152789",0
"1528",0
"152815",1.6909636059233
"152831",0
"152926",1.6909636059233
"153",0
"153090",1.77625400973957
"153201",0
"153222",4.43797914045748
"153241",0
"153339",0
"153443",0
"153478",0
"153562",0
"153579",4.43797914045748
"1536",0
"153642",0
"153745",0
"153768",0
"153769",0
"153830",0
"1540",0
"154007",0
"154043",4.43797914045748
"154075",0
"154214",0
"1543",0
"1544",0
"1545",0
"154661",0
"154743",0
"154791",0
"154807",0
"154810",0
"154881",0
"155",0
"155006",0
"155061",0
"155185",0
"155368",0
"155370",0
"155382",0
"155435",0
"1555",0
"1557",0
"1559",0
"156",0
"157",0
"1573",0
"157378",0
"157506",0
"157567",0
"157570",0
"157638",0
"157657",0
"157769",0
"157777",0
"157807",0
"157848",0
"1579",0
"158",0
"158038",0
"158055",0
"1581",0
"158158",0
"1582",0
"158234",1.6909636059233
"158293",0
"158358",0
"158399",0
"158405",0
"158427",0
"158586",0
"1588",0
"158835",0
"158866",0
"159",0
"159013",0
"159090",0
"1591",0
"159195",0
"159371",0
"1595",1.44033986107437
"16",0
"160",0
"1601",0
"1603",0
"160335",0
"1604",0
"160418",0
"1605",0
"160518",0
"1606",0
"160760",4.43797914045748
"160851",0
"160897",0
"1610",0
"161003",0
"1612",0
"161291",0
"161394",0
"1615",0
"1616",0
"161725",0
"161742",4.43797914045748
"161779",0
"161882",0
"162073",1.6909636059233
"162239",0
"162427",0
"162466",1.44033986107437
"162514",0
"162655",0
"162681",0
"1627",0
"1629",0
"162963",0
"162967",1.6909636059233
"162972",0
"162989",0
"162993",0
"162998",1.44033986107437
"163",4.43797914045748
"1630",0
"163033",0
"163049",0
"163071",0
"163087",0
"163227",0
"163259",0
"163351",0
"1635",0
"163590",0
"163702",1.77625400973957
"163732",0
"163786",0
"163859",0
"163933",0
"164",0
"164045",0
"164091",0
"1641",0
"1642",0
"164395",0
"164633",0
"164832",0
"1650",0
"165186",0
"1652",0
"165215",0
"165324",0
"1654",4.43797914045748
"1655",0
"1656",4.43797914045748
"165631",0
"1657",0
"165829",0
"1659",0
"165918",0
"1660",0
"1662",0
"1663",1.6909636059233
"166336",0
"166348",0
"166378",0
"1665",0
"1666",4.43797914045748
"166793",0
"166929",0
"166968",0
"167153",0
"167227",0
"167465",0
"167555",0
"1676",0
"1677",0
"1678",0
"167826",0
"168374",0
"168400",0
"168451",0
"168455",0
"168544",0
"168620",0
"168850",0
"1690",0
"169200",0
"169611",0
"169714",0
"169981",0
"170384",0
"170589",0
"170622",0
"170692",0
"170954",0
"170958",0
"170959",0
"170960",0
"170961",0
"171017",0
"171023",0
"171177",0
"171483",0
"171484",0
"171528",0
"171568",0
"1718",0
"1719",0
"1723",0
"1727",0
"1729",0
"1733",0
"1734",0
"1735",0
"1736",0
"1737",0
"1739",0
"174",0
"1743",0
"1746",0
"1748",0
"1749",0
"1750",0
"1756",0
"1763",0
"1767",0
"1770",0
"1776",0
"1777",0
"1778",0
"178",0
"1783",0
"1785",0
"1786",0
"1788",0
"1789",0
"18",0
"1802",0
"1806",0
"1808",0
"1810",0
"1815",0
"1819",0
"182",0
"1820",0
"1822",0
"1823",0
"1825",0
"1827",0
"1829",0
"1830",0
"1831",0
"1832",0
"1834",0
"1836",0
"1838",0
"1839",0
"1843",0
"1844",0
"1845",0
"1846",0
"1847",0
"1848",0
"1849",0
"185",0
"1850",0
"1852",0
"1855",0
"1856",0
"1857",0
"1859",0
"186",0
"1869",0
"1870",0
"1871",0
"1874",0
"1875",0
"1876",0
"1877",0
"1880",0
"1889",0
"1890",0
"1891",0
"1892",0
"1894",0
"19",0
"1901",0
"1902",0
"1906",0
"1907",1.6909636059233
"1909",0
"191",0
"1912",0
"1915",0
"1917",0
"192111",0
"192669",0
"192670",0
"192683",0
"1933",0
"1938",0
"1942",1.77625400973957
"1944",0
"1946",0
"1947",0
"1948",4.43797914045748
"1950",0
"1951",0
"1955",0
"1956",0
"1958",0
"195827",0
"195828",4.43797914045748
"1959",0
"196",0
"1960",0
"196051",0
"1962",0
"196383",0
"1964",0
"196441",0
"1965",0
"196500",0
"196527",0
"196740",1.6909636059233
"196743",0
"1968",0
"1969",0
"197131",0
"197257",0
"197258",0
"1973",0
"197322",0
"197350",0
"197358",1.77625400973957
"197370",0
"1974",1.77625400973957
"1975",0
"1977",0
"1978",0
"1979",0
"1982",0
"1983",0
"1984",0
"1993",0
"1995",0
"1996",0
"199699",0
"199704",0
"199745",0
"199777",0
"199857",0
"199870",0
"1999",0
"199953",0
"199990",0
"20",0
"2000",0
"200014",0
"200030",0
"200081",0
"200150",0
"200186",0
"2002",0
"200205",0
"200315",0
"200316",0
"2004",0
"200407",0
"200424",1.77625400973957
"2005",0
"200539",0
"200576",0
"2006",0
"200728",0
"200734",0
"200765",0
"200879",0
"200894",0
"200895",0
"2009",0
"200933",0
"200942",0
"200958",0
"2010",0
"2011",0
"201158",0
"201161",0
"201163",0
"201176",0
"2012",0
"201232",1.44033986107437
"201266",0
"201292",0
"201294",0
"201299",0
"2013",0
"201475",0
"201514",0
"201562",0
"2016",0
"201626",4.43797914045748
"201627",0
"2017",0
"201799",1.6909636059233
"2019",0
"201931",1.44033986107437
"201973",0
"202",0
"2020",0
"202134",1.6909636059233
"2022",0
"202243",0
"2023",0
"202374",0
"2028",0
"202865",0
"2029",0
"202915",0
"2030",0
"203068",0
"203111",0
"203238",0
"203260",0
"203286",0
"2033",0
"203427",0
"2035",0
"203523",4.43797914045748
"203547",0
"2036",0
"2038",0
"2039",0
"204",0
"2040",0
"2043",0
"2045",0
"2048",0
"204851",0
"205",0
"2050",0
"205147",0
"205327",0
"2054",0
"205428",0
"2055",0
"205564",0
"2056",0
"2057",0
"205717",0
"2059",0
"2063",1.77625400973957
"2064",0
"2065",0
"2067",0
"2069",0
"207",0
"2070",0
"2071",0
"2072",0
"2073",0
"2077",0
"2079",0
"208",0
"2081",0
"2091",0
"2098",0
"2099",0
"21",0
"210",0
"2100",0
"2103",0
"2107",0
"2108",0
"2110",0
"2113",0
"2117",0
"2119",0
"2120",0
"2121",1.77625400973957
"2122",0
"2123",0
"2128",0
"2130",0
"2131",4.43797914045748
"2132",0
"2135",0
"2137",0
"214",0
"2145",0
"2146",0
"2147",0
"2149",0
"2150",0
"2151",0
"2152",0
"2158",0
"2165",0
"2166",0
"2170",0
"2176",0
"2177",0
"2180",0
"2182",0
"2186",0
"219",0
"219285",0
"219293",0
"2193",0
"219333",0
"2194",0
"2195",0
"219527",0
"219541",0
"219654",0
"219699",1.77625400973957
"2197",0
"219738",0
"219771",0
"219790",0
"219844",0
"219854",0
"219855",0
"219899",0
"219902",0
"219931",0
"219972",0
"219988",0
"22",0
"220",0
"2200",0
"220002",0
"220042",0
"220047",4.43797914045748
"220074",0
"220134",0
"220136",0
"220213",0
"220323",0
"2204",1.6909636059233
"220441",0
"220963",0
"220965",0
"220988",0
"220992",0
"221",0
"221035",0
"221060",0
"221061",0
"221079",0
"221150",0
"221178",0
"221336",0
"221416",0
"221443",0
"221458",0
"221477",0
"221504",0
"221613",0
"221656",0
"221662",0
"221710",0
"221749",0
"221785",0
"221823",0
"221830",0
"221833",0
"221895",0
"221935",0
"221937",4.43797914045748
"221960",0
"222",0
"222068",0
"222166",0
"222194",0
"2222",0
"222235",0
"222236",0
"222255",0
"222484",0
"222553",0
"222611",0
"222662",0
"222663",0
"222962",0
"223",0
"2230",0
"223082",4.43797914045748
"2235",0
"2237",0
"2239",0
"2241",0
"2242",0
"2244",0
"2246",0
"2247",4.43797914045748
"225",0
"2250",0
"2254",0
"2255",0
"2257",0
"226",1.6909636059233
"2260",1.6909636059233
"2261",0
"2262",0
"2263",0
"2264",0
"2272",0
"2274",0
"22794",0
"22795",0
"2280",0
"22800",0
"22801",0
"22803",0
"22806",0
"22807",0
"22808",0
"22818",0
"22820",0
"22821",0
"22824",0
"22826",0
"22828",0
"22829",0
"22832",0
"22834",0
"22835",4.43797914045748
"22836",0
"22837",0
"22838",0
"22841",0
"22846",0
"22847",0
"22848",0
"22849",0
"22850",0
"22853",0
"22856",0
"22858",0
"22859",0
"22862",4.43797914045748
"22863",0
"22864",1.44033986107437
"22866",0
"22870",0
"22872",0
"22873",0
"22874",0
"22875",0
"22876",0
"22877",0
"22879",0
"2288",0
"22881",0
"22883",1.77625400973957
"22884",0
"22887",0
"22888",0
"22889",0
"2289",1.6909636059233
"22893",0
"22894",0
"22895",0
"22897",0
"229",0
"2290",0
"22900",1.44033986107437
"22902",0
"22903",0
"22904",0
"22906",4.43797914045748
"22907",0
"22908",0
"22911",0
"22913",0
"22916",0
"22919",0
"22920",0
"22921",0
"22924",0
"22929",0
"22930",0
"22931",0
"22933",0
"22934",0
"22936",0
"22938",0
"22941",0
"22943",0
"22948",0
"2295",0
"22954",0
"22955",0
"2296",0
"2297",0
"22978",0
"22979",0
"22982",1.6909636059233
"22984",0
"22985",0
"22989",0
"22992",0
"22993",0
"22995",0
"22996",0
"22997",0
"22998",0
"23",0
"230",0
"23001",0
"23002",0
"23005",1.44033986107437
"23008",0
"23011",0
"23012",0
"23013",0
"23014",0
"23015",4.43797914045748
"23017",0
"23019",0
"23022",0
"23023",0
"23025",1.77625400973957
"23029",0
"23031",0
"23034",0
"23035",0
"23036",0
"23038",0
"23039",0
"2304",0
"23041",0
"23047",0
"23048",0
"23049",0
"23051",0
"23052",0
"23054",0
"23057",0
"23059",1.6909636059233
"23060",0
"23061",0
"23062",0
"23063",0
"23065",0
"23066",0
"23067",4.43797914045748
"23071",0
"23075",0
"23076",0
"23077",0
"23078",0
"2308",0
"23080",0
"23082",0
"23085",0
"23086",0
"23087",4.43797914045748
"23089",0
"2309",0
"23091",0
"23092",0
"23095",0
"23096",0
"23097",0
"23099",0
"23101",0
"23102",0
"23105",0
"23107",0
"23108",0
"23109",0
"23111",0
"23112",0
"23114",0
"23118",0
"23119",0
"2312",0
"23125",0
"23126",0
"23129",0
"2313",0
"23130",0
"23131",0
"23132",0
"23133",1.77625400973957
"23135",0
"23136",0
"23137",0
"2314",0
"23141",0
"23151",0
"23152",0
"23154",0
"23155",0
"23157",0
"23158",0
"2316",0
"23161",0
