"database","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","pubmed_id"
"mirecords","hsa-miR-125b-5p","ERBB2","2064","ENSG00000141736","Western blot//activity assay//Luciferase activity assay","17110380"
"mirecords","hsa-miR-125b-5p","ERBB3","2065","ENSG00000065361","Western blot//activity assay//Luciferase activity assay","17110380"
"mirecords","hsa-miR-125b-5p","LIN28","","ENSG00000131914","","18230348"
"mirecords","hsa-miR-125b-5p","BAK1","578","ENSG00000030110","Western blot","18056640"
"mirecords","hsa-miR-125b-5p","NTRK3","4916","ENSG00000140538","Western blot","17483472"
"mirecords","hsa-miR-125b-5p","LIN28","","ENSG00000131914","RT-PCR","16495412"
"mirecords","hsa-miR-125b-5p","LIN28","","ENSG00000131914","RT-PCR","16495412"
"mirecords","hsa-miR-125b-5p","LIN28","","ENSG00000131914","Western blot//activity assay","16227573"
"mirecords","hsa-miR-125b-5p","LIN28","","ENSG00000131914","Western blot//activity assay","16227573"
"mirecords","hsa-miR-125b-5p","C10orf104","","ENSG00000166295","","18056640"
"mirecords","hsa-miR-125b-5p","H3F3B","3020","ENSG00000132475","","18056640"
"mirecords","hsa-miR-125b-5p","H3F3B","3021","ENSG00000132475","","18056640"
"mirecords","hsa-miR-125b-5p","H3F3B","100616282","ENSG00000132475","","18056640"
"mirecords","hsa-miR-125b-5p","ADAMTS1","9510","ENSG00000154734","","18056640"
"mirecords","hsa-miR-125b-5p","PERP","64065","ENSG00000112378","","18056640"
"mirecords","hsa-miR-125b-5p","B3GALT4","8705","ENSG00000236802","","18056640"
"mirecords","hsa-miR-125b-5p","B3GALT4","8705","ENSG00000226936","","18056640"
"mirecords","hsa-miR-125b-5p","B3GALT4","8705","ENSG00000235863","","18056640"
"mirecords","hsa-miR-125b-5p","B3GALT4","8705","ENSG00000235155","","18056640"
"mirecords","hsa-miR-125b-5p","B3GALT4","8705","ENSG00000206285","","18056640"
"mirecords","hsa-miR-125b-5p","HOMER2","9455","ENSG00000103942","","18056640"
"mirecords","hsa-miR-125b-5p","GPR160","26996","ENSG00000173890","","18056640"
"mirecords","hsa-miR-125b-5p","CASP7","840","ENSG00000165806","","18056640"
"mirecords","hsa-miR-125b-5p","CEBPG","1054","ENSG00000153879","","18056640"
"mirecords","hsa-miR-125b-5p","CBLN2","147381","ENSG00000141668","","18056640"
"mirecords","hsa-miR-125b-5p","HIST1H4A","8294","ENSG00000196176","","18056640"
"mirecords","hsa-miR-125b-5p","HIST1H4A","8359","ENSG00000278637","","18056640"
"mirecords","hsa-miR-125b-5p","HIST1H4A","8360","ENSG00000196176","","18056640"
"mirecords","hsa-miR-125b-5p","HIST1H4A","8361","ENSG00000196176","","18056640"
