"database","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","pubmed_id"
"mirtarbase","hsa-miR-6511b-5p","ATOX1","475","ENSG00000177556","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6511b-5p","CANX","821","ENSG00000127022","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6511b-5p","CANX","821","ENSG00000283777","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6511b-5p","CAPN1","823","ENSG00000014216","PAR-CLIP","22012620"
"mirtarbase","hsa-miR-6511b-5p","CLDN4","1364","ENSG00000189143","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6511b-5p","CSK","1445","ENSG00000103653","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6511b-5p","GALNS","2588","ENSG00000141012","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-6511b-5p","GATA2","2624","ENSG00000179348","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6511b-5p","GJB1","2705","ENSG00000169562","PAR-CLIP","22100165"
"mirtarbase","hsa-miR-6511b-5p","GLG1","2734","ENSG00000090863","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6511b-5p","HAS2","3037","ENSG00000170961","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-6511b-5p","HDGF","3068","ENSG00000143321","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6511b-5p","HOXC8","3224","ENSG00000037965","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6511b-5p","HSPG2","3339","ENSG00000142798","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6511b-5p","HSPG2","3339","ENSG00000142798","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-6511b-5p","IGFBP4","3487","ENSG00000141753","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6511b-5p","RBPJ","3516","ENSG00000168214","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6511b-5p","IPP","3652","ENSG00000197429","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6511b-5p","LDLR","3949","ENSG00000130164","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6511b-5p","LLGL1","3996","ENSG00000131899","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-6511b-5p","LLGL1","3996","ENSG00000284137","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-6511b-5p","MECP2","4204","ENSG00000169057","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6511b-5p","MEIS1","4211","ENSG00000143995","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-6511b-5p","NAP1L4","4676","ENSG00000205531","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-6511b-5p","NAP1L4","4676","ENSG00000273562","HITS-CLIP","23313552"
