ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	18_37.x	37_53.x	53_81.x	18_37.y	37_53.y	53_81.y
has-miR-548o	0.472531355668545	-0.540742848330037	0.529187262835207	-1.02183647700234	0.306858301730239	NA	37_53_vs_18_37	NA	0.589	0.445	0.377	0	0	0
has-miR-548x	1.67875585033516	-1.01099498394782	0.484602034699947	-2.08623759612112	0.0369571062388693	0.251824002976481	37_53_vs_18_37	FALSE	1.852	0.923	2.352	0	0	0.084
hsa-let-7a-2-3p	0.569890448135439	-0.0387632991574254	0.415480001388857	-0.0932976293151253	0.925667115402367	NA	37_53_vs_18_37	NA	0.677	0.54	0.488	0	0	0
hsa-let-7a-3p	534.428735832435	-0.300989092685118	0.32365057870985	-0.929981629833426	0.352380595929295	0.664479647848608	37_53_vs_18_37	FALSE	750.204	555.93	276.185	21.77	15.454	13.356
hsa-let-7a-5p	14.2545033059458	-0.117469943719468	0.267200417113118	-0.439632336613222	0.66020341632994	0.860687879798319	37_53_vs_18_37	FALSE	12.437	18.405	11.496	7.808	4.295	6.906
hsa-let-7b-3p	0.470368105074011	0.207200389398213	0.641560780012879	0.322962992522788	0.746723269113596	NA	37_53_vs_18_37	NA	0.477	0.704	0.197	0	0	0
hsa-let-7b-5p	319.033725136674	-0.649868288302919	0.342289933782591	-1.89859012539846	0.0576183877458689	0.286701666952305	37_53_vs_18_37	FALSE	411.971	375.092	154.507	13.989	10.223	11.267
hsa-let-7c-3p	4.06344818730709	0.395574468029102	0.361833106179963	1.09325117373963	0.274283534174433	0.585005099276497	37_53_vs_18_37	FALSE	6.17	2.761	3.264	0.409	0.496	0
hsa-let-7c-5p	23.6780984884947	-0.508071412162812	0.342206800212234	-1.48469116291	0.137625653734251	0.428839201813752	37_53_vs_18_37	FALSE	37.122	20.964	12.205	3.575	1.793	4.093
hsa-let-7d-3p	4.91113572196864	-0.950654429325598	0.375564120157936	-2.53127063609223	0.0113650120180421	0.145158324605972	37_53_vs_18_37	FALSE	8.117	3.33	3.239	1.636	1.413	0.77
hsa-let-7d-5p	61.4386930829004	-0.281274453509229	0.350702326655847	-0.802031900362186	0.422534505536543	0.711509253575903	37_53_vs_18_37	FALSE	86.575	65.838	29.198	2.961	3.293	4.246
hsa-let-7e-3p	0.077571363360395	-0.100990586169707	1.31986489245414	-0.0765158515444153	0.939008703236574	NA	37_53_vs_18_37	NA	0.103	0.083	0.043	0	0	0
hsa-let-7e-5p	6.95094202924967	-0.585464972755649	0.325016950522986	-1.80133673586432	0.0716498210004453	0.313267611247754	37_53_vs_18_37	FALSE	10.018	4.872	5.995	2.081	1.745	3.159
hsa-let-7f-1-3p	0.123785377612623	-0.582328266918904	1.26545226415649	-0.460174029011729	0.645391310855775	NA	37_53_vs_18_37	NA	0.116	0.122	0.134	0	0	0
hsa-let-7f-2-3p	0.533337450852841	-0.14052029999635	0.39986415997325	-0.351420092277713	0.725273210981619	NA	37_53_vs_18_37	NA	0.661	0.485	0.45	0	0	0
hsa-let-7f-5p	1.94152510180154	-0.434425115964706	0.323374999361667	-1.343409715724	0.179139342615708	0.486580817630213	37_53_vs_18_37	FALSE	2.772	1.661	1.361	1.208	0.448	0.662
hsa-let-7g-3p	3.10102160605074	-0.28392221964759	0.318203045849677	-0.892267447941772	0.372249597718016	0.673502184890066	37_53_vs_18_37	FALSE	5.671	2.442	1.068	0.764	0	0
hsa-let-7g-5p	355.953910745183	-0.708034107655265	0.378438651301203	-1.87093497247387	0.0613540948445236	0.295913576780994	37_53_vs_18_37	FALSE	470.097	414.573	165.538	9.466	5.345	6.615
hsa-let-7i-3p	0.310021668201733	-0.093876992906872	0.51006459080504	-0.184049225527898	0.85397483808148	NA	37_53_vs_18_37	NA	0.255	0.385	0.284	0	0	0
hsa-let-7i-5p	389.310207941621	-0.487417768872806	0.367415223352619	-1.32661288344337	0.184636771854703	0.49268093544472	37_53_vs_18_37	FALSE	494.295	498.389	151.347	10.131	5.639	7.905
hsa-miR-1-2-5p:Novel	8.51897987372947	-0.668556556799414	0.276043912760849	-2.42192102739327	0.015438705246735	0.172377391863503	37_53_vs_18_37	FALSE	12.27	6.368	6.905	3.487	3.609	4.178
hsa-miR-1-3p	1.77994078240622	0.101466238088388	0.269791291688687	0.376091598262077	0.706848800206238	0.890606556669631	37_53_vs_18_37	FALSE	1.823	1.814	1.695	0.91	1.078	1.223
hsa-miR-1-5p	11.8979326528047	-0.444998220038992	0.251557794406271	-1.76897011316736	0.0768988622745629	0.323610292947173	37_53_vs_18_37	FALSE	15.597	10.717	9.236	7.873	5.936	5.264
hsa-miR-100-3p	0.232401788571646	-0.27677253257594	0.608115785173045	-0.455131307761041	0.64901477565287	NA	37_53_vs_18_37	NA	0.268	0.217	0.211	0	0	0
hsa-miR-100-5p	7.91713435628907	-0.465133806364766	0.527865116854582	-0.881160340990863	0.378231041372522	0.676773710669612	37_53_vs_18_37	FALSE	11.357	4.671	7.888	0.069	0.367	1.142
hsa-miR-101-2-5p	1.15334966874104	0.157398347647037	0.354784586765355	0.44364482990107	0.657299388721678	NA	37_53_vs_18_37	NA	0.778	1.45	1.222	0.069	0.264	0.467
hsa-miR-101-3p	2.95533316450904	-0.374171030128237	0.240298362767756	-1.55711019342178	0.119444325306593	0.399967855026649	37_53_vs_18_37	FALSE	2.942	2.8	3.147	1.873	1.766	2.314
hsa-miR-101-5p	15.5263877770501	0.120099487637671	0.382254459264921	0.314187276895666	0.753378805348822	0.910559849996209	37_53_vs_18_37	FALSE	8.178	27.17	10.227	1.369	1.54	1.418
hsa-miR-10226	2.54379708201568	-0.111997326141998	0.291182311710876	-0.384629565868697	0.700511885836371	0.886130523691556	37_53_vs_18_37	FALSE	3.414	2.65	1.48	1.962	1.345	0.903
hsa-miR-10226-3p:Novel	10.3985557476518	-0.950727737738611	0.264329643261726	-3.59675035310833	0.000322217457159316	0.0329270346103932	37_53_vs_18_37	TRUE	13.625	8.098	9.523	6.478	5.032	7.392
hsa-miR-10392-3p	1.26715670124506	-0.411206773552443	0.36786560107975	-1.11781795401766	0.263644751854109	0.577554484435542	37_53_vs_18_37	FALSE	1.21	0.88	1.77	0.543	0	0.467
hsa-miR-10392-5p	131.460449085105	0.0653905663129453	0.190892735922629	0.342551360044673	0.731935999385513	0.899528433579133	37_53_vs_18_37	FALSE	135.14	130.808	128.218	67.019	94.485	92.635
hsa-miR-10393-3p	0.285659248288026	-0.456727756790309	0.736595141833095	-0.620052632513558	0.535223135944797	NA	37_53_vs_18_37	NA	0.39	0.322	0.131	0	0	0
hsa-miR-10393-5p	0.124257840991661	-0.53656553029063	1.71740245002201	-0.312428534315736	0.75471486766752	NA	37_53_vs_18_37	NA	0.275	0.045	0.051	0	0	0
hsa-miR-10394-3p	2.35991817264254	-0.254153981397057	0.362410396079893	-0.701287778016802	0.48312343954056	0.745630666834604	37_53_vs_18_37	FALSE	2.44	2.556	2.05	0.683	0.82	0.824
hsa-miR-10394-5p	0.730480195741912	-0.765494167679012	0.517277982419594	-1.47985066771714	0.138913103467871	NA	37_53_vs_18_37	NA	1.161	0.585	0.43	0	0	0
hsa-miR-10395-3p	1.18573342961718	-0.80205934863564	0.475882742539853	-1.68541381508171	0.0919087600722587	NA	37_53_vs_18_37	NA	2.034	0.563	0.976	0	0	0
hsa-miR-10395-5p	2.55746776102148	0.00480871093345707	0.253944944424305	0.01893603727516	0.984892131101015	0.996033629184411	37_53_vs_18_37	FALSE	3.733	2.329	1.545	1.824	1.422	1.016
hsa-miR-10396a-3p	1.12711301477704	-0.366314994822595	0.311673586768121	-1.17531613320549	0.239868262371662	NA	37_53_vs_18_37	NA	1.19	1.034	1.165	0.74	0.241	0.588
hsa-miR-10396a-5p	4.54839912989567	-0.0317286472358466	0.283478030304789	-0.111926300608667	0.91088184275705	0.974864180770201	37_53_vs_18_37	FALSE	5.065	4.454	4.096	2.997	1.643	2.386
hsa-miR-10396b-3p	1.2260421629967	-0.556497643894829	0.305917544674311	-1.81910993201548	0.0688946601000628	NA	37_53_vs_18_37	NA	1.44	0.744	1.543	0.879	0	0.827
hsa-miR-10396b-5p	3.51602034781647	0.0445899293511185	0.336083922524945	0.132674984914844	0.894450427086753	0.972330120191715	37_53_vs_18_37	FALSE	3.978	3.547	2.98	1.582	0.851	1.431
hsa-miR-10397-3p	21.4637336847952	-0.0776361892069388	0.217760863484592	-0.356520395651499	0.721450880709575	0.897539392788936	37_53_vs_18_37	FALSE	29.279	19.946	14.726	12.964	12.974	11.697
hsa-miR-10397-5p	2.68692405088012	-0.710569726906097	0.364327106157583	-1.95036195467365	0.0511329931006325	0.276957104304724	37_53_vs_18_37	FALSE	3.504	1.725	2.898	1.297	0.604	0.764
hsa-miR-10398-3p	1.44255174109911	-0.27453079232305	0.293004733410931	-0.936950025097472	0.348784265051525	0.662520516434988	37_53_vs_18_37	FALSE	1.429	1.314	1.604	0.792	0.454	0.865
hsa-miR-10398-5p	0.561827118164866	0.0756943930734011	0.401468911798054	0.188543597895014	0.850450542125649	NA	37_53_vs_18_37	NA	0.662	0.655	0.348	0.174	0	0
hsa-miR-10399-3p	0.345014597285822	-0.455354427228499	0.55932442845323	-0.814115036040438	0.415579052885193	NA	37_53_vs_18_37	NA	0.519	0.22	0.299	0	0	0
hsa-miR-10399-5p	0.74492370491513	-1.04165118637822	0.557369567696286	-1.86886986077041	0.061640922394715	NA	37_53_vs_18_37	NA	0.446	0.487	1.362	0	0	0
hsa-miR-103a-1-5p	0.672035654284056	0.315828535565181	0.569938109829558	0.554145318795457	0.579479397196119	NA	37_53_vs_18_37	NA	0.504	0.885	0.611	0	0	0
hsa-miR-103a-2-5p	0.285578134900343	-0.17125428509261	0.556411857153391	-0.307783313548976	0.758247219503762	NA	37_53_vs_18_37	NA	0.277	0.378	0.19	0	0	0
hsa-miR-103a-3p	1.77156210200267	0.0986094009665789	0.284022366193497	0.347188858004933	0.728449440873872	0.899528433579133	37_53_vs_18_37	FALSE	1.497	2.121	1.671	1.082	0.926	0.891
hsa-miR-103b-3p:Novel	16.6922104925114	-0.649390185893482	0.425152537326026	-1.527428696481	0.126654445213893	0.409243327398407	37_53_vs_18_37	FALSE	20.604	20.729	7.857	1.022	0.647	0.731
hsa-miR-103b-5p	0.229978974898247	0.403081660741164	0.782195979839995	0.515320547701635	0.606329042708033	NA	37_53_vs_18_37	NA	0.182	0.383	0.107	0	0	0
hsa-miR-10400-3p	3.95250326976431	-0.65937179414039	0.347224694067595	-1.89897724846732	0.05756746745079	0.286701666952305	37_53_vs_18_37	FALSE	2.332	1.904	8.041	1.195	0.642	1.527
hsa-miR-10400-5p	88.8109128936293	-1.0310221245781	0.275587425401636	-3.74117985635776	0.000183158383477319	0.0247149175256172	37_53_vs_18_37	TRUE	109.104	59.57	100.128	37.376	28.13	49.492
hsa-miR-10401-3p	0.995231420505847	-0.0592062982897977	0.383758983865528	-0.154279901654482	0.877389043734017	NA	37_53_vs_18_37	NA	1.184	0.83	0.979	0.263	0	0
hsa-miR-10401-5p	78.9371959297641	-0.185559477360732	0.26522982147868	-0.699617698817655	0.48416608648507	0.746635070211187	37_53_vs_18_37	FALSE	87.66	74.225	74.855	45.136	38.233	32.956
hsa-miR-105-3p	7.82155258666681	-1.10204338728421	0.312799767281125	-3.52315923014662	0.000426435080602938	0.0333187942977762	37_53_vs_18_37	TRUE	13.527	5.457	4.333	4.682	2.386	2.379
hsa-miR-105-5p	3.5385137060362	-0.66920920365728	0.309175194577073	-2.16449836660636	0.030426121818359	0.231777199948335	37_53_vs_18_37	FALSE	3.944	4.035	2.533	1.992	1.298	1.303
hsa-miR-10522-3p:Novel	8.06674670089813	-0.0964416524312735	0.274744297426799	-0.351023309071479	0.7255708615924	0.897960981822907	37_53_vs_18_37	FALSE	7.284	8.495	8.427	3.783	4.764	3.312
hsa-miR-10522-5p	0.753140802024676	-0.580805035475021	0.379719710338489	-1.5295625158812	0.12612505368391	NA	37_53_vs_18_37	NA	1.395	0.443	0.411	0	0	0
hsa-miR-10523-3p:Novel	14.1122304382791	0.042469169289902	0.242636656708233	0.175031958757042	0.861054521741343	0.956484003261823	37_53_vs_18_37	FALSE	14.799	12.718	14.957	9.761	8.76	8.222
hsa-miR-10523-5p	2.03916687663587	-1.36663092451285	0.381152975800108	-3.58551818110314	0.000336409564079943	0.0329270346103932	37_53_vs_18_37	TRUE	3.163	1.486	1.451	1.033	0.344	0.654
hsa-miR-10524-3p:Novel	3.81522255274007	0.0805605802075187	0.470083045408964	0.171375209113174	0.863928746657613	0.957788048820098	37_53_vs_18_37	FALSE	2.892	4.048	4.55	0.728	0.618	0.138
hsa-miR-10524-5p	2.83975528491753	0.140173574125124	0.621831143435924	0.225420639678154	0.821652056662832	0.94513660376664	37_53_vs_18_37	FALSE	1.492	3.192	3.898	0	0	0
hsa-miR-10525-3p	0.532408041522085	-0.581730340757236	0.386923732636369	-1.50347546994215	0.132716477892491	NA	37_53_vs_18_37	NA	0.686	0.339	0.586	0	0	0
hsa-miR-10525-5p:Novel	0.398272886174709	-0.273779124113219	0.426872319608443	-0.641360686877867	0.52128836881156	NA	37_53_vs_18_37	NA	0.536	0.371	0.281	0	0	0
hsa-miR-10526-3p	3.8990154843537	0.329044896684476	0.250583554895328	1.31311448918474	0.189144372210952	0.497034090204564	37_53_vs_18_37	FALSE	3.617	4.185	3.879	2.251	2.234	2.892
hsa-miR-10526-5p:Novel	3.64297735188274	0.275108849452188	0.256611550881725	1.07208287587564	0.283682809534653	0.594238164029694	37_53_vs_18_37	FALSE	3.435	3.823	3.663	2.009	1.764	2.627
hsa-miR-10527-3p:Novel	9.79156092352648	-0.205765126679843	0.260805368012494	-0.7889604736586	0.430135108806837	0.714395993667868	37_53_vs_18_37	FALSE	9.236	8.258	12.14	4.614	5.164	5.296
hsa-miR-10527-5p	8.9980255524534	-0.248949320091905	0.286272497826256	-0.869623599829688	0.384506136386699	0.681704377387914	37_53_vs_18_37	FALSE	8.249	7.42	11.607	3.146	4.068	4.929
hsa-miR-106a-3p	0.38482244901528	-0.568342298701511	0.752786959107362	-0.754984251288623	0.450258431708581	NA	37_53_vs_18_37	NA	0.716	0.246	0.184	0	0	0
hsa-miR-106a-5p	1.24906759377453	-0.671835272159666	0.46209901104957	-1.45387732086619	0.145980321551066	0.445443599672924	37_53_vs_18_37	FALSE	1.106	1.994	0.555	0	0	0
hsa-miR-106b-3p	6.19226476606291	-0.860337058782347	0.502902617261823	-1.71074285408707	0.0871285929809881	0.344202034552304	37_53_vs_18_37	FALSE	5.841	9.013	3.361	0.289	0	0.296
hsa-miR-106b-5p	25.3761407761108	0.184213617891738	0.335292013318408	0.549412483967524	0.582722408693266	0.808452476316296	37_53_vs_18_37	FALSE	34.249	24.293	16.998	5.64	3.105	3.66
hsa-miR-107	14.1683702779344	-0.953584907861517	0.305522034571316	-3.12116574243004	0.00180136617808779	0.059420241789727	37_53_vs_18_37	FALSE	29.577	6.674	6.011	3.65	3.049	3.324
hsa-miR-107-5p:Novel	1.99195984017287	-0.293151118905811	0.477595013534181	-0.613806908779274	0.539342931323257	0.782048918651048	37_53_vs_18_37	FALSE	1.736	2.053	2.2	0	0	0.315
hsa-miR-10a-3p	1.96936399206465	-0.671756438040834	0.366234900262487	-1.83422289235508	0.066620914603068	0.30642026384283	37_53_vs_18_37	FALSE	2.96	1.183	1.792	0.72	0.222	0.804
hsa-miR-10a-5p	60.1605306976451	-1.0183037566616	0.345256559675407	-2.94941175808205	0.00318379478086477	0.0753819693570405	37_53_vs_18_37	FALSE	101.259	34.736	44.593	6.575	3.335	4.278
hsa-miR-10b-3p	2.36789532640756	0.467508521468764	0.309547942095931	1.51029439350587	0.130968321688751	0.418242160815302	37_53_vs_18_37	FALSE	2.72	2.419	1.928	0.722	0.758	1.011
hsa-miR-10b-5p	38.0531064740927	-0.704388676850539	0.368540054933828	-1.91129476272807	0.055966711729313	0.285186896290238	37_53_vs_18_37	FALSE	39.137	47.066	26.614	5.503	2.732	3.929
hsa-miR-11181-3p	1.38084224022243	-0.0460150475567492	0.320261879961108	-0.143679439970617	0.885753607250187	0.971097500184489	37_53_vs_18_37	FALSE	1.394	1.325	1.43	0.642	0.41	0.846
hsa-miR-11181-5p	0.165885103933782	-0.356608007328458	0.961771757172628	-0.370782365638181	0.710799636816055	NA	37_53_vs_18_37	NA	0.166	0.151	0.183	0	0	0
hsa-miR-11399	4.39198858983724	0.0219726050940139	0.280676853872548	0.0782843501017413	0.937601866065192	0.982449161402239	37_53_vs_18_37	FALSE	5.067	4.495	3.544	2.541	2.316	1.829
hsa-miR-11399-3p:Novel	183.372559290983	-0.0226454381973678	0.218710325280214	-0.103540782394952	0.917533783740873	0.977590540494821	37_53_vs_18_37	FALSE	178.331	179.291	193.483	131.783	111.753	116.062
hsa-miR-11400	2.30335506155615	-0.577008495938249	0.347515604839977	-1.6603815423021	0.0968377209281054	0.362600028523129	37_53_vs_18_37	FALSE	4.026	1.357	1.515	0.799	0.565	0.859
hsa-miR-11400-3p:Novel	5.1560871071855	-0.562100680334652	0.302691004855167	-1.85701151114024	0.0633095163894533	0.29979294225632	37_53_vs_18_37	FALSE	7.082	3.672	4.759	3.588	1.879	1.836
hsa-miR-11401	1.59965130683883	-0.127476446478777	0.322797119309941	-0.394911970563089	0.692907855320298	0.880684612953116	37_53_vs_18_37	FALSE	1.606	1.767	1.402	0.817	0.53	0.715
hsa-miR-11401-3p:Novel	4.37438042620721	-0.133267379972723	0.245133225785857	-0.543652862827917	0.586680375238206	0.81065161019054	37_53_vs_18_37	FALSE	5.932	3.496	3.687	3.429	1.658	2.088
hsa-miR-1178-3p	0.224598243415569	-0.020823573782761	0.576375723316295	-0.0361284713085213	0.971179920320997	NA	37_53_vs_18_37	NA	0.228	0.3	0.135	0	0	0
hsa-miR-1178-5p	0.932515360686443	-0.212410964509467	0.438082016095543	-0.484865748205334	0.627771580350084	NA	37_53_vs_18_37	NA	1.134	0.726	0.949	0	0	0
hsa-miR-1179	1.31292000185409	0.516905633978968	0.356476781042531	1.45004011893077	0.147047331934215	0.445443599672924	37_53_vs_18_37	FALSE	1.129	1.517	1.279	0.447	0.234	0.57
hsa-miR-1179-3p:Novel	5.88729608492182	-0.126130533878771	0.204565830752573	-0.616576744096272	0.537513937809449	0.782048918651048	37_53_vs_18_37	FALSE	7.475	6.045	3.988	5.927	3.904	3.038
hsa-miR-1180-3p	3.79193359229487	-0.279808233272714	0.32678244007413	-0.856252353122892	0.391858210038271	0.684088674261706	37_53_vs_18_37	FALSE	5.605	2.697	3.075	1.943	0.723	1.237
hsa-miR-1180-5p	1.18520219008392	0.640985141019965	0.435039964690364	1.473393694936	0.140644909413071	NA	37_53_vs_18_37	NA	0.811	1.187	1.589	0	0	0.203
hsa-miR-1181	8.10648819136617	-0.747489040707147	0.299442874412623	-2.49626591440319	0.0125508476098288	0.154027156007532	37_53_vs_18_37	FALSE	12.679	6.964	4.454	4.212	3.529	3.019
hsa-miR-1181-3p:Novel	102.524872326451	-0.447421392119786	0.222500938946368	-2.01087417535633	0.0443387487378484	0.269811129420147	37_53_vs_18_37	FALSE	116.967	100.358	89.348	77.489	50.72	53.108
hsa-miR-1182	7.30464948420494	-0.454103633394057	0.188505193697574	-2.40897146909699	0.0159975485369352	0.176878555521585	37_53_vs_18_37	FALSE	8.309	5.663	8.086	6.758	3.888	5.442
hsa-miR-1182-5p:Novel	7.49690374748476	-0.359320628853173	0.284442083382053	-1.26324707153318	0.206500401081718	0.515286546708581	37_53_vs_18_37	FALSE	11.433	4.827	6.274	5.09	2.718	3.052
hsa-miR-1183	3.59307132714674	-0.196060025065008	0.254170238509837	-0.771372864952557	0.440485954138023	0.719567463634582	37_53_vs_18_37	FALSE	4.848	3.434	2.415	2.244	2.086	1.669
hsa-miR-1183-5p:Novel	6.47592007316376	-0.36171177719279	0.196987973220744	-1.83621249195481	0.0663262358647004	0.30642026384283	37_53_vs_18_37	FALSE	8.539	5.669	5.16	5.431	4.602	4.232
hsa-miR-1184	26.0329223750068	-0.430521717013454	0.206625515406555	-2.08358447971134	0.0371979799660744	0.252730623305735	37_53_vs_18_37	FALSE	40.856	19.374	17.559	18.879	11.201	10.602
hsa-miR-1184-5p:Novel	4.81303326781411	-0.119541789543733	0.279920014157526	-0.427056957336606	0.669337842586735	0.864899615779111	37_53_vs_18_37	FALSE	4.495	6.842	2.847	2.42	1.674	2.125
hsa-miR-1185-3p	0.678933209111694	0.0637648196507561	0.412712689654813	0.154501718142197	0.877214156604373	NA	37_53_vs_18_37	NA	0.75	0.658	0.626	0	0	0
hsa-miR-1185-5p	0.765595172627019	0.0498317271043973	0.395863507112835	0.125881083274982	0.89982605690894	NA	37_53_vs_18_37	NA	0.772	0.746	0.781	0	0	0
hsa-miR-1193	3.56653496161314	0.200276294328572	0.201344000360657	0.994697105301509	0.319883602759736	0.633283078436505	37_53_vs_18_37	FALSE	4.212	3.52	2.92	2.662	2.005	1.675
hsa-miR-1193-3p:Novel	16.7696017756563	0.112518419937491	0.291170779165418	0.386434450118938	0.699174940342716	0.885394954167113	37_53_vs_18_37	FALSE	18.878	16.944	14.287	7.601	9.669	6.749
hsa-miR-1197	3.40982145378022	-0.301606533853007	0.273617074093057	-1.10229427331143	0.270333758213374	0.582288616251967	37_53_vs_18_37	FALSE	4.899	2.243	3.125	2.015	0.765	1.141
hsa-miR-1197-5p:Novel	2.7890950053583	-1.13834999720441	0.377500675207599	-3.0154912877398	0.002565633095525	0.0668204886212289	37_53_vs_18_37	FALSE	3.73	2.396	2.217	1.077	0.62	0.932
hsa-miR-1199-3p	3.63632361462991	-0.496702860420064	0.253876226788441	-1.95647645588326	0.0504090533188883	0.276073051065887	37_53_vs_18_37	FALSE	5.061	2.823	3.019	3.349	1.644	1.874
hsa-miR-1199-5p	3.44388500316003	-0.0414313267466087	0.295540545207191	-0.140188300449818	0.88851121550908	0.972330120191715	37_53_vs_18_37	FALSE	3.876	3.968	2.379	2.038	1.23	1.711
hsa-miR-1200	4.61392933814299	-0.447534250510754	0.308666329660129	-1.44989656307357	0.147087365920943	0.445443599672924	37_53_vs_18_37	FALSE	6.43	4.411	2.878	2.03	2.098	1.838
hsa-miR-1200-3p:Novel	5.87273289502212	0.18917793350212	0.271642376904843	0.696422758693461	0.486164114410005	0.748364781910222	37_53_vs_18_37	FALSE	5.875	5.864	5.88	3.998	3.416	2.572
hsa-miR-1202	30.5331376150136	0.330341964403835	0.252525048683788	1.30815523499805	0.1908206619725	0.499758247668761	37_53_vs_18_37	FALSE	26.736	35.218	29.312	20.325	19.029	15.215
hsa-miR-1202-3p:Novel	40.7198207154566	-0.845070875749396	0.292079498490025	-2.89329062846997	0.0038122836362124	0.0857862384254858	37_53_vs_18_37	FALSE	76.944	26.241	17.966	12.348	11.222	13.041
hsa-miR-1203	172.699578442148	-0.187965789201679	0.270140642732206	-0.695807144384461	0.486549614440467	0.748364781910222	37_53_vs_18_37	FALSE	214.593	154.603	147.925	59.651	73.064	56.341
hsa-miR-1203-3p:Novel	1.93819349237571	-0.584296698503805	0.329145646673654	-1.77519193830667	0.0758662003996924	0.321414449175044	37_53_vs_18_37	FALSE	1.922	2.056	1.822	0.813	0.686	0.835
hsa-miR-1204	16.4546838269697	-0.368298223861753	0.375066255188074	-0.981955104644305	0.326121966461369	0.640093349985366	37_53_vs_18_37	FALSE	22.668	15.952	10.296	5.443	3.231	2.881
hsa-miR-1204-3p:Novel	1.50868769875052	0.4515518297622	0.321252714699395	1.40559693070526	0.159843847980445	0.45972267443701	37_53_vs_18_37	FALSE	1.012	1.94	1.556	0.574	0.667	0.83
hsa-miR-1205	0.882830958639656	-0.236500455114605	0.398827929787485	-0.592988698761954	0.553188715496113	NA	37_53_vs_18_37	NA	1.257	0.546	0.862	0	0	0
hsa-miR-1205-3p:Novel	1.68878103784289	-0.397517078712743	0.290024820012526	-1.37063124009722	0.170489939311299	0.477678161344946	37_53_vs_18_37	FALSE	1.855	1.353	1.891	1.071	0.467	1.371
hsa-miR-1206	0.114523125028996	-0.455356717087914	1.41463402368699	-0.32189012102304	0.747535937501726	NA	37_53_vs_18_37	NA	0.176	0.062	0.108	0	0	0
hsa-miR-1206-3p:Novel	1.13266560814797	-0.718982287327336	0.317617113092755	-2.26367616129478	0.0235940397297168	NA	37_53_vs_18_37	NA	1.399	1.113	0.867	0.742	0.304	0
hsa-miR-1207-3p	0.194820380318431	0.108168723364815	0.658049081991071	0.164377895699704	0.869433663551809	NA	37_53_vs_18_37	NA	0.21	0.23	0.138	0	0	0
hsa-miR-1207-5p	4.28651616977986	-0.508507820867009	0.216335106949224	-2.35055617203342	0.018745378057448	0.193096077307911	37_53_vs_18_37	FALSE	4.475	4.319	4.045	3.578	2.278	3.779
hsa-miR-1208	2.95263873887162	0.277005097871012	0.295294670493205	0.938063316240534	0.348211872426407	0.662520516434988	37_53_vs_18_37	FALSE	2.941	3.284	2.588	1.969	1.51	1.197
hsa-miR-1208-3p:Novel	8.47212290866392	-0.395288402024105	0.226412224448337	-1.74587923857575	0.0808319382051798	0.332137122644766	37_53_vs_18_37	FALSE	8.839	7.405	9.29	6.341	4.363	6.265
hsa-miR-12113	0.719477369097574	0.0237643077326194	0.328268006382106	0.0723930059299095	0.942289150651688	NA	37_53_vs_18_37	NA	0.911	0.515	0.745	0	0	0
hsa-miR-12113-3p:Novel	1.84957392306331	0.0925632586621772	0.277515314632192	0.333542884957023	0.738724523352193	0.904214246860334	37_53_vs_18_37	FALSE	2.553	1.687	1.272	0.832	0.631	0.678
hsa-miR-12114	1.60499771737301	0.0535327194994736	0.353185175209184	0.151571252864074	0.879525108286708	0.967928867031625	37_53_vs_18_37	FALSE	1.984	1.204	1.651	0.615	0.114	0.677
hsa-miR-12114-3p:Novel	15.6517746874132	0.472370745571948	0.302124664289109	1.56349613721019	0.11793594354819	0.397316034980237	37_53_vs_18_37	FALSE	20.375	17.084	8.903	1.666	1.309	1.915
hsa-miR-12115	2.16586878114279	-0.807831380186134	0.324181602291366	-2.49191001116737	0.0127058224312524	0.155116915514873	37_53_vs_18_37	FALSE	2.767	1.595	2.164	1.536	0.792	0.958
hsa-miR-12115-3p:Novel	6.83174528964918	0.0450744204371527	0.235601075528211	0.191316700639405	0.848277477534273	0.954831560934811	37_53_vs_18_37	FALSE	9.892	5.23	5.34	3.61	2.014	2.563
hsa-miR-12116	3.12194815440159	0.287126516209561	0.265931302096587	1.07970184008378	0.28027497425218	0.59215672471458	37_53_vs_18_37	FALSE	2.732	3.227	3.426	2.351	1.562	2.055
hsa-miR-12116-3p:Novel	2.26779252765484	-0.0068066565667719	0.255749595638244	-0.0266145350094702	0.978767180105429	0.995227560994623	37_53_vs_18_37	FALSE	2.334	2.316	2.141	1.97	1.45	1.45
hsa-miR-12117	2.52755597671571	0.0672689100366396	0.336517193752847	0.19989739390863	0.841560828669815	0.95233675542674	37_53_vs_18_37	FALSE	3.405	2.587	1.51	1.079	0.846	0.784
hsa-miR-12117-3p:Novel	20.6960407091414	0.125576138187424	0.294562519322715	0.426314041841304	0.669879027313348	0.865122005522032	37_53_vs_18_37	FALSE	16.662	25.247	19.883	6.743	6.865	11.679
hsa-miR-12118	20.7067527826476	0.215509937438686	0.408937020603046	0.527000311981735	0.598193371824624	0.82045948716028	37_53_vs_18_37	FALSE	18.08	22.822	21.144	2.58	3.089	3.527
hsa-miR-12118-3p:Novel	63.3521739521201	0.0950830779571977	0.169527083862729	0.560872491820772	0.574884463813966	0.803056724183514	37_53_vs_18_37	FALSE	62.616	69.373	57.292	52.743	57.468	42.436
