ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	_40.x	40_60.x	60_.x	_40.y	40_60.y	60_.y
has-miR-548o	0.472531355668545	-0.72782429806557	0.50050564589802	-1.45417799785193	0.145896963350965	NA	40_60_vs__40	NA	0.591	0.371	0.472	0	0	0
has-miR-548x	1.67875585033516	-0.619593103808858	0.457452741630624	-1.35444177599695	0.175595477140337	0.522838661893175	40_60_vs__40	FALSE	1.728	1.02	3.095	0	0	0.162
hsa-let-7a-2-3p	0.569890448135439	-0.0290085978849749	0.395113627293948	-0.0734183684922459	0.94147320109722	NA	40_60_vs__40	NA	0.652	0.632	0.264	0	0	0
hsa-let-7a-3p	534.428735832435	-0.237525969963501	0.308432765855374	-0.770106150378582	0.441236927967632	0.759790570219483	40_60_vs__40	FALSE	675.059	578.51	155.179	21.508	14.769	14.731
hsa-let-7a-5p	14.2545033059458	0.0582819068957113	0.251360261901821	0.231866033456297	0.816642066999092	0.940742732564402	40_60_vs__40	FALSE	12.525	17.914	9.274	7.342	5.362	5.398
hsa-let-7b-3p	0.470368105074011	-0.0726067029316373	0.6180989644583	-0.117467763427285	0.906489388212043	NA	40_60_vs__40	NA	0.485	0.593	0.159	0	0	0
hsa-let-7b-5p	319.033725136674	-0.597366311521676	0.325937294010847	-1.83276453016695	0.0668375961084171	0.380311445625167	40_60_vs__40	FALSE	371.512	366.495	106.325	13.776	10.84	11.267
hsa-let-7c-3p	4.06344818730709	0.414931868103893	0.335643659240371	1.23622734015881	0.216374070763718	0.569390833338788	40_60_vs__40	FALSE	5.674	3.833	1.408	0.399	0.453	0
hsa-let-7c-5p	23.6780984884947	-0.453174917285756	0.323130942428384	-1.4024497743239	0.160780978763648	0.50837062630894	40_60_vs__40	FALSE	33.815	20.743	10.371	3.061	2.282	4.172
hsa-let-7d-3p	4.91113572196864	-1.01263968177193	0.356477018785513	-2.84068713664042	0.00450164522899535	0.129409890992233	40_60_vs__40	FALSE	7.517	3.388	3.256	1.682	0.764	0.824
hsa-let-7d-5p	61.4386930829004	-0.121171829427073	0.332551888131747	-0.364369693126109	0.715581963630574	0.902998292366837	40_60_vs__40	FALSE	77.989	64.863	20.854	2.934	3.532	4.246
hsa-let-7e-3p	0.077571363360395	-0.245688246655923	1.25974738209316	-0.195029773546895	0.845369639227257	NA	40_60_vs__40	NA	0.097	0.085	0.021	0	0	0
hsa-let-7e-5p	6.95094202924967	-0.153612646071849	0.307560694832807	-0.499454737398594	0.617459065886075	0.859558746800818	40_60_vs__40	FALSE	9.128	5.912	5.032	2.025	2.061	3.159
hsa-let-7f-1-3p	0.123785377612623	-0.911459505592136	1.21158303105803	-0.752288107564688	0.451877818044876	NA	40_60_vs__40	NA	0.124	0.098	0.182	0	0	0
hsa-let-7f-2-3p	0.533337450852841	-0.0882973094925055	0.379176280086657	-0.232866120930154	0.815865366855709	NA	40_60_vs__40	NA	0.628	0.559	0.287	0	0	0
hsa-let-7f-5p	1.94152510180154	-0.392101461935018	0.300414283484778	-1.30520246037132	0.191823916636053	0.54027189692455	40_60_vs__40	FALSE	2.652	1.85	0.748	1.18	0.67	0
hsa-let-7g-3p	3.10102160605074	-0.405553695515243	0.302099028723026	-1.34245282823159	0.179449215542272	0.526869018766968	40_60_vs__40	FALSE	5.276	2.147	0.992	0.741	0	0
hsa-let-7g-5p	355.953910745183	-0.887570587436159	0.359349408014425	-2.46993752498551	0.0135136650747951	0.218581937978963	40_60_vs__40	FALSE	423.614	403.353	113.37	9.34	5.438	6.65
hsa-let-7i-3p	0.310021668201733	-0.282107802809933	0.483517842320149	-0.583448588900556	0.559591356627559	NA	40_60_vs__40	NA	0.255	0.389	0.236	0	0	0
hsa-let-7i-5p	389.310207941621	-0.724826519782422	0.348996032027845	-2.07689043216569	0.037811673030329	0.31271275533191	40_60_vs__40	FALSE	445.427	457.256	122.386	10.135	5.839	9.569
hsa-miR-1-2-5p:Novel	8.51897987372947	-0.347081116126661	0.263562236166744	-1.31688485108723	0.187877225098737	0.536924097578497	40_60_vs__40	FALSE	11.436	7.035	6.157	3.33	4.065	4.178
hsa-miR-1-3p	1.77994078240622	0.122073037489925	0.252674052300719	0.483124548715591	0.629007304477702	0.864776825816109	40_60_vs__40	FALSE	1.81	1.858	1.541	1.02	1.194	1.069
hsa-miR-1-5p	11.8979326528047	-0.307913966092034	0.239921529857992	-1.28339447599507	0.199353908211222	0.546101256678035	40_60_vs__40	FALSE	14.887	10.448	9.315	7.556	5.578	5.535
hsa-miR-100-3p	0.232401788571646	-0.295901246714288	0.57885054155097	-0.511187647715507	0.609219667226429	NA	40_60_vs__40	NA	0.264	0.236	0.162	0	0	0
hsa-miR-100-5p	7.91713435628907	0.621584753525091	0.503677146434438	1.23409362113276	0.217168020217018	0.569802520088677	40_60_vs__40	FALSE	10.328	6.569	6.243	0	0.615	1.114
hsa-miR-101-2-5p	1.15334966874104	0.111444421856744	0.331918857753009	0.335758030173969	0.737053341681462	0.908689382487843	40_60_vs__40	FALSE	0.887	1.51	0.861	0.289	0.312	0.383
hsa-miR-101-3p	2.95533316450904	-0.401268533073483	0.224175422097382	-1.78997558839957	0.0734578358974055	0.388041200093886	40_60_vs__40	FALSE	3.025	2.885	2.979	1.886	1.856	2.408
hsa-miR-101-5p	15.5263877770501	0.0283674544343035	0.360987660292766	0.0785828923107707	0.937364395411172	0.978953941965252	40_60_vs__40	FALSE	7.55	26.953	5.07	1.38	1.621	0.854
hsa-miR-10226	2.54379708201568	-0.0546268424000912	0.277564749021623	-0.196807565055156	0.843978130844116	0.954422078526	40_60_vs__40	FALSE	3.18	2.488	1.413	1.85	1.104	1.026
hsa-miR-10226-3p:Novel	10.3985557476518	-0.70156320589045	0.251924707140434	-2.78481302550197	0.00535585970478986	0.140476548828488	40_60_vs__40	FALSE	12.687	8.642	9.906	5.902	5.17	6.232
hsa-miR-10392-3p	1.26715670124506	-0.146738833909741	0.349902175211743	-0.419371025118499	0.674944996454566	0.891240750598505	40_60_vs__40	FALSE	1.29	1.039	1.744	0.597	0	0.41
hsa-miR-10392-5p	131.460449085105	0.0578770694873651	0.18211219055691	0.317809968187048	0.750629088916948	0.915230224547647	40_60_vs__40	FALSE	133.07	129.706	132.306	67.502	84.059	96.168
hsa-miR-10393-3p	0.285659248288026	-0.530479474822382	0.702115308878952	-0.755544663553034	0.449922244174725	NA	40_60_vs__40	NA	0.369	0.317	0.048	0	0	0
hsa-miR-10393-5p	0.124257840991661	-0.590899233886889	1.63750368804112	-0.360853681248045	0.718208830785353	NA	40_60_vs__40	NA	0.251	0.064	0.013	0	0	0
hsa-miR-10394-3p	2.35991817264254	-0.190841116495714	0.343453121343995	-0.555654046027934	0.5784473770834	0.839770203736259	40_60_vs__40	FALSE	2.256	2.391	2.495	0.667	0.797	0.966
hsa-miR-10394-5p	0.730480195741912	-0.603214304188166	0.489164348655907	-1.23315263233234	0.217518823947598	0.569802520088677	40_60_vs__40	FALSE	1.102	0.617	0.257	0	0	0
hsa-miR-10395-3p	1.18573342961718	-0.752686095978562	0.450282607374023	-1.67158598545058	0.0946059902057116	0.417539899080977	40_60_vs__40	FALSE	1.867	0.844	0.623	0	0	0
hsa-miR-10395-5p	2.55746776102148	-0.118671607149473	0.241136083374995	-0.492135417845886	0.622623615766509	0.86252788622785	40_60_vs__40	FALSE	3.603	2.108	1.52	1.914	1.211	0.989
hsa-miR-10396a-3p	1.12711301477704	-0.264732990757352	0.292677658950992	-0.904520665178891	0.365719381629918	0.707788242491657	40_60_vs__40	FALSE	1.12	1.165	1.054	0.612	0.449	0.555
hsa-miR-10396a-5p	4.54839912989567	-0.0305591045126718	0.26720747585224	-0.114364706358629	0.908948690634259	0.974766456314189	40_60_vs__40	FALSE	4.946	4.617	3.604	2.628	1.896	2.471
hsa-miR-10396b-3p	1.2260421629967	-0.192469911074169	0.28539697440778	-0.674393663330027	0.500061070288805	0.791722218725967	40_60_vs__40	FALSE	1.371	1.166	1.077	0.786	0.495	0.457
hsa-miR-10396b-5p	3.51602034781647	-0.027737917629411	0.3166040184718	-0.0876107566900058	0.930186052455106	0.977657509481078	40_60_vs__40	FALSE	3.917	3.617	2.492	1.572	1.074	1.529
hsa-miR-10397-3p	21.4637336847952	-0.0303778175448412	0.206616153793673	-0.147025375252975	0.883111991411261	0.967900718896511	40_60_vs__40	FALSE	27.601	19.121	14.705	13.097	12.851	11.534
hsa-miR-10397-5p	2.68692405088012	-0.456085008726996	0.344871571437221	-1.32247783378115	0.186009085791367	0.534139672035218	40_60_vs__40	FALSE	3.31	2.199	2.574	1.261	0.872	0.276
hsa-miR-10398-3p	1.44255174109911	-0.176604708686874	0.274158813570521	-0.644169364416389	0.519465614416242	0.805295337023189	40_60_vs__40	FALSE	1.385	1.425	1.597	0.755	0.646	0.827
hsa-miR-10398-5p	0.561827118164866	-0.151043996409517	0.383542216071223	-0.393813223370092	0.693718940898361	NA	40_60_vs__40	NA	0.708	0.546	0.31	0.099	0	0
hsa-miR-10399-3p	0.345014597285822	-0.627506936792583	0.533471044605368	-1.17627178295455	0.239486287654636	NA	40_60_vs__40	NA	0.501	0.267	0.214	0	0	0
hsa-miR-10399-5p	0.74492370491513	-1.09964564251877	0.532146946021961	-2.06643230923172	0.0387876778267135	0.314413708187832	40_60_vs__40	FALSE	0.452	0.922	0.918	0	0	0
hsa-miR-103a-1-5p	0.672035654284056	0.357146534583644	0.541320000329422	0.659769700669293	0.509401630012265	NA	40_60_vs__40	NA	0.456	0.997	0.353	0	0	0
hsa-miR-103a-2-5p	0.285578134900343	-0.449445607030247	0.53397969815287	-0.841690439889304	0.399961250862042	NA	40_60_vs__40	NA	0.275	0.339	0.184	0	0	0
hsa-miR-103a-3p	1.77156210200267	0.156187072682137	0.267729465360872	0.583376478459747	0.559639888580226	0.830861591994578	40_60_vs__40	FALSE	1.429	2.283	1.275	1.049	0.945	0.873
hsa-miR-103b-3p:Novel	16.6922104925114	-0.712222849021465	0.402611442486095	-1.76900796615104	0.0768925451928812	0.391017897735284	40_60_vs__40	FALSE	18.604	19.902	5.543	1.016	0.656	0.81
hsa-miR-103b-5p	0.229978974898247	0.0629526374083514	0.756066533611142	0.0832633566092068	0.933642136275128	NA	40_60_vs__40	NA	0.199	0.317	0.092	0	0	0
hsa-miR-10400-3p	3.95250326976431	-0.270419064184932	0.326470062784876	-0.828311980210942	0.407493839850249	0.738800549669247	40_60_vs__40	FALSE	2.226	5.759	3.22	1.155	0.945	1.374
hsa-miR-10400-5p	88.8109128936293	-1.04982815720204	0.26205043988317	-4.00620642983878	6.17017291749996e-05	0.0169926562147949	40_60_vs__40	TRUE	102.562	60.993	125.477	39.232	28.452	56.235
hsa-miR-10401-3p	0.995231420505847	-0.270409714891544	0.361216056794431	-0.748609342816216	0.45409269928557	0.76632288091431	40_60_vs__40	FALSE	1.172	0.776	1.149	0.289	0	0
hsa-miR-10401-5p	78.9371959297641	-0.275842379369105	0.251848585704104	-1.09527071036718	0.273398055345771	0.62072402672898	40_60_vs__40	FALSE	88.388	73.258	73.286	47.271	35.59	30.412
hsa-miR-105-3p	7.82155258666681	-1.00719255104817	0.297316279889402	-3.38761318896778	0.000705036192397938	0.0524775587530789	40_60_vs__40	FALSE	12.621	5.72	3.156	4.287	2.571	1.905
hsa-miR-105-5p	3.5385137060362	-0.873906916657698	0.295195623397898	-2.96043317512113	0.00307206759612141	0.0997414201686509	40_60_vs__40	FALSE	3.87	3.589	2.766	1.997	1.237	1.547
hsa-miR-10522-3p:Novel	8.06674670089813	-0.33681523924944	0.25891652912274	-1.30086418349047	0.193304947704108	0.541439742462943	40_60_vs__40	FALSE	7.788	7.914	8.967	3.93	4.216	2.966
hsa-miR-10522-5p	0.753140802024676	-0.664019163460648	0.361893030803957	-1.83484927019873	0.0665280259829394	0.37957514939449	40_60_vs__40	FALSE	1.318	0.435	0.366	0	0	0
hsa-miR-10523-3p:Novel	14.1122304382791	0.163498288726744	0.230401381585738	0.709623734030873	0.477937497611318	0.781081664255943	40_60_vs__40	FALSE	14.806	13.662	13.774	9.661	8.355	9.992
hsa-miR-10523-5p	2.03916687663587	-1.28403730003448	0.361415297467261	-3.55280285320739	0.00038114999812645	0.0364858597195673	40_60_vs__40	TRUE	3.001	1.302	1.829	1.013	0	0.857
hsa-miR-10524-3p:Novel	3.81522255274007	0.452394525530622	0.44673098144198	1.01267775087002	0.311214108530727	0.660670279722052	40_60_vs__40	FALSE	2.868	4.909	3.177	0.735	0.505	0
hsa-miR-10524-5p	2.83975528491753	0.244968657094213	0.591252700423125	0.414321417760805	NA	NA	40_60_vs__40	NA	1.595	4.041	2.543	0	0	0
hsa-miR-10525-3p	0.532408041522085	-0.469502021597606	0.366550169154813	-1.2808670165947	0.200240379804253	NA	40_60_vs__40	NA	0.67	0.5	0.334	0	0	0
hsa-miR-10525-5p:Novel	0.398272886174709	-0.464974103478465	0.403336976091713	-1.1528179439039	0.248985117666161	NA	40_60_vs__40	NA	0.53	0.352	0.244	0	0	0
hsa-miR-10526-3p	3.8990154843537	0.273352103484329	0.235388899950972	1.161278647979	0.245528599844615	0.594991365949573	40_60_vs__40	FALSE	3.716	4.142	3.703	2.367	2.33	2.719
hsa-miR-10526-5p:Novel	3.64297735188274	0.274791771277473	0.240965205857542	1.14037945976287	0.254128246468592	0.602440183731219	40_60_vs__40	FALSE	3.515	3.831	3.464	2.015	2.013	2.541
hsa-miR-10527-3p:Novel	9.79156092352648	-0.209988705566788	0.2462132531857	-0.852873283017016	0.393729579076586	0.723524047196139	40_60_vs__40	FALSE	9.004	8.769	13.698	4.558	5.141	5.748
hsa-miR-10527-5p	8.9980255524534	-0.23943322729904	0.270280697314009	-0.885868764134754	0.375688249790943	0.710608131816111	40_60_vs__40	FALSE	8.011	8.01	13.218	3.144	4.071	5.634
hsa-miR-106a-3p	0.38482244901528	-0.727609767989106	0.717036171713717	-1.01474625227081	0.310226800277162	NA	40_60_vs__40	NA	0.651	0.238	0.197	0	0	0
hsa-miR-106a-5p	1.24906759377453	-0.763770812799556	0.441629376000339	-1.72943842576036	0.0837306577762389	0.401732110654637	40_60_vs__40	FALSE	1.048	1.678	0.662	0	0	0
hsa-miR-106b-3p	6.19226476606291	-0.670176428227132	0.476808121833228	-1.40554742576625	0.159858557053469	0.507786004758079	40_60_vs__40	FALSE	5.278	8.405	2.921	0.289	0	0
hsa-miR-106b-5p	25.3761407761108	0.380529186857897	0.314338857847187	1.21056998636449	0.226060252960487	0.578507190989323	40_60_vs__40	FALSE	34.755	22.674	13.035	3.782	3.75	2.444
hsa-miR-107	14.1683702779344	-0.708086481498717	0.291424688060443	-2.42974089193108	0.0151096203765896	0.221568992982481	40_60_vs__40	FALSE	26.846	6.651	6.359	3.378	3.392	3.121
hsa-miR-107-5p:Novel	1.99195984017287	-0.397125364662364	0.446965568328097	-0.888492073668754	0.37427611762023	0.709473582700882	40_60_vs__40	FALSE	1.653	2.022	2.592	0	0.165	0
hsa-miR-10a-3p	1.96936399206465	-0.384173607451943	0.346252944781946	-1.10951722791521	0.267207116599673	0.614994733742813	40_60_vs__40	FALSE	2.717	1.413	1.767	0.699	0.421	0.688
hsa-miR-10a-5p	60.1605306976451	-0.999376041403384	0.328059296694161	-3.04632745200046	0.00231655397673509	0.0922986490304515	40_60_vs__40	FALSE	91.628	47.541	26.908	6.304	3.691	4.813
hsa-miR-10b-3p	2.36789532640756	0.460660669605597	0.291555808850416	1.58000854595197	0.114104909383674	0.444255053276635	40_60_vs__40	FALSE	2.599	2.357	1.935	0.745	0.894	0.962
hsa-miR-10b-5p	38.0531064740927	-0.712831386851046	0.349377677774	-2.040288868461	0.0413215628588301	0.3153212816502	40_60_vs__40	FALSE	36.169	48.203	18.479	5.553	2.988	3.503
hsa-miR-11181-3p	1.38084224022243	0.0531212288943145	0.30153697170274	0.17616821112962	0.860161794017502	0.957495697851218	40_60_vs__40	FALSE	1.302	1.331	1.652	0.612	0.552	0.859
hsa-miR-11181-5p	0.165885103933782	-0.599307205873505	0.916820711396254	-0.653679829026552	0.513318101293091	NA	40_60_vs__40	NA	0.19	0.109	0.249	0	0	0
hsa-miR-11399	4.39198858983724	0.00597313239408557	0.266360978891791	0.0224249528550957	0.982108975854682	0.992925154002861	40_60_vs__40	FALSE	4.897	4.372	3.439	2.628	2.215	1.547
hsa-miR-11399-3p:Novel	183.372559290983	-0.051346357188399	0.20826104282351	-0.246548065313935	0.805258001699467	0.937184083799528	40_60_vs__40	FALSE	182.266	168.659	219.336	137.987	108.177	111.935
hsa-miR-11400	2.30335506155615	-0.537222478553228	0.325256650029791	-1.65168791630862	0.0985981872593941	0.426948754264735	40_60_vs__40	FALSE	3.855	1.409	1.288	0.891	0.67	0.132
hsa-miR-11400-3p:Novel	5.1560871071855	-0.365207637284502	0.285399748375245	-1.27963545645571	0.200673373913642	0.546101256678035	40_60_vs__40	FALSE	6.656	3.876	5.129	3.353	1.875	2.082
hsa-miR-11401	1.59965130683883	-0.0612880981077786	0.303419029255146	-0.201991609617343	0.839923283544649	0.951130231448176	40_60_vs__40	FALSE	1.526	1.79	1.308	0.786	0.666	0.366
hsa-miR-11401-3p:Novel	4.37438042620721	0.0210876863020694	0.230204261402274	0.0916042395289086	0.927012482958882	0.976953014787184	40_60_vs__40	FALSE	5.752	3.536	3.574	2.791	1.99	2.074
hsa-miR-1178-3p	0.224598243415569	-0.492215618548584	0.548179001450361	-0.89791038556072	0.369233327371825	NA	40_60_vs__40	NA	0.276	0.218	0.138	0	0	0
hsa-miR-1178-5p	0.932515360686443	0.132209446222722	0.414071627246151	0.319291247028931	0.749505669463633	0.915079938752485	40_60_vs__40	FALSE	1.039	0.817	0.987	0	0	0
hsa-miR-1179	1.31292000185409	0.475837638674195	0.334664488904385	1.42183486581435	0.155074195363446	0.500128134055545	40_60_vs__40	FALSE	1.161	1.534	1.104	0.399	0.519	0.339
hsa-miR-1179-3p:Novel	5.88729608492182	-0.292248514597442	0.195595851041912	-1.49414475327914	0.135137788866304	0.480839109221967	40_60_vs__40	FALSE	7.388	5.673	3.413	5.729	3.593	3.179
hsa-miR-1180-3p	3.79193359229487	0.17449494421482	0.311536973894739	0.560109902954178	0.575404476125647	0.839331647600166	40_60_vs__40	FALSE	5.174	2.988	2.903	1.868	1.144	0.873
hsa-miR-1180-5p	1.18520219008392	0.466439260608823	0.411619164673132	1.13318159269679	0.257138002543329	0.605263298294298	40_60_vs__40	FALSE	0.904	1.315	1.444	0	0.333	0
hsa-miR-1181	8.10648819136617	-0.702312952565797	0.284281984749362	-2.47047998199743	0.013493187059039	0.218581937978963	40_60_vs__40	FALSE	12.034	6.695	3.581	4.224	3.496	2.574
hsa-miR-1181-3p:Novel	102.524872326451	-0.521796153663849	0.212117286740378	-2.45994167510969	0.0138959596446707	0.221568992982481	40_60_vs__40	FALSE	116.179	94.682	93.531	75.74	50.117	55.74
hsa-miR-1182	7.30464948420494	-0.48853271974118	0.173811275395452	-2.81070787053188	0.00494326456555543	0.13678239740279	40_60_vs__40	FALSE	8.229	5.728	9.096	6.594	3.78	6.057
hsa-miR-1182-5p:Novel	7.49690374748476	-0.102114213359121	0.269399525882789	-0.379043775316626	0.704655357021378	0.89968514290073	40_60_vs__40	FALSE	10.722	5.313	6.134	4.67	3.189	2.876
hsa-miR-1183	3.59307132714674	-0.40141194507027	0.243636128589749	-1.64758793120619	0.0994372586830578	0.427879347576788	40_60_vs__40	FALSE	4.856	3.034	2.38	2.252	1.797	1.725
hsa-miR-1183-5p:Novel	6.47592007316376	-0.503480019501733	0.183698814685691	-2.74079079042065	0.00612915197817419	0.152869077210378	40_60_vs__40	FALSE	8.492	5.42	4.915	5.454	4.534	4.175
hsa-miR-1184	26.0329223750068	-0.517679185111544	0.194803990400744	-2.65743624679655	0.00787374812677127	0.171319796233412	40_60_vs__40	FALSE	39.997	17.879	17.139	18.232	10.282	11.657
hsa-miR-1184-5p:Novel	4.81303326781411	-0.164182892189082	0.262604850619072	-0.625208909134897	0.531833955401126	0.815972542158608	40_60_vs__40	FALSE	4.418	6.11	2.616	2.45	1.836	1.751
hsa-miR-1185-3p	0.678933209111694	0.0748232140846602	0.389141571123313	0.192277617291497	0.847524750084325	NA	40_60_vs__40	NA	0.715	0.624	0.733	0	0	0
hsa-miR-1185-5p	0.765595172627019	-0.0800825986557845	0.372442850576867	-0.215019830644478	0.829751857532806	0.946226341882132	40_60_vs__40	FALSE	0.744	0.676	1.016	0	0	0
hsa-miR-1193	3.56653496161314	0.245125922131616	0.189379412977537	1.29436414591005	0.195539669064694	0.542358020073408	40_60_vs__40	FALSE	4.139	3.501	2.585	2.597	2.217	1.302
hsa-miR-1193-3p:Novel	16.7696017756563	0.163359644268269	0.276390827695741	0.59104582315626	0.554489718454075	0.83031773170146	40_60_vs__40	FALSE	17.752	16.641	15.122	7.073	9.937	6.176
hsa-miR-1197	3.40982145378022	-0.287248466709716	0.255137872533469	-1.12585585141631	0.260226539002321	0.609344160149021	40_60_vs__40	FALSE	4.701	2.27	3.473	2.031	0.874	1.067
hsa-miR-1197-5p:Novel	2.7890950053583	-1.28006253084563	0.349979436201515	-3.65753641053522	0.000254651094174197	0.033395672064559	40_60_vs__40	TRUE	4.363	2.078	1.309	1.016	0.729	0.746
hsa-miR-1199-3p	3.63632361462991	-0.254764469142794	0.239766079663707	-1.06255425913509	0.287984139507119	0.637546881191805	40_60_vs__40	FALSE	4.782	3.005	2.821	3.06	1.649	1.868
hsa-miR-1199-5p	3.44388500316003	-0.0474135830514404	0.280009991547818	-0.169328182860016	0.865538509329632	0.960575037091381	40_60_vs__40	FALSE	3.762	3.936	1.686	2.031	1.477	1.398
hsa-miR-1200	4.61392933814299	-0.369171664471232	0.294938625744926	-1.25168978304831	0.210682924424348	0.560599781511742	40_60_vs__40	FALSE	6.019	4.249	2.673	2.037	2.148	1.362
hsa-miR-1200-3p:Novel	5.87273289502212	0.295359174221047	0.257289503525041	1.14796433657194	0.250983286714231	0.600006919801209	40_60_vs__40	FALSE	5.752	6.045	5.715	3.935	3.341	2.268
hsa-miR-1202	30.5331376150136	0.57889751913989	0.238586968287082	2.42635850271305	0.0152511962700186	0.221568992982481	40_60_vs__40	FALSE	25.528	37.995	23.301	18.243	18.928	17.706
hsa-miR-1202-3p:Novel	40.7198207154566	-0.551372727640449	0.279956055769519	-1.96949741317394	0.0488959993411135	0.330654300452865	40_60_vs__40	FALSE	70.051	26.201	16.052	12	12.468	13.17
hsa-miR-1203	172.699578442148	-0.296955855781511	0.256962092247578	-1.15564071409957	0.24782814730911	0.594991365949573	40_60_vs__40	FALSE	220.985	132.765	168.894	58.635	67.532	58.177
hsa-miR-1203-3p:Novel	1.93819349237571	-0.490710090563201	0.310802400153446	-1.57884910258394	0.114370672757129	0.444255053276635	40_60_vs__40	FALSE	1.853	2.11	1.712	0.722	0.777	0.822
hsa-miR-1204	16.4546838269697	-0.788840439265971	0.360505632514543	-2.18815010951083	0.0286586698452651	0.27693325176793	40_60_vs__40	FALSE	22.166	12.954	13.198	5.582	2.973	3.284
hsa-miR-1204-3p:Novel	1.50868769875052	-0.0640962505889368	0.305942831450752	-0.209504011860643	0.834054803865695	0.948111428907107	40_60_vs__40	FALSE	1.392	1.786	1.104	0.612	0.824	0.351
hsa-miR-1205	0.882830958639656	-0.542572608723457	0.375711681129216	-1.44411961611823	0.148705331099979	0.495030722495742	40_60_vs__40	FALSE	1.22	0.681	0.68	0	0	0
hsa-miR-1205-3p:Novel	1.68878103784289	-0.0935591138113961	0.270545130216142	-0.345817031475121	0.729480224709526	0.907855023585441	40_60_vs__40	FALSE	1.769	1.734	1.428	0.994	1.009	0.84
hsa-miR-1206	0.114523125028996	-0.507888443601155	1.35089014612945	-0.375965762320755	0.706942349534123	NA	40_60_vs__40	NA	0.157	0.061	0.153	0	0	0
hsa-miR-1206-3p:Novel	1.13266560814797	-0.673187479274611	0.298185825339254	-2.2576105973807	0.023969947379063	0.264018155325889	40_60_vs__40	FALSE	1.365	1.198	0.522	0.735	0.399	0
hsa-miR-1207-3p	0.194820380318431	-0.475098438002917	0.629223651178464	-0.755054958778348	0.450216006919086	NA	40_60_vs__40	NA	0.252	0.194	0.082	0	0	0
hsa-miR-1207-5p	4.28651616977986	-0.414992813739803	0.204005585756258	-2.03422279934839	0.0419291368067864	0.3153212816502	40_60_vs__40	FALSE	4.242	4.371	4.18	2.964	2.443	3.787
hsa-miR-1208	2.95263873887162	0.391061966291248	0.275126814497331	1.42138804974621	0.15520397866087	0.500128134055545	40_60_vs__40	FALSE	2.796	3.525	1.949	1.881	1.577	1.105
hsa-miR-1208-3p:Novel	8.47212290866392	-0.287715409913963	0.213787228532174	-1.34580260892742	0.178366183837709	0.524828530530214	40_60_vs__40	FALSE	8.697	7.806	9.555	6.169	4.725	6.449
hsa-miR-12113	0.719477369097574	0.00143860676208051	0.308044936854544	0.00467011981034379	0.996273797050992	0.998821190774316	40_60_vs__40	FALSE	0.878	0.63	0.611	0	0	0
hsa-miR-12113-3p:Novel	1.84957392306331	-0.035884246840065	0.25920359198481	-0.138440391837502	0.889892376265678	0.969654875670259	40_60_vs__40	FALSE	2.557	1.634	0.945	0.812	0.683	0
hsa-miR-12114	1.60499771737301	-0.189582500963179	0.332408260054013	-0.570330294837962	0.568453697163335	0.837177263095094	40_60_vs__40	FALSE	1.968	1.236	1.735	0.679	0.436	0.619
hsa-miR-12114-3p:Novel	15.6517746874132	0.477514528197995	0.283687688162568	1.6832402255129	0.092328596640526	0.41480090562481	40_60_vs__40	FALSE	18.669	17.021	6.542	1.709	1.375	2.038
hsa-miR-12115	2.16586878114279	-0.610453970309825	0.305513351989277	-1.99812533997287	0.0457030731520001	0.322734008873354	40_60_vs__40	FALSE	2.629	1.637	2.463	1.48	0.872	0.804
hsa-miR-12115-3p:Novel	6.83174528964918	0.070772792898514	0.220527032277824	0.320925703155308	0.74826669507166	0.915065043617829	40_60_vs__40	FALSE	9.663	5.519	4.247	3.562	2.461	2.014
hsa-miR-12116	3.12194815440159	0.491108416101522	0.246908014374425	1.98903392158335	0.0466974589240717	0.324928684010123	40_60_vs__40	FALSE	2.718	3.868	2.209	2.341	1.998	1.644
hsa-miR-12116-3p:Novel	2.26779252765484	-0.0703596106365899	0.241911848580703	-0.290848137655884	0.771167467446422	0.924200313590746	40_60_vs__40	FALSE	2.319	2.272	2.155	1.967	1.556	1.244
hsa-miR-12117	2.52755597671571	0.0571722256854298	0.318256037435695	0.179642234428881	0.857433445736539	0.956020935043899	40_60_vs__40	FALSE	3.199	2.442	1.396	1.02	0.946	0.615
hsa-miR-12117-3p:Novel	20.6960407091414	0.0725378031910378	0.279627276902852	0.259408895993501	0.795319766578673	0.934633224721288	40_60_vs__40	FALSE	16.683	25.929	16.619	6.729	8.042	11.029
hsa-miR-12118	20.7067527826476	0.511900217435531	0.389837166037354	1.31311291490992	0.189144902607467	0.537338712213776	40_60_vs__40	FALSE	19.41	24.678	14.154	2.607	3.155	3.527
hsa-miR-12118-3p:Novel	63.3521739521201	0.0235371651980602	0.162147996877318	0.14515853202842	0.884585705735295	0.967900718896511	40_60_vs__40	FALSE	62.351	66.917	57.149	53.683	52.811	40.84
hsa-miR-12119	11.9011519651917	-0.100021758739041	0.252189620361356	-0.396613304686062	0.691652639866133	0.897206658789818	40_60_vs__40	FALSE	12.665	10.67	13.217	7.188	5.374	5.171
hsa-miR-12119-3p:Novel	10.4524320565628	-0.34688239091578	0.199565377079676	-1.73818923899454	0.0821774746069958	0.3978812183642	40_60_vs__40	FALSE	17.733	6.155	5.922	3.722	1.721	1.528
