ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averageabstemious	Averageheavy	Averagelight	Medianabstemious	Medianheavy	Medianlight
has-miR-548o	0.581102944228438	0.949012605537132	1.20390185881253	0.78828070460261	0.43053253154278	0.999150269490254	light_vs_abstemious	FALSE	1.20037687898266	0.678535349886603	0.462320824804654	0	0	0
has-miR-548x	1.91458455148291	-0.891886769337916	0.955472503975247	-0.933451005264116	0.350587156007632	0.999150269490254	light_vs_abstemious	FALSE	2.10335383147435	1.84308970165159	1.76649814884906	0	0.699693110857488	0
hsa-let-7a-2-3p	0.510410667426444	0.227818132118924	1.05341161176573	0.216266964949299	0.828779657877288	0.999150269490254	light_vs_abstemious	FALSE	0.329590982228212	0.581391415545608	0.482769232329107	0	0	0
hsa-let-7a-3p	721.349463558236	0.357636526682615	0.62620092332146	0.571121046557484	0.567917592842306	0.999150269490254	light_vs_abstemious	FALSE	4236.50970629053	299.887524266647	448.710271015108	44.4134993683841	12.5062714354323	15.9724382162509
hsa-let-7a-5p	17.9512808805938	1.43022528722616	0.555105444840069	2.57649298979264	0.00998082293301427	0.999150269490254	light_vs_abstemious	FALSE	10.5852654502723	11.3001357464578	20.6986521050479	6.48239738112973	5.3158305847192	7.65815266376447
hsa-let-7b-3p	0.606591480187684	-0.242309623632505	1.44274450105845	-0.16795047456756	0.866622241091268	0.999150269490254	light_vs_abstemious	FALSE	0.786546107368133	0.354293273519773	0.644300507667408	0	0	0
hsa-let-7b-5p	436.16149112855	0.249965246248677	0.661961062485948	0.37761321687102	0.705717944804966	0.999150269490254	light_vs_abstemious	FALSE	2275.20531437432	291.060940255676	284.030067345843	25.3362465757159	11.5108381773581	13.7759993765427
hsa-let-7c-3p	5.50667541683246	1.11976692111298	0.741636248906407	1.50986001933449	0.131079146245543	0.999150269490254	light_vs_abstemious	FALSE	9.0545127133878	4.29415829333327	5.04469319963941	0.523971304420287	0.662509141308717	0.197953459473891
hsa-let-7c-5p	32.6764061115394	0.89769814765525	0.640992910090774	1.40048061924448	0.161369443080182	0.999150269490254	light_vs_abstemious	FALSE	184.437246534493	15.1197439582116	19.5200626023471	4.54735461940635	2.05582816485699	2.93145167324906
hsa-let-7d-3p	5.58240542391933	1.24810479739193	0.704616734952365	1.77132437462801	0.0765067764092552	0.999150269490254	light_vs_abstemious	FALSE	21.4922571936763	4.76156336006802	3.59143525583422	0.905011703545244	0.628307739024284	1.64844606363454
hsa-let-7d-5p	84.7263620575351	0.843742274144248	0.641402188347614	1.31546522520901	0.18835359706613	0.999150269490254	light_vs_abstemious	FALSE	486.285041117862	55.9784549909137	47.5241940640028	6.87225697252386	4.35698050121275	2.93390747956161
hsa-let-7e-3p	0.0926959525265536	-0.210711646523128	2.92396030753568	-0.0720637848537405	0.942551146763032	0.999150269490254	light_vs_abstemious	FALSE	0.183579681984403	0.0975009116614212	0.070683542601949	0	0	0
hsa-let-7e-5p	8.28688404330971	1.31843610840381	0.649883255206097	2.02872761814073	0.0424860412465665	0.999150269490254	light_vs_abstemious	FALSE	37.4975883288681	7.16976225460038	4.78690174298688	2.69461330129862	3.1350363789515	1.98624274090477
hsa-let-7f-1-3p	0.148231312069842	0.419829276276538	3.18823160378439	0.131680921730468	0.895236676350525	0.999150269490254	light_vs_abstemious	FALSE	0.0585607308657198	0.348218648046322	0.100452720051057	0	0	0
hsa-let-7f-2-3p	0.575557015736163	-1.07087225648173	0.870107210386927	-1.23073598712683	0.218421623871681	0.999150269490254	light_vs_abstemious	FALSE	1.68751202012165	0.477503072097043	0.391973786340163	0	0.193533693320702	0
hsa-let-7f-5p	2.21317899747824	0.15065819477671	0.720559311165003	0.209085071058377	0.83438182871651	0.999150269490254	light_vs_abstemious	FALSE	2.09324876967146	3.20991009647821	1.82437214158707	0.913118762673353	1.19370682556493	0.66956901399464
hsa-let-7g-3p	2.96451879005013	-0.0188956913258981	0.661663922046505	-0.0285578383470786	0.977217238482402	0.999150269490254	light_vs_abstemious	FALSE	2.28848716169938	2.29816968109201	3.09541128835531	0.503193646613315	0.451733853234059	0.277161881536096
hsa-let-7g-5p	494.25023297281	0.612845570376694	0.748544756873753	0.818716001613854	0.41294846489329	0.999150269490254	light_vs_abstemious	FALSE	2652.9203016924	329.201995477258	307.606461318333	17.0798176670212	7.76657255996318	8.12386610499567
hsa-let-7i-3p	0.309460606375863	0.500849134566887	1.39460176794794	0.359134160071984	0.719494727869489	0.999150269490254	light_vs_abstemious	FALSE	0.397009647753652	0.136639305799193	0.339463972421938	0	0	0
hsa-let-7i-5p	545.492827463399	0.702810073191821	0.697832684495367	1.00713263910826	0.313871038202626	0.999150269490254	light_vs_abstemious	FALSE	2828.31622373117	344.817113859751	366.259878691938	16.6954155302456	7.15971887237719	8.18028245806141
hsa-miR-1-2-5p:Novel	9.96620767359249	1.50212931416918	0.650886512341348	2.30782061955127	0.0210091155875663	0.999150269490254	light_vs_abstemious	FALSE	8.96628420673815	8.24134488194657	9.72188983680765	3.09357258478815	4.15578712055176	3.63568109247174
hsa-miR-1-3p	1.95760720065832	0.31560398317226	0.596778694086185	0.528845929487358	0.596912333362977	0.999150269490254	light_vs_abstemious	FALSE	1.80996465024061	1.76298187743445	1.93564164611566	1.3240022859899	0.719979329732848	1.13183131793363
hsa-miR-1-5p	12.2163827187717	0.295277073544265	0.544392116483893	0.542397776535402	0.587544511062372	0.999150269490254	light_vs_abstemious	FALSE	7.97663590549689	10.6972414017848	11.8153741936092	5.20374789479001	6.97354842461958	6.13217283058492
