ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	abstemious.28.x	light.28.x	heavy.28.x	abstemious.28.y	light.28.y	heavy.28.y
hsa-miR-196b-5p	4.55488076314797	-0.141538987129814	0.605136903897817	-0.233895811374468	0.815065865071079	0.98113296757991	heavy.28_vs_abstemious.28	FALSE	19.483	3.453	2.454	0.663	0.606	0.826
hsa-miR-197-3p	1.53842468298546	0.0889107624886712	0.827947342931197	0.107386977261016	0.914481985402687	NA	heavy.28_vs_abstemious.28	NA	2.968	1.361	1.579	0	0	0
hsa-miR-197-5p	56.0772923277956	0.226461599906894	0.321021433523547	0.705440747121588	0.480535993856548	0.955887643915029	heavy.28_vs_abstemious.28	FALSE	50.568	52.842	69.043	35.931	36.627	41.594
hsa-miR-1972	1.02993916118707	-1.31571811694766	0.600688505251186	-2.19035008235671	0.0284988572710511	NA	heavy.28_vs_abstemious.28	NA	2.053	1.005	0.717	1.046	0	0
hsa-miR-1972-5p:Novel	1.07094314077182	0.139630641694455	0.544101862775506	0.256625921076961	0.79746756284481	NA	heavy.28_vs_abstemious.28	NA	2.105	0.701	1.907	0.456	0	0.751
hsa-miR-1973	0.7832109056726	-0.0613723620358377	0.549402252636434	-0.111707518018589	0.911055318127481	NA	heavy.28_vs_abstemious.28	NA	1.028	0.817	0.577	0.449	0	0
hsa-miR-1973-5p:Novel	0.268181886105903	0.738156944248158	1.11715381327772	0.660747817780267	0.508774052481397	NA	heavy.28_vs_abstemious.28	NA	0.455	0.231	0.319	0	0	0
hsa-miR-1976	4.61503819962302	-0.235633885017264	0.37544358435476	-0.627614626634853	0.53025642459261	0.963736681777306	heavy.28_vs_abstemious.28	FALSE	5.029	4.972	3.261	3.193	3.545	2.522
hsa-miR-1976-5p:Novel	1.57859144194929	1.01834107891968	0.505623538693307	2.01403020427293	0.0440063624369754	NA	heavy.28_vs_abstemious.28	NA	1.173	1.171	3.099	1.006	0.599	0.729
hsa-miR-198	0.55210057141676	-0.164075103577479	0.646407644784998	-0.25382605682526	0.799629942102671	NA	heavy.28_vs_abstemious.28	NA	0.723	0.497	0.67	0	0	0
hsa-miR-198-3p:Novel	1.48449907127871	0.338506690589454	0.521460207440534	0.649151528265091	0.516240438541371	NA	heavy.28_vs_abstemious.28	NA	1.627	1.391	1.741	1.279	0.677	0.797
hsa-miR-199a-3p, hsa-miR-199b-3p	36.5834305116472	0.151968426159912	0.352201705937898	0.431481232480763	0.666118495857211	0.974377942189973	heavy.28_vs_abstemious.28	FALSE	69.593	32.655	36.932	23.869	20.145	19.184
hsa-miR-199a-5p	5.0760669657878	-0.334390059426418	0.522785664949265	-0.639631271180456	0.522412347317637	0.963736681777306	heavy.28_vs_abstemious.28	FALSE	27.325	2.966	3.51	1.245	1.565	1.685
hsa-miR-199b-5p	0.459234487402753	0.704312128385878	1.00289623652015	0.702278164717915	0.482505707710581	NA	heavy.28_vs_abstemious.28	NA	0.194	0.494	0.447	0	0	0
hsa-miR-19a-3p	2.80104790918278	0.581669321422747	0.459540084405888	1.2657640566323	0.205597567068314	0.876622483205778	heavy.28_vs_abstemious.28	FALSE	1.97	2.813	3.084	0.912	1.669	1.787
hsa-miR-19a-5p	0.316564735101199	-1.39443896463658	0.971961192625631	-1.43466526772502	0.151382506066163	NA	heavy.28_vs_abstemious.28	NA	0.605	0.314	0.214	0	0	0
hsa-miR-19b-3p	3.502874040669	0.290442133247091	0.476368255182679	0.60970085661084	0.542059987008091	0.963736681777306	heavy.28_vs_abstemious.28	FALSE	2.307	3.944	2.492	1.577	2.323	1.757
hsa-miR-19b-5p	1.27931528306264	0.4956465977106	0.634908321666907	0.780658530997537	0.43500335676353	NA	heavy.28_vs_abstemious.28	NA	0.703	1.397	1.11	0	0.498	0
hsa-miR-200a-3p	88.9301496559487	-0.0243358144179499	0.502642756359095	-0.0484157268956326	0.961384925752961	0.997319219773341	heavy.28_vs_abstemious.28	FALSE	461.465	52.469	66.512	17.401	14.658	14.06
hsa-miR-200a-5p	6.09066466894645	0.320247780370599	0.634715974100363	0.504552892062491	0.613872903828327	0.97208065098078	heavy.28_vs_abstemious.28	FALSE	26.94	4.143	4.526	1.006	0.902	0.841
hsa-miR-200b-3p	167.235143518842	0.661519708528269	0.546666643147861	1.21009707985666	0.226241643563196	0.876622483205778	heavy.28_vs_abstemious.28	FALSE	834.649	112.061	93.107	14.338	15.025	13.352
hsa-miR-200b-5p	5.29817114149381	0.344726131539721	0.642430400774094	0.536596853331264	0.591546118160414	0.965799084279081	heavy.28_vs_abstemious.28	FALSE	31.038	3.253	2.161	0.663	0.814	0.865
hsa-miR-200c-3p	178.750743855921	-0.109167915952906	0.57814218133002	-0.188825378044143	NA	NA	heavy.28_vs_abstemious.28	NA	1258.027	85.408	72.669	13.93	11.997	11.717
hsa-miR-200c-5p	3.17698909449701	-0.927943057232684	0.518257467160519	-1.79050590880396	0.07337261820542	0.74585855989011	heavy.28_vs_abstemious.28	FALSE	19.975	1.726	1.519	1.245	1.08	0.413
hsa-miR-202-3p	9.97549702522004	-0.60012881523722	0.406026366482713	-1.47805380334277	0.139393377749213	0.838957658627248	heavy.28_vs_abstemious.28	FALSE	14.232	9.963	8.365	8.952	5.616	5.314
hsa-miR-202-5p	0.689735716890462	0.0138309561259227	0.663910493265292	0.0208325614163715	0.983379223116643	NA	heavy.28_vs_abstemious.28	NA	1.314	0.609	0.718	0	0	0
hsa-miR-203a-3p	12.6215031280467	0.405939548325074	0.530281751895301	0.765516721769492	0.44396391300425	0.952323439706152	heavy.28_vs_abstemious.28	FALSE	21.024	10.166	17.581	3.735	4.183	2.522
