ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	c.drinker.x	c.no_drinker.x	c.drinker.y	c.no_drinker.y
hsa-miR-5003-3p	5.28636451063043	-0.740386356020008	0.228672484640536	-3.23775882867528	0.00120472603903251	0.0297642683635737	c.drinker_vs_c.no_drinker	TRUE	3.786	8.366	2.715	4.714
hsa-miR-5003-5p	0.604485314153269	0.45118331494273	0.456928333373568	0.987426871981386	0.323433416235529	NA	c.drinker_vs_c.no_drinker	NA	0.689	0.432	0	0
hsa-miR-5004-3p	0.682864795549975	-0.142647217580295	0.311953343295929	-0.457271001083567	0.647476270505964	NA	c.drinker_vs_c.no_drinker	NA	0.61	0.832	0	0.347
hsa-miR-5004-5p	1.99364370112863	-0.590150387893459	0.288582220671733	-2.04499912198252	0.0408549446673185	0.200526563275371	c.drinker_vs_c.no_drinker	FALSE	1.561	2.882	0.835	1.376
hsa-miR-5006-3p	1.52076800049479	0.705812195285776	0.515157158633979	1.37009101680223	0.170658491665707	NA	c.drinker_vs_c.no_drinker	NA	1.791	0.967	0	0
hsa-miR-5006-5p	40.8018981485913	0.0951028171428107	0.182262453042387	0.521790503503721	0.601816202411	0.794030859007588	c.drinker_vs_c.no_drinker	FALSE	35.852	50.961	16.458	23.852
hsa-miR-5007-3p	0.0411781772504036	-0.0684816718051699	2.11362196401802	-0.0324001514797781	0.974152941689319	NA	c.drinker_vs_c.no_drinker	NA	0.04	0.043	0	0
hsa-miR-5007-5p	0.696852650814459	-0.153660219810032	0.341389484443248	-0.450102381040317	0.652636620025534	NA	c.drinker_vs_c.no_drinker	NA	0.629	0.837	0	0
hsa-miR-5008-3p	0.189292332513778	-0.147724421254714	0.667925923226752	-0.221168869357633	0.824960947703404	NA	c.drinker_vs_c.no_drinker	NA	0.158	0.254	0	0
hsa-miR-5008-5p	1.36878866465449	-0.138342212892884	0.33765185326421	-0.40971850607505	0.682012453077868	NA	c.drinker_vs_c.no_drinker	NA	1.352	1.404	0.416	0.547
hsa-miR-5009-3p	0.374848496147521	-0.617628202405103	0.544112221646188	-1.1351117983281	0.256328478762984	NA	c.drinker_vs_c.no_drinker	NA	0.335	0.457	0	0
hsa-miR-5009-5p	2.40545436656712	-0.494409069114124	0.331758548767858	-1.49026775933987	0.136153846176631	0.362866932743181	c.drinker_vs_c.no_drinker	FALSE	1.797	3.653	0.695	1.138
hsa-miR-500a-3p	3.02929899359665	-0.611271887933883	0.32156995190943	-1.90089865145748	0.0573152887757611	0.232540587450083	c.drinker_vs_c.no_drinker	FALSE	2.179	4.774	0.718	1.415
hsa-miR-500a-5p	4.13439119185901	0.388022211049644	0.314930305242024	1.23208914668104	0.217915785204317	0.467798502184536	c.drinker_vs_c.no_drinker	FALSE	4.652	3.073	1.492	1.518
hsa-miR-500b-3p	0.589269919667836	-0.43049965537741	0.437477936397299	-0.984048838948643	0.325091500156416	NA	c.drinker_vs_c.no_drinker	NA	0.493	0.788	0	0
hsa-miR-500b-5p	3.80678230026301	0.424437674483987	0.323840015298203	1.31063999022218	0.189979421791029	0.429067645305162	c.drinker_vs_c.no_drinker	FALSE	4.391	2.607	1.314	1.292
hsa-miR-501-3p	47.8456996068224	0.0622001598735305	0.121805205105337	0.510652724731591	0.609594249587465	0.798845722265973	c.drinker_vs_c.no_drinker	FALSE	48.353	46.805	41.603	38.17
hsa-miR-501-5p	0.810727635717985	0.185446045966544	0.404768118381469	0.458153786192649	0.646841959036565	NA	c.drinker_vs_c.no_drinker	NA	0.855	0.72	0	0
hsa-miR-5010-3p	0.969351202587457	-0.794866515921101	0.392906054425898	-2.02304471251413	0.0430685378660552	NA	c.drinker_vs_c.no_drinker	NA	0.764	1.391	0	0
hsa-miR-5010-5p	10.729243449768	0.117952564377185	0.238833245194478	0.493869956341877	0.621398023623575	0.804958698882839	c.drinker_vs_c.no_drinker	FALSE	10.667	10.858	5.467	5.183
hsa-miR-5011-3p	1.1594529816546	-0.596599303792249	0.340122646924037	-1.75407109519965	0.0794183257713256	NA	c.drinker_vs_c.no_drinker	NA	0.771	1.956	0	0.329
hsa-miR-5011-5p	0.312354783549395	-0.33539491162368	0.489205081083685	-0.685591635476708	0.492970657639685	NA	c.drinker_vs_c.no_drinker	NA	0.297	0.343	0	0
hsa-miR-502-3p	1.43075733594075	-0.164863508332545	0.319064732914924	-0.516708652900552	0.605359554817182	NA	c.drinker_vs_c.no_drinker	NA	1.114	2.08	0.28	0.64
hsa-miR-502-5p	1.18772799551468	-0.725840084042949	0.414632756177995	-1.75056136599916	0.0800214949908347	NA	c.drinker_vs_c.no_drinker	NA	0.585	2.426	0	0
hsa-miR-503-3p	1.03767897683053	-0.606619124430801	0.301150443999649	-2.01433913353788	0.0439739399879528	NA	c.drinker_vs_c.no_drinker	NA	0.748	1.632	0.279	0.758
hsa-miR-503-5p	3.05761611349783	-0.0920453909484438	0.289278470769018	-0.31818956558969	0.750341147242472	0.884794952978137	c.drinker_vs_c.no_drinker	FALSE	2.968	3.241	1.17	1.61
hsa-miR-504-3p	3.87713308949309	0.117704849444576	0.305529663377781	0.385248516112286	0.70005330137429	0.853626247829618	c.drinker_vs_c.no_drinker	FALSE	2.187	7.347	1.041	1.013
hsa-miR-504-5p	22.0955862909171	0.0496285066449467	0.173995906019919	0.28522801357904	0.77546945963621	0.893551967402357	c.drinker_vs_c.no_drinker	FALSE	22.719	20.815	18.977	13.593
hsa-miR-5047	3.40845467992974	-0.962556996627176	0.33272970615464	-2.89290970665486	0.00381691008024973	0.0513722488788328	c.drinker_vs_c.no_drinker	FALSE	2.062	6.172	0.628	1.125
hsa-miR-5047-5p:Novel	2.3311871946971	-0.214360066562198	0.333765867614816	-0.642246818388216	0.52071293859094	0.743068964516598	c.drinker_vs_c.no_drinker	FALSE	2.058	2.892	0.305	0.84
hsa-miR-505-3p	1.71991168809143	-1.0087147947514	0.49611751924895	-2.03321744468618	0.0420305593785937	0.203037013702461	c.drinker_vs_c.no_drinker	FALSE	1.435	2.304	0	0
hsa-miR-505-5p	7.013846318706	0.364471722807375	0.33649657403517	1.08313650399686	0.278747838235348	0.533550454920303	c.drinker_vs_c.no_drinker	FALSE	6.26	8.561	0.439	0.782
hsa-miR-506-3p	0.348046611844872	-0.269650644734153	0.494231309208583	-0.545596039162203	0.585343647607952	NA	c.drinker_vs_c.no_drinker	NA	0.325	0.396	0	0
hsa-miR-506-5p	0.925775393460909	0.463396939158422	0.461283629343277	1.00458136747266	0.315098472937963	NA	c.drinker_vs_c.no_drinker	NA	0.93	0.916	0	0
hsa-miR-507	13.3081076675483	-0.263166569417885	0.425338767973534	-0.618722273240468	0.536099334308944	0.754771431198118	c.drinker_vs_c.no_drinker	FALSE	14.117	11.648	1.64	1.192
hsa-miR-507-5p:Novel	0.680523056401274	-0.31537842986292	0.38678654886255	-0.815381069456463	0.414854216881478	NA	c.drinker_vs_c.no_drinker	NA	0.631	0.782	0	0
hsa-miR-508-3p	0.71262070276811	-0.177556608919598	0.365572495430374	-0.485694660126353	0.627183670224001	NA	c.drinker_vs_c.no_drinker	NA	0.597	0.949	0	0
hsa-miR-508-5p	0.294125774642545	0.104614667129989	0.612825427043391	0.170708757361305	0.864452776532626	NA	c.drinker_vs_c.no_drinker	NA	0.299	0.283	0	0
hsa-miR-5087	2.03635156167472	-0.326449477220011	0.353652120208831	-0.923080786359326	0.355965106608115	0.607468363749096	c.drinker_vs_c.no_drinker	FALSE	1.411	3.32	0	0.555
hsa-miR-5087-3p:Novel	2.13486704803985	-0.1549122682474	0.284872090310879	-0.543795877224566	0.586581946201152	0.789750024246606	c.drinker_vs_c.no_drinker	FALSE	1.889	2.64	0.83	1.134
hsa-miR-5088-3p	0.177508369707357	-0.780375380594405	0.703290239494446	-1.1096064423635	0.267168653939031	NA	c.drinker_vs_c.no_drinker	NA	0.1	0.337	0	0
hsa-miR-5088-5p	3.33082714169972	-0.269234919056521	0.27756898772277	-0.969974784522493	0.3320590610693	0.585374294093357	c.drinker_vs_c.no_drinker	FALSE	3.167	3.667	1.349	1.94
hsa-miR-5089-3p	7.99582027100918	-0.800360694386269	0.705290454889474	-1.13479586862081	0.256460857666268	0.510601116386882	c.drinker_vs_c.no_drinker	FALSE	8.328	7.315	0	0
hsa-miR-5089-5p	2.12449537825501	0.535603523105238	0.34422270256047	1.55597965828866	0.119712929538333	0.346588859974	c.drinker_vs_c.no_drinker	FALSE	2.057	2.263	0	0.573
hsa-miR-509-3-5p	0.376776438281057	-0.331666368017332	0.529758369475256	-0.626071029978929	0.531268352980747	NA	c.drinker_vs_c.no_drinker	NA	0.357	0.418	0	0
hsa-miR-509-3p	3.00530918797946	-0.561513635364974	0.249238025799225	-2.2529212128221	0.024264117095831	0.147096913838749	c.drinker_vs_c.no_drinker	FALSE	2.762	3.504	1.628	2.162
hsa-miR-509-5p	9.70542135093248	-0.113435759164933	0.231075825804232	-0.490902753544788	0.623495229446099	0.805724511482277	c.drinker_vs_c.no_drinker	FALSE	9.575	9.972	5.822	6.073
hsa-miR-5090	7.75492316143946	-0.550714505961301	0.220302292213634	-2.49981287270156	0.0124258922332435	0.10072503552705	c.drinker_vs_c.no_drinker	FALSE	6.577	10.174	4.577	5.438
hsa-miR-5090-3p:Novel	18.0818552825194	-0.390886575265096	0.258727088634841	-1.51080653103464	0.130837750248521	0.357133655015097	c.drinker_vs_c.no_drinker	FALSE	14.338	25.767	5.923	10.137
hsa-miR-5091	21.6061503518315	0.438182378527238	0.214457214798116	2.04321584116314	0.0410310762728132	0.20093021332682	c.drinker_vs_c.no_drinker	FALSE	22.231	20.324	14.381	11.754
hsa-miR-5091-3p:Novel	20.6408271372861	-0.205976735866451	0.188136589648886	-1.09482550019036	0.27359309247577	0.529084270759714	c.drinker_vs_c.no_drinker	FALSE	18.29	25.465	11.65	15.103
hsa-miR-5092	13.6179961441311	-0.578516128192855	0.203524766661725	-2.84248515638589	0.00447633155096692	0.0550537328682139	c.drinker_vs_c.no_drinker	FALSE	10.227	20.578	6.591	10.57
hsa-miR-5092-5p:Novel	16.8639053538832	-0.252460698110364	0.39389155998113	-0.640939598001183	0.521561927398384	0.743104210807285	c.drinker_vs_c.no_drinker	FALSE	14.096	22.545	2.136	3.6
hsa-miR-5093	11.7381570907855	-0.076217273486401	0.170961896734985	-0.44581438871463	0.655731327269686	0.827396839833212	c.drinker_vs_c.no_drinker	FALSE	10.099	15.103	8.093	9.138
hsa-miR-5093-5p:Novel	5.19906482200202	-0.196279703495628	0.253209449656346	-0.775167371367921	0.438240765802239	0.682061991866757	c.drinker_vs_c.no_drinker	FALSE	4.468	6.7	1.061	2.88
hsa-miR-5094	8.32857669470011	-0.301277682685871	0.226202346222529	-1.33189459666119	0.182894826856108	0.421761777448353	c.drinker_vs_c.no_drinker	FALSE	8.378	8.226	4.837	3.915
hsa-miR-5094-3p:Novel	1.88020431930405	-0.00337466881273188	0.281044411371744	-0.0120075997820435	0.990419551744249	0.995401577425429	c.drinker_vs_c.no_drinker	FALSE	2.009	1.616	1.007	0.869
hsa-miR-510-3p	1.25412942783897	0.329994689656185	0.308433334691638	1.06990604626476	0.284661601280774	NA	c.drinker_vs_c.no_drinker	NA	1.149	1.469	0.491	0.33
hsa-miR-510-5p	0.41985545195141	0.255105745757281	0.516145946935515	0.494251184712205	0.621128795433069	NA	c.drinker_vs_c.no_drinker	NA	0.459	0.339	0	0
hsa-miR-5100	22.5464734395606	-0.479252878800417	0.231792433321238	-2.06759501133597	0.0386781215816135	0.194755718081536	c.drinker_vs_c.no_drinker	FALSE	20.248	27.265	10.204	14.174
hsa-miR-5100-5p:Novel	8.99260112858742	-0.168093766852952	0.255998807069104	-0.656619336540803	0.511425712374326	0.739993931359741	c.drinker_vs_c.no_drinker	FALSE	7.048	12.985	3.424	4.339
hsa-miR-511-3p	4.9956467660734	-0.307927390908508	0.248952795212649	-1.2368906749791	0.216127672437633	0.46530504931241	c.drinker_vs_c.no_drinker	FALSE	4.483	6.048	1.996	2.936
hsa-miR-511-5p	0.668898484630073	-0.63797235251227	0.538097915913926	-1.18560643638382	0.235777759255396	NA	c.drinker_vs_c.no_drinker	NA	0.198	1.636	0	0
hsa-miR-512-3p	5.32123070570072	-0.198189769441205	0.248631305936263	-0.797123148651325	0.42537951345776	0.671321651032159	c.drinker_vs_c.no_drinker	FALSE	4.205	7.613	2.854	3.213
hsa-miR-512-5p	2.99828840840861	-0.0709691684510648	0.26271776990458	-0.270134633362794	0.787056678631509	0.898354271067878	c.drinker_vs_c.no_drinker	FALSE	2.621	3.774	1.286	1.544
hsa-miR-513a-3p	3.38288729356944	-0.658544845717378	0.237457438238974	-2.77331740206271	0.00554879707054488	0.0624969775314002	c.drinker_vs_c.no_drinker	FALSE	2.595	5.001	1.445	3.046
hsa-miR-513a-5p	4.81734493275041	-0.305652329283813	0.295482406388629	-1.03441803192102	0.300940778169293	0.556663339689528	c.drinker_vs_c.no_drinker	FALSE	3.857	6.79	1.442	2.045
hsa-miR-513b-3p	0.431492107045156	-0.432957035867514	0.445326388517921	-0.972224074365831	0.330939086335857	NA	c.drinker_vs_c.no_drinker	NA	0.368	0.563	0	0
hsa-miR-513b-5p	0.460105645714012	-0.330417380886381	0.441222481805679	-0.748867962335386	0.453936791953609	NA	c.drinker_vs_c.no_drinker	NA	0.444	0.492	0	0
hsa-miR-513c-3p	0.109573745811925	-0.669356046571099	1.237096384824	-0.541070247057852	0.588459164908894	NA	c.drinker_vs_c.no_drinker	NA	0.066	0.198	0	0
hsa-miR-513c-5p	0.979069344772158	-0.408268551074616	0.366032296209121	-1.11538942137872	0.26468358076658	NA	c.drinker_vs_c.no_drinker	NA	0.836	1.273	0	0.294
hsa-miR-514a-3p	1.01026554696751	-0.370588564260729	0.31653768199683	-1.17075654918216	0.241696647695391	NA	c.drinker_vs_c.no_drinker	NA	1.052	0.925	0	0.346
hsa-miR-514a-5p	5.47990876996916	-0.10166402440794	0.232388016189833	-0.437475331451226	0.661766662470566	0.828175823208778	c.drinker_vs_c.no_drinker	FALSE	5.204	6.047	3.352	3.65
hsa-miR-514b-3p	0.798097765484929	0.334056063705862	0.557166097497059	0.599562796815047	0.548797647426438	NA	c.drinker_vs_c.no_drinker	NA	0.776	0.844	0	0
hsa-miR-514b-5p	0.422140983590801	-0.5384944440743	0.415082671173174	-1.2973185379007	0.194521608534537	NA	c.drinker_vs_c.no_drinker	NA	0.362	0.546	0	0
hsa-miR-515-3p	1.72705664059792	-0.363948067502762	0.272077292947052	-1.33766424812816	0.181005910415833	0.421337780295085	c.drinker_vs_c.no_drinker	FALSE	1.44	2.316	0.828	1.079
hsa-miR-515-5p	2.41282219467427	0.0765964818335866	0.26313030663912	0.291097148070586	0.770977021039358	0.892979243424443	c.drinker_vs_c.no_drinker	FALSE	2.532	2.168	1.478	1.298
hsa-miR-516a-3p, hsa-miR-516b-3p	5.13418210509965	-0.351129758667132	0.212982061862877	-1.64863536203907	0.0992223596412404	0.318822597045427	c.drinker_vs_c.no_drinker	FALSE	4.243	6.964	2.64	4.33
hsa-miR-516a-5p	1.40360014053284	-0.623436638056762	0.310943334980961	-2.00498472847129	0.044964679681783	NA	c.drinker_vs_c.no_drinker	NA	1.045	2.14	0	0.557
hsa-miR-516b-5p	0.769871040536858	-1.03015462485263	0.388219827800892	-2.65353428929181	0.00796536771668402	NA	c.drinker_vs_c.no_drinker	NA	0.52	1.283	0	0
hsa-miR-517-5p	1.23909968922891	-0.572133910150915	0.263828621013924	-2.16858166468876	0.0301144584404925	NA	c.drinker_vs_c.no_drinker	NA	0.888	1.961	0.501	0.952
hsa-miR-517a-3p, hsa-miR-517b-3p	1.23537513898094	-1.04367855122682	0.511816585145996	-2.03916516485903	0.0414335462938501	NA	c.drinker_vs_c.no_drinker	NA	0.739	2.254	0	0
hsa-miR-517c-3p	0.261104083454386	-0.277188045345636	0.682339455729489	-0.406231887982052	0.684572226078816	NA	c.drinker_vs_c.no_drinker	NA	0.176	0.436	0	0
hsa-miR-5186	10.1371152640872	0.262239698451442	0.202528245615353	1.2948302477744	0.195378794991364	0.436897200921128	c.drinker_vs_c.no_drinker	FALSE	10.015	10.388	6.581	7.263
hsa-miR-5186-5p:Novel	4.00574203462807	0.330831041064649	0.306247390963748	1.0802738270636	0.280020261100186	0.534084989977182	c.drinker_vs_c.no_drinker	FALSE	4.587	2.814	1.67	1.283
hsa-miR-5187-3p	0.252375403259319	-0.18278285265734	0.559603338534074	-0.326629310568722	0.743948271804342	NA	c.drinker_vs_c.no_drinker	NA	0.237	0.284	0	0
hsa-miR-5187-5p	29.32376182045	-0.732034789661441	0.258203682571492	-2.83510592246783	0.00458104941374332	0.0555428809548183	c.drinker_vs_c.no_drinker	FALSE	18.617	51.3	3.777	9.274
hsa-miR-5188	1.89857950587138	-0.766806216418262	0.274545095741993	-2.79300642521357	0.00522206546789634	0.0600818285016031	c.drinker_vs_c.no_drinker	FALSE	1.605	2.501	0.967	1.081
hsa-miR-5188-5p:Novel	4.26054553456293	-0.158328595519387	0.221629398836458	-0.714384446966889	0.474989486619754	0.712611080509131	c.drinker_vs_c.no_drinker	FALSE	4.043	4.707	2.738	3.079
hsa-miR-5189-3p	69.4199499285261	-0.977325094376717	0.247154345064157	-3.95431079361773	7.67555838496801e-05	0.00700605901345268	c.drinker_vs_c.no_drinker	TRUE	60.96	86.786	20.641	26.559
hsa-miR-5189-5p	4.85986628366086	0.0255947347721205	0.204068767564259	0.125422106859449	0.900189387559775	0.959365183953146	c.drinker_vs_c.no_drinker	FALSE	3.735	7.168	1.967	2.019
hsa-miR-518a-3p	6.2108812187372	-0.290288413267526	0.197926675502729	-1.46664623416829	0.1424723159215	0.37183657390294	c.drinker_vs_c.no_drinker	FALSE	5.739	7.179	4.37	5.207
hsa-miR-518a-5p	1.10097876832548	-0.190810953039511	0.256917757820477	-0.742692738167369	0.457667727284392	NA	c.drinker_vs_c.no_drinker	NA	1.089	1.125	0.508	0.733
hsa-miR-518b	0.889628756884656	-0.262921124257917	0.319237508628819	-0.823590953917693	0.410172017683254	NA	c.drinker_vs_c.no_drinker	NA	0.873	0.923	0.069	0.387
hsa-miR-518b-5p:Novel	3.96816588326186	0.100455190703399	0.32134768738553	0.312605923884804	0.754580076940409	0.885307765708594	c.drinker_vs_c.no_drinker	FALSE	4.038	3.824	1.356	1.203
hsa-miR-518c-3p	0.524226247094286	0.0371421435472649	0.401623106895955	0.0924800961636081	0.926316604404794	NA	c.drinker_vs_c.no_drinker	NA	0.543	0.485	0	0
hsa-miR-518c-5p	1.83632071837393	-0.130952078430065	0.292493297083473	-0.447709673130367	0.654362739632717	0.827133055412885	c.drinker_vs_c.no_drinker	FALSE	1.321	2.895	0	0.116
hsa-miR-518d-3p	1.8291250223348	-1.00210909694099	0.600024873854849	-1.67011259133802	NA	NA	c.drinker_vs_c.no_drinker	NA	1.092	3.342	0	0
hsa-miR-518e-3p	0.877566088364757	0.014796526952427	0.419139769346028	0.0353021307797006	0.97183882427488	NA	c.drinker_vs_c.no_drinker	NA	0.891	0.85	0	0
hsa-miR-518f-3p	0.334206233016898	-0.583067420218293	0.562313538672058	-1.03690802393847	0.299778724066942	NA	c.drinker_vs_c.no_drinker	NA	0.281	0.442	0	0
hsa-miR-518f-5p	0.043846237258355	-0.132728945755159	1.78802012181946	-0.0742323557411063	0.940825500706817	NA	c.drinker_vs_c.no_drinker	NA	0.038	0.057	0	0
hsa-miR-5190	3.34796151517515	0.234495741687714	0.234664283437103	0.99928177502379	0.317658211518526	0.57180699953557	c.drinker_vs_c.no_drinker	FALSE	3.347	3.35	1.964	2.283
hsa-miR-5190-5p:Novel	20.2599490239906	0.211444444517333	0.305363458855702	0.692435320551074	0.488663991118148	0.724148773112083	c.drinker_vs_c.no_drinker	FALSE	17.357	26.218	4.017	4.713
hsa-miR-5191	14.8110122091322	-0.322247002301148	0.202218606178278	-1.59355762751649	0.111035151358914	0.331864837860442	c.drinker_vs_c.no_drinker	FALSE	13.201	18.115	10.011	11.439
hsa-miR-5191-5p:Novel	6.01208621809053	-0.352022924960521	0.199250445874842	-1.76673594588411	0.077272460434003	0.272898048813376	c.drinker_vs_c.no_drinker	FALSE	5.251	7.575	3.383	4.42
hsa-miR-5192	3.4234705579055	0.475644429085183	0.291491692792373	1.63175980944328	0.102730094977545	0.323103340022239	c.drinker_vs_c.no_drinker	FALSE	3.884	2.479	1.567	1.587
hsa-miR-5192-5p:Novel	10.6243581880199	-0.107644996128096	0.231547773308936	-0.464893246822434	0.642007906858103	0.819409639495642	c.drinker_vs_c.no_drinker	FALSE	8.241	15.516	1.769	3.149
hsa-miR-5193	28.2679083233783	0.25246218020868	0.198460074794321	1.27210563873024	0.203335587996506	0.446295546987203	c.drinker_vs_c.no_drinker	FALSE	29.115	26.528	17.629	18.001
hsa-miR-5193-5p:Novel	24.3296253987059	-0.550415142926232	0.189610934842893	-2.90286603661489	0.00369764769918339	0.0510513940403384	c.drinker_vs_c.no_drinker	FALSE	20.755	31.667	14.429	18.945
hsa-miR-5194	6.54959161744332	0.205899044569293	0.187695995599145	1.09698155206797	0.272649456558676	0.528234921636915	c.drinker_vs_c.no_drinker	FALSE	6.35	6.958	4.915	5.487
hsa-miR-5194-5p:Novel	6.09047218457776	-0.1725220006896	0.224409737057386	-0.768781261240382	0.442023174875266	0.68446425053044	c.drinker_vs_c.no_drinker	FALSE	5.679	6.936	3.898	4.77
hsa-miR-5195-3p	1.78750201887533	-0.24859819576426	0.29267510846326	-0.849399858667746	0.395658831783093	0.644866641291561	c.drinker_vs_c.no_drinker	FALSE	1.778	1.806	0.966	0.698
hsa-miR-5195-5p	10.0713132944602	-0.193198372543919	0.2529467062139	-0.763790821535914	0.444991907373311	0.688065521516535	c.drinker_vs_c.no_drinker	FALSE	8.616	13.058	4.019	5.124
hsa-miR-5196-3p	2.14407993363707	-0.436178356981478	0.365189861620385	-1.19438791385421	0.23232626237198	0.486000196946273	c.drinker_vs_c.no_drinker	FALSE	1.911	2.623	0.295	0
hsa-miR-5196-5p	12.5323947742311	0.0981102985952985	0.195502738883407	0.501835929029153	0.615782937430979	0.801424168100761	c.drinker_vs_c.no_drinker	FALSE	11.189	15.29	8.135	9.518
hsa-miR-5197-3p	3.65670329745263	-1.00017825391654	0.307341522999382	-3.254289378655	0.00113676419387201	0.0297642683635737	c.drinker_vs_c.no_drinker	TRUE	3.27	4.451	1.309	1.323
hsa-miR-5197-5p	0.259241952484722	-0.160115779060238	0.567366327886816	-0.282208814993652	0.777783399535777	NA	c.drinker_vs_c.no_drinker	NA	0.234	0.312	0	0
hsa-miR-519a-2-5p, hsa-miR-520b-5p	0.460017583855964	-0.763263132849525	0.687809023031831	-1.10970212266931	0.267127407910898	NA	c.drinker_vs_c.no_drinker	NA	0.273	0.843	0	0
hsa-miR-519a-3p	2.34255359336178	-0.0724843639992536	0.251979388558675	-0.287659893191523	0.773607093466738	0.892979243424443	c.drinker_vs_c.no_drinker	FALSE	2.163	2.711	1.317	1.551
hsa-miR-519a-5p, hsa-miR-519c-5p, hsa-miR-519b-5p, hsa-miR-523-5p, hsa-miR-518e-5p, hsa-miR-522-5p	14.5291534146363	-0.115059981376274	0.350035875221319	-0.328709111040474	0.742375567078097	0.880645074028342	c.drinker_vs_c.no_drinker	FALSE	10.778	22.228	5.125	6.325
hsa-miR-519b-3p	1.68514601947905	-0.407294460777906	0.478081518134462	-0.851935172828314	0.39425007370477	0.644042105136037	c.drinker_vs_c.no_drinker	FALSE	1.796	1.457	0	0
hsa-miR-519c-3p	0.684172118133629	0.0344870733440883	0.363776567898887	0.0948028993271333	0.924471383917009	NA	c.drinker_vs_c.no_drinker	NA	0.618	0.82	0	0
hsa-miR-519d-3p	0.110267544010956	-0.0554239009265419	0.984610427716158	-0.0562901827630444	0.955110639456114	NA	c.drinker_vs_c.no_drinker	NA	0.116	0.098	0	0
hsa-miR-519d-5p	0.315463868151549	-0.192239661340624	0.498734333297102	-0.385455037895104	0.699900312294876	NA	c.drinker_vs_c.no_drinker	NA	0.311	0.326	0	0
hsa-miR-519e-3p	0.117373745459791	-0.447155465424905	1.15148038303095	-0.388330945115968	0.697771139722793	NA	c.drinker_vs_c.no_drinker	NA	0.11	0.132	0	0
hsa-miR-519e-5p	0.170914108061093	-0.255637702681873	0.740634630152263	-0.345160342596075	0.729973830781315	NA	c.drinker_vs_c.no_drinker	NA	0.175	0.163	0	0
hsa-miR-520a-3p	1.96851618553596	-1.20377663356878	0.373495368526606	-3.22300284021601	0.00126854295882716	0.0298316695812102	c.drinker_vs_c.no_drinker	TRUE	1.41	3.115	0	0.922
hsa-miR-520a-5p	0.264744483408385	-0.21270029912963	0.53078507290138	-0.400727733293188	0.688620589948832	NA	c.drinker_vs_c.no_drinker	NA	0.218	0.361	0	0
hsa-miR-520b-3p	0.259552317847353	-0.411937723973514	0.571731935003964	-0.720508508888273	0.471211962675862	NA	c.drinker_vs_c.no_drinker	NA	0.185	0.412	0	0
hsa-miR-520c-3p	0.137049725771304	-0.396978867309757	0.785977858555611	-0.505076400039161	0.613505176395232	NA	c.drinker_vs_c.no_drinker	NA	0.128	0.156	0	0
hsa-miR-520d-3p	0.643669409603406	-0.834497003469515	0.401605959064792	-2.07789995301061	0.0377185748646535	NA	c.drinker_vs_c.no_drinker	NA	0.469	1.002	0	0
hsa-miR-520d-5p	4.42235109012266	0.386746942756942	0.244499671721881	1.581789210731	0.113697698880488	0.337466124277733	c.drinker_vs_c.no_drinker	FALSE	4.535	4.191	2.662	2.845
hsa-miR-520e-3p	1.06753785316572	0.153325772014547	0.382137276613709	0.401232178585759	0.688249191463393	NA	c.drinker_vs_c.no_drinker	NA	0.922	1.365	0	0
hsa-miR-520e-5p	0.664494847119458	-0.189752288663044	0.360752308583458	-0.52599050414433	0.598894804723386	NA	c.drinker_vs_c.no_drinker	NA	0.536	0.928	0	0
hsa-miR-520f-3p	2.32266924408619	-0.858878842508556	0.443258809256678	-1.93764641462817	0.0526663756412296	0.222739217138797	c.drinker_vs_c.no_drinker	FALSE	1.958	3.072	0	0.309
hsa-miR-520f-5p	0.333817248243909	-0.397555971710708	0.62001262834285	-0.641206248932838	0.521388690185165	NA	c.drinker_vs_c.no_drinker	NA	0.206	0.597	0	0
hsa-miR-520g-3p	0.0991061498574212	-0.139741105069128	1.30088120250785	-0.107420343071861	0.914455516445419	NA	c.drinker_vs_c.no_drinker	NA	0.096	0.106	0	0
hsa-miR-520g-5p	0.826978938725858	-0.402611395464569	0.35299543791566	-1.1405569370581	0.254054346124915	NA	c.drinker_vs_c.no_drinker	NA	0.818	0.845	0	0
hsa-miR-520h	0.954401368130373	-0.319547625560443	0.284308813353796	-1.12394554987923	0.261036126030542	NA	c.drinker_vs_c.no_drinker	NA	0.951	0.962	0	0.414
hsa-miR-520h-5p:Novel	1.35078454735549	-0.510120129007889	0.269925641705113	-1.88985427907284	0.058777451799415	NA	c.drinker_vs_c.no_drinker	NA	1.136	1.791	0.756	0.894
hsa-miR-521	11.1995488003	-0.573253239201927	0.237204221392388	-2.41670757728059	0.0156615934738338	0.114036590700677	c.drinker_vs_c.no_drinker	FALSE	8.741	16.245	4.299	7.824
hsa-miR-521-1-5p:Novel	0.402157350265786	0.0735294780303328	0.454693080669099	0.161712331144629	0.871532393510931	NA	c.drinker_vs_c.no_drinker	NA	0.391	0.425	0	0
hsa-miR-521-2-5p:Novel	0.422176919810004	-0.380667881613372	0.491968396939656	-0.77376490843997	0.439069827782839	NA	c.drinker_vs_c.no_drinker	NA	0.277	0.721	0	0
hsa-miR-522-3p	2.55842522534625	-0.455464846903628	0.285570992866421	-1.59492685980427	0.110728592402709	0.331850936119985	c.drinker_vs_c.no_drinker	FALSE	2.257	3.177	1.194	1.817
