ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	c.drinker.x	c.no_drinker.x	c.drinker.y	c.no_drinker.y
has-miR-548o	0.472531355668545	-0.448442503554368	0.478592241984178	-0.937003286336582	0.348756867466656	NA	c.drinker_vs_c.no_drinker	NA	0.289	0.85	0	0
has-miR-548x	1.67875585033516	-0.545699743154223	0.443141351422176	-1.23143493921952	0.218160236065499	0.467798502184536	c.drinker_vs_c.no_drinker	FALSE	1.323	2.408	0	0
hsa-let-7a-2-3p	0.569890448135439	0.179690991841676	0.387240163933289	0.464029841369017	0.642626365770969	NA	c.drinker_vs_c.no_drinker	NA	0.608	0.492	0	0
hsa-let-7a-3p	534.428735832435	-0.261239676503328	0.295561755474044	-0.883875101108168	0.376763639489761	0.625503637322024	c.drinker_vs_c.no_drinker	FALSE	139.251	1345.583	15.407	22.596
hsa-let-7a-5p	14.2545033059458	0.0373032962667315	0.243261894813833	0.153346237376304	0.878125239676961	0.950525044465704	c.drinker_vs_c.no_drinker	FALSE	12.16	18.554	5.348	7.266
hsa-let-7b-3p	0.470368105074011	0.103170203140793	0.603476370530463	0.170959805849739	0.864255370523006	NA	c.drinker_vs_c.no_drinker	NA	0.448	0.516	0	0
hsa-let-7b-5p	319.033725136674	-0.490312047959937	0.311305920414104	-1.57501677869703	0.115252571693352	0.340193797825896	c.drinker_vs_c.no_drinker	FALSE	81.14	807.342	11.237	13.117
hsa-let-7c-3p	4.06344818730709	0.172126091964322	0.326743918763844	0.526792029108054	0.598338018780173	0.793419467958974	c.drinker_vs_c.no_drinker	FALSE	2.881	6.49	0.263	0.625
hsa-let-7c-5p	23.6780984884947	-0.749765462566192	0.30347214304576	-2.47062367913334	0.0134877670182569	0.10557001223338	c.drinker_vs_c.no_drinker	FALSE	8.089	55.676	2.429	3.985
hsa-let-7d-3p	4.91113572196864	0.15845568645931	0.345479753353664	0.4586540453417	0.646482619463866	0.823986185618031	c.drinker_vs_c.no_drinker	FALSE	3.635	7.53	1.428	0.829
hsa-let-7d-5p	61.4386930829004	-0.365665162363993	0.31371307032333	-1.16560384936184	0.2437746507778	0.499451314017954	c.drinker_vs_c.no_drinker	FALSE	14.96	156.842	2.973	5.089
hsa-let-7e-3p	0.077571363360395	-0.404170302436211	1.2377577419708	-0.32653425523534	0.744020176386713	NA	c.drinker_vs_c.no_drinker	NA	0.058	0.119	0	0
hsa-let-7e-5p	6.95094202924967	-0.668440363823257	0.29224880998194	-2.2872304043413	0.0221823782401926	0.13961849833533	c.drinker_vs_c.no_drinker	FALSE	3.709	13.606	2.052	2.77
hsa-let-7f-1-3p	0.123785377612623	0.0705590339959311	1.18782425527023	0.0594019137788012	0.952631988778119	NA	c.drinker_vs_c.no_drinker	NA	0.118	0.135	0	0
hsa-let-7f-2-3p	0.533337450852841	-0.474597982603717	0.366394747938855	-1.29531873825582	0.195210297700984	NA	c.drinker_vs_c.no_drinker	NA	0.364	0.882	0	0
hsa-let-7f-5p	1.94152510180154	-0.169968539556527	0.298615974574324	-0.569187699348023	0.56922876739932	0.779505622907606	c.drinker_vs_c.no_drinker	FALSE	1.827	2.177	0.519	1.033
hsa-let-7g-3p	3.10102160605074	-0.169465943626172	0.300136642955549	-0.564629303364569	0.572325929494352	0.781137715750575	c.drinker_vs_c.no_drinker	FALSE	2.357	4.629	0	0.585
hsa-let-7g-5p	355.953910745183	-0.514219178822822	0.34336353752233	-1.49759401517518	0.134238762648356	0.361082580690593	c.drinker_vs_c.no_drinker	FALSE	82.918	916.395	6.607	7.397
hsa-let-7i-3p	0.310021668201733	-0.507298941805998	0.47000712024323	-1.07934309919277	0.280434806472629	NA	c.drinker_vs_c.no_drinker	NA	0.262	0.409	0	0
hsa-let-7i-5p	389.310207941621	-0.756208157399998	0.332466556640616	-2.27453902443918	0.02293359752885	0.141843637895199	c.drinker_vs_c.no_drinker	FALSE	75.681	1033.075	6.858	10.048
hsa-miR-1-2-5p:Novel	8.51897987372947	-0.113213657052898	0.257664346224089	-0.43938425595925	0.66038313250208	0.828175823208778	c.drinker_vs_c.no_drinker	FALSE	8.849	7.841	3.916	3.846
hsa-miR-1-3p	1.77994078240622	-0.0691959303094587	0.250875518471834	-0.27581778696843	0.782688021422169	0.897564048977701	c.drinker_vs_c.no_drinker	FALSE	1.585	2.181	0.946	1.394
hsa-miR-1-5p	11.8979326528047	-0.148537883168082	0.235723473404038	-0.630136154974616	0.528605506487761	0.747170266766055	c.drinker_vs_c.no_drinker	FALSE	13.076	9.481	6.974	4.629
hsa-miR-100-3p	0.232401788571646	-0.508216030723511	0.561889510237211	-0.904476808098729	0.3657426265318	NA	c.drinker_vs_c.no_drinker	NA	0.18	0.34	0	0
hsa-miR-100-5p	7.91713435628907	-0.887591346461812	0.482033948229739	-1.84134613282213	NA	NA	c.drinker_vs_c.no_drinker	NA	4.05	15.856	0	1.264
hsa-miR-101-2-5p	1.15334966874104	-0.0147564185648609	0.322557544774891	-0.0457481736325814	0.963510966972202	NA	c.drinker_vs_c.no_drinker	NA	1.156	1.148	0.246	0.595
hsa-miR-101-3p	2.95533316450904	-0.0260535547654288	0.218583640228211	-0.119192610838706	0.905122760613832	0.960608591934551	c.drinker_vs_c.no_drinker	FALSE	2.716	3.447	1.855	2.453
hsa-miR-101-5p	15.5263877770501	-0.225572794344197	0.339921141063047	-0.663603309987592	0.506944238251482	0.735498759225879	c.drinker_vs_c.no_drinker	FALSE	5.766	35.561	1.194	1.94
hsa-miR-10226	2.54379708201568	0.528482764051154	0.27578282574303	1.91630048980492	0.0553268585764219	0.230798201468894	c.drinker_vs_c.no_drinker	FALSE	2.729	2.163	1.455	1.348
hsa-miR-10226-3p:Novel	10.3985557476518	0.122975471921214	0.245017177599653	0.501905511792934	0.615733987966584	0.801424168100761	c.drinker_vs_c.no_drinker	FALSE	10.21	10.785	5.101	7.064
hsa-miR-10392-3p	1.26715670124506	-0.756732492455651	0.341344799552619	-2.21691525240009	0.0266288832869712	NA	c.drinker_vs_c.no_drinker	NA	1.232	1.339	0.171	0.845
hsa-miR-10392-5p	131.460449085105	-0.51225955383424	0.172362908702374	-2.97198253203524	0.00295883517738607	0.0449323268174015	c.drinker_vs_c.no_drinker	TRUE	106.242	183.225	67.755	93.859
hsa-miR-10393-3p	0.285659248288026	-0.710545987729829	0.682638757258201	-1.04088140348743	0.29793059356108	NA	c.drinker_vs_c.no_drinker	NA	0.26	0.337	0	0
hsa-miR-10393-5p	0.124257840991661	-0.54357501484233	1.62935385140365	-0.333613852125524	0.738670964090406	NA	c.drinker_vs_c.no_drinker	NA	0.14	0.091	0	0
hsa-miR-10394-3p	2.35991817264254	-0.140849421223282	0.337088898192185	-0.41784058145688	0.676063678028614	0.840660238803738	c.drinker_vs_c.no_drinker	FALSE	2.177	2.735	0.622	0.995
hsa-miR-10394-5p	0.730480195741912	0.437840368462515	0.478385390934113	0.91524611068823	0.360062442614916	NA	c.drinker_vs_c.no_drinker	NA	0.908	0.367	0	0
hsa-miR-10395-3p	1.18573342961718	0.242603903374148	0.433036271225848	0.560239221272111	0.575316277813814	NA	c.drinker_vs_c.no_drinker	NA	0.865	1.845	0	0
hsa-miR-10395-5p	2.55746776102148	-0.253369186829344	0.241746784711156	-1.04807675987118	0.29460324273803	0.550612174200336	c.drinker_vs_c.no_drinker	FALSE	2.442	2.795	1.183	1.727
hsa-miR-10396a-3p	1.12711301477704	-0.235199313316657	0.280525572049256	-0.838423790025669	0.401792732891961	NA	c.drinker_vs_c.no_drinker	NA	0.996	1.396	0.374	0.71
hsa-miR-10396a-5p	4.54839912989567	-0.451826744609752	0.258663856575184	-1.74677185514871	0.0806769204939075	0.279360087273724	c.drinker_vs_c.no_drinker	FALSE	3.902	5.876	2.295	2.227
hsa-miR-10396b-3p	1.2260421629967	-0.40138803911612	0.276222993919668	-1.45313043429271	0.146187542423921	NA	c.drinker_vs_c.no_drinker	NA	1.017	1.655	0.592	0.675
hsa-miR-10396b-5p	3.51602034781647	-0.511222821660509	0.306056139695042	-1.67035636720079	0.0948488769977414	0.308475406467858	c.drinker_vs_c.no_drinker	FALSE	2.89	4.802	1.268	1.322
hsa-miR-10397-3p	21.4637336847952	-0.26303191838776	0.201576235860186	-1.30487563310886	0.191935199688292	0.432814886546834	c.drinker_vs_c.no_drinker	FALSE	17.597	29.401	13.15	11.747
hsa-miR-10397-5p	2.68692405088012	0.462196301176477	0.343476102373354	1.34564325722456	0.17841759407229	0.418196770333736	c.drinker_vs_c.no_drinker	FALSE	3.156	1.724	1.001	0.684
hsa-miR-10398-3p	1.44255174109911	-0.1057169497089	0.264577531353474	-0.399568886927372	0.689474076293026	NA	c.drinker_vs_c.no_drinker	NA	1.069	2.21	0.573	1.052
hsa-miR-10398-5p	0.561827118164866	-0.346527097727593	0.370365609634572	-0.935635190506755	0.349461049523637	NA	c.drinker_vs_c.no_drinker	NA	0.489	0.712	0	0
hsa-miR-10399-3p	0.345014597285822	-0.126600329022917	0.517750384166395	-0.244520009824328	0.806828106629594	NA	c.drinker_vs_c.no_drinker	NA	0.26	0.52	0	0
hsa-miR-10399-5p	0.74492370491513	-0.30106394858318	0.503925425619015	-0.59743750419689	0.550215320443477	NA	c.drinker_vs_c.no_drinker	NA	0.793	0.645	0	0
hsa-miR-103a-1-5p	0.672035654284056	-0.717854077514826	0.518248640163686	-1.38515380819542	0.166005441584315	NA	c.drinker_vs_c.no_drinker	NA	0.595	0.83	0	0
hsa-miR-103a-2-5p	0.285578134900343	-0.525138959172739	0.517049438853523	-1.0156455451091	0.309798208022658	NA	c.drinker_vs_c.no_drinker	NA	0.251	0.357	0	0
hsa-miR-103a-3p	1.77156210200267	-0.384383688640527	0.260747477431854	-1.47416071835627	0.14043832349697	0.369853043110295	c.drinker_vs_c.no_drinker	FALSE	1.653	2.015	0.973	1.153
hsa-miR-103b-3p:Novel	16.6922104925114	-0.567943521096269	0.377310636092204	-1.50524121710017	0.132262071926197	0.358279536610204	c.drinker_vs_c.no_drinker	FALSE	4.234	42.265	0.698	1.004
hsa-miR-103b-5p	0.229978974898247	-0.446529387433031	0.739816675072979	-0.603567616786934	0.546131148094364	NA	c.drinker_vs_c.no_drinker	NA	0.182	0.329	0	0
hsa-miR-10400-3p	3.95250326976431	-0.310879222531386	0.315102426297338	-0.986597361957579	0.323840064005545	0.577996444513651	c.drinker_vs_c.no_drinker	FALSE	4.031	3.791	0.886	1.543
hsa-miR-10400-5p	88.8109128936293	-0.0675348271634748	0.252480547762874	-0.267485268714255	0.78909555496079	0.898354271067878	c.drinker_vs_c.no_drinker	FALSE	85.335	95.947	28.578	39.576
hsa-miR-10401-3p	0.995231420505847	0.427476709761514	0.355644602206441	1.20197721857557	0.229372354652341	NA	c.drinker_vs_c.no_drinker	NA	1.04	0.903	0	0
hsa-miR-10401-5p	78.9371959297641	-0.0917454342119457	0.243391303802775	-0.376946229296216	0.706213565077523	0.858203878061271	c.drinker_vs_c.no_drinker	FALSE	74.62	87.799	34.71	37.573
hsa-miR-105-3p	7.82155258666681	-1.2127061744033	0.281176061188181	-4.31297802977501	1.61070129677857e-05	0.00287241731258846	c.drinker_vs_c.no_drinker	TRUE	5.572	12.438	2.578	2.943
hsa-miR-105-5p	3.5385137060362	-1.02245190983542	0.274747878045552	-3.72141876803106	0.0001981065950348	0.0137399000667239	c.drinker_vs_c.no_drinker	TRUE	2.552	5.563	1.549	2.044
hsa-miR-10522-3p:Novel	8.06674670089813	-0.798193671122985	0.246944581075783	-3.23227854462631	0.0012280728349075	0.0297642683635737	c.drinker_vs_c.no_drinker	TRUE	6.551	11.177	3.312	5.011
hsa-miR-10522-5p	0.753140802024676	-0.809903440240859	0.345941874704689	-2.34115468366536	0.01922420042082	NA	c.drinker_vs_c.no_drinker	NA	0.434	1.408	0	0.205
hsa-miR-10523-3p:Novel	14.1122304382791	-0.228564112546222	0.224209139356994	-1.01942370949604	0.308001854859494	0.561797265573975	c.drinker_vs_c.no_drinker	FALSE	13.205	15.975	8.196	10.682
hsa-miR-10523-5p	2.03916687663587	-0.473189171315483	0.34972293006652	-1.35304016589784	0.176042798979144	0.415501163890013	c.drinker_vs_c.no_drinker	FALSE	1.933	2.257	0.476	0.825
hsa-miR-10524-3p:Novel	3.81522255274007	-0.598796829994546	0.438531039616953	-1.36546053961786	0.172108347405903	0.410604084112187	c.drinker_vs_c.no_drinker	FALSE	3.487	4.489	0.575	0.147
hsa-miR-10524-5p	2.83975528491753	-0.51899750776571	0.579686396740874	-0.895307377719452	NA	NA	c.drinker_vs_c.no_drinker	NA	2.695	3.137	0	0
hsa-miR-10525-3p	0.532408041522085	-0.174408523676745	0.359300921508013	-0.485410732999901	0.627385020396187	NA	c.drinker_vs_c.no_drinker	NA	0.452	0.697	0	0
hsa-miR-10525-5p:Novel	0.398272886174709	-0.308649386770332	0.395118041897976	-0.781157411308566	0.434709918807667	NA	c.drinker_vs_c.no_drinker	NA	0.381	0.434	0	0
hsa-miR-10526-3p	3.8990154843537	-0.459656700990692	0.228553297177764	-2.01115760160389	0.0443088125469832	0.207357696241995	c.drinker_vs_c.no_drinker	FALSE	3.28	5.17	2.195	2.985
hsa-miR-10526-5p:Novel	3.64297735188274	-0.521646685759358	0.233844834758465	-2.23073854206854	0.0256984530210068	0.151084311716908	c.drinker_vs_c.no_drinker	FALSE	3.029	4.904	1.961	2.892
hsa-miR-10527-3p:Novel	9.79156092352648	-0.247099729588844	0.237527043292737	-1.0403014585767	0.298199866767887	0.554505033394665	c.drinker_vs_c.no_drinker	FALSE	8.508	12.427	4.352	7.275
hsa-miR-10527-5p	8.9980255524534	-0.220188166612464	0.260508847124592	-0.845223373573779	0.397986134491516	0.647673253088854	c.drinker_vs_c.no_drinker	FALSE	7.769	11.521	3.752	6.154
hsa-miR-106a-3p	0.38482244901528	-0.37118026204134	0.698442125313002	-0.531440256234542	0.595113731470092	NA	c.drinker_vs_c.no_drinker	NA	0.272	0.615	0	0
hsa-miR-106a-5p	1.24906759377453	-0.546520537869739	0.434578794086362	-1.25758676057519	0.208541243886879	NA	c.drinker_vs_c.no_drinker	NA	0.751	2.272	0	0
hsa-miR-106b-3p	6.19226476606291	-0.499181743760429	0.444559087164874	-1.12286928368489	0.261493014654801	0.514450543795795	c.drinker_vs_c.no_drinker	FALSE	1.721	15.371	0	0.291
hsa-miR-106b-5p	25.3761407761108	-0.198629598328785	0.304098848216625	-0.653174451312921	0.513643819048363	0.741198767878285	c.drinker_vs_c.no_drinker	FALSE	16.575	43.443	3.069	6.272
hsa-miR-107	14.1683702779344	0.435180894823709	0.286961443399668	1.51651347187297	0.129389566441414	0.355103740921553	c.drinker_vs_c.no_drinker	FALSE	9.091	24.59	3.881	2.867
hsa-miR-107-5p:Novel	1.99195984017287	-0.159118739030096	0.424772573461743	-0.374597488094242	0.707959841445008	0.859350006064843	c.drinker_vs_c.no_drinker	FALSE	1.396	3.215	0	0.296
hsa-miR-10a-3p	1.96936399206465	-0.385574837327004	0.328965798555518	-1.1720818365315	0.241164201530203	0.496241722379457	c.drinker_vs_c.no_drinker	FALSE	1.391	3.157	0.494	1.093
hsa-miR-10a-5p	60.1605306976451	-0.797577736878166	0.310698273802397	-2.56704914101139	0.0102568075666281	0.092413672535103	c.drinker_vs_c.no_drinker	FALSE	24.917	132.502	4.706	5.962
hsa-miR-10b-3p	2.36789532640756	0.0315618986439362	0.285761732993023	0.110448303603712	0.912053846688341	0.962651809880477	c.drinker_vs_c.no_drinker	FALSE	2.063	2.993	0.708	1.093
hsa-miR-10b-5p	38.0531064740927	-0.238410476239768	0.336070738623698	-0.709405636492261	0.478072790975617	0.713441961428048	c.drinker_vs_c.no_drinker	FALSE	20.053	75.001	4.146	3.108
hsa-miR-11181-3p	1.38084224022243	-0.116936112408744	0.293691232802932	-0.39816003798523	0.690512220980861	NA	c.drinker_vs_c.no_drinker	NA	1.32	1.506	0.612	0.615
hsa-miR-11181-5p	0.165885103933782	-0.206264540778666	0.895019351018415	-0.230458191260294	0.817735747683954	NA	c.drinker_vs_c.no_drinker	NA	0.188	0.121	0	0
hsa-miR-11399	4.39198858983724	-0.281322712523062	0.261481302477319	-1.07588079858009	0.281980570426666	0.53591333988727	c.drinker_vs_c.no_drinker	FALSE	4.102	4.987	1.751	3.236
hsa-miR-11399-3p:Novel	183.372559290983	0.0292411062944809	0.201187062885311	0.145342875804843	0.884440164110464	0.953271101302717	c.drinker_vs_c.no_drinker	FALSE	196.083	157.283	121.945	130.95
hsa-miR-11400	2.30335506155615	-0.810322515863329	0.312098709839608	-2.5963661185263	0.00942156144873769	0.0902613246584832	c.drinker_vs_c.no_drinker	FALSE	1.406	4.146	0.674	1.111
hsa-miR-11400-3p:Novel	5.1560871071855	-0.571541516676094	0.276843283111625	-2.06449479377704	0.0389708270145384	0.194914579297242	c.drinker_vs_c.no_drinker	FALSE	4.323	6.866	2.027	3.04
hsa-miR-11401	1.59965130683883	-0.668115204915623	0.290407782290646	-2.30061054027457	0.0214136547254252	0.136975452359886	c.drinker_vs_c.no_drinker	FALSE	1.247	2.323	0.646	0.715
hsa-miR-11401-3p:Novel	4.37438042620721	-0.297360199392957	0.22691521700731	-1.31044626849938	0.190044909973905	0.429067645305162	c.drinker_vs_c.no_drinker	FALSE	3.711	5.736	1.743	3.065
hsa-miR-1178-3p	0.224598243415569	-0.333873845595918	0.534213723058543	-0.624981783853069	0.531983013822299	NA	c.drinker_vs_c.no_drinker	NA	0.219	0.236	0	0
hsa-miR-1178-5p	0.932515360686443	0.371898244001855	0.405855180130865	0.91633238211211	0.359492588683858	NA	c.drinker_vs_c.no_drinker	NA	1.012	0.769	0	0
hsa-miR-1179	1.31292000185409	-0.718688147831102	0.319107566458078	-2.25218146911449	0.024310806570317	NA	c.drinker_vs_c.no_drinker	NA	1.049	1.854	0.357	0.596
hsa-miR-1179-3p:Novel	5.88729608492182	-0.205115084283737	0.192880156461745	-1.06343279706131	0.287585726127147	0.543535897788017	c.drinker_vs_c.no_drinker	FALSE	5.229	7.239	3.573	5.055
hsa-miR-1180-3p	3.79193359229487	-0.388258885565897	0.303986840440333	-1.2772226751773	0.201523643773748	0.444140677318044	c.drinker_vs_c.no_drinker	FALSE	3.015	5.386	1.169	1.584
hsa-miR-1180-5p	1.18520219008392	-0.316295829000965	0.404716749719693	-0.781523940434964	0.434494401761015	NA	c.drinker_vs_c.no_drinker	NA	1.023	1.518	0	0.073
hsa-miR-1181	8.10648819136617	-0.641025807033563	0.277621673001847	-2.30899050532449	0.0209441081188155	0.135409037384487	c.drinker_vs_c.no_drinker	FALSE	7.67	9.003	3.81	3.452
hsa-miR-1181-3p:Novel	102.524872326451	-0.485945877770876	0.202832917902659	-2.3957939509803	0.0165844103091572	0.118302126871988	c.drinker_vs_c.no_drinker	FALSE	98.013	111.786	54.155	69.269
hsa-miR-1182	7.30464948420494	-0.0291737951387333	0.167286509460461	-0.174394188944619	0.86155568089595	0.940198448300527	c.drinker_vs_c.no_drinker	FALSE	6.637	8.674	4.687	6.534
hsa-miR-1182-5p:Novel	7.49690374748476	-0.380057205264485	0.260803663350598	-1.45725409061289	0.145046254474366	0.375635376015744	c.drinker_vs_c.no_drinker	FALSE	7.316	7.868	2.758	4.779
hsa-miR-1183	3.59307132714674	-0.202814103510214	0.24351458731035	-0.832862235278477	0.40492243033462	0.653494721656175	c.drinker_vs_c.no_drinker	FALSE	3.61	3.559	2.079	1.997
hsa-miR-1183-5p:Novel	6.47592007316376	0.0801388357605845	0.183026360557748	0.437854063842893	0.661492076798682	0.828175823208778	c.drinker_vs_c.no_drinker	FALSE	6.517	6.392	4.529	4.726
hsa-miR-1184	26.0329223750068	0.28802673120824	0.191021969085142	1.50781992557024	0.13160062101166	0.357430067567522	c.drinker_vs_c.no_drinker	FALSE	25.942	26.219	11.509	15.21
hsa-miR-1184-5p:Novel	4.81303326781411	-0.640566379690342	0.251770655177868	-2.54424559223474	0.0109514055289685	0.0948826228015892	c.drinker_vs_c.no_drinker	FALSE	2.724	9.102	1.827	2.573
hsa-miR-1185-3p	0.678933209111694	-0.310985061254211	0.382440526078676	-0.813159275882377	0.416126744797261	NA	c.drinker_vs_c.no_drinker	NA	0.584	0.873	0	0
hsa-miR-1185-5p	0.765595172627019	-0.326335245619342	0.364558860893625	-0.895151045895341	0.370706349739394	NA	c.drinker_vs_c.no_drinker	NA	0.67	0.962	0	0
hsa-miR-1193	3.56653496161314	-0.152679511803601	0.191371763848396	-0.797816296057936	0.424977103105175	0.671181550291568	c.drinker_vs_c.no_drinker	FALSE	3.151	4.419	2.097	2.326
hsa-miR-1193-3p:Novel	16.7696017756563	0.0838417862057477	0.270291845982769	0.310189846463561	0.756416591347379	0.886490419213249	c.drinker_vs_c.no_drinker	FALSE	15.724	18.915	8.058	6.907
hsa-miR-1197	3.40982145378022	-0.448635145766381	0.249650604987902	-1.79705210723652	0.07232734788543	0.26233987199122	c.drinker_vs_c.no_drinker	FALSE	2.588	5.097	1.202	1.393
hsa-miR-1197-5p:Novel	2.7890950053583	-0.769030230516911	0.333260245238616	-2.30759666508161	0.0210215801777396	0.135500546928803	c.drinker_vs_c.no_drinker	FALSE	2.444	3.498	0.572	1.429
hsa-miR-1199-3p	3.63632361462991	-0.153508842560358	0.238878828003646	-0.642622219152947	0.520469262036412	0.743068964516598	c.drinker_vs_c.no_drinker	FALSE	3.444	4.032	2.057	2.815
hsa-miR-1199-5p	3.44388500316003	-0.734544167522317	0.272519868121533	-2.69537840519847	0.00703087341572777	0.0726863242012437	c.drinker_vs_c.no_drinker	FALSE	3.079	4.194	1.672	1.429
hsa-miR-1200	4.61392933814299	-0.935037016445657	0.28595739484631	-3.2698473034705	0.00107605553309287	0.0291488460863132	c.drinker_vs_c.no_drinker	TRUE	3.952	5.973	1.847	2.724
hsa-miR-1200-3p:Novel	5.87273289502212	-0.503272452729544	0.245910386173427	-2.04656851042726	0.0407004693137579	0.200227596164234	c.drinker_vs_c.no_drinker	FALSE	4.75	8.178	3.285	4.237
hsa-miR-1202	30.5331376150136	-0.352871775825158	0.229422158825573	-1.53808933553555	0.124026773163722	0.350154742177263	c.drinker_vs_c.no_drinker	FALSE	29.512	32.629	15.17	21.888
hsa-miR-1202-3p:Novel	40.7198207154566	-0.630634042774751	0.268521714936963	-2.34854020250391	0.0188471644661532	0.126040412367399	c.drinker_vs_c.no_drinker	FALSE	25.504	71.953	12.527	12.86
hsa-miR-1203	172.699578442148	-0.211559071364491	0.246259734286283	-0.859089172566669	0.390291320449836	0.640092594360605	c.drinker_vs_c.no_drinker	FALSE	132.599	255.011	55.799	89.534
hsa-miR-1203-3p:Novel	1.93819349237571	-0.059941016652672	0.30092130288106	-0.199191669312836	0.8421128157761	0.929241688040438	c.drinker_vs_c.no_drinker	FALSE	1.667	2.495	0.663	0.945
hsa-miR-1204	16.4546838269697	1.13382556784566	0.351376184045601	3.22681393710653	0.00125176829566431	0.0297642683635737	c.drinker_vs_c.no_drinker	TRUE	17.718	13.863	4.097	3.408
hsa-miR-1204-3p:Novel	1.50868769875052	-0.181890417268473	0.292765348025437	-0.62128396852714	0.534412799854683	NA	c.drinker_vs_c.no_drinker	NA	1.4	1.733	0.447	1.057
hsa-miR-1205	0.882830958639656	-0.0200244758532858	0.363430823727209	-0.0550984521563755	0.956060029273582	NA	c.drinker_vs_c.no_drinker	NA	0.902	0.844	0	0
hsa-miR-1205-3p:Novel	1.68878103784289	-0.350979328724444	0.261831688146786	-1.34047689646977	0.180090350599982	0.420276281661899	c.drinker_vs_c.no_drinker	FALSE	1.524	2.026	0.883	1.229
hsa-miR-1206	0.114523125028996	-0.377662457197293	1.32742076636151	-0.284508474454919	0.776020740586578	NA	c.drinker_vs_c.no_drinker	NA	0.112	0.119	0	0
hsa-miR-1206-3p:Novel	1.13266560814797	-0.41713821910313	0.296165347502332	-1.40846396319153	0.158993730594968	NA	c.drinker_vs_c.no_drinker	NA	1.051	1.301	0.435	0.412
hsa-miR-1207-3p	0.194820380318431	-0.346020077395902	0.607440080631659	-0.569636559108983	0.568924226907068	NA	c.drinker_vs_c.no_drinker	NA	0.169	0.249	0	0
hsa-miR-1207-5p	4.28651616977986	-0.203356559292486	0.197519478207383	-1.02955192641292	0.303220392190538	0.55834649477013	c.drinker_vs_c.no_drinker	FALSE	3.646	5.601	2.446	4.339
hsa-miR-1208	2.95263873887162	-0.584592934527886	0.268712670058447	-2.17553170976542	0.0295902945371415	0.166202704224364	c.drinker_vs_c.no_drinker	FALSE	2.59	3.697	1.496	1.68
hsa-miR-1208-3p:Novel	8.47212290866392	-0.0559253556276811	0.207579815656312	-0.269416154219331	0.787609456326822	0.898354271067878	c.drinker_vs_c.no_drinker	FALSE	8.107	9.221	5.136	6.303
hsa-miR-12113	0.719477369097574	-0.460876148169043	0.297821443953567	-1.54749148365857	0.121744776489578	NA	c.drinker_vs_c.no_drinker	NA	0.538	1.093	0	0.46
hsa-miR-12113-3p:Novel	1.84957392306331	-0.14945879588027	0.255139631246155	-0.585792160748537	0.558015192383604	0.770918341963145	c.drinker_vs_c.no_drinker	FALSE	1.332	2.912	0.635	1.186
hsa-miR-12114	1.60499771737301	-0.300069032635808	0.323169115254182	-0.928520141535787	0.353137824846581	0.604088685189195	c.drinker_vs_c.no_drinker	FALSE	1.418	1.989	0.382	0.696
hsa-miR-12114-3p:Novel	15.6517746874132	0.448667221677079	0.272588907180091	1.6459482020692	0.0997744237601046	0.320115842348761	c.drinker_vs_c.no_drinker	FALSE	12.89	21.321	1.316	3.875
hsa-miR-12115	2.16586878114279	-0.552683361571025	0.294646906289585	-1.8757480556332	0.0606898837564947	0.23717056008816	c.drinker_vs_c.no_drinker	FALSE	1.792	2.933	1.171	1.161
hsa-miR-12115-3p:Novel	6.83174528964918	0.0993377374326374	0.217880049786273	0.455928560371092	0.648441351057952	0.824419209931944	c.drinker_vs_c.no_drinker	FALSE	5.673	9.209	2.129	3.391
hsa-miR-12116	3.12194815440159	-0.308134902464846	0.243581993924841	-1.26501510846456	0.205865911954727	0.450003117040976	c.drinker_vs_c.no_drinker	FALSE	3.08	3.207	2.081	1.95
hsa-miR-12116-3p:Novel	2.26779252765484	-0.124887035827205	0.239352911409949	-0.521769445341344	0.601830866032854	0.794030859007588	c.drinker_vs_c.no_drinker	FALSE	2.071	2.672	1.619	1.884
hsa-miR-12117	2.52755597671571	-0.163912189418642	0.311521216997281	-0.526167016804101	0.598772168576516	0.793419467958974	c.drinker_vs_c.no_drinker	FALSE	2.112	3.381	0.815	1.283
hsa-miR-12117-3p:Novel	20.6960407091414	-0.128574611445529	0.270517535886958	-0.475291226588936	0.634579411594319	0.815615580067172	c.drinker_vs_c.no_drinker	FALSE	18.344	25.524	8.134	6.548
hsa-miR-12118	20.7067527826476	-0.765010999555295	0.375394001523158	-2.03788818268611	0.0415611166796457	0.201679795225491	c.drinker_vs_c.no_drinker	FALSE	21.469	19.141	2.978	3.124
hsa-miR-12118-3p:Novel	63.3521739521201	0.215057039969809	0.156303167617076	1.37589687559419	0.168853562682376	0.406007442854253	c.drinker_vs_c.no_drinker	FALSE	65.347	59.257	50.924	52.594
hsa-miR-12119	11.9011519651917	0.288316149940723	0.246574576195628	1.16928579738074	0.242288503413768	0.49807627022619	c.drinker_vs_c.no_drinker	FALSE	11.772	12.166	5.683	6.314
hsa-miR-12119-3p:Novel	10.4524320565628	-0.0466662681519415	0.2002564979516	-0.233032478992118	0.815736185351704	0.912338963984859	c.drinker_vs_c.no_drinker	FALSE	8.55	14.357	1.98	2.823
hsa-miR-12120	2.42414733849936	-0.139973519145947	0.284394160413085	-0.492181410977757	0.62259110436729	0.805295332658674	c.drinker_vs_c.no_drinker	FALSE	1.89	3.521	0.509	1.216
