miRNA	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	size	sig	male	female	male_mean	female_mean
hsa-miR-151a-3p	132.009595073615	-0.284590428286795	0.140241941832294	-2.02928185797026	0.0424295900734398	0.295909487639408	M_F	99_133	FALSE	26.484570969159	32.3388881636972	126.02830219085	154.595463609166
hsa-miR-3164	9.474764022683	-0.53215844493511	0.261616046749828	-2.03412004556429	0.0419394933409604	0.295909487639408	M_F	99_133	FALSE	1.39517746393075	0.860338744186342	9.56119497075358	3.25491843482513
hsa-miR-345-3p	10.6657510900653	-0.427202356795272	0.21028005022732	-2.03158766765298	0.0421954162108039	0.295909487639408	M_F	99_133	FALSE	11.6045223807091	15.5771544102815	19.8252401537478	26.5689609138726
hsa-miR-3605-3p	1.4711990297541	-0.631527728375403	0.311551925596804	-2.02703843722249	0.042658481920323	0.295909487639408	M_F	99_133	FALSE	0	0	0.333143127181537	0.139557375775903
hsa-miR-4488-3p:Novel	175.426580904601	-0.486685070700592	0.239867943312901	-2.02897087446873	0.0424612569621846	0.295909487639408	M_F	99_133	FALSE	5.10627855978842	3.78022683994481	17.3705365014014	9.27917124973131
hsa-miR-454-3p	3.32095184655159	-0.528503933281455	0.259572295254052	-2.03605678627679	0.0417446533812522	0.295909487639408	M_F	99_133	FALSE	16.8046753024909	12.9439665001428	24.2037308035115	19.2911209965321
hsa-miR-4654-3p:Novel	4.22521377411345	-0.40815129582316	0.200787525628551	-2.03275225662288	0.0420775588678677	0.295909487639408	M_F	99_133	FALSE	1.55274068139614	2.01277458645326	3.18092063524038	3.12728858800824
hsa-miR-5188	1.89857950587138	0.531228637376112	0.262146489474883	2.02645718598116	0.0427179558724726	0.295909487639408	M_F	99_133	FALSE	8.36524150991151	8.76683171037233	17.7696960216904	20.3624477452457
hsa-miR-6765-3p	2.57806450230538	-0.559092248347709	0.275782761375679	-2.02729222652934	0.0426325360245898	0.295909487639408	M_F	99_133	FALSE	3.76854458520756	4.05045204316656	13.4186564986934	16.530053880413
hsa-miR-6774-5p	8.11211774543576	0.737554007609915	0.362597054113809	2.03408714781896	0.0419428095558894	0.295909487639408	M_F	99_133	FALSE	3.09771198326487	3.51320379718496	3.5641000434029	4.3362138374429
hsa-miR-10226-3p:Novel	10.3985557476518	-0.456166708915543	0.226147345657467	-2.01712165840086	0.0436828189439329	0.296667547313799	M_F	99_133	FALSE	1.20823507271654	0.878903583341618	2.49296998570767	2.6522898121041
hsa-miR-126-5p	3.33387943077165	-0.599597408915288	0.297543666749767	-2.01515769253306	0.0438881288663708	0.296667547313799	M_F	99_133	FALSE	3.51500043824432	3.34709835074742	4.40546022165307	4.80141647935578
hsa-miR-1261-3p:Novel	6.22645769962378	-0.39575599784503	0.196206311610374	-2.01704009721625	0.0436913290506649	0.296667547313799	M_F	99_133	FALSE	0	0	0.527726501157192	0.84591501451582
hsa-miR-185-5p	35.5707734203263	-0.690204120323303	0.342972183239652	-2.01242011466867	0.044175669891061	0.296667547313799	M_F	99_133	FALSE	1.85010228479038	1.64844606363454	3.79329065907264	3.51142999844803
hsa-miR-3175-3p:Novel	5.52454363906836	-0.438460936406937	0.216734485331166	-2.02303263247183	0.0430697832210258	0.296667547313799	M_F	99_133	FALSE	0	0	0.445575684495704	0.971352967053576
hsa-miR-3663-3p	8.64462336937887	-0.480858919922247	0.239131812561924	-2.01085298844429	0.0443409872380957	0.296667547313799	M_F	99_133	FALSE	0	0	0.865909949910904	0.79916850601586
hsa-miR-4456-3p:Novel	1.92520571719472	0.52715737758025	0.262267599115812	2.00999810635194	0.0444313892800305	0.296667547313799	M_F	99_133	FALSE	0	0	0.934296028410785	1.23037624068357
hsa-miR-4497-3p:Novel	56.051952062796	-0.400336121824716	0.19825495735534	-2.01929942718747	0.0434561073957925	0.296667547313799	M_F	99_133	FALSE	0	0.698039684885189	7.05686596328338	3.57669803584055
hsa-miR-4683	32.2345982896494	-0.368910850723248	0.183061776436732	-2.015225995858	0.0438809748923444	0.296667547313799	M_F	99_133	FALSE	0	0	0.880006904982834	1.04430929307336
hsa-miR-548k-3p:Novel	4.00047556621194	-0.65518081872938	0.326096104877594	-2.00916481040248	0.0445196582629747	0.296667547313799	M_F	99_133	FALSE	0.312244804575953	0.87361872915729	1.05970344845714	1.71799744635889
hsa-miR-6072	6.35596917486152	-0.383773486280456	0.190785558605279	-2.01154368855797	0.04426806052037	0.296667547313799	M_F	99_133	FALSE	1.74325886996708	1.93880662680035	2.82292514566083	4.6144384302591
hsa-miR-6836-3p	1.81620464447049	-0.666488103046693	0.330069989001125	-2.01923266354404	0.0434630428714501	0.296667547313799	M_F	99_133	FALSE	2.01838339727859	2.20707262307964	3.00654194129574	3.93275496937876
hsa-miR-6863	1.40613048694905	-0.650545639202476	0.321607278693315	-2.02279513649576	0.0430942733232006	0.296667547313799	M_F	99_133	FALSE	0.577010169904181	0.908920273117935	2.04685188002562	2.43148101405192
hsa-miR-6840-5p	1.56242379440148	-0.700943553121052	0.350283806446676	-2.00107324466841	0.0453844971751547	0.301548889394104	M_F	99_133	FALSE	72.3690399460759	79.9007963839479	94.9775148476223	112.157237125516
hsa-miR-1258	4.9682687558668	-0.434355331721776	0.219537072450263	-1.97850562036706	0.0478716951752688	0.302266653342015	M_F	99_133	FALSE	0	0	0.472366368049049	0.597789152766331
hsa-miR-136-5p	1.91443091447456	-0.567918901437238	0.284807589301429	-1.99404412933735	0.0461472321190917	0.302266653342015	M_F	99_133	FALSE	1.26079755194288	1.71785213455036	8.52535281011233	8.43625638126512
hsa-miR-142-3p	5.21868146672655	-0.72490240208293	0.365734993131063	-1.98204277878097	0.0474744529660421	0.302266653342015	M_F	99_133	FALSE	0	0	1.31265134924513	0.734543149302961
hsa-miR-3978	2.08171184738141	-0.564040449935249	0.282227294019605	-1.99853260789181	0.0456589484143168	0.302266653342015	M_F	99_133	FALSE	0	0	0.170865658026453	0.318111053579036
hsa-miR-4256	2.13408761778091	-0.714565936614482	0.360491918549283	-1.98219682563229	0.0474572158325514	0.302266653342015	M_F	99_133	FALSE	0	0	0.17837641548239	0.349678026123945
hsa-miR-4300	6.30107837389152	-0.455659488650372	0.228542725862632	-1.99376062804227	0.0461782201800772	0.302266653342015	M_F	99_133	FALSE	0.906771436574314	1.02710961240068	2.35412856748655	2.628672368412
hsa-miR-4441-5p:Novel	14.6062857077084	-0.462648509835186	0.232924462372521	-1.9862598591953	0.0470044773005274	0.302266653342015	M_F	99_133	FALSE	0.945426206079722	1.25738891981212	2.35044823837338	2.75239506583745
hsa-miR-4701-3p	7.42824535113344	-0.376885427828488	0.188824440388518	-1.99595681074454	0.0459386240803399	0.302266653342015	M_F	99_133	FALSE	1.00919169863929	1.67651855974949	5.26418061635004	7.35012015184703
hsa-miR-4712-5p	1.63722811890243	-0.611160023795989	0.308557231845285	-1.98070231619926	0.0476246668729092	0.302266653342015	M_F	99_133	FALSE	1.65635814340217	2.34349154898124	2.52848190236953	6.08091167861329
hsa-miR-4796-3p	2.76988803534625	-0.585709928889927	0.295071998489037	-1.98497292826547	0.0471474835250556	0.302266653342015	M_F	99_133	FALSE	0.597093340121529	1.12615296311614	2.21453499444486	2.46663409431203
hsa-miR-5091-3p:Novel	20.6408271372861	-0.347621102113617	0.17469064894523	-1.98992392673866	0.0465993161982275	0.302266653342015	M_F	99_133	FALSE	0.729468365684061	0.930413800543251	2.02498536695481	4.8709126144207
hsa-miR-598-3p	1.51178433682195	-0.655530291529099	0.331016188688179	-1.98035719680954	0.0476634059958457	0.302266653342015	M_F	99_133	FALSE	0	0	0.922751470281826	1.30171328890021
hsa-miR-6769b-5p	5.21292728949478	0.513034910364474	0.258145429929205	1.98738715035618	0.0468795105364071	0.302266653342015	M_F	99_133	FALSE	0.41292215344142	0.343570426910072	3.02430522564345	3.42732648549609
hsa-miR-6794-5p	10.7517112312427	-0.390472091719908	0.197284160603632	-1.97923690642563	0.0477893394743642	0.302266653342015	M_F	99_133	FALSE	27.2971290524223	27.2779014086923	57.1571228543067	50.9318791272005
hsa-miR-6801-5p	3.67963463233442	-0.509874953930715	0.25771657128764	-1.97843294043222	0.0478798867294723	0.302266653342015	M_F	99_133	FALSE	2.22012274174846	2.78924824857046	3.05561741588559	4.04560445884649
hsa-miR-7106-5p	2.32945775524019	-0.426280596527001	0.213824106296396	-1.99360401364711	0.0461953464023397	0.302266653342015	M_F	99_133	FALSE	11.5943220637893	9.2776937587503	14.4346195598762	17.9055860275195
hsa-miR-758-3p	1.6662565354737	-0.706923327874356	0.356393932550995	-1.98354478936929	0.0473066092626177	0.302266653342015	M_F	99_133	FALSE	0	0.343570426910072	1.40353785129618	1.31267821164351
hsa-miR-7977-3p:Novel	4.82448258181078	-0.653123820886449	0.32878822712488	-1.98645744282803	0.0469825537755872	0.302266653342015	M_F	99_133	FALSE	0	0	0.666364722231048	0.980439791944874
hsa-miR-1237-5p	4.75207619241402	-0.393040695216407	0.199138202183842	-1.97370816300509	0.0484149364456718	0.304330117859271	M_F	99_133	FALSE	0	0.370959487290253	1.14353353491157	1.26136085357515
hsa-miR-6089-5p:Novel	10.7798128911403	0.474266686949287	0.240355198672428	1.97319088402847	0.0484738186849124	0.304330117859271	M_F	99_133	FALSE	3.51498996074278	3.57942170447723	4.95414941132528	5.00837187024717
hsa-miR-124-5p	33.5071692895186	-0.386928632520458	0.1980592074755	-1.95360083205585	0.05074844216312	0.310068899972521	M_F	99_133	FALSE	0	0	0.857869699123398	2.25558970317065
hsa-miR-1539-5p:Novel	8.25958137575684	-0.43685238552994	0.223350061755493	-1.95590895339968	0.0504758804305993	0.310068899972521	M_F	99_133	FALSE	0	0	0.758690624434739	1.54140876786153
hsa-miR-223-3p	13.3582869473876	-0.528083006962832	0.270284515809665	-1.95380414368505	0.0507243840600011	0.310068899972521	M_F	99_133	FALSE	0	0.264729983678188	1.03573897629611	1.70900068657029
hsa-miR-379-5p	11.7410514469003	-0.495352195095763	0.253549661642594	-1.95366932019028	0.0507403368146159	0.310068899972521	M_F	99_133	FALSE	0	0	0.366869438822465	0.324452956855576
hsa-miR-4323-5p:Novel	3.06593732627551	-0.463341897662459	0.236318146159514	-1.96066999167175	0.0499175318054448	0.310068899972521	M_F	99_133	FALSE	0	0	1.74168542320911	3.74862232975771
hsa-miR-4478	3.76956217153387	-0.491702255140896	0.250873478456535	-1.95996108542851	0.0500003388785164	0.310068899972521	M_F	99_133	FALSE	0	0	0.924904205028127	0.727750070041148
hsa-miR-4496-5p:Novel	10.4041130060148	-0.286746002864233	0.146616215153419	-1.95575914003907	0.050493534308982	0.310068899972521	M_F	99_133	FALSE	0.706455015589437	0.87361872915729	1.51211578163258	2.26346899050791
hsa-miR-632	39.8560343474922	0.407043052344342	0.207422823893722	1.9623831394413	0.0497178942459319	0.310068899972521	M_F	99_133	FALSE	0	0	0.655064193248962	0.905133532600059
hsa-miR-6815-5p	8.305001441886	-0.486064329868488	0.248391140192482	-1.95685051202644	0.0503650463251137	0.310068899972521	M_F	99_133	FALSE	0	0.912369506881989	1.03341154425427	1.69685775747466
hsa-miR-8087	1.49518694607882	-0.56909741206645	0.290989989121181	-1.95572849012841	0.0504971467056884	0.310068899972521	M_F	99_133	FALSE	13.5832654374757	15.7802970786702	32.143268965425	27.0686767330284
hsa-miR-1243-3p:Novel	5.25249290356312	-0.40629393586701	0.208184976423918	-1.95160065267962	0.0509856357026338	0.310685197236103	M_F	99_133	FALSE	0.847932749908562	0.892687344837432	5.97753774816479	7.19636304916874
hsa-miR-607-5p:Novel	23.4525139821963	-0.412118003692885	0.211403048966107	-1.94944209985807	0.051242651013454	0.311418671092431	M_F	99_133	FALSE	1.01126501140292	0.87361872915729	1.74288228838257	1.85771406723458
hsa-miR-6085-5p:Novel	13.0636953282061	-0.350317777997923	0.180283805939494	-1.94314611993211	0.0519985059484327	0.315171795362974	M_F	99_133	FALSE	5.78602976636412	4.8057183488931	10.5378283817885	11.3385346212725
hsa-miR-3188	9.09781790210705	-0.34917269568922	0.179932608925904	-1.94057485062649	0.0523098670346798	0.31537094776544	M_F	99_133	FALSE	7.29468365684061	5.34266739029138	12.1014988742001	20.0001558483182
hsa-miR-4668-5p	1.66998566396566	-0.600831832661372	0.309522995262787	-1.94115410440269	0.0522395881138148	0.31537094776544	M_F	99_133	FALSE	5.2282759436947	5.84526458757692	9.93266741401629	8.85058819181981
hsa-miR-8088	5.24488504034475	-0.40538430914201	0.209020188952473	-1.93945049601972	0.0524465068903474	0.31537094776544	M_F	99_133	FALSE	0	0	0.462908609345337	0.362548679400154
hsa-miR-211-3p	4.51615130138354	-0.509872714641505	0.263496936700848	-1.93502331004467	0.0529874352929686	0.316562086323687	M_F	99_133	FALSE	5.09372453905339	4.76629244105868	12.770153639967	9.93973951846167
hsa-miR-3171	5.8323831574861	-0.67329743234693	0.348023498548154	-1.93463210144062	0.0530354578323583	0.316562086323687	M_F	99_133	FALSE	0	0	0.157884623908263	0.430061304697621
hsa-miR-4308	2.22131875866322	-0.51887817974189	0.268234269818003	-1.93442165348204	0.0530613062639966	0.316562086323687	M_F	99_133	FALSE	1.66532999513601	2.04565931082573	2.52655000227	3.25201236791191
hsa-miR-1183	3.59307132714674	-0.433840831920475	0.225007665555239	-1.92811578596627	0.0538407258848688	0.318709128030171	M_F	99_133	FALSE	0.694872790609934	1.00435352099196	1.21643696780594	1.76417126100951
hsa-miR-3916-3p:Novel	58.2718740934541	0.303271850049254	0.157235682939996	1.92877242861588	0.0537591200865775	0.318709128030171	M_F	99_133	FALSE	0.333065999027202	0	0.824813029155971	0.9318716770038
hsa-miR-6880-5p	15.0357987340453	-0.400040410664125	0.207429670966604	-1.92855924998566	0.0537856020306886	0.318709128030171	M_F	99_133	FALSE	1.66375158133837	2.00002333994919	3.43151735430069	3.86916517449026
hsa-miR-3190-3p	30.7439179225273	-0.315555838155432	0.164271930156894	-1.92093584006744	0.0547397966795245	0.320059785857596	M_F	99_133	FALSE	0	0.416138627052813	0.801111912933851	1.19627829408105
hsa-miR-3911-3p:Novel	29.4179777121223	-0.354172890062252	0.184137150263862	-1.92341898174668	0.0544274523549265	0.320059785857596	M_F	99_133	FALSE	0	0	0.517512390345467	0.993377281347637
hsa-miR-4644	10.9283205956244	-0.354928730782494	0.184752972663825	-1.92109889039955	0.0547192414840384	0.320059785857596	M_F	99_133	FALSE	0	0	0.155100559515057	0.228761503223528
hsa-miR-6754-5p	7.73552702059749	-0.431788118481293	0.224450392896904	-1.92375746332342	0.0543849915038611	0.320059785857596	M_F	99_133	FALSE	0.729468365684061	0.841961128815066	1.43080731732834	2.27442141159843
hsa-miR-6881-5p	2.07698379947234	-0.482110432963132	0.251009277897346	-1.92068770127413	0.0547710910418878	0.320059785857596	M_F	99_133	FALSE	21.7372673050895	22.0829878153229	43.1978006661687	112.533968031293
hsa-miR-3195-3p:Novel	13.3825633126519	-0.370954618371422	0.193935882368061	-1.91276938461242	0.0557775821379023	0.323747547685114	M_F	99_133	FALSE	2.3635655151993	2.78924824857046	6.67336072876469	6.20758747360025
hsa-miR-323b-5p	7.64200359231362	-0.45609514018548	0.23849692842638	-1.91237322507602	0.0558283397280605	0.323747547685114	M_F	99_133	FALSE	0	0	0.142195152276904	0.330040123143254
hsa-miR-5690-3p:Novel	3.13654243808658	-0.673029529396986	0.351585079000574	-1.91427216226058	0.0555853894478578	0.323747547685114	M_F	99_133	FALSE	0	0	0.307824638895266	0.388892618237799
hsa-let-7c-5p	23.6780984884947	-0.546299653697023	0.286605273992071	-1.90610467870224	0.0566366258110716	0.324176048881995	M_F	99_133	FALSE	4.71555508029978	4.22157997991666	6.81671107032121	5.70844422324962
hsa-miR-3198	2.66743435150784	-0.388351891457492	0.204190068453791	-1.90191371401287	0.0571824360028793	0.324176048881995	M_F	99_133	FALSE	0.231624263536645	1.19488642577437	1.59177861843104	8.60797133801506
hsa-miR-3663-5p	8.89987690590051	-0.332085815925123	0.174084783743949	-1.90760966457338	0.0564416850839625	0.324176048881995	M_F	99_133	FALSE	0	0	1.9856728806558	4.25735173030216
hsa-miR-4313	19.7032201670545	0.359214927010033	0.188641750584156	1.9042175228849	0.0568818605190334	0.324176048881995	M_F	99_133	FALSE	0.597093340121529	0.87361872915729	4.48591469123331	17.6671304662031
hsa-miR-4316	7.60442566110009	-0.388142593627756	0.203372139952211	-1.90853375353656	0.0563222648959646	0.324176048881995	M_F	99_133	FALSE	0	0	0.302518352242962	1.5703907994064
hsa-miR-6083	59.9374884393656	-0.336255326606414	0.176524456120169	-1.90486538804294	0.0567975714490206	0.324176048881995	M_F	99_133	FALSE	4.28089437374607	4.66979085510898	7.33501231420185	15.9157396404423
hsa-miR-660-5p	2.06927079866449	-0.67272134405625	0.3536751637962	-1.90208816710662	0.057159629156663	0.324176048881995	M_F	99_133	FALSE	0.560819607857983	0.794189951034565	1.34918439112563	2.32647433390941
hsa-miR-6850-5p	4.18914753642091	-0.4329095681544	0.227434226724981	-1.90344951324272	0.0569819155123099	0.324176048881995	M_F	99_133	FALSE	0.337088337134305	0.419129639937372	2.05313753508367	7.57498860381411
hsa-miR-6873-5p	3.55945680537044	0.628429586573581	0.330019790896209	1.90421787998533	0.0568818140306172	0.324176048881995	M_F	99_133	FALSE	0.370020456958077	0.499138694257841	3.86987277163517	22.5430005995501
hsa-miR-6771-3p	1.3669050931235	0.659784271499439	0.347135736820406	1.90065211246396	0.0573475948508997	0.324305629442185	M_F	99_133	FALSE	20.3229101603245	20.9638251588293	41.3430928564702	96.5702091852671
hsa-miR-3142	1.86383343373205	-0.586354199426256	0.309301673579127	-1.89573561837276	0.057995012929589	0.325543434646634	M_F	99_133	FALSE	0	0.0975224366766557	0.725721967678576	0.907217561604444
hsa-miR-4520-3p	16.4540123033929	-0.31257243343293	0.164732654372606	-1.89745278265187	0.0577682049578409	0.325543434646634	M_F	99_133	FALSE	0.885614916840024	1.276072339263	8.62151011630132	31.7455508743449
hsa-miR-6724-5p	25.5871620008065	-0.379583823021694	0.200128212681929	-1.89670320808281	0.0578671200722657	0.325543434646634	M_F	99_133	FALSE	0	0.398592990087618	1.66093572936067	11.0188518987345
hsa-miR-595-5p:Novel	54.5189149350479	-0.395155880047958	0.208586079876056	-1.89444990903882	0.0581653171535107	0.325692538560764	M_F	99_133	FALSE	0.67417667426861	1.00638729322663	2.23362370487776	3.09219871744826
hsa-miR-6821-5p	8.13825934109167	-0.442029560676833	0.233460602778545	-1.89337967698187	0.0583073961091671	0.325692538560764	M_F	99_133	FALSE	0	0	0.29375091879373	0.752288502427784
hsa-miR-2467-5p	2.33323794827362	0.50671382933606	0.267998244605474	1.89073562807102	0.0586596439489793	0.326061776974936	M_F	99_133	FALSE	0	0	0.120607155125152	0.254675434079892
hsa-miR-26a-5p	1.79481629568318	-0.442963686132105	0.234248260620794	-1.89100096179234	0.0586242158394347	0.326061776974936	M_F	99_133	FALSE	0	0	0.293549932349209	0.500806918974947
hsa-miR-4436b-5p	14.1955175451126	-0.368272512247679	0.19489120734836	-1.88963123200016	0.0588072971076399	0.326087177879103	M_F	99_133	FALSE	0	0	0.688472591598351	1.49966527168504
hsa-let-7a-3p	534.428735832435	-0.516315020859706	0.274497961534963	-1.88094300581515	0.0599796722389412	0.326765843156018	M_F	99_133	FALSE	12.1937460961947	10.4819125794147	25.8865020664944	30.2696452820843
hsa-miR-10400-3p	3.95250326976431	-0.55012385333242	0.29428260354331	-1.86937265984687	0.0615709855811752	0.326765843156018	M_F	99_133	FALSE	0	0	0.44048261187703	0.61051164515859
hsa-miR-12125	5.35567071516905	0.446916016197902	0.240045982732198	1.86179335771886	0.0626322231351752	0.326765843156018	M_F	99_133	FALSE	2.79035492786149	4.02985845705737	6.11253204361966	29.9408067824727
hsa-miR-1256-3p:Novel	3.28575030448997	0.405498241735591	0.21728341259363	1.86621811989839	0.0620108549605182	0.326765843156018	M_F	99_133	FALSE	3.06125358081804	2.09732791674457	11.9998248241222	12.8800303612321
hsa-miR-1304-5p	3.65648676313137	-0.520971920136249	0.278445332803619	-1.87100252279567	0.0613447313417474	0.326765843156018	M_F	99_133	FALSE	3.49019727172211	3.08457925640154	8.76706450061604	43.0109995216672
hsa-miR-141-3p	12.2541361693311	-0.455862677840655	0.245008703654359	-1.86059789322323	0.0628009825811039	0.326765843156018	M_F	99_133	FALSE	1.20823507271654	1.27525787794721	2.63007733920808	2.42842565357718
hsa-miR-143-3p	73.0034655794443	-0.4063731482151	0.216574861411793	-1.87636342263393	0.0606053936066298	0.326765843156018	M_F	99_133	FALSE	2.79534988475208	2.44273654385524	3.86906827727153	4.45912191925349
hsa-miR-191-5p	46.5228878194762	-0.563421990115253	0.299879470950301	-1.87882814495371	0.0602679627048558	0.326765843156018	M_F	99_133	FALSE	0	0	0.410040147196066	0.473792647702197
hsa-miR-28-3p	8.75431362852246	-0.622052558916616	0.330069439376351	-1.88461118997248	0.0594823504334452	0.326765843156018	M_F	99_133	FALSE	4.33872992806906	4.39692577893944	7.81490017000774	12.3989017072551
hsa-miR-3127-5p	21.2126759013066	-0.367783922371732	0.196326553359096	-1.8733274540761	0.0610231810048352	0.326765843156018	M_F	99_133	FALSE	1.05108410002509	1.12615296311614	1.61549576287662	2.69090314682677
hsa-miR-3661	3.12602876578262	-0.4659785091091	0.248975217408911	-1.87158591107398	0.0612639140762274	0.326765843156018	M_F	99_133	FALSE	4.83051687621644	5.63076481558072	7.59620839770666	8.2406406869657
hsa-miR-3671	2.09917001115498	-0.642894817404433	0.344978878101684	-1.8635773324503	0.0623810833300774	0.326765843156018	M_F	99_133	FALSE	0	0.832277254105627	0.796468756139106	3.15532814343922
hsa-miR-378i	127.552532126944	-0.542537952915718	0.290252354978399	-1.86919397417497	0.0615958323279725	0.326765843156018	M_F	99_133	FALSE	0	0.197953459473891	1.31207957356848	1.31600914149
hsa-miR-4261-5p:Novel	7.07100699335607	-0.470470758131046	0.252173125367942	-1.86566573041671	0.0620881471126102	0.326765843156018	M_F	99_133	FALSE	13.4851473731793	16.8289287509822	62.7015949523271	405.280203043075
hsa-miR-4634-5p:Novel	10.9480554154655	-0.438053044266367	0.234600373628974	-1.86723080398481	0.0618693636590709	0.326765843156018	M_F	99_133	FALSE	1.73293576963026	2.08536069151727	5.6515730572731	5.52496454021811
hsa-miR-4697-5p	2.63902099272267	-0.458468678797239	0.246196792072227	-1.8622041129713	0.062574324919674	0.326765843156018	M_F	99_133	FALSE	0.282644249969521	0.499138694257841	2.40338663114367	8.76200444778807
hsa-miR-5087	2.03635156167472	0.619904340326925	0.33205459117261	1.86687477543319	0.0619190771592467	0.326765843156018	M_F	99_133	FALSE	0.999197997081605	1.14847321252266	2.16925939299433	2.82494926898749
hsa-miR-5685	6.2335610735734	-0.427174019545872	0.229446999794149	-1.8617546532712	0.0626376810234052	0.326765843156018	M_F	99_133	FALSE	23.584233138468	17.0309484183293	46.5854128514707	43.4228524171484
hsa-miR-5685-3p:Novel	7.89653820549817	-0.444726402050744	0.237600138029915	-1.87174302901605	0.0612421634738563	0.326765843156018	M_F	99_133	FALSE	0	0	0.477120577635261	1.23687509515798
hsa-miR-6509-5p	30.8735402926602	-0.401765559336484	0.213428869905418	-1.88243305375945	0.0597772415527621	0.326765843156018	M_F	99_133	FALSE	3.6744090647099	4.71657997527902	6.29530288657657	8.20990518036302
hsa-miR-6748-3p	7.14090363814329	-0.526169297778311	0.282794516026949	-1.86060644021884	0.0627997746992811	0.326765843156018	M_F	99_133	FALSE	3.66896895865891	3.68945064672213	5.00906475534365	10.8040414759552
hsa-miR-6819-5p	3.54419565606957	-0.393202215067254	0.21006283060153	-1.87183146081242	0.0612299242422783	0.326765843156018	M_F	99_133	FALSE	83.8974316122797	89.3636753010884	109.877167089396	148.484109137057
hsa-miR-6843-5p:Novel	4.99206776405765	-0.375285857717855	0.199752388143023	-1.87875529903127	0.0602779132370803	0.326765843156018	M_F	99_133	FALSE	0	0	0.403115925100782	1.26923330339801
hsa-miR-6870-5p	12.0937807027497	-0.418284386181997	0.22347831275528	-1.87170012617752	0.0612481020880495	0.326765843156018	M_F	99_133	FALSE	3.62470521814963	3.27940092848031	6.65364114535669	7.05235184189743
hsa-miR-744-5p	3.76626340784149	-0.627375228928147	0.333264485464272	-1.88251450812152	0.0597661919136382	0.326765843156018	M_F	99_133	FALSE	0	0.618579308417068	0.79267573305419	1.34820122491302
hsa-miR-759-3p:Novel	1.49822497203319	-0.551399786319197	0.293275219145946	-1.88014448655069	0.0600883889390593	0.326765843156018	M_F	99_133	FALSE	3.93481697288732	4.01741408396784	14.8092641344152	38.5191974880121
hsa-miR-8079-3p:Novel	53.1917910541754	0.488353839094466	0.261786604073779	1.86546535038452	0.0621162046408725	0.326765843156018	M_F	99_133	FALSE	2.35961835994014	3.27940092848031	3.79869618892876	7.28956042316536
hsa-miR-12114-3p:Novel	15.6517746874132	-0.467815342833306	0.252631307880759	-1.85177105228032	0.0640587061230167	0.332550777344772	M_F	99_133	FALSE	0.453385718287157	0.292562502833184	1.31043040277701	1.19736966031709
hsa-miR-1270-3p:Novel	11.1840691627966	-0.502441020653761	0.271806257863803	-1.84852631651154	0.064526240945125	0.333458737219818	M_F	99_133	FALSE	2.2931127879526	2.01277458645326	3.58804792806638	3.5844475484125
hsa-miR-4707-5p	6.77985053250019	-0.343046762876082	0.185497816339552	-1.84933046461387	0.0644101093400066	0.333458737219818	M_F	99_133	FALSE	6.80078577430736	8.39836641893593	12.1822824648699	17.2544792821705
hsa-miR-33a-5p	5.65755062561983	-0.536212941074252	0.290330617901252	-1.84690455643445	0.0647609742626247	0.333803136084344	M_F	99_133	FALSE	0	0	0.0835449031015964	0.191613850702256
hsa-miR-4716-3p	8.02150027143017	-0.351991991105606	0.190726415860383	-1.84553350681781	0.0649599689939551	0.333803136084344	M_F	99_133	FALSE	0	0	0.0792369812584661	0.0749262539473911
hsa-miR-6879-3p	2.56627052015294	-0.518580055252756	0.281067705516211	-1.84503607164803	0.0650322915407848	0.333803136084344	M_F	99_133	FALSE	6.68228676144063	7.02640759436992	11.0240676558938	14.3238951276072
hsa-miR-320e-5p:Novel	717.630449253951	0.230405562928298	0.125020429818965	1.84294329544327	0.0653372900534282	0.334615020296096	M_F	99_133	FALSE	1.13344872352104	1.65358824997869	2.48185280645344	3.0767438879473
hsa-miR-6752-5p	6.1664417787683	-0.338249058158197	0.183684621132983	-1.84146640078983	0.0655532399604821	0.334968237376544	M_F	99_133	FALSE	1.04473235823447	1.33903101725615	2.59650082507422	2.77062787094909
hsa-miR-147a	2.23200085798597	-0.501051405744358	0.274151818326946	-1.82764210283959	0.0676032826102379	0.336761274169627	M_F	99_133	FALSE	4.55670284964697	4.71175198611364	6.95689029250583	9.22925368584593
hsa-miR-2113	6.31081205811099	0.578883443681675	0.317075517245445	1.82569581123971	0.067896094495839	0.336761274169627	M_F	99_133	FALSE	0	0	0.510453137461887	0.449682861863442
hsa-miR-3085-5p	17.4164135278711	-0.38983826634237	0.212636507745962	-1.83335529009022	0.0667497519710087	0.336761274169627	M_F	99_133	FALSE	0	0	1.08666784379287	0.661689309248927
hsa-miR-3149-5p:Novel	6.6964789295857	0.770623111361176	0.420066188048817	1.83452782748517	0.0665756809547484	0.336761274169627	M_F	99_133	FALSE	0	0	0.0311858421619989	0.0278941104047889
hsa-miR-3679-5p	5.16775221764055	-0.458333168173898	0.250576646552043	-1.82911366434424	0.0673825823747648	0.336761274169627	M_F	99_133	FALSE	0.577645256543419	0.878903583341618	2.90033093043351	17.1378280831652
hsa-miR-3689b-3p, hsa-miR-3689c	5.18998145011634	0.432290089394333	0.235661684704451	1.83436730470835	0.0665994895237431	0.336761274169627	M_F	99_133	FALSE	0	0	0.71126226460873	0.863231060336794
