ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	abstemious.28.x	light.28.x	heavy.28.x	abstemious.28.y	light.28.y	heavy.28.y
hsa-miR-6128-5p:Novel	1.06527171348298	0.108895382410583	0.554017098972233	0.196555995496523	0.844175009250137	0.999665900789424	light.28_vs_abstemious.28	FALSE	0.948	1.105	0.979	0.228	0.369	0
hsa-miR-6129	10.0559457462106	0.230629942913447	0.364802593258307	0.632204779175307	0.527253074816967	0.999665900789424	light.28_vs_abstemious.28	FALSE	22.95	9.506	6.896	6.843	6.482	5.043
hsa-miR-6129-3p:Novel	5.08117390788206	-0.10112500752855	0.404177318305107	-0.250199610291372	0.802432986615822	0.999665900789424	light.28_vs_abstemious.28	FALSE	5.578	5.466	3.6	3.019	3.097	2.789
hsa-miR-613	2.28662157642157	0.462460212775639	0.635008374605819	0.728274194907604	0.466445755543613	0.999665900789424	light.28_vs_abstemious.28	FALSE	1.708	2.599	1.465	0.734	0.652	0.312
hsa-miR-613-5p:Novel	1.75677865455541	-0.0117062976407294	0.387519840217906	-0.0302082536835968	0.975900966049185	0.999665900789424	light.28_vs_abstemious.28	FALSE	2.22	1.626	2.014	1.99	1.197	1.052
hsa-miR-6130	33.0213658521612	-0.101229353711316	0.374700355047877	-0.270160816096322	0.787036536395214	0.999665900789424	light.28_vs_abstemious.28	FALSE	29.79	35.609	25.613	14.593	22.662	14.974
hsa-miR-6130-5p:Novel	6.12211588554492	-0.7115787303984	0.449755582501605	-1.5821454098257	0.113616379188652	0.999665900789424	light.28_vs_abstemious.28	FALSE	15.344	5.014	6.253	5.032	2.497	2.424
hsa-miR-6131	21.121555097181	0.130161198564599	0.394669874097859	0.329797653956038	0.741552860167019	0.999665900789424	light.28_vs_abstemious.28	FALSE	19.357	22.186	18.242	8.983	12.864	11.216
hsa-miR-6131-5p:Novel	104.914643858443	0.333274952915862	0.453052554148341	0.735620955812422	0.461961405803116	0.999665900789424	light.28_vs_abstemious.28	FALSE	697.734	49.253	61.341	28.638	16.678	15.121
hsa-miR-6132	14.5044809757215	0.322709438305396	0.350879490858978	0.91971587599885	0.357721254052447	0.999665900789424	light.28_vs_abstemious.28	FALSE	19.021	14.942	11.288	8.983	9.664	8.368
hsa-miR-6132-3p:Novel	5.28331979499074	-0.458580640018324	0.48864198402096	-0.938479817564456	0.347997884087993	0.999665900789424	light.28_vs_abstemious.28	FALSE	5.041	5.852	3.473	4.026	2.337	2.054
hsa-miR-6133	2.76584822176414	0.297608583610422	0.435993217467163	0.682599113214041	0.494860194603099	0.999665900789424	light.28_vs_abstemious.28	FALSE	3.076	2.691	2.896	1.303	1.768	1.652
hsa-miR-6133-5p:Novel	9.0550489860233	-0.672484361322779	0.323395818560072	-2.07944668028496	0.0375763137589769	0.921550114639976	light.28_vs_abstemious.28	FALSE	15.333	8.687	7.852	6.309	6.377	7.19
hsa-miR-6134	6.73200003068689	-0.550238118217116	0.377806351503334	-1.45640250892463	0.145281382407848	0.999665900789424	light.28_vs_abstemious.28	FALSE	12.667	5.614	8.172	7.119	3.714	3.816
