ID	Average_never	Average_former	Average__16	Average_16_	Median_never	Median_former	Median__16	Median_16_	log2FoldChange	pvalue	padj	comparison	treshold
hsa-miR-6742-3p	0.260716514485494	0.105022078873092	0.376580001631269	0.141599568181485	0	0	0	0	-0.155846335353867	0.774100574933305	NA	former_vs_never	NA
hsa-miR-6742-5p	1.94930487849476	1.70097355137373	1.36511464355843	2.89738105919563	1.18289127104596	0.768765344082535	0.787391004157056	0.774029058326347	-0.233587540227607	0.267828964784421	0.664226524440406	former_vs_never	FALSE
hsa-miR-6743-3p	15.8616941328685	24.3582864697542	21.7288116148249	28.3426203564215	8.17845616060702	11.8466435650013	11.3419877091584	17.111340719474	0.137976044198882	0.467357219979122	0.794252659855597	former_vs_never	FALSE
hsa-miR-6743-5p	5.56891167690423	3.95843942181944	3.39900443044745	10.5843380075024	2.31631535055577	2.10337591366565	1.3733778667889	1.12028521859309	-0.135905300350451	0.589350064762919	0.875155418536949	former_vs_never	FALSE
hsa-miR-6744-3p	0.907482107969179	0.794006320383007	0.730212746012745	0.350220451288428	0	0.326837896046269	0	0	-0.252350771000692	0.37508664285851	NA	former_vs_never	NA
hsa-miR-6744-5p	4.89500612871273	1.67952379684629	0.296284806502864	1.49641044162193	0.207928625779335	0	0	0	-0.201697182710188	0.547091593948947	NA	former_vs_never	NA
hsa-miR-6745	5.57384098524843	4.50984479257074	3.69703562392449	3.83400096356602	3.638588438575	3.34115194857017	3.45928952246335	2.93003322118595	-0.205742112197839	0.261873022133868	0.662976406381952	former_vs_never	FALSE
hsa-miR-6745-5p:Novel	40.9035104152998	23.65769250292	23.7803086354199	26.0564026198329	19.1582658832792	17.0934976093074	18.4906070334678	15.1902180834974	-0.489542679592459	0.0074163961861843	0.132065384672941	former_vs_never	FALSE
hsa-miR-6746-3p	0.296595966934582	0.190254890974267	0.202928173741664	0.0471571671760102	0	0	0	0	-0.321635002533191	0.473145009913628	NA	former_vs_never	NA
hsa-miR-6746-5p	68.2625476130917	69.6871140401506	66.1379700329439	48.1372202035319	21.1446386736193	7.5726464876493	24.5171503351581	3.84373442400456	0.363806421043402	0.0274342856857876	0.261203831146292	former_vs_never	FALSE
hsa-miR-6747-3p	1.88908306245818	1.75899630433234	2.44148037049384	2.03049872675692	0.897542505092966	0.86583817889646	1.17244946840062	0.976717136232582	0.0619645490755319	0.81058069534802	0.953547026765704	former_vs_never	FALSE
hsa-miR-6747-5p	7.50409445950067	8.65076968025243	5.45333722923015	7.50265705144985	3.82135610630855	3.02092566476949	3.7448040371656	3.62445256181857	0.301055744670379	0.0830816727800298	0.418778817156945	former_vs_never	FALSE
hsa-miR-6748-3p	10.4628978848479	5.17557073868469	5.01355072371925	1.41083152462227	4.50803366246709	1.75955963593274	2.1525873431943	0.191145272679053	-0.705230281602872	0.00398346677820667	0.0982397702770148	former_vs_never	FALSE
hsa-miR-6748-5p	4.13412577844355	2.43765056925813	2.20799988487453	4.20834177509264	1.65990080861519	1.43358127418331	1.67191143363774	2.6199577613552	-0.193462723077788	0.412180669623396	0.775373931880499	former_vs_never	FALSE
hsa-miR-6749-3p	0.615322342035026	0.386550229795839	0.532351574742048	0.213547479623729	0	0	0	0	-0.0277423653396049	0.945207347931673	NA	former_vs_never	NA
hsa-miR-6749-5p	15.1726479605231	15.4848839019518	11.9510925780585	9.59733723429811	8.3050145633506	6.57570735542838	5.86224734200311	4.05576432047233	-0.0730791145999296	0.725171081982872	0.92412827627048	former_vs_never	FALSE
hsa-miR-675-3p	33.7633160911808	2.78032503559754	4.97414577659042	1.91384712273287	0.362956180073226	0	0.634295195157604	0	-0.662876095943034	NA	NA	former_vs_never	NA
hsa-miR-675-5p	27.12539208872	6.84531991524314	11.3632181072074	16.5197352510981	3.44625533452223	3.62772247717678	5.54718211004035	4.05501541492192	-0.27891046723095	NA	NA	former_vs_never	NA
hsa-miR-6750-3p	0.376809397175795	0.354555274926629	0.524693458744012	0.799663777790807	0	0	0	0	-0.101921878661077	0.848202200987814	NA	former_vs_never	NA
hsa-miR-6750-5p	8.43283003467488	7.38833336021315	6.62280095432375	9.78187978682053	4.78708855597148	4.13341051505216	3.34382286727548	3.38726752641972	0.00948960398391999	0.964408946338665	0.992022779557319	former_vs_never	FALSE
hsa-miR-6751-3p	0.848041629144461	0.515924042127373	0.474465517895877	1.35088135680923	0	0	0	0	-0.467201202052091	0.125843261662986	NA	former_vs_never	NA
hsa-miR-6751-5p	3.72115859067936	2.91579455894451	1.96322063889529	3.84656789840569	2.16197536784154	1.87995832590412	1.52776170060021	1.31904924295182	-0.148118733447407	0.462157414486605	0.794252659855597	former_vs_never	FALSE
hsa-miR-6752-3p	1.43623399270159	1.57647980382348	1.98449293685899	2.18520429725926	0.177539960556142	0.10096444172833	0.7175291143981	0	0.129059162274444	0.6829433435176	0.90712660831686	former_vs_never	FALSE
hsa-miR-6752-5p	8.50505453782527	7.66839436060446	8.63046585811888	6.53993773970142	7.17842649599851	5.18766059447635	6.91541332644913	3.90684430232956	-0.0141498850815901	0.923656470565648	0.981736897520332	former_vs_never	FALSE
hsa-miR-6753-3p	0.707769709225921	0.711879594885733	0.593199214143736	0.709046799010039	0	0	0	0.0955726363395267	-0.229861971903694	0.507376509780705	NA	former_vs_never	NA
hsa-miR-6753-5p	1.16897572850782	1.2549862330347	1.01007233446167	0.456474698518754	0.547715846413583	0.340055835018476	0.321739038190265	0.285779954301928	0.229384296844657	0.367973363397144	NA	former_vs_never	NA
hsa-miR-6754-3p	0.501855687524442	0.732962694182525	0.631557999064777	0.428600218776673	0	0	0	0	0.25808823021681	0.503680100074465	NA	former_vs_never	NA
hsa-miR-6754-5p	9.41700886654825	8.84128177874068	10.3490443565991	6.47705126089869	5.82115778276998	5.27801927542082	5.79317328633877	5.26004412104472	0.082300787836305	0.653209558931005	0.905443902708469	former_vs_never	FALSE
hsa-miR-6755-3p	0.13778778537263	0.0790224615335129	0.131408834080096	0.164399668641849	0	0	0	0	-0.204330912477947	0.797790970754482	NA	former_vs_never	NA
hsa-miR-6755-5p	1.68482213836799	2.31344712084136	1.35411152282691	3.36997802454842	0.412837054888422	0	0	0.339423274928214	0.171571371791234	0.559398153795846	0.857853372791386	former_vs_never	FALSE
