ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averageabstemious.28	Averageheavy.28	Averagelight.28	Medianabstemious.28	Medianheavy.28	Medianlight.28
has-miR-548o	0.547419712096707	0.0256778466631929	1.09483824181554	0.0234535529382059	0.981288487667957	0.999995548916601	light.28_vs_heavy.28	FALSE	1.20037687898266	1.00603146702156	0.432439343024656	0	0	0
has-miR-548x	1.42652213207004	0.681543257997203	0.911509647141657	0.747708222435615	0.454636170481019	0.999995548916601	light.28_vs_heavy.28	FALSE	2.10335383147435	1.06764918180203	1.89439100171914	0	0	0.275884077884955
hsa-let-7a-2-3p	0.482209274524469	0.683612993702742	1.10288494297573	0.61984071689134	0.535362659004971	0.999995548916601	light.28_vs_heavy.28	FALSE	0.329590982228212	0.827017069823982	0.454188760132127	0	0	0
hsa-let-7a-3p	317.00347251487	0.985233453767361	0.545915885996972	1.80473490337818	0.0711161752416605	0.866842982707553	light.28_vs_heavy.28	FALSE	4236.50970629053	473.683705288238	407.263995638117	44.4134993683841	26.8798647909832	15.0692681448269
hsa-let-7a-5p	17.6439699956773	0.420863395452657	0.544918640871412	0.772341711011445	0.439912067129113	0.999995548916601	light.28_vs_heavy.28	FALSE	10.5852654502723	14.7586345731894	19.2489322524887	6.48239738112973	9.9608763058352	7.10878568106792
hsa-let-7b-3p	0.505538675299228	0.644166931836171	1.55722652801098	0.413662957989135	0.679120958589725	0.999995548916601	light.28_vs_heavy.28	FALSE	0.786546107368133	0.291752009251418	0.625859613364663	0	0	0
hsa-let-7b-5p	199.399532649692	0.615783560877615	0.58766138808962	1.04785438240109	0.29470570237979	0.999995548916601	light.28_vs_heavy.28	FALSE	2275.20531437432	463.082378410132	257.990899565523	25.3362465757159	21.816799737025	11.168634958163
hsa-let-7c-3p	4.7249905275718	-3.75820664747534e-06	0.673682066090268	-5.5786057498698e-06	0.999995548916601	0.999995548916601	light.28_vs_heavy.28	FALSE	9.0545127133878	4.54112465540405	4.9334620262783	0.523971304420287	1.2164687935485	0.248455420635024
hsa-let-7c-5p	15.8108760380756	1.38855741849917	0.611700691135674	2.26999484980342	0.0232078955282411	0.649491715682058	light.28_vs_heavy.28	FALSE	184.437246534493	22.5638790001594	17.9364767080508	4.54735461940635	2.57462036830016	2.63671075002485
hsa-let-7d-3p	2.77430868041043	1.02725982057349	0.66219890629531	1.55128589130496	0.120833186400904	0.94094490164074	light.28_vs_heavy.28	FALSE	21.4922571936763	6.53161457467542	3.43008051417033	0.905011703545244	0.659962922623427	1.46572583662453
hsa-let-7d-5p	34.7725808042191	0.980234604537586	0.59814744592431	1.6387842349186	0.101258203600288	0.894287179485399	light.28_vs_heavy.28	FALSE	486.285041117862	88.3409943658386	43.3178055132291	6.87225697252386	4.98451499160114	2.95860642633121
hsa-let-7e-3p	0.08332330472642	0.118021943398971	3.32062900580651	0.0355420443514153	0.971647520994631	0.999995548916601	light.28_vs_heavy.28	FALSE	0.183579681984403	0.12070608432656	0.0696824836500316	0	0	0
hsa-let-7e-5p	4.22887809481502	-0.30183943626133	0.543435098185132	-0.555428674499236	0.578601483876455	0.999995548916601	light.28_vs_heavy.28	FALSE	37.4975883288681	10.4473180830531	4.50911253775282	2.69461330129862	3.38868798515582	1.98624274090477
hsa-let-7f-1-3p	0.0789497411829645	0.48447701884325	4.76626059614778	0.101647194707485	0.919036717463828	0.999995548916601	light.28_vs_heavy.28	FALSE	0.0585607308657198	0.469104297208808	0.105729311248658	0	0	0
hsa-let-7f-2-3p	0.480033123319133	0.36219796890216	0.875358204451718	0.413771147697214	0.67904171599317	0.999995548916601	light.28_vs_heavy.28	FALSE	1.68751202012165	0.492508338972893	0.397946685248466	0	0	0
hsa-let-7f-5p	2.19057776032185	0.30557232152576	0.663874314038777	0.46028640521843	0.645310657940475	0.999995548916601	light.28_vs_heavy.28	FALSE	2.09324876967146	4.17115391246701	1.80957096190833	0.913118762673353	1.2164687935485	0.908920273117935
hsa-let-7g-3p	2.95924040264874	-0.00814457272150628	0.639398592233911	-0.0127378646441041	0.989836929295399	0.999995548916601	light.28_vs_heavy.28	FALSE	2.28848716169938	2.19373525029642	3.03423201476401	0.503193646613315	0.80265337684798	0.277161881536096
hsa-let-7g-5p	210.641036207227	1.11926945040988	0.663741979659774	1.68630203408801	0.0917376394710275	0.880720302157209	light.28_vs_heavy.28	FALSE	2652.9203016924	527.250204680182	278.938344758551	17.0798176670212	10.3337610677453	7.4650758813973
hsa-let-7i-3p	0.321038812264859	0.680815567790246	1.3380576289323	0.508808853273011	0.610886213170748	0.999995548916601	light.28_vs_heavy.28	FALSE	0.397009647753652	0.0844374237869891	0.327881287431334	0	0	0
hsa-let-7i-5p	252.294507858521	0.783847853411335	0.610321657044021	1.28431925094672	0.19903027368944	0.999995548916601	light.28_vs_heavy.28	FALSE	2828.31622373117	550.487136340941	332.229315507269	16.6954155302456	10.1986131159616	6.87140853820144
hsa-miR-1-2-5p:Novel	9.77731447266721	0.415195025525197	0.571442466975806	0.726573626427341	0.467487189338929	0.999995548916601	light.28_vs_heavy.28	FALSE	8.96628420673815	10.2293197986755	9.26933597063024	3.09357258478815	7.44435219091922	3.56177826019425
hsa-miR-1-3p	1.92911089471694	0.635874289313754	0.55318497434976	1.1494785990187	0.250358686406098	0.999995548916601	light.28_vs_heavy.28	FALSE	1.80996465024061	1.89633762042175	1.89816310655635	1.3240022859899	0	1.13183131793363
