miRNA	SC	SC.p	SC.fdr	PC	PC.p	PC.fdr	DC
hsa-miR-1285-3p	0.0289	0.661	0.937418181818182	-0.0012	0.9858	0.987	0.1143
hsa-miR-1287-5p	-0.0472	0.4743	0.880296585365854	-0.046	0.4858	0.814852682926829	0.0889
hsa-miR-1288-5p	0.0638	0.333	0.842168888888889	0.0104	0.875	0.944547945205479	0.1081
hsa-miR-1290-5p:Novel	0.0553	0.4016	0.858213698630137	0.0171	0.7953	0.902304	0.1895
hsa-miR-1291-3p:Novel	-0.192	0.0033	0.23712	-0.1196	0.069	0.53898	0.1968
hsa-miR-1293	-0.0397	0.5479	0.880296585365854	-0.0533	0.4187	0.814852682926829	0.1283
hsa-miR-1302	-0.1387	0.0347	0.509925	-0.0866	0.1885	0.78416	0.1284
hsa-miR-1306-3p	0.0232	0.7257	0.962962962962963	-0.0349	0.5972	0.846938181818182	0.0977
hsa-miR-1307-3p	0.0517	0.433	0.875169811320755	-0.0059	0.9286	0.972225503355705	0.1316
hsa-miR-1324	-0.0125	0.8501	0.968566423357664	0.0727	0.2702	0.813577142857143	0.1288
hsa-miR-137-3p	0.0254	0.7009	0.962962962962963	-0.0156	0.8136	0.909832258064516	0.1011
hsa-miR-143-3p	-0.0257	0.6972	0.962962962962963	-0.053	0.4214	0.814852682926829	0.1084
hsa-miR-1469-3p:Novel	-0.0732	0.2669	0.813577142857143	-0.0093	0.888	0.94558361774744	0.1122
hsa-miR-148a-3p	-0.064	0.3318	0.842168888888889	-0.0419	0.5249	0.814852682926829	0.1088
hsa-miR-149-3p	0.1085	0.0993	0.657	0.1976	0.0025	0.0737454545454545	0.2139
hsa-miR-151a-3p	-0.0722	0.2738	0.813577142857143	-0.047	0.4758	0.814852682926829	0.1136
hsa-miR-181b-5p	-0.0409	0.5358	0.880296585365854	-0.036	0.5856	0.84196866359447	0.1205
hsa-miR-181c-3p	0.0194	0.7686	0.968351291512915	0.0585	0.3752	0.814852682926829	0.0975
hsa-miR-182-5p	-0.0727	0.2698	0.813577142857143	-0.0334	0.6126	0.853264285714286	0.1193
hsa-miR-192-5p	-0.0646	0.327	0.842168888888889	-0.0451	0.4947	0.814852682926829	0.0992
hsa-miR-194-1-3p:Novel	-0.1004	0.1274	0.661623529411765	-0.045	0.4956	0.814852682926829	0.0912
hsa-miR-194-3p	-0.1224	0.0627	0.5486	-0.0428	0.5162	0.814852682926829	0.0916
hsa-miR-194-5p	-0.1561	0.0173	0.4732	-0.117	0.0753	0.559371428571429	0.1654
hsa-miR-197-5p	0.0518	0.4319	0.875169811320755	0.0365	0.5798	0.837488888888889	0.1053
hsa-miR-199a-3p, hsa-miR-199b-3p	-0.0989	0.1332	0.661623529411765	-0.002	0.9754	0.981692903225806	0.1513
hsa-miR-200a-3p	-0.0731	0.2676	0.813577142857143	-0.0226	0.7326	0.88000608365019	0.1205
hsa-miR-200b-3p	0.0212	0.7481	0.962962962962963	-0.0395	0.5493	0.820903349282297	0.1011
hsa-miR-200c-3p	-0.0384	0.561	0.880296585365854	-0.045	0.4951	0.814852682926829	0.1003
hsa-miR-21-5p	-0.0866	0.1888	0.74412	-0.0376	0.5685	0.833652336448598	0.1122
hsa-miR-2110	0.1114	0.0904	0.655925581395349	-0.0023	0.9716	0.981692903225806	0.1276
hsa-miR-2110-3p:Novel	0.1895	0.0038	0.23712	0.097	0.1409	0.7368	0.1986
hsa-miR-2114-5p	0.0812	0.2178	0.808971428571429	0.0069	0.917	0.963313131313131	0.09
hsa-miR-219a-5p	0.0736	0.2644	0.813577142857143	0.1931	0.0031	0.0806	0.2226
hsa-miR-2278-3p:Novel	0.0049	0.9408	0.984998657718121	-0.0287	0.664	0.859476543209877	0.0984
hsa-miR-2681-3p	-0.0375	0.5701	0.880296585365854	-0.0195	0.7673	0.888391111111111	0.0976
hsa-miR-2861	-0.0749	0.256	0.813577142857143	-0.0598	0.3648	0.814852682926829	0.1187
hsa-miR-2861-5p:Novel	0.0781	0.236	0.813577142857143	0.237	3e-04	0.026	0.2509
hsa-miR-300	0.0238	0.7185	0.962962962962963	0.0821	0.2129	0.787045161290323	0.1078
hsa-miR-3064-5p	0.0494	0.4536	0.879185185185185	-0.0195	0.768	0.888391111111111	0.1154
hsa-miR-3125	-0.0141	0.8305	0.968351291512915	0.0766	0.2452	0.788684536082474	0.135
hsa-miR-3127-5p	0.0093	0.8874	0.977087323943662	0.0497	0.4516	0.814852682926829	0.1125
hsa-miR-3136-5p	-0.0294	0.6564	0.935145205479452	0.0775	0.2394	0.788684536082474	0.1213
hsa-miR-3137	-0.139	0.0343	0.509925	-0.0794	0.2282	0.787045161290323	0.1624
hsa-miR-3137-3p:Novel	-0.1185	0.0716	0.56394	-0.1388	0.0346	0.4498	0.1606
hsa-miR-3138-5p:Novel	0.0369	0.5761	0.880296585365854	0.1005	0.1268	0.7368	0.1426
hsa-miR-3141-3p:Novel	-0.1023	0.1201	0.661623529411765	-0.0767	0.2449	0.788684536082474	0.1175
hsa-miR-3154	-0.0079	0.9043	0.984998657718121	-0.0022	0.9731	0.981692903225806	0.0858
hsa-miR-3154-5p:Novel	0.0166	0.8019	0.968351291512915	0.0637	0.3344	0.814852682926829	0.1094
hsa-miR-3155a	-0.0805	0.2218	0.813577142857143	-0.0427	0.5175	0.814852682926829	0.1356
hsa-miR-3155b	0.0107	0.8713	0.977087323943662	-0.0186	0.7776	0.893558823529412	0.0847
hsa-miR-3156-3p	0.1138	0.0837	0.621771428571429	0.1345	0.0407	0.453514285714286	0.2108
hsa-miR-3160-3p	0.0586	0.3746	0.847233802816902	-0.0292	0.6584	0.859476543209877	0.1132
hsa-miR-3168-3p:Novel	-0.1667	0.011	0.381333333333333	-0.1286	0.0504	0.471670588235294	0.1682
hsa-miR-3169	-0.0572	0.3856	0.847233802816902	-0.0399	0.5455	0.820903349282297	0.1065
hsa-miR-3170	0.0231	0.7267	0.962962962962963	0.065	0.3245	0.814852682926829	0.1776
hsa-miR-3176-5p:Novel	-0.0862	0.1908	0.74412	-0.114	0.0833	0.565669565217391	0.1513
hsa-miR-3180	-0.0382	0.5626	0.880296585365854	-0.012	0.8561	0.940504225352113	0.1119
hsa-miR-3180-3p	0.0064	0.9222	0.984998657718121	0.0233	0.7241	0.88000608365019	0.0826
hsa-miR-3180-4-3p:Novel, hsa-miR-3180-5-3p:Novel	-0.0563	0.3936	0.856386206896552	0.1253	0.0567	0.50544	0.1535
hsa-miR-3180-5p	-0.0903	0.1703	0.721816216216216	-0.0474	0.4724	0.814852682926829	0.1215
hsa-miR-3190-3p	-0.0375	0.5697	0.880296585365854	-0.0606	0.3582	0.814852682926829	0.1218
hsa-miR-3195	-0.0051	0.9379	0.984998657718121	0.1287	0.0502	0.471670588235294	0.1645
hsa-miR-320a-3p	0.0104	0.8752	0.977087323943662	0.0435	0.5097	0.814852682926829	0.1246
hsa-miR-320c	-0.0144	0.8268	0.968351291512915	0.0253	0.7013	0.88000608365019	0.0877
hsa-miR-320d-1-5p:Novel	-0.0441	0.504	0.880296585365854	0.0447	0.4978	0.814852682926829	0.1521
hsa-miR-320e-5p:Novel	0.0135	0.8378	0.968351291512915	-0.0421	0.5238	0.814852682926829	0.0971
hsa-miR-323a-5p	-0.0679	0.3033	0.829708474576271	-0.12	0.0682	0.53898	0.156
hsa-miR-3619-3p	-0.0144	0.8275	0.968351291512915	0.0231	0.7266	0.88000608365019	0.1807
hsa-miR-3621-3p:Novel	-0.0395	0.5492	0.880296585365854	-0.0153	0.8166	0.909925714285714	0.1014
hsa-miR-3622a-5p	-0.0843	0.2007	0.773066666666667	-0.1195	0.0691	0.53898	0.1627
hsa-miR-3648	0.108	0.1009	0.657	0.1353	0.0394	0.453514285714286	0.2121
hsa-miR-3648-3p:Novel	-0.0315	0.6327	0.9152	-0.0355	0.5909	0.845691743119266	0.1147
