ID	Average_NO	Average_YES	Median_NO	Median_YES	log2FoldChange	pvalue	padj	comparison	treshold
hsa-let-7g-3p	5.49969541572482	7.76402510521133	1.57657880113133	4.46355851297379	0.102009001944577	0.802327202512166	NA	NO_vs_YES	NA
hsa-let-7g-5p	76.4446428209666	652.609372835082	8.22259505045136	9.70442108164926	-1.44897223396474	0.00670724937018523	0.0998480969714141	NO_vs_YES	FALSE
hsa-let-7i-3p	0.424587201887298	0.473798472429453	0	0	-1.11562696334953	0.170491163112662	NA	NO_vs_YES	NA
hsa-let-7i-5p	79.2108301819583	739.02113003238	9.08188392227891	12.6029167221742	-1.43083719203038	0.00542283292007004	0.0998480969714141	NO_vs_YES	FALSE
hsa-miR-1-2-5p:Novel	8.62455527038805	11.7287653674542	4.29848572671217	4.24353214100625	-0.631502784755047	0.178737002126493	NA	NO_vs_YES	NA
hsa-miR-1-3p	2.27924736420317	2.74992671349878	1.67083957777273	1.63942399178619	-0.708262127724259	0.0802169137202641	NA	NO_vs_YES	NA
hsa-miR-1-5p	12.7603180379294	12.7905717962424	6.44466694283767	6.76054646690273	0.493046474638424	0.24117511361359	0.499169347624037	NO_vs_YES	FALSE
hsa-miR-100-3p	0.387813128616917	0.302367825833586	0	0	0.240467501679044	0.806205956318051	NA	NO_vs_YES	NA
hsa-miR-100-5p	6.83710523249653	11.0985468298266	1.18897484544995	0.887598291573874	-0.657205508615992	0.355158066261722	NA	NO_vs_YES	NA
hsa-miR-101-2-5p	1.64025057163966	1.56196698489395	0.954765473012988	0.511355247366167	-0.907489577472054	0.0975319812875093	NA	NO_vs_YES	NA
hsa-miR-101-3p	3.94250638488322	3.84951489389749	3.00841033915897	2.4836618192086	-0.284485116150144	0.442877966772911	NA	NO_vs_YES	NA
hsa-miR-101-5p	4.87580901861718	27.1761927195361	2.23257392237253	2.53400500973957	-1.22622614027855	0.0170242536739199	0.146511758890704	NO_vs_YES	FALSE
hsa-miR-10226	4.69003010395752	4.59409188737016	2.32662296370928	2.41989690353583	-0.131713729973585	0.765014124059616	NA	NO_vs_YES	NA
hsa-miR-10226-3p:Novel	12.0915078046772	18.823491690038	8.03381650712307	6.35847966782254	-0.372104493504102	0.427632444813096	0.675383754083047	NO_vs_YES	FALSE
hsa-miR-10392-3p	1.30800770879705	1.54340294252831	0.683733583792173	0.568369838695113	-0.633054877550472	0.27735419438988	NA	NO_vs_YES	NA
hsa-miR-10392-5p	128.782100754281	144.141283349278	81.9661023061419	77.2420809473619	-0.0181674557971964	0.956125859235008	0.977934252182746	NO_vs_YES	FALSE
hsa-miR-10393-3p	0.218263617464797	0.305160796378142	0	0	-0.771811252194379	0.544320284933351	NA	NO_vs_YES	NA
hsa-miR-10393-5p	0.117466599849613	0.0734520554168664	0	0	-0.192136359489309	0.935836596116732	NA	NO_vs_YES	NA
hsa-miR-10394-3p	2.67675185138049	3.10590173387055	1.73941512504255	1.02569335869496	0.149577260447938	0.791762959847084	NA	NO_vs_YES	NA
hsa-miR-10394-5p	0.604950799327582	0.996847868433881	0	0	-0.346821638474779	0.666821247437542	NA	NO_vs_YES	NA
hsa-miR-10395-3p	1.03401437229537	1.99469183003388	0.307238879812238	0	-0.884938556351032	0.197591527794444	NA	NO_vs_YES	NA
